"","X","city","date","nofcases","GZapproved","cumGZ","lnGZ","nofcases14","mobility","観測所","avg_temp","rainfall","SOE","datedum","lmobility","cumcases","pop","scaled_cases","scaled_cases14"
"7124",7124,"身延町","2020-11-24",0.463,0,5,1.79175946922805,0,13117,"切石",10.9,0,0,"2020-11-24",9.48166437781514,2.829,11306,4.09517070581992,0
"7125",7125,"道志村","2020-11-24",0.002,0,2,1.09861228866811,0.009,2823,"大月",8.6,0,0,"2020-11-24",7.94555542825349,0.253,1652,0.121065375302663,0.544794188861985
"7126",7126,"都留市","2020-11-24",0.036,0,14,2.70805020110221,0.169,31288,"大月",8.6,0,0,"2020-11-24",10.3509899164354,5.126,29859,0.120566663317593,0.565993502796477
"7127",7127,"韮崎市","2020-11-24",2.035,0,10,2.39789527279837,0,33172,"韮崎",10.4,0,0,"2020-11-24",10.4094614255711,13.427,29124,6.98736437302568,0
"7128",7128,"鳴沢村","2020-11-24",0.004,0,8,2.19722457733622,0.018,4043,"河口湖",7.9,0,0,"2020-11-24",8.30474226964077,0.477,3133,0.1276731567188,0.574529205234599
"7129",7129,"上野原市","2020-11-25",0.129,0,17,2.89037175789616,0.036,24266,"大月",10,0.5,0,"2020-11-25",10.0968314726118,10.042,22799,0.565814290100443,0.157901662353612
"7130",7130,"中央市","2020-11-25",0.067,0,11,2.484906649788,0.049,30077,"甲府",13.5,0,0,"2020-11-25",10.3115160390475,8.429,30978,0.216282523080896,0.158176770611402
"7131",7131,"丹波山村","2020-11-25",0.003,0,0,0,0.001,709,"勝沼",12.6,0,0,"2020-11-25",6.56385552653213,0.089,540,0.555555555555556,0.185185185185185
"7132",7132,"北杜市","2020-11-25",0.101,0,36,3.61091791264422,0.073,50202,"大泉",9.1,0,0,"2020-11-25",10.8238101455237,9.718,46421,0.2175739428276,0.157256414122918
"7133",7133,"南アルプス市","2020-11-25",0.155,0,19,2.99573227355399,0.112,67512,"韮崎",11.5,0,0,"2020-11-25",11.1200606388378,27.349,71370,0.217178086030545,0.156928681518845
"7134",7134,"南部町","2020-11-25",0,0,2,1.09861228866811,0.012,7709,"南部",12.7,0,0,"2020-11-25",8.95014375645926,1.22,7569,0,0.1585414189457
"7135",7135,"大月市","2020-11-25",0.133,0,21,3.09104245335832,0.037,24928,"大月",10,0.5,0,"2020-11-25",10.1237469486705,3.723,23516,0.565572376254465,0.157339683619663
"7136",7136,"富士吉田市","2020-11-25",0.273,0,22,3.13549421592915,0.571,45479,"河口湖",8.4,0,0,"2020-11-25",10.7250059599358,9.662,48331,0.564854855061969,1.18143634520287
"7137",7137,"富士川町","2020-11-25",0,0,10,2.39789527279837,0.023,13322,"切石",11.6,0,0,"2020-11-25",9.49717208297312,3.269,14855,0,0.154830023561091
"7138",7138,"富士河口湖町","2020-11-25",0.15,0,48,3.89182029811063,0.314,39529,"河口湖",8.4,0,0,"2020-11-25",10.5847898587282,4.531,26562,0.56471651231082,1.18213989910398
"7139",7139,"小菅村","2020-11-25",0.004,0,0,0,0.001,NA,"勝沼",12.6,0,0,"2020-11-25",NA,0.114,715,0.559440559440559,0.13986013986014
"7140",7140,"山中湖村","2020-11-25",0.033,0,18,2.94443897916644,0.068,10895,"山中",7.9,4,0,"2020-11-25",9.29605924737872,0.835,5789,0.570046640179651,1.17464156158231
"7141",7141,"山梨市","2020-11-25",1,0,16,2.83321334405622,0.054,32307,"勝沼",12.6,0,0,"2020-11-25",10.383039203997,8.69,34357,2.91061501295224,0.157173210699421
"7142",7142,"市川三郷町","2020-11-25",0,0,6,1.94591014905531,0.025,15849,"切石",11.6,0,0,"2020-11-25",9.67086168583243,3.369,15604,0,0.160215329402717
"7143",7143,"忍野村","2020-11-25",0.054,0,4,1.6094379124341,0.113,9547,"山中",7.9,4,0,"2020-11-25",9.16398224799803,1.387,9595,0.562793121417405,1.17769671704013
"7144",7144,"早川町","2020-11-25",0,0,2,1.09861228866811,0.002,1267,"切石",11.6,0,0,"2020-11-25",7.14440718032114,0.161,1018,0,0.196463654223969
"7145",7145,"昭和町","2020-11-25",0.044,0,51,3.95124371858143,0.032,31366,"甲府",13.5,0,0,"2020-11-25",10.3534797826944,5.972,20452,0.215137883825543,0.156463915509486
"7146",7146,"甲州市","2020-11-25",0,0,20,3.04452243772342,1.049,31145,"勝沼",12.6,0,0,"2020-11-25",10.3464089976882,7.022,30990,0,3.38496289125524
"7147",7147,"甲府市","2020-11-25",1.406,0,165,5.11198778835654,2,195089,"甲府",13.5,0,0,"2020-11-25",12.1812111436788,154.366,187171,0.751184745500104,1.06854160099588
"7148",7148,"甲斐市","2020-11-25",0.164,0,31,3.46573590279973,1.119,70166,"甲府",13.5,0,0,"2020-11-25",11.1586191422037,21.971,75522,0.217155266015201,1.48168745531104
"7149",7149,"笛吹市","2020-11-25",0,0,47,3.87120101090789,0.109,70028,"古関",10.5,0,0,"2020-11-25",11.1566504410528,26.117,68924,0,0.158145203412454
"7150",7150,"西桂町","2020-11-25",0.024,0,1,0.693147180559945,0.05,4151,"河口湖",8.4,0,0,"2020-11-25",8.33110454805304,0.609,4238,0.566304860783388,1.17980179329873
"7151",7151,"身延町","2020-11-25",0,0,5,1.79175946922805,0.018,13117,"切石",11.6,0,0,"2020-11-25",9.48166437781514,2.829,11306,0,0.159207500442243
"7152",7152,"道志村","2020-11-25",0.009,0,2,1.09861228866811,0.003,2823,"大月",10,0.5,0,"2020-11-25",7.94555542825349,0.262,1652,0.544794188861985,0.181598062953995
"7153",7153,"都留市","2020-11-25",0.169,0,14,2.70805020110221,0.047,31288,"大月",10,0.5,0,"2020-11-25",10.3509899164354,5.295,29859,0.565993502796477,0.157406477109079
"7154",7154,"韮崎市","2020-11-25",0.063,0,10,2.39789527279837,0.046,33172,"韮崎",11.5,0,0,"2020-11-25",10.4094614255711,13.49,29124,0.216316440049444,0.157945337178959
"7155",7155,"鳴沢村","2020-11-25",0.018,0,8,2.19722457733622,0.037,4043,"河口湖",8.4,0,0,"2020-11-25",8.30474226964077,0.495,3133,0.574529205234599,1.1809766996489
"7156",7156,"上野原市","2020-11-26",0,0,17,2.89037175789616,0.288,24266,"大月",12.1,0,0,"2020-11-26",10.0968314726118,10.042,22799,0,1.2632132988289
"7157",7157,"中央市","2020-11-26",0,0,11,2.484906649788,0,30077,"甲府",12,0,0,"2020-11-26",10.3115160390475,8.429,30978,0,0
"7158",7158,"丹波山村","2020-11-26",0,0,0,0,0.007,709,"勝沼",11.6,0,0,"2020-11-26",6.56385552653213,0.089,540,0,1.2962962962963
"7159",7159,"北杜市","2020-11-26",0,0,36,3.61091791264422,0,50202,"大泉",8.6,0,0,"2020-11-26",10.8238101455237,9.718,46421,0,0
"7160",7160,"南アルプス市","2020-11-26",0,0,19,2.99573227355399,0,67512,"韮崎",9.9,0,0,"2020-11-26",11.1200606388378,27.349,71370,0,0
"7161",7161,"南部町","2020-11-26",0,0,2,1.09861228866811,0,7709,"南部",12,0,0,"2020-11-26",8.95014375645926,1.22,7569,0,0
"7162",7162,"大月市","2020-11-26",0,0,21,3.09104245335832,0.297,24928,"大月",12.1,0,0,"2020-11-26",10.1237469486705,3.723,23516,0,1.26296989283892
"7163",7163,"富士吉田市","2020-11-26",0,0,22,3.13549421592915,0.495,45479,"河口湖",8.8,0,0,"2020-11-26",10.7250059599358,9.662,48331,0,1.02418737456291
"7164",7164,"富士川町","2020-11-26",0,0,10,2.39789527279837,0,13322,"切石",10.4,0,0,"2020-11-26",9.49717208297312,3.269,14855,0,0
"7165",7165,"富士河口湖町","2020-11-26",0,0,48,3.89182029811063,0.272,39529,"河口湖",8.8,0,0,"2020-11-26",10.5847898587282,4.531,26562,0,1.02401927565695
"7166",7166,"小菅村","2020-11-26",0,0,0,0,0.009,NA,"勝沼",11.6,0,0,"2020-11-26",NA,0.114,715,0,1.25874125874126
"7167",7167,"山中湖村","2020-11-26",0,0,18,2.94443897916644,0.059,10895,"山中",6.8,0,0,"2020-11-26",9.29605924737872,0.835,5789,0,1.01917429607877
"7168",7168,"山梨市","2020-11-26",0,0,16,2.83321334405622,0,32307,"勝沼",11.6,0,0,"2020-11-26",10.383039203997,8.69,34357,0,0
"7169",7169,"市川三郷町","2020-11-26",0,0,6,1.94591014905531,0,15849,"切石",10.4,0,0,"2020-11-26",9.67086168583243,3.369,15604,0,0
"7170",7170,"忍野村","2020-11-26",0,0,4,1.6094379124341,0.098,9547,"山中",6.8,0,0,"2020-11-26",9.16398224799803,1.387,9595,0,1.02136529442418
"7171",7171,"早川町","2020-11-26",0,0,2,1.09861228866811,0,1267,"切石",10.4,0,0,"2020-11-26",7.14440718032114,0.161,1018,0,0
"7172",7172,"昭和町","2020-11-26",0,0,51,3.95124371858143,0,31366,"甲府",12,0,0,"2020-11-26",10.3534797826944,5.972,20452,0,0
"7173",7173,"甲州市","2020-11-26",0,0,20,3.04452243772342,0,31145,"勝沼",11.6,0,0,"2020-11-26",10.3464089976882,7.022,30990,0,0
"7174",7174,"甲府市","2020-11-26",0,0,165,5.11198778835654,1,195089,"甲府",12,0,0,"2020-11-26",12.1812111436788,154.366,187171,0,0.53427080049794
"7175",7175,"甲斐市","2020-11-26",0,0,31,3.46573590279973,0,70166,"甲府",12,0,0,"2020-11-26",11.1586191422037,21.971,75522,0,0
"7176",7176,"笛吹市","2020-11-26",0,0,47,3.87120101090789,0,70028,"古関",8.7,0,0,"2020-11-26",11.1566504410528,26.117,68924,0,0
"7177",7177,"西桂町","2020-11-26",0,0,1,0.693147180559945,0.043,4151,"河口湖",8.8,0,0,"2020-11-26",8.33110454805304,0.609,4238,0,1.0146295422369
"7178",7178,"身延町","2020-11-26",0,0,5,1.79175946922805,0,13117,"切石",10.4,0,0,"2020-11-26",9.48166437781514,2.829,11306,0,0
"7179",7179,"道志村","2020-11-26",0,0,2,1.09861228866811,0.021,2823,"大月",12.1,0,0,"2020-11-26",7.94555542825349,0.262,1652,0,1.27118644067797
"7180",7180,"都留市","2020-11-26",0,0,14,2.70805020110221,0.378,31288,"大月",12.1,0,0,"2020-11-26",10.3509899164354,5.295,29859,0,1.26594996483472
"7181",7181,"韮崎市","2020-11-26",0,0,10,2.39789527279837,0,33172,"韮崎",9.9,0,0,"2020-11-26",10.4094614255711,13.49,29124,0,0
"7182",7182,"鳴沢村","2020-11-26",0,0,8,2.19722457733622,0.032,4043,"河口湖",8.8,0,0,"2020-11-26",8.30474226964077,0.495,3133,0,1.0213852537504
"7183",7183,"上野原市","2020-11-27",0,10,27,3.3322045101752,0.288,24266,"大月",9.6,0,0,"2020-11-27",10.0968314726118,10.042,22799,0,1.2632132988289
"7184",7184,"中央市","2020-11-27",0,5,16,2.83321334405622,0.055,30077,"甲府",11.3,0,0,"2020-11-27",10.3115160390475,8.429,30978,0,0.1775453547679
"7185",7185,"丹波山村","2020-11-27",0,0,0,0,0.007,709,"勝沼",10,0,0,"2020-11-27",6.56385552653213,0.089,540,0,1.2962962962963
"7186",7186,"北杜市","2020-11-27",0,9,45,3.8286413964891,0.083,50202,"大泉",8.1,0,0,"2020-11-27",10.8238101455237,9.718,46421,0,0.178798388660305
"7187",7187,"南アルプス市","2020-11-27",0,3,22,3.13549421592915,0.128,67512,"韮崎",10.4,0,0,"2020-11-27",11.1200606388378,27.349,71370,0,0.179347064592966
"7188",7188,"南部町","2020-11-27",0,2,4,1.6094379124341,0,7709,"南部",13.2,0,0,"2020-11-27",8.95014375645926,1.22,7569,0,0
"7189",7189,"大月市","2020-11-27",0,1,22,3.13549421592915,0.297,24928,"大月",9.6,0,0,"2020-11-27",10.1237469486705,3.723,23516,0,1.26296989283892
"7190",7190,"富士吉田市","2020-11-27",0,10,32,3.49650756146648,0.087,45479,"河口湖",7,0,0,"2020-11-27",10.7250059599358,9.662,48331,0,0.180008690074693
"7191",7191,"富士川町","2020-11-27",0,1,11,2.484906649788,0,13322,"切石",10.4,0,0,"2020-11-27",9.49717208297312,3.269,14855,0,0
"7192",7192,"富士河口湖町","2020-11-27",0,10,58,4.07753744390572,0.048,39529,"河口湖",7,0,0,"2020-11-27",10.5847898587282,4.531,26562,0,0.180709283939462
"7193",7193,"小菅村","2020-11-27",0,1,1,0.693147180559945,0.009,NA,"勝沼",10,0,0,"2020-11-27",NA,0.114,715,0,1.25874125874126
"7194",7194,"山中湖村","2020-11-27",0,2,20,3.04452243772342,0.01,10895,"山中",5.7,0,0,"2020-11-27",9.29605924737872,0.835,5789,0,0.172741406115046
"7195",7195,"山梨市","2020-11-27",0,5,21,3.09104245335832,0.256,32307,"勝沼",10,0,0,"2020-11-27",10.383039203997,8.69,34357,0,0.745117443315773
"7196",7196,"市川三郷町","2020-11-27",0,0,6,1.94591014905531,0,15849,"切石",10.4,0,0,"2020-11-27",9.67086168583243,3.369,15604,0,0
"7197",7197,"忍野村","2020-11-27",0,0,4,1.6094379124341,0.017,9547,"山中",5.7,0,0,"2020-11-27",9.16398224799803,1.387,9595,0,0.177175612298072
"7198",7198,"早川町","2020-11-27",0,0,2,1.09861228866811,0,1267,"切石",10.4,0,0,"2020-11-27",7.14440718032114,0.161,1018,0,0
"7199",7199,"昭和町","2020-11-27",0,7,58,4.07753744390572,0.037,31366,"甲府",11.3,0,0,"2020-11-27",10.3534797826944,5.972,20452,0,0.180911402307843
"7200",7200,"甲州市","2020-11-27",0,3,23,3.17805383034795,0.231,31145,"勝沼",10,0,0,"2020-11-27",10.3464089976882,7.022,30990,0,0.74540174249758
"7201",7201,"甲府市","2020-11-27",1.713,43,208,5.34233425196481,2.335,195089,"甲府",11.3,0,0,"2020-11-27",12.1812111436788,156.079,187171,0.915205881252972,1.24752231916269
"7202",7202,"甲斐市","2020-11-27",0.287,10,41,3.73766961828337,0.135,70166,"甲府",11.3,0,0,"2020-11-27",11.1586191422037,22.258,75522,0.380021715526602,0.17875585921983
"7203",7203,"笛吹市","2020-11-27",0,4,51,3.95124371858143,0.513,70028,"古関",9.3,0,0,"2020-11-27",11.1566504410528,26.117,68924,0,0.744298067436597
"7204",7204,"西桂町","2020-11-27",0,0,1,0.693147180559945,0.008,4151,"河口湖",7,0,0,"2020-11-27",8.33110454805304,0.609,4238,0,0.188768286927796
"7205",7205,"身延町","2020-11-27",0,0,5,1.79175946922805,0,13117,"切石",10.4,0,0,"2020-11-27",9.48166437781514,2.829,11306,0,0
"7206",7206,"道志村","2020-11-27",0,0,2,1.09861228866811,0.021,2823,"大月",9.6,0,0,"2020-11-27",7.94555542825349,0.262,1652,0,1.27118644067797
"7207",7207,"都留市","2020-11-27",0,3,17,2.89037175789616,0.378,31288,"大月",9.6,0,0,"2020-11-27",10.3509899164354,5.295,29859,0,1.26594996483472
"7208",7208,"韮崎市","2020-11-27",0,2,12,2.56494935746154,1.052,33172,"韮崎",10.4,0,0,"2020-11-27",10.4094614255711,13.49,29124,0,3.61214118939706
"7209",7209,"鳴沢村","2020-11-27",0,1,9,2.30258509299405,0.006,4043,"河口湖",7,0,0,"2020-11-27",8.30474226964077,0.495,3133,0,0.1915097350782
"7210",7210,"上野原市","2020-11-28",0,0,27,3.3322045101752,0,24266,"大月",9.4,0,0,"2020-11-28",10.0968314726118,10.042,22799,0,0
"7211",7211,"中央市","2020-11-28",0,0,16,2.83321334405622,0,30077,"甲府",10.6,0,0,"2020-11-28",10.3115160390475,8.429,30978,0,0
"7212",7212,"丹波山村","2020-11-28",0,0,0,0,0,709,"勝沼",9.6,0,0,"2020-11-28",6.56385552653213,0.089,540,0,0
"7213",7213,"北杜市","2020-11-28",0,0,45,3.8286413964891,0,50202,"大泉",6.4,0,0,"2020-11-28",10.8238101455237,9.718,46421,0,0
"7214",7214,"南アルプス市","2020-11-28",0,0,22,3.13549421592915,0,67512,"韮崎",8.9,0,0,"2020-11-28",11.1200606388378,27.349,71370,0,0
"7215",7215,"南部町","2020-11-28",0,0,4,1.6094379124341,0,7709,"南部",12.3,0,0,"2020-11-28",8.95014375645926,1.22,7569,0,0
"7216",7216,"大月市","2020-11-28",0,0,22,3.13549421592915,0,24928,"大月",9.4,0,0,"2020-11-28",10.1237469486705,3.723,23516,0,0
"7217",7217,"富士吉田市","2020-11-28",0,0,32,3.49650756146648,0.495,45479,"河口湖",7.3,0,0,"2020-11-28",10.7250059599358,9.662,48331,0,1.02418737456291
"7218",7218,"富士川町","2020-11-28",0,0,11,2.484906649788,0,13322,"切石",9.6,0,0,"2020-11-28",9.49717208297312,3.269,14855,0,0
"7219",7219,"富士河口湖町","2020-11-28",0,0,58,4.07753744390572,0.272,39529,"河口湖",7.3,0,0,"2020-11-28",10.5847898587282,4.531,26562,0,1.02401927565695
"7220",7220,"小菅村","2020-11-28",0,0,1,0.693147180559945,0,NA,"勝沼",9.6,0,0,"2020-11-28",NA,0.114,715,0,0
"7221",7221,"山中湖村","2020-11-28",0,0,20,3.04452243772342,0.059,10895,"山中",6.4,0,0,"2020-11-28",9.29605924737872,0.835,5789,0,1.01917429607877
"7222",7222,"山梨市","2020-11-28",0,0,21,3.09104245335832,1,32307,"勝沼",9.6,0,0,"2020-11-28",10.383039203997,8.69,34357,0,2.91061501295224
"7223",7223,"市川三郷町","2020-11-28",0,0,6,1.94591014905531,0,15849,"切石",9.6,0,0,"2020-11-28",9.67086168583243,3.369,15604,0,0
"7224",7224,"忍野村","2020-11-28",0,0,4,1.6094379124341,0.098,9547,"山中",6.4,0,0,"2020-11-28",9.16398224799803,1.387,9595,0,1.02136529442418
"7225",7225,"早川町","2020-11-28",0,0,2,1.09861228866811,0,1267,"切石",9.6,0,0,"2020-11-28",7.14440718032114,0.161,1018,0,0
"7226",7226,"昭和町","2020-11-28",0,0,58,4.07753744390572,0,31366,"甲府",10.6,0,0,"2020-11-28",10.3534797826944,5.972,20452,0,0
"7227",7227,"甲州市","2020-11-28",0,0,23,3.17805383034795,0,31145,"勝沼",9.6,0,0,"2020-11-28",10.3464089976882,7.022,30990,0,0
"7228",7228,"甲府市","2020-11-28",0,0,208,5.34233425196481,2,195089,"甲府",10.6,0,0,"2020-11-28",12.1812111436788,156.079,187171,0,1.06854160099588
"7229",7229,"甲斐市","2020-11-28",0,0,41,3.73766961828337,1,70166,"甲府",10.6,0,0,"2020-11-28",11.1586191422037,22.258,75522,0,1.32411747570244
"7230",7230,"笛吹市","2020-11-28",0,0,51,3.95124371858143,0,70028,"古関",7.3,0,0,"2020-11-28",11.1566504410528,26.117,68924,0,0
"7231",7231,"西桂町","2020-11-28",0,0,1,0.693147180559945,0.043,4151,"河口湖",7.3,0,0,"2020-11-28",8.33110454805304,0.609,4238,0,1.0146295422369
"7232",7232,"身延町","2020-11-28",0,0,5,1.79175946922805,0,13117,"切石",9.6,0,0,"2020-11-28",9.48166437781514,2.829,11306,0,0
"7233",7233,"道志村","2020-11-28",0,0,2,1.09861228866811,0,2823,"大月",9.4,0,0,"2020-11-28",7.94555542825349,0.262,1652,0,0
"7234",7234,"都留市","2020-11-28",0,0,17,2.89037175789616,0,31288,"大月",9.4,0,0,"2020-11-28",10.3509899164354,5.295,29859,0,0
"7235",7235,"韮崎市","2020-11-28",0,0,12,2.56494935746154,0,33172,"韮崎",8.9,0,0,"2020-11-28",10.4094614255711,13.49,29124,0,0
"7236",7236,"鳴沢村","2020-11-28",0,0,9,2.30258509299405,0.032,4043,"河口湖",7.3,0,0,"2020-11-28",8.30474226964077,0.495,3133,0,1.0213852537504
"7237",7237,"上野原市","2020-11-29",0,0,27,3.3322045101752,0,24266,"大月",5.4,0,0,"2020-11-29",10.0968314726118,10.042,22799,0,0
"7238",7238,"中央市","2020-11-29",0,0,16,2.83321334405622,0,30077,"甲府",8.8,0,0,"2020-11-29",10.3115160390475,8.429,30978,0,0
"7239",7239,"丹波山村","2020-11-29",0,0,0,0,0,709,"勝沼",7.7,0,0,"2020-11-29",6.56385552653213,0.089,540,0,0
"7240",7240,"北杜市","2020-11-29",0,0,45,3.8286413964891,0,50202,"大泉",3.9,0,0,"2020-11-29",10.8238101455237,9.718,46421,0,0
"7241",7241,"南アルプス市","2020-11-29",0,0,22,3.13549421592915,0,67512,"韮崎",6.6,0,0,"2020-11-29",11.1200606388378,27.349,71370,0,0
"7242",7242,"南部町","2020-11-29",0,0,4,1.6094379124341,0,7709,"南部",9,0,0,"2020-11-29",8.95014375645926,1.22,7569,0,0
"7243",7243,"大月市","2020-11-29",0,0,22,3.13549421592915,0,24928,"大月",5.4,0,0,"2020-11-29",10.1237469486705,3.723,23516,0,0
"7244",7244,"富士吉田市","2020-11-29",0,0,32,3.49650756146648,0,45479,"河口湖",3.7,0,0,"2020-11-29",10.7250059599358,9.662,48331,0,0
"7245",7245,"富士川町","2020-11-29",0,0,11,2.484906649788,0,13322,"切石",7.4,0,0,"2020-11-29",9.49717208297312,3.269,14855,0,0
"7246",7246,"富士河口湖町","2020-11-29",0,0,58,4.07753744390572,0,39529,"河口湖",3.7,0,0,"2020-11-29",10.5847898587282,4.531,26562,0,0
"7247",7247,"小菅村","2020-11-29",0,0,1,0.693147180559945,0,NA,"勝沼",7.7,0,0,"2020-11-29",NA,0.114,715,0,0
"7248",7248,"山中湖村","2020-11-29",0,0,20,3.04452243772342,0,10895,"山中",2.1,0,0,"2020-11-29",9.29605924737872,0.835,5789,0,0
"7249",7249,"山梨市","2020-11-29",0,0,21,3.09104245335832,0,32307,"勝沼",7.7,0,0,"2020-11-29",10.383039203997,8.69,34357,0,0
"7250",7250,"市川三郷町","2020-11-29",0,0,6,1.94591014905531,0,15849,"切石",7.4,0,0,"2020-11-29",9.67086168583243,3.369,15604,0,0
"7251",7251,"忍野村","2020-11-29",0,0,4,1.6094379124341,0,9547,"山中",2.1,0,0,"2020-11-29",9.16398224799803,1.387,9595,0,0
"7252",7252,"早川町","2020-11-29",0,0,2,1.09861228866811,0,1267,"切石",7.4,0,0,"2020-11-29",7.14440718032114,0.161,1018,0,0
"7253",7253,"昭和町","2020-11-29",0,0,58,4.07753744390572,0,31366,"甲府",8.8,0,0,"2020-11-29",10.3534797826944,5.972,20452,0,0
"7254",7254,"甲州市","2020-11-29",0,0,23,3.17805383034795,0,31145,"勝沼",7.7,0,0,"2020-11-29",10.3464089976882,7.022,30990,0,0
"7255",7255,"甲府市","2020-11-29",0,0,208,5.34233425196481,0,195089,"甲府",8.8,0,0,"2020-11-29",12.1812111436788,156.079,187171,0,0
"7256",7256,"甲斐市","2020-11-29",0,0,41,3.73766961828337,0,70166,"甲府",8.8,0,0,"2020-11-29",11.1586191422037,22.258,75522,0,0
"7257",7257,"笛吹市","2020-11-29",0,0,51,3.95124371858143,0,70028,"古関",5.6,0,0,"2020-11-29",11.1566504410528,26.117,68924,0,0
"7258",7258,"西桂町","2020-11-29",0,0,1,0.693147180559945,0,4151,"河口湖",3.7,0,0,"2020-11-29",8.33110454805304,0.609,4238,0,0
"7259",7259,"身延町","2020-11-29",0,0,5,1.79175946922805,0,13117,"切石",7.4,0,0,"2020-11-29",9.48166437781514,2.829,11306,0,0
"7260",7260,"道志村","2020-11-29",0,0,2,1.09861228866811,0,2823,"大月",5.4,0,0,"2020-11-29",7.94555542825349,0.262,1652,0,0
"7261",7261,"都留市","2020-11-29",0,0,17,2.89037175789616,0,31288,"大月",5.4,0,0,"2020-11-29",10.3509899164354,5.295,29859,0,0
"7262",7262,"韮崎市","2020-11-29",0,0,12,2.56494935746154,0,33172,"韮崎",6.6,0,0,"2020-11-29",10.4094614255711,13.49,29124,0,0
"7263",7263,"鳴沢村","2020-11-29",0,0,9,2.30258509299405,0,4043,"河口湖",3.7,0,0,"2020-11-29",8.30474226964077,0.495,3133,0,0
"7264",7264,"上野原市","2020-11-30",0.577,0,27,3.3322045101752,0,24266,"大月",4.9,0,0,"2020-11-30",10.0968314726118,10.619,22799,2.53081275494539,0
"7265",7265,"中央市","2020-11-30",0.31,0,16,2.83321334405622,0,30077,"甲府",7.6,0,0,"2020-11-30",10.3115160390475,8.739,30978,1.00071018141907,0
"7266",7266,"丹波山村","2020-11-30",0.014,0,0,0,0,709,"勝沼",6.9,0,0,"2020-11-30",6.56385552653213,0.103,540,2.59259259259259,0
"7267",7267,"北杜市","2020-11-30",0,0,45,3.8286413964891,0,50202,"大泉",5,0,0,"2020-11-30",10.8238101455237,9.718,46421,0,0
"7268",7268,"南アルプス市","2020-11-30",1,0,22,3.13549421592915,0.214,67512,"韮崎",5.9,0,0,"2020-11-30",11.1200606388378,28.349,71370,1.40114894213255,0.299845873616365
"7269",7269,"南部町","2020-11-30",0,0,4,1.6094379124341,0,7709,"南部",7.8,0,0,"2020-11-30",8.95014375645926,1.22,7569,0,0
"7270",7270,"大月市","2020-11-30",0.595,0,22,3.13549421592915,0,24928,"大月",4.9,0,0,"2020-11-30",10.1237469486705,4.318,23516,2.53019220955945,0
"7271",7271,"富士吉田市","2020-11-30",0.461,0,32,3.49650756146648,0.461,45479,"河口湖",3.3,0,0,"2020-11-30",10.7250059599358,10.123,48331,0.953839150855558,0.953839150855558
"7272",7272,"富士川町","2020-11-30",0,0,11,2.484906649788,0,13322,"切石",6.1,0,0,"2020-11-30",9.49717208297312,3.269,14855,0,0
"7273",7273,"富士河口湖町","2020-11-30",0.254,0,58,4.07753744390572,0.254,39529,"河口湖",3.3,0,0,"2020-11-30",10.5847898587282,4.785,26562,0.956253294179655,0.956253294179655
"7274",7274,"小菅村","2020-11-30",0.018,0,1,0.693147180559945,0,NA,"勝沼",6.9,0,0,"2020-11-30",NA,0.132,715,2.51748251748252,0
"7275",7275,"山中湖村","2020-11-30",0,0,20,3.04452243772342,0,10895,"山中",1.7,0,0,"2020-11-30",9.29605924737872,0.835,5789,0,0
"7276",7276,"山梨市","2020-11-30",0,0,21,3.09104245335832,0,32307,"勝沼",6.9,0,0,"2020-11-30",10.383039203997,8.69,34357,0,0
"7277",7277,"市川三郷町","2020-11-30",0,0,6,1.94591014905531,0,15849,"切石",6.1,0,0,"2020-11-30",9.67086168583243,3.369,15604,0,0
"7278",7278,"忍野村","2020-11-30",0,0,4,1.6094379124341,0,9547,"山中",1.7,0,0,"2020-11-30",9.16398224799803,1.387,9595,0,0
"7279",7279,"早川町","2020-11-30",0,0,2,1.09861228866811,0,1267,"切石",6.1,0,0,"2020-11-30",7.14440718032114,0.161,1018,0,0
"7280",7280,"昭和町","2020-11-30",0,0,58,4.07753744390572,0,31366,"甲府",7.6,0,0,"2020-11-30",10.3534797826944,5.972,20452,0,0
"7281",7281,"甲州市","2020-11-30",0,0,23,3.17805383034795,0,31145,"勝沼",6.9,0,0,"2020-11-30",10.3464089976882,7.022,30990,0,0
"7282",7282,"甲府市","2020-11-30",1,0,208,5.34233425196481,1.291,195089,"甲府",7.6,0,0,"2020-11-30",12.1812111436788,157.079,187171,0.53427080049794,0.689743603442841
"7283",7283,"甲斐市","2020-11-30",0,0,41,3.73766961828337,0.226,70166,"甲府",7.6,0,0,"2020-11-30",11.1586191422037,22.258,75522,0,0.299250549508752
"7284",7284,"笛吹市","2020-11-30",0.69,0,51,3.95124371858143,0.269,70028,"古関",5.3,0,0,"2020-11-30",11.1566504410528,26.807,68924,1.00110266380361,0.390284951540828
"7285",7285,"西桂町","2020-11-30",0,0,1,0.693147180559945,0,4151,"河口湖",3.3,0,0,"2020-11-30",8.33110454805304,0.609,4238,0,0
"7286",7286,"身延町","2020-11-30",0,0,5,1.79175946922805,0,13117,"切石",6.1,0,0,"2020-11-30",9.48166437781514,2.829,11306,0,0
"7287",7287,"道志村","2020-11-30",0.042,0,2,1.09861228866811,0,2823,"大月",4.9,0,0,"2020-11-30",7.94555542825349,0.304,1652,2.54237288135593,0
"7288",7288,"都留市","2020-11-30",1.04,0,17,2.89037175789616,0.285,31288,"大月",4.9,0,0,"2020-11-30",10.3509899164354,6.335,29859,3.48303694028601,0.954486084597609
