"","X","city","date","nofcases","GZapproved","cumGZ","lnGZ","nofcases14","mobility","観測所","avg_temp","rainfall","SOE","datedum","lmobility","cumcases","pop","scaled_cases","scaled_cases14"
"1482",1482,"道志村","2020-04-29",0,0,0,0,0,1846,"大月",13.9,0,1,"2020-04-29",7.5207764150628,0.016,1652,0,0
"1483",1483,"都留市","2020-04-29",0,0,0,0,0,31923,"大月",13.9,0,1,"2020-04-29",10.3710820321098,0.29,29859,0,0
"1484",1484,"韮崎市","2020-04-29",0,0,0,0,0,32825,"韮崎",13.3,0,1,"2020-04-29",10.398945699171,0.759,29124,0,0
"1485",1485,"鳴沢村","2020-04-29",0,0,0,0,0,3774,"河口湖",11,0,1,"2020-04-29",8.2358907259285,0.032,3133,0,0
"1486",1486,"上野原市","2020-04-30",0,0,0,0,0,23876,"大月",15.4,0,1,"2020-04-30",10.0806290492885,6.222,22799,0,0
"1487",1487,"中央市","2020-04-30",0,0,0,0,0,30494,"甲府",17.5,0,1,"2020-04-30",10.3252852219319,2.005,30978,0,0
"1488",1488,"丹波山村","2020-04-30",0,0,0,0,0,480,"勝沼",17,0,1,"2020-04-30",6.17378610390194,0.006,540,0,0
"1489",1489,"北杜市","2020-04-30",0,0,0,0,0,45893,"大泉",13.8,0,1,"2020-04-30",10.7340678789719,2.064,46421,0,0
"1490",1490,"南アルプス市","2020-04-30",0,0,0,0,0,68010,"韮崎",16,0,1,"2020-04-30",11.1274100321697,8.309,71370,0,0
"1491",1491,"南部町","2020-04-30",0,0,0,0,0,7788,"南部",16.9,0,1,"2020-04-30",8.96033936649209,0.222,7569,0,0
"1492",1492,"大月市","2020-04-30",0,0,0,0,0,24068,"大月",15.4,0,1,"2020-04-30",10.0886384363402,0.23,23516,0,0
"1493",1493,"富士吉田市","2020-04-30",0,0,0,0,0,44965,"河口湖",12.7,0,1,"2020-04-30",10.7136396883486,0.472,48331,0,0
"1494",1494,"富士川町","2020-04-30",0,0,0,0,0,13102,"切石",16,0,1,"2020-04-30",9.48052016929182,1.001,14855,0,0
"1495",1495,"富士河口湖町","2020-04-30",0,0,0,0,0,29684,"河口湖",12.7,0,1,"2020-04-30",10.29836345909,0.258,26562,0,0
"1496",1496,"小菅村","2020-04-30",0,0,0,0,0,NA,"勝沼",17,0,1,"2020-04-30",NA,0.008,715,0,0
"1497",1497,"山中湖村","2020-04-30",0,0,0,0,0,7353,"山中",11.9,0,1,"2020-04-30",8.90286367219622,0.056,5789,0,0
"1498",1498,"山梨市","2020-04-30",0,0,0,0,0,32289,"勝沼",17,0,1,"2020-04-30",10.3824818939324,2.336,34357,0,0
"1499",1499,"市川三郷町","2020-04-30",0,0,0,0,0,15269,"切石",16,0,1,"2020-04-30",9.63357990818351,0.974,15604,0,0
"1500",1500,"忍野村","2020-04-30",0,0,0,0,0,9597,"山中",11.9,0,1,"2020-04-30",9.16920582861763,0.094,9595,0,0
"1501",1501,"早川町","2020-04-30",0,0,0,0,0,1251,"切石",16,0,1,"2020-04-30",7.13169851046691,0.028,1018,0,0
"1502",1502,"昭和町","2020-04-30",0,0,0,0,0,29255,"甲府",17.5,0,1,"2020-04-30",10.2838057782223,0.413,20452,0,0
"1503",1503,"甲州市","2020-04-30",0,0,0,0,0,29786,"勝沼",17,0,1,"2020-04-30",10.3017937634458,3.728,30990,0,0
"1504",1504,"甲府市","2020-04-30",0,0,0,0,0,196350,"甲府",17.5,0,1,"2020-04-30",12.1876540600062,18.353,187171,0,0
"1505",1505,"甲斐市","2020-04-30",0,0,0,0,0,73188,"甲府",17.5,0,1,"2020-04-30",11.2007867520845,2.324,75522,0,0
"1506",1506,"笛吹市","2020-04-30",0,0,0,0,0,65988,"古関",14.9,0,1,"2020-04-30",11.0972281862958,2.432,68924,0,0
"1507",1507,"西桂町","2020-04-30",0,0,0,0,0,4199,"河口湖",12.7,0,1,"2020-04-30",8.34260168068419,0.04,4238,0,0
"1508",1508,"身延町","2020-04-30",0,0,0,0,0,12225,"切石",16,0,1,"2020-04-30",9.41123831434307,0.335,11306,0,0
"1509",1509,"道志村","2020-04-30",0,0,0,0,0,1846,"大月",15.4,0,1,"2020-04-30",7.5207764150628,0.016,1652,0,0
"1510",1510,"都留市","2020-04-30",0,0,0,0,0,31923,"大月",15.4,0,1,"2020-04-30",10.3710820321098,0.29,29859,0,0
"1511",1511,"韮崎市","2020-04-30",0,0,0,0,0,32825,"韮崎",16,0,1,"2020-04-30",10.398945699171,0.759,29124,0,0
"1512",1512,"鳴沢村","2020-04-30",0,0,0,0,0,3774,"河口湖",12.7,0,1,"2020-04-30",8.2358907259285,0.032,3133,0,0
"1513",1513,"上野原市","2020-05-01",0,0,0,0,0,23763,"大月",17.7,0,1,"2020-05-01",10.0758850281324,6.222,22799,0,0
"1514",1514,"中央市","2020-05-01",0,0,0,0,0,29797,"甲府",19,0,1,"2020-05-01",10.3021629962849,2.005,30978,0,0
"1515",1515,"丹波山村","2020-05-01",0,0,0,0,0,504,"勝沼",18.3,0,1,"2020-05-01",6.22257626807137,0.006,540,0,0
"1516",1516,"北杜市","2020-05-01",0,0,0,0,0,45867,"大泉",15.1,0,1,"2020-05-01",10.7335011832287,2.064,46421,0,0
"1517",1517,"南アルプス市","2020-05-01",0,0,0,0,0,68802,"韮崎",18.1,0,1,"2020-05-01",11.1389880932664,8.309,71370,0,0
"1518",1518,"南部町","2020-05-01",0,0,0,0,0,7794,"南部",18.2,0,1,"2020-05-01",8.96110948589866,0.222,7569,0,0
"1519",1519,"大月市","2020-05-01",0,0,0,0,0,24781,"大月",17.7,0,1,"2020-05-01",10.117832509494,0.23,23516,0,0
"1520",1520,"富士吉田市","2020-05-01",0,0,0,0,0,45381,"河口湖",14.6,0,1,"2020-05-01",10.7228487942303,0.472,48331,0,0
"1521",1521,"富士川町","2020-05-01",0,0,0,0,0,13515,"切石",17,0,1,"2020-05-01",9.51155545871055,1.001,14855,0,0
"1522",1522,"富士河口湖町","2020-05-01",0,0,0,0,0,29288,"河口湖",14.6,0,1,"2020-05-01",10.2849331548001,0.258,26562,0,0
"1523",1523,"小菅村","2020-05-01",0,0,0,0,0,NA,"勝沼",18.3,0,1,"2020-05-01",NA,0.008,715,0,0
"1524",1524,"山中湖村","2020-05-01",0,0,0,0,0,6968,"山中",12.5,0,1,"2020-05-01",8.84908351853234,0.056,5789,0,0
"1525",1525,"山梨市","2020-05-01",0,0,0,0,0,33318,"勝沼",18.3,0,1,"2020-05-01",10.4138530704697,2.336,34357,0,0
"1526",1526,"市川三郷町","2020-05-01",0,0,0,0,0,15075,"切石",17,0,1,"2020-05-01",9.62079302159539,0.974,15604,0,0
"1527",1527,"忍野村","2020-05-01",0,0,0,0,0,9240,"山中",12.5,0,1,"2020-05-01",9.13129716463573,0.094,9595,0,0
"1528",1528,"早川町","2020-05-01",0,0,0,0,0,1218,"切石",17,0,1,"2020-05-01",7.10496544826984,0.028,1018,0,0
"1529",1529,"昭和町","2020-05-01",0,0,0,0,0,28738,"甲府",19,0,1,"2020-05-01",10.2659755677892,0.413,20452,0,0
"1530",1530,"甲州市","2020-05-01",0,0,0,0,0,30300,"勝沼",18.3,0,1,"2020-05-01",10.3189029914975,3.728,30990,0,0
"1531",1531,"甲府市","2020-05-01",1,0,0,0,0,192860,"甲府",19,0,1,"2020-05-01",12.1697198160644,19.353,187171,0.53427080049794,0
"1532",1532,"甲斐市","2020-05-01",0,0,0,0,0,73977,"甲府",19,0,1,"2020-05-01",11.2115095130638,2.324,75522,0,0
"1533",1533,"笛吹市","2020-05-01",0,0,0,0,0,65940,"古関",15.6,0,1,"2020-05-01",11.0965005166257,2.432,68924,0,0
"1534",1534,"西桂町","2020-05-01",0,0,0,0,0,4489,"河口湖",14.6,0,1,"2020-05-01",8.40938523878193,0.04,4238,0,0
"1535",1535,"身延町","2020-05-01",0,0,0,0,0,12421,"切石",17,0,1,"2020-05-01",9.42714386754419,0.335,11306,0,0
"1536",1536,"道志村","2020-05-01",0,0,0,0,0,1464,"大月",17.7,0,1,"2020-05-01",7.28892769452126,0.016,1652,0,0
"1537",1537,"都留市","2020-05-01",0,0,0,0,0,31332,"大月",17.7,0,1,"2020-05-01",10.3523952184871,0.29,29859,0,0
"1538",1538,"韮崎市","2020-05-01",0,0,0,0,0,31995,"韮崎",18.1,0,1,"2020-05-01",10.3733349195736,0.759,29124,0,0
"1539",1539,"鳴沢村","2020-05-01",0,0,0,0,0,3684,"河口湖",14.6,0,1,"2020-05-01",8.2117543973752,0.032,3133,0,0
"1540",1540,"上野原市","2020-05-02",0,0,0,0,0,23763,"大月",20.5,0,1,"2020-05-02",10.0758850281324,6.222,22799,0,0
"1541",1541,"中央市","2020-05-02",0,0,0,0,0,29797,"甲府",21.2,0,1,"2020-05-02",10.3021629962849,2.005,30978,0,0
"1542",1542,"丹波山村","2020-05-02",0,0,0,0,0,504,"勝沼",20.8,0,1,"2020-05-02",6.22257626807137,0.006,540,0,0
"1543",1543,"北杜市","2020-05-02",0,0,0,0,0,45867,"大泉",18.1,0,1,"2020-05-02",10.7335011832287,2.064,46421,0,0
"1544",1544,"南アルプス市","2020-05-02",0,0,0,0,0,68802,"韮崎",19.6,0,1,"2020-05-02",11.1389880932664,8.309,71370,0,0
"1545",1545,"南部町","2020-05-02",0,0,0,0,0,7794,"南部",20.2,0,1,"2020-05-02",8.96110948589866,0.222,7569,0,0
"1546",1546,"大月市","2020-05-02",0,0,0,0,0,24781,"大月",20.5,0,1,"2020-05-02",10.117832509494,0.23,23516,0,0
"1547",1547,"富士吉田市","2020-05-02",0.619,0,0,0,0,45381,"河口湖",18.1,0,1,"2020-05-02",10.7228487942303,1.091,48331,1.28075148455443,0
"1548",1548,"富士川町","2020-05-02",0,0,0,0,0,13515,"切石",19.4,0,1,"2020-05-02",9.51155545871055,1.001,14855,0,0
"1549",1549,"富士河口湖町","2020-05-02",0.34,0,0,0,0,29288,"河口湖",18.1,0,1,"2020-05-02",10.2849331548001,0.598,26562,1.28002409457119,0
"1550",1550,"小菅村","2020-05-02",0,0,0,0,0,NA,"勝沼",20.8,0,1,"2020-05-02",NA,0.008,715,0,0
"1551",1551,"山中湖村","2020-05-02",0,0,0,0,0,6968,"山中",16.5,0,1,"2020-05-02",8.84908351853234,0.056,5789,0,0
"1552",1552,"山梨市","2020-05-02",0,0,0,0,0,33318,"勝沼",20.8,0,1,"2020-05-02",10.4138530704697,2.336,34357,0,0
"1553",1553,"市川三郷町","2020-05-02",0,0,0,0,0,15075,"切石",19.4,0,1,"2020-05-02",9.62079302159539,0.974,15604,0,0
"1554",1554,"忍野村","2020-05-02",0,0,0,0,0,9240,"山中",16.5,0,1,"2020-05-02",9.13129716463573,0.094,9595,0,0
"1555",1555,"早川町","2020-05-02",0,0,0,0,0,1218,"切石",19.4,0,1,"2020-05-02",7.10496544826984,0.028,1018,0,0
"1556",1556,"昭和町","2020-05-02",0,0,0,0,0,28738,"甲府",21.2,0,1,"2020-05-02",10.2659755677892,0.413,20452,0,0
"1557",1557,"甲州市","2020-05-02",0,0,0,0,0,30300,"勝沼",20.8,0,1,"2020-05-02",10.3189029914975,3.728,30990,0,0
"1558",1558,"甲府市","2020-05-02",0,0,0,0,0,192860,"甲府",21.2,0,1,"2020-05-02",12.1697198160644,19.353,187171,0,0
"1559",1559,"甲斐市","2020-05-02",0,0,0,0,0,73977,"甲府",21.2,0,1,"2020-05-02",11.2115095130638,2.324,75522,0,0
"1560",1560,"笛吹市","2020-05-02",0,0,0,0,0,65940,"古関",19,0,1,"2020-05-02",11.0965005166257,2.432,68924,0,0
"1561",1561,"西桂町","2020-05-02",0,0,0,0,0,4489,"河口湖",18.1,0,1,"2020-05-02",8.40938523878193,0.04,4238,0,0
"1562",1562,"身延町","2020-05-02",0,0,0,0,0,12421,"切石",19.4,0,1,"2020-05-02",9.42714386754419,0.335,11306,0,0
"1563",1563,"道志村","2020-05-02",0,0,0,0,0,1464,"大月",20.5,0,1,"2020-05-02",7.28892769452126,0.016,1652,0,0
"1564",1564,"都留市","2020-05-02",0,0,0,0,0,31332,"大月",20.5,0,1,"2020-05-02",10.3523952184871,0.29,29859,0,0
"1565",1565,"韮崎市","2020-05-02",0,0,0,0,0,31995,"韮崎",19.6,0,1,"2020-05-02",10.3733349195736,0.759,29124,0,0
"1566",1566,"鳴沢村","2020-05-02",0.04,0,0,0,0,3684,"河口湖",18.1,0,1,"2020-05-02",8.2117543973752,0.072,3133,1.276731567188,0
"1567",1567,"上野原市","2020-05-03",0,0,0,0,0,23763,"大月",20.8,0,1,"2020-05-03",10.0758850281324,6.222,22799,0,0
"1568",1568,"中央市","2020-05-03",0,0,0,0,0,29797,"甲府",19.1,0,1,"2020-05-03",10.3021629962849,2.005,30978,0,0
"1569",1569,"丹波山村","2020-05-03",0,0,0,0,0,504,"勝沼",18.6,0,1,"2020-05-03",6.22257626807137,0.006,540,0,0
"1570",1570,"北杜市","2020-05-03",0,0,0,0,0,45867,"大泉",16.4,0,1,"2020-05-03",10.7335011832287,2.064,46421,0,0
"1571",1571,"南アルプス市","2020-05-03",0,0,0,0,0,68802,"韮崎",17.6,0,1,"2020-05-03",11.1389880932664,8.309,71370,0,0
"1572",1572,"南部町","2020-05-03",0,0,0,0,0,7794,"南部",19,0,1,"2020-05-03",8.96110948589866,0.222,7569,0,0
"1573",1573,"大月市","2020-05-03",0,0,0,0,0,24781,"大月",20.8,0,1,"2020-05-03",10.117832509494,0.23,23516,0,0
"1574",1574,"富士吉田市","2020-05-03",0.412,0,0,0,0,45381,"河口湖",16.3,0,1,"2020-05-03",10.7228487942303,1.503,48331,0.852454946100846,0
"1575",1575,"富士川町","2020-05-03",0,0,0,0,0,13515,"切石",18.1,0,1,"2020-05-03",9.51155545871055,1.001,14855,0,0
"1576",1576,"富士河口湖町","2020-05-03",0,0,0,0,0,29288,"河口湖",16.3,0,1,"2020-05-03",10.2849331548001,0.598,26562,0,0
"1577",1577,"小菅村","2020-05-03",0,0,0,0,0,NA,"勝沼",18.6,0,1,"2020-05-03",NA,0.008,715,0,0
"1578",1578,"山中湖村","2020-05-03",0,0,0,0,0,6968,"山中",15.6,0,1,"2020-05-03",8.84908351853234,0.056,5789,0,0
"1579",1579,"山梨市","2020-05-03",0,0,0,0,0,33318,"勝沼",18.6,0,1,"2020-05-03",10.4138530704697,2.336,34357,0,0
"1580",1580,"市川三郷町","2020-05-03",0,0,0,0,0,15075,"切石",18.1,0,1,"2020-05-03",9.62079302159539,0.974,15604,0,0
"1581",1581,"忍野村","2020-05-03",0,0,0,0,0,9240,"山中",15.6,0,1,"2020-05-03",9.13129716463573,0.094,9595,0,0
"1582",1582,"早川町","2020-05-03",0,0,0,0,0,1218,"切石",18.1,0,1,"2020-05-03",7.10496544826984,0.028,1018,0,0
"1583",1583,"昭和町","2020-05-03",0,0,0,0,0,28738,"甲府",19.1,0,1,"2020-05-03",10.2659755677892,0.413,20452,0,0
"1584",1584,"甲州市","2020-05-03",0,0,0,0,0,30300,"勝沼",18.6,0,1,"2020-05-03",10.3189029914975,3.728,30990,0,0
"1585",1585,"甲府市","2020-05-03",0,0,0,0,0,192860,"甲府",19.1,0,1,"2020-05-03",12.1697198160644,19.353,187171,0,0
"1586",1586,"甲斐市","2020-05-03",0,0,0,0,0,73977,"甲府",19.1,0,1,"2020-05-03",11.2115095130638,2.324,75522,0,0
"1587",1587,"笛吹市","2020-05-03",0.588,0,0,0,0,65940,"古関",17.3,0,1,"2020-05-03",11.0965005166257,3.02,68924,0.853113574371772,0
"1588",1588,"西桂町","2020-05-03",0,0,0,0,0,4489,"河口湖",16.3,0,1,"2020-05-03",8.40938523878193,0.04,4238,0,0
"1589",1589,"身延町","2020-05-03",0,0,0,0,0,12421,"切石",18.1,0,1,"2020-05-03",9.42714386754419,0.335,11306,0,0
"1590",1590,"道志村","2020-05-03",0,0,0,0,0,1464,"大月",20.8,0,1,"2020-05-03",7.28892769452126,0.016,1652,0,0
"1591",1591,"都留市","2020-05-03",0,0,0,0,0,31332,"大月",20.8,0,1,"2020-05-03",10.3523952184871,0.29,29859,0,0
"1592",1592,"韮崎市","2020-05-03",0,0,0,0,0,31995,"韮崎",17.6,0,1,"2020-05-03",10.3733349195736,0.759,29124,0,0
"1593",1593,"鳴沢村","2020-05-03",0,0,0,0,0,3684,"河口湖",16.3,0,1,"2020-05-03",8.2117543973752,0.072,3133,0,0
"1594",1594,"上野原市","2020-05-04",0,0,0,0,0,23763,"大月",17.9,1,1,"2020-05-04",10.0758850281324,6.222,22799,0,0
"1595",1595,"中央市","2020-05-04",0,0,0,0,0.096,29797,"甲府",19,4,1,"2020-05-04",10.3021629962849,2.005,30978,0,0.309897346503971
"1596",1596,"丹波山村","2020-05-04",0,0,0,0,0,504,"勝沼",17.9,3,1,"2020-05-04",6.22257626807137,0.006,540,0,0
"1597",1597,"北杜市","2020-05-04",0,0,0,0,0,45867,"大泉",15.6,0.5,1,"2020-05-04",10.7335011832287,2.064,46421,0,0
"1598",1598,"南アルプス市","2020-05-04",0,0,0,0,0,68802,"韮崎",17.2,3.5,1,"2020-05-04",11.1389880932664,8.309,71370,0,0
"1599",1599,"南部町","2020-05-04",0,0,0,0,0,7794,"南部",19.2,2,1,"2020-05-04",8.96110948589866,0.222,7569,0,0
"1600",1600,"大月市","2020-05-04",0,0,0,0,0,24781,"大月",17.9,1,1,"2020-05-04",10.117832509494,0.23,23516,0,0
"1601",1601,"富士吉田市","2020-05-04",0,0,0,0,0,45381,"河口湖",14.5,2,1,"2020-05-04",10.7228487942303,1.503,48331,0,0
"1602",1602,"富士川町","2020-05-04",0,0,0,0,0,13515,"切石",17.5,4.5,1,"2020-05-04",9.51155545871055,1.001,14855,0,0
"1603",1603,"富士河口湖町","2020-05-04",0,0,0,0,0,29288,"河口湖",14.5,2,1,"2020-05-04",10.2849331548001,0.598,26562,0,0
"1604",1604,"小菅村","2020-05-04",0,0,0,0,0,NA,"勝沼",17.9,3,1,"2020-05-04",NA,0.008,715,0,0
"1605",1605,"山中湖村","2020-05-04",0,0,0,0,0,6968,"山中",13.5,6,1,"2020-05-04",8.84908351853234,0.056,5789,0,0
"1606",1606,"山梨市","2020-05-04",0,0,0,0,0.107,33318,"勝沼",17.9,3,1,"2020-05-04",10.4138530704697,2.336,34357,0,0.311435806385889
"1607",1607,"市川三郷町","2020-05-04",0,0,0,0,0,15075,"切石",17.5,4.5,1,"2020-05-04",9.62079302159539,0.974,15604,0,0
"1608",1608,"忍野村","2020-05-04",0,0,0,0,0,9240,"山中",13.5,6,1,"2020-05-04",9.13129716463573,0.094,9595,0,0
"1609",1609,"早川町","2020-05-04",0,0,0,0,0,1218,"切石",17.5,4.5,1,"2020-05-04",7.10496544826984,0.028,1018,0,0
"1610",1610,"昭和町","2020-05-04",0,0,0,0,0,28738,"甲府",19,4,1,"2020-05-04",10.2659755677892,0.413,20452,0,0
"1611",1611,"甲州市","2020-05-04",0,0,0,0,0,30300,"勝沼",17.9,3,1,"2020-05-04",10.3189029914975,3.728,30990,0,0
"1612",1612,"甲府市","2020-05-04",0,0,0,0,0.582,192860,"甲府",19,4,1,"2020-05-04",12.1697198160644,19.353,187171,0,0.310945605889801
"1613",1613,"甲斐市","2020-05-04",0,0,0,0,0,73977,"甲府",19,4,1,"2020-05-04",11.2115095130638,2.324,75522,0,0
"1614",1614,"笛吹市","2020-05-04",0,0,0,0,0.214,65940,"古関",15.9,2.5,1,"2020-05-04",11.0965005166257,3.02,68924,0,0.310486913121699
"1615",1615,"西桂町","2020-05-04",0,0,0,0,0,4489,"河口湖",14.5,2,1,"2020-05-04",8.40938523878193,0.04,4238,0,0
"1616",1616,"身延町","2020-05-04",0,0,0,0,0,12421,"切石",17.5,4.5,1,"2020-05-04",9.42714386754419,0.335,11306,0,0
"1617",1617,"道志村","2020-05-04",0,0,0,0,0,1464,"大月",17.9,1,1,"2020-05-04",7.28892769452126,0.016,1652,0,0
"1618",1618,"都留市","2020-05-04",0,0,0,0,0,31332,"大月",17.9,1,1,"2020-05-04",10.3523952184871,0.29,29859,0,0
"1619",1619,"韮崎市","2020-05-04",0,0,0,0,0,31995,"韮崎",17.2,3.5,1,"2020-05-04",10.3733349195736,0.759,29124,0,0
"1620",1620,"鳴沢村","2020-05-04",0,0,0,0,0,3684,"河口湖",14.5,2,1,"2020-05-04",8.2117543973752,0.072,3133,0,0
"1621",1621,"上野原市","2020-05-05",0,0,0,0,0,23763,"大月",20.2,0,1,"2020-05-05",10.0758850281324,6.222,22799,0,0
"1622",1622,"中央市","2020-05-05",0,0,0,0,0.096,29797,"甲府",21.9,0,1,"2020-05-05",10.3021629962849,2.005,30978,0,0.309897346503971
"1623",1623,"丹波山村","2020-05-05",0,0,0,0,0,504,"勝沼",21.1,0,1,"2020-05-05",6.22257626807137,0.006,540,0,0
"1624",1624,"北杜市","2020-05-05",0,0,0,0,0,45867,"大泉",19.9,0,1,"2020-05-05",10.7335011832287,2.064,46421,0,0
"1625",1625,"南アルプス市","2020-05-05",0,0,0,0,0,68802,"韮崎",20.3,0,1,"2020-05-05",11.1389880932664,8.309,71370,0,0
"1626",1626,"南部町","2020-05-05",0,0,0,0,0,7794,"南部",21.7,0,1,"2020-05-05",8.96110948589866,0.222,7569,0,0
"1627",1627,"大月市","2020-05-05",0,0,0,0,0,24781,"大月",20.2,0,1,"2020-05-05",10.117832509494,0.23,23516,0,0
"1628",1628,"富士吉田市","2020-05-05",0,0,0,0,0,45381,"河口湖",16.7,0,1,"2020-05-05",10.7228487942303,1.503,48331,0,0
"1629",1629,"富士川町","2020-05-05",0,0,0,0,0,13515,"切石",21.2,0,1,"2020-05-05",9.51155545871055,1.001,14855,0,0
"1630",1630,"富士河口湖町","2020-05-05",0,0,0,0,0,29288,"河口湖",16.7,0,1,"2020-05-05",10.2849331548001,0.598,26562,0,0
"1631",1631,"小菅村","2020-05-05",0,0,0,0,0,NA,"勝沼",21.1,0,1,"2020-05-05",NA,0.008,715,0,0
"1632",1632,"山中湖村","2020-05-05",0,0,0,0,0,6968,"山中",15.8,0,1,"2020-05-05",8.84908351853234,0.056,5789,0,0
"1633",1633,"山梨市","2020-05-05",0,0,0,0,0.107,33318,"勝沼",21.1,0,1,"2020-05-05",10.4138530704697,2.336,34357,0,0.311435806385889
"1634",1634,"市川三郷町","2020-05-05",0,0,0,0,0,15075,"切石",21.2,0,1,"2020-05-05",9.62079302159539,0.974,15604,0,0
"1635",1635,"忍野村","2020-05-05",0,0,0,0,0,9240,"山中",15.8,0,1,"2020-05-05",9.13129716463573,0.094,9595,0,0
"1636",1636,"早川町","2020-05-05",0,0,0,0,0,1218,"切石",21.2,0,1,"2020-05-05",7.10496544826984,0.028,1018,0,0
"1637",1637,"昭和町","2020-05-05",0,0,0,0,0,28738,"甲府",21.9,0,1,"2020-05-05",10.2659755677892,0.413,20452,0,0
"1638",1638,"甲州市","2020-05-05",0,0,0,0,0,30300,"勝沼",21.1,0,1,"2020-05-05",10.3189029914975,3.728,30990,0,0
"1639",1639,"甲府市","2020-05-05",0,0,0,0,1.582,192860,"甲府",21.9,0,1,"2020-05-05",12.1697198160644,19.353,187171,0,0.845216406387742
"1640",1640,"甲斐市","2020-05-05",0,0,0,0,0,73977,"甲府",21.9,0,1,"2020-05-05",11.2115095130638,2.324,75522,0,0
"1641",1641,"笛吹市","2020-05-05",0,0,0,0,0.214,65940,"古関",19.6,0,1,"2020-05-05",11.0965005166257,3.02,68924,0,0.310486913121699
"1642",1642,"西桂町","2020-05-05",0,0,0,0,0,4489,"河口湖",16.7,0,1,"2020-05-05",8.40938523878193,0.04,4238,0,0
"1643",1643,"身延町","2020-05-05",0,0,0,0,0,12421,"切石",21.2,0,1,"2020-05-05",9.42714386754419,0.335,11306,0,0
"1644",1644,"道志村","2020-05-05",0,0,0,0,0,1464,"大月",20.2,0,1,"2020-05-05",7.28892769452126,0.016,1652,0,0
"1645",1645,"都留市","2020-05-05",0,0,0,0,0,31332,"大月",20.2,0,1,"2020-05-05",10.3523952184871,0.29,29859,0,0
"1646",1646,"韮崎市","2020-05-05",0,0,0,0,0,31995,"韮崎",20.3,0,1,"2020-05-05",10.3733349195736,0.759,29124,0,0
"1647",1647,"鳴沢村","2020-05-05",0,0,0,0,0,3684,"河口湖",16.7,0,1,"2020-05-05",8.2117543973752,0.072,3133,0,0
"1648",1648,"上野原市","2020-05-06",0,0,0,0,0,23763,"大月",14.8,12,1,"2020-05-06",10.0758850281324,6.222,22799,0,0
"1649",1649,"中央市","2020-05-06",0,0,0,0,0,29797,"甲府",18.6,6,1,"2020-05-06",10.3021629962849,2.005,30978,0,0
"1650",1650,"丹波山村","2020-05-06",0,0,0,0,0,504,"勝沼",18.1,6.5,1,"2020-05-06",6.22257626807137,0.006,540,0,0
"1651",1651,"北杜市","2020-05-06",0,0,0,0,0,45867,"大泉",14.2,6,1,"2020-05-06",10.7335011832287,2.064,46421,0,0
"1652",1652,"南アルプス市","2020-05-06",0,0,0,0,0,68802,"韮崎",16.7,9.5,1,"2020-05-06",11.1389880932664,8.309,71370,0,0
"1653",1653,"南部町","2020-05-06",0,0,0,0,0,7794,"南部",17.7,12.5,1,"2020-05-06",8.96110948589866,0.222,7569,0,0
"1654",1654,"大月市","2020-05-06",0,0,0,0,0,24781,"大月",14.8,12,1,"2020-05-06",10.117832509494,0.23,23516,0,0
"1655",1655,"富士吉田市","2020-05-06",0,0,0,0,0,45381,"河口湖",13.7,5,1,"2020-05-06",10.7228487942303,1.503,48331,0,0
"1656",1656,"富士川町","2020-05-06",0,0,0,0,0,13515,"切石",17.8,7.5,1,"2020-05-06",9.51155545871055,1.001,14855,0,0
"1657",1657,"富士河口湖町","2020-05-06",0,0,0,0,0,29288,"河口湖",13.7,5,1,"2020-05-06",10.2849331548001,0.598,26562,0,0
"1658",1658,"小菅村","2020-05-06",0,0,0,0,0,NA,"勝沼",18.1,6.5,1,"2020-05-06",NA,0.008,715,0,0
"1659",1659,"山中湖村","2020-05-06",0,0,0,0,0,6968,"山中",12.9,7.5,1,"2020-05-06",8.84908351853234,0.056,5789,0,0
"1660",1660,"山梨市","2020-05-06",0,0,0,0,0,33318,"勝沼",18.1,6.5,1,"2020-05-06",10.4138530704697,2.336,34357,0,0
"1661",1661,"市川三郷町","2020-05-06",0,0,0,0,0,15075,"切石",17.8,7.5,1,"2020-05-06",9.62079302159539,0.974,15604,0,0
"1662",1662,"忍野村","2020-05-06",0,0,0,0,0,9240,"山中",12.9,7.5,1,"2020-05-06",9.13129716463573,0.094,9595,0,0
"1663",1663,"早川町","2020-05-06",0,0,0,0,0,1218,"切石",17.8,7.5,1,"2020-05-06",7.10496544826984,0.028,1018,0,0
"1664",1664,"昭和町","2020-05-06",0,0,0,0,0,28738,"甲府",18.6,6,1,"2020-05-06",10.2659755677892,0.413,20452,0,0
"1665",1665,"甲州市","2020-05-06",0,0,0,0,0,30300,"勝沼",18.1,6.5,1,"2020-05-06",10.3189029914975,3.728,30990,0,0
"1666",1666,"甲府市","2020-05-06",0,0,0,0,0,192860,"甲府",18.6,6,1,"2020-05-06",12.1697198160644,19.353,187171,0,0
"1667",1667,"甲斐市","2020-05-06",0,0,0,0,0,73977,"甲府",18.6,6,1,"2020-05-06",11.2115095130638,2.324,75522,0,0
"1668",1668,"笛吹市","2020-05-06",0,0,0,0,0,65940,"古関",16.3,11.5,1,"2020-05-06",11.0965005166257,3.02,68924,0,0
"1669",1669,"西桂町","2020-05-06",0,0,0,0,0,4489,"河口湖",13.7,5,1,"2020-05-06",8.40938523878193,0.04,4238,0,0
"1670",1670,"身延町","2020-05-06",0,0,0,0,0,12421,"切石",17.8,7.5,1,"2020-05-06",9.42714386754419,0.335,11306,0,0
