"","date","city","nofcases","GZapproved","avg_temp","rainfall","cumGZ","lnGZ","mobility","datedum","nofcases_lm","lmobility"
"276",2021-01-01,"南部町",0.491,1,4.02903225806452,1.91935483870968,7,2.07944154167984,NA,"2021-01-01",0.167,NA
"277",2021-01-01,"大月市",8.905,4,1.40967741935484,1.54838709677419,28,3.36729582998647,NA,"2021-01-01",12.949,NA
"278",2021-01-01,"富士吉田市",55.973,32,-0.396774193548387,1.45161290322581,87,4.47733681447821,NA,"2021-01-01",49.17,NA
"279",2021-01-01,"富士川町",1.079,4,2.31935483870968,1.41935483870968,24,3.2188758248682,NA,"2021-01-01",0.325,NA
"280",2021-01-01,"富士河口湖町",25.809,15,-0.396774193548387,1.45161290322581,93,4.54329478227,NA,"2021-01-01",26.343,NA
"281",2021-01-01,"小菅村",0.242,0,2.53548387096774,1.17741935483871,1,0.693147180559945,NA,"2021-01-01",0.393,NA
"282",2021-01-01,"山中湖村",4.994,3,-1.78709677419355,1.74193548387097,29,3.40119738166216,NA,"2021-01-01",5.687,NA
"283",2021-01-01,"山梨市",2.261,7,2.53548387096774,1.17741935483871,34,3.55534806148941,NA,"2021-01-01",2.598,NA
"284",2021-01-01,"市川三郷町",1.242,0,2.31935483870968,1.41935483870968,7,2.07944154167984,NA,"2021-01-01",0.343,NA
"285",2021-01-01,"忍野村",9.137,2,-1.78709677419355,1.74193548387097,13,2.63905732961526,NA,"2021-01-01",9.425,NA
"286",2021-01-01,"早川町",0.066,0,2.31935483870968,1.41935483870968,3,1.38629436111989,NA,"2021-01-01",0.023,NA
"287",2021-01-01,"昭和町",3.6,9,3.32258064516129,1.06451612903226,88,4.48863636973214,NA,"2021-01-01",1.663,NA
"288",2021-01-01,"甲州市",5.06,7,2.53548387096774,1.17741935483871,40,3.71357206670431,NA,"2021-01-01",3.583,NA
"289",2021-01-01,"甲府市",106.818,47,3.32258064516129,1.06451612903226,328,5.79605775076537,NA,"2021-01-01",39.688,NA
"290",2021-01-01,"甲斐市",21.888,10,3.32258064516129,1.06451612903226,67,4.21950770517611,NA,"2021-01-01",5.044,NA
"291",2021-01-01,"笛吹市",16.222,17,0.809677419354839,1.24193548387097,88,4.48863636973214,NA,"2021-01-01",11.645,NA
"292",2021-01-01,"西桂町",3.578,5,-0.396774193548387,1.45161290322581,6,1.94591014905531,NA,"2021-01-01",4.162,NA
"293",2021-01-01,"身延町",0.835,0,2.31935483870968,1.41935483870968,6,1.94591014905531,NA,"2021-01-01",0.248,NA
"294",2021-01-01,"道志村",0.562,2,1.40967741935484,1.54838709677419,5,1.79175946922805,NA,"2021-01-01",0.91,NA
"295",2021-01-01,"都留市",11.53,25,1.40967741935484,1.54838709677419,51,3.95124371858143,NA,"2021-01-01",16.728,NA
"296",2021-01-01,"韮崎市",1.669,6,1.88064516129032,1.04838709677419,27,3.3322045101752,NA,"2021-01-01",5.532,NA
"297",2021-01-01,"鳴沢村",2.889,1,-0.396774193548387,1.45161290322581,12,2.56494935746154,NA,"2021-01-01",3.076,NA
"298",2021-02-01,"上野原市",0.762,1,5.175,1.66071428571429,34,3.55534806148941,NA,"2021-02-01",8.24,NA
"299",2021-02-01,"中央市",4.165,10,6.96071428571429,1.42857142857143,38,3.66356164612965,NA,"2021-02-01",8.407,NA
"300",2021-02-01,"丹波山村",0.019,0,5.81428571428571,1.39285714285714,5,1.79175946922805,NA,"2021-02-01",0.185,NA
"301",2021-02-01,"北杜市",5.056,17,3.00357142857143,1.375,87,4.47733681447821,NA,"2021-02-01",10.454,NA
"302",2021-02-01,"南アルプス市",1.087,27,5.16071428571429,1.875,76,4.34380542185368,NA,"2021-02-01",18.857,NA
"303",2021-02-01,"南部町",0.339,0,7.05714285714286,3.69642857142857,7,2.07944154167984,NA,"2021-02-01",0.491,NA
"304",2021-02-01,"大月市",0.786,4,5.175,1.66071428571429,32,3.49650756146648,NA,"2021-02-01",8.905,NA
"305",2021-02-01,"富士吉田市",2.039,78,2.91071428571429,2.08928571428571,165,5.11198778835654,NA,"2021-02-01",55.973,NA
"306",2021-02-01,"富士川町",0.666,4,5.70714285714286,2.17857142857143,28,3.36729582998647,NA,"2021-02-01",1.079,NA
"307",2021-02-01,"富士河口湖町",1.12,31,2.91071428571429,2.08928571428571,124,4.8283137373023,NA,"2021-02-01",25.809,NA
"308",2021-02-01,"小菅村",0.024,1,5.81428571428571,1.39285714285714,2,1.09861228866811,NA,"2021-02-01",0.242,NA
"309",2021-02-01,"山中湖村",0.244,4,1.11071428571429,2.53571428571429,33,3.52636052461616,NA,"2021-02-01",4.994,NA
"310",2021-02-01,"山梨市",0.28,12,5.81428571428571,1.39285714285714,46,3.85014760171006,NA,"2021-02-01",2.261,NA
"311",2021-02-01,"市川三郷町",0.699,4,5.70714285714286,2.17857142857143,11,2.484906649788,NA,"2021-02-01",1.242,NA
"312",2021-02-01,"忍野村",0.405,0,1.11071428571429,2.53571428571429,13,2.63905732961526,NA,"2021-02-01",9.137,NA
"313",2021-02-01,"早川町",0.045,0,5.70714285714286,2.17857142857143,3,1.38629436111989,NA,"2021-02-01",0.066,NA
"314",2021-02-01,"昭和町",0.502,41,6.96071428571429,1.42857142857143,129,4.86753445045558,NA,"2021-02-01",3.6,NA
"315",2021-02-01,"甲州市",2.348,16,5.81428571428571,1.39285714285714,56,4.04305126783455,NA,"2021-02-01",5.06,NA
"316",2021-02-01,"甲府市",7.954,172,6.96071428571429,1.42857142857143,500,6.21660610108486,NA,"2021-02-01",106.818,NA
"317",2021-02-01,"甲斐市",1.092,41,6.96071428571429,1.42857142857143,108,4.69134788222914,NA,"2021-02-01",21.888,NA
"318",2021-02-01,"笛吹市",5.464,25,3.95714285714286,1.375,113,4.7361984483945,NA,"2021-02-01",16.222,NA
"319",2021-02-01,"西桂町",0.178,1,2.91071428571429,2.08928571428571,7,2.07944154167984,NA,"2021-02-01",3.578,NA
"320",2021-02-01,"身延町",0.507,0,5.70714285714286,2.17857142857143,6,1.94591014905531,NA,"2021-02-01",0.835,NA
"321",2021-02-01,"道志村",0.055,2,5.175,1.66071428571429,7,2.07944154167984,NA,"2021-02-01",0.562,NA
"322",2021-02-01,"都留市",0.999,18,5.175,1.66071428571429,69,4.24849524204936,NA,"2021-02-01",11.53,NA
"323",2021-02-01,"韮崎市",0.035,11,5.16071428571429,1.875,38,3.66356164612965,NA,"2021-02-01",1.669,NA
"324",2021-02-01,"鳴沢村",0.132,1,2.91071428571429,2.08928571428571,13,2.63905732961526,NA,"2021-02-01",2.889,NA
"325",2021-03-01,"上野原市",4.755,6,9.81290322580645,4.06451612903226,40,3.71357206670431,NA,"2021-03-01",0.762,NA
"326",2021-03-01,"中央市",3.618,19,11.5225806451613,3.29032258064516,57,4.06044301054642,NA,"2021-03-01",4.165,NA
"327",2021-03-01,"丹波山村",0.041,0,10.6354838709677,2.87096774193548,5,1.79175946922805,NA,"2021-03-01",0.019,NA
"328",2021-03-01,"北杜市",1.112,24,7.64193548387097,2.74193548387097,111,4.71849887129509,NA,"2021-03-01",5.056,NA
"329",2021-03-01,"南アルプス市",1.309,18,9.88709677419355,3.69354838709677,94,4.55387689160054,NA,"2021-03-01",1.087,NA
"330",2021-03-01,"南部町",0.018,2,11.7451612903226,10.4032258064516,9,2.30258509299405,NA,"2021-03-01",0.339,NA
"331",2021-03-01,"大月市",1.81,16,9.81290322580645,4.06451612903226,48,3.89182029811063,NA,"2021-03-01",0.786,NA
"332",2021-03-01,"富士吉田市",0.664,58,7.41612903225806,4.83870967741935,223,5.41164605185504,NA,"2021-03-01",2.039,NA
"333",2021-03-01,"富士川町",0.036,4,10.6193548387097,5.66129032258065,32,3.49650756146648,NA,"2021-03-01",0.666,NA
"334",2021-03-01,"富士河口湖町",0.364,25,7.41612903225806,4.83870967741935,149,5.01063529409626,NA,"2021-03-01",1.12,NA
"335",2021-03-01,"小菅村",0.055,0,10.6354838709677,2.87096774193548,2,1.09861228866811,NA,"2021-03-01",0.024,NA
"336",2021-03-01,"山中湖村",0.08,5,6.10322580645161,9.7258064516129,38,3.66356164612965,NA,"2021-03-01",0.244,NA
"337",2021-03-01,"山梨市",0.084,15,10.6354838709677,2.87096774193548,61,4.12713438504509,NA,"2021-03-01",0.28,NA
"338",2021-03-01,"市川三郷町",0.038,6,10.6193548387097,5.66129032258065,17,2.89037175789616,NA,"2021-03-01",0.699,NA
"339",2021-03-01,"忍野村",0.132,8,6.10322580645161,9.7258064516129,21,3.09104245335832,NA,"2021-03-01",0.405,NA
"340",2021-03-01,"早川町",0.002,1,10.6193548387097,5.66129032258065,4,1.6094379124341,NA,"2021-03-01",0.045,NA
"341",2021-03-01,"昭和町",1.05,24,11.5225806451613,3.29032258064516,153,5.03695260241363,NA,"2021-03-01",0.502,NA
"342",2021-03-01,"甲州市",0.076,14,10.6354838709677,2.87096774193548,70,4.26267987704132,NA,"2021-03-01",2.348,NA
"343",2021-03-01,"甲府市",9.905,217,11.5225806451613,3.29032258064516,717,6.57646956904822,NA,"2021-03-01",7.954,NA
"344",2021-03-01,"甲斐市",1.419,31,11.5225806451613,3.29032258064516,139,4.9416424226093,NA,"2021-03-01",1.092,NA
"345",2021-03-01,"笛吹市",0.437,51,8.91290322580645,6.20967741935484,164,5.10594547390058,NA,"2021-03-01",5.464,NA
"346",2021-03-01,"西桂町",0.058,2,7.41612903225806,4.83870967741935,9,2.30258509299405,NA,"2021-03-01",0.178,NA
"347",2021-03-01,"身延町",0.028,4,10.6193548387097,5.66129032258065,10,2.39789527279837,NA,"2021-03-01",0.507,NA
"348",2021-03-01,"道志村",0.127,1,9.81290322580645,4.06451612903226,8,2.19722457733622,NA,"2021-03-01",0.055,NA
"349",2021-03-01,"都留市",2.299,22,9.81290322580645,4.06451612903226,91,4.52178857704904,NA,"2021-03-01",0.999,NA
"350",2021-03-01,"韮崎市",0.439,16,9.88709677419355,3.69354838709677,54,4.00733318523247,NA,"2021-03-01",0.035,NA
"351",2021-03-01,"鳴沢村",0.044,1,7.41612903225806,4.83870967741935,14,2.70805020110221,NA,"2021-03-01",0.132,NA
"352",2021-04-01,"上野原市",9.312,18,12.35,2.5,58,4.07753744390572,NA,"2021-04-01",4.755,NA
"353",2021-04-01,"中央市",2.223,20,14.4966666666667,1.83333333333333,77,4.35670882668959,NA,"2021-04-01",3.618,NA
"354",2021-04-01,"丹波山村",0.198,0,13.6033333333333,1.73333333333333,5,1.79175946922805,NA,"2021-04-01",0.041,NA
"355",2021-04-01,"北杜市",6.31,61,10.1233333333333,1.41666666666667,172,5.15329159449778,NA,"2021-04-01",1.112,NA
"356",2021-04-01,"南アルプス市",52.849,35,12.8666666666667,1.55,129,4.86753445045558,NA,"2021-04-01",1.309,NA
"357",2021-04-01,"南部町",1.451,6,14.05,5.56666666666667,15,2.77258872223978,NA,"2021-04-01",0.018,NA
"358",2021-04-01,"大月市",8.574,11,12.35,2.5,59,4.0943445622221,NA,"2021-04-01",1.81,NA
"359",2021-04-01,"富士吉田市",13.104,43,9.81,3.11666666666667,266,5.58724865840025,NA,"2021-04-01",0.664,NA
"360",2021-04-01,"富士川町",2.849,16,13.26,2.63333333333333,48,3.89182029811063,NA,"2021-04-01",0.036,NA
"361",2021-04-01,"富士河口湖町",3.631,44,9.81,3.11666666666667,193,5.26785815906333,NA,"2021-04-01",0.364,NA
"362",2021-04-01,"小菅村",0.26,1,13.6033333333333,1.73333333333333,3,1.38629436111989,NA,"2021-04-01",0.055,NA
"363",2021-04-01,"山中湖村",0.653,23,8.58333333333333,5.13333333333333,61,4.12713438504509,NA,"2021-04-01",0.08,NA
"364",2021-04-01,"山梨市",6.667,18,13.6033333333333,1.73333333333333,79,4.38202663467388,NA,"2021-04-01",0.084,NA
"365",2021-04-01,"市川三郷町",3.096,9,13.26,2.63333333333333,26,3.29583686600433,NA,"2021-04-01",0.038,NA
"366",2021-04-01,"忍野村",1.083,4,8.58333333333333,5.13333333333333,25,3.25809653802148,NA,"2021-04-01",0.132,NA
"367",2021-04-01,"早川町",0.193,0,13.26,2.63333333333333,4,1.6094379124341,NA,"2021-04-01",0.002,NA
"368",2021-04-01,"昭和町",2.726,35,14.4966666666667,1.83333333333333,188,5.24174701505964,NA,"2021-04-01",1.05,NA
"369",2021-04-01,"甲州市",1.816,24,13.6033333333333,1.73333333333333,94,4.55387689160054,NA,"2021-04-01",0.076,NA
"370",2021-04-01,"甲府市",71.676,213,14.4966666666667,1.83333333333333,930,6.83625927727707,NA,"2021-04-01",9.905,NA
"371",2021-04-01,"甲斐市",21.763,39,14.4966666666667,1.83333333333333,178,5.18738580584075,NA,"2021-04-01",1.419,NA
"372",2021-04-01,"笛吹市",15.095,67,11.53,2.91666666666667,231,5.44673737166631,NA,"2021-04-01",0.437,NA
"373",2021-04-01,"西桂町",0.476,5,9.81,3.11666666666667,14,2.70805020110221,NA,"2021-04-01",0.058,NA
"374",2021-04-01,"身延町",2.308,11,13.26,2.63333333333333,21,3.09104245335832,NA,"2021-04-01",0.028,NA
"375",2021-04-01,"道志村",0.602,2,12.35,2.5,10,2.39789527279837,NA,"2021-04-01",0.127,NA
"376",2021-04-01,"都留市",10.887,19,12.35,2.5,110,4.70953020131233,NA,"2021-04-01",2.299,NA
"377",2021-04-01,"韮崎市",3.811,22,12.8666666666667,1.55,76,4.34380542185368,NA,"2021-04-01",0.439,NA
"378",2021-04-01,"鳴沢村",0.384,1,9.81,3.11666666666667,15,2.77258872223978,NA,"2021-04-01",0.044,NA
