週,平休日フラグ,時間帯,end_day,start_day,居住都道府県,市区町村,都道府県,population_inflow
202101_W1,全日,day,20210110,20210104,15:新潟県,09411:那珂川町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,14:神奈川県,09411:那珂川町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,13:東京都,09411:那珂川町,09:栃木県,66
202101_W1,全日,day,20210110,20210104,12:千葉県,09411:那珂川町,09:栃木県,96
202101_W1,全日,day,20210110,20210104,11:埼玉県,09411:那珂川町,09:栃木県,24
202101_W1,全日,day,20210110,20210104,10:群馬県,09411:那珂川町,09:栃木県,11
202101_W1,全日,day,20210110,20210104,09:栃木県,09411:那珂川町,09:栃木県,14442
202101_W1,全日,day,20210110,20210104,08:茨城県,09411:那珂川町,09:栃木県,184
202101_W1,全日,day,20210110,20210104,07:福島県,09411:那珂川町,09:栃木県,102
202101_W1,全日,day,20210110,20210104,06:山形県,09411:那珂川町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,05:秋田県,09411:那珂川町,09:栃木県,86
202101_W1,全日,day,20210110,20210104,04:宮城県,09411:那珂川町,09:栃木県,2
202101_W1,全日,day,20210110,20210104,01:北海道,09411:那珂川町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,43:熊本県,09407:那須町,09:栃木県,38
202101_W1,全日,day,20210110,20210104,40:福岡県,09407:那須町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,37:香川県,09407:那須町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,34:広島県,09407:那須町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,33:岡山県,09407:那須町,09:栃木県,69
202101_W1,全日,day,20210110,20210104,32:島根県,09407:那須町,09:栃木県,7
202101_W1,全日,day,20210110,20210104,29:奈良県,09407:那須町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,28:兵庫県,09407:那須町,09:栃木県,11
202101_W1,全日,day,20210110,20210104,27:大阪府,09407:那須町,09:栃木県,10
202101_W1,全日,day,20210110,20210104,26:京都府,09407:那須町,09:栃木県,15
202101_W1,全日,day,20210110,20210104,25:滋賀県,09407:那須町,09:栃木県,3
202101_W1,全日,day,20210110,20210104,23:愛知県,09407:那須町,09:栃木県,19
202101_W1,全日,day,20210110,20210104,22:静岡県,09407:那須町,09:栃木県,75
202101_W1,全日,day,20210110,20210104,20:長野県,09407:那須町,09:栃木県,2
202101_W1,全日,day,20210110,20210104,19:山梨県,09407:那須町,09:栃木県,51
202101_W1,全日,day,20210110,20210104,18:福井県,09407:那須町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,16:富山県,09407:那須町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,15:新潟県,09407:那須町,09:栃木県,9
202101_W1,全日,day,20210110,20210104,14:神奈川県,09407:那須町,09:栃木県,216
202101_W1,全日,day,20210110,20210104,13:東京都,09407:那須町,09:栃木県,878
202101_W1,全日,day,20210110,20210104,12:千葉県,09407:那須町,09:栃木県,322
202101_W1,全日,day,20210110,20210104,11:埼玉県,09407:那須町,09:栃木県,1400
202101_W1,全日,day,20210110,20210104,10:群馬県,09407:那須町,09:栃木県,146
202101_W1,全日,day,20210110,20210104,09:栃木県,09407:那須町,09:栃木県,22237
202101_W1,全日,day,20210110,20210104,08:茨城県,09407:那須町,09:栃木県,460
202101_W1,全日,day,20210110,20210104,07:福島県,09407:那須町,09:栃木県,944
202101_W1,全日,day,20210110,20210104,06:山形県,09407:那須町,09:栃木県,93
202101_W1,全日,day,20210110,20210104,05:秋田県,09407:那須町,09:栃木県,43
202101_W1,全日,day,20210110,20210104,04:宮城県,09407:那須町,09:栃木県,177
202101_W1,全日,day,20210110,20210104,03:岩手県,09407:那須町,09:栃木県,15
202101_W1,全日,day,20210110,20210104,02:青森県,09407:那須町,09:栃木県,17
202101_W1,全日,day,20210110,20210104,01:北海道,09407:那須町,09:栃木県,6
202101_W1,全日,day,20210110,20210104,42:長崎県,09386:高根沢町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,40:福岡県,09386:高根沢町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,33:岡山県,09386:高根沢町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,28:兵庫県,09386:高根沢町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,27:大阪府,09386:高根沢町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,26:京都府,09386:高根沢町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,24:三重県,09386:高根沢町,09:栃木県,20
202101_W1,全日,day,20210110,20210104,23:愛知県,09386:高根沢町,09:栃木県,19
202101_W1,全日,day,20210110,20210104,22:静岡県,09386:高根沢町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,19:山梨県,09386:高根沢町,09:栃木県,0
202101_W1,全日,day,20210110,20210104,15:新潟県,09386:高根沢町,09:栃木県,1
202101_W1,全日,day,20210110,20210104,14:神奈川県,09386:高根沢町,09:栃木県,36
202101_W1,全日,day,20210110,20210104,13:東京都,09386:高根沢町,09:栃木県,158
202101_W1,全日,day,20210110,20210104,12:千葉県,09386:高根沢町,09:栃木県,16
202101_W1,全日,day,20210110,20210104,11:埼玉県,09386:高根沢町,09:栃木県,258
202101_W1,全日,day,20210110,20210104,10:群馬県,09386:高根沢町,09:栃木県,2
202101_W1,全日,day,20210110,20210104,09:栃木県,09386:高根沢町,09:栃木県,26363
202101_W1,全日,day,20210110,20210104,08:茨城県,09386:高根沢町,09:栃木県,72
