X.1,X,週,week,weeknum,pref,newcaseday,newcaset.1,newcaset.2,cumcases,newdeath,emergency,GZnew,cumGZ,mobility,resview,in_city,in_pref,out_pref,week_dummy,pref_dummy,population,avg_temp,rain,sum_pop,agrgt_potecovid_lag1,agrgt_potecovid_lag2,susceptable,avg_temp_q,rain_q,noftests,noftestst.1,noftestst.2,pred_covid,pred_covid2,sales,customers,lsales,lcustomers,sales_per,customers_per,cumGZHotel,cumGZTransition,cumGZWinery,cumGZShuzou,cumGZFood,cumGZFoodHotel,rand,linear_rand,linear_rand_ymns,dummy_school_closure,dummy_gathering_restriction,Night-time self-restraint rate,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
Ibaragi-2020-08-17,188,202008_W3,2020-08-17,34,Ibaragi,51,41,39,503,1,0,0,0,2875559,-12.84695574,5.530801501,-5.971883817,-23.63414127,D_34,D_Ibaragi,2860000,27.4857142857143,4,2875530,119.581849750008,104.446641849651,2859497,755.464489795918,16,4266,4476,3168,47.4267030016696,26.0061839754984,52081723,21232,17.7683246390347,9.96326475657199,605601.430232558,246.883720930233,0,0,0,0,0,0,97.7856787443161,283.5437911739573,0,0,1,0.2925957142857143,0.29853871428571427,0.09852814285714286,0.06969542857142857,0.11142314285714286,0.12758314285714284,0.14159614285714286,0.2135217142857143,0.2853987142857143,0.12849428571428573,0.11863985714285714,0.1388517142857143,0.13526685714285713,0.17106457142857143,0.27582942857142856
Ibaragi-2020-08-24,194,202008_W4,2020-08-24,35,Ibaragi,41,39,29,544,2,0,0,0,2869049,-13.69155622,4.715425646,-3.996400284,-18.58477635,D_35,D_Ibaragi,2860000,27.7428571428571,0,2869012,104.146828039414,89.650834188599,2859456,769.66612244898,0,4476,3168,2904,26.9898533844034,29.1444873722903,53961665,21260,17.8037844450176,9.96458265189594,627461.220930233,247.209302325581,0,0,0,0,0,0,42.2326661858242,325.7764573597815,0,0,1,0.28083585714285714,0.2104762857142857,0.094928,0.069187,0.09178657142857143,0.10580242857142858,0.135296,0.20839342857142856,0.17519428571428572,0.12140628571428572,0.09634014285714286,0.10417671428571429,0.12125428571428572,0.15636614285714284,0.2494552857142857
Ibaragi-2020-08-31,200,202009_W1,2020-08-31,36,Ibaragi,39,29,12,583,1,0,0,0,2872406,-12.53109181,4.7489845,-5.357508323,-21.98765294,D_36,D_Ibaragi,2860000,26.447619047619,3.3095238095238,2872357,88.106857016576,75.3266729643609,2859417,699.476553287981,10.952947845805,3168,2904,2544,28.4095408017397,29.5331348308354,50784207,20615,17.7430959783869,9.933774245141,590514.034883721,239.709302325581,0,0,0,0,0,0,49.02326764492318,374.79972500470467,0,0,1,0.30681685714285717,0.10232371428571428,0.08926528571428571,0.05994014285714286,0.07221685714285714,0.094415,0.1417682857142857,0.1988704285714286,0.06901214285714286,0.11741671428571429,0.08293814285714286,0.081225,0.11025485714285714,0.1607977142857143,0.23701542857142857
Ibaragi-2020-09-07,206,202009_W2,2020-09-07,37,Ibaragi,29,12,14,612,1,0,0,0,2874654,-7.980622005,4.981859717,-4.316123189,-26.21903028,D_37,D_Ibaragi,2860000,26.2714285714286,3.78571428571429,2874624,74.8675079970817,50.0919438131411,2859388,690.187959183673,14.3316326530612,2904,2544,1560,28.2968557520599,18.0558324883887,55124006,21755,17.8250958598227,9.98759889515478,640976.813953488,252.96511627907,0,0,0,0,0,0,67.52434568712488,442.32407069182955,0,0,1,0.29058814285714285,0.05243857142857143,0.09769542857142857,0.07143971428571429,0.07556914285714286,0.09136128571428571,0.13828857142857143,0.19496757142857143,0.029000142857142856,0.11804414285714286,0.08385514285714286,0.077692,0.107789,0.15336485714285714,0.23485285714285714
Ibaragi-2020-09-14,212,202009_W3,2020-09-14,38,Ibaragi,12,14,38,624,1,0,0,0,2868504,0.063083881,2.588109362,0.86415814,-13.55304012,D_38,D_Ibaragi,2860000,23.3761904761905,1.42857142857143,2868479,50.2323666296059,35.1989693199499,2859376,546.446281179138,2.04081632653061,2544,1560,1704,17.9082038725566,24.3608496742716,64177056,24769,17.977156321606,10.1173481502514,746244.837209302,288.011627906977,0,0,0,0,0,0,19.286815770203248,461.6108864620328,0,0,1,0.23698242857142857,0.017014142857142856,0.07356242857142857,0.04828385714285714,0.046944428571428574,0.07386071428571428,0.09568857142857143,0.15590042857142858,0.008397,0.08888357142857142,0.056369857142857145,0.04870585714285714,0.08097285714285714,0.09922,0.19322185714285714
Ibaragi-2020-09-21,218,202009_W4,2020-09-21,39,Ibaragi,14,38,33,638,1,0,0,0,2880969,0.924361216,4.857270872,-11.02815012,-11.32562058,D_39,D_Ibaragi,2860000,20.0619047619048,6.88095238095239,2880941,36.1684740520511,60.5050984844811,2859362,402.480022675737,47.3475056689343,1560,1704,1806,23.3143080781664,19.1976944240155,68016320,26273,18.035258234345,10.1762970748652,790887.441860465,305.5,0,0,0,0,0,0,12.531700007617474,474.14258646965027,0,0,0,0.3236934285714286,0.13651957142857143,0.09258114285714286,0.07776142857142858,0.078541,0.08720557142857142,0.16612342857142856,0.147121,0.11970485714285714,0.12034428571428571,0.11703857142857144,0.09683057142857143,0.10173485714285714,0.17669657142857143,0.18374657142857143
Ibaragi-2020-09-28,224,202010_W1,2020-09-28,40,Ibaragi,38,33,19,676,0,0,0,0,2867298,-9.391010689,2.536393445,-1.739553082,-19.95921839,D_40,D_Ibaragi,2860000,19.2428571428572,0,2867270,61.594222614019,80.9381076496357,2859324,370.287551020409,0,1704,1806,2856,19.4231919304488,22.0024420158807,61560200,23454,17.9355261157926,10.062796335021,715816.279069767,272.720930232558,0,0,0,0,0,0,4.802874927641824,478.9454613972921,0,0,0,0.2524321428571428,0.12789342857142857,0.07333585714285715,0.06709042857142856,0.06946885714285714,0.065735,0.12492357142857143,0.07220942857142858,0.08581471428571429,0.08631628571428572,0.07999457142857143,0.07096785714285715,0.06597471428571429,0.12628828571428571,0.10056828571428572
Ibaragi-2020-10-05,230,202010_W2,2020-10-05,41,Ibaragi,33,19,13,709,0,0,0,0,2863194,25.21395225,1.391757826,2.597176429,-13.29004558,D_41,D_Ibaragi,2860000,17.7142857142857,16.2380952380952,2863171,80.49601529286,63.0558732851102,2859291,313.795918367347,263.675736961451,1806,2856,834,22.4618799390517,29.5872293829847,57859962,21674,17.8735362007544,9.98386866448294,672790.255813953,252.023255813953,0,0,0,0,0,0,58.880832796217874,537.82629419351,0,0,0,0.32091914285714285,0.13108571428571428,0.11714328571428571,0.09265785714285714,0.07941328571428571,0.08571828571428572,0.15697642857142857,0.1452412857142857,0.09033542857142857,0.10939057142857143,0.10951142857142858,0.09016028571428572,0.094428,0.17066542857142858,0.171364
Ibaragi-2020-10-12,236,202010_W3,2020-10-12,42,Ibaragi,19,13,29,728,1,0,0,0,2865289,3.396336825,2.358515192,0.532038624,-12.60686304,D_42,D_Ibaragi,2860000,16.6952380952381,3.73809523809524,2865266,61.5939183531218,42.6504891638888,2859272,278.730975056689,13.9733560090703,2856,834,2502,29.992692678597,33.5036112874901,63109426,23730,17.9603806982885,10.0744953494298,733830.534883721,275.93023255814,0,0,0,0,0,0,24.400589690776542,562.2268838842865,0,0,0,0.25187457142857145,0.067157,0.08401357142857142,0.06924285714285715,0.061054,0.05981857142857143,0.1269047142857143,0.06789085714285714,0.023024714285714287,0.08476428571428572,0.08376071428571429,0.06207271428571429,0.06769928571428571,0.12843985714285713,0.10609914285714285
Ibaragi-2020-10-19,242,202010_W4,2020-10-19,43,Ibaragi,13,29,48,741,0,0,0,0,2870882,-2.451696736,1.496242165,3.908914019,-10.8325108,D_43,D_Ibaragi,2860000,15.1,2.11904761904762,2870848,42.7948039233068,52.1786559529841,2859259,228.01,4.4903628117914,834,2502,2148,34.3412823585553,44.7801877191866,68338763,25427,18.0399877038145,10.1435668805565,794636.779069767,295.662790697674,0,0,0,0,0,0,20.773824426578358,583.0007083108649,0,0,0,0.22515257142857142,0.03162357142857143,0.07889485714285714,0.06461071428571429,0.044800428571428574,0.050431857142857146,0.11240071428571428,0.038156,-0.0017251428571428567,0.074151,0.06441914285714286,0.046645,0.058625000000000003,0.10853428571428572,0.08822928571428572
Ibaragi-2020-10-26,248,202010_W5,2020-10-26,44,Ibaragi,29,48,149,770,0,0,0,0,2860678,-7.260835187,3.264965939,-3.044159379,-14.95459728,D_44,D_Ibaragi,2860000,13.7095238095238,0,2860666,53.2131503800362,87.8755224567791,2859230,187.9510430839,0,2502,2148,3906,43.1850318140748,98.4239671363465,67969183,25084,18.0345649692418,10.1299854716629,790339.337209302,291.674418604651,0,0,0,0,0,0,71.01988239795901,654.0205907088239,0,0,0,0.22331014285714285,0.03102842857142857,0.06546714285714286,0.05496171428571429,0.042357571428571425,0.043167285714285714,0.09965057142857142,0.027601142857142855,0.0059681428571428585,0.06440814285714286,0.06456842857142857,0.04498,0.051082142857142854,0.10356328571428572,0.075691
Ibaragi-2020-11-02,254,202011_W1,2020-11-02,45,Ibaragi,48,149,285,818,0,0,0,0,2873207,-1.861920108,3.095264253,-2.311426279,-12.56480874,D_45,D_Ibaragi,2860000,13.5571428571428,2.11904761904762,2873181,87.8484125919812,206.499394711693,2859182,183.796122448979,4.49036281179139,2148,3906,5418,97.3205075958576,225.191606422737,68551158,25428,18.0430908566089,10.1436062080563,797106.488372093,295.674418604651,0,0,0,0,0,0,17.05300713237375,671.0735978411976,0,0,0,0.25054185714285715,0.04832042857142858,0.05532271428571429,0.05218628571428571,0.04616228571428571,0.04864985714285714,0.10875357142857142,0.05767042857142857,0.012698285714285712,0.06918785714285715,0.06685857142857143,0.04974214285714286,0.05792214285714286,0.11770628571428572,0.09163528571428571
Ibaragi-2020-11-09,260,202011_W2,2020-11-09,46,Ibaragi,149,285,286,967,0,0,0,0,2876321,-10.38797341,3.197229284,-1.680629522,-6.904997719,D_46,D_Ibaragi,2860000,10.3571428571428,0,2876286,206.970266948104,439.982978305628,2859033,107.270408163265,0,3906,5418,5424,232.158870517624,243.77523130962,68170322,25246,18.0375198668132,10.1364230063128,792678.162790698,293.558139534884,0,0,0,0,0,0,9.317520189099014,680.3911180302966,0,0,0,0.2343977142857143,0.13944957142857142,0.058619285714285714,0.055720285714285715,0.057427428571428574,0.05298571428571429,0.101532,0.05168157142857143,0.07558228571428571,0.06735871428571429,0.06069828571428571,0.06410528571428571,0.05377314285714286,0.10342228571428572,0.07535942857142856
