date,state,value
2021/1/1,沖縄県,0.84991
2021/1/1,東京都,0.956441
2021/1/1,鹿児島県,0.857668
2021/1/1,宮崎県,0.806202
2021/1/1,長崎県,0.889656
2021/1/1,熊本県,0.94745
2021/1/1,佐賀県,0.997895
2021/1/1,福岡県,0.902279
2021/1/1,大分県,0.790099
2021/1/1,高知県,0.870854
2021/1/1,愛媛県,0.858281
2021/1/1,山口県,0.878911
2021/1/1,徳島県,0.907746
2021/1/1,和歌山県,0.865583
2021/1/1,三重県,0.948077
2021/1/1,奈良県,1.005916
2021/1/1,島根県,0.917045
2021/1/1,広島県,0.960152
2021/1/1,香川県,0.850743
2021/1/1,岡山県,0.895668
2021/1/1,兵庫県,0.984779
2021/1/1,大阪府,0.998332
2021/1/1,愛知県,0.91989
2021/1/1,静岡県,0.887822
2021/1/1,鳥取県,0.955676
2021/1/1,京都府,0.93612
2021/1/1,滋賀県,0.915294
2021/1/1,岐阜県,0.871313
2021/1/1,長野県,0.876539
2021/1/1,山梨県,0.721148
2021/1/1,千葉県,0.898732
2021/1/1,神奈川県,1.006937
2021/1/1,福井県,0.920912
2021/1/1,埼玉県,0.974306
2021/1/1,茨城県,0.894756
2021/1/1,石川県,0.930981
2021/1/1,富山県,0.93253
2021/1/1,群馬県,0.88011
2021/1/1,栃木県,0.962872
2021/1/1,新潟県,0.839662
2021/1/1,福島県,0.955634
2021/1/1,山形県,0.981226
2021/1/1,宮城県,0.96113
2021/1/1,秋田県,0.859171
2021/1/1,岩手県,0.919762
2021/1/1,青森県,0.769799
2021/1/1,北海道,0.910359
2021/1/2,沖縄県,0.301556
2021/1/2,東京都,0.692922
2021/1/2,鹿児島県,0.447544
2021/1/2,宮崎県,0.52547
2021/1/2,長崎県,0.431048
2021/1/2,熊本県,0.472961
2021/1/2,佐賀県,0.403537
2021/1/2,福岡県,0.535298
2021/1/2,大分県,0.390704
2021/1/2,高知県,0.564856
2021/1/2,愛媛県,0.419361
2021/1/2,山口県,0.559694
2021/1/2,徳島県,0.399087
2021/1/2,和歌山県,0.316263
2021/1/2,三重県,0.360189
2021/1/2,奈良県,0.452987
2021/1/2,島根県,0.713186
2021/1/2,広島県,0.639308
2021/1/2,香川県,0.439095
2021/1/2,岡山県,0.477948
2021/1/2,兵庫県,0.515767
2021/1/2,大阪府,0.559429
2021/1/2,愛知県,0.549151
2021/1/2,静岡県,0.420625
2021/1/2,鳥取県,0.490635
2021/1/2,京都府,0.501785
2021/1/2,滋賀県,0.418088
2021/1/2,岐阜県,0.49625
2021/1/2,長野県,0.423167
2021/1/2,山梨県,0.307126
2021/1/2,千葉県,0.49987
2021/1/2,神奈川県,0.645499
2021/1/2,福井県,0.443402
2021/1/2,埼玉県,0.550916
2021/1/2,茨城県,0.376043
2021/1/2,石川県,0.438145
2021/1/2,富山県,0.529308
