エリア,期間(週次),飲食店のジャンル,2019年同週比[%]
群馬県全体,2020年9月第1週,肉料理,-23.996025145
群馬県全体,2020年9月第1週,鍋料理,-15.369127517
群馬県全体,2020年9月第2週,アジア・エスニック,-16.635514019
群馬県全体,2020年9月第2週,カフェ・スイーツ,-8.684970501
群馬県全体,2020年9月第2週,すべて,-12.267085384
群馬県全体,2020年9月第2週,ファミレス・ファストフード,-22.671755725
群馬県全体,2020年9月第2週,中華,-8.523608956
群馬県全体,2020年9月第2週,和食,-13.889222025
群馬県全体,2020年9月第2週,居酒屋・バー,-21.249428401
群馬県全体,2020年9月第2週,洋食・西洋料理,-9.375656296
群馬県全体,2020年9月第2週,肉料理,-15.209608744
群馬県全体,2020年9月第2週,鍋料理,-8.821433661
群馬県全体,2020年9月第3週,アジア・エスニック,-9.764342283
群馬県全体,2020年9月第3週,カフェ・スイーツ,-7.973609576
群馬県全体,2020年9月第3週,すべて,-14.229372952
群馬県全体,2020年9月第3週,ファミレス・ファストフード,-9.827044025
群馬県全体,2020年9月第3週,中華,-21.830620582
群馬県全体,2020年9月第3週,和食,-16.071926982
群馬県全体,2020年9月第3週,居酒屋・バー,-12.109267577
群馬県全体,2020年9月第3週,洋食・西洋料理,-25.749654764
群馬県全体,2020年9月第3週,肉料理,-13.865786040
群馬県全体,2020年9月第3週,鍋料理,-9.523192537
群馬県全体,2020年9月第4週,アジア・エスニック,-5.340494528
群馬県全体,2020年9月第4週,カフェ・スイーツ,-7.363216037
群馬県全体,2020年9月第4週,すべて,-7.049279361
群馬県全体,2020年9月第4週,ファミレス・ファストフード,-0.865800866
群馬県全体,2020年9月第4週,中華,-12.987234043
群馬県全体,2020年9月第4週,和食,-4.877768563
群馬県全体,2020年9月第4週,居酒屋・バー,-17.758289421
群馬県全体,2020年9月第4週,洋食・西洋料理,-13.519602128
群馬県全体,2020年9月第4週,肉料理,-11.139408703
群馬県全体,2020年9月第4週,鍋料理,-5.122335098
群馬県全体,2020年10月第1週,アジア・エスニック,-16.390442298
群馬県全体,2020年10月第1週,カフェ・スイーツ,-15.607725990
群馬県全体,2020年10月第1週,すべて,-17.215681386
群馬県全体,2020年10月第1週,ファミレス・ファストフード,-15.591836735
群馬県全体,2020年10月第1週,中華,-19.184196228
群馬県全体,2020年10月第1週,和食,-16.732323098
群馬県全体,2020年10月第1週,居酒屋・バー,-25.747707522
群馬県全体,2020年10月第1週,洋食・西洋料理,-19.831243013
群馬県全体,2020年10月第1週,肉料理,-18.800054917
群馬県全体,2020年10月第1週,鍋料理,-7.874606270
群馬県全体,2020年10月第2週,アジア・エスニック,5.275875957
群馬県全体,2020年10月第2週,カフェ・スイーツ,14.302789816
群馬県全体,2020年10月第2週,すべて,12.950675255
群馬県全体,2020年10月第2週,ファミレス・ファストフード,-12.912346843
群馬県全体,2020年10月第2週,中華,13.803805841
群馬県全体,2020年10月第2週,和食,16.290012227
群馬県全体,2020年10月第2週,居酒屋・バー,-2.654847296
群馬県全体,2020年10月第2週,洋食・西洋料理,11.032813654
群馬県全体,2020年10月第2週,肉料理,4.967953203
群馬県全体,2020年10月第2週,鍋料理,26.873385013
群馬県全体,2020年10月第3週,アジア・エスニック,-9.405441720
群馬県全体,2020年10月第3週,カフェ・スイーツ,-2.607698411
群馬県全体,2020年10月第3週,すべて,1.104964446
群馬県全体,2020年10月第3週,ファミレス・ファストフード,-22.231270358
群馬県全体,2020年10月第3週,中華,-8.674203494
群馬県全体,2020年10月第3週,和食,-5.315110969
群馬県全体,2020年10月第3週,居酒屋・バー,-10.016479762
群馬県全体,2020年10月第3週,洋食・西洋料理,27.269316412
群馬県全体,2020年10月第3週,肉料理,-4.662952247
群馬県全体,2020年10月第3週,鍋料理,4.616467277
群馬県全体,2020年10月第4週,アジア・エスニック,-24.795878694
群馬県全体,2020年10月第4週,カフェ・スイーツ,-15.363728252
群馬県全体,2020年10月第4週,すべて,-5.142365125
群馬県全体,2020年10月第4週,ファミレス・ファストフード,-26.923076923
群馬県全体,2020年10月第4週,中華,-21.927649333
群馬県全体,2020年10月第4週,和食,3.191019119
群馬県全体,2020年10月第4週,居酒屋・バー,-13.712368483
群馬県全体,2020年10月第4週,洋食・西洋料理,-0.901849779
群馬県全体,2020年10月第4週,肉料理,-20.064941654
群馬県全体,2020年10月第4週,鍋料理,-3.198653199
群馬県全体,2020年10月第5週,アジア・エスニック,-23.364580183
群馬県全体,2020年10月第5週,カフェ・スイーツ,-8.698054460
群馬県全体,2020年10月第5週,すべて,-6.936036163
群馬県全体,2020年10月第5週,ファミレス・ファストフード,19.402985075
群馬県全体,2020年10月第5週,中華,-21.907844631
群馬県全体,2020年10月第5週,和食,-7.468635695
群馬県全体,2020年10月第5週,居酒屋・バー,-17.922781023
群馬県全体,2020年10月第5週,洋食・西洋料理,3.919712028
群馬県全体,2020年10月第5週,肉料理,-19.622113941
群馬県全体,2020年10月第5週,鍋料理,-6.299869001
群馬県全体,2020年11月第1週,アジア・エスニック,-21.799204771
群馬県全体,2020年11月第1週,カフェ・スイーツ,-4.004324100
群馬県全体,2020年11月第1週,すべて,-6.020579674
群馬県全体,2020年11月第1週,ファミレス・ファストフード,8.533333333
群馬県全体,2020年11月第1週,中華,-27.040403714
群馬県全体,2020年11月第1週,和食,-9.231827895
群馬県全体,2020年11月第1週,居酒屋・バー,-13.244891026
群馬県全体,2020年11月第1週,洋食・西洋料理,2.557715538
群馬県全体,2020年11月第1週,肉料理,-12.454212454
群馬県全体,2020年11月第1週,鍋料理,2.891414141
群馬県全体,2020年11月第2週,アジア・エスニック,-12.761904762
群馬県全体,2020年11月第2週,カフェ・スイーツ,-11.892532079
群馬県全体,2020年11月第2週,すべて,-12.285517940
群馬県全体,2020年11月第2週,ファミレス・ファストフード,6.974637681
群馬県全体,2020年11月第2週,中華,-23.886889834
群馬県全体,2020年11月第2週,和食,-13.860762594
群馬県全体,2020年11月第2週,居酒屋・バー,-18.010115777
群馬県全体,2020年11月第2週,洋食・西洋料理,-9.958577839
群馬県全体,2020年11月第2週,肉料理,-14.590693340
群馬県全体,2020年11月第2週,鍋料理,3.261140154
群馬県全体,2020年11月第3週,アジア・エスニック,-19.392620232
