代表観測地点,時間帯,期間(週次),滞在人口の推定居住地,2019年同週比 [%]
茨城県全体,すべての時間帯,2020年7月第3週,都道府県外,-24.622108332
茨城県全体,すべての時間帯,2020年7月第4週,市区町村内,5.932285992
茨城県全体,すべての時間帯,2020年7月第4週,都道府県内,-13.212534030
茨城県全体,すべての時間帯,2020年7月第4週,都道府県外,-7.332802287
茨城県全体,すべての時間帯,2020年7月第5週,市区町村内,4.900651424
茨城県全体,すべての時間帯,2020年7月第5週,都道府県内,-4.155207125
茨城県全体,すべての時間帯,2020年7月第5週,都道府県外,-24.152377956
茨城県全体,すべての時間帯,2020年8月第1週,市区町村内,5.687149042
茨城県全体,すべての時間帯,2020年8月第1週,都道府県内,-4.388931644
茨城県全体,すべての時間帯,2020年8月第1週,都道府県外,-32.794490541
茨城県全体,すべての時間帯,2020年8月第2週,市区町村内,8.141017138
茨城県全体,すべての時間帯,2020年8月第2週,都道府県内,-7.110841069
茨城県全体,すべての時間帯,2020年8月第2週,都道府県外,-41.737267566
茨城県全体,すべての時間帯,2020年8月第3週,市区町村内,5.530801501
茨城県全体,すべての時間帯,2020年8月第3週,都道府県内,-5.971883817
茨城県全体,すべての時間帯,2020年8月第3週,都道府県外,-23.634141275
茨城県全体,すべての時間帯,2020年8月第4週,市区町村内,4.715425646
茨城県全体,すべての時間帯,2020年8月第4週,都道府県内,-3.996400284
茨城県全体,すべての時間帯,2020年8月第4週,都道府県外,-18.584776348
茨城県全体,すべての時間帯,2020年9月第1週,市区町村内,4.748984500
茨城県全体,すべての時間帯,2020年9月第1週,都道府県内,-5.357508323
茨城県全体,すべての時間帯,2020年9月第1週,都道府県外,-21.987652939
茨城県全体,すべての時間帯,2020年9月第2週,市区町村内,4.981859717
茨城県全体,すべての時間帯,2020年9月第2週,都道府県内,-4.316123189
茨城県全体,すべての時間帯,2020年9月第2週,都道府県外,-26.219030279
茨城県全体,すべての時間帯,2020年9月第3週,市区町村内,2.588109362
茨城県全体,すべての時間帯,2020年9月第3週,都道府県内,0.864158140
茨城県全体,すべての時間帯,2020年9月第3週,都道府県外,-13.553040116
茨城県全体,すべての時間帯,2020年9月第4週,市区町村内,4.857270872
茨城県全体,すべての時間帯,2020年9月第4週,都道府県内,-11.028150117
茨城県全体,すべての時間帯,2020年9月第4週,都道府県外,-11.325620583
茨城県全体,すべての時間帯,2020年10月第1週,市区町村内,2.536393445
茨城県全体,すべての時間帯,2020年10月第1週,都道府県内,-1.739553082
茨城県全体,すべての時間帯,2020年10月第1週,都道府県外,-19.959218391
茨城県全体,すべての時間帯,2020年10月第2週,市区町村内,1.391757826
茨城県全体,すべての時間帯,2020年10月第2週,都道府県内,2.597176429
茨城県全体,すべての時間帯,2020年10月第2週,都道府県外,-13.290045579
茨城県全体,すべての時間帯,2020年10月第3週,市区町村内,2.358515192
茨城県全体,すべての時間帯,2020年10月第3週,都道府県内,0.532038624
茨城県全体,すべての時間帯,2020年10月第3週,都道府県外,-12.606863037
茨城県全体,すべての時間帯,2020年10月第4週,市区町村内,1.496242165
茨城県全体,すべての時間帯,2020年10月第4週,都道府県内,3.908914019
茨城県全体,すべての時間帯,2020年10月第4週,都道府県外,-10.832510800
茨城県全体,すべての時間帯,2020年10月第5週,市区町村内,3.264965939
茨城県全体,すべての時間帯,2020年10月第5週,都道府県内,-3.044159379
茨城県全体,すべての時間帯,2020年10月第5週,都道府県外,-14.954597278
茨城県全体,すべての時間帯,2020年11月第1週,市区町村内,3.095264253
茨城県全体,すべての時間帯,2020年11月第1週,都道府県内,-2.311426279
茨城県全体,すべての時間帯,2020年11月第1週,都道府県外,-12.564808736
茨城県全体,すべての時間帯,2020年11月第2週,市区町村内,3.197229284
茨城県全体,すべての時間帯,2020年11月第2週,都道府県内,-1.680629522
茨城県全体,すべての時間帯,2020年11月第2週,都道府県外,-6.904997719
茨城県全体,すべての時間帯,2020年11月第3週,市区町村内,2.337816164
茨城県全体,すべての時間帯,2020年11月第3週,都道府県内,0.021046095
茨城県全体,すべての時間帯,2020年11月第3週,都道府県外,3.903732329
茨城県全体,すべての時間帯,2020年11月第4週,市区町村内,4.694547789
茨城県全体,すべての時間帯,2020年11月第4週,都道府県内,-9.430117733
茨城県全体,すべての時間帯,2020年11月第4週,都道府県外,-11.016231762
茨城県全体,すべての時間帯,2020年12月第1週,市区町村内,3.670023992
茨城県全体,すべての時間帯,2020年12月第1週,都道府県内,-3.997238445
茨城県全体,すべての時間帯,2020年12月第1週,都道府県外,-7.407886760
茨城県全体,すべての時間帯,2020年12月第2週,市区町村内,4.088177578
茨城県全体,すべての時間帯,2020年12月第2週,都道府県内,-5.630788950
茨城県全体,すべての時間帯,2020年12月第2週,都道府県外,-8.075848073
茨城県全体,すべての時間帯,2020年12月第3週,市区町村内,3.953683913
茨城県全体,すべての時間帯,2020年12月第3週,都道府県内,-5.823012871
茨城県全体,すべての時間帯,2020年12月第3週,都道府県外,-9.139878637
茨城県全体,すべての時間帯,2020年12月第4週,市区町村内,4.401062395
茨城県全体,すべての時間帯,2020年12月第4週,都道府県内,-2.849359901
茨城県全体,すべての時間帯,2020年12月第4週,都道府県外,-16.796960830
茨城県全体,すべての時間帯,2020年12月第5週,市区町村内,6.801329063
茨城県全体,すべての時間帯,2020年12月第5週,都道府県内,-3.771928413
茨城県全体,すべての時間帯,2020年12月第5週,都道府県外,-37.467288955
茨城県全体,すべての時間帯,2021年1月第1週,市区町村内,5.333325879
茨城県全体,すべての時間帯,2021年1月第1週,都道府県内,15.349483068
茨城県全体,すべての時間帯,2021年1月第1週,都道府県外,-54.382294452
茨城県全体,すべての時間帯,2021年1月第2週,市区町村内,8.065666158
茨城県全体,すべての時間帯,2021年1月第2週,都道府県内,-14.960739747
茨城県全体,すべての時間帯,2021年1月第2週,都道府県外,-26.761496496
茨城県全体,すべての時間帯,2021年1月第3週,市区町村内,5.703883452
茨城県全体,すべての時間帯,2021年1月第3週,都道府県内,-5.738914917
茨城県全体,すべての時間帯,2021年1月第3週,都道府県外,-31.344692763
茨城県全体,すべての時間帯,2021年1月第4週,市区町村内,7.145464297
茨城県全体,すべての時間帯,2021年1月第4週,都道府県内,-9.520398541
茨城県全体,すべての時間帯,2021年1月第4週,都道府県外,-30.465063574
茨城県全体,すべての時間帯,2021年2月第1週,市区町村内,5.462512482
茨城県全体,すべての時間帯,2021年2月第1週,都道府県内,-6.609531843
茨城県全体,すべての時間帯,2021年2月第1週,都道府県外,-22.118768094
茨城県全体,すべての時間帯,2021年2月第2週,市区町村内,6.088768685
茨城県全体,すべての時間帯,2021年2月第2週,都道府県内,-9.576924231
茨城県全体,すべての時間帯,2021年2月第2週,都道府県外,-19.294321051
茨城県全体,すべての時間帯,2021年2月第3週,市区町村内,4.033567909
茨城県全体,すべての時間帯,2021年2月第3週,都道府県内,-1.773517746
茨城県全体,すべての時間帯,2021年2月第3週,都道府県外,-20.946989265
茨城県全体,すべての時間帯,2021年2月第4週,市区町村内,7.063432825
茨城県全体,すべての時間帯,2021年2月第4週,都道府県内,-12.403324516
茨城県全体,すべての時間帯,2021年2月第4週,都道府県外,-24.017046442
茨城県全体,すべての時間帯,2021年3月第1週,市区町村内,4.874875763
茨城県全体,すべての時間帯,2021年3月第1週,都道府県内,-5.574037436
茨城県全体,すべての時間帯,2021年3月第1週,都道府県外,-18.964314484
茨城県全体,すべての時間帯,2021年3月第2週,市区町村内,4.332535204
茨城県全体,すべての時間帯,2021年3月第2週,都道府県内,-5.093018427
茨城県全体,すべての時間帯,2021年3月第2週,都道府県外,-16.901069898
茨城県全体,すべての時間帯,2021年3月第3週,市区町村内,4.461418987
茨城県全体,すべての時間帯,2021年3月第3週,都道府県内,-5.304878899
茨城県全体,すべての時間帯,2021年3月第3週,都道府県外,-16.290764792
茨城県全体,すべての時間帯,2021年3月第4週,市区町村内,3.634155350
茨城県全体,すべての時間帯,2021年3月第4週,都道府県内,-0.850393494
