エリア,期間(週次),飲食店のジャンル,2019年同週比[%]
栃木県全体,2020年11月第3週,アジア・エスニック,18.156337590
栃木県全体,2020年11月第3週,カフェ・スイーツ,-3.024700445
栃木県全体,2020年11月第3週,すべて,-3.394078317
栃木県全体,2020年11月第3週,ファミレス・ファストフード,3.486870426
栃木県全体,2020年11月第3週,中華,-1.995796366
栃木県全体,2020年11月第3週,和食,-4.741340612
栃木県全体,2020年11月第3週,居酒屋・バー,-29.118227905
栃木県全体,2020年11月第3週,洋食・西洋料理,-6.009389066
栃木県全体,2020年11月第3週,肉料理,9.484038193
栃木県全体,2020年11月第3週,鍋料理,-35.887028581
栃木県全体,2020年11月第4週,アジア・エスニック,-2.260214431
栃木県全体,2020年11月第4週,カフェ・スイーツ,-1.602012537
栃木県全体,2020年11月第4週,すべて,-9.812546232
栃木県全体,2020年11月第4週,ファミレス・ファストフード,10.638297872
栃木県全体,2020年11月第4週,中華,-9.570564936
栃木県全体,2020年11月第4週,和食,-10.261626764
栃木県全体,2020年11月第4週,居酒屋・バー,-40.857505736
栃木県全体,2020年11月第4週,洋食・西洋料理,-15.798180314
栃木県全体,2020年11月第4週,肉料理,-2.715375464
栃木県全体,2020年11月第4週,鍋料理,-39.042773695
栃木県全体,2020年12月第1週,アジア・エスニック,-18.194317140
栃木県全体,2020年12月第1週,カフェ・スイーツ,-12.872786745
栃木県全体,2020年12月第1週,すべて,-19.684014079
栃木県全体,2020年12月第1週,ファミレス・ファストフード,10.904522613
栃木県全体,2020年12月第1週,中華,-20.285640581
栃木県全体,2020年12月第1週,和食,-18.922912000
栃木県全体,2020年12月第1週,居酒屋・バー,-48.396051217
栃木県全体,2020年12月第1週,洋食・西洋料理,-26.431737362
栃木県全体,2020年12月第1週,肉料理,-10.371642093
栃木県全体,2020年12月第1週,鍋料理,-41.755929610
栃木県全体,2020年12月第2週,アジア・エスニック,-7.711031058
栃木県全体,2020年12月第2週,カフェ・スイーツ,-16.676662242
栃木県全体,2020年12月第2週,すべて,-21.208604703
栃木県全体,2020年12月第2週,ファミレス・ファストフード,2.172839506
栃木県全体,2020年12月第2週,中華,-23.059429307
栃木県全体,2020年12月第2週,和食,-20.566163418
栃木県全体,2020年12月第2週,居酒屋・バー,-47.457167222
栃木県全体,2020年12月第2週,洋食・西洋料理,-27.533466130
栃木県全体,2020年12月第2週,肉料理,-11.242925813
栃木県全体,2020年12月第2週,鍋料理,-43.578154426
栃木県全体,2020年12月第3週,アジア・エスニック,5.974983248
栃木県全体,2020年12月第3週,カフェ・スイーツ,-20.183135933
栃木県全体,2020年12月第3週,すべて,-24.043908009
栃木県全体,2020年12月第3週,ファミレス・ファストフード,-7.240244476
栃木県全体,2020年12月第3週,中華,-24.359368715
栃木県全体,2020年12月第3週,和食,-23.074138692
栃木県全体,2020年12月第3週,居酒屋・バー,-45.480902559
栃木県全体,2020年12月第3週,洋食・西洋料理,-31.975101998
栃木県全体,2020年12月第3週,肉料理,-16.581448198
栃木県全体,2020年12月第3週,鍋料理,-42.242284275
栃木県全体,2020年12月第4週,アジア・エスニック,5.562038117
栃木県全体,2020年12月第4週,カフェ・スイーツ,-14.943393860
栃木県全体,2020年12月第4週,すべて,-24.655304848
栃木県全体,2020年12月第4週,ファミレス・ファストフード,-4.304799604
栃木県全体,2020年12月第4週,中華,-28.388746803
栃木県全体,2020年12月第4週,和食,-26.163390399
栃木県全体,2020年12月第4週,居酒屋・バー,-46.820342827
栃木県全体,2020年12月第4週,洋食・西洋料理,-27.980467798
栃木県全体,2020年12月第4週,肉料理,-26.199897225
栃木県全体,2020年12月第4週,鍋料理,-36.959037260
栃木県全体,2020年12月第5週,アジア・エスニック,2.708803612
栃木県全体,2020年12月第5週,カフェ・スイーツ,-22.635681132
栃木県全体,2020年12月第5週,すべて,-29.456225016
栃木県全体,2020年12月第5週,ファミレス・ファストフード,-27.155490052
栃木県全体,2020年12月第5週,中華,-35.400711160
栃木県全体,2020年12月第5週,和食,-31.409403843
栃木県全体,2020年12月第5週,居酒屋・バー,-42.165282675
栃木県全体,2020年12月第5週,洋食・西洋料理,-36.384006146
栃木県全体,2020年12月第5週,肉料理,-19.747288382
栃木県全体,2020年12月第5週,鍋料理,-42.243876745
栃木県全体,2021年1月第1週,アジア・エスニック,-8.022997517
栃木県全体,2021年1月第1週,カフェ・スイーツ,-39.473524349
栃木県全体,2021年1月第1週,すべて,-43.427182055
栃木県全体,2021年1月第1週,ファミレス・ファストフード,-30.649661220
栃木県全体,2021年1月第1週,中華,-38.996955679
栃木県全体,2021年1月第1週,和食,-43.751152348
栃木県全体,2021年1月第1週,居酒屋・バー,-57.642220699
栃木県全体,2021年1月第1週,洋食・西洋料理,-42.731742852
栃木県全体,2021年1月第1週,肉料理,-42.918070129
栃木県全体,2021年1月第1週,鍋料理,-60.481420893
栃木県全体,2021年1月第2週,アジア・エスニック,-20.519374297
栃木県全体,2021年1月第2週,カフェ・スイーツ,-51.614716182
栃木県全体,2021年1月第2週,すべて,-49.688171599
栃木県全体,2021年1月第2週,ファミレス・ファストフード,-9.580498866
栃木県全体,2021年1月第2週,中華,-23.433212110
栃木県全体,2021年1月第2週,和食,-45.660742857
栃木県全体,2021年1月第2週,居酒屋・バー,-71.736725664
栃木県全体,2021年1月第2週,洋食・西洋料理,-57.906598625
栃木県全体,2021年1月第2週,肉料理,-46.339393939
栃木県全体,2021年1月第2週,鍋料理,-71.878888428
栃木県全体,2021年1月第3週,アジア・エスニック,-33.731947383
栃木県全体,2021年1月第3週,カフェ・スイーツ,-51.184988022
栃木県全体,2021年1月第3週,すべて,-53.501927865
栃木県全体,2021年1月第3週,ファミレス・ファストフード,-28.467153285
栃木県全体,2021年1月第3週,中華,-39.019915062
栃木県全体,2021年1月第3週,和食,-50.291576078
栃木県全体,2021年1月第3週,居酒屋・バー,-72.739792783
栃木県全体,2021年1月第3週,洋食・西洋料理,-62.440004626
栃木県全体,2021年1月第3週,肉料理,-52.656054787
栃木県全体,2021年1月第3週,鍋料理,-71.041424700
栃木県全体,2021年1月第4週,アジア・エスニック,-16.209335219
栃木県全体,2021年1月第4週,カフェ・スイーツ,-3.457452820
栃木県全体,2021年1月第4週,すべて,-29.408802654
栃木県全体,2021年1月第4週,ファミレス・ファストフード,38.528735632
栃木県全体,2021年1月第4週,中華,-18.042243721
栃木県全体,2021年1月第4週,和食,-28.944546205
栃木県全体,2021年1月第4週,居酒屋・バー,-64.664555268
栃木県全体,2021年1月第4週,洋食・西洋料理,-47.776522462
栃木県全体,2021年1月第4週,肉料理,-32.930922206
栃木県全体,2021年1月第4週,鍋料理,-52.844788348
栃木県全体,2021年2月第1週,アジア・エスニック,-32.993850884
栃木県全体,2021年2月第1週,カフェ・スイーツ,-33.572024210
栃木県全体,2021年2月第1週,すべて,-39.729669818
栃木県全体,2021年2月第1週,ファミレス・ファストフード,-2.717692734
栃木県全体,2021年2月第1週,中華,-22.713449753
栃木県全体,2021年2月第1週,和食,-34.958207488
栃木県全体,2021年2月第1週,居酒屋・バー,-64.949335735
栃木県全体,2021年2月第1週,洋食・西洋料理,-49.222318280
栃木県全体,2021年2月第1週,肉料理,-41.877378846
栃木県全体,2021年2月第1週,鍋料理,-60.604085180
栃木県全体,2021年2月第2週,アジア・エスニック,-25.701530612
栃木県全体,2021年2月第2週,カフェ・スイーツ,-36.372686753
栃木県全体,2021年2月第2週,すべて,-38.140660461
栃木県全体,2021年2月第2週,ファミレス・ファストフード,8.221225710
栃木県全体,2021年2月第2週,中華,-30.985915493
栃木県全体,2021年2月第2週,和食,-34.952916134
栃木県全体,2021年2月第2週,居酒屋・バー,-60.873219313
栃木県全体,2021年2月第2週,洋食・西洋料理,-41.572550677
栃木県全体,2021年2月第2週,肉料理,-35.660538003
栃木県全体,2021年2月第2週,鍋料理,-55.991018575
栃木県全体,2021年2月第3週,アジア・エスニック,-31.095123901
栃木県全体,2021年2月第3週,カフェ・スイーツ,-37.919436333
栃木県全体,2021年2月第3週,すべて,-36.766630042
栃木県全体,2021年2月第3週,ファミレス・ファストフード,-20.018198362
栃木県全体,2021年2月第3週,中華,-24.445358241
栃木県全体,2021年2月第3週,和食,-31.881788911
栃木県全体,2021年2月第3週,居酒屋・バー,-57.230315488
栃木県全体,2021年2月第3週,洋食・西洋料理,-42.518646663
栃木県全体,2021年2月第3週,肉料理,-32.745679470
栃木県全体,2021年2月第3週,鍋料理,-57.452021233
栃木県全体,2021年2月第4週,アジア・エスニック,-21.935543109
栃木県全体,2021年2月第4週,カフェ・スイーツ,-22.745813282
栃木県全体,2021年2月第4週,すべて,-31.397310020
栃木県全体,2021年2月第4週,ファミレス・ファストフード,1.576004067
栃木県全体,2021年2月第4週,中華,-23.176237624
栃木県全体,2021年2月第4週,和食,-29.216517572
栃木県全体,2021年2月第4週,居酒屋・バー,-52.970939284
栃木県全体,2021年2月第4週,洋食・西洋料理,-40.234198548
栃木県全体,2021年2月第4週,肉料理,-32.713241451
栃木県全体,2021年2月第4週,鍋料理,-49.193736854
栃木県全体,2021年3月第1週,アジア・エスニック,-19.849246231
栃木県全体,2021年3月第1週,カフェ・スイーツ,-37.049814463
栃木県全体,2021年3月第1週,すべて,-36.272091033
栃木県全体,2021年3月第1週,ファミレス・ファストフード,-8.301886792
栃木県全体,2021年3月第1週,中華,-29.273401702
栃木県全体,2021年3月第1週,和食,-33.291741925
栃木県全体,2021年3月第1週,居酒屋・バー,-50.317217239
栃木県全体,2021年3月第1週,洋食・西洋料理,-40.490815342
栃木県全体,2021年3月第1週,肉料理,-31.277218534
栃木県全体,2021年3月第1週,鍋料理,-49.047731013
栃木県全体,2021年3月第2週,アジア・エスニック,-16.489307794
栃木県全体,2021年3月第2週,カフェ・スイーツ,-32.654101587
栃木県全体,2021年3月第2週,すべて,-33.184854085
栃木県全体,2021年3月第2週,ファミレス・ファストフード,7.303651826
栃木県全体,2021年3月第2週,中華,-28.686813875
栃木県全体,2021年3月第2週,和食,-29.683579224
栃木県全体,2021年3月第2週,居酒屋・バー,-48.214172295
栃木県全体,2021年3月第2週,洋食・西洋料理,-37.377823182
栃木県全体,2021年3月第2週,肉料理,-31.512679948
栃木県全体,2021年3月第2週,鍋料理,-44.571690334
栃木県全体,2021年3月第3週,アジア・エスニック,-28.406426400
栃木県全体,2021年3月第3週,カフェ・スイーツ,-36.346881456
栃木県全体,2021年3月第3週,すべて,-31.278282049
栃木県全体,2021年3月第3週,ファミレス・ファストフード,58.467115484
栃木県全体,2021年3月第3週,中華,-26.897310065
栃木県全体,2021年3月第3週,和食,-26.567230535
栃木県全体,2021年3月第3週,居酒屋・バー,-44.598716735
栃木県全体,2021年3月第3週,洋食・西洋料理,-33.881638889
栃木県全体,2021年3月第3週,肉料理,-25.859282405
栃木県全体,2021年3月第3週,鍋料理,-43.673851921
栃木県全体,2021年3月第4週,アジア・エスニック,-23.722556829
栃木県全体,2021年3月第4週,カフェ・スイーツ,-34.829580037
栃木県全体,2021年3月第4週,すべて,-31.431997364
栃木県全体,2021年3月第4週,ファミレス・ファストフード,9.107222970
栃木県全体,2021年3月第4週,中華,-26.611412557
栃木県全体,2021年3月第4週,和食,-28.004805121
栃木県全体,2021年3月第4週,居酒屋・バー,-41.852014011
栃木県全体,2021年3月第4週,洋食・西洋料理,-33.249131004
栃木県全体,2021年3月第4週,肉料理,-27.660451892
栃木県全体,2021年3月第4週,鍋料理,-45.555314062
栃木県全体,2021年4月第1週,アジア・エスニック,-23.751303194
栃木県全体,2021年4月第1週,カフェ・スイーツ,-36.254697617
栃木県全体,2021年4月第1週,すべて,-31.250801659
栃木県全体,2021年4月第1週,ファミレス・ファストフード,11.346516008
栃木県全体,2021年4月第1週,中華,-27.397972987
栃木県全体,2021年4月第1週,和食,-26.529159828
栃木県全体,2021年4月第1週,居酒屋・バー,-43.462897527
栃木県全体,2021年4月第1週,洋食・西洋料理,-33.435178313
栃木県全体,2021年4月第1週,肉料理,-28.122738784
栃木県全体,2021年4月第1週,鍋料理,-43.182909265
栃木県全体,2021年4月第2週,アジア・エスニック,-24.331270823
栃木県全体,2021年4月第2週,カフェ・スイーツ,-35.127756642
栃木県全体,2021年4月第2週,すべて,-32.722467942
栃木県全体,2021年4月第2週,ファミレス・ファストフード,0.227169468
栃木県全体,2021年4月第2週,中華,-25.557935897
栃木県全体,2021年4月第2週,和食,-31.467538350
栃木県全体,2021年4月第2週,居酒屋・バー,-48.352498894
栃木県全体,2021年4月第2週,洋食・西洋料理,-32.782819162
栃木県全体,2021年4月第2週,肉料理,-26.582838514
栃木県全体,2021年4月第2週,鍋料理,-46.858638743
栃木県全体,2021年4月第3週,アジア・エスニック,-34.934533552
栃木県全体,2021年4月第3週,カフェ・スイーツ,-34.631107455
栃木県全体,2021年4月第3週,すべて,-32.313201221
栃木県全体,2021年4月第3週,ファミレス・ファストフード,-6.703910615
栃木県全体,2021年4月第3週,中華,-24.834335187
栃木県全体,2021年4月第3週,和食,-28.835422747
栃木県全体,2021年4月第3週,居酒屋・バー,-48.725188588
栃木県全体,2021年4月第3週,洋食・西洋料理,-34.372457685
栃木県全体,2021年4月第3週,肉料理,-29.130660622
栃木県全体,2021年4月第3週,鍋料理,-45.210727969
栃木県全体,2021年4月第4週,アジア・エスニック,-30.339596621
栃木県全体,2021年4月第4週,カフェ・スイーツ,-38.624267267
栃木県全体,2021年4月第4週,すべて,-32.794529003
栃木県全体,2021年4月第4週,ファミレス・ファストフード,1.690934711
栃木県全体,2021年4月第4週,中華,-14.888481220
栃木県全体,2021年4月第4週,和食,-25.423130462
栃木県全体,2021年4月第4週,居酒屋・バー,-52.767985900
栃木県全体,2021年4月第4週,洋食・西洋料理,-39.382654585
栃木県全体,2021年4月第4週,肉料理,-30.849243516
栃木県全体,2021年4月第4週,鍋料理,-63.717693837
栃木県全体,2021年4月第5週,アジア・エスニック,-18.738437142
栃木県全体,2021年4月第5週,カフェ・スイーツ,-31.319749410
栃木県全体,2021年4月第5週,すべて,-30.823299787
栃木県全体,2021年4月第5週,ファミレス・ファストフード,12.798937112
栃木県全体,2021年4月第5週,中華,-28.603499708
栃木県全体,2021年4月第5週,和食,-28.601276216
栃木県全体,2021年4月第5週,居酒屋・バー,-50.701857757
栃木県全体,2021年4月第5週,洋食・西洋料理,-32.177427613
栃木県全体,2021年4月第5週,肉料理,-21.631065661
栃木県全体,2021年4月第5週,鍋料理,-53.347201210
栃木県全体,2021年5月第1週,アジア・エスニック,-38.096131008
栃木県全体,2021年5月第1週,カフェ・スイーツ,-49.340388435
栃木県全体,2021年5月第1週,すべて,-50.719602233
栃木県全体,2021年5月第1週,ファミレス・ファストフード,-23.508504697
栃木県全体,2021年5月第1週,中華,-57.579420147
栃木県全体,2021年5月第1週,和食,-49.140623788
栃木県全体,2021年5月第1週,居酒屋・バー,-59.340023157
栃木県全体,2021年5月第1週,洋食・西洋料理,-50.671970182
栃木県全体,2021年5月第1週,肉料理,-49.134076370
栃木県全体,2021年5月第1週,鍋料理,-65.847969265
栃木県全体,2021年5月第2週,アジア・エスニック,-40.823885110
栃木県全体,2021年5月第2週,カフェ・スイーツ,-43.966729726
栃木県全体,2021年5月第2週,すべて,-42.409162374
栃木県全体,2021年5月第2週,ファミレス・ファストフード,-12.929207291
栃木県全体,2021年5月第2週,中華,-41.207268771
栃木県全体,2021年5月第2週,和食,-42.097617813
栃木県全体,2021年5月第2週,居酒屋・バー,-50.082119318
栃木県全体,2021年5月第2週,洋食・西洋料理,-42.458859806
栃木県全体,2021年5月第2週,肉料理,-33.108016764
栃木県全体,2021年5月第2週,鍋料理,-54.087770105
栃木県全体,2021年5月第3週,アジア・エスニック,-34.412308727
栃木県全体,2021年5月第3週,カフェ・スイーツ,-39.953357302
栃木県全体,2021年5月第3週,すべて,-38.447368238
栃木県全体,2021年5月第3週,ファミレス・ファストフード,-10.186915888
栃木県全体,2021年5月第3週,中華,-32.164540690
栃木県全体,2021年5月第3週,和食,-35.053805327
栃木県全体,2021年5月第3週,居酒屋・バー,-52.786740686
栃木県全体,2021年5月第3週,洋食・西洋料理,-43.236002871
栃木県全体,2021年5月第3週,肉料理,-33.366336634
栃木県全体,2021年5月第3週,鍋料理,-59.821048147
栃木県全体,2021年5月第4週,アジア・エスニック,-35.946944258
栃木県全体,2021年5月第4週,カフェ・スイーツ,-37.611855144
栃木県全体,2021年5月第4週,すべて,-33.693403122
栃木県全体,2021年5月第4週,ファミレス・ファストフード,-15.462962963
栃木県全体,2021年5月第4週,中華,-33.420602155
栃木県全体,2021年5月第4週,和食,-27.950418108
栃木県全体,2021年5月第4週,居酒屋・バー,-48.683982684
栃木県全体,2021年5月第4週,洋食・西洋料理,-35.045083970
栃木県全体,2021年5月第4週,肉料理,-29.810807004
栃木県全体,2021年5月第4週,鍋料理,-58.135556981
栃木県全体,2021年6月第1週,アジア・エスニック,-41.922086552
栃木県全体,2021年6月第1週,カフェ・スイーツ,-39.417171697
栃木県全体,2021年6月第1週,すべて,-35.783753440
栃木県全体,2021年6月第1週,ファミレス・ファストフード,-19.052319842
栃木県全体,2021年6月第1週,中華,-32.278822601
栃木県全体,2021年6月第1週,和食,-32.975716640
栃木県全体,2021年6月第1週,居酒屋・バー,-47.271582167
栃木県全体,2021年6月第1週,洋食・西洋料理,-36.267094563
栃木県全体,2021年6月第1週,肉料理,-25.391065562
栃木県全体,2021年6月第1週,鍋料理,-60.466067048
栃木県全体,2021年6月第2週,アジア・エスニック,-45.893290218
栃木県全体,2021年6月第2週,カフェ・スイーツ,-39.360733494
栃木県全体,2021年6月第2週,すべて,-37.820418103
栃木県全体,2021年6月第2週,ファミレス・ファストフード,-28.084342755
栃木県全体,2021年6月第2週,中華,-36.354817195
栃木県全体,2021年6月第2週,和食,-35.414731971
栃木県全体,2021年6月第2週,居酒屋・バー,-51.412416549
栃木県全体,2021年6月第2週,洋食・西洋料理,-39.283294165
栃木県全体,2021年6月第2週,肉料理,-31.400795612
栃木県全体,2021年6月第2週,鍋料理,-56.427807487
栃木県全体,2021年6月第3週,アジア・エスニック,-53.335307618
栃木県全体,2021年6月第3週,カフェ・スイーツ,-39.608093038
栃木県全体,2021年6月第3週,すべて,-37.856273429
栃木県全体,2021年6月第3週,ファミレス・ファストフード,-26.111636708
栃木県全体,2021年6月第3週,中華,-32.077870646
栃木県全体,2021年6月第3週,和食,-36.030016600
栃木県全体,2021年6月第3週,居酒屋・バー,-38.923337696
栃木県全体,2021年6月第3週,洋食・西洋料理,-41.092991943
栃木県全体,2021年6月第3週,肉料理,-29.322150735
栃木県全体,2021年6月第3週,鍋料理,-64.851957975
栃木県全体,2021年6月第4週,アジア・エスニック,-38.412670786
栃木県全体,2021年6月第4週,カフェ・スイーツ,-35.260580250
栃木県全体,2021年6月第4週,すべて,-36.998252744
栃木県全体,2021年6月第4週,ファミレス・ファストフード,-34.735899731
栃木県全体,2021年6月第4週,中華,-38.524232569
栃木県全体,2021年6月第4週,和食,-36.366999630
栃木県全体,2021年6月第4週,居酒屋・バー,-49.867041734
栃木県全体,2021年6月第4週,洋食・西洋料理,-37.851293670
栃木県全体,2021年6月第4週,肉料理,-28.714231571
栃木県全体,2021年6月第4週,鍋料理,-54.703910615
栃木県全体,2021年7月第1週,アジア・エスニック,-38.819304546
栃木県全体,2021年7月第1週,カフェ・スイーツ,-39.203410223
栃木県全体,2021年7月第1週,すべて,-38.053336613
栃木県全体,2021年7月第1週,ファミレス・ファストフード,-28.085867621
栃木県全体,2021年7月第1週,中華,-27.710060453
栃木県全体,2021年7月第1週,和食,-36.079382698
栃木県全体,2021年7月第1週,居酒屋・バー,-57.668364460
栃木県全体,2021年7月第1週,洋食・西洋料理,-39.997472780
栃木県全体,2021年7月第1週,肉料理,-37.833013521
栃木県全体,2021年7月第1週,鍋料理,-63.244397012
栃木県全体,2021年7月第2週,アジア・エスニック,-43.860124695
栃木県全体,2021年7月第2週,カフェ・スイーツ,-37.080254777
栃木県全体,2021年7月第2週,すべて,-39.614831068
栃木県全体,2021年7月第2週,ファミレス・ファストフード,-23.892483823
栃木県全体,2021年7月第2週,中華,-32.353946020
栃木県全体,2021年7月第2週,和食,-42.041683690
栃木県全体,2021年7月第2週,居酒屋・バー,-53.422893305
栃木県全体,2021年7月第2週,洋食・西洋料理,-39.078030133
栃木県全体,2021年7月第2週,肉料理,-29.473785566
栃木県全体,2021年7月第2週,鍋料理,-60.655356728
栃木県全体,2021年7月第3週,アジア・エスニック,-45.736108780
栃木県全体,2021年7月第3週,カフェ・スイーツ,-41.737758831
栃木県全体,2021年7月第3週,すべて,-43.593259057
栃木県全体,2021年7月第3週,ファミレス・ファストフード,-34.773869347
栃木県全体,2021年7月第3週,中華,-45.264801110
栃木県全体,2021年7月第3週,和食,-41.707609453
栃木県全体,2021年7月第3週,居酒屋・バー,-56.686083057
栃木県全体,2021年7月第3週,洋食・西洋料理,-44.761164786
栃木県全体,2021年7月第3週,肉料理,-42.048426053
栃木県全体,2021年7月第3週,鍋料理,-63.373493976
栃木県全体,2021年7月第4週,アジア・エスニック,-39.933279235
栃木県全体,2021年7月第4週,カフェ・スイーツ,-27.682951528
栃木県全体,2021年7月第4週,すべて,-31.971200922
栃木県全体,2021年7月第4週,ファミレス・ファストフード,-25.947368421
栃木県全体,2021年7月第4週,中華,-29.257987304
栃木県全体,2021年7月第4週,和食,-32.586863030
栃木県全体,2021年7月第4週,居酒屋・バー,-51.790852042
栃木県全体,2021年7月第4週,洋食・西洋料理,-34.796957113
栃木県全体,2021年7月第4週,肉料理,-23.893035727
栃木県全体,2021年7月第4週,鍋料理,-57.335623160
栃木県全体,2021年7月第5週,アジア・エスニック,-40.862679725
栃木県全体,2021年7月第5週,カフェ・スイーツ,-39.474804418
栃木県全体,2021年7月第5週,すべて,-42.208128150
栃木県全体,2021年7月第5週,ファミレス・ファストフード,-29.679869778
栃木県全体,2021年7月第5週,中華,-40.930052932
栃木県全体,2021年7月第5週,和食,-43.314955839
栃木県全体,2021年7月第5週,居酒屋・バー,-59.309299266
栃木県全体,2021年7月第5週,洋食・西洋料理,-40.719319448
栃木県全体,2021年7月第5週,肉料理,-37.418660404
栃木県全体,2021年7月第5週,鍋料理,-62.798471824
栃木県全体,2021年8月第1週,アジア・エスニック,-32.261866495
栃木県全体,2021年8月第1週,カフェ・スイーツ,-41.458920888
栃木県全体,2021年8月第1週,すべて,-41.587355980
栃木県全体,2021年8月第1週,ファミレス・ファストフード,-40.107737512
栃木県全体,2021年8月第1週,中華,-36.388220514
栃木県全体,2021年8月第1週,和食,-42.674197759
栃木県全体,2021年8月第1週,居酒屋・バー,-54.098471375
栃木県全体,2021年8月第1週,洋食・西洋料理,-42.011302432
栃木県全体,2021年8月第1週,肉料理,-36.236516181
栃木県全体,2021年8月第1週,鍋料理,-71.073626624
栃木県全体,2021年8月第2週,アジア・エスニック,-27.223497017
栃木県全体,2021年8月第2週,カフェ・スイーツ,-30.765841839
栃木県全体,2021年8月第2週,すべて,-31.050518027
栃木県全体,2021年8月第2週,ファミレス・ファストフード,-27.299957210
栃木県全体,2021年8月第2週,中華,-22.094657919
栃木県全体,2021年8月第2週,和食,-25.496416996
栃木県全体,2021年8月第2週,居酒屋・バー,-64.880134971
栃木県全体,2021年8月第2週,洋食・西洋料理,-36.390879305
栃木県全体,2021年8月第2週,肉料理,-31.535482851
栃木県全体,2021年8月第2週,鍋料理,-68.141592920
栃木県全体,2021年8月第3週,アジア・エスニック,-70.318622015
栃木県全体,2021年8月第3週,カフェ・スイーツ,-74.687858732
栃木県全体,2021年8月第3週,すべて,-75.315259359
栃木県全体,2021年8月第3週,ファミレス・ファストフード,-71.365489130
栃木県全体,2021年8月第3週,中華,-75.303594013
栃木県全体,2021年8月第3週,和食,-75.100257655
栃木県全体,2021年8月第3週,居酒屋・バー,-83.981009320
栃木県全体,2021年8月第3週,洋食・西洋料理,-76.263036521
栃木県全体,2021年8月第3週,肉料理,-76.401607692
栃木県全体,2021年8月第3週,鍋料理,-86.490143023
栃木県全体,2021年8月第4週,アジア・エスニック,-46.320386545
栃木県全体,2021年8月第4週,カフェ・スイーツ,-47.822849845
栃木県全体,2021年8月第4週,すべて,-51.234129824
栃木県全体,2021年8月第4週,ファミレス・ファストフード,-48.643503094
栃木県全体,2021年8月第4週,中華,-49.259767459
栃木県全体,2021年8月第4週,和食,-48.225061554
栃木県全体,2021年8月第4週,居酒屋・バー,-73.621538798
栃木県全体,2021年8月第4週,洋食・西洋料理,-59.047980058
栃木県全体,2021年8月第4週,肉料理,-51.091185925
栃木県全体,2021年8月第4週,鍋料理,-73.107812120
栃木県全体,2021年9月第1週,アジア・エスニック,-46.070656092
栃木県全体,2021年9月第1週,カフェ・スイーツ,-48.223677094
栃木県全体,2021年9月第1週,すべて,-50.375563090
栃木県全体,2021年9月第1週,ファミレス・ファストフード,-34.644101543
栃木県全体,2021年9月第1週,中華,-44.391241091
栃木県全体,2021年9月第1週,和食,-48.088981786
栃木県全体,2021年9月第1週,居酒屋・バー,-72.446947472
栃木県全体,2021年9月第1週,洋食・西洋料理,-53.784082775
栃木県全体,2021年9月第1週,肉料理,-54.364657336
栃木県全体,2021年9月第1週,鍋料理,-75.923901159
栃木県全体,2021年9月第2週,アジア・エスニック,-51.486779367
栃木県全体,2021年9月第2週,カフェ・スイーツ,-28.067536649
栃木県全体,2021年9月第2週,すべて,-30.969174272
栃木県全体,2021年9月第2週,ファミレス・ファストフード,-41.810737034
栃木県全体,2021年9月第2週,中華,-38.594730732
栃木県全体,2021年9月第2週,和食,-40.588888144
栃木県全体,2021年9月第2週,居酒屋・バー,-61.958898120
栃木県全体,2021年9月第2週,洋食・西洋料理,-6.331237997
栃木県全体,2021年9月第2週,肉料理,-5.523942331
栃木県全体,2021年9月第2週,鍋料理,-77.700568541
栃木県全体,2021年9月第3週,アジア・エスニック,-51.406328478
栃木県全体,2021年9月第3週,カフェ・スイーツ,-33.530624189
栃木県全体,2021年9月第3週,すべて,-37.898874185
栃木県全体,2021年9月第3週,ファミレス・ファストフード,-40.275459098
栃木県全体,2021年9月第3週,中華,-38.233700875
栃木県全体,2021年9月第3週,和食,-42.184707051
栃木県全体,2021年9月第3週,居酒屋・バー,-67.130858952
栃木県全体,2021年9月第3週,洋食・西洋料理,-24.559682058
栃木県全体,2021年9月第3週,肉料理,-32.427498652
栃木県全体,2021年9月第3週,鍋料理,-72.897815052
栃木県全体,2021年9月第4週,アジア・エスニック,-44.331627087
栃木県全体,2021年9月第4週,カフェ・スイーツ,-28.635896763
栃木県全体,2021年9月第4週,すべて,-35.709579997
栃木県全体,2021年9月第4週,ファミレス・ファストフード,-48.338005607
栃木県全体,2021年9月第4週,中華,-39.845873327
栃木県全体,2021年9月第4週,和食,-38.812393883
栃木県全体,2021年9月第4週,居酒屋・バー,-67.742208852
栃木県全体,2021年9月第4週,洋食・西洋料理,-22.328394954
栃木県全体,2021年9月第4週,肉料理,-38.372470512
栃木県全体,2021年9月第4週,鍋料理,-73.770491803
栃木県全体,2021年9月第5週,アジア・エスニック,-48.454432404
栃木県全体,2021年9月第5週,カフェ・スイーツ,-36.298470781
栃木県全体,2021年9月第5週,すべて,-39.814454935
栃木県全体,2021年9月第5週,ファミレス・ファストフード,-51.341991342
栃木県全体,2021年9月第5週,中華,-47.002739929
栃木県全体,2021年9月第5週,和食,-44.652977132
栃木県全体,2021年9月第5週,居酒屋・バー,-61.510863959
栃木県全体,2021年9月第5週,洋食・西洋料理,-22.871811305
栃木県全体,2021年9月第5週,肉料理,-36.569549091
栃木県全体,2021年9月第5週,鍋料理,-67.936302991
栃木県全体,2021年10月第1週,アジア・エスニック,-47.480360222
栃木県全体,2021年10月第1週,カフェ・スイーツ,-26.683906445
栃木県全体,2021年10月第1週,すべて,-29.869694398
