エリア,期間(週次),飲食店のジャンル,2019年同週比[%]
長野県全体,2020年11月第4週,肉料理,-23.031915974
長野県全体,2020年11月第4週,鍋料理,-40.873368414
長野県全体,2020年12月第1週,アジア・エスニック,-22.683747412
長野県全体,2020年12月第1週,カフェ・スイーツ,-4.818839568
長野県全体,2020年12月第1週,すべて,-20.252378982
長野県全体,2020年12月第1週,ファミレス・ファストフード,10.251572327
長野県全体,2020年12月第1週,中華,-27.290149483
長野県全体,2020年12月第1週,和食,-19.264945417
長野県全体,2020年12月第1週,居酒屋・バー,-50.114276791
長野県全体,2020年12月第1週,洋食・西洋料理,-22.947611774
長野県全体,2020年12月第1週,肉料理,-26.123547867
長野県全体,2020年12月第1週,鍋料理,-48.212294168
長野県全体,2020年12月第2週,アジア・エスニック,-15.106463399
長野県全体,2020年12月第2週,カフェ・スイーツ,-0.522516473
長野県全体,2020年12月第2週,すべて,-19.276061669
長野県全体,2020年12月第2週,ファミレス・ファストフード,-4.568817818
長野県全体,2020年12月第2週,中華,-29.298209295
長野県全体,2020年12月第2週,和食,-21.606057114
長野県全体,2020年12月第2週,居酒屋・バー,-46.600084688
長野県全体,2020年12月第2週,洋食・西洋料理,-20.879148093
長野県全体,2020年12月第2週,肉料理,-28.103592314
長野県全体,2020年12月第2週,鍋料理,-41.298323403
長野県全体,2020年12月第3週,アジア・エスニック,-10.416128199
長野県全体,2020年12月第3週,カフェ・スイーツ,-11.479846176
長野県全体,2020年12月第3週,すべて,-24.661704027
長野県全体,2020年12月第3週,ファミレス・ファストフード,3.923973023
長野県全体,2020年12月第3週,中華,-19.866724793
長野県全体,2020年12月第3週,和食,-25.918426605
長野県全体,2020年12月第3週,居酒屋・バー,-47.969157255
長野県全体,2020年12月第3週,洋食・西洋料理,-30.800902615
長野県全体,2020年12月第3週,肉料理,-25.458874659
長野県全体,2020年12月第3週,鍋料理,-38.031302137
長野県全体,2020年12月第4週,アジア・エスニック,-11.933028919
長野県全体,2020年12月第4週,カフェ・スイーツ,-8.529793074
長野県全体,2020年12月第4週,すべて,-25.384641138
長野県全体,2020年12月第4週,ファミレス・ファストフード,-0.384404174
長野県全体,2020年12月第4週,中華,-20.440729483
長野県全体,2020年12月第4週,和食,-29.645054063
長野県全体,2020年12月第4週,居酒屋・バー,-52.031781354
長野県全体,2020年12月第4週,洋食・西洋料理,-23.411162914
長野県全体,2020年12月第4週,肉料理,-34.092207621
長野県全体,2020年12月第4週,鍋料理,-38.799337806
長野県全体,2020年12月第5週,アジア・エスニック,-19.124495498
長野県全体,2020年12月第5週,カフェ・スイーツ,-24.117321205
長野県全体,2020年12月第5週,すべて,-31.870487053
長野県全体,2020年12月第5週,ファミレス・ファストフード,-24.861660079
長野県全体,2020年12月第5週,中華,-28.863624000
長野県全体,2020年12月第5週,和食,-34.307121416
長野県全体,2020年12月第5週,居酒屋・バー,-44.388015216
長野県全体,2020年12月第5週,洋食・西洋料理,-33.804110915
長野県全体,2020年12月第5週,肉料理,-27.852466390
長野県全体,2020年12月第5週,鍋料理,-38.284132841
長野県全体,2021年1月第1週,アジア・エスニック,-28.200714948
長野県全体,2021年1月第1週,カフェ・スイーツ,-37.426342926
長野県全体,2021年1月第1週,すべて,-43.589941805
長野県全体,2021年1月第1週,ファミレス・ファストフード,0.990099010
長野県全体,2021年1月第1週,中華,-21.671285697
長野県全体,2021年1月第1週,和食,-42.926169434
長野県全体,2021年1月第1週,居酒屋・バー,-63.330700855
長野県全体,2021年1月第1週,洋食・西洋料理,-40.156682908
長野県全体,2021年1月第1週,肉料理,-43.598749207
長野県全体,2021年1月第1週,鍋料理,-56.688596491
長野県全体,2021年1月第2週,アジア・エスニック,-15.635760745
長野県全体,2021年1月第2週,カフェ・スイーツ,-31.454705996
長野県全体,2021年1月第2週,すべて,-43.413691059
長野県全体,2021年1月第2週,ファミレス・ファストフード,17.423728814
長野県全体,2021年1月第2週,中華,-5.882020248
長野県全体,2021年1月第2週,和食,-40.955527887
長野県全体,2021年1月第2週,居酒屋・バー,-68.959477163
長野県全体,2021年1月第2週,洋食・西洋料理,-47.650298093
長野県全体,2021年1月第2週,肉料理,-47.929020073
長野県全体,2021年1月第2週,鍋料理,-64.991804312
長野県全体,2021年1月第3週,アジア・エスニック,-27.059696745
長野県全体,2021年1月第3週,カフェ・スイーツ,-33.282722920
長野県全体,2021年1月第3週,すべて,-44.533435554
長野県全体,2021年1月第3週,ファミレス・ファストフード,16.523463318
長野県全体,2021年1月第3週,中華,-27.027552359
長野県全体,2021年1月第3週,和食,-43.744117167
長野県全体,2021年1月第3週,居酒屋・バー,-69.456443485
長野県全体,2021年1月第3週,洋食・西洋料理,-47.219878429
長野県全体,2021年1月第3週,肉料理,-42.523843480
長野県全体,2021年1月第3週,鍋料理,-59.657236126
長野県全体,2021年1月第4週,アジア・エスニック,-21.001207597
長野県全体,2021年1月第4週,カフェ・スイーツ,-1.974086379
長野県全体,2021年1月第4週,すべて,-24.333963466
長野県全体,2021年1月第4週,ファミレス・ファストフード,35.372005044
長野県全体,2021年1月第4週,中華,3.662393874
長野県全体,2021年1月第4週,和食,-21.498649075
長野県全体,2021年1月第4週,居酒屋・バー,-59.688428491
長野県全体,2021年1月第4週,洋食・西洋料理,-29.140333370
長野県全体,2021年1月第4週,肉料理,-32.933284658
長野県全体,2021年1月第4週,鍋料理,-57.197995666
長野県全体,2021年2月第1週,アジア・エスニック,-20.388462433
長野県全体,2021年2月第1週,カフェ・スイーツ,-18.025243392
長野県全体,2021年2月第1週,すべて,-34.294536658
長野県全体,2021年2月第1週,ファミレス・ファストフード,31.159420290
長野県全体,2021年2月第1週,中華,-11.676802780
長野県全体,2021年2月第1週,和食,-33.307996561
長野県全体,2021年2月第1週,居酒屋・バー,-66.146606867
長野県全体,2021年2月第1週,洋食・西洋料理,-33.411896441
長野県全体,2021年2月第1週,肉料理,-42.654982004
長野県全体,2021年2月第1週,鍋料理,-63.610112936
長野県全体,2021年2月第2週,アジア・エスニック,-17.633459437
長野県全体,2021年2月第2週,カフェ・スイーツ,-16.573535923
長野県全体,2021年2月第2週,すべて,-32.382350993
長野県全体,2021年2月第2週,ファミレス・ファストフード,41.620284477
長野県全体,2021年2月第2週,中華,-11.969286360
長野県全体,2021年2月第2週,和食,-31.131233558
長野県全体,2021年2月第2週,居酒屋・バー,-60.375575765
長野県全体,2021年2月第2週,洋食・西洋料理,-34.119528130
長野県全体,2021年2月第2週,肉料理,-42.617190375
長野県全体,2021年2月第2週,鍋料理,-60.041241838
長野県全体,2021年2月第3週,アジア・エスニック,-21.127659574
長野県全体,2021年2月第3週,カフェ・スイーツ,-15.284812160
長野県全体,2021年2月第3週,すべて,-26.966546441
長野県全体,2021年2月第3週,ファミレス・ファストフード,15.174129353
長野県全体,2021年2月第3週,中華,-18.895591192
長野県全体,2021年2月第3週,和食,-29.634127042
長野県全体,2021年2月第3週,居酒屋・バー,-49.319313609
長野県全体,2021年2月第3週,洋食・西洋料理,-25.025069823
長野県全体,2021年2月第3週,肉料理,-25.424887027
長野県全体,2021年2月第3週,鍋料理,-44.964580443
長野県全体,2021年2月第4週,アジア・エスニック,-15.043976273
長野県全体,2021年2月第4週,カフェ・スイーツ,-1.829594901
長野県全体,2021年2月第4週,すべて,-20.069584609
長野県全体,2021年2月第4週,ファミレス・ファストフード,17.017326733
長野県全体,2021年2月第4週,中華,-11.046424840
長野県全体,2021年2月第4週,和食,-24.349614490
長野県全体,2021年2月第4週,居酒屋・バー,-52.014905971
長野県全体,2021年2月第4週,洋食・西洋料理,-12.259692150
長野県全体,2021年2月第4週,肉料理,-23.200622487
長野県全体,2021年2月第4週,鍋料理,-48.939278455
長野県全体,2021年3月第1週,アジア・エスニック,-7.290249433
長野県全体,2021年3月第1週,カフェ・スイーツ,-12.562308449
長野県全体,2021年3月第1週,すべて,-22.592312844
長野県全体,2021年3月第1週,ファミレス・ファストフード,15.635395875
長野県全体,2021年3月第1週,中華,-5.611834700
長野県全体,2021年3月第1週,和食,-23.241513016
長野県全体,2021年3月第1週,居酒屋・バー,-47.726149653
長野県全体,2021年3月第1週,洋食・西洋料理,-17.595087725
長野県全体,2021年3月第1週,肉料理,-25.905726529
長野県全体,2021年3月第1週,鍋料理,-49.503076195
長野県全体,2021年3月第2週,アジア・エスニック,-8.128207814
長野県全体,2021年3月第2週,カフェ・スイーツ,-7.542043034
長野県全体,2021年3月第2週,すべて,-22.864082324
長野県全体,2021年3月第2週,ファミレス・ファストフード,27.845036320
長野県全体,2021年3月第2週,中華,-20.823663029
長野県全体,2021年3月第2週,和食,-26.596538623
長野県全体,2021年3月第2週,居酒屋・バー,-45.628569017
長野県全体,2021年3月第2週,洋食・西洋料理,-21.254706883
長野県全体,2021年3月第2週,肉料理,-27.240242434
長野県全体,2021年3月第2週,鍋料理,-46.838072978
長野県全体,2021年3月第3週,アジア・エスニック,-18.121286622
長野県全体,2021年3月第3週,カフェ・スイーツ,-17.686967885
長野県全体,2021年3月第3週,すべて,-25.918685550
長野県全体,2021年3月第3週,ファミレス・ファストフード,22.839506173
長野県全体,2021年3月第3週,中華,-20.725634337
長野県全体,2021年3月第3週,和食,-27.087737844
長野県全体,2021年3月第3週,居酒屋・バー,-46.438313788
長野県全体,2021年3月第3週,洋食・西洋料理,-24.460927691
長野県全体,2021年3月第3週,肉料理,-27.230522334
長野県全体,2021年3月第3週,鍋料理,-52.774242810
長野県全体,2021年3月第4週,アジア・エスニック,-19.670806826
長野県全体,2021年3月第4週,カフェ・スイーツ,-22.318353269
長野県全体,2021年3月第4週,すべて,-29.182858949
長野県全体,2021年3月第4週,ファミレス・ファストフード,-8.055113937
長野県全体,2021年3月第4週,中華,-10.499899619
長野県全体,2021年3月第4週,和食,-28.614621356
長野県全体,2021年3月第4週,居酒屋・バー,-49.625470711
長野県全体,2021年3月第4週,洋食・西洋料理,-30.443518950
長野県全体,2021年3月第4週,肉料理,-32.618277990
長野県全体,2021年3月第4週,鍋料理,-48.257561225
長野県全体,2021年4月第1週,アジア・エスニック,-18.045723570
長野県全体,2021年4月第1週,カフェ・スイーツ,-19.118652094
長野県全体,2021年4月第1週,すべて,-26.435698643
長野県全体,2021年4月第1週,ファミレス・ファストフード,23.619631902
長野県全体,2021年4月第1週,中華,-14.258503401
長野県全体,2021年4月第1週,和食,-24.240703854
長野県全体,2021年4月第1週,居酒屋・バー,-50.739325981
長野県全体,2021年4月第1週,洋食・西洋料理,-27.540641037
長野県全体,2021年4月第1週,肉料理,-31.363149058
長野県全体,2021年4月第1週,鍋料理,-53.263707572
長野県全体,2021年4月第2週,アジア・エスニック,-16.135650495
長野県全体,2021年4月第2週,カフェ・スイーツ,-18.907262189
長野県全体,2021年4月第2週,すべて,-27.546651395
長野県全体,2021年4月第2週,ファミレス・ファストフード,25.082726671
長野県全体,2021年4月第2週,中華,-14.768208313
長野県全体,2021年4月第2週,和食,-26.288365041
長野県全体,2021年4月第2週,居酒屋・バー,-52.962283959
長野県全体,2021年4月第2週,洋食・西洋料理,-25.594608005
長野県全体,2021年4月第2週,肉料理,-33.841382951
長野県全体,2021年4月第2週,鍋料理,-60.423611111
長野県全体,2021年4月第3週,アジア・エスニック,-18.369651123
長野県全体,2021年4月第3週,カフェ・スイーツ,-23.930056442
長野県全体,2021年4月第3週,すべて,-35.303039892
長野県全体,2021年4月第3週,ファミレス・ファストフード,14.339861023
長野県全体,2021年4月第3週,中華,-15.854900070
長野県全体,2021年4月第3週,和食,-36.513371692
長野県全体,2021年4月第3週,居酒屋・バー,-57.960984472
長野県全体,2021年4月第3週,洋食・西洋料理,-36.310059577
長野県全体,2021年4月第3週,肉料理,-37.079731028
長野県全体,2021年4月第3週,鍋料理,-62.072388010
長野県全体,2021年4月第4週,アジア・エスニック,-32.237113402
長野県全体,2021年4月第4週,カフェ・スイーツ,-34.605640858
長野県全体,2021年4月第4週,すべて,-44.512055366
長野県全体,2021年4月第4週,ファミレス・ファストフード,15.653896962
長野県全体,2021年4月第4週,中華,-25.556562909
長野県全体,2021年4月第4週,和食,-44.492334679
長野県全体,2021年4月第4週,居酒屋・バー,-64.753342255
長野県全体,2021年4月第4週,洋食・西洋料理,-47.879561927
長野県全体,2021年4月第4週,肉料理,-47.780266588
長野県全体,2021年4月第4週,鍋料理,-62.281527292
長野県全体,2021年4月第5週,アジア・エスニック,-7.627795527
長野県全体,2021年4月第5週,カフェ・スイーツ,-23.148277333
長野県全体,2021年4月第5週,すべて,-35.861365549
長野県全体,2021年4月第5週,ファミレス・ファストフード,0.374131480
長野県全体,2021年4月第5週,中華,-22.211059866
長野県全体,2021年4月第5週,和食,-37.494530706
長野県全体,2021年4月第5週,居酒屋・バー,-60.787610225
長野県全体,2021年4月第5週,洋食・西洋料理,-35.585159640
長野県全体,2021年4月第5週,肉料理,-34.664037616
長野県全体,2021年4月第5週,鍋料理,-58.916947250
長野県全体,2021年5月第1週,アジア・エスニック,-41.825365980
長野県全体,2021年5月第1週,カフェ・スイーツ,-53.739176923
長野県全体,2021年5月第1週,すべて,-59.452763069
長野県全体,2021年5月第1週,ファミレス・ファストフード,-37.523913638
長野県全体,2021年5月第1週,中華,-41.147274696
長野県全体,2021年5月第1週,和食,-59.925261111
長野県全体,2021年5月第1週,居酒屋・バー,-73.189950482
長野県全体,2021年5月第1週,洋食・西洋料理,-59.062241976
長野県全体,2021年5月第1週,肉料理,-61.592412451
長野県全体,2021年5月第1週,鍋料理,-74.092610677
長野県全体,2021年5月第2週,アジア・エスニック,-34.672647452
長野県全体,2021年5月第2週,カフェ・スイーツ,-39.551424549
長野県全体,2021年5月第2週,すべて,-43.076385992
長野県全体,2021年5月第2週,ファミレス・ファストフード,-16.813186813
長野県全体,2021年5月第2週,中華,-26.333930787
長野県全体,2021年5月第2週,和食,-41.482319864
長野県全体,2021年5月第2週,居酒屋・バー,-61.825461825
長野県全体,2021年5月第2週,洋食・西洋料理,-44.799100269
長野県全体,2021年5月第2週,肉料理,-43.010067804
長野県全体,2021年5月第2週,鍋料理,-52.893124575
長野県全体,2021年5月第3週,アジア・エスニック,-40.942589391
長野県全体,2021年5月第3週,カフェ・スイーツ,-38.323063237
長野県全体,2021年5月第3週,すべて,-45.970010495
長野県全体,2021年5月第3週,ファミレス・ファストフード,-42.395543175
長野県全体,2021年5月第3週,中華,-26.851715866
長野県全体,2021年5月第3週,和食,-46.696503176
長野県全体,2021年5月第3週,居酒屋・バー,-64.765109778
長野県全体,2021年5月第3週,洋食・西洋料理,-46.863831366
長野県全体,2021年5月第3週,肉料理,-45.728266446
長野県全体,2021年5月第3週,鍋料理,-65.013091784
長野県全体,2021年5月第4週,アジア・エスニック,-32.409234412
長野県全体,2021年5月第4週,カフェ・スイーツ,-36.790690787
長野県全体,2021年5月第4週,すべて,-42.934151840
長野県全体,2021年5月第4週,ファミレス・ファストフード,-28.009679371
長野県全体,2021年5月第4週,中華,-26.988329901
長野県全体,2021年5月第4週,和食,-42.356977681
長野県全体,2021年5月第4週,居酒屋・バー,-65.260106746
長野県全体,2021年5月第4週,洋食・西洋料理,-42.404167607
長野県全体,2021年5月第4週,肉料理,-42.802288067
長野県全体,2021年5月第4週,鍋料理,-62.580739871
長野県全体,2021年6月第1週,アジア・エスニック,-30.671097770
長野県全体,2021年6月第1週,カフェ・スイーツ,-32.941481366
長野県全体,2021年6月第1週,すべて,-41.214305067
長野県全体,2021年6月第1週,ファミレス・ファストフード,-43.551185656
長野県全体,2021年6月第1週,中華,-28.755698301
長野県全体,2021年6月第1週,和食,-41.358763697
長野県全体,2021年6月第1週,居酒屋・バー,-61.897013200
長野県全体,2021年6月第1週,洋食・西洋料理,-41.140871825
長野県全体,2021年6月第1週,肉料理,-44.540602914
長野県全体,2021年6月第1週,鍋料理,-61.467889908
長野県全体,2021年6月第2週,アジア・エスニック,-23.437142203
長野県全体,2021年6月第2週,カフェ・スイーツ,-33.912182736
長野県全体,2021年6月第2週,すべて,-41.694894435
長野県全体,2021年6月第2週,ファミレス・ファストフード,-28.966914247
長野県全体,2021年6月第2週,中華,-30.574488802
長野県全体,2021年6月第2週,和食,-44.319023639
長野県全体,2021年6月第2週,居酒屋・バー,-64.208936401
長野県全体,2021年6月第2週,洋食・西洋料理,-37.934900645
長野県全体,2021年6月第2週,肉料理,-42.382689134
長野県全体,2021年6月第2週,鍋料理,-59.556893624
長野県全体,2021年6月第3週,アジア・エスニック,-23.253388947
長野県全体,2021年6月第3週,カフェ・スイーツ,-35.445512969
長野県全体,2021年6月第3週,すべて,-38.714745245
長野県全体,2021年6月第3週,ファミレス・ファストフード,-36.822884967
長野県全体,2021年6月第3週,中華,-21.122772761
長野県全体,2021年6月第3週,和食,-39.089617852
長野県全体,2021年6月第3週,居酒屋・バー,-58.228436830
長野県全体,2021年6月第3週,洋食・西洋料理,-36.761981698
長野県全体,2021年6月第3週,肉料理,-35.583244631
長野県全体,2021年6月第3週,鍋料理,-56.457268079
長野県全体,2021年6月第4週,アジア・エスニック,-24.525579847
長野県全体,2021年6月第4週,カフェ・スイーツ,-37.195005719
長野県全体,2021年6月第4週,すべて,-39.364736419
長野県全体,2021年6月第4週,ファミレス・ファストフード,-16.606498195
長野県全体,2021年6月第4週,中華,-25.481628600
長野県全体,2021年6月第4週,和食,-39.102713910
長野県全体,2021年6月第4週,居酒屋・バー,-59.187774628
長野県全体,2021年6月第4週,洋食・西洋料理,-36.953677234
長野県全体,2021年6月第4週,肉料理,-38.043257308
長野県全体,2021年6月第4週,鍋料理,-54.524222105
長野県全体,2021年7月第1週,アジア・エスニック,-25.463226100
長野県全体,2021年7月第1週,カフェ・スイーツ,-36.012734875
長野県全体,2021年7月第1週,すべて,-40.233789000
長野県全体,2021年7月第1週,ファミレス・ファストフード,-37.014188772
長野県全体,2021年7月第1週,中華,-21.104443041
長野県全体,2021年7月第1週,和食,-40.996153766
長野県全体,2021年7月第1週,居酒屋・バー,-61.671394283
長野県全体,2021年7月第1週,洋食・西洋料理,-37.647704841
長野県全体,2021年7月第1週,肉料理,-40.246247063
長野県全体,2021年7月第1週,鍋料理,-61.434094903
長野県全体,2021年7月第2週,アジア・エスニック,-27.613789995
長野県全体,2021年7月第2週,カフェ・スイーツ,-43.748321060
長野県全体,2021年7月第2週,すべて,-39.891272421
長野県全体,2021年7月第2週,ファミレス・ファストフード,-19.971771348
長野県全体,2021年7月第2週,中華,-26.069139435
長野県全体,2021年7月第2週,和食,-35.450839243
長野県全体,2021年7月第2週,居酒屋・バー,-56.555186416
長野県全体,2021年7月第2週,洋食・西洋料理,-41.130899596
長野県全体,2021年7月第2週,肉料理,-36.099158817
長野県全体,2021年7月第2週,鍋料理,-48.442989460
長野県全体,2021年7月第3週,アジア・エスニック,-35.919790759
長野県全体,2021年7月第3週,カフェ・スイーツ,-32.486761299
長野県全体,2021年7月第3週,すべて,-33.958111716
長野県全体,2021年7月第3週,ファミレス・ファストフード,-44.594594595
長野県全体,2021年7月第3週,中華,-11.164281954
長野県全体,2021年7月第3週,和食,-33.555120394
長野県全体,2021年7月第3週,居酒屋・バー,-57.259928847
長野県全体,2021年7月第3週,洋食・西洋料理,-25.372646249
長野県全体,2021年7月第3週,肉料理,-41.869050952
長野県全体,2021年7月第3週,鍋料理,-50.076266016
長野県全体,2021年7月第4週,アジア・エスニック,-33.536320139
長野県全体,2021年7月第4週,カフェ・スイーツ,-27.384072843
長野県全体,2021年7月第4週,すべて,-26.333061808
長野県全体,2021年7月第4週,ファミレス・ファストフード,-37.750759878
長野県全体,2021年7月第4週,中華,-19.774428165
長野県全体,2021年7月第4週,和食,-22.848245915
長野県全体,2021年7月第4週,居酒屋・バー,-48.022504372
長野県全体,2021年7月第4週,洋食・西洋料理,-26.007240882
長野県全体,2021年7月第4週,肉料理,-28.328279370
長野県全体,2021年7月第4週,鍋料理,-39.464642429
長野県全体,2021年7月第5週,アジア・エスニック,-36.310063463
長野県全体,2021年7月第5週,カフェ・スイーツ,-40.214360737
長野県全体,2021年7月第5週,すべて,-41.161751751
長野県全体,2021年7月第5週,ファミレス・ファストフード,-45.481049563
長野県全体,2021年7月第5週,中華,-33.179114342
長野県全体,2021年7月第5週,和食,-40.963754606
長野県全体,2021年7月第5週,居酒屋・バー,-58.631026365
長野県全体,2021年7月第5週,洋食・西洋料理,-38.589813646
長野県全体,2021年7月第5週,肉料理,-41.565303105
長野県全体,2021年7月第5週,鍋料理,-51.761538462
長野県全体,2021年8月第1週,アジア・エスニック,-30.002313208
長野県全体,2021年8月第1週,カフェ・スイーツ,-39.745085294
長野県全体,2021年8月第1週,すべて,-39.240077196
長野県全体,2021年8月第1週,ファミレス・ファストフード,-43.856920684
長野県全体,2021年8月第1週,中華,-30.467774949
長野県全体,2021年8月第1週,和食,-38.964220170
長野県全体,2021年8月第1週,居酒屋・バー,-54.597580295
長野県全体,2021年8月第1週,洋食・西洋料理,-38.664350141
長野県全体,2021年8月第1週,肉料理,-37.661294547
長野県全体,2021年8月第1週,鍋料理,-52.341618113
長野県全体,2021年8月第2週,アジア・エスニック,-36.681022634
長野県全体,2021年8月第2週,カフェ・スイーツ,-36.922035106
長野県全体,2021年8月第2週,すべて,-38.558352403
長野県全体,2021年8月第2週,ファミレス・ファストフード,-45.233182006
長野県全体,2021年8月第2週,中華,-14.014816195
長野県全体,2021年8月第2週,和食,-35.332113367
長野県全体,2021年8月第2週,居酒屋・バー,-60.559542498
長野県全体,2021年8月第2週,洋食・西洋料理,-39.438721844
長野県全体,2021年8月第2週,肉料理,-41.091587452
長野県全体,2021年8月第2週,鍋料理,-55.637448986
長野県全体,2021年8月第3週,アジア・エスニック,-69.485996181
長野県全体,2021年8月第3週,カフェ・スイーツ,-76.467696820
長野県全体,2021年8月第3週,すべて,-77.085276723
長野県全体,2021年8月第3週,ファミレス・ファストフード,-74.759284732
長野県全体,2021年8月第3週,中華,-65.511229617
長野県全体,2021年8月第3週,和食,-77.353298549
長野県全体,2021年8月第3週,居酒屋・バー,-84.244970426
長野県全体,2021年8月第3週,洋食・西洋料理,-76.103057264
長野県全体,2021年8月第3週,肉料理,-77.840575719
長野県全体,2021年8月第3週,鍋料理,-82.891000437
長野県全体,2021年8月第4週,アジア・エスニック,-47.435266319
長野県全体,2021年8月第4週,カフェ・スイーツ,-49.134115757
長野県全体,2021年8月第4週,すべて,-53.531058470
長野県全体,2021年8月第4週,ファミレス・ファストフード,-47.818696884
長野県全体,2021年8月第4週,中華,-36.793519216
長野県全体,2021年8月第4週,和食,-51.812719965
長野県全体,2021年8月第4週,居酒屋・バー,-72.399327749
長野県全体,2021年8月第4週,洋食・西洋料理,-57.543051114
長野県全体,2021年8月第4週,肉料理,-54.168007724
長野県全体,2021年8月第4週,鍋料理,-66.795309485
長野県全体,2021年9月第1週,アジア・エスニック,-49.630781189
長野県全体,2021年9月第1週,カフェ・スイーツ,-40.384298703
長野県全体,2021年9月第1週,すべて,-49.479299092
長野県全体,2021年9月第1週,ファミレス・ファストフード,-38.981042654
長野県全体,2021年9月第1週,中華,-22.772946860
長野県全体,2021年9月第1週,和食,-46.437351455
長野県全体,2021年9月第1週,居酒屋・バー,-72.623939378
長野県全体,2021年9月第1週,洋食・西洋料理,-55.722315071
長野県全体,2021年9月第1週,肉料理,-58.433275012
長野県全体,2021年9月第1週,鍋料理,-65.357142857
長野県全体,2021年9月第2週,アジア・エスニック,-44.654088050
長野県全体,2021年9月第2週,カフェ・スイーツ,-32.652038189
長野県全体,2021年9月第2週,すべて,-43.878286610
長野県全体,2021年9月第2週,ファミレス・ファストフード,-38.965724594
長野県全体,2021年9月第2週,中華,-25.610966675
長野県全体,2021年9月第2週,和食,-42.704680630
長野県全体,2021年9月第2週,居酒屋・バー,-67.134178553
長野県全体,2021年9月第2週,洋食・西洋料理,-49.457577905
長野県全体,2021年9月第2週,肉料理,-49.959582409
長野県全体,2021年9月第2週,鍋料理,-57.252641691
長野県全体,2021年9月第3週,アジア・エスニック,-39.793678665
長野県全体,2021年9月第3週,カフェ・スイーツ,-30.806081891
長野県全体,2021年9月第3週,すべて,-40.630905716
長野県全体,2021年9月第3週,ファミレス・ファストフード,-41.449916989
長野県全体,2021年9月第3週,中華,-30.722919252
長野県全体,2021年9月第3週,和食,-41.864742856
長野県全体,2021年9月第3週,居酒屋・バー,-59.493122219
長野県全体,2021年9月第3週,洋食・西洋料理,-44.455364643
長野県全体,2021年9月第3週,肉料理,-40.852295815
長野県全体,2021年9月第3週,鍋料理,-48.698216341
長野県全体,2021年9月第4週,アジア・エスニック,-26.043546253
長野県全体,2021年9月第4週,カフェ・スイーツ,-15.599617675
長野県全体,2021年9月第4週,すべて,-32.574972522
長野県全体,2021年9月第4週,ファミレス・ファストフード,-30.585424134
長野県全体,2021年9月第4週,中華,-21.924405312
長野県全体,2021年9月第4週,和食,-33.801351544
長野県全体,2021年9月第4週,居酒屋・バー,-58.132845891
長野県全体,2021年9月第4週,洋食・西洋料理,-40.170891902
長野県全体,2021年9月第4週,肉料理,-39.084285329
長野県全体,2021年9月第4週,鍋料理,-47.104136947
長野県全体,2021年9月第5週,アジア・エスニック,-33.474526415
長野県全体,2021年9月第5週,カフェ・スイーツ,-25.393878164
長野県全体,2021年9月第5週,すべて,-35.057080347
長野県全体,2021年9月第5週,ファミレス・ファストフード,-46.923519264
長野県全体,2021年9月第5週,中華,-32.987742842
長野県全体,2021年9月第5週,和食,-34.881229848
長野県全体,2021年9月第5週,居酒屋・バー,-55.979862294
長野県全体,2021年9月第5週,洋食・西洋料理,-39.302777097
長野県全体,2021年9月第5週,肉料理,-39.856180847
長野県全体,2021年9月第5週,鍋料理,-46.274084965
長野県全体,2021年10月第1週,アジア・エスニック,-31.502554575
長野県全体,2021年10月第1週,カフェ・スイーツ,-25.5
長野県全体,2021年10月第1週,すべて,-30.571456273
長野県全体,2021年10月第1週,ファミレス・ファストフード,-25.729927007
長野県全体,2021年10月第1週,中華,-31.818181818
長野県全体,2021年10月第1週,和食,-30.166375483
長野県全体,2021年10月第1週,居酒屋・バー,-51.345881102
長野県全体,2021年10月第1週,洋食・西洋料理,-32.140915067
長野県全体,2021年10月第1週,肉料理,-31.589867010
長野県全体,2021年10月第1週,鍋料理,-40.559725849
