エリア,期間(週次),飲食店のジャンル,2019年同週比[%]
茨城県全体,2020年11月第2週,肉料理,0.101514759
茨城県全体,2020年11月第2週,鍋料理,-5.980628299
茨城県全体,2020年11月第3週,アジア・エスニック,-12.337170554
茨城県全体,2020年11月第3週,カフェ・スイーツ,-12.471593541
茨城県全体,2020年11月第3週,すべて,-5.816776563
茨城県全体,2020年11月第3週,ファミレス・ファストフード,-11.054192505
茨城県全体,2020年11月第3週,中華,6.112967642
茨城県全体,2020年11月第3週,和食,3.568732414
茨城県全体,2020年11月第3週,居酒屋・バー,-22.789164170
茨城県全体,2020年11月第3週,洋食・西洋料理,-18.701057104
茨城県全体,2020年11月第3週,肉料理,-5.294832365
茨城県全体,2020年11月第3週,鍋料理,-5.542529309
茨城県全体,2020年11月第4週,アジア・エスニック,-10.131024801
茨城県全体,2020年11月第4週,カフェ・スイーツ,-10.069829509
茨城県全体,2020年11月第4週,すべて,-15.669715364
茨城県全体,2020年11月第4週,ファミレス・ファストフード,-3.187011425
茨城県全体,2020年11月第4週,中華,6.818755788
茨城県全体,2020年11月第4週,和食,-13.954645517
茨城県全体,2020年11月第4週,居酒屋・バー,-34.438994872
茨城県全体,2020年11月第4週,洋食・西洋料理,-26.220191517
茨城県全体,2020年11月第4週,肉料理,-11.738546073
茨城県全体,2020年11月第4週,鍋料理,-18.652451088
茨城県全体,2020年12月第1週,アジア・エスニック,-36.641058472
茨城県全体,2020年12月第1週,カフェ・スイーツ,-24.260438092
茨城県全体,2020年12月第1週,すべて,-28.139730946
茨城県全体,2020年12月第1週,ファミレス・ファストフード,-12.657035176
茨城県全体,2020年12月第1週,中華,-8.225186525
茨城県全体,2020年12月第1週,和食,-25.575612985
茨城県全体,2020年12月第1週,居酒屋・バー,-49.525293201
茨城県全体,2020年12月第1週,洋食・西洋料理,-35.072554910
茨城県全体,2020年12月第1週,肉料理,-23.611254251
茨城県全体,2020年12月第1週,鍋料理,-28.979525335
茨城県全体,2020年12月第2週,アジア・エスニック,-26.135130947
茨城県全体,2020年12月第2週,カフェ・スイーツ,-19.118191923
茨城県全体,2020年12月第2週,すべて,-25.356244021
茨城県全体,2020年12月第2週,ファミレス・ファストフード,-18.189461883
茨城県全体,2020年12月第2週,中華,-12.107605013
茨城県全体,2020年12月第2週,和食,-23.678890879
茨城県全体,2020年12月第2週,居酒屋・バー,-44.905649225
茨城県全体,2020年12月第2週,洋食・西洋料理,-31.349777629
茨城県全体,2020年12月第2週,肉料理,-26.179353653
茨城県全体,2020年12月第2週,鍋料理,-26.916653198
茨城県全体,2020年12月第3週,アジア・エスニック,-19.463960448
茨城県全体,2020年12月第3週,カフェ・スイーツ,-21.641546320
茨城県全体,2020年12月第3週,すべて,-24.138885403
茨城県全体,2020年12月第3週,ファミレス・ファストフード,-8.540122462
茨城県全体,2020年12月第3週,中華,-11.308102150
茨城県全体,2020年12月第3週,和食,-21.088663145
茨城県全体,2020年12月第3週,居酒屋・バー,-43.051831638
茨城県全体,2020年12月第3週,洋食・西洋料理,-31.103291913
茨城県全体,2020年12月第3週,肉料理,-19.416196271
茨城県全体,2020年12月第3週,鍋料理,-19.667606296
茨城県全体,2020年12月第4週,アジア・エスニック,-17.312582647
茨城県全体,2020年12月第4週,カフェ・スイーツ,-12.390156898
茨城県全体,2020年12月第4週,すべて,-20.988034434
茨城県全体,2020年12月第4週,ファミレス・ファストフード,-22.099272842
茨城県全体,2020年12月第4週,中華,-3.449008875
茨城県全体,2020年12月第4週,和食,-24.023853956
茨城県全体,2020年12月第4週,居酒屋・バー,-40.978774584
茨城県全体,2020年12月第4週,洋食・西洋料理,-20.530763578
茨城県全体,2020年12月第4週,肉料理,-18.956701224
茨城県全体,2020年12月第4週,鍋料理,-21.633393829
茨城県全体,2020年12月第5週,アジア・エスニック,-20.299354334
茨城県全体,2020年12月第5週,カフェ・スイーツ,-16.396334701
茨城県全体,2020年12月第5週,すべて,-23.188010102
茨城県全体,2020年12月第5週,ファミレス・ファストフード,-24.265426053
茨城県全体,2020年12月第5週,中華,-16.512654013
茨城県全体,2020年12月第5週,和食,-25.665054232
茨城県全体,2020年12月第5週,居酒屋・バー,-31.529025491
茨城県全体,2020年12月第5週,洋食・西洋料理,-27.311453549
茨城県全体,2020年12月第5週,肉料理,-16.977682992
茨城県全体,2020年12月第5週,鍋料理,-31.445414090
茨城県全体,2021年1月第1週,アジア・エスニック,-5.114923924
茨城県全体,2021年1月第1週,カフェ・スイーツ,-21.393536433
茨城県全体,2021年1月第1週,すべて,-32.132284117
茨城県全体,2021年1月第1週,ファミレス・ファストフード,-41.345291480
茨城県全体,2021年1月第1週,中華,-12.872188272
茨城県全体,2021年1月第1週,和食,-34.987053488
茨城県全体,2021年1月第1週,居酒屋・バー,-39.604974745
茨城県全体,2021年1月第1週,洋食・西洋料理,-24.553220878
茨城県全体,2021年1月第1週,肉料理,-29.334473074
茨城県全体,2021年1月第1週,鍋料理,-50.360168532
茨城県全体,2021年1月第2週,アジア・エスニック,-17.928571429
茨城県全体,2021年1月第2週,カフェ・スイーツ,-29.539948604
茨城県全体,2021年1月第2週,すべて,-39.192935544
茨城県全体,2021年1月第2週,ファミレス・ファストフード,-28.208592272
茨城県全体,2021年1月第2週,中華,-1.850938915
茨城県全体,2021年1月第2週,和食,-39.325971677
茨城県全体,2021年1月第2週,居酒屋・バー,-57.991041647
茨城県全体,2021年1月第2週,洋食・西洋料理,-41.427182454
茨城県全体,2021年1月第2週,肉料理,-33.963872633
茨城県全体,2021年1月第2週,鍋料理,-64.328180737
茨城県全体,2021年1月第3週,アジア・エスニック,-27.852197471
茨城県全体,2021年1月第3週,カフェ・スイーツ,-36.747046668
茨城県全体,2021年1月第3週,すべて,-43.950304333
茨城県全体,2021年1月第3週,ファミレス・ファストフード,-36.125511596
茨城県全体,2021年1月第3週,中華,-21.458998935
茨城県全体,2021年1月第3週,和食,-44.881418986
茨城県全体,2021年1月第3週,居酒屋・バー,-56.404310462
茨城県全体,2021年1月第3週,洋食・西洋料理,-45.853142002
茨城県全体,2021年1月第3週,肉料理,-37.687357189
茨城県全体,2021年1月第3週,鍋料理,-56.361914212
茨城県全体,2021年1月第4週,アジア・エスニック,-13.843841468
茨城県全体,2021年1月第4週,カフェ・スイーツ,-18.819180625
茨城県全体,2021年1月第4週,すべて,-25.838486289
茨城県全体,2021年1月第4週,ファミレス・ファストフード,12.763068568
茨城県全体,2021年1月第4週,中華,7.122575485
茨城県全体,2021年1月第4週,和食,-22.732648471
茨城県全体,2021年1月第4週,居酒屋・バー,-50.084383997
茨城県全体,2021年1月第4週,洋食・西洋料理,-30.107216586
茨城県全体,2021年1月第4週,肉料理,-18.789356984
茨城県全体,2021年1月第4週,鍋料理,-45.817507687
茨城県全体,2021年2月第1週,アジア・エスニック,-23.992368233
茨城県全体,2021年2月第1週,カフェ・スイーツ,-27.548404690
茨城県全体,2021年2月第1週,すべて,-34.734514388
茨城県全体,2021年2月第1週,ファミレス・ファストフード,-22.408026756
茨城県全体,2021年2月第1週,中華,-1.477321814
茨城県全体,2021年2月第1週,和食,-34.734654777
茨城県全体,2021年2月第1週,居酒屋・バー,-55.372504143
茨城県全体,2021年2月第1週,洋食・西洋料理,-35.548682755
茨城県全体,2021年2月第1週,肉料理,-34.279839844
茨城県全体,2021年2月第1週,鍋料理,-58.141198919
茨城県全体,2021年2月第2週,アジア・エスニック,-14.488201042
茨城県全体,2021年2月第2週,カフェ・スイーツ,-21.368925054
茨城県全体,2021年2月第2週,すべて,-29.827327516
茨城県全体,2021年2月第2週,ファミレス・ファストフード,-15.625823452
茨城県全体,2021年2月第2週,中華,-7.124622882
茨城県全体,2021年2月第2週,和食,-30.428383382
茨城県全体,2021年2月第2週,居酒屋・バー,-52.226766008
茨城県全体,2021年2月第2週,洋食・西洋料理,-29.594625698
茨城県全体,2021年2月第2週,肉料理,-24.091798765
茨城県全体,2021年2月第2週,鍋料理,-62.859217134
茨城県全体,2021年2月第3週,アジア・エスニック,-24.971461187
茨城県全体,2021年2月第3週,カフェ・スイーツ,-24.527405114
茨城県全体,2021年2月第3週,すべて,-28.442976376
茨城県全体,2021年2月第3週,ファミレス・ファストフード,-18.158567775
茨城県全体,2021年2月第3週,中華,-1.803186504
茨城県全体,2021年2月第3週,和食,-26.776574393
茨城県全体,2021年2月第3週,居酒屋・バー,-51.352698687
茨城県全体,2021年2月第3週,洋食・西洋料理,-32.410490244
茨城県全体,2021年2月第3週,肉料理,-21.611842105
茨城県全体,2021年2月第3週,鍋料理,-56.924155231
茨城県全体,2021年2月第4週,アジア・エスニック,-15.939524838
茨城県全体,2021年2月第4週,カフェ・スイーツ,-17.277790726
茨城県全体,2021年2月第4週,すべて,-25.009665340
茨城県全体,2021年2月第4週,ファミレス・ファストフード,-22.419161677
茨城県全体,2021年2月第4週,中華,-6.738615425
茨城県全体,2021年2月第4週,和食,-25.048837191
茨城県全体,2021年2月第4週,居酒屋・バー,-40.852252252
茨城県全体,2021年2月第4週,洋食・西洋料理,-30.381961497
茨城県全体,2021年2月第4週,肉料理,-19.445658162
茨城県全体,2021年2月第4週,鍋料理,-47.201538336
茨城県全体,2021年3月第1週,アジア・エスニック,-18.502167915
茨城県全体,2021年3月第1週,カフェ・スイーツ,-24.870199229
茨城県全体,2021年3月第1週,すべて,-28.431356708
茨城県全体,2021年3月第1週,ファミレス・ファストフード,-16.229603730
茨城県全体,2021年3月第1週,中華,-13.940320714
茨城県全体,2021年3月第1週,和食,-27.724232806
茨城県全体,2021年3月第1週,居酒屋・バー,-36.654156088
茨城県全体,2021年3月第1週,洋食・西洋料理,-32.163787588
茨城県全体,2021年3月第1週,肉料理,-23.143107321
茨城県全体,2021年3月第1週,鍋料理,-45.374781829
茨城県全体,2021年3月第2週,アジア・エスニック,-31.396183097
茨城県全体,2021年3月第2週,カフェ・スイーツ,-22.392315115
茨城県全体,2021年3月第2週,すべて,-27.858717090
茨城県全体,2021年3月第2週,ファミレス・ファストフード,-13.649462929
茨城県全体,2021年3月第2週,中華,-12.656070395
茨城県全体,2021年3月第2週,和食,-27.922670071
茨城県全体,2021年3月第2週,居酒屋・バー,-34.670907756
茨城県全体,2021年3月第2週,洋食・西洋料理,-31.676242203
茨城県全体,2021年3月第2週,肉料理,-25.208656474
茨城県全体,2021年3月第2週,鍋料理,-48.018583043
茨城県全体,2021年3月第3週,アジア・エスニック,-23.376814798
茨城県全体,2021年3月第3週,カフェ・スイーツ,-26.707218698
茨城県全体,2021年3月第3週,すべて,-27.985939558
茨城県全体,2021年3月第3週,ファミレス・ファストフード,-17.799268165
茨城県全体,2021年3月第3週,中華,-8.940622130
茨城県全体,2021年3月第3週,和食,-26.891198561
茨城県全体,2021年3月第3週,居酒屋・バー,-35.263943138
茨城県全体,2021年3月第3週,洋食・西洋料理,-32.033640545
茨城県全体,2021年3月第3週,肉料理,-25.543627352
茨城県全体,2021年3月第3週,鍋料理,-46.498768411
茨城県全体,2021年3月第4週,アジア・エスニック,-21.025128717
茨城県全体,2021年3月第4週,カフェ・スイーツ,-24.163091547
茨城県全体,2021年3月第4週,すべて,-25.806427017
茨城県全体,2021年3月第4週,ファミレス・ファストフード,-19.798488665
茨城県全体,2021年3月第4週,中華,-6.579999159
茨城県全体,2021年3月第4週,和食,-23.788648278
茨城県全体,2021年3月第4週,居酒屋・バー,-32.657218469
茨城県全体,2021年3月第4週,洋食・西洋料理,-31.345448396
茨城県全体,2021年3月第4週,肉料理,-25.826352728
茨城県全体,2021年3月第4週,鍋料理,-41.8375
茨城県全体,2021年4月第1週,アジア・エスニック,-13.920569441
茨城県全体,2021年4月第1週,カフェ・スイーツ,-21.093910938
茨城県全体,2021年4月第1週,すべて,-23.663576553
茨城県全体,2021年4月第1週,ファミレス・ファストフード,-18.197573657
茨城県全体,2021年4月第1週,中華,-0.949462690
茨城県全体,2021年4月第1週,和食,-22.651189115
茨城県全体,2021年4月第1週,居酒屋・バー,-36.114314098
茨城県全体,2021年4月第1週,洋食・西洋料理,-29.197055275
茨城県全体,2021年4月第1週,肉料理,-22.959801489
茨城県全体,2021年4月第1週,鍋料理,-33.239326283
茨城県全体,2021年4月第2週,アジア・エスニック,-19.728535354
茨城県全体,2021年4月第2週,カフェ・スイーツ,-23.737569997
茨城県全体,2021年4月第2週,すべて,-23.660380107
茨城県全体,2021年4月第2週,ファミレス・ファストフード,-3.593486805
茨城県全体,2021年4月第2週,中華,-9.612989133
茨城県全体,2021年4月第2週,和食,-20.482463011
茨城県全体,2021年4月第2週,居酒屋・バー,-37.949751298
茨城県全体,2021年4月第2週,洋食・西洋料理,-28.544133968
茨城県全体,2021年4月第2週,肉料理,-21.031932629
茨城県全体,2021年4月第2週,鍋料理,-19.182561308
茨城県全体,2021年4月第3週,アジア・エスニック,-22.836506008
茨城県全体,2021年4月第3週,カフェ・スイーツ,-24.963268574
茨城県全体,2021年4月第3週,すべて,-14.923356677
茨城県全体,2021年4月第3週,ファミレス・ファストフード,-9.523809524
茨城県全体,2021年4月第3週,中華,33.770103526
茨城県全体,2021年4月第3週,和食,-9.036912329
茨城県全体,2021年4月第3週,居酒屋・バー,-41.488628532
茨城県全体,2021年4月第3週,洋食・西洋料理,-31.597790703
茨城県全体,2021年4月第3週,肉料理,-23.869899698
茨城県全体,2021年4月第3週,鍋料理,175.048437368
茨城県全体,2021年4月第4週,アジア・エスニック,-29.389557661
茨城県全体,2021年4月第4週,カフェ・スイーツ,-27.499221707
茨城県全体,2021年4月第4週,すべて,-28.199638606
茨城県全体,2021年4月第4週,ファミレス・ファストフード,-14.500288850
茨城県全体,2021年4月第4週,中華,-10.247664244
茨城県全体,2021年4月第4週,和食,-25.993509920
茨城県全体,2021年4月第4週,居酒屋・バー,-45.471349353
茨城県全体,2021年4月第4週,洋食・西洋料理,-38.115123878
茨城県全体,2021年4月第4週,肉料理,-28.734817426
茨城県全体,2021年4月第4週,鍋料理,30.035717252
茨城県全体,2021年4月第5週,アジア・エスニック,-21.861071110
茨城県全体,2021年4月第5週,カフェ・スイーツ,-21.441804337
茨城県全体,2021年4月第5週,すべて,-25.518216019
茨城県全体,2021年4月第5週,ファミレス・ファストフード,-19.181470654
茨城県全体,2021年4月第5週,中華,0.660257153
茨城県全体,2021年4月第5週,和食,-21.295785444
茨城県全体,2021年4月第5週,居酒屋・バー,-44.202807808
茨城県全体,2021年4月第5週,洋食・西洋料理,-36.768634492
茨城県全体,2021年4月第5週,肉料理,-27.986673013
茨城県全体,2021年4月第5週,鍋料理,-8.412732021
茨城県全体,2021年5月第1週,アジア・エスニック,-34.232548469
茨城県全体,2021年5月第1週,カフェ・スイーツ,-36.457973020
茨城県全体,2021年5月第1週,すべて,-42.209394943
茨城県全体,2021年5月第1週,ファミレス・ファストフード,-37.368164855
茨城県全体,2021年5月第1週,中華,-19.789197640
茨城県全体,2021年5月第1週,和食,-41.815718404
茨城県全体,2021年5月第1週,居酒屋・バー,-54.511537273
茨城県全体,2021年5月第1週,洋食・西洋料理,-44.145173848
茨城県全体,2021年5月第1週,肉料理,-49.255359460
茨城県全体,2021年5月第1週,鍋料理,-42.655520039
茨城県全体,2021年5月第2週,アジア・エスニック,-42.858750070
茨城県全体,2021年5月第2週,カフェ・スイーツ,-33.994703214
茨城県全体,2021年5月第2週,すべて,-34.171782512
茨城県全体,2021年5月第2週,ファミレス・ファストフード,-18.120985011
茨城県全体,2021年5月第2週,中華,-7.656791073
茨城県全体,2021年5月第2週,和食,-32.474582844
茨城県全体,2021年5月第2週,居酒屋・バー,-43.297467548
茨城県全体,2021年5月第2週,洋食・西洋料理,-39.758085280
茨城県全体,2021年5月第2週,肉料理,-24.585946596
茨城県全体,2021年5月第2週,鍋料理,-28.128757747
茨城県全体,2021年5月第3週,アジア・エスニック,-37.805983681
茨城県全体,2021年5月第3週,カフェ・スイーツ,-31.442386585
茨城県全体,2021年5月第3週,すべて,-33.356016210
茨城県全体,2021年5月第3週,ファミレス・ファストフード,-27.921524026
茨城県全体,2021年5月第3週,中華,-22.608074312
茨城県全体,2021年5月第3週,和食,-29.240824193
茨城県全体,2021年5月第3週,居酒屋・バー,-44.658209268
茨城県全体,2021年5月第3週,洋食・西洋料理,-41.269878528
茨城県全体,2021年5月第3週,肉料理,-31.056030787
茨城県全体,2021年5月第3週,鍋料理,-32.112593747
茨城県全体,2021年5月第4週,アジア・エスニック,-36.467954100
茨城県全体,2021年5月第4週,カフェ・スイーツ,-27.365709825
茨城県全体,2021年5月第4週,すべて,-29.861436594
茨城県全体,2021年5月第4週,ファミレス・ファストフード,-23.714458560
茨城県全体,2021年5月第4週,中華,-2.621292251
茨城県全体,2021年5月第4週,和食,-26.709225302
茨城県全体,2021年5月第4週,居酒屋・バー,-43.956063551
茨城県全体,2021年5月第4週,洋食・西洋料理,-36.728637238
茨城県全体,2021年5月第4週,肉料理,-34.237966005
茨城県全体,2021年5月第4週,鍋料理,-22.899578807
茨城県全体,2021年6月第1週,アジア・エスニック,-37.644867550
茨城県全体,2021年6月第1週,カフェ・スイーツ,-28.977844397
茨城県全体,2021年6月第1週,すべて,-32.059881809
茨城県全体,2021年6月第1週,ファミレス・ファストフード,-31.338345865
茨城県全体,2021年6月第1週,中華,-2.784123911
茨城県全体,2021年6月第1週,和食,-30.368245122
茨城県全体,2021年6月第1週,居酒屋・バー,-45.632582930
茨城県全体,2021年6月第1週,洋食・西洋料理,-36.314825385
茨城県全体,2021年6月第1週,肉料理,-36.490590124
茨城県全体,2021年6月第1週,鍋料理,-23.468220119
茨城県全体,2021年6月第2週,アジア・エスニック,-42.817982456
茨城県全体,2021年6月第2週,カフェ・スイーツ,-26.529155139
茨城県全体,2021年6月第2週,すべて,-28.605831986
茨城県全体,2021年6月第2週,ファミレス・ファストフード,-37.572078907
茨城県全体,2021年6月第2週,中華,-22.015172719
茨城県全体,2021年6月第2週,和食,-23.194893756
茨城県全体,2021年6月第2週,居酒屋・バー,-46.380228958
茨城県全体,2021年6月第2週,洋食・西洋料理,-28.194777680
茨城県全体,2021年6月第2週,肉料理,-37.581958494
茨城県全体,2021年6月第2週,鍋料理,-31.562368753
茨城県全体,2021年6月第3週,アジア・エスニック,-35.073386873
茨城県全体,2021年6月第3週,カフェ・スイーツ,-29.682457161
茨城県全体,2021年6月第3週,すべて,-31.146669945
茨城県全体,2021年6月第3週,ファミレス・ファストフード,-32.581177766
茨城県全体,2021年6月第3週,中華,-7.365624519
茨城県全体,2021年6月第3週,和食,-28.238329697
茨城県全体,2021年6月第3週,居酒屋・バー,-45.589356247
茨城県全体,2021年6月第3週,洋食・西洋料理,-33.933744073
茨城県全体,2021年6月第3週,肉料理,-36.474042196
茨城県全体,2021年6月第3週,鍋料理,-32.960174361
茨城県全体,2021年6月第4週,アジア・エスニック,-34.662152826
茨城県全体,2021年6月第4週,カフェ・スイーツ,-31.475761839
茨城県全体,2021年6月第4週,すべて,-34.292416348
茨城県全体,2021年6月第4週,ファミレス・ファストフード,-38.305489260
茨城県全体,2021年6月第4週,中華,-17.079432196
茨城県全体,2021年6月第4週,和食,-32.631158206
茨城県全体,2021年6月第4週,居酒屋・バー,-48.701873694
茨城県全体,2021年6月第4週,洋食・西洋料理,-37.798405839
茨城県全体,2021年6月第4週,肉料理,-36.338897689
茨城県全体,2021年6月第4週,鍋料理,-39.059451689
茨城県全体,2021年7月第1週,アジア・エスニック,-42.336534666
茨城県全体,2021年7月第1週,カフェ・スイーツ,-32.915985722
茨城県全体,2021年7月第1週,すべて,-34.779646383
茨城県全体,2021年7月第1週,ファミレス・ファストフード,-45.092693566
茨城県全体,2021年7月第1週,中華,-18.039157077
茨城県全体,2021年7月第1週,和食,-32.646744346
茨城県全体,2021年7月第1週,居酒屋・バー,-49.720409259
茨城県全体,2021年7月第1週,洋食・西洋料理,-36.873480689
茨城県全体,2021年7月第1週,肉料理,-38.710599535
茨城県全体,2021年7月第1週,鍋料理,-33.582709892
茨城県全体,2021年7月第2週,アジア・エスニック,-45.450780064
茨城県全体,2021年7月第2週,カフェ・スイーツ,-30.848390891
茨城県全体,2021年7月第2週,すべて,-31.742707508
茨城県全体,2021年7月第2週,ファミレス・ファストフード,-29.828850856
茨城県全体,2021年7月第2週,中華,-16.193979669
茨城県全体,2021年7月第2週,和食,-28.078415780
茨城県全体,2021年7月第2週,居酒屋・バー,-44.358728873
茨城県全体,2021年7月第2週,洋食・西洋料理,-37.043003268
茨城県全体,2021年7月第2週,肉料理,-31.247701924
茨城県全体,2021年7月第2週,鍋料理,-22.727772283
茨城県全体,2021年7月第3週,アジア・エスニック,-44.827820879
茨城県全体,2021年7月第3週,カフェ・スイーツ,-34.449790438
茨城県全体,2021年7月第3週,すべて,-36.821864846
茨城県全体,2021年7月第3週,ファミレス・ファストフード,-44.285313114
茨城県全体,2021年7月第3週,中華,-26.259305445
茨城県全体,2021年7月第3週,和食,-33.764790482
茨城県全体,2021年7月第3週,居酒屋・バー,-47.046514002
茨城県全体,2021年7月第3週,洋食・西洋料理,-40.422317822
茨城県全体,2021年7月第3週,肉料理,-41.903603182
茨城県全体,2021年7月第3週,鍋料理,-34.426741643
茨城県全体,2021年7月第4週,アジア・エスニック,-37.450751496
茨城県全体,2021年7月第4週,カフェ・スイーツ,-26.602312764
茨城県全体,2021年7月第4週,すべて,-24.245809345
茨城県全体,2021年7月第4週,ファミレス・ファストフード,-30.722891566
茨城県全体,2021年7月第4週,中華,15.362031343
茨城県全体,2021年7月第4週,和食,-17.232955872
茨城県全体,2021年7月第4週,居酒屋・バー,-38.592902765
茨城県全体,2021年7月第4週,洋食・西洋料理,-36.415843256
茨城県全体,2021年7月第4週,肉料理,-28.588859871
茨城県全体,2021年7月第4週,鍋料理,-11.984886055
茨城県全体,2021年7月第5週,アジア・エスニック,-43.301769637
茨城県全体,2021年7月第5週,カフェ・スイーツ,-35.294082854
茨城県全体,2021年7月第5週,すべて,-35.981818962
茨城県全体,2021年7月第5週,ファミレス・ファストフード,-41.744925780
茨城県全体,2021年7月第5週,中華,-18.092236673
茨城県全体,2021年7月第5週,和食,-34.704918832
茨城県全体,2021年7月第5週,居酒屋・バー,-47.221532882
茨城県全体,2021年7月第5週,洋食・西洋料理,-39.705666159
茨城県全体,2021年7月第5週,肉料理,-40.488434738
茨城県全体,2021年7月第5週,鍋料理,-33.590138675
茨城県全体,2021年8月第1週,アジア・エスニック,-40.404284449
茨城県全体,2021年8月第1週,カフェ・スイーツ,-35.122438093
茨城県全体,2021年8月第1週,すべて,-35.473376658
茨城県全体,2021年8月第1週,ファミレス・ファストフード,-52.772249076
茨城県全体,2021年8月第1週,中華,1.399005152
茨城県全体,2021年8月第1週,和食,-34.851575884
茨城県全体,2021年8月第1週,居酒屋・バー,-46.34765625
茨城県全体,2021年8月第1週,洋食・西洋料理,-39.242036405
茨城県全体,2021年8月第1週,肉料理,-41.019778703
茨城県全体,2021年8月第1週,鍋料理,-26.190476190
茨城県全体,2021年8月第2週,アジア・エスニック,-37.008681386
茨城県全体,2021年8月第2週,カフェ・スイーツ,-20.939894555
茨城県全体,2021年8月第2週,すべて,-26.500091580
茨城県全体,2021年8月第2週,ファミレス・ファストフード,-41.632548618
茨城県全体,2021年8月第2週,中華,19.286679497
茨城県全体,2021年8月第2週,和食,-22.397974428
茨城県全体,2021年8月第2週,居酒屋・バー,-52.803435019
茨城県全体,2021年8月第2週,洋食・西洋料理,-33.909658091
茨城県全体,2021年8月第2週,肉料理,-37.814472686
茨城県全体,2021年8月第2週,鍋料理,-36.730277395
茨城県全体,2021年8月第3週,アジア・エスニック,-68.949288152
茨城県全体,2021年8月第3週,カフェ・スイーツ,-66.820759602
茨城県全体,2021年8月第3週,すべて,-68.967566738
茨城県全体,2021年8月第3週,ファミレス・ファストフード,-80.065560336
茨城県全体,2021年8月第3週,中華,-56.939051399
茨城県全体,2021年8月第3週,和食,-69.730649989
茨城県全体,2021年8月第3週,居酒屋・バー,-69.695012915
茨城県全体,2021年8月第3週,洋食・西洋料理,-70.113811740
茨城県全体,2021年8月第3週,肉料理,-74.770721851
茨城県全体,2021年8月第3週,鍋料理,-71.992684346
茨城県全体,2021年8月第4週,アジア・エスニック,-47.909090909
茨城県全体,2021年8月第4週,カフェ・スイーツ,-36.292350939
茨城県全体,2021年8月第4週,すべて,-40.549357480
茨城県全体,2021年8月第4週,ファミレス・ファストフード,-54.677242888
茨城県全体,2021年8月第4週,中華,-18.874120407
茨城県全体,2021年8月第4週,和食,-37.521485731
茨城県全体,2021年8月第4週,居酒屋・バー,-44.297242902
茨城県全体,2021年8月第4週,洋食・西洋料理,-49.806142912
茨城県全体,2021年8月第4週,肉料理,-50.863361842
茨城県全体,2021年8月第4週,鍋料理,-46.272612052
茨城県全体,2021年9月第1週,アジア・エスニック,-55.189331122
茨城県全体,2021年9月第1週,カフェ・スイーツ,-44.717794405
茨城県全体,2021年9月第1週,すべて,-47.240424805
茨城県全体,2021年9月第1週,ファミレス・ファストフード,-59.046827376
茨城県全体,2021年9月第1週,中華,-20.613744947
茨城県全体,2021年9月第1週,和食,-44.309940564
茨城県全体,2021年9月第1週,居酒屋・バー,-63.488869325
茨城県全体,2021年9月第1週,洋食・西洋料理,-53.960878265
茨城県全体,2021年9月第1週,肉料理,-56.078877230
茨城県全体,2021年9月第1週,鍋料理,-37.364341085
茨城県全体,2021年9月第2週,アジア・エスニック,-54.632289572
茨城県全体,2021年9月第2週,カフェ・スイーツ,-31.188848969
茨城県全体,2021年9月第2週,すべて,-41.776583560
茨城県全体,2021年9月第2週,ファミレス・ファストフード,-56.887398715
茨城県全体,2021年9月第2週,中華,-19.205734212
茨城県全体,2021年9月第2週,和食,-38.985629609
茨城県全体,2021年9月第2週,居酒屋・バー,-65.814925582
茨城県全体,2021年9月第2週,洋食・西洋料理,-51.531663538
茨城県全体,2021年9月第2週,肉料理,-51.204349610
茨城県全体,2021年9月第2週,鍋料理,-34.487534626
茨城県全体,2021年9月第3週,アジア・エスニック,-51.545584046
茨城県全体,2021年9月第3週,カフェ・スイーツ,-31.999647255
茨城県全体,2021年9月第3週,すべて,-41.254250844
茨城県全体,2021年9月第3週,ファミレス・ファストフード,-52.069351230
茨城県全体,2021年9月第3週,中華,-22.960269256
茨城県全体,2021年9月第3週,和食,-39.477308123
茨城県全体,2021年9月第3週,居酒屋・バー,-65.079419534
茨城県全体,2021年9月第3週,洋食・西洋料理,-47.995048699
茨城県全体,2021年9月第3週,肉料理,-47.744699594
茨城県全体,2021年9月第3週,鍋料理,-43.443736287
茨城県全体,2021年9月第4週,アジア・エスニック,-50.566115419
茨城県全体,2021年9月第4週,カフェ・スイーツ,-25.882370824
茨城県全体,2021年9月第4週,すべて,-34.240735535
茨城県全体,2021年9月第4週,ファミレス・ファストフード,-49.199417758
茨城県全体,2021年9月第4週,中華,-21.834160385
茨城県全体,2021年9月第4週,和食,-31.640335375
茨城県全体,2021年9月第4週,居酒屋・バー,-61.041135914
茨城県全体,2021年9月第4週,洋食・西洋料理,-43.459678840
茨城県全体,2021年9月第4週,肉料理,-32.011759257
茨城県全体,2021年9月第4週,鍋料理,-25.928785101
茨城県全体,2021年9月第5週,アジア・エスニック,-48.676415448
茨城県全体,2021年9月第5週,カフェ・スイーツ,-29.976990191
茨城県全体,2021年9月第5週,すべて,-37.838291575
茨城県全体,2021年9月第5週,ファミレス・ファストフード,-48.519362187
茨城県全体,2021年9月第5週,中華,-32.320462462
茨城県全体,2021年9月第5週,和食,-37.267720917
茨城県全体,2021年9月第5週,居酒屋・バー,-50.908893001
茨城県全体,2021年9月第5週,洋食・西洋料理,-44.123525622
茨城県全体,2021年9月第5週,肉料理,-36.606236403
茨城県全体,2021年9月第5週,鍋料理,-26.455387616
茨城県全体,2021年10月第1週,アジア・エスニック,-47.325816710
