エリア,期間(週次),飲食店のジャンル,2019年同週比[%]
山梨県全体,2020年11月第3週,ファミレス・ファストフード,19.778188540
山梨県全体,2020年11月第3週,中華,-11.230684327
山梨県全体,2020年11月第3週,和食,23.501376989
山梨県全体,2020年11月第3週,居酒屋・バー,-19.444312740
山梨県全体,2020年11月第3週,洋食・西洋料理,10.973160808
山梨県全体,2020年11月第3週,肉料理,20.472797195
山梨県全体,2020年11月第3週,鍋料理,2.521008403
山梨県全体,2020年11月第4週,アジア・エスニック,-18.783382789
山梨県全体,2020年11月第4週,カフェ・スイーツ,21.513316027
山梨県全体,2020年11月第4週,すべて,0.221617332
山梨県全体,2020年11月第4週,ファミレス・ファストフード,66.939890710
山梨県全体,2020年11月第4週,中華,-16.606797458
山梨県全体,2020年11月第4週,和食,0.715734325
山梨県全体,2020年11月第4週,居酒屋・バー,-36.007357102
山梨県全体,2020年11月第4週,洋食・西洋料理,-4.596533057
山梨県全体,2020年11月第4週,肉料理,-6.041591968
山梨県全体,2020年11月第4週,鍋料理,-18.641765705
山梨県全体,2020年12月第1週,アジア・エスニック,-31.971830986
山梨県全体,2020年12月第1週,カフェ・スイーツ,3.451329345
山梨県全体,2020年12月第1週,すべて,-10.937347788
山梨県全体,2020年12月第1週,ファミレス・ファストフード,30.279898219
山梨県全体,2020年12月第1週,中華,-30.836375179
山梨県全体,2020年12月第1週,和食,-8.909332554
山梨県全体,2020年12月第1週,居酒屋・バー,-41.728858795
山梨県全体,2020年12月第1週,洋食・西洋料理,-13.124773729
山梨県全体,2020年12月第1週,肉料理,-15.652622750
山梨県全体,2020年12月第1週,鍋料理,-32.456452186
山梨県全体,2020年12月第2週,アジア・エスニック,-22.585768742
山梨県全体,2020年12月第2週,カフェ・スイーツ,-3.623705071
山梨県全体,2020年12月第2週,すべて,-16.903880996
山梨県全体,2020年12月第2週,ファミレス・ファストフード,16.551724138
山梨県全体,2020年12月第2週,中華,-32.709519935
山梨県全体,2020年12月第2週,和食,-15.873455494
山梨県全体,2020年12月第2週,居酒屋・バー,-41.977371461
山梨県全体,2020年12月第2週,洋食・西洋料理,-19.945455286
山梨県全体,2020年12月第2週,肉料理,-24.456063417
山梨県全体,2020年12月第2週,鍋料理,-28.187216207
山梨県全体,2020年12月第3週,アジア・エスニック,-16.486385677
山梨県全体,2020年12月第3週,カフェ・スイーツ,-6.195948347
山梨県全体,2020年12月第3週,すべて,-15.176312596
山梨県全体,2020年12月第3週,ファミレス・ファストフード,8.683473389
山梨県全体,2020年12月第3週,中華,-26.821395635
山梨県全体,2020年12月第3週,和食,-15.734728420
山梨県全体,2020年12月第3週,居酒屋・バー,-36.530657014
山梨県全体,2020年12月第3週,洋食・西洋料理,-11.649337804
山梨県全体,2020年12月第3週,肉料理,-21.028314963
山梨県全体,2020年12月第3週,鍋料理,-34.157832744
山梨県全体,2020年12月第4週,アジア・エスニック,-27.752639517
山梨県全体,2020年12月第4週,カフェ・スイーツ,-6.586353076
山梨県全体,2020年12月第4週,すべて,-19.166792510
山梨県全体,2020年12月第4週,ファミレス・ファストフード,0.697674419
山梨県全体,2020年12月第4週,中華,-27.015437393
山梨県全体,2020年12月第4週,和食,-14.544081365
山梨県全体,2020年12月第4週,居酒屋・バー,-43.818828712
山梨県全体,2020年12月第4週,洋食・西洋料理,-23.813793438
山梨県全体,2020年12月第4週,肉料理,-23.775121503
山梨県全体,2020年12月第4週,鍋料理,-38.797091870
山梨県全体,2020年12月第5週,アジア・エスニック,-15.806195393
山梨県全体,2020年12月第5週,カフェ・スイーツ,-17.103817934
山梨県全体,2020年12月第5週,すべて,-25.958729439
山梨県全体,2020年12月第5週,ファミレス・ファストフード,-16.411042945
山梨県全体,2020年12月第5週,中華,-29.525831564
山梨県全体,2020年12月第5週,和食,-29.523847922
山梨県全体,2020年12月第5週,居酒屋・バー,-32.832800157
山梨県全体,2020年12月第5週,洋食・西洋料理,-27.543290043
山梨県全体,2020年12月第5週,肉料理,-16.279722242
山梨県全体,2020年12月第5週,鍋料理,-20.808794660
山梨県全体,2021年1月第1週,アジア・エスニック,-30.475552579
山梨県全体,2021年1月第1週,カフェ・スイーツ,-36.158967043
山梨県全体,2021年1月第1週,すべて,-42.760312603
山梨県全体,2021年1月第1週,ファミレス・ファストフード,-2.460456942
山梨県全体,2021年1月第1週,中華,-5.595303614
山梨県全体,2021年1月第1週,和食,-43.236764256
山梨県全体,2021年1月第1週,居酒屋・バー,-47.244048658
山梨県全体,2021年1月第1週,洋食・西洋料理,-38.745923298
山梨県全体,2021年1月第1週,肉料理,-35.580407347
山梨県全体,2021年1月第1週,鍋料理,-31.274509804
山梨県全体,2021年1月第2週,アジア・エスニック,-32.002457002
山梨県全体,2021年1月第2週,カフェ・スイーツ,-27.853157240
山梨県全体,2021年1月第2週,すべて,-39.960922076
山梨県全体,2021年1月第2週,ファミレス・ファストフード,21.388888889
山梨県全体,2021年1月第2週,中華,-15.171261487
山梨県全体,2021年1月第2週,和食,-37.712450075
山梨県全体,2021年1月第2週,居酒屋・バー,-57.110091743
山梨県全体,2021年1月第2週,洋食・西洋料理,-37.990558390
山梨県全体,2021年1月第2週,肉料理,-41.037677579
山梨県全体,2021年1月第2週,鍋料理,-37.272342228
山梨県全体,2021年1月第3週,アジア・エスニック,-28.587412587
山梨県全体,2021年1月第3週,カフェ・スイーツ,-37.113528474
山梨県全体,2021年1月第3週,すべて,-39.767704019
山梨県全体,2021年1月第3週,ファミレス・ファストフード,41.520467836
山梨県全体,2021年1月第3週,中華,-18.562675940
山梨県全体,2021年1月第3週,和食,-34.109033505
山梨県全体,2021年1月第3週,居酒屋・バー,-43.801529751
山梨県全体,2021年1月第3週,洋食・西洋料理,-45.799550028
山梨県全体,2021年1月第3週,肉料理,-38.994150560
山梨県全体,2021年1月第3週,鍋料理,-41.945288754
山梨県全体,2021年1月第4週,アジア・エスニック,-26.101231190
山梨県全体,2021年1月第4週,カフェ・スイーツ,-16.110044326
山梨県全体,2021年1月第4週,すべて,-22.281844683
山梨県全体,2021年1月第4週,ファミレス・ファストフード,66.765578635
山梨県全体,2021年1月第4週,中華,16.660662824
山梨県全体,2021年1月第4週,和食,-12.075479221
山梨県全体,2021年1月第4週,居酒屋・バー,-39.360516934
山梨県全体,2021年1月第4週,洋食・西洋料理,-24.594333830
山梨県全体,2021年1月第4週,肉料理,-27.159763314
山梨県全体,2021年1月第4週,鍋料理,-15.896980462
山梨県全体,2021年2月第1週,アジア・エスニック,-31.620931717
山梨県全体,2021年2月第1週,カフェ・スイーツ,-25.558499212
山梨県全体,2021年2月第1週,すべて,-31.832375024
山梨県全体,2021年2月第1週,ファミレス・ファストフード,58.006042296
山梨県全体,2021年2月第1週,中華,-1.373729770
山梨県全体,2021年2月第1週,和食,-25.093555094
山梨県全体,2021年2月第1週,居酒屋・バー,-49.148840856
山梨県全体,2021年2月第1週,洋食・西洋料理,-28.593816464
山梨県全体,2021年2月第1週,肉料理,-44.675701839
山梨県全体,2021年2月第1週,鍋料理,-40.447832301
山梨県全体,2021年2月第2週,アジア・エスニック,-55.375253550
山梨県全体,2021年2月第2週,カフェ・スイーツ,-25.296181501
山梨県全体,2021年2月第2週,すべて,-32.718564209
山梨県全体,2021年2月第2週,ファミレス・ファストフード,13.938053097
山梨県全体,2021年2月第2週,中華,-9.306423194
山梨県全体,2021年2月第2週,和食,-27.622659916
山梨県全体,2021年2月第2週,居酒屋・バー,-53.142200737
山梨県全体,2021年2月第2週,洋食・西洋料理,-27.512708642
山梨県全体,2021年2月第2週,肉料理,-44.486732779
山梨県全体,2021年2月第2週,鍋料理,-39.428815004
山梨県全体,2021年2月第3週,アジア・エスニック,-40.848606578
山梨県全体,2021年2月第3週,カフェ・スイーツ,-22.156236457
山梨県全体,2021年2月第3週,すべて,-25.394902381
山梨県全体,2021年2月第3週,ファミレス・ファストフード,8.371040724
山梨県全体,2021年2月第3週,中華,-8.652360515
山梨県全体,2021年2月第3週,和食,-19.585770195
山梨県全体,2021年2月第3週,居酒屋・バー,-43.941024537
山梨県全体,2021年2月第3週,洋食・西洋料理,-24.609327434
山梨県全体,2021年2月第3週,肉料理,-30.492923963
山梨県全体,2021年2月第3週,鍋料理,-12.348079728
山梨県全体,2021年2月第4週,アジア・エスニック,-38.844515442
山梨県全体,2021年2月第4週,カフェ・スイーツ,-14.622509558
山梨県全体,2021年2月第4週,すべて,-22.777572740
山梨県全体,2021年2月第4週,ファミレス・ファストフード,12.412177986
山梨県全体,2021年2月第4週,中華,1.241516305
山梨県全体,2021年2月第4週,和食,-19.434745315
山梨県全体,2021年2月第4週,居酒屋・バー,-41.987032215
山梨県全体,2021年2月第4週,洋食・西洋料理,-21.947998186
山梨県全体,2021年2月第4週,肉料理,-25.510957892
山梨県全体,2021年2月第4週,鍋料理,-27.089458211
山梨県全体,2021年3月第1週,アジア・エスニック,-40.646712988
山梨県全体,2021年3月第1週,カフェ・スイーツ,-19.316236582
山梨県全体,2021年3月第1週,すべて,-25.239154268
山梨県全体,2021年3月第1週,ファミレス・ファストフード,22.463768116
山梨県全体,2021年3月第1週,中華,9.721692718
山梨県全体,2021年3月第1週,和食,-20.538039304
山梨県全体,2021年3月第1週,居酒屋・バー,-38.841380749
山梨県全体,2021年3月第1週,洋食・西洋料理,-29.527711216
山梨県全体,2021年3月第1週,肉料理,-31.079076941
山梨県全体,2021年3月第1週,鍋料理,-18.145161290
山梨県全体,2021年3月第2週,アジア・エスニック,-38.902498775
山梨県全体,2021年3月第2週,カフェ・スイーツ,-11.322590632
山梨県全体,2021年3月第2週,すべて,-22.356736308
山梨県全体,2021年3月第2週,ファミレス・ファストフード,26.789838337
山梨県全体,2021年3月第2週,中華,-3.537532355
山梨県全体,2021年3月第2週,和食,-23.562713519
山梨県全体,2021年3月第2週,居酒屋・バー,-40.223146747
山梨県全体,2021年3月第2週,洋食・西洋料理,-15.826882072
山梨県全体,2021年3月第2週,肉料理,-32.143043592
山梨県全体,2021年3月第2週,鍋料理,-30.495552732
山梨県全体,2021年3月第3週,アジア・エスニック,-16.302765648
山梨県全体,2021年3月第3週,カフェ・スイーツ,-17.470349243
山梨県全体,2021年3月第3週,すべて,-21.966143345
山梨県全体,2021年3月第3週,ファミレス・ファストフード,48.578811370
山梨県全体,2021年3月第3週,中華,-16.056469128
山梨県全体,2021年3月第3週,和食,-16.442204279
山梨県全体,2021年3月第3週,居酒屋・バー,-34.862385321
山梨県全体,2021年3月第3週,洋食・西洋料理,-24.065293840
山梨県全体,2021年3月第3週,肉料理,-30.207251323
山梨県全体,2021年3月第3週,鍋料理,-26.923076923
山梨県全体,2021年3月第4週,アジア・エスニック,-30.319015323
山梨県全体,2021年3月第4週,カフェ・スイーツ,-14.879430155
山梨県全体,2021年3月第4週,すべて,-21.470764287
山梨県全体,2021年3月第4週,ファミレス・ファストフード,31.106870229
山梨県全体,2021年3月第4週,中華,-3.395585739
山梨県全体,2021年3月第4週,和食,-16.969332079
山梨県全体,2021年3月第4週,居酒屋・バー,-38.980331026
山梨県全体,2021年3月第4週,洋食・西洋料理,-23.750109218
山梨県全体,2021年3月第4週,肉料理,-32.691000874
山梨県全体,2021年3月第4週,鍋料理,-12.050209205
山梨県全体,2021年4月第1週,アジア・エスニック,-35.190391004
山梨県全体,2021年4月第1週,カフェ・スイーツ,-10.639766906
山梨県全体,2021年4月第1週,すべて,-15.661614474
山梨県全体,2021年4月第1週,ファミレス・ファストフード,45.689655172
山梨県全体,2021年4月第1週,中華,-11.297139142
山梨県全体,2021年4月第1週,和食,-10.448061703
山梨県全体,2021年4月第1週,居酒屋・バー,-30.307321166
山梨県全体,2021年4月第1週,洋食・西洋料理,-16.158670775
山梨県全体,2021年4月第1週,肉料理,-29.946496286
山梨県全体,2021年4月第1週,鍋料理,10.496380558
山梨県全体,2021年4月第2週,アジア・エスニック,-34.373243395
山梨県全体,2021年4月第2週,カフェ・スイーツ,-25.274684621
山梨県全体,2021年4月第2週,すべて,-27.324668705
山梨県全体,2021年4月第2週,ファミレス・ファストフード,14.502164502
山梨県全体,2021年4月第2週,中華,10.995141263
山梨県全体,2021年4月第2週,和食,-24.959841661
山梨県全体,2021年4月第2週,居酒屋・バー,-37.490261005
山梨県全体,2021年4月第2週,洋食・西洋料理,-27.026530953
山梨県全体,2021年4月第2週,肉料理,-29.420403881
山梨県全体,2021年4月第2週,鍋料理,-24.321705426
山梨県全体,2021年4月第3週,アジア・エスニック,-19.839002856
山梨県全体,2021年4月第3週,カフェ・スイーツ,-24.053900563
山梨県全体,2021年4月第3週,すべて,-26.594197846
山梨県全体,2021年4月第3週,ファミレス・ファストフード,37.585421412
山梨県全体,2021年4月第3週,中華,2.229617304
山梨県全体,2021年4月第3週,和食,-23.881957253
山梨県全体,2021年4月第3週,居酒屋・バー,-39.482200647
山梨県全体,2021年4月第3週,洋食・西洋料理,-26.721805541
山梨県全体,2021年4月第3週,肉料理,-31.043553038
山梨県全体,2021年4月第3週,鍋料理,-8.287568647
山梨県全体,2021年4月第4週,アジア・エスニック,-42.533172497
山梨県全体,2021年4月第4週,カフェ・スイーツ,-33.331272565
山梨県全体,2021年4月第4週,すべて,-33.093498571
山梨県全体,2021年4月第4週,ファミレス・ファストフード,28.444444444
山梨県全体,2021年4月第4週,中華,-9.053497942
山梨県全体,2021年4月第4週,和食,-30.621065290
山梨県全体,2021年4月第4週,居酒屋・バー,-17.055694756
山梨県全体,2021年4月第4週,洋食・西洋料理,-37.017448623
山梨県全体,2021年4月第4週,肉料理,-41.440603271
山梨県全体,2021年4月第4週,鍋料理,-29.590948651
山梨県全体,2021年4月第5週,アジア・エスニック,-30.497878991
山梨県全体,2021年4月第5週,カフェ・スイーツ,-26.885942718
山梨県全体,2021年4月第5週,すべて,-28.464240759
山梨県全体,2021年4月第5週,ファミレス・ファストフード,7.776049767
山梨県全体,2021年4月第5週,中華,-13.228543608
山梨県全体,2021年4月第5週,和食,-23.715422069
山梨県全体,2021年4月第5週,居酒屋・バー,-43.157894737
山梨県全体,2021年4月第5週,洋食・西洋料理,-28.734857774
山梨県全体,2021年4月第5週,肉料理,-34.851198415
山梨県全体,2021年4月第5週,鍋料理,-20.722635494
山梨県全体,2021年5月第1週,アジア・エスニック,-55.154386538
山梨県全体,2021年5月第1週,カフェ・スイーツ,-53.441148618
山梨県全体,2021年5月第1週,すべて,-53.709270673
山梨県全体,2021年5月第1週,ファミレス・ファストフード,-29.9
山梨県全体,2021年5月第1週,中華,-28.714823445
山梨県全体,2021年5月第1週,和食,-51.880053307
山梨県全体,2021年5月第1週,居酒屋・バー,-61.373724788
山梨県全体,2021年5月第1週,洋食・西洋料理,-50.434167845
山梨県全体,2021年5月第1週,肉料理,-59.028771653
山梨県全体,2021年5月第1週,鍋料理,-45.702005731
山梨県全体,2021年5月第2週,アジア・エスニック,-54.895176064
山梨県全体,2021年5月第2週,カフェ・スイーツ,-40.935269957
山梨県全体,2021年5月第2週,すべて,-39.332733449
山梨県全体,2021年5月第2週,ファミレス・ファストフード,-29.842931937
山梨県全体,2021年5月第2週,中華,-17.736791014
山梨県全体,2021年5月第2週,和食,-35.009897488
山梨県全体,2021年5月第2週,居酒屋・バー,-46.456883217
山梨県全体,2021年5月第2週,洋食・西洋料理,-39.354462972
山梨県全体,2021年5月第2週,肉料理,-39.890941818
山梨県全体,2021年5月第2週,鍋料理,-29.391891892
山梨県全体,2021年5月第3週,アジア・エスニック,-46.755407654
山梨県全体,2021年5月第3週,カフェ・スイーツ,-41.593056031
山梨県全体,2021年5月第3週,すべて,-41.245283390
山梨県全体,2021年5月第3週,ファミレス・ファストフード,-38.669064748
山梨県全体,2021年5月第3週,中華,-18.878847783
山梨県全体,2021年5月第3週,和食,-34.849688032
山梨県全体,2021年5月第3週,居酒屋・バー,-51.888217523
山梨県全体,2021年5月第3週,洋食・西洋料理,-45.357181272
山梨県全体,2021年5月第3週,肉料理,-47.547614172
山梨県全体,2021年5月第3週,鍋料理,-46.470333478
山梨県全体,2021年5月第4週,アジア・エスニック,-43.472782258
山梨県全体,2021年5月第4週,カフェ・スイーツ,-35.870869622
山梨県全体,2021年5月第4週,すべて,-36.202708523
山梨県全体,2021年5月第4週,ファミレス・ファストフード,15.151515152
山梨県全体,2021年5月第4週,中華,-8.232053152
山梨県全体,2021年5月第4週,和食,-32.852933920
山梨県全体,2021年5月第4週,居酒屋・バー,-45.673997292
山梨県全体,2021年5月第4週,洋食・西洋料理,-36.696401596
山梨県全体,2021年5月第4週,肉料理,-42.288207855
山梨県全体,2021年5月第4週,鍋料理,-26.568441065
山梨県全体,2021年6月第1週,アジア・エスニック,-34.001582696
山梨県全体,2021年6月第1週,カフェ・スイーツ,-33.502859198
山梨県全体,2021年6月第1週,すべて,-33.826553580
山梨県全体,2021年6月第1週,ファミレス・ファストフード,-13.963963964
山梨県全体,2021年6月第1週,中華,-20.052809154
山梨県全体,2021年6月第1週,和食,-30.979127357
山梨県全体,2021年6月第1週,居酒屋・バー,-46.853049908
山梨県全体,2021年6月第1週,洋食・西洋料理,-33.270070843
山梨県全体,2021年6月第1週,肉料理,-37.467930258
山梨県全体,2021年6月第1週,鍋料理,-27.667436490
山梨県全体,2021年6月第2週,アジア・エスニック,-42.531898924
山梨県全体,2021年6月第2週,カフェ・スイーツ,-39.103198552
山梨県全体,2021年6月第2週,すべて,-39.318953246
山梨県全体,2021年6月第2週,ファミレス・ファストフード,-16.040100251
山梨県全体,2021年6月第2週,中華,-25.688735035
山梨県全体,2021年6月第2週,和食,-36.323808186
山梨県全体,2021年6月第2週,居酒屋・バー,-53.764265416
山梨県全体,2021年6月第2週,洋食・西洋料理,-37.105875083
山梨県全体,2021年6月第2週,肉料理,-43.734519537
山梨県全体,2021年6月第2週,鍋料理,-39.671564391
山梨県全体,2021年6月第3週,アジア・エスニック,-43.321917808
山梨県全体,2021年6月第3週,カフェ・スイーツ,-38.913695182
山梨県全体,2021年6月第3週,すべて,-39.310609550
山梨県全体,2021年6月第3週,ファミレス・ファストフード,-12.623762376
山梨県全体,2021年6月第3週,中華,-23.234936093
山梨県全体,2021年6月第3週,和食,-37.224279733
山梨県全体,2021年6月第3週,居酒屋・バー,-51.661518300
山梨県全体,2021年6月第3週,洋食・西洋料理,-40.315063230
山梨県全体,2021年6月第3週,肉料理,-40.822642640
山梨県全体,2021年6月第3週,鍋料理,-42.722812756
山梨県全体,2021年6月第4週,アジア・エスニック,-43.836978131
山梨県全体,2021年6月第4週,カフェ・スイーツ,-39.618896387
山梨県全体,2021年6月第4週,すべて,-38.377204431
山梨県全体,2021年6月第4週,ファミレス・ファストフード,-36.633663366
山梨県全体,2021年6月第4週,中華,-21.696442942
山梨県全体,2021年6月第4週,和食,-35.068055638
山梨県全体,2021年6月第4週,居酒屋・バー,-53.625648279
山梨県全体,2021年6月第4週,洋食・西洋料理,-35.870673418
山梨県全体,2021年6月第4週,肉料理,-41.568003184
山梨県全体,2021年6月第4週,鍋料理,-41.183986371
山梨県全体,2021年7月第1週,アジア・エスニック,-38.769830225
山梨県全体,2021年7月第1週,カフェ・スイーツ,-32.930900263
山梨県全体,2021年7月第1週,すべて,-25.524587116
山梨県全体,2021年7月第1週,ファミレス・ファストフード,-8.851674641
山梨県全体,2021年7月第1週,中華,-26.227623584
山梨県全体,2021年7月第1週,和食,-33.762747390
山梨県全体,2021年7月第1週,居酒屋・バー,35.024432308
山梨県全体,2021年7月第1週,洋食・西洋料理,-18.954555307
山梨県全体,2021年7月第1週,肉料理,9.294871795
山梨県全体,2021年7月第1週,鍋料理,-40.163230241
山梨県全体,2021年7月第2週,アジア・エスニック,-38.004246285
山梨県全体,2021年7月第2週,カフェ・スイーツ,-24.586457666
山梨県全体,2021年7月第2週,すべて,-27.537587417
山梨県全体,2021年7月第2週,ファミレス・ファストフード,-31.910946197
山梨県全体,2021年7月第2週,中華,-19.347280335
山梨県全体,2021年7月第2週,和食,-25.684163659
山梨県全体,2021年7月第2週,居酒屋・バー,-26.066373605
山梨県全体,2021年7月第2週,洋食・西洋料理,-26.547539624
山梨県全体,2021年7月第2週,肉料理,-26.682296603
山梨県全体,2021年7月第2週,鍋料理,-50.260999254
山梨県全体,2021年7月第3週,アジア・エスニック,-43.900267142
山梨県全体,2021年7月第3週,カフェ・スイーツ,-31.623725336
山梨県全体,2021年7月第3週,すべて,-34.135336341
山梨県全体,2021年7月第3週,ファミレス・ファストフード,-29.193899782
山梨県全体,2021年7月第3週,中華,-28.436386177
山梨県全体,2021年7月第3週,和食,-30.408868056
山梨県全体,2021年7月第3週,居酒屋・バー,-43.684854623
山梨県全体,2021年7月第3週,洋食・西洋料理,-37.532597196
山梨県全体,2021年7月第3週,肉料理,-37.849334298
山梨県全体,2021年7月第3週,鍋料理,-46.225473894
山梨県全体,2021年7月第4週,アジア・エスニック,-30.021540118
山梨県全体,2021年7月第4週,カフェ・スイーツ,-2.609867168
山梨県全体,2021年7月第4週,すべて,-13.147115396
山梨県全体,2021年7月第4週,ファミレス・ファストフード,-8.061002179
山梨県全体,2021年7月第4週,中華,-28.245192308
山梨県全体,2021年7月第4週,和食,-12.692803624
山梨県全体,2021年7月第4週,居酒屋・バー,-27.536717218
山梨県全体,2021年7月第4週,洋食・西洋料理,-19.394017080
山梨県全体,2021年7月第4週,肉料理,-19.030710173
山梨県全体,2021年7月第4週,鍋料理,-36.634066830
山梨県全体,2021年7月第5週,アジア・エスニック,-47.170337329
山梨県全体,2021年7月第5週,カフェ・スイーツ,-32.560760486
山梨県全体,2021年7月第5週,すべて,-33.091627466
山梨県全体,2021年7月第5週,ファミレス・ファストフード,-37.974683544
山梨県全体,2021年7月第5週,中華,-25.105759844
山梨県全体,2021年7月第5週,和食,-30.654533637
山梨県全体,2021年7月第5週,居酒屋・バー,-43.569808876
山梨県全体,2021年7月第5週,洋食・西洋料理,-32.340702009
山梨県全体,2021年7月第5週,肉料理,-35.329543265
山梨県全体,2021年7月第5週,鍋料理,-37.494325919
山梨県全体,2021年8月第1週,アジア・エスニック,-46.501641829
山梨県全体,2021年8月第1週,カフェ・スイーツ,-35.536998583
山梨県全体,2021年8月第1週,すべて,-35.999959318
山梨県全体,2021年8月第1週,ファミレス・ファストフード,-19.941348974
山梨県全体,2021年8月第1週,中華,-21.275300563
山梨県全体,2021年8月第1週,和食,-33.929008422
山梨県全体,2021年8月第1週,居酒屋・バー,-41.526311548
山梨県全体,2021年8月第1週,洋食・西洋料理,-39.359757336
山梨県全体,2021年8月第1週,肉料理,-37.767738292
山梨県全体,2021年8月第1週,鍋料理,-25.327510917
山梨県全体,2021年8月第2週,アジア・エスニック,-40.041541657
山梨県全体,2021年8月第2週,カフェ・スイーツ,-35.827067395
山梨県全体,2021年8月第2週,すべて,-35.596142934
山梨県全体,2021年8月第2週,ファミレス・ファストフード,-10.459587956
山梨県全体,2021年8月第2週,中華,-3.651685393
山梨県全体,2021年8月第2週,和食,-30.059711587
山梨県全体,2021年8月第2週,居酒屋・バー,-49.961400329
山梨県全体,2021年8月第2週,洋食・西洋料理,-43.928954393
山梨県全体,2021年8月第2週,肉料理,-38.373448536
山梨県全体,2021年8月第2週,鍋料理,-35.899053628
山梨県全体,2021年8月第3週,アジア・エスニック,-74.362041467
山梨県全体,2021年8月第3週,カフェ・スイーツ,-74.290131345
山梨県全体,2021年8月第3週,すべて,-74.605178414
山梨県全体,2021年8月第3週,ファミレス・ファストフード,-69.988276671
山梨県全体,2021年8月第3週,中華,-60.292378803
山梨県全体,2021年8月第3週,和食,-73.263796201
山梨県全体,2021年8月第3週,居酒屋・バー,-81.046015992
山梨県全体,2021年8月第3週,洋食・西洋料理,-77.919288327
山梨県全体,2021年8月第3週,肉料理,-76.860582340
山梨県全体,2021年8月第3週,鍋料理,-71.541742840
山梨県全体,2021年8月第4週,アジア・エスニック,-51.728553137
山梨県全体,2021年8月第4週,カフェ・スイーツ,-28.244746063
山梨県全体,2021年8月第4週,すべて,-44.470463744
山梨県全体,2021年8月第4週,ファミレス・ファストフード,-50.706713781
山梨県全体,2021年8月第4週,中華,-32.945402299
山梨県全体,2021年8月第4週,和食,-47.958759812
山梨県全体,2021年8月第4週,居酒屋・バー,-67.253830576
山梨県全体,2021年8月第4週,洋食・西洋料理,-56.228886502
山梨県全体,2021年8月第4週,肉料理,-54.940600417
山梨県全体,2021年8月第4週,鍋料理,-47.785714286
山梨県全体,2021年9月第1週,アジア・エスニック,-55.210698965
山梨県全体,2021年9月第1週,カフェ・スイーツ,-46.967644977
山梨県全体,2021年9月第1週,すべて,-50.001378783
山梨県全体,2021年9月第1週,ファミレス・ファストフード,-42.207792208
山梨県全体,2021年9月第1週,中華,-28.454922894
山梨県全体,2021年9月第1週,和食,-47.530741660
山梨県全体,2021年9月第1週,居酒屋・バー,-65.976854456
山梨県全体,2021年9月第1週,洋食・西洋料理,-55.682977257
山梨県全体,2021年9月第1週,肉料理,-56.526996039
山梨県全体,2021年9月第1週,鍋料理,-51.744647105
山梨県全体,2021年9月第2週,アジア・エスニック,-48
山梨県全体,2021年9月第2週,カフェ・スイーツ,-39.007752245
山梨県全体,2021年9月第2週,すべて,-39.535510780
山梨県全体,2021年9月第2週,ファミレス・ファストフード,-22.315789474
山梨県全体,2021年9月第2週,中華,-17.860962567
山梨県全体,2021年9月第2週,和食,-34.733796697
山梨県全体,2021年9月第2週,居酒屋・バー,-60.463491324
山梨県全体,2021年9月第2週,洋食・西洋料理,-45.983926925
山梨県全体,2021年9月第2週,肉料理,-44.137338279
山梨県全体,2021年9月第2週,鍋料理,-39.596518987
山梨県全体,2021年9月第3週,アジア・エスニック,-48.271124342
山梨県全体,2021年9月第3週,カフェ・スイーツ,-38.509392880
山梨県全体,2021年9月第3週,すべて,-37.951301748
山梨県全体,2021年9月第3週,ファミレス・ファストフード,-11.380597015
山梨県全体,2021年9月第3週,中華,-20.786589297
山梨県全体,2021年9月第3週,和食,-35.340917806
山梨県全体,2021年9月第3週,居酒屋・バー,-42.857142857
山梨県全体,2021年9月第3週,洋食・西洋料理,-42.186455705
山梨県全体,2021年9月第3週,肉料理,-31.826985152
山梨県全体,2021年9月第3週,鍋料理,-32.062199185
山梨県全体,2021年9月第4週,アジア・エスニック,-42.321899736
山梨県全体,2021年9月第4週,カフェ・スイーツ,-28.481579441
山梨県全体,2021年9月第4週,すべて,-30.814277041
山梨県全体,2021年9月第4週,ファミレス・ファストフード,-3.278688525
山梨県全体,2021年9月第4週,中華,-15.388858246
山梨県全体,2021年9月第4週,和食,-30.790545063
山梨県全体,2021年9月第4週,居酒屋・バー,-40.880632672
山梨県全体,2021年9月第4週,洋食・西洋料理,-33.685871906
山梨県全体,2021年9月第4週,肉料理,-25.851524275
山梨県全体,2021年9月第4週,鍋料理,-14.5
山梨県全体,2021年9月第5週,アジア・エスニック,-39.612268519
山梨県全体,2021年9月第5週,カフェ・スイーツ,-32.939429484
山梨県全体,2021年9月第5週,すべて,-34.108630555
山梨県全体,2021年9月第5週,ファミレス・ファストフード,-23.694779116
山梨県全体,2021年9月第5週,中華,-25.159605340
山梨県全体,2021年9月第5週,和食,-32.586451762
山梨県全体,2021年9月第5週,居酒屋・バー,-41.907028843
山梨県全体,2021年9月第5週,洋食・西洋料理,-37.841121802
山梨県全体,2021年9月第5週,肉料理,-30.600323371
山梨県全体,2021年9月第5週,鍋料理,-33.038348083
山梨県全体,2021年10月第1週,アジア・エスニック,-28.152309613
山梨県全体,2021年10月第1週,カフェ・スイーツ,-22.085015746
山梨県全体,2021年10月第1週,すべて,-24.884035440
山梨県全体,2021年10月第1週,ファミレス・ファストフード,-6.082725061
山梨県全体,2021年10月第1週,中華,-33.168248727
山梨県全体,2021年10月第1週,和食,-23.391753894
山梨県全体,2021年10月第1週,居酒屋・バー,-33.617201468
