week,pref,avg_temp,avg_rain,sales,customers,newcase_day,GZnew,cumGZ,emergency
2018-12-31,Gunma,104.288,0,63627921,19624,0,0,0,0
2018-12-31,Ibaraki,100.472,0,67014750,25383,0,0,0,0
2018-12-31,Nagano,90.13999999999999,0.2777777777777778,48611445,27843,0,0,0,0
2018-12-31,Shizuoka,112.13600000000001,0,81822577,39099,0,0,0,0
2018-12-31,Tochigi,98.753,0,54526778,29245,0,0,0,0
2018-12-31,Yamanashi,93.92,0,14935850,5656,0,0,0,0
2019-01-07,Gunma,102.16657142857143,0,73889682,21920,0,0,0,0
2019-01-07,Ibaraki,100.66228571428572,0,78159912,29675,0,0,0,0
2019-01-07,Nagano,89.30685714285715,0.30952380952380953,41936713,23765,0,0,0,0
2019-01-07,Shizuoka,111.77085714285714,0,77566888,33709,0,0,0,0
2019-01-07,Tochigi,97.90828571428571,0,52177005,26276,0,0,0,0
2019-01-07,Yamanashi,96.49657142857144,0.03571428571428571,13695545,5056,0,0,0,0
2019-01-14,Gunma,103.85600000000001,0,75418284,22919,0,0,0,0
2019-01-14,Ibaraki,104.92057142857144,0,72523540,27607,0,0,0,0
2019-01-14,Nagano,93.13314285714287,0.7142857142857143,41077617,23740,0,0,0,0
2019-01-14,Shizuoka,112.94342857142857,0.1904761904761905,79079399,35427,0,0,0,0
2019-01-14,Tochigi,102.02771428571428,0,52271734,26957,0,0,0,0
2019-01-14,Yamanashi,98.23228571428571,0,14072844,5168,0,0,0,0
2019-01-21,Gunma,101.00942857142857,0.03571428571428571,75019627,22609,0,0,0,0
2019-01-21,Ibaraki,100.30742857142857,0.047619047619047616,75993414,27439,0,0,0,0
2019-01-21,Nagano,88.82857142857142,1.0238095238095237,41458650,22529,0,0,0,0
2019-01-21,Shizuoka,110.876,0,82825003,36439,0,0,0,0
2019-01-21,Tochigi,98.76457142857143,0,51016290,25631,0,0,0,0
2019-01-21,Yamanashi,95.31628571428571,0,14021301,5174,0,0,0,0
2019-01-28,Gunma,104.80485714285714,0,73360700,21742,0,0,0,0
2019-01-28,Ibaraki,103.68628571428572,1.5,68349812,25602,0,0,0,0
2019-01-28,Nagano,89.52285714285715,1.619047619047619,39751319,21466,0,0,0,0
2019-01-28,Shizuoka,110.876,3.4285714285714284,78282784,35046,0,0,0,0
2019-01-28,Tochigi,102.25914285714285,0.8571428571428571,45881737,23200,0,0,0,0
2019-01-28,Yamanashi,95.84857142857143,1.3214285714285714,13123411,4617,0,0,0,0
2019-02-04,Gunma,106.54057142857144,0,79255773,23287,0,0,0,0
2019-02-04,Ibaraki,106.37085714285715,0.9047619047619048,71752611,27534,0,0,0,0
2019-02-04,Nagano,95.07714285714286,1.119047619047619,46787942,25901,0,0,0,0
2019-02-04,Shizuoka,118.88342857142857,2.0952380952380953,85894952,37695,0,0,0,0
2019-02-04,Tochigi,103.76342857142858,0.14285714285714285,51200575,26052,0,0,0,0
2019-02-04,Yamanashi,102.09714285714286,0.6428571428571429,13498539,4870,0,0,0,0
2019-02-11,Gunma,100.68542857142857,0,81128739,23837,0,0,0,0
2019-02-11,Ibaraki,100.77028571428572,0.023809523809523808,74738679,27748,0,0,0,0
2019-02-11,Nagano,90.98857142857143,0,44858830,25109,0,0,0,0
2019-02-11,Shizuoka,113.32914285714287,0,81120928,37076,0,0,0,0
2019-02-11,Tochigi,99.04228571428571,0,53873693,28203,0,0,0,0
2019-02-11,Yamanashi,98.48685714285715,0,13533855,5060,0,0,0,0
2019-02-18,Gunma,115.61257142857143,0.17857142857142858,81350749,24243,0,0,0,0
2019-02-18,Ibaraki,113.40628571428573,1.0714285714285714,76791633,29018,0,0,0,0
2019-02-18,Nagano,103.76342857142858,1.738095238095238,45412910,25036,0,0,0,0
2019-02-18,Shizuoka,123.40400000000001,2.3333333333333335,84334882,37973,0,0,0,0
2019-02-18,Tochigi,111.93285714285715,1.7142857142857142,51347995,26397,0,0,0,0
2019-02-18,Yamanashi,109.98885714285716,0.9642857142857143,13850608,4835,0,0,0,0
2019-02-25,Gunma,115.08028571428572,1.75,80342550,23860,0,0,0,0
2019-02-25,Ibaraki,114.98,5.571428571428571,78455189,29450,0,0,0,0
2019-02-25,Nagano,105.92342857142856,1.8333333333333335,46911253,25195,0,0,0,0
2019-02-25,Shizuoka,124.94685714285714,4.880952380952381,84007068,38330,0,0,0,0
2019-02-25,Tochigi,112.78914285714285,3.857142857142857,52160140,26654,0,0,0,0
2019-02-25,Yamanashi,110.68314285714287,3.857142857142857,13752001,5023,0,0,0,0
2019-03-04,Gunma,117.69542857142858,4.642857142857143,78489787,23385,0,0,0,0
2019-03-04,Ibaraki,116.97028571428572,4.261904761904762,77079724,29395,0,0,0,0
2019-03-04,Nagano,107.65142857142857,5.214285714285714,44653847,25022,0,0,0,0
2019-03-04,Shizuoka,124.7,7.238095238095238,87765814,39825,0,0,0,0
2019-03-04,Tochigi,115.42742857142856,4.821428571428571,54673736,27776,0,0,0,0
2019-03-04,Yamanashi,112.02542857142858,5.75,14897412,5429,0,0,0,0
2019-03-11,Gunma,117.55657142857143,3.7857142857142856,84235750,25471,0,0,0,0
2019-03-11,Ibaraki,116.924,6.285714285714286,86122518,32091,0,0,0,0
2019-03-11,Nagano,101.24857142857144,3.4523809523809526,49027427,26462,0,0,0,0
2019-03-11,Shizuoka,122.61714285714285,0.9047619047619048,92908390,41328,0,0,0,0
2019-03-11,Tochigi,116.35314285714286,5.107142857142857,58763940,30433,0,0,0,0
2019-03-11,Yamanashi,107.85971428571429,4.321428571428571,15991889,6077,0,0,0,0
2019-03-18,Gunma,123.45800000000001,0,87103841,26823,0,0,0,0
2019-03-18,Ibaraki,123.03371428571428,0.21428571428571427,96092628,35432,0,0,0,0
2019-03-18,Nagano,113.37542857142857,1.0952380952380953,56900886,29975,0,0,0,0
2019-03-18,Shizuoka,129.03542857142855,0.8571428571428571,103222934,46148,0,0,0,0
2019-03-18,Tochigi,123.22657142857143,0.10714285714285714,66629050,32777,0,0,0,0
2019-03-18,Yamanashi,117.626,0.14285714285714285,18172929,6548,0,0,0,0
2019-03-25,Gunma,120.19485714285715,0.42857142857142855,97498042,28809,0,0,0,0
2019-03-25,Ibaraki,118.63657142857143,1.4047619047619049,95342771,34870,0,0,0,0
2019-03-25,Nagano,111.43142857142857,1.976190476190476,53502060,28516,0,0,0,0
2019-03-25,Shizuoka,130.68628571428573,0.5952380952380952,102470254,46253,0,0,0,0
2019-03-25,Tochigi,120.24114285714286,1.0357142857142858,64320549,32230,0,0,0,0
2019-03-25,Yamanashi,119.29228571428571,0.25,18690986,6862,0,0,0,0
2019-04-01,Gunma,123.43485714285715,0,78891714,24526,0,0,0,0
2019-04-01,Ibaraki,122.33942857142857,0.33333333333333337,72529847,28711,0,0,0,0
2019-04-01,Nagano,111.64742857142858,0.047619047619047616,42900889,24676,0,0,0,0
2019-04-01,Shizuoka,129.9457142857143,0,79714594,37399,0,0,0,0
2019-04-01,Tochigi,121.72228571428572,0.75,53739609,29323,0,0,0,0
2019-04-01,Yamanashi,117.302,0.17857142857142858,15460284,5991,0,0,0,0
2019-04-08,Gunma,119.10714285714286,3.107142857142857,80683696,23807,0,0,0,0
2019-04-08,Ibaraki,118.34342857142857,4.309523809523809,77360949,29367,0,0,0,0
2019-04-08,Nagano,111.632,5,44949735,24362,0,0,0,0
2019-04-08,Shizuoka,128.264,7.8809523809523805,81441021,36733,0,0,0,0
2019-04-08,Tochigi,118.436,4.642857142857143,54184393,27268,0,0,0,0
2019-04-08,Yamanashi,114.17771428571429,5.107142857142857,14396371,5925,0,0,0,0
2019-04-15,Gunma,140.28285714285715,0,81513098,23581,0,0,0,0
2019-04-15,Ibaraki,134.82114285714286,2.047619047619048,78980328,29826,0,0,0,0
2019-04-15,Nagano,129.49828571428571,0.5476190476190477,47988694,25984,0,0,0,0
2019-04-15,Shizuoka,141.39371428571428,1.8095238095238095,86964323,38601,0,0,0,0
2019-04-15,Tochigi,137.78342857142857,0.6785714285714286,56177581,27919,0,0,0,0
2019-04-15,Yamanashi,132.32171428571428,0.4642857142857143,16155219,6430,0,0,0,0
2019-04-22,Gunma,142.5045714285714,3.4285714285714284,89833832,25595,0,0,0,0
2019-04-22,Ibaraki,135.25314285714285,2.6666666666666665,88138366,32253,0,0,0,0
2019-04-22,Nagano,135.73142857142858,1.9047619047619049,52862585,26276,0,0,0,0
2019-04-22,Shizuoka,146.1457142857143,12.547619047619047,96520358,41736,0,0,0,0
2019-04-22,Tochigi,139.35714285714283,4.357142857142857,57389155,29058,0,0,0,0
2019-04-22,Yamanashi,138.29257142857142,0.35714285714285715,17190564,6210,0,0,0,0
2019-04-29,Gunma,144.86514285714287,3.642857142857143,107025586,33117,0,0,0,0
2019-04-29,Ibaraki,141.7177142857143,5.1190476190476195,113830421,44128,0,0,0,0
2019-04-29,Nagano,135.96285714285716,2.9761904761904763,86707289,46137,0,0,0,0
2019-04-29,Shizuoka,145.92971428571428,9.80952380952381,134609528,66121,0,0,0,0
2019-04-29,Tochigi,144.44857142857143,8.214285714285714,87837313,47061,0,0,0,0
2019-04-29,Yamanashi,135.21457142857145,3.392857142857143,24216131,9406,0,0,0,0
2019-05-06,Gunma,147.89685714285713,1.0357142857142858,70430191,21378,0,0,0,0
2019-05-06,Ibaraki,142.47371428571427,0.047619047619047616,67117229,26591,0,0,0,0
2019-05-06,Nagano,137.5674285714286,1.238095238095238,42170523,23836,0,0,0,0
2019-05-06,Shizuoka,148.22857142857143,1.6428571428571428,70497741,34191,0,0,0,0
2019-05-06,Tochigi,145.25857142857143,0.9642857142857143,50900623,27501,0,0,0,0
2019-05-06,Yamanashi,137.73714285714286,1.6428571428571428,14490668,5803,0,0,0,0
2019-05-13,Gunma,154.562,0.5714285714285714,74808922,22722,0,0,0,0
2019-05-13,Ibaraki,146.68571428571428,0.6904761904761905,70968631,27964,0,0,0,0
2019-05-13,Nagano,147.704,1.7142857142857142,43435708,23964,0,0,0,0
2019-05-13,Shizuoka,153.0885714285714,3.619047619047619,80469719,36270,0,0,0,0
2019-05-13,Tochigi,150.92857142857144,0.07142857142857142,50214803,26407,0,0,0,0
2019-05-13,Yamanashi,141.83342857142856,1.3571428571428572,14906646,5723,0,0,0,0
2019-05-20,Gunma,162.19914285714287,5.75,77051554,22792,0,0,0,0
2019-05-20,Ibaraki,153.752,9.333333333333332,68736349,26430,0,0,0,0
2019-05-20,Nagano,151.25257142857146,7.5,47700428,25492,0,0,0,0
2019-05-20,Shizuoka,157.6862857142857,24.88095238095238,82829259,37067,0,0,0,0
2019-05-20,Tochigi,158.19542857142858,13.142857142857142,49128045,25100,0,0,0,0
2019-05-20,Yamanashi,150.7665714285714,10.75,13913155,5640,0,0,0,0
2019-05-27,Gunma,163.4257142857143,0.25,78411116,23951,0,0,0,0
2019-05-27,Ibaraki,156.99200000000002,1.1428571428571428,71188867,27362,0,0,0,0
2019-05-27,Nagano,151.2217142857143,1.642857142857143,46333189,24926,0,0,0,0
2019-05-27,Shizuoka,159.84628571428573,6.5,84013674,37599,0,0,0,0
2019-05-27,Tochigi,161.75942857142857,0.42857142857142855,51273108,27190,0,0,0,0
2019-05-27,Yamanashi,151.8774285714286,0.35714285714285715,14256009,5404,0,0,0,0
2019-06-03,Gunma,162.06028571428573,3.25,72701549,22201,0,0,0,0
2019-06-03,Ibaraki,154.87828571428574,2.3095238095238093,69035714,27120,0,0,0,0
2019-06-03,Nagano,155.048,4.976190476190476,44173588,24271,0,0,0,0
2019-06-03,Shizuoka,161.2657142857143,10.214285714285714,78622583,35970,0,0,0,0
2019-06-03,Tochigi,158.68142857142857,4.428571428571429,48726195,25832,0,0,0,0
2019-06-03,Yamanashi,153.59,3.9285714285714284,14000515,5516,0,0,0,0
2019-06-10,Gunma,152.68742857142854,10.107142857142858,78287786,23717,0,0,0,0
2019-06-10,Ibaraki,150.7897142857143,13.833333333333332,72623741,27929,0,0,0,0
2019-06-10,Nagano,147.25657142857142,6.809523809523809,46743192,25415,0,0,0,0
2019-06-10,Shizuoka,155.77314285714286,15.952380952380953,83556195,37822,0,0,0,0
2019-06-10,Tochigi,151.90057142857142,11.571428571428571,51994285,27284,0,0,0,0
2019-06-10,Yamanashi,145.37428571428572,15.571428571428571,14868690,5730,0,0,0,0
2019-06-17,Gunma,163.0322857142857,4.357142857142857,76457835,23224,0,0,0,0
2019-06-17,Ibaraki,159.692,0.5714285714285714,76236986,29161,0,0,0,0
2019-06-17,Nagano,155.48000000000002,1.9523809523809526,48048041,25613,0,0,0,0
2019-06-17,Shizuoka,165.18457142857145,3.3095238095238093,84441225,38001,0,0,0,0
2019-06-17,Tochigi,160.81057142857145,7.285714285714286,53945450,27860,0,0,0,0
2019-06-17,Yamanashi,156.45971428571428,0.5357142857142857,15079082,5615,0,0,0,0
2019-06-24,Gunma,164.12,8.214285714285714,85396443,24804,0,0,0,0
2019-06-24,Ibaraki,159.50685714285714,6.904761904761905,78554432,29002,0,0,0,0
2019-06-24,Nagano,161.11142857142858,9.333333333333334,49477617,25990,0,0,0,0
2019-06-24,Shizuoka,168.4862857142857,10.142857142857142,89004666,38620,0,0,0,0
2019-06-24,Tochigi,161.7594285714286,10.178571428571429,54948428,28971,0,0,0,0
2019-06-24,Yamanashi,160.90314285714285,4.928571428571429,15142131,5759,0,0,0,0
2019-07-01,Gunma,164.55971428571428,4.892857142857143,78589053,23278,0,0,0,0
2019-07-01,Ibaraki,159.42971428571428,7.523809523809524,69441576,26719,0,0,0,0
2019-07-01,Nagano,162.80857142857144,6.333333333333334,47162961,25424,0,0,0,0
2019-07-01,Shizuoka,166.388,15.476190476190476,78567684,34847,0,0,0,0
2019-07-01,Tochigi,162.24542857142856,9.25,50117037,27048,0,0,0,0
2019-07-01,Yamanashi,159.14428571428573,8.107142857142858,14064112,5436,0,0,0,0
2019-07-08,Gunma,156.57542857142857,5.035714285714286,86084220,24644,0,0,0,0
2019-07-08,Ibaraki,155.51085714285713,2.880952380952381,81626553,31433,0,0,0,0
2019-07-08,Nagano,160.01600000000002,4.333333333333333,52043953,26779,0,0,0,0
2019-07-08,Shizuoka,163.5182857142857,7.0476190476190474,91915045,41557,0,0,0,0
2019-07-08,Tochigi,156.3902857142857,4.392857142857143,55392411,28937,0,0,0,0
2019-07-08,Yamanashi,153.8677142857143,4.571428571428571,15083655,5567,0,0,0,0
2019-07-15,Gunma,169.74371428571428,3.857142857142857,77515922,23663,0,0,0,0
2019-07-15,Ibaraki,164.012,3.952380952380952,75159230,29395,0,0,0,0
2019-07-15,Nagano,165.23085714285716,7.785714285714286,52285831,27376,0,0,0,0
2019-07-15,Shizuoka,169.81314285714285,13.833333333333332,87146770,40767,0,0,0,0
2019-07-15,Tochigi,167.15171428571432,4.214285714285714,54969946,29749,0,0,0,0
2019-07-15,Yamanashi,162.54628571428572,9.892857142857142,14936168,5780,0,0,0,0
2019-07-22,Gunma,177.4502857142857,17.5,84944393,24823,0,0,0,0
2019-07-22,Ibaraki,173.6394285714286,4.595238095238095,77858616,29239,0,0,0,0
2019-07-22,Nagano,173.11485714285715,6.238095238095238,54535445,27559,0,0,0,0
2019-07-22,Shizuoka,177.20342857142856,16.166666666666668,86702352,38646,0,0,0,0
2019-07-22,Tochigi,175.76085714285713,6.285714285714286,56060815,28695,0,0,0,0
2019-07-22,Yamanashi,169.88257142857142,5.607142857142857,15905399,5634,0,0,0,0
2019-07-29,Gunma,188.4894285714286,9.821428571428571,77942855,23490,0,0,0,0
2019-07-29,Ibaraki,183.03542857142858,0,73559006,28580,0,0,0,0
2019-07-29,Nagano,179.24,2.642857142857143,54891738,28657,0,0,0,0
2019-07-29,Shizuoka,182.95828571428572,0.2380952380952381,86429525,41358,0,0,0,0
2019-07-29,Tochigi,185.99,5.035714285714286,54165529,29251,0,0,0,0
2019-07-29,Yamanashi,177.0337142857143,4.464285714285714,15769672,5922,0,0,0,0
2019-08-05,Gunma,189.1837142857143,0.07142857142857142,86186057,25376,0,0,0,0
2019-08-05,Ibaraki,181.4617142857143,0,83530771,31793,0,0,0,0
2019-08-05,Nagano,180.644,1.8333333333333333,65163469,32601,0,0,0,0
2019-08-05,Shizuoka,184.316,0,99925712,46881,0,0,0,0
2019-08-05,Tochigi,186.17514285714287,0.75,60664513,31229,0,0,0,0
2019-08-05,Yamanashi,178.35285714285715,2.0357142857142856,18256610,7005,0,0,0,0
2019-08-12,Gunma,184.78657142857142,13.25,88203072,27976,0,0,0,0
2019-08-12,Ibaraki,180.73657142857144,1.0238095238095237,90195376,36370,0,0,0,0
2019-08-12,Nagano,179.96514285714287,2.3095238095238093,78527679,42568,0,0,0,0
2019-08-12,Shizuoka,183.46742857142857,6.690476190476191,117867918,58301,0,0,0,0
2019-08-12,Tochigi,183.074,2.2857142857142856,80374199,43371,0,0,0,0
2019-08-12,Yamanashi,174.2334285714286,7.5,22738113,8670,0,0,0,0
2019-08-19,Gunma,174.58057142857143,8.892857142857142,75720901,22858,0,0,0,0
2019-08-19,Ibaraki,171.51028571428571,8.833333333333334,69764511,28978,0,0,0,0
2019-08-19,Nagano,168.45542857142857,6.333333333333333,53246760,28799,0,0,0,0
2019-08-19,Shizuoka,179.67200000000003,3.4047619047619047,85205709,40703,0,0,0,0
2019-08-19,Tochigi,171.15542857142856,13.285714285714286,53408112,30497,0,0,0,0
2019-08-19,Yamanashi,170.62314285714285,3.7142857142857144,16003525,6213,0,0,0,0
2019-08-26,Gunma,173.70114285714286,2.607142857142857,78057466,23759,0,0,0,0
2019-08-26,Ibaraki,171.47942857142857,1.8571428571428572,70142271,28064,0,0,0,0
2019-08-26,Nagano,164.84514285714286,6.071428571428571,54475404,27378,0,0,0,0
2019-08-26,Shizuoka,175.59885714285713,10.309523809523808,86999996,40663,0,0,0,0
2019-08-26,Tochigi,172.03485714285716,1.3928571428571428,51823162,28873,0,0,0,0
2019-08-26,Yamanashi,166.7814285714286,2.6785714285714284,15983086,5979,0,0,0,0
2019-09-02,Gunma,175.32114285714286,0.07142857142857142,68579653,20724,0,0,0,0
2019-09-02,Ibaraki,171.23257142857142,3.238095238095238,59833902,24031,0,0,0,0
2019-09-02,Nagano,169.93657142857143,1.5,47429589,25159,0,0,0,0
2019-09-02,Shizuoka,179.54857142857145,4.285714285714286,76569454,35923,0,0,0,0
2019-09-02,Tochigi,173.53914285714288,0.5714285714285714,45466648,25317,0,0,0,0
2019-09-02,Yamanashi,169.37342857142858,7.464285714285714,15158964,5525,0,0,0,0
2019-09-09,Gunma,173.05314285714286,7.714285714285714,74548813,23525,0,0,0,0
2019-09-09,Ibaraki,169.07257142857142,14.071428571428573,70327690,27481,0,0,0,0
2019-09-09,Nagano,166.95885714285717,0.9523809523809524,51273104,26840,0,0,0,0
2019-09-09,Shizuoka,176.63257142857142,2.9523809523809526,86372978,39993,0,0,0,0
2019-09-09,Tochigi,170.114,16.535714285714285,53710376,28392,0,0,0,0
2019-09-09,Yamanashi,166.11028571428574,6.714285714285714,15681480,6071,0,0,0,0
2019-09-16,Gunma,164.69857142857143,1.7142857142857142,76096945,22829,0,0,0,0
2019-09-16,Ibaraki,159.38342857142857,4.333333333333334,69576842,27819,0,0,0,0
2019-09-16,Nagano,154.75485714285713,0.16666666666666666,51424620,28494,0,0,0,0
2019-09-16,Shizuoka,170.10628571428572,1.7619047619047619,87207217,40606,0,0,0,0
2019-09-16,Tochigi,161.87514285714286,3.107142857142857,54518543,29758,0,0,0,0
2019-09-16,Yamanashi,157.77885714285713,3.5,16627360,6361,0,0,0,0
2019-09-23,Gunma,164.99942857142858,0.4642857142857143,74987627,22989,0,0,0,0
2019-09-23,Ibaraki,163.05542857142856,0.8571428571428572,70104793,27411,0,0,0,0
2019-09-23,Nagano,158.53485714285716,1.2619047619047619,50823390,28194,0,0,0,0
2019-09-23,Shizuoka,169.28857142857143,1.880952380952381,86578461,39868,0,0,0,0
2019-09-23,Tochigi,163.91171428571428,0.7142857142857143,54717803,28934,0,0,0,0
2019-09-23,Yamanashi,158.86657142857143,0.7857142857142857,16136125,6107,0,0,0,0
2019-09-30,Gunma,166.71200000000002,0.8571428571428571,69186366,21390,0,0,0,0
2019-09-30,Ibaraki,161.55885714285714,1.5,72723845,28697,0,0,0,0
2019-09-30,Nagano,158.25714285714287,1.8333333333333335,44898473,23960,0,0,0,0
2019-09-30,Shizuoka,170.13714285714286,6.3809523809523805,77934516,34923,0,0,0,0
2019-09-30,Tochigi,164.35142857142856,2.5,48473149,25817,0,0,0,0
2019-09-30,Yamanashi,158.88971428571426,1.0357142857142858,14006083,5380,0,0,0,0
2019-10-07,Gunma,156.11257142857144,35.392857142857146,56450245,17918,0,0,0,0
2019-10-07,Ibaraki,154.33828571428572,22.023809523809526,54951466,20884,0,0,0,0
2019-10-07,Nagano,147.30285714285716,16.023809523809522,35312638,19583,0,0,0,0
2019-10-07,Shizuoka,164.50571428571428,36.714285714285715,56022206,25364,0,0,0,0
2019-10-07,Tochigi,154.81657142857142,40.17857142857143,39418287,20648,0,0,0,0
2019-10-07,Yamanashi,151.16000000000003,39.107142857142854,10648072,3937,0,0,0,0
