week,pref,avg_temp,avg_rain,sales,customers,newcase_day,GZnew,cumGZ,emergency
2020-10-19,Tochigi,136.6957142857143,2.107142857142857,43017469,20857,12,0,0,0
2020-10-19,Yamanashi,128.20228571428572,3.142857142857143,14675210,6446,4,143,808,0
2020-10-26,Gunma,136.23285714285714,0,65306128,18460,34,0,0,0
2020-10-26,Ibaraki,134.01885714285714,0,67969183,25084,29,0,0,0
2020-10-26,Nagano,121.17842857142857,0,44040306,23070,9,0,0,0
2020-10-26,Shizuoka,142.02628571428573,0,71556891,31143,68,0,0,0
2020-10-26,Tochigi,134.03428571428572,0,42183170,21033,12,0,0,0
2020-10-26,Yamanashi,125.42514285714286,0,15828625,6664,13,104,912,0
2020-11-02,Gunma,134.61285714285714,0.2857142857142857,66645039,18771,24,0,0,0
2020-11-02,Ibaraki,133.52514285714287,2.119047619047619,68551158,25428,48,0,0,0
2020-11-02,Nagano,122.486,1.7321428571428572,45554794,24403,27,0,0,0
2020-11-02,Shizuoka,139.85085714285714,2.1904761904761902,69670581,30840,90,0,0,0
2020-11-02,Tochigi,131.69685714285714,1.25,43809957,21751,9,0,0,0
2020-11-02,Yamanashi,126.32771428571428,1,15804863,6787,25,150,1062,0
2020-11-09,Gunma,124.31428571428572,0,63217708,18733,31,0,0,0
2020-11-09,Ibaraki,123.15714285714286,0,68170322,25246,149,0,0,0
2020-11-09,Nagano,111.875,0,41524638,22582,91,0,0,0
2020-11-09,Shizuoka,134.88285714285715,0,68126600,30022,132,0,0,0
2020-11-09,Tochigi,122.27771428571428,0,42554124,20946,18,0,0,0
2020-11-09,Yamanashi,117.32514285714286,0,14598234,6406,42,124,1186,0
2020-11-16,Gunma,136.27914285714286,0.07142857142857142,69264819,19491,89,0,0,0
2020-11-16,Ibaraki,138.38514285714285,0,67196632,24628,285,0,0,0
2020-11-16,Nagano,132.11342857142859,0.6964285714285714,41197467,21439,145,0,0,0
2020-11-16,Shizuoka,146.74742857142857,2.1666666666666665,67378676,28862,338,0,0,0
2020-11-16,Tochigi,132.57628571428572,0,46760771,22435,56,0,0,0
2020-11-16,Yamanashi,131.16457142857143,0.17857142857142858,15932974,6891,35,148,1334,0
2020-11-23,Gunma,124.8697142857143,0,59144914,17277,150,0,0,0
2020-11-23,Ibaraki,123.80514285714287,0.619047619047619,62235349,23186,286,0,0,0
2020-11-23,Nagano,113.48342857142858,0.32142857142857145,38563137,21016,97,0,0,0
2020-11-23,Shizuoka,136.44114285714284,0.023809523809523808,58878605,27556,406,0,0,0
2020-11-23,Tochigi,122.37028571428571,0.32142857142857145,42634775,21001,62,0,0,0
2020-11-23,Yamanashi,121.46771428571428,0,13855572,6123,20,132,1466,0
2020-11-30,Gunma,115.40428571428572,0,57442384,16553,193,0,0,0
2020-11-30,Ibaraki,112.97428571428571,0.8809523809523809,52583207,19619,294,0,0,0
2020-11-30,Nagano,104.67757142857143,0.03571428571428571,33600079,18935,100,0,0,0
2020-11-30,Shizuoka,126.04228571428571,0.1904761904761905,53527566,22883,321,0,0,0
2020-11-30,Tochigi,111.77085714285714,0.07142857142857142,37768108,18598,115,0,0,0
2020-11-30,Yamanashi,109.4102857142857,0,11419494,5019,84,116,1582,0
2020-12-07,Gunma,116.97800000000001,0,61457473,16947,264,0,0,0
2020-12-07,Ibaraki,116.52285714285715,0.16666666666666669,58194611,21988,155,0,0,0
2020-12-07,Nagano,104.05271428571429,0,35865726,19623,154,0,0,0
2020-12-07,Shizuoka,126.99885714285715,0,55730731,24265,235,0,0,0
2020-12-07,Tochigi,115.33485714285715,0,41358370,19673,121,0,0,0
2020-12-07,Yamanashi,109.64171428571429,0,12084342,5113,29,54,1636,0
2020-12-14,Gunma,100.8937142857143,0,55994440,15551,281,0,0,0
2020-12-14,Ibaraki,99.61314285714286,0,61892881,22312,146,0,0,0
2020-12-14,Nagano,89.09085714285715,0.8214285714285714,35565756,18881,89,0,0,0
2020-12-14,Shizuoka,109.56457142857143,0,56411208,24188,188,0,0,0
2020-12-14,Tochigi,96.14942857142857,0,41498401,19644,152,0,0,0
2020-12-14,Yamanashi,94.946,0,11953138,5062,37,50,1686,0
2020-12-21,Gunma,108.43828571428571,0,66746684,16168,239,0,0,0
2020-12-21,Ibaraki,105.476,0,68357061,23064,174,0,0,0
2020-12-21,Nagano,93.59214285714285,0.10714285714285714,38854622,19040,80,0,0,0
2020-12-21,Shizuoka,112.52685714285714,0.023809523809523808,62395642,25108,199,0,0,0
2020-12-21,Tochigi,101.95828571428572,0,43749342,19728,213,0,0,0
2020-12-21,Yamanashi,95.70971428571428,0,13933395,5651,37,60,1746,0
2020-12-28,Gunma,104.22628571428572,0,58434983,13369,240,0,0,0
2020-12-28,Ibaraki,101.32571428571428,0.11904761904761905,70408357,22039,253,0,0,0
2020-12-28,Nagano,91.787,1.5892857142857142,38418276,18821,116,0,0,0
2020-12-28,Shizuoka,111.80171428571428,1.2857142857142856,69587596,27752,219,0,0,0
2020-12-28,Tochigi,101.03257142857143,0,54876207,22882,427,0,0,0
2020-12-28,Yamanashi,96.68171428571429,0.21428571428571427,14430445,5645,63,0,1746,0
2021-01-04,Gunma,98.46371428571429,0,44835541,12252,460,0,0,0
2021-01-04,Ibaraki,97.85428571428572,0,45193921,17741,580,0,0,0
2021-01-04,Nagano,86.25585714285714,0.08928571428571429,27913218,17149,367,0,0,0
2021-01-04,Shizuoka,103.80971428571429,0,45647237,22224,572,0,0,0
2021-01-04,Tochigi,95.45514285714286,0,27115362,15058,848,0,0,0
2021-01-04,Yamanashi,89.09085714285715,0,9531164,4581,159,40,1786,0
2021-01-11,Gunma,104.13371428571429,0.14285714285714285,29048685,9719,418,0,0,0
2021-01-11,Ibaraki,103.34685714285715,0.21428571428571427,36385448,14533,672,0,0,0
2021-01-11,Nagano,92.44657142857142,1.0535714285714286,21983179,13925,380,0,0,0
2021-01-11,Shizuoka,111.74000000000001,0.5714285714285714,37575003,18638,537,0,0,0
2021-01-11,Tochigi,99.57457142857143,0.03571428571428571,18505418,10153,652,0,0,1
2021-01-11,Yamanashi,93.23342857142856,0.5357142857142857,7581084,3521,99,59,1845,0
2021-01-18,Gunma,100.98628571428571,3.5714285714285716,29801375,8948,314,0,0,0
2021-01-18,Ibaraki,101.77314285714286,2.261904761904762,30201665,12349,550,0,0,0
2021-01-18,Nagano,91.87957142857142,3.9107142857142856,21191348,13502,195,0,0,0
2021-01-18,Shizuoka,115.05714285714286,4.0476190476190474,36265929,17542,365,0,0,0
2021-01-18,Tochigi,98.62571428571428,2.75,17422340,10205,394,0,0,1
2021-01-18,Yamanashi,97.51485714285715,3.7857142857142856,7467261,3558,38,78,1923,0
2021-01-25,Gunma,106.98028571428573,0.03571428571428571,38302180,10414,263,0,0,0
2021-01-25,Ibaraki,106.18571428571428,1,34641818,14189,456,0,0,0
2021-01-25,Nagano,97.44542857142858,0.8392857142857143,23395497,14496,104,0,0,0
2021-01-25,Shizuoka,115.93657142857143,4.595238095238096,41562719,19594,328,0,0,0
2021-01-25,Tochigi,105.22142857142858,0.14285714285714285,19784945,11669,215,0,0,1
2021-01-25,Yamanashi,99.38942857142857,1.25,7917462,3918,17,54,1977,0
2021-02-01,Gunma,108.57714285714286,0.25,34389992,10276,247,0,0,0
2021-02-01,Ibaraki,108.76228571428571,0.8333333333333333,34476876,14219,324,0,0,0
2021-02-01,Nagano,98.71828571428571,1.875,25881552,15889,47,0,0,0
2021-02-01,Shizuoka,118.51314285714285,4.309523809523809,43456740,20272,158,0,0,0
2021-02-01,Tochigi,105.26771428571429,0,21575059,12404,110,0,0,1
2021-02-01,Yamanashi,104.87428571428572,0.9642857142857143,6543864,3597,12,38,2015,0
2021-02-08,Gunma,109.24828571428571,0,43960928,12306,151,0,0,0
2021-02-08,Ibaraki,108.42285714285714,0,41737211,16666,228,0,0,0
2021-02-08,Nagano,98.29014285714285,0.17857142857142858,32531155,19491,10,0,0,0
2021-02-08,Shizuoka,119.90171428571429,0,51059059,23705,99,0,0,0
2021-02-08,Tochigi,106.72571428571429,0,29584252,16131,81,0,0,0
2021-02-08,Yamanashi,103.85600000000001,0,9801492,4673,15,152,2167,0
2021-02-15,Gunma,113.22885714285715,4.107142857142857,41123941,11457,110,0,0,0
2021-02-15,Ibaraki,113.71485714285716,10.452380952380953,41072450,16897,211,0,0,0
2021-02-15,Nagano,100.28042857142857,3.6607142857142856,32163989,19218,13,0,0,0
2021-02-15,Shizuoka,117.98857142857143,6.404761904761905,51633343,23977,156,0,0,0
2021-02-15,Tochigi,111.794,5.857142857142857,29624970,15788,75,0,0,0
2021-02-15,Yamanashi,106.07771428571428,6.071428571428571,9438300,4571,7,163,2330,0
2021-02-22,Gunma,110.66000000000001,0,49716481,14585,127,0,0,0
2021-02-22,Ibaraki,110.552,0,54527825,20867,174,0,0,0
2021-02-22,Nagano,99.89857142857143,0.16071428571428573,36407244,21625,6,0,0,0
2021-02-22,Shizuoka,121.568,0.33333333333333337,57242269,26365,138,0,0,0
2021-02-22,Tochigi,108.66971428571429,0,38302550,19936,56,0,0,0
2021-02-22,Yamanashi,107.55885714285715,0,11433410,5325,4,168,2498,0
2021-03-01,Gunma,117.85742857142857,1,53347715,15379,99,0,0,0
2021-03-01,Ibaraki,118.91428571428571,2.8571428571428568,56427169,21368,235,0,0,0
2021-03-01,Nagano,109.607,3.0535714285714284,32337223,19452,10,0,0,0
2021-03-01,Shizuoka,128.6342857142857,4.476190476190476,51862858,24548,114,0,0,0
2021-03-01,Tochigi,118.25085714285714,2.7857142857142856,34429615,18129,73,0,0,0
2021-03-01,Yamanashi,114.36285714285715,1.3214285714285714,10407642,4841,2,187,2685,0
2021-03-08,Gunma,120.38000000000001,6.142857142857143,58331271,17212,92,0,0,0
2021-03-08,Ibaraki,119.76285714285714,8.261904761904763,61844944,22755,194,0,0,0
2021-03-08,Nagano,109.4102857142857,3,37041343,21514,43,0,0,0
2021-03-08,Shizuoka,127.35371428571429,5.690476190476191,57593336,26143,140,0,0,0
2021-03-08,Tochigi,118.20457142857144,6.821428571428571,39332724,19751,118,0,0,0
2021-03-08,Yamanashi,114.872,7.357142857142857,11805419,5329,10,192,2877,0
2021-03-15,Gunma,126.86000000000001,1.2857142857142858,61567548,17874,126,0,0,0
2021-03-15,Ibaraki,126.30457142857142,3.5476190476190474,68850640,24900,215,0,0,0
2021-03-15,Nagano,115.75142857142858,4.303571428571429,42074903,22886,115,0,0,0
2021-03-15,Shizuoka,136.17885714285714,15.833333333333332,62774240,28048,99,0,0,0
2021-03-15,Tochigi,125.35571428571428,5.25,42267153,20653,138,0,0,0
2021-03-15,Yamanashi,123.87457142857144,5.821428571428571,13322169,5751,5,194,3071,0
2021-03-22,Gunma,127.29971428571429,0.7142857142857143,65269334,18869,124,0,0,0
2021-03-22,Ibaraki,127.77028571428572,1.8809523809523812,72686508,26478,252,0,0,0
2021-03-22,Nagano,117.59128571428572,1.8928571428571428,41528429,23217,179,0,0,0
2021-03-22,Shizuoka,133.37085714285715,13.857142857142856,68950863,30221,152,0,0,0
2021-03-22,Tochigi,126.90628571428572,2.142857142857143,44102819,21298,123,0,0,0
2021-03-22,Yamanashi,120.47257142857144,1.7142857142857142,15129319,6581,6,204,3275,0
2021-03-29,Gunma,142.412,1.8928571428571428,61082996,18124,168,0,0,0
2021-03-29,Ibaraki,140.5297142857143,6.190476190476191,62427700,24174,225,0,0,0
2021-03-29,Nagano,132.8887142857143,1.625,37294679,21841,223,0,0,0
2021-03-29,Shizuoka,145.66742857142856,8.380952380952381,62363995,28134,185,0,0,0
2021-03-29,Tochigi,141.9722857142857,4.5,39568990,20523,211,0,0,0
2021-03-29,Yamanashi,135.446,2.5357142857142856,13330480,5927,27,107,3382,0
2021-04-05,Gunma,127.78571428571429,0.03571428571428571,54029476,15269,150,0,0,0
2021-04-05,Ibaraki,123.26514285714286,2.761904761904762,54528344,21244,237,0,0,0
2021-04-05,Nagano,115.50842857142857,0.05357142857142857,29959389,17891,266,0,0,0
2021-04-05,Shizuoka,134.312,2.8095238095238093,56915474,25669,136,0,0,0
2021-04-05,Tochigi,125.12428571428572,0.5357142857142857,34700321,18016,171,0,0,0
2021-04-05,Yamanashi,120.93542857142857,0.6428571428571429,11488794,5446,39,200,3582,0
2021-04-12,Gunma,134.08057142857143,4.428571428571429,53879445,15390,220,0,0,0
2021-04-12,Ibaraki,133.20114285714286,13.333333333333332,52522810,20308,319,0,0,0
2021-04-12,Nagano,124.51100000000001,7.178571428571429,29167100,17419,305,0,0,0
2021-04-12,Shizuoka,137.12,13.595238095238097,54887745,24582,190,0,0,0
2021-04-12,Tochigi,132.52999999999997,5.464285714285714,33054202,17037,141,0,0,0
2021-04-12,Yamanashi,126.48971428571429,4.642857142857143,10379276,4687,43,201,3783,0
2021-04-19,Gunma,140.97714285714287,0,54002101,15523,243,0,0,0
2021-04-19,Ibaraki,134.88285714285715,0.11904761904761905,53778957,21085,455,0,0,0
2021-04-19,Nagano,130.69014285714286,0,30797482,17639,230,0,0,0
2021-04-19,Shizuoka,142.0417142857143,0,57269199,25787,161,0,0,0
2021-04-19,Tochigi,137.3437142857143,0.07142857142857142,34927333,18091,159,0,0,0
2021-04-19,Yamanashi,134.21942857142858,0.07142857142857142,11640491,4996,67,153,3936,0
2021-04-26,Gunma,136.6124,2.15,37763234,10458,290,0,0,0
2021-04-26,Ibaraki,136.3424,12,33927575,13107,256,0,0,0
2021-04-26,Nagano,127.20020000000001,6.625,23299911,12427,119,0,0,0
2021-04-26,Shizuoka,143.2544,15.033333333333335,39314640,16541,143,0,0,0
2021-04-26,Tochigi,136.9364,7.7,24127282,11957,122,0,0,0
2021-04-26,Yamanashi,132.6596,6.3,7263292,3246,74,86,4022,0
