ID,Date_approval,Type,Name,Address
1,2020-07-17,Food,レストラン・バー・アルフィー,甲府市中央4-3-19桜商事ビル1階
2,2020-07-17,Food,ハーブガーデン四季の香り,富士河口湖町船津1200-1
3,2020-07-17,Food,発酵酒場かえるのより道,甲府市丸の内1-20-21
4,2020-07-17,Food,レストランパセリ×タニタカフェ　ヘルシースパサンロード店,甲府市大里町4144-4
5,2020-07-17,Food,ヘルシーレストランパセリ,甲府市後屋町429
6,2020-07-31,Food,佳幸,韮崎市上祖母石778-4
7,2020-07-31,Food,カントリーグリル・やまの時間,北杜市高根町清里3570-1
8,2020-07-31,Food,モコカフェ,北杜市大泉町西井出8240-370
9,2020-07-31,Food,玉喜亭,富士吉田市松山1386
10,2020-07-31,Food,お食事処川　甲西本店,南アルプス市西南湖368
11,2020-07-31,Food,お食事処あやの　上野原本店,上野原市上野原1709-1
12,2020-07-31,Food,日本大学附属明誠高校　学生食堂,上野原市上野原3200
13,2020-07-31,Food,五合園レストハウス,鳴沢村字富士山8545-1
14,2020-07-31,Food,有限会社　東京屋製菓,富士吉田市竜ヶ丘1-5-1
15,2020-07-31,Food,ほうとう蔵 歩成 河口湖店,富士河口湖町船津6931
16,2020-07-31,Food,お食事処川　昭和本店,昭和町西条4339-3
17,2020-07-31,Food,恵比寿夜ノ森河口湖,富士河口湖町船津1196-1
18,2020-07-31,Food,割烹ふるや,都留市中央3-1-15
19,2020-07-31,Food,酒蔵レストラン臺民,北杜市白州町台ケ原2287
20,2020-07-31,Food,寿し正,笛吹市境川町石橋2057
21,2020-07-31,Food,奥庭荘,鳴沢村字富士山8545-1
22,2020-07-31,Food,みたまの湯　ふるさと味工房みはらし亭,市川三郷町大塚2608
23,2020-07-31,Food,KANON,山中湖村平野2396-24
24,2020-07-31,Food,中央自動車道谷村PA下り線,都留市川棚字原の裏216-3
25,2020-07-31,Food,佐渡屋,甲府市相生2-3-13
26,2020-07-31,Food,台ケ原珈琲,北杜市白州町台ケ原2215
27,2020-08-07,Food,富士山五合目こみたけ売店,富士吉田市上吉田小御岳下5617
28,2020-08-07,Food,天下一品　甲府向町店,甲府市向町719
29,2020-08-07,Food,MY crib,富士河口湖町船津6713-120
30,2020-08-07,Food,極。,甲府市丸の内1ｰ16ｰ15紅梅ビル1階
31,2020-08-07,Food,メルシャン株式会社シャトー・メルシャン勝沼ワイナリー　ワインギャラリー,甲州市勝沼町下岩崎1425-1
32,2020-08-07,Food,富士川クラフトパークエントランス棟,身延町下山1597
33,2020-08-07,Food,桂川うどんセンター,大月市富浜町鳥沢8438
34,2020-08-07,Food,小瀬スポーツ公園体育館レストラン,甲府市小瀬町840
35,2020-08-07,Food,有限会社 富士山みはらし,富士吉田市上吉田字小御岳下5617-42
36,2020-08-07,Food,CHEVAL,富士吉田市上吉田東8-10-10
37,2020-08-07,Food,和菜屋　宴,山梨市小原西1073-2
38,2020-08-07,Food,鶏っこ,富士河口湖町船津3265-2
39,2020-08-07,Food,甲州煮こみ屋,甲府市丸の内2-4-7　丸二ビル
40,2020-08-07,Food,蔵元居酒屋　谷桜,甲府市中央1-9-6　青柳ビル
41,2020-08-07,Food,味魅,甲府市中央1-1-9
42,2020-08-07,Food,古麻樹,甲府市上石田1-2-13
43,2020-08-07,Food,レストラン　ワインクラブ,甲府市東光寺3-13-25
44,2020-08-07,Food,地ビールレストランシルバンズ,富士河口湖町船津字剣丸尾6663-1
45,2020-08-07,Food,女神の森セントラルガーデン奏樹カフェ＆ダイニング,北杜市小淵沢町1578
46,2020-08-07,Food,串とも,昭和町清水新居1541-2
47,2020-08-07,Food,展望星屑レストランガイア,山梨市江曽原1488笛吹川フルーツ公園くだもの工房3Ｆ
48,2020-08-07,Food,Cafe ROSSO,甲府市貢川2-1-13
49,2020-08-07,Food,河口湖ハーブ館内　カフェグリーンハウス,富士河口湖町船津6713-18
50,2020-08-07,Food,メリクリ,甲府市下鍛冶屋町958-5
51,2020-08-07,Food,千鳥ヶ渕コーヒー,甲府市中小河原1-6-7　マロニエール101
52,2020-08-07,Food,そば処清里　北甲斐亭,北杜市高根町清里2890-1
53,2020-08-07,Food,釜めし　多ぬき,甲府市中央1-14-8
54,2020-08-07,Food,ぼくり石和店,笛吹市石和町四日市場2031-33
55,2020-08-07,Food,ぼくりリバーサイド店,中央市山之神2738
56,2020-08-07,Food,ぼくり本店,甲府市武田2-7-20
57,2020-08-07,Food,ごはん亭まえふじ,富士河口湖町船津4961-1
58,2020-08-07,Food,ほうとう蔵 歩成 フルーツライン店,山梨市万力1091
59,2020-08-07,Food,フレンチダイニング竜,甲州市塩山赤尾595-1
60,2020-08-07,Food,山梨まるごと市場　幸修,甲府市丸の内2-16-7 2F
61,2020-08-07,Food,福乃家,笛吹市八代町南409
62,2020-08-14,Food,小御岳茶屋,富士吉田市上吉田小御岳下5617
63,2020-08-14,Food,料理工房　ふきはら,北杜市長坂町小荒間1913－21
64,2020-08-14,Food,昇仙峡さわらび,甲府市平瀬町3221
65,2020-08-14,Food,レストラン鳥居平,甲州市勝沼町菱山4729
66,2020-08-14,Food,はなの舞　富士吉田店,富士吉田市上吉田4261
67,2020-08-14,Food,お食事処笹ご茶屋,昭和町西条2493-1
68,2020-08-14,Food,里の駅いちのみや,笛吹市一宮町東原655
69,2020-08-14,Food,浅間園,笛吹市一宮町東新居600
70,2020-08-14,Food,SAMURAI　侍,富士河口湖町勝山4163-1
71,2020-08-14,Food,38KAWAGUCHIKO,富士河口湖町船津1201-1
72,2020-08-14,Food,御坂農園グレープハウス,笛吹市御坂町夏目原656-1
73,2020-08-14,Food,旬彩酒房　みつむら,笛吹市石和町八田1-2
74,2020-08-14,Food,レストラン　ボルケーノ,北杜市明野町浅尾2471
75,2020-08-14,Food,勝の家,韮崎市上ノ山3803
76,2020-08-14,Food,河口湖荘,富士河口湖町浅川1174-1
77,2020-08-14,Food,なべ家,富士河口湖町勝山693
78,2020-08-14,Food,食彩　しん坊,富士川町駅前通2丁目3678-22
79,2020-08-14,Food,OYADO＆KITCHEN　ききょう,山中湖村山中865-97
80,2020-08-14,Food,ラーメン酒場　鹿鳴館,笛吹市石和町川中島1607-40（ホテル甲斐路1階）
81,2020-08-14,Food,海鮮酒場　鹿鳴館　,笛吹市石和町市部822（華やぎの章　慶山1階）
82,2020-08-14,Food,STEAK HOUSE WATAYOSHI,甲府市下石田2丁目17-22
83,2020-08-14,Food,Cave de　ワイン県やまなし,東京都中央区日本橋2-3-4
84,2020-08-14,Food,富士急雲上閣,鳴沢村字富士山8545-1
85,2020-08-21,Food,山梨防災新館　オープンカフェ・まるごとやまなし館,甲府市丸の内1丁目6－1防災新館1階
86,2020-08-21,Food,甲州炭火焼ダイニング河口湖,富士河口湖町船津6713ｰ120
87,2020-08-21,Food,お食事処あやの甲府昭和店,甲府市国母7-12-3　ホテル内藤昭和1F
88,2020-08-21,Food,炭火焼肉野・野,笛吹市春日居町小松855-81
89,2020-08-21,Food,サン・レイク,富士河口湖町西湖2204
90,2020-08-21,Food,富士眺望の湯ゆらり,鳴沢村8532-5
91,2020-08-21,Food,源泉湯燈屋,甲府市上阿原町590-3
92,2020-08-21,Food,芭蕉　月待ちの湯　「食堂」,都留市戸沢874-1
93,2020-08-21,Food,割烹　みな金,甲府市宝1-10-2
94,2020-08-21,Food,居酒屋北海,山中湖村山中226
95,2020-08-21,Food,レストラン　イエスタデイ,富士河口湖町勝山3739
96,2020-08-21,Food,T's cafe,富士河口湖町大石1477番1E
97,2020-08-21,Food,大衆割烹宮森,富士河口湖町船津6877
98,2020-08-21,Food,五葉松,笛吹市境川町藤垈2528
99,2020-08-21,Food,ワイナリーレストラン　ゼルコバ,笛吹市一宮町南野呂624
100,2020-08-21,Food,レストランスコット,甲府市中央1-3-1
101,2020-08-21,Food,雨三屋,甲府市丸の内2-14-4
102,2020-08-21,Food,富岳風穴売店「森の駅風穴」,富士河口湖町西湖青木ヶ原2068-1
103,2020-08-21,Food,鳴沢氷穴売店「氷穴カフェ」,鳴沢村8533
104,2020-08-21,Food,茶房どんぐり,甲府市北口2-4-1
105,2020-08-21,Food,喫茶・レストラン　あさげ,甲府市朝気2-4-15　レフォルメ青沼101
106,2020-08-21,Food,プリムビーンズ八ヶ岳,北杜市小淵沢町4000　八ヶ岳リゾートアウトレット内
107,2020-08-21,Food,N.IssHin,甲府市国母4-16-19
108,2020-08-21,Food,信玄館,甲州市塩山小屋敷2311-1
109,2020-08-21,Food,せりざわ,中央市西花輪3486-1
110,2020-08-21,Food,大勝軒,昭和町清水新居1133-1
111,2020-08-21,Food,ふじてんリゾート内ケルン,鳴沢村字富士山8545-1
112,2020-08-21,Food,ステーキ六村,昭和町西条3803-1
113,2020-08-28,Food,カフェレストラン　ベルク,甲斐市龍地3452
114,2020-08-28,Food,オステルリー・ド・コートダジュール,甲府市増坪町１番地
115,2020-08-28,Food,株式会社ウッドストックカントリークラブ,笛吹市八代町竹居字大口山5740
116,2020-08-28,Food,焼肉たまほ,甲府市大里町890-1
117,2020-08-28,Food,旬彩和創　清水亭,甲州市勝沼町山128-2
118,2020-08-28,Food,レストランバー　サイキ,甲府市中央1-7-7
119,2020-08-28,Food,花春寿司,甲府市向町518-1
120,2020-08-28,Food,寿し源,甲府市国玉町486-3
121,2020-08-28,Food,ハイジの村　ペーター館,北杜市明野町浅尾5259-950
122,2020-08-28,Food,忍野八洲,忍野村内野4667
123,2020-08-28,Food,地どりのうえ田,甲府市上石田4-9-3ソンドメールA102
124,2020-08-28,Food,銀しゃり処　米右衛門,甲府市上石田4-9-3ソンドメールA101
125,2020-08-28,Food,中国料理　北京,笛吹市春日居町下岩下599-1
126,2020-08-28,Food,河口湖音楽と森の美術館（森のレストラン＆カフェ）,富士河口湖町河口3077-20
127,2020-08-28,Food,ミルキーウェイ,富士河口湖町小立960-1
128,2020-09-04,Food,甲州市勝沼ぶどうの丘,甲州市勝沼町菱山5093
129,2020-09-04,Food,赤から河口湖,富士河口湖町船津6854
130,2020-09-04,Food,ソレイユ,昭和町西条5233
131,2020-09-04,Food,まきばレストラン,北杜市大泉町西井出8240-1
132,2020-09-04,Food,レ・プラ・ドゥ・ラ・テール　美味小舎,北杜市高根町清里3545
133,2020-09-04,Food,元氣七輪焼肉 牛繁 富士急ハイランド前店,富士河口湖町船津6663-11
134,2020-09-04,Food,煮込みシチューの店　キャセロール,山中湖村平野548-104
135,2020-09-04,Food,イタリア料理　パスタ亭,富士吉田市松山1275-2
136,2020-09-04,Food,ふるさと旬菜　森樹,北杜市小淵沢町2968-1
137,2020-09-04,Food,令翔,南アルプス市下宮地491-4
138,2020-09-04,Food,レストラン&パティスリー　ボンマルシェ,甲府市中央1-5-12
139,2020-09-04,Food,レストランボルドー,甲府市桜井町47
140,2020-09-04,Food,ロトンド小淵沢,北杜市小淵沢町2968-1
141,2020-09-04,Food,プルコギレストラン 秘仙,甲斐市中下条1320-1
142,2020-09-04,Food,延命そば,北杜市小淵沢町2968-1
143,2020-09-04,Food,手打ち十割蕎麦きはち,中央市中楯1312-1
144,2020-09-04,Food,亀伝,韮崎市中央町１４－２１
145,2020-09-04,Food,福寿,笛吹市御坂町井之上845-4
146,2020-09-04,Food,レストランピーチドール,笛吹市一宮町末木357-2
147,2020-09-04,Food,しちりんやき　三叉路,甲府市住吉3-30-13
148,2020-09-04,Food,ナチュラルグレース,甲府市上石田2-25-1
149,2020-09-04,Food,岡島ローヤル会館,甲府市丸の内１丁目21-15
150,2020-09-04,Food,タコドール,富士河口湖町船津7578-10
151,2020-09-04,Food,牛角　響が丘店,甲斐市龍地3571-1
152,2020-09-04,Food,味彩食房フルーツランチ,甲州市塩山上於曾60
153,2020-09-04,Food,河口湖自然生活館内 カフェスペース,富士河口湖町大石2585-2
154,2020-09-04,Food,河口湖美術館内　カフェ河口湖ビュー,富士河口湖町河口3170
155,2020-09-04,Food,河口湖ミューズ館・与勇輝館内 ドールカフェ,富士河口湖町小立923
156,2020-09-04,Food,おもだか屋アートステージ,北杜市小淵沢町上笹尾篠原3332-200
157,2020-09-04,Food,薬石の湯　瑰泉,笛吹市石和町四日市場1679
158,2020-09-04,Food,鮨処千太郎,富士吉田市新西原2-23-24
159,2020-09-04,Food,8cafe　国母店,甲府市国母7-12-43
160,2020-09-04,Food,8cafe　ラザウォーク店,甲斐市志田字柿木645-1　ラザウォーク甲斐双葉店内150
161,2020-09-04,Food,温野菜　石和店,笛吹市石和町四日市場1751
162,2020-09-04,Food,sugeez drive-in河口湖店,富士河口湖町船津6871-1
163,2020-09-04,Food,sugeez　west-lake西湖店,富士河口湖町西湖西8-10
164,2020-09-04,Food,カラオケ喫茶 Ai,笛吹市石和町市部478
165,2020-09-04,Food,マルサマルシェ,笛吹市一宮町末木238
166,2020-09-04,Food,ふらいずむ,甲府市中央3丁目12-9
167,2020-09-04,Food,食処　盆地,甲府市蓬沢町1044
168,2020-09-04,Food,キッチン・カフェ そら,笛吹市石和町下平井59-1
169,2020-09-04,Food,一休庵,甲州市塩山小屋敷２２８９－２
170,2020-09-04,Food,見晴し園,笛吹市一宮町土塚240
171,2020-09-04,Food,カフェ＆オーベルジュ里休,山中湖村平野2408-1
172,2020-09-04,Food,てっぱん秀S,甲府市中央１丁目２−１
173,2020-09-04,Food,てっぱん秀,甲府市中央１丁目１−１４
174,2020-09-11,Food,あにみ屋,上野原市八ツ沢510-5
175,2020-09-11,Food,ふじさん牧場ファームカフェ,富士吉田市大明見1-57-11
176,2020-09-11,Food,カフェ　Ｌｉｎｋｓ,甲斐市西八幡4291-15
177,2020-09-11,Food,双葉サービスエリア下り線　レストラン山交,甲斐市龍地2630
178,2020-09-11,Food,居酒屋　えにし,南アルプス市上八田224-1
179,2020-09-11,Food,福寿司,甲府市中央1丁目16番6甲府FLビル1F
180,2020-09-11,Food,板に鯛,甲府市中央1-7-17 大富士ビル1F
181,2020-09-11,Food,新寿し,昭和町西条507-2
182,2020-09-11,Food,御勅使氷菓子店,南アルプス市六科556-1
183,2020-09-11,Food,湖仙荘,富士河口湖町本栖127
184,2020-09-11,Food,海鮮ほうとう専門店 ほうとう研究所,富士河口湖町河口2746-1
185,2020-09-11,Food,サドヤ　シャトー・ド・プロヴァンス,甲府市北口3-3-24
186,2020-09-11,Food,手打ちそばと山の食　おすくに,早川町西之宮1094
187,2020-09-11,Food,居酒屋　開,昭和町西条７０５－２
188,2020-09-11,Food,牛角 甲府店,甲府市上石田3-10-8
189,2020-09-11,Food,牛角 甲府平和通り店,甲府市住吉2-6-17 サンマリーナ住吉１F
190,2020-09-11,Food,温野菜 田富リバーサイド店,昭和町河西1233-3
191,2020-09-11,Food,牛角 田富リバーサイド店,昭和町河西1233-3
192,2020-09-11,Food,すし・うまいもの処　伊津美,甲府市飯田4-1-4
193,2020-09-11,Food,海鮮料理赤坂,富士河口湖町船津4756-1
194,2020-09-11,Food,正徳寺温泉初花,山梨市正徳寺1093-1
195,2020-09-11,Food,ナチュラルフレンチ　ゼン,甲府市飯田3-10-25
196,2020-09-11,Food,料亭　ぶどうの章,甲州市勝沼町藤井280-3
197,2020-09-11,Food,鮨処 一新,甲府市小瀬町68-3
198,2020-09-11,Food,ビストロ　メゾン・ド・ルージュ,甲府市丸の内1-14-10　内藤ビル１階B
199,2020-09-11,Food,リストランテ　バローロ,甲府市北口２－３－５
200,2020-09-11,Food,佐藤観光ステーキハウスさとう,富士河口湖町船津4014
201,2020-09-11,Food,奧京甲府昭和店,昭和町西条2271-1
202,2020-09-11,Food,手打蕎麦 奥藤本店 国母店,甲府市国母7-5-12
203,2020-09-11,Food,囲,富士吉田市上吉田4197-1
204,2020-09-11,Food,隠れ家ダイニング和想,甲府市丸の内2-1-5 甲府駅前銀座新橋ビル3F
205,2020-09-11,Food,つくたべかん,富士川町十谷2294番7
206,2020-09-11,Food,水琴茶堂　一宮店,笛吹市一宮町坪井1928
207,2020-09-11,Food,Restaurant Cafe ITALIAN TOMATO CLUB,笛吹市石和町上平井451-4
208,2020-09-11,Food,長寿村　権六　笛吹店,笛吹市石和町上平井819
209,2020-09-11,Food,サドヤ　レストラン　レアルドール,甲府市北口3-3-24
210,2020-09-11,Food,手打ちそば而今庵,富士吉田市下吉田2-14-27
211,2020-09-11,Food,パスタ＆ピザガーデン　マジョラム,北杜市小淵沢町1558-5
212,2020-09-11,Food,中国料理 チャイナ いっき,富士吉田市緑ケ丘2-7-15
213,2020-09-11,Food,麺彩,甲府市中央1-9-5
214,2020-09-11,Food,初狩PA（上り線）スナックコーナー,大月市初狩町下初狩1318
215,2020-09-11,Food,八ヶ岳PA（下り線）フードコート,北杜市長坂町大八田6811-155
216,2020-09-11,Food,DELI&MEAT GO CHEESE,甲府市丸の内2-16-7共栄ビル1F
217,2020-09-11,Food,竹若,甲府市高畑2-16-9
218,2020-09-11,Food,道の駅南きよさと　レストランほたる,北杜市高根町長澤760
219,2020-09-11,Food,道の駅はくしゅう　カモシカ食堂,北杜市白州町白須1308番地
220,2020-09-11,Food,古民家カフェ 鍵屋,早川町奈良田1064-43
221,2020-09-11,Food,フルール,北杜市大泉町西井出8240-816
222,2020-09-11,Food,中国家庭料理来々,山梨市上神内川724-5
223,2020-09-11,Food,手打蕎麦 奥藤本店 甲府駅前店,甲府市丸の内1-7-4
224,2020-09-11,Food,食事＆CAFE とみー,笛吹市御坂町栗合72
225,2020-09-11,Food,蕎麦・カフェ　由布姫,甲府市大手3-1-14
226,2020-09-11,Food,喜春,富士吉田市新西原2-20-1
227,2020-09-11,Food,こい季,甲府市北口3-4-14
228,2020-09-18,Food,山梨レストランメリメロ　　メリメロ　ディ　ピアット,甲府市丸の内1-1-25
229,2020-09-18,Food,かつ華甲府店,甲府市国母1-17-16
230,2020-09-18,Food,鮨政,韮崎市藤井町北下條1836-5
231,2020-09-18,Food,だるま,笛吹市一宮町竹原田1824-6
232,2020-09-18,Food,冨士天ぷら いだ天 河口湖本店,富士河口湖町船津3486-4
233,2020-09-18,Food,居酒屋 一夢亭,南アルプス市小笠原16
234,2020-09-18,Food,郷土料理　奈良田本店,甲府市国母4丁目22-12
235,2020-09-18,Food,レストラン　アートアーカイブス,甲府市貢川1-4-27　（山梨県立美術館内）
236,2020-09-18,Food,黒蜜庵きなこ亭　山梨県立文学館店,甲府市貢川1丁目5-35
237,2020-09-18,Food,ケルンコーヒーいちのみや店,笛吹市一宮町塩田443-1
238,2020-09-18,Food,食、燦々亭,甲府市大里町 ５０２８
239,2020-09-18,Food,Komaki Vineyard,北杜市小淵沢町8033－1
240,2020-09-18,Food,交流センター　塩の華　瀬音,富士川町鰍沢4852-1
241,2020-09-18,Food,郷土料理　棡原,昭和町河東中島1152-1
242,2020-09-18,Food,リストランテ　カントゥ,昭和町西条5154 ニューライフビル2F
243,2020-09-18,Food,治作鮨,甲府市中央4-8-19
244,2020-09-18,Food,旬料亭まつ川,甲府市北口1-8-10
245,2020-09-18,Food,il bar prenda,富士河口湖町船津7065-1
246,2020-09-18,Food,割烹満月,甲府市中央１－１７－６
247,2020-09-18,Food,レストランニューポート,市川三郷町市川大門1729-2
248,2020-09-18,Food,南アルプス市交流施設　やまなみの湯,南アルプス市西南湖1299-1
249,2020-09-18,Food,印傳館 山澄園,富士河口湖町船津72
250,2020-09-18,Food,三分一湧水館、そば処三分一,北杜市長坂町小荒間292-1
251,2020-09-18,Food,桔梗屋甲府本館　Cafe Gallery,甲府市青沼1-3-11
252,2020-09-18,Food,黒蜜庵きなこ亭　甲州夢小路店,甲府市丸の内1-1-25（甲州夢小路内）
253,2020-09-18,Food,居酒屋　わ,甲斐市篠原880-1
254,2020-09-18,Food,大衆割烹 天上,笛吹市石和町小石和19
255,2020-09-18,Food,湯殿館,中央市若宮33-1
256,2020-09-18,Food,お食事処　かわち,市川三郷町岩間2021
257,2020-09-18,Food,大衆割烹友四郎,甲府市中央１-13-5
258,2020-09-18,Food,清里レストラン＆コテージ睦（BOKU),北杜市高根町清里３５４５－２４１１
259,2020-09-18,Food,山梨FUJIフルーツパーク,笛吹市御坂町金川原888
260,2020-09-18,Food,割烹 七草,富士河口湖町船津1667-1
261,2020-09-18,Food,レストラン　イッセイ,甲府市丸の内2-4-21南口ビル２F
262,2020-09-18,Food,えがお屋　竜王店,甲斐市玉川1519-2
263,2020-09-18,Food,雷家,甲府市酒折1-8-1
264,2020-09-18,Food,中華レストラン さんぷく,甲府市中央1丁目4-9
265,2020-09-18,Food,彩食健味 百屋,甲斐市西八幡2189-1
266,2020-09-18,Food,さんさんマルシェ,山梨市江曽原1488　笛吹川フルーツ公園くだもの工房1階
267,2020-09-18,Food,そばうどんなか澤,昭和町西条新田707-1
268,2020-09-18,Food,らあめんの店　青葉,甲府市丸の内1-1-8　甲府駅ビル５F
269,2020-09-18,Food,お好み焼き＆鉄板焼き1008,甲府市丸の内1-1-8
270,2020-09-18,Food,きっちん成田,笛吹市御坂町成田1127-1
271,2020-09-18,Food,季節味彩　飛車角,甲府市上阿原町769-2
272,2020-09-18,Food,パスタレストラン　ロゼッタ,甲府市住吉3-29-13 ツインズK2 1-C
273,2020-09-18,Food,甲斐いちのみや　金桜園,笛吹市一宮町塩田大久保1506
274,2020-09-18,Food,旬彩庵　自遊人,昭和町清水新居1570
275,2020-09-18,Food,魚道,上野原市上野原668
276,2020-09-18,Food,サイゼリヤ　セレオ甲府店,甲府市丸の内1-1-8 セレオ甲府5階
277,2020-09-18,Food,めん処　寿美吉,都留市法能2494-2
278,2020-09-18,Food,セレオ甲府　麺’ｓ冨士山,甲府市丸の内1-1-8
279,2020-09-18,Food,DOGGOODS＆CAFE  NATURALLY,甲府市徳行2-10-17 ウェルネスゾーン
280,2020-09-18,Food,慶千庵,甲州市勝沼町勝沼2893
281,2020-09-25,Food,湖麺屋 Reel Cafe,山中湖村平野493-111
282,2020-09-25,Food,石窯ダイニング　コンガリータ　ラッポルティ,昭和町清水新居1503NKビル101
283,2020-09-25,Food,幸の里,甲府市大里町2990-15
284,2020-09-25,Food,sugeez 都留店,都留市四日市場29-1
285,2020-09-25,Food,浅間茶屋　山中湖店,山中湖村224
286,2020-09-25,Food,道の駅 富士川,富士川町青柳町1655-3
287,2020-09-25,Food,ヴィラエステリオ,甲府市川田町アリア206
288,2020-09-25,Food,釈迦堂PA（下り線）フードコート,笛吹市一宮町千米寺739
289,2020-09-25,Food,八ヶ岳PA（上り線）甲斐路亭,北杜市長坂町大八田6817-1
290,2020-09-25,Food,麺や響,身延町飯富2058
291,2020-09-25,Food,そば・ほうとう・郷土料理　信玄,甲府市丸の内1丁目1-8（甲府駅ビルセレオ甲府5F）
292,2020-09-25,Food,ふぐ海鮮　さんせん,甲府市中央1－1－11
293,2020-09-25,Food,和食あかざわ,甲府市宝2－19－4
294,2020-09-25,Food,茶々茶,甲州市塩山上井尻1393-1
295,2020-09-25,Food,いろいろ料理ことぶき,富士河口湖町精進1049
296,2020-09-25,Food,有限会社串多津,甲府市中央１丁目１５－1
297,2020-09-25,Food,お食事処　丹頂館,市川三郷町市川大門1812-1
298,2020-09-25,Food,はちまんうどん,富士河口湖町船津2011
299,2020-09-25,Food,旬のお食事　粋,南アルプス市上今諏訪1315
300,2020-09-25,Food,TRATTORIA  tadarico  トラットリア　タダリコ,北杜市高根町東井出634-1
301,2020-09-25,Food,殿原倶楽部　ナチュラルダイニング,富士川町最勝寺1538
302,2020-09-25,Food,七輪焼ホルモンヌ,富士河口湖町船津2196-A-3
303,2020-09-25,Food,すし処いけや,甲府市千塚2-4-24
304,2020-09-25,Food,牛鉄板焼処「千」,笛吹市石和町市部822　華やぎの章慶山2階
305,2020-09-25,Food,板前割烹「昌」,笛吹市石和町市部822　華やぎの章慶山2階
306,2020-09-25,Food,居酒屋花火,甲府市上石田3丁目8-1
307,2020-09-25,Food,居酒屋楽,甲府市相生2ー3ー16
308,2020-09-25,Food,セレオ甲府仙場Jr,甲府市丸の内1-1-8
309,2020-09-25,Food,レストランINEYA,忍野村忍草2905
310,2020-09-25,Food,うなぎの竜由,甲府市徳行2-1-3
311,2020-09-25,Food,Tarte Cafe,山中湖村平野５４８－１３３
312,2020-09-25,Food,とりすみ国母　南店,甲府市国母8-29-3
313,2020-09-25,Food,創作和食　とりすみ,甲府市高畑1-23-9
314,2020-09-25,Food,めんや　なないろ,笛吹市春日居町桑戸632-1
315,2020-09-25,Food,ごはんカフェ蔵,甲府市上曽根町3946-1
316,2020-09-25,Food,おかめ鮨,富士川町大椚２４８－１
317,2020-09-25,Food,ブラッスリー山梨,甲府市中央1-6-4甲府グルメ横丁
318,2020-09-25,Food,でんでん,甲府市丸の内1-8-12
319,2020-09-25,Food,純手打ちそば　奥村本店,甲府市中央4-8-16
320,2020-09-25,Food,日本料理　早川,甲府市中央5-7-21
321,2020-09-25,Food,朝日屋,笛吹市御坂町栗合104
322,2020-09-25,Food,とんかつ柳,南アルプス市東南湖798-1
323,2020-09-25,Food,峯の茶屋,北杜市高根町清里3545-312
324,2020-09-25,Food,手仕事や　宙ku-,甲府市大里町3607-4
325,2020-09-25,Food,レストラン　サウサリート,甲府市朝気2丁目4-15
326,2020-09-25,Food,うな吉,富士川町最勝寺1154
327,2020-09-25,Food,田中屋,甲府市上石田3-11-7
328,2020-09-25,Food,ジビエミニレストランやまと,早川町草塩５０３番地
329,2020-09-25,Food,割烹三井,甲府市寿町２－１１
330,2020-09-25,Food,BISTRO Mille Printemps ビストロ・ミル・プランタン,甲州市勝沼町下岩崎2097-1
331,2020-09-25,Food,タリーズコーヒーセレオ甲府店,甲府市丸の内１－１－８
332,2020-09-25,Food,タリーズコーヒーセレオ甲府ANNEX店,甲府市丸の内１－１－８セレオ４F
333,2020-09-25,Food,レストラン モリエール,昭和町飯喰1353-1
334,2020-09-25,Food,活魚四季料理　ふじいけ,甲府市中央1-15-7　第2丸忠ビル1F
335,2020-09-25,Food,炭火焼きホルモン　春日のちゃぶ台,甲府市中央1丁目15-9
336,2020-09-25,Food,濃厚水炊かぐら,甲府市中央1-20-17ダイケン甲府ビル1F
337,2020-09-25,Food,平林体験農園休憩交流施設　平林交流の里　みさき耕舎,富士川町平林2335-1
338,2020-09-25,Food,串焼処　串亭　福よし,甲斐市篠原3231-3
339,2020-10-02,Food,なりたや,上野原市上野原3586
340,2020-10-02,Food,肉匠雪月花向町店,甲府市向町516-1
341,2020-10-02,Food,蔵寿し,富士吉田市下吉田5-32-14
342,2020-10-02,Food,味馬車,笛吹市御坂町下野原1152-1
343,2020-10-02,Food,FourHeartsCafe,甲府市丸の内1-16-13ヤマサビル
344,2020-10-02,Food,カフェ＆ランチ菓々茶寮　富士吉田店,富士吉田市松山5丁目8-14
345,2020-10-02,Food,カフェ＆ランチ菓々茶寮　都留店,都留市田原2-641
346,2020-10-02,Food,カフェ＆ランチ菓々茶寮　上野原店,上野原市上野原1613
347,2020-10-02,Food,境川PA（上り線）スナックコーナー,笛吹市境川町藤垈3556-2
348,2020-10-02,Food,カフェ＆ランチ菓々茶寮　桔梗屋河口湖FLOWER GARDEN店,富士河口湖町船津211
349,2020-10-02,Food,そば・ほうとう信玄　大月店,大月市大月1-2-1
350,2020-10-02,Food,HanaCafe Kikyou,富士河口湖町大石1477-1（富士大石ハナテラス内）
351,2020-10-02,Food,白州・尾白の森名水公園　べるが　白州庵,北杜市白州町白須８０５６
352,2020-10-02,Food,八ヶ岳チーズケーキ工房,北杜市小淵沢町井詰原2980
353,2020-10-02,Food,和食ダイニング「和み」,山中湖村山中21
354,2020-10-02,Food,エム　アウトドアキッチン,富士河口湖町小立4318-1フォレストモール富士河口湖内
355,2020-10-02,Food,ミスタードーナツラザウォーク甲斐双葉ショップ,甲斐市志田字柿木645番地1
356,2020-10-02,Food,串揚げ酒場 きんぎょ,富士河口湖町船津3395-1
