ID,Date_approval,Type,Name,Address,Keido,Ido,iConf,iLvl
875,2020-10-30,Food,cafe&diningルフレ,笛吹市石和町下平井126-3,138.64542,35.64587,5,7
876,2020-10-30,Food,ENGAWA1441,富士河口湖町船津3371,138.76750,35.49288,5,7
877,2020-10-30,Food,八ヶ岳シフォン工房　月のひるね,北杜市大泉町西井出8240-6333,138.40251,35.90649,5,5
878,2020-10-30,Food,手打そば処　あずみの,身延町梅平1114,138.43597,35.36999,5,7
879,2020-10-30,Food,ジャスミン,甲府市貢川本町12-15,138.55164,35.65419,5,7
880,2020-10-30,Food,食彩酒房　月のうさぎ,笛吹市石和町駅前7-4,138.63690,35.65681,5,7
881,2020-10-30,Food,喜楽食堂,山梨市下石森512-2,138.68538,35.67471,5,7
882,2020-10-30,Food,キッチンれお,甲府市湯田2-15-2,138.57407,35.64529,5,7
883,2020-10-30,Food,食祭亭　みかど,山梨市小原東767-1,138.69582,35.69881,5,7
884,2020-10-30,Food,鶴山寿司,笛吹市御坂町成田2721-1,138.63976,35.63961,5,7
885,2020-10-30,Food,ちりめん亭　甲府丸の内店,甲府市丸の内1-17-4,138.56839,35.66300,5,7
886,2020-10-30,Food,ラーメンどころ　燈,笛吹市石和町川中島498-4,138.65318,35.65580,5,5
887,2020-10-30,Food,ラストパラダイス,甲州市塩山熊野1413-4,138.72577,35.68792,5,7
888,2020-10-30,Food,割烹　とりしん,市川三郷町市川大門177-1,138.50206,35.56219,5,7
889,2020-10-30,Food,菊水,甲府市北口1-6-6,138.57253,35.66713,5,7
890,2020-10-30,Food,お好み焼　美芳,甲州市塩山下塩後523-3,138.71515,35.69524,5,7
891,2020-10-30,Food,焼肉　花梨,北杜市小淵沢町6137,138.32664,35.89556,5,5
892,2020-10-30,Food,cafeBoo,北杜市高根町清里3545-3562,138.43507,35.92323,5,5
893,2020-10-30,Food,アルバム,都留市桂町996-28,138.86848,35.53354,5,7
894,2020-10-30,Food,JOYPATIO,山中湖村平野111,138.88530,35.40365,5,7
895,2020-10-30,Food,アウル,北杜市長坂町富岡1-1,138.39330,35.79177,5,5
896,2020-10-30,Food,南アルプスプラザ　農家レストラン早川舎,早川町高住650-1,138.36502,35.40315,5,5
897,2020-10-30,Food,カレーハウスＣｏＣｏ壱番屋　中巨摩昭和通り店,昭和町河東中島715-3,138.52858,35.62610,5,7
898,2020-10-30,Food,和食ダイニングKuu,甲府市丸の内1丁目1-25,138.56651,35.66837,5,7
899,2020-10-30,Food,焼肉まるよし,山中湖村山中387,138.85255,35.41778,5,7
900,2020-10-30,Food,皆吉,甲州市勝沼町等々力1372,138.71208,35.66636,5,7
901,2020-10-30,Food,大戸屋　ごはん処　甲府昭和店,昭和町西条67-1,138.54181,35.63754,5,5
902,2020-10-30,Food,遊食厨房　Tom Dog,山中湖村平野570-28,138.91881,35.41838,5,7
903,2020-10-30,Food,リロンデル,富士河口湖町船津7599-2,138.76028,35.48529,5,7
904,2020-10-30,Food,笑福,富士河口湖町小立2479-1,138.75342,35.50441,5,7
905,2020-10-30,Food,ハーブ庭園旅日記 富士河口湖庭園（コノハナサクヤカフェ）,富士河口湖町船津1996,138.75479,35.49384,5,7
906,2020-10-30,Food,French Bulldog,中央市若宮25-2　NeoCity　F  1F-2,138.53854,35.61181,5,7
907,2020-10-30,Food,KAMEYAMA,富士吉田市松山4-8-27,138.79088,35.48515,5,7
908,2020-10-30,Food,蕎麦遊膳　初花,中央市布施2300-2,138.52193,35.60001,5,7
909,2020-10-30,Food,チャイナレストラン 揚子江,南アルプス市小笠原376-5,138.46519,35.60818,5,7
910,2020-10-30,Food,ソバと酒と肉　碗,富士吉田市上吉田6182-1,138.81139,35.46226,5,7
911,2020-10-30,Food,味噌の力 中小河原店,甲府市中小河原町634-1,138.57101,35.63049,5,7
912,2020-10-30,Food,ヴィ・ド・フランス　イオンモール甲府昭和店,昭和町飯喰1505-1 イオンモール甲府昭和 1F,138.52220,35.62281,5,5
913,2020-10-30,Food,IRIFUNE3265,富士吉田市中曽根2ー7ー12,138.80287,35.48479,5,7
914,2020-11-06,Food,四季の味　和,富士河口湖町河口2119-114,138.76541,35.53637,5,7
915,2020-11-06,Food,飲み食い処　輪っしょい,中央市若宮31-10　サンタウン102,138.53973,35.61131,5,7
916,2020-11-06,Food,東京油組総本店甲府組,甲府市丸の内1-7-3,138.56842,35.66544,5,7
917,2020-11-06,Food,新世館　田富店,中央市西花輪3544-1,138.51802,35.59415,5,7
918,2020-11-06,Food,自家製麺　しゅん作,都留市四日市場91,138.91565,35.56641,5,7
919,2020-11-06,Food,H’ｓCREAM,上野原市野田尻710,139.03731,35.64853,5,5
920,2020-11-06,Food,御食事あまの,甲州市大和町初鹿野1714-29,138.79904,35.65366,5,5
921,2020-11-06,Food,山水徳間の里　そば処　ひのき,南部町福士18080,138.44109,35.21927,5,5
922,2020-11-06,Food,カフェアニス,南アルプス市荊沢１３０９,138.46623,35.58575,5,7
923,2020-11-06,Food,甲州善光寺　君作そば店,甲府市東光寺町１３３８,138.58711,35.66988,5,5
924,2020-11-06,Food,食事処　沢妻亭,笛吹市芦川町新井原１９０３,138.68419,35.54624,5,5
925,2020-11-06,Food,清里ハム　リゾナーレ店,北杜市小淵沢町129番1 リゾナーレ八ヶ岳 ピーマン通り,138.32664,35.89556,5,5
926,2020-11-06,Food,西沢渓谷蒟蒻館,山梨市三富川浦1822-17,138.78159,35.84710,5,5
927,2020-11-06,Food,ミスタードーナツ　イトーヨーカドー甲府昭和店,昭和町西条13-1　イトーヨーカドー甲府昭和1階フードコート,138.53749,35.63538,5,7
928,2020-11-06,Food,アルプスの酒場　ばりすけ,南アルプス市小笠原1333ー4,138.46440,35.61845,5,7
929,2020-11-06,Food,御食事処　南部路,南部町中野４８２１番地１,138.44604,35.30722,5,5
930,2020-11-06,Food,タイジャスミン,甲府市貢川2-2-18,138.53568,35.66269,5,7
931,2020-11-06,Food,寛酔,甲府市丸の内１−７−５,138.56842,35.66544,5,7
932,2020-11-06,Food,マクドナルド双葉イツモア店,甲斐市龍地4445-1,138.49763,35.68689,5,7
933,2020-11-06,Food,koo cafe,山中湖村山中300-19,138.84236,35.41350,5,7
934,2020-11-06,Food,やながわ亭,大月市梁川町新倉427,139.05757,35.61098,5,5
935,2020-11-06,Food,居酒屋だるま,都留市東桂3886番地の1,138.90575,35.55220,3,3
936,2020-11-06,Food,中国料理　天星苑,甲府市貢川1-6-25,138.54292,35.65992,5,7
937,2020-11-06,Food,お食事処　笛吹,笛吹市一宮町田中1574-2,138.66899,35.65927,5,5
938,2020-11-06,Food,和食処　ひな菊,北杜市長坂町大八田4280-1,138.38266,35.83662,5,5
939,2020-11-06,Food,居酒屋　都呂松,富士河口湖町船津1650-3,138.75714,35.49777,5,7
940,2020-11-06,Food,亀鶴,市川三郷町市川大門467-1,138.49097,35.56079,5,7
941,2020-11-06,Food,Vit,昭和町河西621-1,138.52121,35.61113,5,7
942,2020-11-06,Food,蛮蛮,甲府市北口2-5-12,138.57144,35.66816,5,7
943,2020-11-06,Food,万葉亭　花菱,山梨市上神内川1474,138.68268,35.68608,5,7
944,2020-11-06,Food,魚利,南アルプス市上八田1016-2,138.47829,35.65186,5,7
945,2020-11-06,Food,割烹　ひので,南アルプス市小笠原486-7,138.46332,35.61105,5,7
946,2020-11-06,Food,食事処　幸楽　大里店,甲府市大里町2373-1,138.56638,35.62349,5,7
947,2020-11-06,Food,食事処　幸楽本店,甲府市後屋町668-2,138.56020,35.62806,5,7
948,2020-11-06,Food,焼肉ハウス新羅,笛吹市石和町四日市場1853-1,138.63509,35.63934,5,5
949,2020-11-06,Food,中国料理　香港飯店,甲府市朝気1-3-23,138.58026,35.65440,5,7
950,2020-11-06,Food,山田屋,上野原市上野原3649,139.10983,35.63211,5,7
951,2020-11-06,Food,酉まさ,富士河口湖町船津4642-1,138.77457,35.49767,5,7
952,2020-11-06,Food,升亭,甲斐市竜王1044-1,138.50902,35.66739,5,7
953,2020-11-06,Food,居酒屋DINING奨,富士吉田市下吉田1-22-29,138.80893,35.49341,5,7
954,2020-11-06,Food,和食処 かえで,南アルプス市在家塚1174,138.46548,35.64070,5,7
955,2020-11-06,Food,御食事処 花藤,甲州市塩山上粟生野1101,138.74373,35.71865,5,7
956,2020-11-06,Food,魚ZENZOW,北杜市大泉町西井出8240-6989,138.40251,35.90649,5,5
957,2020-11-06,Food,engawa cafe,北杜市高根町東井出155,138.41756,35.88420,5,5
958,2020-11-06,Food,ことぶき,甲斐市富竹新田2241-10,138.53427,35.64975,5,7
959,2020-11-06,Food,売店　弥生庵,忍野村忍草107,138.83075,35.46082,5,7
960,2020-11-06,Food,サブウェイ　イオンモール甲府昭和店,昭和町飯喰1505−1,138.52220,35.62281,5,5
961,2020-11-06,Food,庄や大月店,大月市大月1ー3ー3,138.94243,35.61269,5,7
962,2020-11-06,Food,椀・さし　いなほ,笛吹市石和町川中島465-1　斉藤店舗,138.64706,35.65605,5,7
963,2020-11-06,Food,職人料理馳走亭,甲府市宮原町1316,138.55986,35.61406,5,7
964,2020-11-06,Food,BAR SPY,昭和町清水新居292ダイタ昭和モール新館102,138.54907,35.64609,5,7
965,2020-11-06,Food,レストラン清渓,山中湖村平野506-296,138.87267,35.40163,5,7
966,2020-11-06,Food,焼肉ATSU,甲府市和戸町962-5,138.61540,35.65202,5,5
967,2020-11-06,Food,ゆめの屋,北杜市高根町清里3545-36,138.43507,35.92323,5,5
968,2020-11-06,Food,パティスリー アン,忍野村忍草 63-3,138.83075,35.46082,5,7
969,2020-11-06,Food,大西商店,上野原市上野原2009,139.11378,35.62730,5,7
970,2020-11-06,Food,彩食しん,甲府市山宮町680,138.53300,35.68885,5,7
971,2020-11-06,Food,味の民芸 甲府上石田店,甲府市上石田3-6-33,138.55595,35.65260,5,7
972,2020-11-06,Food,麺屋　かばちたれ,笛吹市石和町川中島465,138.64706,35.65605,5,7
973,2020-11-06,Food,マルキン本舗　きららシティ店,北杜市長坂町大八田１６０,138.38266,35.83662,5,5
974,2020-11-06,Food,麦秋庵,甲斐市西八幡4403-4,138.51338,35.63881,5,7
975,2020-11-06,Food,さらしな,笛吹市石和町市部789-67,138.63089,35.64910,5,7
976,2020-11-06,Food,Bistro Village je-je(柔寿),中央市井之口605-2,138.53802,35.61464,5,7
977,2020-11-06,Food,もりもり寿し甲府昭和店,昭和町飯喰1505番地1イオンモール甲府昭和,138.52220,35.62281,5,5
978,2020-11-06,Food,庄や　山梨市駅前店,山梨市上神内川1559ー1　ステーションビル竹川１階,138.68768,35.68689,5,5
979,2020-11-06,Food,旬彩酒房たわら,昭和町西条155-5,138.54703,35.63516,5,7
980,2020-11-06,Food,道の駅みとみ,山梨市三富川浦１８２２−１,138.78159,35.84710,5,5
981,2020-11-06,Food,トラットリア イタリアン シチリナ,甲斐市竜王新町219-7,138.51591,35.66996,5,7
982,2020-11-06,Food,季酔,昭和町西条1987-4,138.53735,35.63757,5,7
983,2020-11-06,Food,IL POGGIO,市川三郷町大塚4461-4,138.53448,35.56879,5,5
984,2020-11-06,Food,達磨家,甲府市丸の内1-13-9,138.57153,35.66304,5,7
985,2020-11-06,Food,さんさい,山中湖村山中１０３,138.84924,35.42318,5,7
986,2020-11-06,Food,吉田のうどん　蔵ノ介,富士河口湖町船津２４９２番地１０,138.75478,35.49097,5,7
987,2020-11-06,Food,魚竹鮨,北杜市高根町箕輪新町818,138.43446,35.84152,5,5
988,2020-11-06,Food,レストラン　花ふじ,南アルプス市百々1822-6,138.46556,35.66085,5,7
989,2020-11-06,Food,十五夜　本店,上野原市上野原2004,139.11378,35.62730,5,7
990,2020-11-06,Food,旭寿し,笛吹市八代町米倉299-1,138.63756,35.60812,5,7
991,2020-11-06,Food,Cafe&Restaurant SIEG,上野原市上野原3632スコールプラザ2F,139.10997,35.62994,5,7
992,2020-11-06,Food,ゼフィール,甲斐市龍地4561,138.49644,35.68784,5,7
993,2020-11-06,Food,串揚げ割烹　三松,甲府市富士見2-8-15,138.54720,35.67580,5,7
994,2020-11-06,Food,高原食堂,北杜市高根町清里3545-6001,138.43507,35.92323,5,5
995,2020-11-06,Food,居酒屋　膳や,甲府市丸の内2丁目1-10アルカディアビル2F,138.56772,35.66639,5,7
996,2020-11-06,Food,四季の味　茂花,甲府市中央4丁目5-10,138.57304,35.65888,5,7
997,2020-11-06,Food,七福神,北杜市小淵沢町2142-1,138.32664,35.89556,5,5
998,2020-11-06,Food,信州蕎麦　そば壱,昭和町清水新居1020-1,138.54591,35.64543,5,7
999,2020-11-06,Food,鰻割烹　横内,甲府市丸の内2丁目9-25,138.56508,35.66670,5,7
1000,2020-11-06,Food,オーチャードカフェ　街の駅やまなし店,山梨市上神内川1229-1,138.68346,35.68595,5,7
1001,2020-11-06,Food,庄や石和駅前店,笛吹市石和町駅前3ー2　ニューバリー館２階,138.63576,35.65671,5,7
1002,2020-11-06,Food,勝沼食堂パパソロッテ,甲州市勝沼町菱山3577-6,138.74042,35.66984,5,7
1003,2020-11-06,Food,Wine Cellar HASEBE 長谷部酒店,大月市猿橋町猿橋200,138.97620,35.61353,5,7
1004,2020-11-06,Food,サラダボウルキッチン　白州べるが,北杜市白州町白須８０５６,138.26778,35.79528,5,5
1005,2020-11-06,Food,田舎亭,甲府市山宮町３６４−１,138.52902,35.69974,5,7
1006,2020-11-06,Food,肉ビストロKAGURA,昭和町西条664-1,138.54639,35.63034,5,7
1007,2020-11-06,Food,La Bonne Table A.La.Carte.,都留市田原3-1-3,138.89951,35.54141,5,7
1008,2020-11-06,Food,味処そばの実,甲州市大和町初鹿野2248,138.79904,35.65366,5,5
1009,2020-11-06,Food,ベーカリーレストラン　サンマルク　イオンモール甲府昭和店,昭和町飯喰1505-1,138.52220,35.62281,5,5
1010,2020-11-06,Food,手打ち蕎麦わかお,甲府市中央1-18-4,138.57060,35.65892,5,7
1011,2020-11-06,Food,ももや売店,富士河口湖町西湖字根場２８２４−７,138.68510,35.50352,5,5
1012,2020-11-06,Food,味処 たき,甲府市長松寺町7-7,138.54201,35.66614,5,7
1013,2020-11-06,Food,とんかつ　ゆう,南アルプス市西野1356-3,138.49289,35.64327,5,7
1014,2020-11-06,Food,瑞祥,昭和町清水新居1678,138.54343,35.64890,5,7
1015,2020-11-06,Food,ラ・ヴェルデュール木村屋,富士河口湖町小立8017−1,138.74196,35.49102,5,7
1016,2020-11-06,Food,鶏焼やみつき　本店,富士吉田市上吉田4249-1,138.78613,35.47851,5,7
1017,2020-11-06,Food,鶏焼やみつき　下吉田店,富士吉田市下吉田5-18-27,138.80348,35.48772,5,7
1018,2020-11-06,Food,レストランyamanakatei,富士河口湖町船津1759-1,138.75281,35.49854,5,7
1019,2020-11-06,Food,FRAME,昭和町西条5047,138.54311,35.63913,5,7
1020,2020-11-06,Food,KURU,甲府市緑ヶ丘1-16-3,138.55971,35.67893,5,7
1021,2020-11-06,Food,割烹　あし川,甲州市塩山上於曾1094,138.72963,35.70919,5,5
1022,2020-11-06,Food,串揚げ深澤亭,甲府市湯村２−6−１６,138.54671,35.67864,5,7
1023,2020-11-06,Food,中華味平,山梨市東59-1,138.69727,35.70814,5,7
1024,2020-11-06,Food,一福食堂,上野原市新田1053,139.11385,35.61869,5,7
1025,2020-11-06,Food,自家焙煎珈琲豆の店「彩香房」,北杜市小淵沢町上笹尾3261-134,138.33452,35.86396,5,5
1026,2020-11-06,Food,モスバーガー富士山駅前店,富士吉田市上吉田2-5-1 富士急ターミナルビル1F,138.79512,35.48351,5,7
1027,2020-11-06,Food,モスバーガーフォレストモール富士河口湖店,富士河口湖町小立8017−1,138.74196,35.49102,5,7
1028,2020-11-06,Food,モスバーガー下吉田店,富士吉田市下吉田6-24-25,138.80968,35.48188,5,7
1029,2020-11-06,Food,杜の楽園　カフェ太陽の蔵,北杜市明野町三之蔵237,138.44952,35.74234,5,5
1030,2020-11-06,Food,がんちゃ,甲府市上今井町191-1,138.57048,35.62588,5,7
1031,2020-11-06,Food,和の食　鮨　やまむら,甲府市緑が丘1-15-10,138.55911,35.67906,5,7
1032,2020-11-06,Food,リストランテ　プロヴァンス,富士河口湖町長浜146-3,138.71565,35.50825,5,5
1033,2020-11-06,Food,お食事処日野原　篁醇亭,甲府市美咲1-17-6,138.56430,35.67530,5,7
1034,2020-11-06,Food,レストラン ベルマリン,甲府市向町179-3,138.61066,35.64794,5,7
1035,2020-11-06,Food,日本料理　遊,昭和町西条5299,138.54181,35.63754,5,5
1036,2020-11-06,Food,濱野屋,大月市大月1-3-3,138.94243,35.61269,5,7
1037,2020-11-06,Food,カレーハウス　JIB（ジブ）　山中湖,山中湖村山中401ー１,138.85138,35.41884,5,7
1038,2020-11-06,Food,和風焼肉　和志牛,甲府市上小河原町1236−1,138.56401,35.63360,5,7
1039,2020-11-06,Food,和風焼肉　和志牛　昭和店,昭和町清水新居１３４０,138.54948,35.64216,5,7
1040,2020-11-06,Food,リストランテロマーニャ,甲斐市篠原2882-3,138.51724,35.65937,5,7
1041,2020-11-06,Food,今再珈琲店,甲府市湯村3-2-44,138.54767,35.68091,5,7
1042,2020-11-06,Food,YES！BAGEL,北杜市白州町白須259-1,138.26778,35.79528,5,5
1043,2020-11-06,Food,レストランちよだ,笛吹市春日居町小松855,138.65434,35.66054,5,7
1044,2020-11-06,Food,和ダイニング　かつね,南アルプス市下今井342-2,138.49306,35.62574,5,5
1045,2020-11-06,Food,LAWNS BAR(ロンズバー）,甲府市中央1-2-7,138.57033,35.66094,5,7
1046,2020-11-06,Food,BAR &Cafe LIBERTA 上條,大月市大月1-5-6  1F,138.94136,35.61198,5,7
1047,2020-11-06,Food,大衆割烹　石川,甲府市城東２丁目４ー７,138.58002,35.65856,5,7
1048,2020-11-06,Food,食の工房・居酒屋・ぽんぽこ,甲府市里吉4-2-17ローランド富士101,138.59245,35.64843,5,7
1049,2020-11-06,Food,どさん子甲府若草店,南アルプス市浅原238,138.50223,35.59216,5,7
1050,2020-11-06,Food,どさん子×とり鉄　山梨玉穂医大前店,中央市若宮29-6,138.54034,35.61089,5,7
1051,2020-11-06,Food,麺屋 甲武信,甲府市丸の内1-16-1,138.56969,35.66276,5,7
1052,2020-11-06,Food,清涼カフェ　さくら,富士吉田市上吉田東1-16-31,138.75316,35.42640,5,5
1053,2020-11-06,Food,徽典館　丸の内店,甲府市丸の内1-8-10,138.56816,35.66431,5,7
1054,2020-11-06,Food,居酒屋　純平,甲府市増坪町698-4,138.59430,35.63612,5,7
1055,2020-11-06,Food,活・粋　すし長,甲府市国母7-4-27,138.54814,35.63417,5,7
1056,2020-11-06,Food,ひさご食堂,笛吹市御坂町下野原1192,138.66759,35.62029,5,7
1057,2020-11-06,Food,鮨正,甲府市善光寺2丁目4-16,138.59102,35.66138,5,7
1058,2020-11-06,Food,(有)髙野牛肉店,甲府市丸の内3-16-3,138.56535,35.66046,5,7
1059,2020-11-06,Food,タイガー食堂,富士吉田市富士見6-13-36,138.81853,35.50394,5,7
1060,2020-11-06,Food,山梨大学生活協同組合,甲府市武田4-4-37,138.57220,35.67884,5,7
1061,2020-11-06,Food,郷土料理　和十郎,山中湖村山中232-7,138.85812,35.41459,5,7
1062,2020-11-06,Food,ふくや食堂,甲斐市西八幡4100-2,138.51080,35.64163,5,7
1063,2020-11-06,Food,橋本屋,甲府市猪狩町１３３８,138.55930,35.75290,5,5
1064,2020-11-13,Food,すし礎,甲斐市下今井2763,138.50427,35.67897,5,7
1065,2020-11-13,Food,らーめん金行　河口湖店,富士河口湖町船津3636番地,138.76816,35.49907,5,7
1066,2020-11-13,Food,えびそば金行　甲府昭和店,昭和町西条4307-5,138.54337,35.63610,5,7
1067,2020-11-13,Food,ぺッパーランチ　イオンモール甲府昭和店,昭和町飯喰1505−1　イオンモール甲府昭和店３Ｆフードコート,138.52220,35.62281,5,5
1068,2020-11-13,Food,デザート王国イオンモール甲府昭和,昭和町飯喰1505-1,138.52220,35.62281,5,5
1069,2020-11-13,Food,カフェ　コットンウィード,北杜市小淵沢町2790-6,138.32664,35.89556,5,5
1070,2020-11-13,Food,久好,昭和町飯喰1505番地1,138.52220,35.62281,5,5
1071,2020-11-13,Food,カレーハウスcoco壱番屋　甲府国母店,甲府市国母2-3-15,138.55983,35.64289,5,7
1072,2020-11-13,Food,焼肉　佐藤,上野原市上野原1769-1　2F,139.10963,35.63784,5,5
1073,2020-11-13,Food,レストラン鎌倉,都留市上谷5-9-15,138.90068,35.54343,5,7
1074,2020-11-13,Food,ふぐの富久亭,甲府市中央四丁目3-13,138.57178,35.66037,5,7
1075,2020-11-13,Food,モスバーガーイオンモール甲府昭和店,昭和町飯喰1505-1,138.52220,35.62281,5,5
1076,2020-11-13,Food,季節料理　えん,昭和町西条3804-1,138.54370,35.64323,5,7
1077,2020-11-13,Food,ポッポイトーヨーカドー甲府昭和店,昭和町西条13−1　イトーヨーカドー甲府昭和店1階,138.53749,35.63538,5,7
1078,2020-11-13,Food,お好み焼き一丁,笛吹市石和町下平井105-5,138.64542,35.64587,5,7
1079,2020-11-13,Food,桃園茶寮,昭和町飯喰1505-1,138.52220,35.62281,5,5
1080,2020-11-13,Food,茜屋　甲府店,甲府市丸の内1-8-11　八光地産ビル1.2F,138.56816,35.66431,5,7
1081,2020-11-13,Food,炙　甲府駅前店,甲府市丸の内1-2-11　サン黒澤ビル4F,138.56876,35.66642,5,7
1082,2020-11-13,Food,天龍,上野原市上野原1684-1,139.11436,35.62442,5,7
1083,2020-11-13,Food,すき家　イオンモール甲府昭和店,昭和町飯喰1505-1,138.52220,35.62281,5,5
1084,2020-11-13,Food,豚屋とん一　イオンモール甲府昭和店,昭和町飯喰1505番地1,138.52220,35.62281,5,5
1085,2020-11-13,Food,伝説のすた丼屋　談合坂SA（下り線）店,上野原市野田尻７１０,139.03731,35.64853,5,5
1086,2020-11-13,Food,ナデシコ,西桂町小沼2742-1,138.83829,35.51821,5,7
1087,2020-11-13,Food,新次亭,甲府市和戸町1031-2,138.61589,35.65455,5,7
1088,2020-11-13,Food,サーティワンアイスクリームイオンモール甲府昭和,昭和町飯喰1505-1,138.52220,35.62281,5,5
1089,2020-11-13,Food,とんかつ一力,韮崎市旭町上條南割3314-244,138.43619,35.66546,5,7
1090,2020-11-13,Food,果汁工房果琳,昭和町飯喰1505番地1,138.52220,35.62281,5,5
1091,2020-11-13,Food,手打ち蕎麦  はな花,山梨市万力1094,138.67529,35.68873,5,7
1092,2020-11-13,Food,THE TEPPAN 靜庵,道志村長又12603-5,138.94722,35.48625,5,5
1093,2020-11-13,Food,炭火串焼　花いち,笛吹市石和町唐柏135-2,138.61914,35.63862,5,7
1094,2020-11-13,Food,サンマルクカフェ　イオンモール甲府昭和店,昭和町飯喰1505-1,138.52220,35.62281,5,5
1095,2020-11-13,Food,いきなりステーキ　イオンモール甲府昭和店,昭和町飯喰1505-1　レストランコート１Ｆ,138.52220,35.62281,5,5
1096,2020-11-13,Food,大衆割烹　春波,都留市田野倉1071-3,138.93047,35.59995,5,7
1097,2020-11-13,Food,バガボンド　白根,南アルプス市六科1439,138.46434,35.66307,5,7
1098,2020-11-13,Food,La'Soba,韮崎市中田町中條1178-1,138.43184,35.74118,5,5
1099,2020-11-13,Food,福音鮨,中央市若宮36-6,138.54068,35.61293,5,7
1100,2020-11-13,Food,赤富士,笛吹市石和町川中島110,138.64751,35.65262,5,7
1101,2020-11-13,Food,SUNKING Cafe,甲州市勝沼町休息1305-2,138.71567,35.67451,5,7
1102,2020-11-13,Food,勝沼ゴルフコースレストラン,甲州市勝沼町中原字向原5368-1,138.75563,35.68432,5,5
1103,2020-11-13,Food,居酒屋巽,富士河口湖町河口829,138.77415,35.52480,5,7
1104,2020-11-13,Food,くるまやラーメン上阿原店,甲府市上阿原419,138.60674,35.64639,5,5
1105,2020-11-13,Food,みやこいち富士川店,富士川町青柳町973-1,138.46945,35.55747,5,5
1106,2020-11-13,Food,くるまやラーメン双葉店,甲斐市龍地4405-6,138.49797,35.68757,5,7
1107,2020-11-13,Food,富竹農園,甲斐市富竹新田2058-4,138.53500,35.64904,5,7
1108,2020-11-13,Food,食事処かなめ,笛吹市石和町河内182-2,138.61316,35.62622,5,7
1109,2020-11-13,Food,Ｃａｆｅ　ｄｅ　Ｂｏｕｌｏｇｎｅ,富士河口湖町船津５５２１−２,138.75493,35.47912,5,7
1110,2020-11-13,Food,たちばな喫茶店,富士河口湖町船津932,138.76546,35.50130,5,7
1111,2020-11-13,Food,カフェバル　バナノア,大月市猿橋町桂台1-112-1,138.96500,35.60978,5,6
1112,2020-11-13,Food,談合坂サービスエリア（下り線）麺工房,上野原市野田尻710,139.03731,35.64853,5,5
1113,2020-11-13,Food,カフェレストラン　マドリード,富士吉田市下吉田５−１８−２９,138.80348,35.48772,5,7
1114,2020-11-13,Food,談合坂サービスエリア（下り線）ラーメン大皇,上野原市野田尻710,139.03731,35.64853,5,5
1115,2020-11-13,Food,談合坂サービスエリア（下り線）ハイウェイすき家,上野原市野田尻710,139.03731,35.64853,5,5
1116,2020-11-13,Food,割烹　天野,富士河口湖町船津3595-1,138.77121,35.49579,5,7
1117,2020-11-13,Food,うけもち,甲府市徳行１−９−２６,138.54478,35.65348,5,7
1118,2020-11-13,Food,甲州市勝沼ぶどうの丘「天空の湯」,甲州市勝沼町菱山5093,138.73677,35.67441,5,7
1119,2020-11-13,Food,イタリア食堂　ラルーチェ,富士河口湖町船津3317,138.76695,35.49484,5,7
1120,2020-11-13,Food,そば処　好庵,南アルプス市曲輪田1086-1,138.44034,35.62938,5,7
1121,2020-11-13,Food,レストラン　クリザンテーム　シゲトモ,甲府市伊勢2-12-18,138.56871,35.64608,5,7
1122,2020-11-13,Food,西湖レストハウス,富士河口湖町西湖2502,138.66905,35.50450,5,7
1123,2020-11-13,Food,呑み食い処　吟,甲府市寿町27-6,138.56166,35.65738,5,7
1124,2020-11-13,Food,Trecavallo,北杜市小淵沢町10265八ヶ岳ロングライディング2階,138.32664,35.89556,5,5
1125,2020-11-13,Food,奥京　小瀬店,甲府市上町380-4,138.58620,35.63091,5,5
1126,2020-11-13,Food,うまいもん処えがお屋　韮崎店,韮崎市中田町小田川1380,138.43102,35.75871,5,5
1127,2020-11-13,Food,中華料理　八仙,大月市大月1-11-18,138.94278,35.61179,5,7
1128,2020-11-13,Food,cafe&gallery　亜徒里絵,大月市大月1-6-5,138.94136,35.61160,5,7
1129,2020-11-13,Food,古民家麺処かつら,大月市大月1-2-7,138.94315,35.61304,5,7
1130,2020-11-13,Food,月カフェ,大月市大月1-3-20,138.94243,35.61269,5,7
1131,2020-11-13,Food,かどや食堂,大月市大月1-5-21,138.94136,35.61198,5,7
1132,2020-11-13,Food,そば処　大和,大月市大月2-6-24,138.94017,35.61061,5,7
1133,2020-11-13,Food,居酒屋　桂川,大月市御太刀1-2-5,138.94362,35.61279,5,7
1134,2020-11-13,Food,手打ちうどん吉田屋,大月市大月3-1-15,138.94173,35.61370,5,7
1135,2020-11-13,Food,きんかん,大月市大月1-4-9,138.94090,35.61226,5,7
1136,2020-11-13,Food,森屋鮨,大月市大月1-9-2,138.94328,35.61258,5,7
1137,2020-11-13,Food,寿司割烹　はせ川,大月市大月2-1-6,138.94005,35.61135,5,7
1138,2020-11-13,Food,Lake Side Cabin（レイクサイドキャビン）,山中湖村山中226,138.85812,35.41459,5,7
1139,2020-11-13,Food,和食　藤原,山中湖村平野506-296,138.87267,35.40163,5,7
1140,2020-11-13,Food,笑点,甲府市国母6-6-9,138.56003,35.63451,5,7
1141,2020-11-13,Food,河口湖カントリーコテージBan,富士河口湖町河口2092,138.76541,35.53637,5,7
1142,2020-11-13,Food,くずし割烹　はる将,甲府市丸の内3-10-2,138.56366,35.66207,5,7
