date,prefecture,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
4/1/20,沖縄県,0.481892,0.104215,0.063166,0.092831,0.081288,0.089294,0.091019,0.517702,0.136377,0.088015,0.122983,0.131903,0.148287,0.199136
4/1/20,鹿児島県,0.483841,0.077989,0.018575,0.058533,0.059766,0.077993,0.174907,0.483707,0.093188,0.099469,0.109728,0.094526,0.135852,0.214267
4/1/20,東京都,0.676508,0.214729,0.179952,0.183996,0.192467,0.200602,0.35166,0.653591,0.220579,0.22315,0.252967,0.228899,0.294714,0.469039
4/1/20,宮崎県,0.413966,0.120921,0.025186,0.060152,0.040202,0.090236,0.188655,0.418894,0.072695,0.057509,0.085742,0.087633,0.147805,0.176268
4/1/20,長崎県,0.354711,0.052154,0.015908,0.036685,0.035276,0.090548,0.218653,0.397988,0.104389,0.036015,0.083772,0.086059,0.149944,0.303076
4/1/20,熊本県,0.630478,0.081218,0.041749,0.092768,0.082623,0.121028,0.297303,0.619661,0.136606,0.094642,0.151539,0.11871,0.20344,0.383704
4/1/20,佐賀県,0.406555,0.058233,0.03009,0.088873,0.066461,0.093128,0.209371,0.512466,0.11223,0.097072,0.111474,0.060422,0.142828,0.277913
4/1/20,福岡県,0.572098,0.146332,0.057848,0.093727,0.086967,0.128307,0.282513,0.576127,0.145243,0.122144,0.153767,0.123101,0.20879,0.355121
4/1/20,大分県,0.525037,0.062764,0.018075,0.060329,0.060438,0.094054,0.282081,0.616681,0.089206,0.111408,0.137586,0.107944,0.18333,0.299343
4/1/20,高知県,0.554391,0.114469,0.058431,0.112692,0.051305,0.146138,0.251195,0.511135,0.070022,0.107431,0.129586,0.057817,0.146102,0.27508
4/1/20,愛媛県,0.536101,0.055347,0.03475,0.092647,0.069904,0.143949,0.278059,0.498382,0.078477,0.091142,0.119402,0.106092,0.1922,0.339838
4/1/20,山口県,0.525261,0.085086,-0.002751,0.079544,0.066194,0.121574,0.240196,0.518681,0.083695,0.097635,0.145267,0.105856,0.158822,0.255482
4/1/20,徳島県,0.626189,0.086378,0.033079,0.1242,0.103769,0.12736,0.245271,0.622656,0.114904,0.119272,0.192817,0.106652,0.16218,0.33202
4/1/20,和歌山県,0.485648,0.058103,0.046494,0.071662,0.076767,0.100358,0.231889,0.575396,0.056783,0.093686,0.145042,0.064686,0.158436,0.256197
4/1/20,三重県,0.542,0.061857,0.030753,0.071445,0.068803,0.092842,0.237195,0.510563,0.091496,0.113145,0.144268,0.107189,0.154469,0.259938
4/1/20,奈良県,0.573789,0.154406,0.017259,0.097994,0.084458,0.107235,0.240682,0.583859,0.159917,0.113212,0.172056,0.140091,0.186718,0.351552
4/1/20,島根県,0.416374,0.089085,-0.007157,0.092616,0.065344,0.103288,0.203176,0.50038,0.017873,0.036176,0.087525,0.070078,0.071084,0.228625
4/1/20,広島県,0.573041,0.089818,0.018326,0.075695,0.072526,0.098552,0.290174,0.577675,0.12131,0.117183,0.149879,0.103183,0.178928,0.32402
4/1/20,香川県,0.541339,0.028375,0.012122,0.081933,0.066729,0.10448,0.286454,0.497287,0.045259,0.093754,0.127399,0.07345,0.172551,0.300966
4/1/20,岡山県,0.495302,0.073181,0.04225,0.102989,0.075213,0.11229,0.25409,0.575538,0.114152,0.097704,0.164049,0.088552,0.175038,0.30981
4/1/20,兵庫県,0.536275,0.108307,0.026988,0.070827,0.07515,0.105382,0.27661,0.520208,0.133973,0.105064,0.141413,0.135551,0.219698,0.407395
4/1/20,大阪府,0.63168,0.146157,0.072338,0.105078,0.112826,0.129051,0.286814,0.626277,0.14492,0.138612,0.192719,0.166613,0.227869,0.413194
4/1/20,愛知県,0.561325,0.094516,0.028189,0.078988,0.08799,0.113337,0.245898,0.598496,0.13069,0.112717,0.164128,0.137902,0.186486,0.351995
4/1/20,静岡県,0.570117,0.069191,0.040567,0.090811,0.076739,0.108844,0.222251,0.561636,0.093795,0.110478,0.147771,0.100997,0.152064,0.295469
4/1/20,鳥取県,0.46998,0.082028,0.011175,0.07595,0.024266,0.06012,0.178414,0.561129,0.025971,0.056179,0.103575,0.027714,0.117124,0.172949
4/1/20,京都府,0.594251,0.168131,0.053744,0.099001,0.105819,0.115375,0.24261,0.634098,0.172084,0.144731,0.176656,0.163206,0.221574,0.379011
4/1/20,滋賀県,0.51356,0.124785,0.052613,0.090618,0.086415,0.087472,0.263604,0.535748,0.127997,0.136286,0.164185,0.115543,0.176421,0.291316
4/1/20,岐阜県,0.586635,0.065436,0.031202,0.10559,0.089168,0.103166,0.261989,0.596571,0.107443,0.133073,0.174159,0.117693,0.167094,0.274782
4/1/20,長野県,0.56015,0.04535,0.006859,0.066246,0.069013,0.074542,0.205278,0.643089,0.056879,0.094047,0.110508,0.074637,0.134756,0.257103
4/1/20,山梨県,0.669492,0.083479,0.039356,0.112327,0.095045,0.082744,0.210552,0.65587,0.101298,0.085465,0.171533,0.133876,0.154058,0.307023
4/1/20,千葉県,0.638122,0.155653,0.100145,0.133826,0.148016,0.155249,0.330457,0.668619,0.198926,0.172372,0.203378,0.179407,0.24256,0.424868
4/1/20,神奈川県,0.680946,0.193816,0.131433,0.16227,0.184682,0.179386,0.358378,0.666273,0.197325,0.194154,0.233771,0.219511,0.285886,0.478038
4/1/20,福井県,0.564135,0.009229,-0.009681,0.074808,0.067433,0.099679,0.210356,0.549925,0.05475,0.064877,0.120366,0.06823,0.158094,0.23464
4/1/20,埼玉県,0.684266,0.163097,0.097126,0.126766,0.133855,0.154188,0.314436,0.699124,0.169802,0.152479,0.192503,0.168816,0.231373,0.406415
4/1/20,茨城県,0.579,0.071489,0.031551,0.093718,0.083628,0.100799,0.256421,0.585437,0.126206,0.106573,0.144185,0.113586,0.182297,0.328695
4/1/20,石川県,0.544053,0.125083,0.006863,0.054898,0.071245,0.049833,0.180609,0.492993,0.091582,0.067565,0.107132,0.080068,0.126647,0.209491
4/1/20,富山県,0.562193,0.04123,0.02987,0.06261,0.025465,0.035848,0.180912,0.575094,0.146614,0.074618,0.103252,0.072976,0.123544,0.270165
4/1/20,群馬県,0.609424,0.061415,0.040863,0.09918,0.09472,0.121124,0.308121,0.628885,0.106127,0.116335,0.162793,0.125138,0.173472,0.339263
4/1/20,栃木県,0.561289,0.076243,0.01879,0.08173,0.069961,0.111618,0.246279,0.602121,0.084875,0.101704,0.143104,0.10925,0.16066,0.284168
4/1/20,新潟県,0.627577,0.065684,-0.003584,0.086859,0.067369,0.06051,0.153065,0.641198,0.100516,0.059061,0.114423,0.078863,0.126774,0.261754
4/1/20,福島県,0.397966,0.05647,0.012121,0.057324,0.05899,0.078453,0.106466,0.48256,0.033486,0.05066,0.105842,0.066748,0.102865,0.241012
4/1/20,山形県,0.603382,0.021863,-0.008931,0.081123,0.058443,0.042118,0.087657,0.522014,0.063151,0.042585,0.104669,0.047561,0.063499,0.101163
4/1/20,宮城県,0.549579,0.071983,0.012157,0.052669,0.057267,0.077648,0.188488,0.568366,0.098556,0.083715,0.134177,0.102216,0.171617,0.32749
4/1/20,秋田県,0.497521,0.071888,-0.00932,0.050506,0.035262,0.033585,0.121295,0.507806,-0.016792,-0.001526,0.103116,0.032628,0.054609,0.110686
4/1/20,岩手県,0.479819,0.024377,0.01728,0.046548,0.037352,0.077095,0.174108,0.48683,0.09295,0.060923,0.074905,0.081058,0.093316,0.215236
4/1/20,青森県,0.623464,0.051663,-0.008854,0.054682,0.035234,0.065479,0.158855,0.589016,0.093717,0.075032,0.102429,0.077912,0.125824,0.237824
4/1/20,北海道,0.513478,0.056957,-0.005872,0.038132,0.033359,0.036013,0.105124,0.50096,0.075616,0.077747,0.103288,0.080152,0.112401,0.212684
4/2/20,沖縄県,0.429174,0.091453,0.006816,0.054944,0.078981,0.085578,0.092337,0.509666,0.113168,0.080942,0.108625,0.112874,0.117767,0.174227
4/2/20,鹿児島県,0.483355,0.044126,-0.00508,0.047008,0.050037,0.025584,0.052144,0.473876,0.061156,0.046131,0.085232,0.077025,0.077476,0.154206
4/2/20,東京都,0.635112,0.208023,0.174207,0.183344,0.187224,0.175129,0.26074,0.616621,0.211542,0.210923,0.234906,0.213915,0.243589,0.380825
4/2/20,宮崎県,0.316468,0.076299,-0.001851,0.05695,0.029544,0.081805,0.104634,0.314581,0.051555,0.018016,0.070452,0.084219,0.104368,0.153378
