date,prefcode,pref,newcase_day,total_case,GZnew,cumGZ,sales_per,customers_per,avg_temp,avg_rain,emergency,dummy_school_closure,dummy_gathering_restriction,noftests,pop_resid,susceptible,infectious_l2,newcase_lead8,tests_lead8,newcase_lead14,tests_lead14,newcase_lead1,tests_lead1,newcase_lead7,tests_lead7,newcase_lead15,tests_lead15,newcase_lead21,tests_lead21,newcase_lead22,tests_lead22,newcase_lead28,tests_lead28,weekday,weeknum
2020-01-16,08,Ibaraki,0,0,0,0,101675.83720930232,38.43023255813954,40.22,0,0,0,0,0,2860000,2860000,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,1,木,3
2020-01-17,08,Ibaraki,0,0,0,0,162179.3023255814,54.52325581395349,42.92,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,5,金,3
2020-01-18,08,Ibaraki,0,0,0,0,214028.22093023255,70.79069767441861,40.34,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,土,3
2020-01-19,08,Ibaraki,0,0,0,0,120299.12790697676,47.27906976744186,41.54,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,日,3
2020-01-20,08,Ibaraki,0,0,0,0,86249.75581395348,32.33720930232558,44.120000000000005,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,14,月,4
2020-01-21,08,Ibaraki,0,0,0,0,87820.09302325582,34.30232558139535,40.94,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,6,火,4
2020-01-22,08,Ibaraki,0,0,0,0,104580.12790697676,39.16279069767442,37.82,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,6,水,4
2020-01-23,08,Ibaraki,0,0,0,0,108342.75581395348,39.33720930232558,43.46,2.8333333333333335,0,0,0,0,2860000,2860000,0.0011357903892150467,0,3,0,1,0,0,0,1,0,1,0,1,0,5,0,13,木,4
2020-01-24,08,Ibaraki,0,0,0,0,187100.98837209304,60.2093023255814,47.24,0,0,0,0,0,2860000,2860000,0.0011357903892150467,0,1,0,1,0,0,0,3,0,0,0,5,0,5,0,14,金,4
2020-01-25,08,Ibaraki,0,0,0,0,236397.87209302327,82.44186046511628,41.480000000000004,0,0,0,0,0,2860000,2860000,0.003012451548614515,0,0,0,0,0,1,0,1,0,0,0,5,0,6,0,10,土,4
2020-01-26,08,Ibaraki,0,0,0,0,114275.67441860466,43.68604651162791,40.76,0,0,0,0,1,2860000,2860000,0.0048891127080139835,0,0,0,0,0,1,0,0,0,1,0,6,0,14,0,5,日,4
2020-01-27,08,Ibaraki,0,0,0,0,85423.27906976744,31.20930232558139,39.8,1.6666666666666667,0,0,0,1,2860000,2860000,0.005060325631742797,0,3,0,1,0,1,0,0,0,0,0,14,0,6,0,3,月,5
2020-01-28,08,Ibaraki,0,0,0,0,92115.95348837208,32.651162790697676,45.019999999999996,46,0,0,0,1,2860000,2860000,0.005060325631742798,0,1,0,0,0,2,0,3,0,0,0,6,0,6,0,14,火,5
2020-01-29,08,Ibaraki,0,0,0,0,107757.94186046511,40.372093023255815,53.6,62.166666666666664,0,0,0,2,2860000,2860000,0.005598493203744836,0,1,0,0,0,1,0,1,0,1,0,6,0,13,0,16,水,5
2020-01-30,08,Ibaraki,0,0,0,0,96434.54651162792,37.81395348837209,51.2,0,0,0,0,1,2860000,2860000,0.005755378207718046,0,1,0,1,0,3,0,1,0,5,0,13,0,14,0,27,木,5
2020-01-31,08,Ibaraki,0,0,0,0,180381.03488372092,58.5,44.24,0,0,0,0,3,2860000,2860000,0.006675253259005666,0,0,0,5,0,1,0,1,0,5,0,14,0,10,0,29,金,5
2020-02-01,08,Ibaraki,0,0,0,0,212076.61627906977,71.47674418604652,42.8,0,0,0,0,1,2860000,2860000,0.01371934976004417,0,0,0,5,0,0,0,0,0,6,0,10,0,5,0,27,土,5
2020-02-02,08,Ibaraki,0,0,0,0,124493.6511627907,46.03488372093023,41.84,0,0,0,0,0,2860000,2860000,0.01371934976004417,0,1,0,6,0,0,0,0,0,14,0,5,0,3,0,9,日,5
2020-02-03,08,Ibaraki,0,0,0,0,75078.90697674418,28.55813953488372,46.16,0,0,0,0,0,2860000,2860000,0.01371934976004417,0,0,0,14,0,3,0,1,0,6,0,3,0,14,0,18,月,6
2020-02-04,08,Ibaraki,0,0,0,0,84608.3953488372,34.19767441860465,43.64,0.3333333333333333,0,0,0,3,2860000,2860000,0.013719349760044169,0,0,0,6,0,1,0,0,0,6,0,14,0,16,0,19,火,6
2020-02-05,08,Ibaraki,0,0,0,0,89196.90697674418,36.593023255813954,43.16,0,0,0,0,1,2860000,2860000,0.02107595624670338,0,1,0,6,0,1,0,0,0,13,0,16,0,27,0,29,水,6
2020-02-06,08,Ibaraki,0,0,0,0,96614.32558139534,38.65116279069768,33.92,0,0,0,0,1,2860000,2860000,0.02864162196681207,0,5,0,13,0,1,0,1,0,14,0,27,0,29,0,21,木,6
2020-02-07,08,Ibaraki,0,0,0,0,151277.33720930232,53.127906976744185,33.32,0,0,0,0,1,2860000,2860000,0.02864162196681207,0,5,0,14,0,0,0,5,0,10,0,29,0,27,0,31,金,6
2020-02-08,08,Ibaraki,0,0,0,0,220803.53488372092,73.90697674418605,39.08,0,0,0,0,0,2860000,2860000,0.026764960807412603,0,6,0,10,0,0,0,5,0,5,0,27,0,9,0,23,土,6
2020-02-09,08,Ibaraki,0,0,0,0,131696.02325581395,49.627906976744185,35.18,0,0,0,0,0,2860000,2860000,0.024888299648013132,0,14,0,5,0,1,0,6,0,3,0,9,0,18,0,12,日,6
2020-02-10,08,Ibaraki,0,0,0,0,142497.38372093023,51.51162790697674,35.78,0,0,0,0,1,2860000,2860000,0.02471708672428432,0,6,0,3,0,0,0,14,0,14,0,18,0,19,0,13,月,7
2020-02-11,08,Ibaraki,0,0,0,0,109309.8488372093,43.24418604651163,39.32,0,0,0,0,0,2860000,2860000,0.02471708672428432,0,6,0,14,0,0,0,6,0,16,0,19,0,29,0,31,火,7
2020-02-12,08,Ibaraki,0,0,0,0,89917.94186046511,36.7906976744186,42.92,0,0,0,0,0,2860000,2860000,0.02417891915228228,0,13,0,16,0,1,0,6,0,27,0,29,0,21,0,25,水,7
2020-02-13,08,Ibaraki,0,0,0,0,90354.91860465116,36.94186046511628,49.1,0.8333333333333334,0,0,0,1,2860000,2860000,0.02402203414830907,0,14,0,27,0,5,0,13,0,29,0,21,0,31,0,22,木,7
2020-02-14,08,Ibaraki,0,0,0,0,146272.96511627908,50.627906976744185,51.38,0,0,0,0,5,2860000,2860000,0.03228384213242569,0,10,0,29,0,5,0,14,0,27,0,31,0,23,0,28,金,7
2020-02-15,08,Ibaraki,0,0,0,0,207711.6046511628,72.38372093023256,51.980000000000004,0,0,0,0,5,2860000,2860000,0.030767158417020726,0,5,0,27,0,6,0,10,0,9,0,23,0,12,0,16,土,7
2020-02-16,08,Ibaraki,0,0,0,0,103963.27906976744,39.94186046511628,48.440000000000005,8.166666666666666,0,0,0,6,2860000,2860000,0.04593128955242065,0,3,0,9,0,14,0,5,0,18,0,12,0,13,0,5,日,7
2020-02-17,08,Ibaraki,0,0,0,0,68284.5,25.20930232558139,45.5,9.166666666666666,0,0,0,14,2860000,2860000,0.05505917445667456,0,14,0,18,0,6,0,3,0,19,0,13,0,31,0,12,月,8
2020-02-18,08,Ibaraki,0,0,0,0,78669.51162790698,31.767441860465116,41.54,4.333333333333333,0,0,0,6,2860000,2860000,0.05717795732794844,0,16,0,19,0,6,0,14,0,29,0,31,0,25,1,18,火,8
2020-02-19,08,Ibaraki,0,0,0,0,102143.18604651163,40.61627906976744,42.26,0,0,0,0,6,2860000,2860000,0.058114031673450514,0,27,0,29,0,13,0,16,0,21,0,25,0,22,1,24,水,8
2020-02-20,08,Ibaraki,0,0,0,0,98688.1511627907,39.08139534883721,44.84,0,0,0,0,13,2860000,2860000,0.06057103557270049,0,29,0,21,0,14,0,27,0,31,0,22,0,28,1,32,木,8
2020-02-21,08,Ibaraki,0,0,0,0,161653.87209302327,56.093023255813954,46.1,0,0,0,0,14,2860000,2860000,0.07190895110871362,0,27,0,31,0,10,0,29,0,23,0,28,0,16,0,26,金,8
2020-02-22,08,Ibaraki,0,0,0,0,223843.7674418605,73.72093023255815,52.64,4.166666666666667,0,0,0,10,2860000,2860000,0.09529986037144356,0,9,0,23,0,5,0,27,0,12,0,16,0,5,0,13,土,8
2020-02-23,08,Ibaraki,0,0,0,0,194406.13953488372,69.55813953488372,48.620000000000005,0,0,0,0,5,2860000,2860000,0.14177218331862496,0,18,0,12,0,3,0,9,0,13,0,5,0,12,1,9,日,8
2020-02-24,08,Ibaraki,0,0,0,0,109353.2093023256,44.825581395348834,45.68,0,0,0,0,3,2860000,2860000,0.15207979800480856,0,19,0,13,0,14,0,18,0,31,0,12,1,18,1,15,月,9
2020-02-25,08,Ibaraki,0,0,0,0,84598.06976744186,33.41860465116279,46.82,5,0,0,0,14,2860000,2860000,0.16091173244745816,0,29,0,31,0,16,0,19,0,25,1,18,1,24,5,71,火,9
2020-02-26,08,Ibaraki,0,0,0,0,94470.93023255814,37.36046511627907,44.84,2.3333333333333335,0,0,0,16,2860000,2860000,0.16375302093552943,0,21,0,25,0,27,0,29,0,22,1,24,1,32,0,27,水,9
2020-02-27,08,Ibaraki,0,0,0,0,91379.139534883725,36.43023255813954,40.16,0,0,0,0,27,2860000,2860000,0.19483811145182192,0,31,0,22,0,29,0,21,0,28,1,32,0,26,0,56,木,9
2020-02-28,08,Ibaraki,0,0,0,0,131416.37209302327,47.02325581395349,40.22,0,0,0,0,29,2860000,2860000,0.195530837107205,0,23,0,28,0,27,0,31,0,16,0,26,0,13,3,51,金,9
2020-02-29,08,Ibaraki,0,0,0,0,172651.72093023255,59.46511627906977,45.019999999999996,0.16666666666666666,0,0,0,27,2860000,2860000,0.1960411518072366,0,12,0,16,0,9,0,23,0,5,0,13,1,9,3,69,土,9
2020-03-01,08,Ibaraki,0,0,0,0,117373.51162790698,43.08139534883721,49.82,0,0,0,0,9,2860000,2860000,0.18551276772463482,0,13,0,5,0,18,0,12,0,12,1,9,1,15,0,40,日,9
2020-03-02,08,Ibaraki,0,0,0,0,58143.558139534885,23.79069767441861,43.82,2.1666666666666665,0,1,0,18,2860000,2860000,0.19279617544689073,0,31,0,12,0,19,0,13,1,18,1,15,5,71,4,40,月,10
2020-03-03,08,Ibaraki,0,0,0,0,78181.1046511628,27.232558139534884,48.5,0,0,1,0,19,2860000,2860000,0.20012176110804794,0,25,1,18,0,29,0,31,1,24,5,71,0,27,4,112,火,10
2020-03-04,08,Ibaraki,0,0,0,0,69466.11627906977,30.372093023255815,46.28,11.666666666666666,0,1,0,29,2860000,2860000,0.19811036130298565,0,22,1,24,0,21,0,25,1,32,0,27,0,56,18,125,水,10
2020-03-05,08,Ibaraki,0,0,0,0,81604.66279069768,31.930232558139537,46.22,5.666666666666667,0,1,0,21,2860000,2860000,0.20707676918940218,0,28,1,32,0,31,0,22,0,26,0,56,3,51,2,104,木,10
2020-03-06,08,Ibaraki,0,0,0,0,120848.6511627907,42.66279069767442,44.78,0,0,1,0,31,2860000,2860000,0.2359874546354315,0,16,0,26,0,23,0,28,0,13,3,51,3,69,10,124,金,10
2020-03-07,08,Ibaraki,0,0,0,0,178849.94186046513,62.46511627906977,43.28,0,0,1,0,23,2860000,2860000,0.2632334504166472,0,5,0,13,0,12,0,16,1,9,3,69,0,40,5,123,土,10
2020-03-08,08,Ibaraki,0,0,0,0,100724.17441860466,40.52325581395349,45.2,0.8333333333333334,0,1,0,12,2860000,2860000,0.27031551744624316,0,12,1,9,0,13,0,5,1,15,0,40,4,40,5,44,日,10
2020-03-09,08,Ibaraki,0,0,0,0,71667.80232558139,28.3953488372093,53.9,0.16666666666666666,0,1,0,13,2860000,2860000,0.2693087984099465,1,18,1,15,0,31,0,12,5,71,4,40,4,112,7,126,月,11
2020-03-10,08,Ibaraki,0,0,0,0,77972.67441860466,31.767441860465116,58.1,16.833333333333332,0,1,0,31,2860000,2860000,0.27409051294514486,1,24,5,71,0,25,1,18,0,27,4,112,18,125,6,132,火,11
2020-03-11,08,Ibaraki,0,0,0,0,79217.06976744186,32.7906976744186,59.42,0,0,1,0,25,2860000,2860000,0.3157745970042148,1,32,0,27,0,22,1,24,0,56,18,125,2,104,0,97,水,11
2020-03-12,08,Ibaraki,0,0,0,0,99904.68604651163,40.73255813953488,49.040000000000006,0,0,1,0,22,2860000,2860000,0.32869076630477395,0,26,0,56,0,28,1,32,3,51,2,104,10,124,5,117,木,11
2020-03-13,08,Ibaraki,0,0,0,0,147939.1976744186,50.93023255813954,52.64,0,0,1,0,28,2860000,2860000,0.3767306266735606,0,13,3,51,0,16,0,26,3,69,10,124,5,123,9,85,金,11
2020-03-14,08,Ibaraki,0,0,0,0,178273.27906976745,60.48837209302326,40.4,17.333333333333332,0,1,0,16,2860000,2860000,0.4032380430847938,1,9,3,69,0,5,0,13,0,40,5,123,5,44,12,160,土,11
2020-03-15,08,Ibaraki,0,0,0,0,116227.96511627908,47.26744186046512,41.66,0,0,1,0,5,2860000,2860000,0.47558198054469303,1,15,0,40,0,12,1,9,4,40,5,44,7,126,6,32,日,11
2020-03-16,08,Ibaraki,0,0,0,0,72685.29069767441,28.848837209302324,42.44,0.16666666666666666,0,1,0,12,2860000,2860000,0.474574368391479,5,71,4,40,1,18,1,15,4,112,7,126,6,132,1,44,月,12
2020-03-17,08,Ibaraki,1,1,0,0,97177.32558139534,38.63953488372093,42.26,0,0,1,0,18,2860000,2859999,0.47285289450921675,0,27,4,112,1,24,5,71,18,125,6,132,0,97,6,122,火,12
2020-03-18,08,Ibaraki,1,2,0,0,94088.62790697676,38.47674418604651,51.019999999999996,0,0,1,0,24,2860000,2859998,1.4805604572386963,0,56,18,125,1,32,0,27,2,104,0,97,5,117,3,113,水,12
2020-03-19,08,Ibaraki,1,3,0,0,160189.68604651163,57.604651162790695,55.64,2,0,1,0,32,2860000,2859997,2.4643086135172734,3,51,2,104,0,26,0,56,10,124,5,117,9,85,4,157,木,12
2020-03-20,08,Ibaraki,0,3,0,0,164232.6976744186,61.674418604651166,55.1,1.3333333333333333,0,1,0,26,2860000,2859997,3.437350434783365,3,69,10,124,0,13,3,51,5,123,9,85,12,160,8,85,金,12
2020-03-21,08,Ibaraki,0,3,0,0,185627.7325581395,69.48837209302326,51.92,0,0,1,0,13,2860000,2859997,3.488780721339847,0,40,5,123,1,9,3,69,5,44,12,160,6,32,4,91,土,12
2020-03-22,08,Ibaraki,1,4,0,0,110898.47674418605,46.2906976744186,57.08,0,0,1,0,9,2860000,2859996,3.4830388269698966,4,40,5,44,1,15,0,40,7,126,6,32,1,44,4,53,日,12
2020-03-23,08,Ibaraki,1,5,0,0,85312.32558139534,33.616279069767444,47.96,0,0,1,0,15,2860000,2859995,4.477177291482582,4,112,7,126,5,71,4,40,6,132,1,44,6,122,4,67,月,13
2020-03-24,08,Ibaraki,5,10,0,0,95231.27906976744,37.94186046511628,43.1,3.3333333333333335,0,1,0,71,2860000,2859990,5.467411512811794,18,125,6,132,0,27,4,112,0,97,6,122,3,113,3,119,火,13
2020-03-25,08,Ibaraki,0,10,0,0,100342.38372093024,38.76744186046512,44.78,0,0,1,0,27,2860000,2859990,10.274116307018184,2,104,0,97,0,56,18,125,5,117,3,113,4,157,5,88,水,13
2020-03-26,08,Ibaraki,0,10,0,0,110121.8023255814,43.174418604651166,51.019999999999996,0,0,1,0,56,2860000,2859990,10.399580220172652,10,124,5,117,3,51,2,104,9,85,4,157,8,85,2,108,木,13
2020-03-27,08,Ibaraki,3,13,0,0,157965.8488372093,55.19767441860465,58.1,0,0,1,0,51,2860000,2859987,10.489286493892553,5,123,9,85,3,69,10,124,12,160,8,85,4,91,4,78,金,13
2020-03-28,08,Ibaraki,3,16,0,0,143855.5465116279,49.74418604651163,55.28,12.5,0,1,0,69,2860000,2859984,13.462985055875006,5,44,12,160,0,40,5,123,6,32,4,91,4,53,3,115,土,13
2020-03-29,08,Ibaraki,0,16,0,0,76982.93023255814,29.46511627906977,37.94,34,0,1,0,40,2860000,2859984,16.805581787874385,7,126,6,32,4,40,5,44,1,44,4,53,4,67,1,46,日,13
2020-03-30,08,Ibaraki,4,20,0,0,69617.75581395348,27.453488372093023,43.879999999999995,0,0,1,0,40,2860000,2859980,17.18321409182781,6,132,1,44,4,112,7,126,6,122,4,67,3,119,0,32,月,14
2020-03-31,08,Ibaraki,4,24,0,0,78280.11627906977,29.546511627906977,48.379999999999995,0.16666666666666666,0,1,0,112,2860000,2859976,21.035048165595278,0,97,6,122,18,125,6,132,3,113,3,119,5,88,1,83,火,14
2020-04-01,08,Ibaraki,18,42,0,0,45966.59302325582,19.511627906976745,54.260000000000005,30.5,0,1,0,125,2860000,2859958,24.15466090119307,5,117,3,113,2,104,0,97,4,157,5,88,2,108,1,107,水,14
2020-04-02,08,Ibaraki,2,44,0,0,47474.03488372093,20.511627906976745,55.099999999999994,0.3333333333333333,0,1,0,104,2860000,2859956,40.650121062235854,9,85,4,157,10,124,5,117,8,85,2,108,4,78,0,59,木,14
2020-04-03,08,Ibaraki,10,54,0,0,66615.90697674418,25.24418604651163,50.959999999999994,0,0,1,0,124,2860000,2859946,41.82751231318251,12,160,8,85,5,123,9,85,4,91,4,78,3,115,2,92,金,14
2020-04-04,08,Ibaraki,5,59,0,0,80519.32558139534,31.13953488372093,57.980000000000004,3.8333333333333335,0,1,0,123,2860000,2859941,51.67958861078509,6,32,4,91,5,44,12,160,4,53,3,115,1,46,0,84,土,14
2020-04-05,08,Ibaraki,5,64,0,0,50742.66279069767,20.6046511627907,46.64,1.1666666666666667,0,1,0,44,2860000,2859936,56.901138259516856,1,44,4,53,7,126,6,32,4,67,1,46,0,32,0,56,日,14
2020-04-06,08,Ibaraki,7,71,0,0,33346.395348837206,14.418604651162791,49.7,0,0,1,0,126,2860000,2859929,61.19073214828728,6,122,4,67,6,132,1,44,3,119,0,32,1,83,2,39,月,15
2020-04-07,08,Ibaraki,6,77,0,0,42172.53488372093,19.55813953488372,49.16,0,0,1,0,132,2860000,2859923,67.2166154819884,3,113,3,119,0,97,6,122,5,88,1,83,1,107,1,38,火,15
2020-04-08,08,Ibaraki,0,77,0,0,34768.46511627907,15.686046511627907,53,0,0,1,0,97,2860000,2859923,68.48849439364497,4,157,5,88,5,117,3,113,2,108,1,107,0,59,0,44,水,15
2020-04-09,08,Ibaraki,5,82,0,0,30422.872093023256,14.395348837209305,50.42,6,0,1,0,117,2860000,2859918,68.9564826219979,8,85,2,108,9,85,4,157,4,78,0,59,2,92,0,38,木,15
2020-04-10,08,Ibaraki,9,91,0,0,44905.91860465116,19.302325581395348,48.92,0.8333333333333334,0,1,0,85,2860000,2859909,74.25476756450409,4,91,4,78,12,160,8,85,3,115,2,92,0,84,0,50,金,15
2020-04-11,08,Ibaraki,12,103,0,0,56929.313953488374,23.151162790697676,48.2,0.16666666666666666,0,1,0,160,2860000,2859897,80.64098812591938,4,53,3,115,6,32,4,91,1,46,0,84,0,56,0,68,土,15
2020-04-12,08,Ibaraki,6,109,0,0,36977.558139534885,15.813953488372093,49.040000000000006,3.1666666666666665,0,1,0,32,2860000,2859891,89.55537446479131,4,67,1,46,1,44,4,53,0,32,0,56,2,39,0,28,日,15
2020-04-13,08,Ibaraki,1,110,0,0,16673.74418604651,7.511627906976744,46.58,37.5,0,1,0,44,2860000,2859890,95.61400293356832,3,119,0,32,6,122,4,67,1,83,2,39,1,38,0,34,月,16
2020-04-14,08,Ibaraki,6,116,0,0,29051.79069767442,12.755813953488373,49.82,0,0,1,0,122,2860000,2859884,93.01142158902131,5,88,1,83,3,113,3,119,1,107,1,38,0,44,0,74,火,16
2020-04-15,08,Ibaraki,3,119,0,0,32726.02325581395,13.33720930232558,53.18,0,0,1,0,113,2860000,2859881,95.10122728944147,2,108,1,107,4,157,5,88,0,59,0,44,0,38,0,80,水,16
2020-04-16,08,Ibaraki,4,123,0,0,29305.593023255813,12.174418604651162,48.620000000000005,0,1,1,0,157,2860000,2859877,81.10516681599007,4,78,0,59,8,85,2,108,2,92,0,38,0,50,0,61,木,16
2020-04-17,08,Ibaraki,8,131,0,0,33510.98837209302,12.476744186046512,50.66,0,1,1,0,85,2860000,2859869,83.52972385443454,3,115,2,92,4,91,4,78,0,84,0,50,0,68,0,68,金,16
2020-04-18,08,Ibaraki,4,135,0,0,31866.60465116279,11.27906976744186,54.14,65.16666666666667,1,1,1,91,2860000,2859865,81.92799201863245,1,46,0,84,4,53,3,115,0,56,0,68,0,28,0,64,土,16
2020-04-19,08,Ibaraki,4,139,0,0,35382.232558139534,13.744186046511627,55.879999999999995,0,1,1,1,53,2860000,2859861,81.11916222657138,0,32,0,56,4,67,1,46,2,39,0,28,0,34,0,26,日,16
2020-04-20,08,Ibaraki,4,143,0,0,16956.023255813954,7.0813953488372094,50.66,10.666666666666666,1,1,1,67,2860000,2859857,80.10010731429449,1,83,2,39,3,119,0,32,1,38,0,34,0,74,0,9,月,17
2020-04-21,08,Ibaraki,3,146,0,0,25282.75581395349,11.127906976744184,56.54,0.16666666666666666,1,1,1,119,2860000,2859854,77.28860073874674,1,107,1,38,5,88,1,83,0,44,0,74,0,80,0,44,火,17
2020-04-22,08,Ibaraki,5,151,0,0,25924.25581395349,11.13953488372093,53.12,0,1,1,1,88,2860000,2859849,74.41061718872967,0,59,0,44,2,108,1,107,0,38,0,80,0,61,0,46,水,17
2020-04-23,08,Ibaraki,2,153,0,0,33891.96511627907,14.209302325581396,51.86,0,1,1,1,108,2860000,2859847,79.03981143955927,2,92,0,38,4,78,0,59,0,50,0,61,0,68,0,46,木,17
2020-04-24,08,Ibaraki,4,157,0,0,36083.29069767442,15.081395348837209,49.82,11.833333333333334,1,1,1,78,2860000,2859843,75.93404257744933,0,84,0,50,3,115,2,92,0,68,0,68,0,64,0,39,金,17
2020-04-25,08,Ibaraki,3,160,0,0,51532.12790697674,16.74418604651163,52.16,0,1,1,1,115,2860000,2859840,70.79849417766188,0,56,0,68,1,46,0,84,0,28,0,64,0,26,0,27,土,17
2020-04-26,08,Ibaraki,1,161,0,0,37502.09302325582,12.232558139534884,60.620000000000005,0.16666666666666666,1,1,1,46,2860000,2859839,61.65269013139914,2,39,0,28,0,32,0,56,0,34,0,26,0,9,0,9,日,17
2020-04-27,08,Ibaraki,0,161,0,0,18429.68604651163,7.1976744186046515,52.879999999999995,4.333333333333333,1,1,1,32,2860000,2859839,56.39290865744877,1,38,0,34,1,83,2,39,0,74,0,9,0,44,0,6,月,18
2020-04-28,08,Ibaraki,1,162,0,0,34916.82558139535,13.151162790697674,52.64,1,1,1,1,83,2860000,2859838,55.263913648232624,0,44,0,74,1,107,1,38,0,80,0,44,0,46,0,37,火,18
2020-04-29,08,Ibaraki,1,163,0,0,32011.24418604651,12.05813953488372,57.5,0.16666666666666666,1,1,1,107,2860000,2859837,50.23263613972821,0,38,0,80,0,59,0,44,0,61,0,46,0,46,0,31,水,18
2020-04-30,08,Ibaraki,0,163,0,0,23054.36046511628,9.22093023255814,61.28,0,1,1,1,59,2860000,2859837,47.855690597100825,0,50,0,61,2,92,0,38,0,68,0,46,0,39,0,30,木,18
2020-05-01,08,Ibaraki,2,165,0,0,31229.279069767443,12.906976744186046,64.88,0,1,1,1,92,2860000,2859835,43.41522385189763,0,68,0,68,0,84,0,50,0,64,0,39,0,27,0,27,金,18
2020-05-02,08,Ibaraki,0,165,0,0,45052.32558139535,15.011627906976743,68.53999999999999,0,1,1,1,84,2860000,2859835,37.26896327811127,0,28,0,64,0,56,0,68,0,26,0,27,0,9,0,31,土,18
2020-05-03,08,Ibaraki,0,165,0,0,36068.941860465115,13.604651162790695,68.36,0,1,1,1,56,2860000,2859835,33.10339276244695,0,34,0,26,2,39,0,28,0,9,0,9,0,6,0,1,日,18
2020-05-04,08,Ibaraki,2,167,0,0,31390.02325581395,10.906976744186046,65.66,1,1,1,1,39,2860000,2859833,29.02157556203274,0,74,0,9,1,38,0,34,0,44,0,6,0,37,0,7,月,19
2020-05-05,08,Ibaraki,1,168,0,0,40785.16279069767,14.86046511627907,65.78,1.6666666666666667,1,1,1,38,2860000,2859832,26.91002061030144,0,80,0,44,0,44,0,74,0,46,0,37,0,31,0,35,火,19
2020-05-06,08,Ibaraki,0,168,0,0,24541.18604651163,9.174418604651162,58.88,25,1,1,1,44,2860000,2859832,24.74381149815481,0,61,0,46,0,38,0,80,0,46,0,31,0,30,0,28,水,19
2020-05-07,08,Ibaraki,0,168,0,0,26890.767441860466,11.918604651162791,57.019999999999996,0,1,1,1,38,2860000,2859832,19.561648885510955,0,68,0,46,0,50,0,61,0,39,0,30,0,27,0,26,木,19
2020-05-08,08,Ibaraki,0,168,0,0,39797.686046511626,16.72093023255814,58.28,0,1,1,1,50,2860000,2859832,17.320458073142458,0,64,0,39,0,68,0,68,0,27,0,27,0,31,0,36,金,19
2020-05-09,08,Ibaraki,0,168,0,0,60637.86046511628,21.58139534883721,61.88,0,1,1,1,68,2860000,2859832,13.164918169557483,0,26,0,27,0,28,0,64,0,9,0,31,0,1,0,44,土,19
2020-05-10,08,Ibaraki,0,168,0,0,55338.79069767442,19.813953488372093,67.22,0.8333333333333334,1,1,1,28,2860000,2859832,10.077520845405347,0,9,0,9,0,34,0,26,0,6,0,1,0,7,0,14,日,19
2020-05-11,08,Ibaraki,0,168,0,0,25286.93023255814,9.965116279069768,70.03999999999999,1.3333333333333333,1,1,1,34,2860000,2859832,8.93294587100548,0,44,0,6,0,74,0,9,0,37,0,7,0,35,0,6,月,20
2020-05-12,08,Ibaraki,0,168,0,0,34779.74418604651,13.313953488372093,66.68,0,1,1,1,74,2860000,2859832,8.851672646580669,0,46,0,37,0,80,0,44,0,31,0,35,0,28,0,64,火,20
2020-05-13,08,Ibaraki,0,168,0,0,32975.04651162791,14.534883720930232,66.08000000000001,2.5,1,1,1,80,2860000,2859832,7.736126026108807,0,46,0,31,0,61,0,46,0,30,0,28,0,26,0,28,水,20
2020-05-14,08,Ibaraki,0,168,0,0,38719.03488372093,17.232558139534884,66.38,0,1,1,1,61,2860000,2859832,6.654627533177038,0,39,0,30,0,68,0,46,0,27,0,26,0,36,0,43,木,20
2020-05-15,08,Ibaraki,0,168,0,0,50860.3023255814,19.453488372093023,68.9,0,0,1,1,68,2860000,2859832,6.564272905435387,0,27,0,27,0,64,0,39,0,31,0,36,0,44,0,16,金,20
2020-05-16,08,Ibaraki,0,168,0,0,65766.26744186046,24.75581395348837,64.7,5.833333333333333,0,1,1,64,2860000,2859832,4.420410179222868,0,9,0,31,0,26,0,27,0,1,0,44,0,14,0,23,土,20
2020-05-17,08,Ibaraki,0,168,0,0,57300.58139534884,22.697674418604652,67.82,0.3333333333333333,0,1,1,26,2860000,2859832,4.210669626563517,0,6,0,1,0,9,0,9,0,7,0,14,0,6,0,6,日,20
2020-05-18,08,Ibaraki,0,168,0,0,30491.63953488372,13.453488372093023,64.03999999999999,0.3333333333333333,0,1,1,9,2860000,2859832,4.039750044776466,0,37,0,7,0,44,0,6,0,35,0,6,0,64,0,3,月,21
2020-05-19,08,Ibaraki,0,168,0,0,41737.01162790698,17.186046511627907,62.84,66.16666666666667,0,1,1,44,2860000,2859832,1.9831770951011263,0,31,0,35,0,46,0,37,0,28,0,64,0,28,0,30,火,21
