日付,時間帯,市区町村,平休日フラグ,都道府県,人流
2021/01/04,day,19430:富士河口湖町,平日,19:山梨県,31820
2021/01/04,day,19429:鳴沢村,平日,19:山梨県,4281
2021/01/04,day,19425:山中湖村,平日,19:山梨県,7452
2021/01/04,day,19424:忍野村,平日,19:山梨県,8063
2021/01/04,day,19423:西桂町,平日,19:山梨県,3362
2021/01/04,day,19422:道志村,平日,19:山梨県,1105
2021/01/04,day,19384:昭和町,平日,19:山梨県,24074
2021/01/04,day,19368:富士川町,平日,19:山梨県,15973
2021/01/04,day,19366:南部町,平日,19:山梨県,7632
2021/01/04,day,19365:身延町,平日,19:山梨県,13689
2021/01/04,day,19364:早川町,平日,19:山梨県,732
2021/01/04,day,19346:市川三郷町,平日,19:山梨県,15297
2021/01/04,day,19214:中央市,平日,19:山梨県,31117
2021/01/04,day,19213:甲州市,平日,19:山梨県,28970
2021/01/04,day,19212:上野原市,平日,19:山梨県,23052
2021/01/04,day,19211:笛吹市,平日,19:山梨県,71485
2021/01/04,day,19210:甲斐市,平日,19:山梨県,68436
2021/01/04,day,19209:北杜市,平日,19:山梨県,47944
2021/01/04,day,19208:南アルプス市,平日,19:山梨県,67025
2021/01/04,day,19207:韮崎市,平日,19:山梨県,32400
2021/01/04,day,19206:大月市,平日,19:山梨県,22607
2021/01/04,day,19205:山梨市,平日,19:山梨県,33422
2021/01/04,day,19204:都留市,平日,19:山梨県,29920
2021/01/04,day,19202:富士吉田市,平日,19:山梨県,50142
2021/01/04,day,19201:甲府市,平日,19:山梨県,197593
2021/01/05,day,19443:丹波山村,平日,19:山梨県,563
2021/01/05,day,19442:小菅村,平日,19:山梨県,796
2021/01/05,day,19430:富士河口湖町,平日,19:山梨県,28775
2021/01/05,day,19429:鳴沢村,平日,19:山梨県,3736
2021/01/05,day,19425:山中湖村,平日,19:山梨県,6628
2021/01/05,day,19424:忍野村,平日,19:山梨県,7983
2021/01/05,day,19423:西桂町,平日,19:山梨県,3069
2021/01/05,day,19422:道志村,平日,19:山梨県,1687
2021/01/05,day,19384:昭和町,平日,19:山梨県,26364
2021/01/05,day,19368:富士川町,平日,19:山梨県,15452
2021/01/05,day,19366:南部町,平日,19:山梨県,7473
2021/01/05,day,19365:身延町,平日,19:山梨県,12911
2021/01/05,day,19364:早川町,平日,19:山梨県,1336
2021/01/05,day,19346:市川三郷町,平日,19:山梨県,14812
2021/01/05,day,19214:中央市,平日,19:山梨県,33380
2021/01/05,day,19213:甲州市,平日,19:山梨県,29339
2021/01/05,day,19212:上野原市,平日,19:山梨県,22965
2021/01/05,day,19211:笛吹市,平日,19:山梨県,70567
2021/01/05,day,19210:甲斐市,平日,19:山梨県,63080
2021/01/05,day,19209:北杜市,平日,19:山梨県,46919
2021/01/05,day,19208:南アルプス市,平日,19:山梨県,65993
2021/01/05,day,19207:韮崎市,平日,19:山梨県,32161
2021/01/05,day,19206:大月市,平日,19:山梨県,22450
2021/01/05,day,19205:山梨市,平日,19:山梨県,32114
2021/01/05,day,19204:都留市,平日,19:山梨県,30026
2021/01/05,day,19202:富士吉田市,平日,19:山梨県,49926
2021/01/05,day,19201:甲府市,平日,19:山梨県,204640
2021/01/06,day,19443:丹波山村,平日,19:山梨県,597
2021/01/06,day,19442:小菅村,平日,19:山梨県,807
2021/01/06,day,19430:富士河口湖町,平日,19:山梨県,27871
2021/01/06,day,19429:鳴沢村,平日,19:山梨県,3694
2021/01/06,day,19425:山中湖村,平日,19:山梨県,6408
2021/01/06,day,19424:忍野村,平日,19:山梨県,9045
2021/01/06,day,19423:西桂町,平日,19:山梨県,3256
2021/01/06,day,19422:道志村,平日,19:山梨県,1886
2021/01/06,day,19384:昭和町,平日,19:山梨県,27805
2021/01/06,day,19368:富士川町,平日,19:山梨県,15701
2021/01/06,day,19366:南部町,平日,19:山梨県,7145
2021/01/06,day,19365:身延町,平日,19:山梨県,12764
2021/01/06,day,19364:早川町,平日,19:山梨県,1671
2021/01/06,day,19346:市川三郷町,平日,19:山梨県,14272
2021/01/06,day,19214:中央市,平日,19:山梨県,32573
2021/01/06,day,19213:甲州市,平日,19:山梨県,29704
2021/01/06,day,19212:上野原市,平日,19:山梨県,24442
2021/01/06,day,19211:笛吹市,平日,19:山梨県,68043
2021/01/06,day,19210:甲斐市,平日,19:山梨県,65955
2021/01/06,day,19209:北杜市,平日,19:山梨県,43876
2021/01/06,day,19208:南アルプス市,平日,19:山梨県,65623
2021/01/06,day,19207:韮崎市,平日,19:山梨県,33901
2021/01/06,day,19206:大月市,平日,19:山梨県,21556
2021/01/06,day,19205:山梨市,平日,19:山梨県,31941
2021/01/06,day,19204:都留市,平日,19:山梨県,29695
2021/01/06,day,19202:富士吉田市,平日,19:山梨県,48754
2021/01/06,day,19201:甲府市,平日,19:山梨県,203363
2021/01/07,day,19443:丹波山村,平日,19:山梨県,586
2021/01/07,day,19442:小菅村,平日,19:山梨県,755
2021/01/07,day,19430:富士河口湖町,平日,19:山梨県,28955
2021/01/07,day,19429:鳴沢村,平日,19:山梨県,3167
2021/01/07,day,19425:山中湖村,平日,19:山梨県,6669
2021/01/07,day,19424:忍野村,平日,19:山梨県,8650
2021/01/07,day,19423:西桂町,平日,19:山梨県,3207
2021/01/07,day,19422:道志村,平日,19:山梨県,1638
2021/01/07,day,19384:昭和町,平日,19:山梨県,28018
2021/01/07,day,19368:富士川町,平日,19:山梨県,14244
2021/01/07,day,19366:南部町,平日,19:山梨県,8112
2021/01/07,day,19365:身延町,平日,19:山梨県,12706
2021/01/07,day,19364:早川町,平日,19:山梨県,1414
2021/01/07,day,19346:市川三郷町,平日,19:山梨県,13982
2021/01/07,day,19214:中央市,平日,19:山梨県,34790
2021/01/07,day,19213:甲州市,平日,19:山梨県,28841
2021/01/07,day,19212:上野原市,平日,19:山梨県,22975
2021/01/07,day,19211:笛吹市,平日,19:山梨県,65979
2021/01/07,day,19210:甲斐市,平日,19:山梨県,64485
2021/01/07,day,19209:北杜市,平日,19:山梨県,45169
2021/01/07,day,19208:南アルプス市,平日,19:山梨県,65339
2021/01/07,day,19207:韮崎市,平日,19:山梨県,35282
2021/01/07,day,19206:大月市,平日,19:山梨県,20317
2021/01/07,day,19205:山梨市,平日,19:山梨県,31799
2021/01/07,day,19204:都留市,平日,19:山梨県,32031
2021/01/07,day,19202:富士吉田市,平日,19:山梨県,46203
2021/01/07,day,19201:甲府市,平日,19:山梨県,204072
2021/01/08,day,19443:丹波山村,平日,19:山梨県,644
2021/01/08,day,19442:小菅村,平日,19:山梨県,763
2021/01/08,day,19430:富士河口湖町,平日,19:山梨県,28606
2021/01/08,day,19429:鳴沢村,平日,19:山梨県,3567
2021/01/08,day,19425:山中湖村,平日,19:山梨県,6438
2021/01/08,day,19424:忍野村,平日,19:山梨県,8567
2021/01/08,day,19423:西桂町,平日,19:山梨県,3060
2021/01/08,day,19422:道志村,平日,19:山梨県,1658
2021/01/08,day,19384:昭和町,平日,19:山梨県,26916
2021/01/08,day,19368:富士川町,平日,19:山梨県,14713
2021/01/08,day,19366:南部町,平日,19:山梨県,8131
2021/01/08,day,19365:身延町,平日,19:山梨県,13631
2021/01/08,day,19364:早川町,平日,19:山梨県,1565
2021/01/08,day,19346:市川三郷町,平日,19:山梨県,13689
2021/01/08,day,19214:中央市,平日,19:山梨県,33019
2021/01/08,day,19213:甲州市,平日,19:山梨県,27989
2021/01/08,day,19212:上野原市,平日,19:山梨県,23676
2021/01/08,day,19211:笛吹市,平日,19:山梨県,67867
2021/01/08,day,19210:甲斐市,平日,19:山梨県,64358
2021/01/08,day,19209:北杜市,平日,19:山梨県,44025
2021/01/08,day,19208:南アルプス市,平日,19:山梨県,64930
2021/01/08,day,19207:韮崎市,平日,19:山梨県,33703
2021/01/08,day,19206:大月市,平日,19:山梨県,22355
2021/01/08,day,19205:山梨市,平日,19:山梨県,31072
2021/01/08,day,19204:都留市,平日,19:山梨県,32286
2021/01/08,day,19202:富士吉田市,平日,19:山梨県,46831
2021/01/08,day,19201:甲府市,平日,19:山梨県,206760
2021/01/09,day,19443:丹波山村,休日,19:山梨県,678
2021/01/09,day,19442:小菅村,休日,19:山梨県,902
2021/01/09,day,19430:富士河口湖町,休日,19:山梨県,31422
2021/01/09,day,19429:鳴沢村,休日,19:山梨県,3313
2021/01/09,day,19425:山中湖村,休日,19:山梨県,6535
2021/01/09,day,19424:忍野村,休日,19:山梨県,7749
2021/01/09,day,19423:西桂町,休日,19:山梨県,3460
2021/01/09,day,19422:道志村,休日,19:山梨県,1764
2021/01/09,day,19384:昭和町,休日,19:山梨県,25071
2021/01/09,day,19368:富士川町,休日,19:山梨県,15454
2021/01/09,day,19366:南部町,休日,19:山梨県,8181
2021/01/09,day,19365:身延町,休日,19:山梨県,13505
2021/01/09,day,19364:早川町,休日,19:山梨県,1543
2021/01/09,day,19346:市川三郷町,休日,19:山梨県,15500
2021/01/09,day,19214:中央市,休日,19:山梨県,30029
2021/01/09,day,19213:甲州市,休日,19:山梨県,31928
2021/01/09,day,19212:上野原市,休日,19:山梨県,24068
2021/01/09,day,19211:笛吹市,休日,19:山梨県,70891
2021/01/09,day,19210:甲斐市,休日,19:山梨県,72450
2021/01/09,day,19209:北杜市,休日,19:山梨県,46510
2021/01/09,day,19208:南アルプス市,休日,19:山梨県,66587
2021/01/09,day,19207:韮崎市,休日,19:山梨県,31636
2021/01/09,day,19206:大月市,休日,19:山梨県,24277
2021/01/09,day,19205:山梨市,休日,19:山梨県,33323
2021/01/09,day,19204:都留市,休日,19:山梨県,31991
2021/01/09,day,19202:富士吉田市,休日,19:山梨県,47081
2021/01/09,day,19201:甲府市,休日,19:山梨県,197200
2021/01/10,day,19443:丹波山村,休日,19:山梨県,786
2021/01/10,day,19442:小菅村,休日,19:山梨県,824
2021/01/10,day,19430:富士河口湖町,休日,19:山梨県,31636
2021/01/10,day,19429:鳴沢村,休日,19:山梨県,3462
2021/01/10,day,19425:山中湖村,休日,19:山梨県,7163
2021/01/10,day,19424:忍野村,休日,19:山梨県,7552
2021/01/10,day,19423:西桂町,休日,19:山梨県,3809
2021/01/10,day,19422:道志村,休日,19:山梨県,1751
2021/01/10,day,19384:昭和町,休日,19:山梨県,25904
2021/01/10,day,19368:富士川町,休日,19:山梨県,14834
2021/01/10,day,19366:南部町,休日,19:山梨県,7733
2021/01/10,day,19365:身延町,休日,19:山梨県,15281
2021/01/10,day,19364:早川町,休日,19:山梨県,1001
2021/01/10,day,19346:市川三郷町,休日,19:山梨県,14687
2021/01/10,day,19214:中央市,休日,19:山梨県,29655
2021/01/10,day,19213:甲州市,休日,19:山梨県,31446
2021/01/10,day,19212:上野原市,休日,19:山梨県,24782
2021/01/10,day,19211:笛吹市,休日,19:山梨県,71837
2021/01/10,day,19210:甲斐市,休日,19:山梨県,72715
2021/01/10,day,19209:北杜市,休日,19:山梨県,52417
2021/01/10,day,19208:南アルプス市,休日,19:山梨県,66561
2021/01/10,day,19207:韮崎市,休日,19:山梨県,29594
2021/01/10,day,19206:大月市,休日,19:山梨県,25267
2021/01/10,day,19205:山梨市,休日,19:山梨県,34967
2021/01/10,day,19204:都留市,休日,19:山梨県,31474
2021/01/10,day,19202:富士吉田市,休日,19:山梨県,48250
2021/01/10,day,19201:甲府市,休日,19:山梨県,193835
2021/01/11,day,19443:丹波山村,休日,19:山梨県,578
2021/01/11,day,19442:小菅村,休日,19:山梨県,740
2021/01/11,day,19430:富士河口湖町,休日,19:山梨県,29924
2021/01/11,day,19429:鳴沢村,休日,19:山梨県,3247
2021/01/11,day,19425:山中湖村,休日,19:山梨県,6421
2021/01/11,day,19424:忍野村,休日,19:山梨県,8316
2021/01/11,day,19423:西桂町,休日,19:山梨県,4052
2021/01/11,day,19422:道志村,休日,19:山梨県,1792
2021/01/11,day,19384:昭和町,休日,19:山梨県,26449
2021/01/11,day,19368:富士川町,休日,19:山梨県,15371
2021/01/11,day,19366:南部町,休日,19:山梨県,7927
2021/01/11,day,19365:身延町,休日,19:山梨県,14249
2021/01/11,day,19364:早川町,休日,19:山梨県,998
2021/01/11,day,19346:市川三郷町,休日,19:山梨県,15807
2021/01/11,day,19214:中央市,休日,19:山梨県,30112
2021/01/11,day,19213:甲州市,休日,19:山梨県,31299
2021/01/11,day,19212:上野原市,休日,19:山梨県,22922
2021/01/11,day,19211:笛吹市,休日,19:山梨県,69904
2021/01/11,day,19210:甲斐市,休日,19:山梨県,71363
2021/01/11,day,19209:北杜市,休日,19:山梨県,49544
2021/01/11,day,19208:南アルプス市,休日,19:山梨県,66160
2021/01/11,day,19207:韮崎市,休日,19:山梨県,30611
2021/01/11,day,19206:大月市,休日,19:山梨県,26672
2021/01/11,day,19205:山梨市,休日,19:山梨県,34282
2021/01/11,day,19204:都留市,休日,19:山梨県,31927
2021/01/11,day,19202:富士吉田市,休日,19:山梨県,46162
2021/01/11,day,19201:甲府市,休日,19:山梨県,192844
2021/01/12,day,19443:丹波山村,平日,19:山梨県,612
2021/01/12,day,19442:小菅村,平日,19:山梨県,768
2021/01/12,day,19430:富士河口湖町,平日,19:山梨県,27841
2021/01/12,day,19429:鳴沢村,平日,19:山梨県,2831
2021/01/12,day,19425:山中湖村,平日,19:山梨県,5843
2021/01/12,day,19424:忍野村,平日,19:山梨県,9312
2021/01/12,day,19423:西桂町,平日,19:山梨県,3946
2021/01/12,day,19422:道志村,平日,19:山梨県,1263
2021/01/12,day,19384:昭和町,平日,19:山梨県,27558
2021/01/12,day,19368:富士川町,平日,19:山梨県,14246
2021/01/12,day,19366:南部町,平日,19:山梨県,7618
2021/01/12,day,19365:身延町,平日,19:山梨県,13648
2021/01/12,day,19364:早川町,平日,19:山梨県,1420
2021/01/12,day,19346:市川三郷町,平日,19:山梨県,15173
2021/01/12,day,19214:中央市,平日,19:山梨県,31321
2021/01/12,day,19213:甲州市,平日,19:山梨県,29117
2021/01/12,day,19212:上野原市,平日,19:山梨県,23267
2021/01/12,day,19211:笛吹市,平日,19:山梨県,68879
2021/01/12,day,19210:甲斐市,平日,19:山梨県,63296
2021/01/12,day,19209:北杜市,平日,19:山梨県,45272
2021/01/12,day,19208:南アルプス市,平日,19:山梨県,65494
2021/01/12,day,19207:韮崎市,平日,19:山梨県,33204
2021/01/12,day,19206:大月市,平日,19:山梨県,25171
2021/01/12,day,19205:山梨市,平日,19:山梨県,30703
2021/01/12,day,19204:都留市,平日,19:山梨県,31135
2021/01/12,day,19202:富士吉田市,平日,19:山梨県,48304
2021/01/12,day,19201:甲府市,平日,19:山梨県,205212
2021/01/13,day,19443:丹波山村,平日,19:山梨県,637
2021/01/13,day,19442:小菅村,平日,19:山梨県,786
2021/01/13,day,19430:富士河口湖町,平日,19:山梨県,27912
2021/01/13,day,19429:鳴沢村,平日,19:山梨県,3229
2021/01/13,day,19425:山中湖村,平日,19:山梨県,6376
2021/01/13,day,19424:忍野村,平日,19:山梨県,9405
2021/01/13,day,19423:西桂町,平日,19:山梨県,3823
2021/01/13,day,19422:道志村,平日,19:山梨県,1060
2021/01/13,day,19384:昭和町,平日,19:山梨県,27238
2021/01/13,day,19368:富士川町,平日,19:山梨県,14496
2021/01/13,day,19366:南部町,平日,19:山梨県,7356
2021/01/13,day,19365:身延町,平日,19:山梨県,14193
2021/01/13,day,19364:早川町,平日,19:山梨県,1580
2021/01/13,day,19346:市川三郷町,平日,19:山梨県,14738
2021/01/13,day,19214:中央市,平日,19:山梨県,31397
2021/01/13,day,19213:甲州市,平日,19:山梨県,29988
2021/01/13,day,19212:上野原市,平日,19:山梨県,22523
2021/01/13,day,19211:笛吹市,平日,19:山梨県,67384
2021/01/13,day,19210:甲斐市,平日,19:山梨県,65579
2021/01/13,day,19209:北杜市,平日,19:山梨県,44042
2021/01/13,day,19208:南アルプス市,平日,19:山梨県,66066
2021/01/13,day,19207:韮崎市,平日,19:山梨県,33725
2021/01/13,day,19206:大月市,平日,19:山梨県,24554
2021/01/13,day,19205:山梨市,平日,19:山梨県,30752
2021/01/13,day,19204:都留市,平日,19:山梨県,31188
2021/01/13,day,19202:富士吉田市,平日,19:山梨県,47483
2021/01/13,day,19201:甲府市,平日,19:山梨県,204548
2021/01/14,day,19443:丹波山村,平日,19:山梨県,372
2021/01/14,day,19442:小菅村,平日,19:山梨県,790
2021/01/14,day,19430:富士河口湖町,平日,19:山梨県,27321
2021/01/14,day,19429:鳴沢村,平日,19:山梨県,2734
2021/01/14,day,19425:山中湖村,平日,19:山梨県,6390
2021/01/14,day,19424:忍野村,平日,19:山梨県,8713
2021/01/14,day,19423:西桂町,平日,19:山梨県,3366
2021/01/14,day,19422:道志村,平日,19:山梨県,1180
2021/01/14,day,19384:昭和町,平日,19:山梨県,26778
2021/01/14,day,19368:富士川町,平日,19:山梨県,15395
2021/01/14,day,19366:南部町,平日,19:山梨県,7003
2021/01/14,day,19365:身延町,平日,19:山梨県,12869
2021/01/14,day,19364:早川町,平日,19:山梨県,1493
2021/01/14,day,19346:市川三郷町,平日,19:山梨県,12918
2021/01/14,day,19214:中央市,平日,19:山梨県,33497
2021/01/14,day,19213:甲州市,平日,19:山梨県,27884
2021/01/14,day,19212:上野原市,平日,19:山梨県,24189
2021/01/14,day,19211:笛吹市,平日,19:山梨県,69026
2021/01/14,day,19210:甲斐市,平日,19:山梨県,64216
2021/01/14,day,19209:北杜市,平日,19:山梨県,43866
2021/01/14,day,19208:南アルプス市,平日,19:山梨県,63695
2021/01/14,day,19207:韮崎市,平日,19:山梨県,34462
2021/01/14,day,19206:大月市,平日,19:山梨県,22614
2021/01/14,day,19205:山梨市,平日,19:山梨県,31915
2021/01/14,day,19204:都留市,平日,19:山梨県,32448
2021/01/14,day,19202:富士吉田市,平日,19:山梨県,49005
2021/01/14,day,19201:甲府市,平日,19:山梨県,210064
2021/01/15,day,19443:丹波山村,平日,19:山梨県,291
2021/01/15,day,19442:小菅村,平日,19:山梨県,748
2021/01/15,day,19430:富士河口湖町,平日,19:山梨県,26481
2021/01/15,day,19429:鳴沢村,平日,19:山梨県,2559
2021/01/15,day,19425:山中湖村,平日,19:山梨県,7057
2021/01/15,day,19424:忍野村,平日,19:山梨県,9139
2021/01/15,day,19423:西桂町,平日,19:山梨県,3508
2021/01/15,day,19422:道志村,平日,19:山梨県,1395
2021/01/15,day,19384:昭和町,平日,19:山梨県,26812
2021/01/15,day,19368:富士川町,平日,19:山梨県,14567
2021/01/15,day,19366:南部町,平日,19:山梨県,7710
2021/01/15,day,19365:身延町,平日,19:山梨県,13088
2021/01/15,day,19364:早川町,平日,19:山梨県,1576
2021/01/15,day,19346:市川三郷町,平日,19:山梨県,13554
2021/01/15,day,19214:中央市,平日,19:山梨県,32560
2021/01/15,day,19213:甲州市,平日,19:山梨県,28352
2021/01/15,day,19212:上野原市,平日,19:山梨県,22558
2021/01/15,day,19211:笛吹市,平日,19:山梨県,69284
2021/01/15,day,19210:甲斐市,平日,19:山梨県,64691
2021/01/15,day,19209:北杜市,平日,19:山梨県,43967
2021/01/15,day,19208:南アルプス市,平日,19:山梨県,64706
2021/01/15,day,19207:韮崎市,平日,19:山梨県,34891
2021/01/15,day,19206:大月市,平日,19:山梨県,24208
2021/01/15,day,19205:山梨市,平日,19:山梨県,29847
2021/01/15,day,19204:都留市,平日,19:山梨県,34046
2021/01/15,day,19202:富士吉田市,平日,19:山梨県,48801
2021/01/15,day,19201:甲府市,平日,19:山梨県,207188
2021/01/16,day,19443:丹波山村,休日,19:山梨県,596
2021/01/16,day,19442:小菅村,休日,19:山梨県,845
2021/01/16,day,19430:富士河口湖町,休日,19:山梨県,28550
2021/01/16,day,19429:鳴沢村,休日,19:山梨県,2289
2021/01/16,day,19425:山中湖村,休日,19:山梨県,6651
2021/01/16,day,19424:忍野村,休日,19:山梨県,8078
2021/01/16,day,19423:西桂町,休日,19:山梨県,3492
2021/01/16,day,19422:道志村,休日,19:山梨県,1351
2021/01/16,day,19384:昭和町,休日,19:山梨県,26562
2021/01/16,day,19368:富士川町,休日,19:山梨県,14330
2021/01/16,day,19366:南部町,休日,19:山梨県,6897
2021/01/16,day,19365:身延町,休日,19:山梨県,13771
2021/01/16,day,19364:早川町,休日,19:山梨県,950
2021/01/16,day,19346:市川三郷町,休日,19:山梨県,15525
2021/01/16,day,19214:中央市,休日,19:山梨県,30345
2021/01/16,day,19213:甲州市,休日,19:山梨県,30482
2021/01/16,day,19212:上野原市,休日,19:山梨県,23703
2021/01/16,day,19211:笛吹市,休日,19:山梨県,71519
2021/01/16,day,19210:甲斐市,休日,19:山梨県,74009
2021/01/16,day,19209:北杜市,休日,19:山梨県,46643
2021/01/16,day,19208:南アルプス市,休日,19:山梨県,66524
2021/01/16,day,19207:韮崎市,休日,19:山梨県,31002
2021/01/16,day,19206:大月市,休日,19:山梨県,23219
2021/01/16,day,19205:山梨市,休日,19:山梨県,33139
2021/01/16,day,19204:都留市,休日,19:山梨県,35272
2021/01/16,day,19202:富士吉田市,休日,19:山梨県,46984
2021/01/16,day,19201:甲府市,休日,19:山梨県,198634
2021/01/17,day,19443:丹波山村,休日,19:山梨県,773
2021/01/17,day,19442:小菅村,休日,19:山梨県,770
2021/01/17,day,19430:富士河口湖町,休日,19:山梨県,28195
2021/01/17,day,19429:鳴沢村,休日,19:山梨県,3208
2021/01/17,day,19425:山中湖村,休日,19:山梨県,6251
2021/01/17,day,19424:忍野村,休日,19:山梨県,8249
2021/01/17,day,19423:西桂町,休日,19:山梨県,3974
2021/01/17,day,19422:道志村,休日,19:山梨県,1190
2021/01/17,day,19384:昭和町,休日,19:山梨県,27185
2021/01/17,day,19368:富士川町,休日,19:山梨県,14532
2021/01/17,day,19366:南部町,休日,19:山梨県,6587
2021/01/17,day,19365:身延町,休日,19:山梨県,13751
2021/01/17,day,19364:早川町,休日,19:山梨県,889
2021/01/17,day,19346:市川三郷町,休日,19:山梨県,13771
2021/01/17,day,19214:中央市,休日,19:山梨県,31122
2021/01/17,day,19213:甲州市,休日,19:山梨県,30416
2021/01/17,day,19212:上野原市,休日,19:山梨県,23260
2021/01/17,day,19211:笛吹市,休日,19:山梨県,69974
2021/01/17,day,19210:甲斐市,休日,19:山梨県,74862
2021/01/17,day,19209:北杜市,休日,19:山梨県,48075
2021/01/17,day,19208:南アルプス市,休日,19:山梨県,66220
2021/01/17,day,19207:韮崎市,休日,19:山梨県,31162
2021/01/17,day,19206:大月市,休日,19:山梨県,24529
2021/01/17,day,19205:山梨市,休日,19:山梨県,35031
2021/01/17,day,19204:都留市,休日,19:山梨県,31152
2021/01/17,day,19202:富士吉田市,休日,19:山梨県,47467
2021/01/17,day,19201:甲府市,休日,19:山梨県,197392
2021/01/18,day,19443:丹波山村,平日,19:山梨県,652
2021/01/18,day,19442:小菅村,平日,19:山梨県,264
