日付,時間帯,市区町村,平休日フラグ,都道府県,人流
2020/01/02,day,19346:市川三郷町,平日,19:山梨県,16234
2020/01/02,day,19214:中央市,平日,19:山梨県,29144
2020/01/02,day,19213:甲州市,平日,19:山梨県,35765
2020/01/02,day,19212:上野原市,平日,19:山梨県,30519
2020/01/02,day,19211:笛吹市,平日,19:山梨県,76096
2020/01/02,day,19210:甲斐市,平日,19:山梨県,73775
2020/01/02,day,19209:北杜市,平日,19:山梨県,67321
2020/01/02,day,19208:南アルプス市,平日,19:山梨県,68350
2020/01/02,day,19207:韮崎市,平日,19:山梨県,33025
2020/01/02,day,19206:大月市,平日,19:山梨県,31650
2020/01/02,day,19205:山梨市,平日,19:山梨県,35877
2020/01/02,day,19204:都留市,平日,19:山梨県,33157
2020/01/02,day,19202:富士吉田市,平日,19:山梨県,53685
2020/01/02,day,19201:甲府市,平日,19:山梨県,191450
2020/01/03,day,19443:丹波山村,平日,19:山梨県,1262
2020/01/03,day,19442:小菅村,平日,19:山梨県,1092
2020/01/03,day,19430:富士河口湖町,平日,19:山梨県,40024
2020/01/03,day,19429:鳴沢村,平日,19:山梨県,8072
2020/01/03,day,19425:山中湖村,平日,19:山梨県,16383
2020/01/03,day,19424:忍野村,平日,19:山梨県,7923
2020/01/03,day,19423:西桂町,平日,19:山梨県,4187
2020/01/03,day,19422:道志村,平日,19:山梨県,4177
2020/01/03,day,19384:昭和町,平日,19:山梨県,29021
2020/01/03,day,19368:富士川町,平日,19:山梨県,15013
2020/01/03,day,19366:南部町,平日,19:山梨県,9344
2020/01/03,day,19365:身延町,平日,19:山梨県,16583
2020/01/03,day,19364:早川町,平日,19:山梨県,1535
2020/01/03,day,19346:市川三郷町,平日,19:山梨県,15216
2020/01/03,day,19214:中央市,平日,19:山梨県,30801
2020/01/03,day,19213:甲州市,平日,19:山梨県,34940
2020/01/03,day,19212:上野原市,平日,19:山梨県,31133
2020/01/03,day,19211:笛吹市,平日,19:山梨県,76883
2020/01/03,day,19210:甲斐市,平日,19:山梨県,73784
2020/01/03,day,19209:北杜市,平日,19:山梨県,63447
2020/01/03,day,19208:南アルプス市,平日,19:山梨県,65312
2020/01/03,day,19207:韮崎市,平日,19:山梨県,32200
2020/01/03,day,19206:大月市,平日,19:山梨県,31688
2020/01/03,day,19205:山梨市,平日,19:山梨県,35080
2020/01/03,day,19204:都留市,平日,19:山梨県,31319
2020/01/03,day,19202:富士吉田市,平日,19:山梨県,51984
2020/01/03,day,19201:甲府市,平日,19:山梨県,190852
2020/01/04,day,19443:丹波山村,休日,19:山梨県,928
2020/01/04,day,19442:小菅村,休日,19:山梨県,1133
2020/01/04,day,19430:富士河口湖町,休日,19:山梨県,35675
2020/01/04,day,19429:鳴沢村,休日,19:山梨県,5481
2020/01/04,day,19425:山中湖村,休日,19:山梨県,13215
2020/01/04,day,19424:忍野村,休日,19:山梨県,7637
2020/01/04,day,19423:西桂町,休日,19:山梨県,3915
2020/01/04,day,19422:道志村,休日,19:山梨県,2669
2020/01/04,day,19384:昭和町,休日,19:山梨県,26199
2020/01/04,day,19368:富士川町,休日,19:山梨県,15486
2020/01/04,day,19366:南部町,休日,19:山梨県,8011
2020/01/04,day,19365:身延町,休日,19:山梨県,14617
2020/01/04,day,19364:早川町,休日,19:山梨県,1392
2020/01/04,day,19346:市川三郷町,休日,19:山梨県,13076
2020/01/04,day,19214:中央市,休日,19:山梨県,29482
2020/01/04,day,19213:甲州市,休日,19:山梨県,34646
2020/01/04,day,19212:上野原市,休日,19:山梨県,26201
2020/01/04,day,19211:笛吹市,休日,19:山梨県,75292
2020/01/04,day,19210:甲斐市,休日,19:山梨県,72703
2020/01/04,day,19209:北杜市,休日,19:山梨県,55574
2020/01/04,day,19208:南アルプス市,休日,19:山梨県,63907
2020/01/04,day,19207:韮崎市,休日,19:山梨県,32275
2020/01/04,day,19206:大月市,休日,19:山梨県,25498
2020/01/04,day,19205:山梨市,休日,19:山梨県,34723
2020/01/04,day,19204:都留市,休日,19:山梨県,30937
2020/01/04,day,19202:富士吉田市,休日,19:山梨県,48470
2020/01/04,day,19201:甲府市,休日,19:山梨県,191591
2020/01/05,day,19443:丹波山村,休日,19:山梨県,910
2020/01/05,day,19442:小菅村,休日,19:山梨県,832
2020/01/05,day,19430:富士河口湖町,休日,19:山梨県,29365
2020/01/05,day,19429:鳴沢村,休日,19:山梨県,4938
2020/01/05,day,19425:山中湖村,休日,19:山梨県,8730
2020/01/05,day,19424:忍野村,休日,19:山梨県,8881
2020/01/05,day,19423:西桂町,休日,19:山梨県,3184
2020/01/05,day,19422:道志村,休日,19:山梨県,1755
2020/01/05,day,19384:昭和町,休日,19:山梨県,25402
2020/01/05,day,19368:富士川町,休日,19:山梨県,14630
2020/01/05,day,19366:南部町,休日,19:山梨県,7376
2020/01/05,day,19365:身延町,休日,19:山梨県,12204
2020/01/05,day,19364:早川町,休日,19:山梨県,1251
2020/01/05,day,19346:市川三郷町,休日,19:山梨県,13784
2020/01/05,day,19214:中央市,休日,19:山梨県,27690
2020/01/05,day,19213:甲州市,休日,19:山梨県,31791
2020/01/05,day,19212:上野原市,休日,19:山梨県,26197
2020/01/05,day,19211:笛吹市,休日,19:山梨県,72737
2020/01/05,day,19210:甲斐市,休日,19:山梨県,73690
2020/01/05,day,19209:北杜市,休日,19:山梨県,49899
2020/01/05,day,19208:南アルプス市,休日,19:山梨県,64830
2020/01/05,day,19207:韮崎市,休日,19:山梨県,30678
2020/01/05,day,19206:大月市,休日,19:山梨県,25199
2020/01/05,day,19205:山梨市,休日,19:山梨県,32853
2020/01/05,day,19204:都留市,休日,19:山梨県,31518
2020/01/05,day,19202:富士吉田市,休日,19:山梨県,46589
2020/01/05,day,19201:甲府市,休日,19:山梨県,189326
2020/01/06,day,19443:丹波山村,平日,19:山梨県,815
2020/01/06,day,19442:小菅村,平日,19:山梨県,911
2020/01/06,day,19430:富士河口湖町,平日,19:山梨県,26576
2020/01/06,day,19429:鳴沢村,平日,19:山梨県,3240
2020/01/06,day,19425:山中湖村,平日,19:山梨県,7754
2020/01/06,day,19424:忍野村,平日,19:山梨県,9544
2020/01/06,day,19423:西桂町,平日,19:山梨県,3107
2020/01/06,day,19422:道志村,平日,19:山梨県,1219
2020/01/06,day,19384:昭和町,平日,19:山梨県,26161
2020/01/06,day,19368:富士川町,平日,19:山梨県,14019
2020/01/06,day,19366:南部町,平日,19:山梨県,7213
2020/01/06,day,19365:身延町,平日,19:山梨県,12085
2020/01/06,day,19364:早川町,平日,19:山梨県,1321
2020/01/06,day,19346:市川三郷町,平日,19:山梨県,13798
2020/01/06,day,19214:中央市,平日,19:山梨県,31527
2020/01/06,day,19213:甲州市,平日,19:山梨県,30177
2020/01/06,day,19212:上野原市,平日,19:山梨県,22306
2020/01/06,day,19211:笛吹市,平日,19:山梨県,67927
2020/01/06,day,19210:甲斐市,平日,19:山梨県,61674
2020/01/06,day,19209:北杜市,平日,19:山梨県,44964
2020/01/06,day,19208:南アルプス市,平日,19:山梨県,63424
2020/01/06,day,19207:韮崎市,平日,19:山梨県,33277
2020/01/06,day,19206:大月市,平日,19:山梨県,24419
2020/01/06,day,19205:山梨市,平日,19:山梨県,30700
2020/01/06,day,19204:都留市,平日,19:山梨県,29517
2020/01/06,day,19202:富士吉田市,平日,19:山梨県,47152
2020/01/06,day,19201:甲府市,平日,19:山梨県,206916
2020/01/07,day,19443:丹波山村,平日,19:山梨県,857
2020/01/07,day,19442:小菅村,平日,19:山梨県,582
2020/01/07,day,19430:富士河口湖町,平日,19:山梨県,25326
2020/01/07,day,19429:鳴沢村,平日,19:山梨県,3603
2020/01/07,day,19425:山中湖村,平日,19:山梨県,7756
2020/01/07,day,19424:忍野村,平日,19:山梨県,10799
2020/01/07,day,19423:西桂町,平日,19:山梨県,3353
2020/01/07,day,19422:道志村,平日,19:山梨県,957
2020/01/07,day,19384:昭和町,平日,19:山梨県,27599
2020/01/07,day,19368:富士川町,平日,19:山梨県,13798
2020/01/07,day,19366:南部町,平日,19:山梨県,7511
2020/01/07,day,19365:身延町,平日,19:山梨県,12163
2020/01/07,day,19364:早川町,平日,19:山梨県,1164
2020/01/07,day,19346:市川三郷町,平日,19:山梨県,13501
2020/01/07,day,19214:中央市,平日,19:山梨県,30310
2020/01/07,day,19213:甲州市,平日,19:山梨県,29372
2020/01/07,day,19212:上野原市,平日,19:山梨県,22200
2020/01/07,day,19211:笛吹市,平日,19:山梨県,68213
2020/01/07,day,19210:甲斐市,平日,19:山梨県,61256
2020/01/07,day,19209:北杜市,平日,19:山梨県,44759
2020/01/07,day,19208:南アルプス市,平日,19:山梨県,63303
2020/01/07,day,19207:韮崎市,平日,19:山梨県,33262
2020/01/07,day,19206:大月市,平日,19:山梨県,23593
2020/01/07,day,19205:山梨市,平日,19:山梨県,30845
2020/01/07,day,19204:都留市,平日,19:山梨県,30953
2020/01/07,day,19202:富士吉田市,平日,19:山梨県,45852
2020/01/07,day,19201:甲府市,平日,19:山梨県,207508
2020/01/08,day,19443:丹波山村,平日,19:山梨県,819
2020/01/08,day,19442:小菅村,平日,19:山梨県,911
2020/01/08,day,19430:富士河口湖町,平日,19:山梨県,26137
2020/01/08,day,19429:鳴沢村,平日,19:山梨県,3270
2020/01/08,day,19425:山中湖村,平日,19:山梨県,8079
2020/01/08,day,19424:忍野村,平日,19:山梨県,10246
2020/01/08,day,19423:西桂町,平日,19:山梨県,3350
2020/01/08,day,19422:道志村,平日,19:山梨県,1443
2020/01/08,day,19384:昭和町,平日,19:山梨県,26266
2020/01/08,day,19368:富士川町,平日,19:山梨県,13427
2020/01/08,day,19366:南部町,平日,19:山梨県,6907
2020/01/08,day,19365:身延町,平日,19:山梨県,12054
2020/01/08,day,19364:早川町,平日,19:山梨県,1276
2020/01/08,day,19346:市川三郷町,平日,19:山梨県,13521
2020/01/08,day,19214:中央市,平日,19:山梨県,32642
2020/01/08,day,19213:甲州市,平日,19:山梨県,29047
2020/01/08,day,19212:上野原市,平日,19:山梨県,23530
2020/01/08,day,19211:笛吹市,平日,19:山梨県,66517
2020/01/08,day,19210:甲斐市,平日,19:山梨県,62309
2020/01/08,day,19209:北杜市,平日,19:山梨県,44978
2020/01/08,day,19208:南アルプス市,平日,19:山梨県,63809
2020/01/08,day,19207:韮崎市,平日,19:山梨県,32405
2020/01/08,day,19206:大月市,平日,19:山梨県,24480
2020/01/08,day,19205:山梨市,平日,19:山梨県,32392
2020/01/08,day,19204:都留市,平日,19:山梨県,29741
2020/01/08,day,19202:富士吉田市,平日,19:山梨県,45558
2020/01/08,day,19201:甲府市,平日,19:山梨県,207603
2020/01/09,day,19443:丹波山村,平日,19:山梨県,458
2020/01/09,day,19442:小菅村,平日,19:山梨県,842
2020/01/09,day,19430:富士河口湖町,平日,19:山梨県,25159
2020/01/09,day,19429:鳴沢村,平日,19:山梨県,3540
2020/01/09,day,19425:山中湖村,平日,19:山梨県,8305
2020/01/09,day,19424:忍野村,平日,19:山梨県,9814
2020/01/09,day,19423:西桂町,平日,19:山梨県,3507
2020/01/09,day,19422:道志村,平日,19:山梨県,1646
2020/01/09,day,19384:昭和町,平日,19:山梨県,25867
2020/01/09,day,19368:富士川町,平日,19:山梨県,14153
2020/01/09,day,19366:南部町,平日,19:山梨県,7007
2020/01/09,day,19365:身延町,平日,19:山梨県,12666
2020/01/09,day,19364:早川町,平日,19:山梨県,1025
2020/01/09,day,19346:市川三郷町,平日,19:山梨県,12404
2020/01/09,day,19214:中央市,平日,19:山梨県,31148
2020/01/09,day,19213:甲州市,平日,19:山梨県,29759
2020/01/09,day,19212:上野原市,平日,19:山梨県,23047
2020/01/09,day,19211:笛吹市,平日,19:山梨県,67105
2020/01/09,day,19210:甲斐市,平日,19:山梨県,62972
2020/01/09,day,19209:北杜市,平日,19:山梨県,44409
2020/01/09,day,19208:南アルプス市,平日,19:山梨県,62925
2020/01/09,day,19207:韮崎市,平日,19:山梨県,32181
2020/01/09,day,19206:大月市,平日,19:山梨県,24267
2020/01/09,day,19205:山梨市,平日,19:山梨県,32188
2020/01/09,day,19204:都留市,平日,19:山梨県,29240
2020/01/09,day,19202:富士吉田市,平日,19:山梨県,46709
2020/01/09,day,19201:甲府市,平日,19:山梨県,207858
2020/01/10,day,19443:丹波山村,平日,19:山梨県,711
2020/01/10,day,19442:小菅村,平日,19:山梨県,36
2020/01/10,day,19430:富士河口湖町,平日,19:山梨県,25342
2020/01/10,day,19429:鳴沢村,平日,19:山梨県,3292
2020/01/10,day,19425:山中湖村,平日,19:山梨県,8204
2020/01/10,day,19424:忍野村,平日,19:山梨県,9099
2020/01/10,day,19423:西桂町,平日,19:山梨県,3017
2020/01/10,day,19422:道志村,平日,19:山梨県,1620
2020/01/10,day,19384:昭和町,平日,19:山梨県,26572
2020/01/10,day,19368:富士川町,平日,19:山梨県,13245
2020/01/10,day,19366:南部町,平日,19:山梨県,7177
2020/01/10,day,19365:身延町,平日,19:山梨県,11932
2020/01/10,day,19364:早川町,平日,19:山梨県,1118
2020/01/10,day,19346:市川三郷町,平日,19:山梨県,12983
2020/01/10,day,19214:中央市,平日,19:山梨県,31562
2020/01/10,day,19213:甲州市,平日,19:山梨県,28916
2020/01/10,day,19212:上野原市,平日,19:山梨県,23314
2020/01/10,day,19211:笛吹市,平日,19:山梨県,67618
2020/01/10,day,19210:甲斐市,平日,19:山梨県,63084
2020/01/10,day,19209:北杜市,平日,19:山梨県,44117
2020/01/10,day,19208:南アルプス市,平日,19:山梨県,63264
2020/01/10,day,19207:韮崎市,平日,19:山梨県,32160
2020/01/10,day,19206:大月市,平日,19:山梨県,23745
2020/01/10,day,19205:山梨市,平日,19:山梨県,32767
2020/01/10,day,19204:都留市,平日,19:山梨県,30799
2020/01/10,day,19202:富士吉田市,平日,19:山梨県,45646
2020/01/10,day,19201:甲府市,平日,19:山梨県,209268
2020/01/11,day,19443:丹波山村,休日,19:山梨県,915
2020/01/11,day,19442:小菅村,休日,19:山梨県,923
2020/01/11,day,19430:富士河口湖町,休日,19:山梨県,29247
2020/01/11,day,19429:鳴沢村,休日,19:山梨県,4699
2020/01/11,day,19425:山中湖村,休日,19:山梨県,9566
2020/01/11,day,19424:忍野村,休日,19:山梨県,8128
2020/01/11,day,19423:西桂町,休日,19:山梨県,4086
2020/01/11,day,19422:道志村,休日,19:山梨県,2293
2020/01/11,day,19384:昭和町,休日,19:山梨県,29510
2020/01/11,day,19368:富士川町,休日,19:山梨県,12809
2020/01/11,day,19366:南部町,休日,19:山梨県,6955
2020/01/11,day,19365:身延町,休日,19:山梨県,12123
2020/01/11,day,19364:早川町,休日,19:山梨県,896
2020/01/11,day,19346:市川三郷町,休日,19:山梨県,13860
2020/01/11,day,19214:中央市,休日,19:山梨県,29997
2020/01/11,day,19213:甲州市,休日,19:山梨県,31462
2020/01/11,day,19212:上野原市,休日,19:山梨県,25683
2020/01/11,day,19211:笛吹市,休日,19:山梨県,74177
2020/01/11,day,19210:甲斐市,休日,19:山梨県,71514
2020/01/11,day,19209:北杜市,休日,19:山梨県,50934
2020/01/11,day,19208:南アルプス市,休日,19:山梨県,65559
2020/01/11,day,19207:韮崎市,休日,19:山梨県,29840
2020/01/11,day,19206:大月市,休日,19:山梨県,23998
2020/01/11,day,19205:山梨市,休日,19:山梨県,32975
2020/01/11,day,19204:都留市,休日,19:山梨県,31156
2020/01/11,day,19202:富士吉田市,休日,19:山梨県,47255
2020/01/11,day,19201:甲府市,休日,19:山梨県,196197
2020/01/12,day,19443:丹波山村,休日,19:山梨県,920
2020/01/12,day,19442:小菅村,休日,19:山梨県,1057
2020/01/12,day,19430:富士河口湖町,休日,19:山梨県,32552
2020/01/12,day,19429:鳴沢村,休日,19:山梨県,6637
2020/01/12,day,19425:山中湖村,休日,19:山梨県,11737
2020/01/12,day,19424:忍野村,休日,19:山梨県,8145
2020/01/12,day,19423:西桂町,休日,19:山梨県,3462
2020/01/12,day,19422:道志村,休日,19:山梨県,3126
2020/01/12,day,19384:昭和町,休日,19:山梨県,28559
2020/01/12,day,19368:富士川町,休日,19:山梨県,14071
2020/01/12,day,19366:南部町,休日,19:山梨県,7152
2020/01/12,day,19365:身延町,休日,19:山梨県,13722
2020/01/12,day,19364:早川町,休日,19:山梨県,1196
2020/01/12,day,19346:市川三郷町,休日,19:山梨県,14047
2020/01/12,day,19214:中央市,休日,19:山梨県,30693
2020/01/12,day,19213:甲州市,休日,19:山梨県,31134
2020/01/12,day,19212:上野原市,休日,19:山梨県,26899
2020/01/12,day,19211:笛吹市,休日,19:山梨県,76206
2020/01/12,day,19210:甲斐市,休日,19:山梨県,69515
2020/01/12,day,19209:北杜市,休日,19:山梨県,54950
2020/01/12,day,19208:南アルプス市,休日,19:山梨県,65438
2020/01/12,day,19207:韮崎市,休日,19:山梨県,29292
2020/01/12,day,19206:大月市,休日,19:山梨県,26235
2020/01/12,day,19205:山梨市,休日,19:山梨県,34045
2020/01/12,day,19204:都留市,休日,19:山梨県,30718
2020/01/12,day,19202:富士吉田市,休日,19:山梨県,48857
2020/01/12,day,19201:甲府市,休日,19:山梨県,193645
2020/01/13,day,19443:丹波山村,休日,19:山梨県,893
2020/01/13,day,19442:小菅村,休日,19:山梨県,100
2020/01/13,day,19430:富士河口湖町,休日,19:山梨県,30842
2020/01/13,day,19429:鳴沢村,休日,19:山梨県,5596
2020/01/13,day,19425:山中湖村,休日,19:山梨県,8875
2020/01/13,day,19424:忍野村,休日,19:山梨県,8381
2020/01/13,day,19423:西桂町,休日,19:山梨県,3867
2020/01/13,day,19422:道志村,休日,19:山梨県,2711
2020/01/13,day,19384:昭和町,休日,19:山梨県,27150
2020/01/13,day,19368:富士川町,休日,19:山梨県,14318
2020/01/13,day,19366:南部町,休日,19:山梨県,7121
2020/01/13,day,19365:身延町,休日,19:山梨県,13627
2020/01/13,day,19364:早川町,休日,19:山梨県,886
2020/01/13,day,19346:市川三郷町,休日,19:山梨県,13890
2020/01/13,day,19214:中央市,休日,19:山梨県,30142
2020/01/13,day,19213:甲州市,休日,19:山梨県,28558
2020/01/13,day,19212:上野原市,休日,19:山梨県,26229
2020/01/13,day,19211:笛吹市,休日,19:山梨県,71441
2020/01/13,day,19210:甲斐市,休日,19:山梨県,69985
2020/01/13,day,19209:北杜市,休日,19:山梨県,51986
2020/01/13,day,19208:南アルプス市,休日,19:山梨県,66291
2020/01/13,day,19207:韮崎市,休日,19:山梨県,31880
2020/01/13,day,19206:大月市,休日,19:山梨県,26337
2020/01/13,day,19205:山梨市,休日,19:山梨県,33506
2020/01/13,day,19204:都留市,休日,19:山梨県,31748
2020/01/13,day,19202:富士吉田市,休日,19:山梨県,48316
2020/01/13,day,19201:甲府市,休日,19:山梨県,191734
2020/01/14,day,19443:丹波山村,平日,19:山梨県,550
2020/01/14,day,19442:小菅村,平日,19:山梨県,827
2020/01/14,day,19430:富士河口湖町,平日,19:山梨県,27651
2020/01/14,day,19429:鳴沢村,平日,19:山梨県,3385
2020/01/14,day,19425:山中湖村,平日,19:山梨県,7732
2020/01/14,day,19424:忍野村,平日,19:山梨県,10419
2020/01/14,day,19423:西桂町,平日,19:山梨県,3907
2020/01/14,day,19422:道志村,平日,19:山梨県,1215
2020/01/14,day,19384:昭和町,平日,19:山梨県,26003
2020/01/14,day,19368:富士川町,平日,19:山梨県,13352
2020/01/14,day,19366:南部町,平日,19:山梨県,7209
2020/01/14,day,19365:身延町,平日,19:山梨県,11393
2020/01/14,day,19364:早川町,平日,19:山梨県,1248
2020/01/14,day,19346:市川三郷町,平日,19:山梨県,13448
2020/01/14,day,19214:中央市,平日,19:山梨県,32209
2020/01/14,day,19213:甲州市,平日,19:山梨県,29473
2020/01/14,day,19212:上野原市,平日,19:山梨県,24731
2020/01/14,day,19211:笛吹市,平日,19:山梨県,67758
2020/01/14,day,19210:甲斐市,平日,19:山梨県,62432
2020/01/14,day,19209:北杜市,平日,19:山梨県,45173
2020/01/14,day,19208:南アルプス市,平日,19:山梨県,61798
2020/01/14,day,19207:韮崎市,平日,19:山梨県,33681
2020/01/14,day,19206:大月市,平日,19:山梨県,24280
2020/01/14,day,19205:山梨市,平日,19:山梨県,31444
2020/01/14,day,19204:都留市,平日,19:山梨県,31199
2020/01/14,day,19202:富士吉田市,平日,19:山梨県,45896
2020/01/14,day,19201:甲府市,平日,19:山梨県,212289
2020/01/15,day,19443:丹波山村,平日,19:山梨県,511
2020/01/15,day,19442:小菅村,平日,19:山梨県,513
2020/01/15,day,19430:富士河口湖町,平日,19:山梨県,25988
2020/01/15,day,19429:鳴沢村,平日,19:山梨県,3082
2020/01/15,day,19425:山中湖村,平日,19:山梨県,8249
2020/01/15,day,19424:忍野村,平日,19:山梨県,10041
2020/01/15,day,19423:西桂町,平日,19:山梨県,3961
2020/01/15,day,19422:道志村,平日,19:山梨県,1018
2020/01/15,day,19384:昭和町,平日,19:山梨県,24462
2020/01/15,day,19368:富士川町,平日,19:山梨県,13875
2020/01/15,day,19366:南部町,平日,19:山梨県,7481
2020/01/15,day,19365:身延町,平日,19:山梨県,11345
2020/01/15,day,19364:早川町,平日,19:山梨県,1430
2020/01/15,day,19346:市川三郷町,平日,19:山梨県,13633
2020/01/15,day,19214:中央市,平日,19:山梨県,32886
2020/01/15,day,19213:甲州市,平日,19:山梨県,28828
2020/01/15,day,19212:上野原市,平日,19:山梨県,23700
2020/01/15,day,19211:笛吹市,平日,19:山梨県,68360
2020/01/15,day,19210:甲斐市,平日,19:山梨県,62855
2020/01/15,day,19209:北杜市,平日,19:山梨県,45107
2020/01/15,day,19208:南アルプス市,平日,19:山梨県,63448
2020/01/15,day,19207:韮崎市,平日,19:山梨県,33775
2020/01/15,day,19206:大月市,平日,19:山梨県,24931
2020/01/15,day,19205:山梨市,平日,19:山梨県,31982
2020/01/15,day,19204:都留市,平日,19:山梨県,29516
2020/01/15,day,19202:富士吉田市,平日,19:山梨県,46548
2020/01/15,day,19201:甲府市,平日,19:山梨県,208662
2020/01/16,day,19443:丹波山村,平日,19:山梨県,160
2020/01/16,day,19442:小菅村,平日,19:山梨県,488
2020/01/16,day,19430:富士河口湖町,平日,19:山梨県,26183
2020/01/16,day,19429:鳴沢村,平日,19:山梨県,3249
2020/01/16,day,19425:山中湖村,平日,19:山梨県,7216
2020/01/16,day,19424:忍野村,平日,19:山梨県,9513
2020/01/16,day,19423:西桂町,平日,19:山梨県,3929
2020/01/16,day,19422:道志村,平日,19:山梨県,1216
2020/01/16,day,19384:昭和町,平日,19:山梨県,25972
2020/01/16,day,19368:富士川町,平日,19:山梨県,14236
2020/01/16,day,19366:南部町,平日,19:山梨県,6980
2020/01/16,day,19365:身延町,平日,19:山梨県,12479
2020/01/16,day,19364:早川町,平日,19:山梨県,1393
2020/01/16,day,19346:市川三郷町,平日,19:山梨県,12825
2020/01/16,day,19214:中央市,平日,19:山梨県,33254
2020/01/16,day,19213:甲州市,平日,19:山梨県,28980
2020/01/16,day,19212:上野原市,平日,19:山梨県,22400
2020/01/16,day,19211:笛吹市,平日,19:山梨県,65072
2020/01/16,day,19210:甲斐市,平日,19:山梨県,62600
2020/01/16,day,19209:北杜市,平日,19:山梨県,43989
2020/01/16,day,19208:南アルプス市,平日,19:山梨県,62308
2020/01/16,day,19207:韮崎市,平日,19:山梨県,34351
2020/01/16,day,19206:大月市,平日,19:山梨県,22967
2020/01/16,day,19205:山梨市,平日,19:山梨県,32267
2020/01/16,day,19204:都留市,平日,19:山梨県,31154
2020/01/16,day,19202:富士吉田市,平日,19:山梨県,46468
2020/01/16,day,19201:甲府市,平日,19:山梨県,212099
2020/01/17,day,19443:丹波山村,平日,19:山梨県,395
2020/01/17,day,19442:小菅村,平日,19:山梨県,472
2020/01/17,day,19430:富士河口湖町,平日,19:山梨県,26082
2020/01/17,day,19429:鳴沢村,平日,19:山梨県,3156
2020/01/17,day,19425:山中湖村,平日,19:山梨県,7740
2020/01/17,day,19424:忍野村,平日,19:山梨県,8762
2020/01/17,day,19423:西桂町,平日,19:山梨県,3511
2020/01/17,day,19422:道志村,平日,19:山梨県,1360
2020/01/17,day,19384:昭和町,平日,19:山梨県,26971
2020/01/17,day,19368:富士川町,平日,19:山梨県,14275
2020/01/17,day,19366:南部町,平日,19:山梨県,7272
2020/01/17,day,19365:身延町,平日,19:山梨県,12924
2020/01/17,day,19364:早川町,平日,19:山梨県,1134
2020/01/17,day,19346:市川三郷町,平日,19:山梨県,13125
2020/01/17,day,19214:中央市,平日,19:山梨県,30928
2020/01/17,day,19213:甲州市,平日,19:山梨県,29837
2020/01/17,day,19212:上野原市,平日,19:山梨県,22640
2020/01/17,day,19211:笛吹市,平日,19:山梨県,69326
2020/01/17,day,19210:甲斐市,平日,19:山梨県,63795
2020/01/17,day,19209:北杜市,平日,19:山梨県,42861
2020/01/17,day,19208:南アルプス市,平日,19:山梨県,62869
2020/01/17,day,19207:韮崎市,平日,19:山梨県,34072
2020/01/17,day,19206:大月市,平日,19:山梨県,24247
2020/01/17,day,19205:山梨市,平日,19:山梨県,31648
2020/01/17,day,19204:都留市,平日,19:山梨県,29689
2020/01/17,day,19202:富士吉田市,平日,19:山梨県,46967
2020/01/17,day,19201:甲府市,平日,19:山梨県,205841
2020/01/18,day,19443:丹波山村,休日,19:山梨県,656
