Date_approval,city,N
2021-04-02,忍野村,0
2021-04-02,早川町,0
2021-04-02,南部町,0
2021-04-02,道志村,0
2021-04-02,小菅村,0
2021-04-02,西桂町,1
2021-04-02,丹波山村,0
2021-04-09,甲府市,77
2021-04-09,富士河口湖町,7
2021-04-09,韮崎市,3
2021-04-09,北杜市,9
2021-04-09,富士吉田市,9
2021-04-09,南アルプス市,6
2021-04-09,上野原市,6
2021-04-09,鳴沢村,0
2021-04-09,昭和町,13
2021-04-09,都留市,2
2021-04-09,笛吹市,26
2021-04-09,市川三郷町,4
2021-04-09,山中湖村,9
2021-04-09,甲州市,5
2021-04-09,身延町,4
2021-04-09,大月市,2
2021-04-09,山梨市,0
2021-04-09,中央市,4
2021-04-09,富士川町,5
2021-04-09,甲斐市,3
2021-04-09,忍野村,0
2021-04-09,早川町,0
2021-04-09,南部町,2
2021-04-09,道志村,1
2021-04-09,小菅村,0
2021-04-09,西桂町,3
2021-04-09,丹波山村,0
2021-04-16,甲府市,44
2021-04-16,富士河口湖町,11
2021-04-16,韮崎市,11
2021-04-16,北杜市,16
2021-04-16,富士吉田市,10
2021-04-16,南アルプス市,17
2021-04-16,上野原市,5
2021-04-16,鳴沢村,0
2021-04-16,昭和町,8
2021-04-16,都留市,8
2021-04-16,笛吹市,16
2021-04-16,市川三郷町,3
2021-04-16,山中湖村,3
2021-04-16,甲州市,9
2021-04-16,身延町,3
2021-04-16,大月市,3
2021-04-16,山梨市,6
2021-04-16,中央市,4
2021-04-16,富士川町,2
2021-04-16,甲斐市,16
2021-04-16,忍野村,4
2021-04-16,早川町,0
2021-04-16,南部町,2
2021-04-16,道志村,0
2021-04-16,小菅村,0
2021-04-16,西桂町,0
2021-04-16,丹波山村,0
2021-04-23,甲府市,36
2021-04-23,富士河口湖町,10
2021-04-23,韮崎市,4
2021-04-23,北杜市,23
2021-04-23,富士吉田市,9
2021-04-23,南アルプス市,4
2021-04-23,上野原市,5
2021-04-23,鳴沢村,0
2021-04-23,昭和町,5
2021-04-23,都留市,3
2021-04-23,笛吹市,17
2021-04-23,市川三郷町,0
2021-04-23,山中湖村,7
2021-04-23,甲州市,5
2021-04-23,身延町,0
2021-04-23,大月市,2
2021-04-23,山梨市,4
2021-04-23,中央市,5
2021-04-23,富士川町,4
2021-04-23,甲斐市,5
2021-04-23,忍野村,0
2021-04-23,早川町,0
2021-04-23,南部町,2
2021-04-23,道志村,1
2021-04-23,小菅村,1
2021-04-23,西桂町,1
2021-04-23,丹波山村,0
2021-04-30,甲府市,23
2021-04-30,富士河口湖町,7
2021-04-30,韮崎市,2
2021-04-30,北杜市,11
2021-04-30,富士吉田市,8
2021-04-30,南アルプス市,0
2021-04-30,上野原市,0
2021-04-30,鳴沢村,1
2021-04-30,昭和町,3
2021-04-30,都留市,2
2021-04-30,笛吹市,4
2021-04-30,市川三郷町,0
2021-04-30,山中湖村,4
2021-04-30,甲州市,4
2021-04-30,身延町,2
2021-04-30,大月市,3
2021-04-30,山梨市,3
2021-04-30,中央市,0
2021-04-30,富士川町,1
2021-04-30,甲斐市,8
2021-04-30,忍野村,0
2021-04-30,早川町,0
2021-04-30,南部町,0
2021-04-30,道志村,0
2021-04-30,小菅村,0
2021-04-30,西桂町,0
2021-04-30,丹波山村,0
