"","Date_approval","city","sum"
"803","2021-02-09","道志村",0
"804","2021-02-09","西桂町",0
"805","2021-02-09","忍野村",0
"806","2021-02-09","山中湖村",0
"807","2021-02-09","鳴沢村",0
"808","2021-02-09","富士河口湖町",1
"809","2021-02-09","小菅村",0
"810","2021-02-09","丹波山村",0
"811","2021-02-12","甲府市",40
"812","2021-02-12","富士吉田市",34
"813","2021-02-12","都留市",14
"814","2021-02-12","山梨市",5
"815","2021-02-12","大月市",0
"816","2021-02-12","韮崎市",2
"817","2021-02-12","南アルプス市",3
"818","2021-02-12","北杜市",8
"819","2021-02-12","甲斐市",10
"820","2021-02-12","笛吹市",7
"821","2021-02-12","上野原市",1
"822","2021-02-12","甲州市",0
"823","2021-02-12","中央市",0
"824","2021-02-12","市川三郷町",2
"825","2021-02-12","早川町",0
"826","2021-02-12","身延町",0
"827","2021-02-12","南部町",0
"828","2021-02-12","富士川町",1
"829","2021-02-12","昭和町",11
"830","2021-02-12","道志村",1
"831","2021-02-12","西桂町",1
"832","2021-02-12","忍野村",0
"833","2021-02-12","山中湖村",2
"834","2021-02-12","鳴沢村",0
"835","2021-02-12","富士河口湖町",17
"836","2021-02-12","小菅村",1
"837","2021-02-12","丹波山村",0
"838","2021-02-19","甲府市",77
"839","2021-02-19","富士吉田市",16
"840","2021-02-19","都留市",1
"841","2021-02-19","山梨市",3
"842","2021-02-19","大月市",4
"843","2021-02-19","韮崎市",0
"844","2021-02-19","南アルプス市",16
"845","2021-02-19","北杜市",9
"846","2021-02-19","甲斐市",7
"847","2021-02-19","笛吹市",6
"848","2021-02-19","上野原市",0
"849","2021-02-19","甲州市",6
"850","2021-02-19","中央市",3
"851","2021-02-19","市川三郷町",1
"852","2021-02-19","早川町",0
"853","2021-02-19","身延町",0
"854","2021-02-19","南部町",0
"855","2021-02-19","富士川町",1
"856","2021-02-19","昭和町",7
"857","2021-02-19","道志村",0
"858","2021-02-19","西桂町",0
"859","2021-02-19","忍野村",0
"860","2021-02-19","山中湖村",2
"861","2021-02-19","鳴沢村",0
"862","2021-02-19","富士河口湖町",9
"863","2021-02-19","小菅村",0
"864","2021-02-19","丹波山村",0
"865","2021-02-26","甲府市",45
"866","2021-02-26","富士吉田市",22
"867","2021-02-26","都留市",1
"868","2021-02-26","山梨市",4
"869","2021-02-26","大月市",0
"870","2021-02-26","韮崎市",9
"871","2021-02-26","南アルプス市",8
"872","2021-02-26","北杜市",1
"873","2021-02-26","甲斐市",19
"874","2021-02-26","笛吹市",12
"875","2021-02-26","上野原市",0
"876","2021-02-26","甲州市",9
"877","2021-02-26","中央市",7
"878","2021-02-26","市川三郷町",1
"879","2021-02-26","早川町",1
"880","2021-02-26","身延町",0
"881","2021-02-26","南部町",0
"882","2021-02-26","富士川町",2
"883","2021-02-26","昭和町",20
"884","2021-02-26","道志村",1
"885","2021-02-26","西桂町",0
"886","2021-02-26","忍野村",1
"887","2021-02-26","山中湖村",1
"888","2021-02-26","鳴沢村",0
"889","2021-02-26","富士河口湖町",8
"890","2021-02-26","小菅村",0
"891","2021-02-26","丹波山村",0
"892","2021-03-05","甲府市",60
"893","2021-03-05","富士吉田市",32
"894","2021-03-05","都留市",1
"895","2021-03-05","山梨市",8
"896","2021-03-05","大月市",6
"897","2021-03-05","韮崎市",6
"898","2021-03-05","南アルプス市",5
"899","2021-03-05","北杜市",9
"900","2021-03-05","甲斐市",4
"901","2021-03-05","笛吹市",19
"902","2021-03-05","上野原市",0
"903","2021-03-05","甲州市",9
"904","2021-03-05","中央市",5
"905","2021-03-05","市川三郷町",0
"906","2021-03-05","早川町",0
"907","2021-03-05","身延町",4
"908","2021-03-05","南部町",0
"909","2021-03-05","富士川町",1
"910","2021-03-05","昭和町",7
"911","2021-03-05","道志村",0
"912","2021-03-05","西桂町",0
"913","2021-03-05","忍野村",0
"914","2021-03-05","山中湖村",0
"915","2021-03-05","鳴沢村",1
"916","2021-03-05","富士河口湖町",14
"917","2021-03-05","小菅村",0
"918","2021-03-05","丹波山村",0
"919","2021-03-12","甲府市",57
"920","2021-03-12","富士吉田市",19
"921","2021-03-12","都留市",8
"922","2021-03-12","山梨市",5
"923","2021-03-12","大月市",6
"924","2021-03-12","韮崎市",4
"925","2021-03-12","南アルプス市",6
"926","2021-03-12","北杜市",15
"927","2021-03-12","甲斐市",13
"928","2021-03-12","笛吹市",24
"929","2021-03-12","上野原市",3
"930","2021-03-12","甲州市",5
"931","2021-03-12","中央市",5
"932","2021-03-12","市川三郷町",2
"933","2021-03-12","早川町",0
"934","2021-03-12","身延町",0
"935","2021-03-12","南部町",2
"936","2021-03-12","富士川町",3
"937","2021-03-12","昭和町",10
"938","2021-03-12","道志村",1
"939","2021-03-12","西桂町",1
"940","2021-03-12","忍野村",2
"941","2021-03-12","山中湖村",2
"942","2021-03-12","鳴沢村",1
"943","2021-03-12","富士河口湖町",15
"944","2021-03-12","小菅村",0
"945","2021-03-12","丹波山村",0
"946","2021-03-19","甲府市",89
"947","2021-03-19","富士吉田市",8
"948","2021-03-19","都留市",11
"949","2021-03-19","山梨市",3
"950","2021-03-19","大月市",9
"951","2021-03-19","韮崎市",6
"952","2021-03-19","南アルプス市",12
"953","2021-03-19","北杜市",7
"954","2021-03-19","甲斐市",8
"955","2021-03-19","笛吹市",7
"956","2021-03-19","上野原市",3
"957","2021-03-19","甲州市",11
"958","2021-03-19","中央市",9
"959","2021-03-19","市川三郷町",4
"960","2021-03-19","早川町",3
"961","2021-03-19","身延町",1
"962","2021-03-19","南部町",0
"963","2021-03-19","富士川町",1
"964","2021-03-19","昭和町",6
"965","2021-03-19","道志村",0
"966","2021-03-19","西桂町",1
"967","2021-03-19","忍野村",2
"968","2021-03-19","山中湖村",6
"969","2021-03-19","鳴沢村",0
"970","2021-03-19","富士河口湖町",5
"971","2021-03-19","小菅村",0
"972","2021-03-19","丹波山村",0
"973","2021-03-26","甲府市",73
"974","2021-03-26","富士吉田市",32
"975","2021-03-26","都留市",4
"976","2021-03-26","山梨市",7
"977","2021-03-26","大月市",2
"978","2021-03-26","韮崎市",7
"979","2021-03-26","南アルプス市",1
"980","2021-03-26","北杜市",11
"981","2021-03-26","甲斐市",10
"982","2021-03-26","笛吹市",24
"983","2021-03-26","上野原市",0
"984","2021-03-26","甲州市",2
"985","2021-03-26","中央市",5
"986","2021-03-26","市川三郷町",0
"987","2021-03-26","早川町",0
"988","2021-03-26","身延町",4
"989","2021-03-26","南部町",0
"990","2021-03-26","富士川町",0
"991","2021-03-26","昭和町",8
"992","2021-03-26","道志村",0
"993","2021-03-26","西桂町",0
"994","2021-03-26","忍野村",5
"995","2021-03-26","山中湖村",2
"996","2021-03-26","鳴沢村",1
"997","2021-03-26","富士河口湖町",14
"998","2021-03-26","小菅村",0
"999","2021-03-26","丹波山村",0
"1000","2021-04-02","甲府市",33
"1001","2021-04-02","富士吉田市",8
"1002","2021-04-02","都留市",4
"1003","2021-04-02","山梨市",5
"1004","2021-04-02","大月市",1
"1005","2021-04-02","韮崎市",2
"1006","2021-04-02","南アルプス市",8
"1007","2021-04-02","北杜市",4
"1008","2021-04-02","甲斐市",7
"1009","2021-04-02","笛吹市",4
"1010","2021-04-02","上野原市",2
"1011","2021-04-02","甲州市",1
"1012","2021-04-02","中央市",7
"1013","2021-04-02","市川三郷町",2
"1014","2021-04-02","早川町",0
"1015","2021-04-02","身延町",2
"1016","2021-04-02","南部町",0
"1017","2021-04-02","富士川町",4
"1018","2021-04-02","昭和町",7
"1019","2021-04-02","道志村",0
"1020","2021-04-02","西桂町",1
"1021","2021-04-02","忍野村",0
"1022","2021-04-02","山中湖村",0
"1023","2021-04-02","鳴沢村",2
"1024","2021-04-02","富士河口湖町",11
"1025","2021-04-02","小菅村",0
"1026","2021-04-02","丹波山村",0
"1027","2021-04-09","甲府市",78
"1028","2021-04-09","富士吉田市",9
"1029","2021-04-09","都留市",2
"1030","2021-04-09","山梨市",0
"1031","2021-04-09","大月市",2
"1032","2021-04-09","韮崎市",3
"1033","2021-04-09","南アルプス市",7
"1034","2021-04-09","北杜市",9
"1035","2021-04-09","甲斐市",3
"1036","2021-04-09","笛吹市",26
"1037","2021-04-09","上野原市",6
"1038","2021-04-09","甲州市",6
"1039","2021-04-09","中央市",4
"1040","2021-04-09","市川三郷町",4
"1041","2021-04-09","早川町",0
"1042","2021-04-09","身延町",5
"1043","2021-04-09","南部町",2
"1044","2021-04-09","富士川町",5
"1045","2021-04-09","昭和町",13
"1046","2021-04-09","道志村",1
"1047","2021-04-09","西桂町",3
"1048","2021-04-09","忍野村",0
"1049","2021-04-09","山中湖村",11
"1050","2021-04-09","鳴沢村",1
"1051","2021-04-09","富士河口湖町",8
"1052","2021-04-09","小菅村",0
"1053","2021-04-09","丹波山村",0
"1054","2021-04-16","甲府市",45
"1055","2021-04-16","富士吉田市",10
"1056","2021-04-16","都留市",8
"1057","2021-04-16","山梨市",7
"1058","2021-04-16","大月市",3
"1059","2021-04-16","韮崎市",12
"1060","2021-04-16","南アルプス市",18
"1061","2021-04-16","北杜市",20
"1062","2021-04-16","甲斐市",16
"1063","2021-04-16","笛吹市",17
"1064","2021-04-16","上野原市",5
"1065","2021-04-16","甲州市",10
"1066","2021-04-16","中央市",4
"1067","2021-04-16","市川三郷町",3
"1068","2021-04-16","早川町",0
"1069","2021-04-16","身延町",3
"1070","2021-04-16","南部町",2
"1071","2021-04-16","富士川町",2
"1072","2021-04-16","昭和町",8
"1073","2021-04-16","道志村",0
"1074","2021-04-16","西桂町",0
"1075","2021-04-16","忍野村",4
"1076","2021-04-16","山中湖村",5
"1077","2021-04-16","鳴沢村",0
"1078","2021-04-16","富士河口湖町",12
"1079","2021-04-16","小菅村",0
"1080","2021-04-16","丹波山村",0
"1081","2021-04-23","甲府市",40
"1082","2021-04-23","富士吉田市",11
"1083","2021-04-23","都留市",4
"1084","2021-04-23","山梨市",4
"1085","2021-04-23","大月市",2
"1086","2021-04-23","韮崎市",4
"1087","2021-04-23","南アルプス市",4
"1088","2021-04-23","北杜市",29
"1089","2021-04-23","甲斐市",6
"1090","2021-04-23","笛吹市",20
"1091","2021-04-23","上野原市",6
"1092","2021-04-23","甲州市",5
"1093","2021-04-23","中央市",5
"1094","2021-04-23","市川三郷町",0
"1095","2021-04-23","早川町",0
"1096","2021-04-23","身延町",0
"1097","2021-04-23","南部町",2
"1098","2021-04-23","富士川町",4
"1099","2021-04-23","昭和町",6
"1100","2021-04-23","道志村",1
"1101","2021-04-23","西桂町",1
"1102","2021-04-23","忍野村",0
"1103","2021-04-23","山中湖村",16
"1104","2021-04-23","鳴沢村",2
"1105","2021-04-23","富士河口湖町",23
"1106","2021-04-23","小菅村",1
"1107","2021-04-23","丹波山村",0
"1108","2021-04-30","甲府市",27
"1109","2021-04-30","富士吉田市",13
"1110","2021-04-30","都留市",2
"1111","2021-04-30","山梨市",4
"1112","2021-04-30","大月市",3
"1113","2021-04-30","韮崎市",2
"1114","2021-04-30","南アルプス市",0
"1115","2021-04-30","北杜市",17
"1116","2021-04-30","甲斐市",8
"1117","2021-04-30","笛吹市",9
"1118","2021-04-30","上野原市",0
"1119","2021-04-30","甲州市",4
"1120","2021-04-30","中央市",0
"1121","2021-04-30","市川三郷町",1
"1122","2021-04-30","早川町",0
"1123","2021-04-30","身延町",4
"1124","2021-04-30","南部町",0
"1125","2021-04-30","富士川町",2
"1126","2021-04-30","昭和町",3
"1127","2021-04-30","道志村",1
"1128","2021-04-30","西桂町",0
"1129","2021-04-30","忍野村",1
"1130","2021-04-30","山中湖村",10
"1131","2021-04-30","鳴沢村",3
"1132","2021-04-30","富士河口湖町",19
"1133","2021-04-30","小菅村",1
"1134","2021-04-30","丹波山村",0
