"","Date","Day","City","Pref","avg_temp","sum_rain"
"329","2020/11/22","日","甲府","Yamanashi",11.4,0
"330","2020/11/23","月","甲府","Yamanashi",14.4,0
"331","2020/11/24","火","甲府","Yamanashi",12,0
"332","2020/11/25","水","甲府","Yamanashi",13.5,0
"333","2020/11/26","木","甲府","Yamanashi",12,0
"334","2020/11/27","金","甲府","Yamanashi",11.3,0
"335","2020/11/28","土","甲府","Yamanashi",10.6,0
"336","2020/11/29","日","甲府","Yamanashi",8.8,0
"337","2020/11/30","月","甲府","Yamanashi",7.6,0
"338","2020/12/1","火","甲府","Yamanashi",7.7,0
"339","2020/12/2","水","甲府","Yamanashi",9.3,0
"340","2020/12/3","木","甲府","Yamanashi",9.9,0
"341","2020/12/4","金","甲府","Yamanashi",8.6,0
"342","2020/12/5","土","甲府","Yamanashi",9.1,0
"343","2020/12/6","日","甲府","Yamanashi",7.6,0
"344","2020/12/7","月","甲府","Yamanashi",8.6,0
"345","2020/12/8","火","甲府","Yamanashi",9.9,0
"346","2020/12/9","水","甲府","Yamanashi",7.8,0
"347","2020/12/10","木","甲府","Yamanashi",7,0
"348","2020/12/11","金","甲府","Yamanashi",7.7,0
"349","2020/12/12","土","甲府","Yamanashi",8.3,0
"350","2020/12/13","日","甲府","Yamanashi",7.3,0
"351","2020/12/14","月","甲府","Yamanashi",7.5,0
"352","2020/12/15","火","甲府","Yamanashi",4,0
"353","2020/12/16","水","甲府","Yamanashi",2.9,0
"354","2020/12/17","木","甲府","Yamanashi",2.7,0
"355","2020/12/18","金","甲府","Yamanashi",2,0
"356","2020/12/19","土","甲府","Yamanashi",3.8,0
"357","2020/12/20","日","甲府","Yamanashi",2.9,0
"358","2020/12/21","月","甲府","Yamanashi",1,0
"359","2020/12/22","火","甲府","Yamanashi",1.4,0
"360","2020/12/23","水","甲府","Yamanashi",3.2,0
"361","2020/12/24","木","甲府","Yamanashi",3.3,0
"362","2020/12/25","金","甲府","Yamanashi",5.9,0
"363","2020/12/26","土","甲府","Yamanashi",4.9,0
"364","2020/12/27","日","甲府","Yamanashi",3.7,0
"365","2020/12/28","月","甲府","Yamanashi",5.8,0
"366","2020/12/29","火","甲府","Yamanashi",4.4,0
"367","2020/12/30","水","甲府","Yamanashi",5.4,1
"368","2020/12/31","木","甲府","Yamanashi",2.3,0
"369","2021/1/1","金","甲府","Yamanashi",2.1,0
"370","2021/1/2","土","甲府","Yamanashi",2.1,0
"371","2021/1/3","日","甲府","Yamanashi",2.6,0
"372","2021/1/4","月","甲府","Yamanashi",4.2,0
"373","2021/1/5","火","甲府","Yamanashi",4.2,0
"374","2021/1/6","水","甲府","Yamanashi",4.1,0
"375","2021/1/7","木","甲府","Yamanashi",3.5,0
"376","2021/1/8","金","甲府","Yamanashi",-0.5,0
"377","2021/1/9","土","甲府","Yamanashi",-1.6,0
"378","2021/1/10","日","甲府","Yamanashi",-0.8,0
"379","2021/1/11","月","甲府","Yamanashi",-1,0
"380","2021/1/12","火","甲府","Yamanashi",-0.1,3
"381","2021/1/13","水","甲府","Yamanashi",2.2,0
"382","2021/1/14","木","甲府","Yamanashi",3.4,0
"383","2021/1/15","金","甲府","Yamanashi",4.2,0
"384","2021/1/16","土","甲府","Yamanashi",4.6,0
"385","2021/1/17","日","甲府","Yamanashi",4.7,0
"386","2021/1/18","月","甲府","Yamanashi",3,0
"387","2021/1/19","火","甲府","Yamanashi",4.2,0
"388","2021/1/20","水","甲府","Yamanashi",0.3,0
"389","2021/1/21","木","甲府","Yamanashi",2.3,0
"390","2021/1/22","金","甲府","Yamanashi",4.9,0
"391","2021/1/23","土","甲府","Yamanashi",6.6,12.5
"392","2021/1/24","日","甲府","Yamanashi",6.1,13
"393","2021/1/25","月","甲府","Yamanashi",7,1
"394","2021/1/26","火","甲府","Yamanashi",5.5,0.5
"395","2021/1/27","水","甲府","Yamanashi",8.9,3
"396","2021/1/28","木","甲府","Yamanashi",5.3,0
"397","2021/1/29","金","甲府","Yamanashi",3.6,0
"398","2021/1/30","土","甲府","Yamanashi",3.6,0
"399","2021/1/31","日","甲府","Yamanashi",3.8,0
"400","2021/2/1","月","甲府","Yamanashi",6.7,0.5
"401","2021/2/2","火","甲府","Yamanashi",9,5.5
"402","2021/2/3","水","甲府","Yamanashi",5.5,0
"403","2021/2/4","木","甲府","Yamanashi",4.4,0
"404","2021/2/5","金","甲府","Yamanashi",6.2,0
"405","2021/2/6","土","甲府","Yamanashi",6.9,0
"406","2021/2/7","日","甲府","Yamanashi",7.8,0
"407","2021/2/8","月","甲府","Yamanashi",5.9,0
"408","2021/2/9","火","甲府","Yamanashi",3.3,0
"409","2021/2/10","水","甲府","Yamanashi",3.6,0
"410","2021/2/11","木","甲府","Yamanashi",7.5,0
"411","2021/2/12","金","甲府","Yamanashi",6,0
"412","2021/2/13","土","甲府","Yamanashi",8.3,0
"413","2021/2/14","日","甲府","Yamanashi",10.9,0
"414","2021/2/15","月","甲府","Yamanashi",10.9,34
"415","2021/2/16","火","甲府","Yamanashi",8.5,0
"416","2021/2/17","水","甲府","Yamanashi",4.5,0
"417","2021/2/18","木","甲府","Yamanashi",1.9,0
"418","2021/2/19","金","甲府","Yamanashi",3.7,0
"419","2021/2/20","土","甲府","Yamanashi",7.4,0
"420","2021/2/21","日","甲府","Yamanashi",13,0
"421","2021/2/22","月","甲府","Yamanashi",12.5,0
"422","2021/2/23","火","甲府","Yamanashi",11.4,0
"423","2021/2/24","水","甲府","Yamanashi",5.5,0
"424","2021/2/25","木","甲府","Yamanashi",5,0
"425","2021/2/26","金","甲府","Yamanashi",7,0
"426","2021/2/27","土","甲府","Yamanashi",6.1,0
"427","2021/2/28","日","甲府","Yamanashi",5.5,0
"428","2021/3/1","月","甲府","Yamanashi",9,0
"429","2021/3/2","火","甲府","Yamanashi",12,3.5
"430","2021/3/3","水","甲府","Yamanashi",7.9,0
"431","2021/3/4","木","甲府","Yamanashi",9.5,0
"432","2021/3/5","金","甲府","Yamanashi",9.5,3.5
"433","2021/3/6","土","甲府","Yamanashi",12.1,0
"434","2021/3/7","日","甲府","Yamanashi",7.6,0
"435","2021/3/8","月","甲府","Yamanashi",8,0.5
"436","2021/3/9","火","甲府","Yamanashi",10.5,0
"437","2021/3/10","水","甲府","Yamanashi",12,0
"438","2021/3/11","木","甲府","Yamanashi",9.5,0
"439","2021/3/12","金","甲府","Yamanashi",10.3,0.5
"440","2021/3/13","土","甲府","Yamanashi",7.1,41.5
"441","2021/3/14","日","甲府","Yamanashi",11.8,0
"442","2021/3/15","月","甲府","Yamanashi",10.7,0
"443","2021/3/16","火","甲府","Yamanashi",11.4,0
"444","2021/3/17","水","甲府","Yamanashi",12.4,0
"445","2021/3/18","木","甲府","Yamanashi",11.1,0
"446","2021/3/19","金","甲府","Yamanashi",13,0
"447","2021/3/20","土","甲府","Yamanashi",14.8,0
"448","2021/3/21","日","甲府","Yamanashi",13.5,28
"449","2021/3/22","月","甲府","Yamanashi",12.7,0
"450","2021/3/23","火","甲府","Yamanashi",9,0
"451","2021/3/24","水","甲府","Yamanashi",11.1,0
"452","2021/3/25","木","甲府","Yamanashi",11.8,0
"453","2021/3/26","金","甲府","Yamanashi",11.9,0
"454","2021/3/27","土","甲府","Yamanashi",11.9,0
"455","2021/3/28","日","甲府","Yamanashi",13.9,9.5
"456","2021/3/29","月","甲府","Yamanashi",17.2,15
"457","2021/3/30","火","甲府","Yamanashi",17.1,0
"458","2021/3/31","水","甲府","Yamanashi",16.9,0
"459","2021/4/1","木","甲府","Yamanashi",16.3,0
"460","2021/4/2","金","甲府","Yamanashi",17,0
"461","2021/4/3","土","甲府","Yamanashi",16,0
"462","2021/4/4","日","甲府","Yamanashi",15.1,3
"463","2021/4/5","月","甲府","Yamanashi",14.2,0
"464","2021/4/6","火","甲府","Yamanashi",11,0
"465","2021/4/7","水","甲府","Yamanashi",13.7,0
"466","2021/4/8","木","甲府","Yamanashi",13.4,0
"467","2021/4/9","金","甲府","Yamanashi",11.6,0
"468","2021/4/10","土","甲府","Yamanashi",10.4,0
"469","2021/4/11","日","甲府","Yamanashi",12.6,0
"470","2021/4/12","月","甲府","Yamanashi",13.6,0
"471","2021/4/13","火","甲府","Yamanashi",14.6,0
"472","2021/4/14","水","甲府","Yamanashi",16.7,0
"473","2021/4/15","木","甲府","Yamanashi",11.6,0
"474","2021/4/16","金","甲府","Yamanashi",12.9,0
"475","2021/4/17","土","甲府","Yamanashi",12.3,26
"476","2021/4/18","日","甲府","Yamanashi",13.3,0
"477","2021/4/19","月","甲府","Yamanashi",14.1,0
"478","2021/4/20","火","甲府","Yamanashi",16.3,0
"479","2021/4/21","水","甲府","Yamanashi",17.7,0
"480","2021/4/22","木","甲府","Yamanashi",17.6,0
