date,prefecture,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
10/1/20,沖縄県,0.025292,0.070605,0.012583,0.035641,0.014539,0.052915,0.035298,0.077803,0.126385,0.058727,0.054204,0.058757,0.13407,0.140958
10/1/20,鹿児島県,-0.064322,0.001308,0.019083,-0.020522,0.031676,0.059476,-0.004692,0.021464,0.051723,0.057902,0.010083,0.054002,0.065956,0.058206
10/1/20,東京都,0.339772,0.206325,0.206745,0.198836,0.162438,0.175286,0.138596,0.342034,0.170938,0.176834,0.196909,0.143987,0.176577,0.202908
10/1/20,宮崎県,0.009137,0.073295,0.022893,-0.029154,0.020959,0.0878,0.041884,-0.066512,0.078085,0.043566,0.010764,0.036119,0.142591,0.052
10/1/20,長崎県,0.078297,0.063819,0.057879,0.005098,0.030494,0.07735,0.05511,0.072824,0.054093,0.069084,0.043728,0.035168,0.113521,0.120684
10/1/20,熊本県,0.16683,0.028972,0.02029,0.003275,0.005285,0.061434,0.025434,0.128821,0.022192,0.01369,0.029038,0.03444,0.09106,0.114843
10/1/20,佐賀県,0.11623,0.013903,0.034891,0.012149,0.002929,0.074826,-0.0835,0.017784,0.064896,0.01998,0.016237,0.035808,0.096316,0.080172
10/1/20,福岡県,0.12558,0.101737,0.054717,0.037755,0.041686,0.082903,0.054368,0.125987,0.098291,0.070068,0.049323,0.041626,0.120754,0.091817
10/1/20,大分県,0.125443,0.057157,0.04004,-0.010499,0.026211,0.050594,0.013958,0.058606,0.043844,0.0372,0.026859,0.029149,0.086654,0.08404
10/1/20,高知県,0.005774,-0.001892,0.030085,0.017538,-0.010188,0.078997,-0.006615,0.088639,0.060938,0.018033,0.004959,-0.015478,0.082364,0.086149
10/1/20,愛媛県,0.095823,0.04049,-0.006165,-0.003754,0.006361,0.076377,-0.002015,0.119614,-0.008872,0.035127,0.023205,0.027026,0.073049,0.093646
10/1/20,山口県,0.120464,0.005208,-0.004825,-0.00218,-0.007702,0.066713,0.008991,0.073124,0.028762,0.008635,0.028425,0.006768,0.09313,0.054839
10/1/20,徳島県,0.011579,0.068599,0.011343,-0.021647,0.02083,0.054667,0.070109,0.009816,0.076016,0.058699,0.025696,0.051042,0.147938,0.10851
10/1/20,和歌山県,0.11137,0.031508,0.013064,0.0032,0.00476,0.095147,0.056943,0.061394,0.038517,0.031556,0.025022,0.02346,0.110333,0.048428
10/1/20,三重県,0.053336,-0.006742,0.007555,0.004831,0.000477,0.072644,0.07118,0.033286,0.058818,0.030717,0.027931,0.022773,0.089248,0.086999
10/1/20,奈良県,0.073789,0.069267,0.029464,0.049422,0.042771,0.088458,0.091262,-0.006571,0.087353,0.046052,0.077803,0.046236,0.138512,0.128993
10/1/20,島根県,0.136141,0.005147,-0.034223,0.033249,0.000872,0.069039,0.008741,0.128231,-0.129033,-0.002188,0.051415,0.025078,0.034873,-0.011909
10/1/20,広島県,0.135263,0.039914,0.03883,0.032537,0.008411,0.056965,0.021825,0.079603,0.020115,0.054986,0.054524,0.019035,0.100151,0.062642
10/1/20,香川県,0.056756,0.031384,0.025112,-0.000115,-0.007223,0.082111,0.066173,0.059259,0.036563,0.047401,0.015205,0.029603,0.121907,0.134396
10/1/20,岡山県,-0.025617,-0.003485,0.004502,-0.005134,-0.032835,0.093259,-0.007006,-0.088078,0.039411,0.009581,0.01147,-0.009681,0.119577,0.086473
10/1/20,兵庫県,0.058282,0.084449,0.048384,0.045529,0.016038,0.097026,0.051235,-0.023356,0.088764,0.074784,0.059431,0.039879,0.113841,0.111165
10/1/20,大阪府,0.112208,0.071612,0.057483,0.061793,0.030333,0.088061,0.066189,0.090291,0.068986,0.05784,0.078775,0.042295,0.114782,0.114619
10/1/20,愛知県,0.076217,0.067351,0.053586,0.04402,0.013048,0.081612,0.06314,0.081512,0.067979,0.062545,0.070876,0.028111,0.112594,0.122502
