date,prefecture,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
8/1/20,沖縄県,0.235926,0.014132,0.089454,0.145485,0.123836,0.195323,0.287676,0.293704,0.091167,0.192857,0.211097,0.18229,0.278173,0.363342
8/1/20,鹿児島県,-0.034633,-0.07797,-0.002023,0.011321,0.046744,0.07236,0.195814,0.126874,0.02574,0.032957,0.052287,0.087193,0.116509,0.237626
8/1/20,東京都,0.217557,0.179857,0.163122,0.176196,0.205616,0.249598,0.320618,0.249358,0.170092,0.188927,0.208668,0.242171,0.304739,0.397839
8/1/20,宮崎県,0.167135,0.079866,0.066809,0.078902,0.087013,0.199549,0.218293,0.17462,0.10648,0.172495,0.182693,0.140324,0.237294,0.304166
8/1/20,長崎県,0.142345,-0.011626,0.087975,0.062457,0.078247,0.130214,0.204747,0.144365,0.064984,0.055311,0.081132,0.100742,0.169395,0.264215
8/1/20,熊本県,0.134106,0.059124,0.016573,0.053192,0.063657,0.128506,0.194159,0.117748,0.02212,0.134231,0.095076,0.091591,0.175496,0.289456
8/1/20,佐賀県,0.168307,0.020892,0.104862,0.072369,0.090511,0.141416,0.159339,0.037291,0.087299,0.052588,0.052363,0.047531,0.186696,0.223756
8/1/20,福岡県,0.140844,0.088988,0.085972,0.069044,0.096725,0.137973,0.220304,0.182214,0.111829,0.132632,0.110053,0.13137,0.166489,0.262552
8/1/20,大分県,0.020878,0.039846,0.092155,0.032862,0.0687,0.106045,0.227673,-0.017767,0.020653,0.060883,0.059106,0.099853,0.144816,0.230743
8/1/20,高知県,-0.060015,-0.116768,0.059209,0.054224,0.070181,0.114144,0.180374,0.067769,-0.11263,0.020077,0.047677,0.044601,0.118711,0.196272
8/1/20,愛媛県,0.205928,0.046422,0.045287,0.045798,0.057035,0.101103,0.177319,0.160443,0.02294,0.066981,0.056515,0.088413,0.133801,0.231365
8/1/20,山口県,0.150097,0.043247,0.057035,0.035516,0.07208,0.134224,0.176869,-0.028871,0.035095,0.06734,0.085477,0.082092,0.111813,0.146648
8/1/20,徳島県,0.091543,0.071922,0.107354,0.092745,0.104095,0.172931,0.255894,0.163456,0.126373,0.166325,0.123453,0.148867,0.187645,0.272716
8/1/20,和歌山県,-0.019261,0.098313,0.090489,0.092609,0.1073,0.160202,0.247066,0.147923,0.089754,0.154697,0.12229,0.132823,0.207164,0.301433
8/1/20,三重県,0.003853,0.190013,0.164089,0.149605,0.164136,0.182126,0.24186,0.148472,0.150184,0.201851,0.141787,0.15561,0.188852,0.282467
8/1/20,島根県,-0.006702,0.124471,0.045748,0.090059,0.165164,0.138227,0.1886,-0.006705,0.015171,0.052124,0.088055,0.092068,0.127819,0.242761
8/1/20,広島県,0.166231,0.089866,0.086365,0.068565,0.082712,0.10457,0.196749,0.092127,0.069653,0.061908,0.076627,0.092886,0.146062,0.185961
8/1/20,香川県,0.007258,0.069608,0.124533,0.087051,0.121533,0.150257,0.244536,0.040446,0.035673,0.156375,0.091393,0.100002,0.157799,0.261626
8/1/20,岡山県,0.094387,0.064585,0.068692,0.070132,0.099833,0.134694,0.21899,0.209921,0.078322,0.06237,0.098491,0.087287,0.174975,0.26658
8/1/20,兵庫県,0.201851,0.141633,0.113173,0.104319,0.106618,0.152919,0.241522,0.174343,0.138223,0.136793,0.123667,0.144064,0.205364,0.307777
8/1/20,奈良県,0.188653,0.1186,0.064223,0.095688,0.111465,0.166433,0.244858,0.220014,0.116231,0.125416,0.12014,0.135684,0.20362,0.314853
8/1/20,大阪府,0.126599,0.11059,0.06818,0.080484,0.104768,0.160092,0.240001,0.130789,0.112469,0.112344,0.113314,0.156965,0.214316,0.315892
8/1/20,愛知県,0.253678,0.222505,0.228445,0.186633,0.188645,0.205966,0.264136,0.222302,0.1904,0.207668,0.192147,0.195256,0.247053,0.332841
8/1/20,静岡県,0.079915,0.153925,0.189512,0.126947,0.172852,0.202348,0.231718,0.136897,0.141017,0.171557,0.136452,0.183486,0.235765,0.318556
8/1/20,鳥取県,0.000484,-0.038754,0.081357,0.038836,0.062202,0.08115,0.181273,0.24164,0.094143,0.053264,0.053561,0.137161,0.148618,0.172987
8/1/20,京都府,0.106057,0.133532,0.041495,0.06451,0.095445,0.134456,0.206031,0.253594,0.117871,0.08877,0.108999,0.147349,0.199088,0.268254
8/1/20,滋賀県,0.107299,0.143563,0.128785,0.116974,0.131332,0.167969,0.208807,0.121401,0.092488,0.139626,0.105915,0.129369,0.199088,0.270555
8/1/20,岐阜県,0.173683,0.117113,0.157331,0.13912,0.177558,0.192512,0.284703,0.210292,0.144485,0.204576,0.145344,0.18168,0.237207,0.298014
8/1/20,長野県,0.113601,0.091036,0.096756,0.111077,0.130587,0.162687,0.210135,0.076957,0.099569,0.092211,0.116023,0.126753,0.193801,0.277218
8/1/20,山梨県,0.191888,0.053572,0.148627,0.11392,0.147764,0.190821,0.219853,0.165958,0.103022,0.142134,0.139852,0.130005,0.210047,0.243333
8/1/20,千葉県,0.127657,0.134907,0.129362,0.123226,0.134566,0.179439,0.264742,0.213303,0.165847,0.182842,0.154116,0.179192,0.251282,0.329193
8/1/20,神奈川県,0.255126,0.17513,0.148335,0.156027,0.176203,0.203469,0.287705,0.243774,0.151249,0.16891,0.187325,0.202707,0.25165,0.327532
8/1/20,福井県,-0.061199,0.042141,0.066866,0.096743,0.093752,0.162821,0.17614,-0.057139,0.130526,0.102175,0.122023,0.082663,0.227217,0.231306
8/1/20,埼玉県,0.176825,0.143479,0.105288,0.117218,0.129232,0.204534,0.245952,0.239919,0.14141,0.145482,0.160228,0.176524,0.249411,0.347446
8/1/20,茨城県,0.115156,0.110694,0.120401,0.134325,0.167984,0.199983,0.263101,0.14861,0.135869,0.152718,0.135015,0.166745,0.215976,0.295841
8/1/20,石川県,0.251181,0.068167,0.082861,0.073475,0.087275,0.146476,0.162002,0.214156,0.053314,0.116393,0.092527,0.101526,0.179455,0.25023
