date,prefecture,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
11/1/20,沖縄県,0.24568,0.056252,0.033357,0.057485,0.031781,0.087446,0.122572,0.250903,0.016646,0.087259,0.066487,0.144755,0.202947,0.239284
11/1/20,鹿児島県,0.011062,0.089428,0.032685,0.029307,0.051963,0.069867,-0.043616,0.091238,0.085576,0.068698,0.039592,0.081714,0.116767,0.081531
11/1/20,東京都,0.035591,0.103147,0.104865,0.089667,0.051664,0.162865,0.153621,0.097987,0.082998,0.123096,0.096439,0.087737,0.210357,0.231889
11/1/20,宮崎県,0.10003,0.028877,0.0942,0.007251,0.061453,0.10767,-0.026984,-0.045826,0.071119,0.083529,-0.000449,0.05109,0.165449,0.055971
11/1/20,長崎県,0.090723,0.074255,0.081341,0.002219,0.012788,0.087338,-0.041636,0.06872,0.148623,0.051897,0.038382,0.046616,0.123052,0.150204
11/1/20,熊本県,0.066504,0.087456,0.042541,0.022774,0.030462,0.093139,0.003234,0.129059,0.051668,0.096662,0.067731,0.028166,0.168925,0.09122
11/1/20,佐賀県,0.206259,0.043483,0.027867,0.004558,0.068042,0.074274,-0.063065,-0.052807,0.039761,0.023692,0.009752,0.026258,0.09767,0.082085
11/1/20,福岡県,0.155746,0.096715,0.051493,0.024455,0.039817,0.116242,0.043638,0.129494,0.096355,0.069261,0.05979,0.07775,0.137628,0.097069
11/1/20,大分県,0.133893,0.067563,0.039296,0.018974,0.05168,0.136242,0.050504,0.074108,0.031417,0.078276,0.058555,0.034488,0.124931,0.128945
11/1/20,高知県,0.138521,0.071359,0.089502,0.06693,-0.010697,0.118793,0.014876,0.085609,-0.003855,0.076316,0.052105,-0.004927,0.109115,0.068284
11/1/20,愛媛県,0.105101,0.037618,0.028881,0.004977,0.02459,0.063182,-0.019309,0.151641,0.046562,0.056615,0.051478,0.031461,0.108889,0.065859
11/1/20,山口県,0.009569,0.054921,0.01451,0.056906,0.033124,0.142662,0.0263,0.067184,0.066423,0.049968,0.068185,0.095032,0.132452,0.119514
11/1/20,徳島県,0.167963,0.100769,0.102937,0.102686,0.127166,0.154394,0.060715,0.033628,0.089471,0.163798,0.109766,0.132715,0.205661,0.215428
11/1/20,和歌山県,0.021939,0.056986,0.009141,0.012398,0.022328,0.046854,-0.008355,0.005592,0.124587,0.087063,0.031276,0.052009,0.071684,-0.021474
11/1/20,三重県,0.067968,0.087169,0.093569,0.087525,0.11083,0.196151,0.100101,0.090947,0.118267,0.123889,0.118068,0.117823,0.188173,0.142249
11/1/20,奈良県,0.038267,0.047044,0.028443,0.051289,0.038849,0.114322,0.054067,0.110224,0.104656,0.079532,0.05342,0.080848,0.118389,0.122907
11/1/20,島根県,-0.26919,0.036459,-0.006836,-0.059307,0.092272,0.105715,-0.032436,0.03479,-0.113235,-0.045853,0.016891,0.136699,0.132202,-0.05879
11/1/20,広島県,0.14081,0.050491,0.047411,0.025686,0.039407,0.10928,0.026513,0.189097,0.029029,0.032953,0.030185,0.064855,0.142208,0.063315
11/1/20,香川県,0.044746,0.066214,0.111046,0.03423,0.071571,0.199212,0.104666,0.03814,0.177886,0.088913,0.094825,0.141608,0.192932,0.164101
11/1/20,岡山県,0.140047,0.119013,0.068807,0.03594,0.015069,0.151249,0.085785,-0.018392,0.106118,0.066938,0.062218,0.080273,0.172908,0.155748
11/1/20,兵庫県,0.094576,0.106027,0.053953,0.034853,0.035779,0.139598,0.102294,0.038874,0.076975,0.087811,0.06575,0.060961,0.155682,0.116935
11/1/20,大阪府,0.134636,0.058099,0.029447,0.046799,-0.010343,0.122691,0.085038,0.086426,0.035009,0.06138,0.067622,0.033136,0.141886,0.100638
11/1/20,愛知県,0.171087,0.0692,0.084328,0.07161,0.041759,0.132769,0.069521,0.131289,0.099045,0.103359,0.095437,0.082896,0.161156,0.115813
11/1/20,静岡県,0.083034,0.080463,0.079166,0.059712,0.057696,0.138455,0.052572,0.056823,0.063465,0.068419,0.059261,0.102726,0.16527,0.1209
11/1/20,鳥取県,0.224611,0.073493,-0.013333,-0.063599,0.047568,0.067744,-0.149233,0.164273,-0.003068,0.007172,0.025235,0.009582,0.061253,0.075913
11/1/20,京都府,0.064151,0.079078,0.063981,0.021375,0.046278,0.122087,0.01893,0.15393,0.119146,0.096012,0.044066,0.067892,0.166319,0.074612
11/1/20,滋賀県,0.088931,0.03001,0.015944,0.03593,0.021106,0.129671,0.001918,0.117903,0.068503,0.05774,0.080473,0.069012,0.197937,0.099523
11/1/20,岐阜県,0.210397,0.07697,0.129265,0.112654,0.109994,0.225635,0.109168,0.185623,0.144985,0.166032,0.132004,0.107271,0.244982,0.13064
11/1/20,長野県,0.054811,0.023834,0.081922,0.043491,0.050031,0.133643,0.082808,0.104124,0.082446,0.080186,0.070364,0.096859,0.169301,0.185436
11/1/20,山梨県,0.196669,0.066154,0.070959,0.092668,0.092486,0.086231,0.095014,0.231484,0.143742,0.09207,0.119801,0.10294,0.147654,0.114989
11/1/20,千葉県,0.111196,0.101454,0.105569,0.081209,0.052879,0.173296,0.118201,0.072442,0.114881,0.125651,0.105294,0.091967,0.204156,0.176194
11/1/20,神奈川県,0.043358,0.103742,0.121498,0.098091,0.064497,0.16401,0.166387,0.100368,0.098313,0.123287,0.129998,0.094371,0.214845,0.191468
11/1/20,福井県,-0.203712,-0.100241,0.017956,-0.039963,-0.023651,0.037957,-0.157442,-0.078561,0.040487,0.021924,0.002929,0.004182,0.123944,-0.010556
11/1/20,埼玉県,0.119094,0.078673,0.110442,0.065081,0.041868,0.169022,0.121271,0.067368,0.09082,0.087759,0.077452,0.07433,0.190866,0.188081
11/1/20,茨城県,0.164141,0.112372,0.095875,0.079078,0.089903,0.15451,0.098642,0.154705,0.113459,0.100693,0.090887,0.095151,0.149582,0.129814
11/1/20,石川県,0.109906,-0.035453,0.02164,-0.003741,-0.007721,0.088086,-0.091887,0.061419,0.042905,0.078313,0.063058,0.043671,0.129178,0.040259
11/1/20,富山県,-0.015519,0.084946,0.029088,0.019432,-0.057959,0.108682,-0.000283,0.064088,0.024295,0.089463,0.017786,-0.000971,0.122816,0.019061
11/1/20,群馬県,0.150461,0.059565,0.091999,0.107378,0.081993,0.156417,0.110437,0.155945,0.061155,0.069155,0.094094,0.090996,0.171415,0.130098
11/1/20,栃木県,0.157866,0.051179,0.04695,0.056321,0.048589,0.16157,0.054994,0.114945,0.051095,0.056996,0.055923,0.092307,0.177006,0.09389
11/1/20,新潟県,0.02446,0.001582,0.038246,-0.018235,-0.042309,0.050217,-0.083958,0.056683,0.029383,0.045369,0.021919,0.015585,0.080396,-0.009715
11/1/20,福島県,0.151395,-0.040236,0.025465,0.000734,0.035529,0.068917,-0.068615,0.113838,0.03095,0.060686,0.035324,0.033715,0.067843,-0.02248
11/1/20,山形県,0.33104,0.021214,0.046642,0.020549,0.08928,0.160363,-0.040972,0.272454,0.054606,0.039833,0.050231,0.08355,0.155333,0.089441
11/1/20,宮城県,0.074021,0.035844,0.009533,-0.010097,-0.020816,0.090422,-0.031437,0.14092,0.032815,0.047585,0.014681,0.002456,0.108095,0.048913
11/1/20,秋田県,0.100522,0.076065,0.022908,-0.000025,-0.025674,0.098539,-0.112642,0.076483,0.123412,-0.016959,0.018984,-0.043076,0.063294,-0.018252
11/1/20,岩手県,0.073047,0.013663,0.077103,0.009158,0.021604,0.088287,-0.117179,0.091886,0.132025,0.05314,0.046367,0.054786,0.075345,0.026002
11/1/20,青森県,0.013733,0.020582,0.061839,0.039242,-0.01143,0.040901,-0.167173,0.023908,0.07815,0.11575,0.059986,0.011873,0.077114,-0.058533
11/1/20,北海道,0.172756,0.042977,0.072666,0.033156,0.010053,0.051821,-0.017795,0.164953,0.082997,0.129763,0.08452,0.063773,0.110505,0.036998
11/2/20,沖縄県,-0.008606,0.067918,0.01904,0.035017,0.034582,0.054776,0.025383,0.156804,0.082586,0.03791,0.059699,0.045846,0.101118,0.139976
11/2/20,鹿児島県,-0.042676,0.037973,0.014659,-0.022224,0.021622,0.080912,0.104368,0.001664,0.028809,0.022059,0.015574,0.046299,0.104504,0.124703
11/2/20,東京都,0.168115,0.234331,0.218215,0.187957,0.154274,0.173409,0.078967,0.155819,0.184976,0.181697,0.172085,0.129341,0.160612,0.148741
11/2/20,宮崎県,0.089422,0.084448,0.053702,0.00799,0.047173,0.115427,0.109743,-0.007025,0.081649,0.048125,-0.002796,0.051051,0.147466,0.131962
11/2/20,長崎県,0.06931,0.087785,0.066461,0.009126,0.041468,0.119948,0.115485,-0.021234,0.059113,0.070907,0.050148,0.057544,0.143644,0.149203
11/2/20,熊本県,0.083617,0.043091,0.053753,0.014151,0.03873,0.115993,0.110172,0.039422,0.070061,0.032383,0.016964,0.052991,0.135508,0.158662
11/2/20,佐賀県,0.043454,-0.012977,0.049443,-0.000442,0.009739,0.083977,-0.011829,-0.088018,0.074826,0.033812,-0.005342,0.025649,0.130042,0.088373
11/2/20,福岡県,0.167492,0.094918,0.062722,0.035287,0.061747,0.129055,0.128135,0.106564,0.120509,0.084169,0.066288,0.073551,0.163098,0.196886
11/2/20,大分県,0.112001,0.031484,0.02505,0.012835,0.033632,0.141165,0.182462,0.015194,0.046267,0.037623,0.027642,0.052595,0.131715,0.16236
11/2/20,高知県,0.000566,0.086642,0.030566,0.014087,0.010873,0.102751,0.090571,-0.051473,0.029598,0.021792,-0.014689,0.023552,0.106974,0.127799
11/2/20,愛媛県,-0.044603,0.047188,0.019402,0.007948,0.021378,0.112923,0.086388,0.015242,0.018097,0.03775,0.038319,0.036138,0.129379,0.139344
11/2/20,山口県,0.170093,0.0471,0.023229,0.025123,0.041387,0.130932,0.107577,0.020044,0.04846,0.028687,0.038267,0.042291,0.13994,0.1563
11/2/20,徳島県,0.055599,0.034928,0.048174,0.012711,0.073593,0.114989,0.141987,-0.055703,0.11887,0.077473,0.065736,0.083295,0.201929,0.179061
11/2/20,和歌山県,-0.020901,0.052212,0.021266,0.007987,0.014864,0.116388,0.111407,-0.050617,0.04504,0.03509,0.022478,0.030169,0.120559,0.109525
11/2/20,奈良県,0.111624,0.126739,0.053585,0.063027,0.054015,0.111229,0.141521,0.031888,0.100569,0.064514,0.080602,0.085344,0.162372,0.16737
11/2/20,三重県,-0.017737,0.038493,0.030835,0.029964,0.031964,0.111788,0.081276,-0.003213,0.065214,0.047442,0.049882,0.051149,0.131274,0.136778
11/2/20,島根県,0.017229,0.068625,0.04225,-0.001794,0.002635,0.152231,0.042709,0.083086,-0.058714,0.032186,0.033723,0.064156,0.094691,0.070774
11/2/20,広島県,0.121482,0.084421,0.045066,0.036446,0.033959,0.116427,0.120169,0.062527,0.055296,0.063371,0.053178,0.046905,0.139662,0.170703
11/2/20,香川県,-0.054835,0.084996,0.049012,0.000335,0.016916,0.089528,0.053833,-0.080231,0.021052,0.036395,-0.013967,0.039349,0.131098,0.140189
11/2/20,岡山県,0.000797,0.046877,0.01666,-0.020504,-0.019825,0.122015,0.140812,-0.031149,0.060587,0.028086,0.028078,0.02743,0.160125,0.157023
11/2/20,兵庫県,0.107415,0.140109,0.066235,0.063485,0.047544,0.146961,0.169065,0.028547,0.115072,0.092927,0.078499,0.072134,0.184209,0.216276
11/2/20,大阪府,0.136476,0.131288,0.086291,0.086215,0.067001,0.147349,0.160114,0.133801,0.102436,0.088253,0.10289,0.080013,0.192803,0.229664
11/2/20,愛知県,0.059682,0.056807,0.04435,0.035052,0.02901,0.131442,0.120032,0.089089,0.097638,0.085668,0.092487,0.071088,0.169378,0.197393
11/2/20,静岡県,0.101548,0.071372,0.051929,0.045216,0.043639,0.11355,0.097341,0.095524,0.080333,0.044461,0.066016,0.072182,0.125023,0.17007
11/2/20,鳥取県,-0.088677,0.044757,0.015972,-0.012573,0.008236,0.119851,0.014345,-0.025137,0.042357,0.022021,-0.014665,0.001647,0.095469,0.110912
11/2/20,京都府,0.132287,0.167554,0.070368,0.064772,0.066611,0.158813,0.112914,0.149238,0.153656,0.059139,0.068438,0.074931,0.184391,0.177888
11/2/20,滋賀県,0.048834,0.089256,-0.012672,0.006399,0.021523,0.099605,0.059063,-0.015921,0.089968,0.045975,0.043178,0.044344,0.122283,0.066663
11/2/20,岐阜県,0.139893,0.016191,0.025277,0.037272,0.062673,0.147135,0.127183,0.129192,0.112917,0.093416,0.078042,0.061217,0.173036,0.147543
11/2/20,長野県,0.0206,0.057734,0.029277,0.026266,0.024147,0.101222,0.060977,0.001217,0.044194,0.050279,0.030844,0.036134,0.108678,0.056029
11/2/20,山梨県,0.122614,0.046019,0.03045,0.014996,0.023176,0.078974,0.054835,0.050861,0.045489,0.029849,0.021402,0.049333,0.102934,0.086789
11/2/20,千葉県,0.085467,0.165084,0.136572,0.114103,0.102153,0.154859,0.100895,0.094174,0.152916,0.111088,0.098248,0.078954,0.147597,0.156028
11/2/20,神奈川県,0.150938,0.224579,0.185308,0.169415,0.152432,0.169651,0.109485,0.156563,0.164519,0.139876,0.143278,0.110349,0.159637,0.145305
11/2/20,福井県,0.092161,0.048774,0.021906,0.023839,0.011871,0.098862,0.036683,0.036746,0.060547,0.015058,0.070287,0.016521,0.100166,0.095021
