week,week_JP,weeknum,pref,newcase_day,newdeath_day,emergency,GZnew,cumGZ,newcaseday14,resview,in_city,in_pref,out_pref,treat,avg_temp,avg_rain,infectious_l1,infectious_l2,sum_pop,pop_resid,tests,newcase_lead1,newcase_lead2,tests_lead1,tests_lead2,cumcases,susceptible
2020-09-28,2020年10月第1週,40,Nagano,8,0,0,0,0,8,-10.532286213,3.2729198,-3.544744826,-9.89142258,Neighboring_prefs,17.1,0.08928571428571429,22.804838205256893,26.39894301031449,2134819,2049000,746,7,6,740,988,313,2048687
2020-09-28,2020年10月第1週,40,Shizuoka,26,0,0,0,0,26,-3.928215744,3.145120913,-6.011244527,-22.64485155,Neighboring_prefs,21.952380952380953,0.023809523809523808,50.72155767117141,49.377921423943235,3733769,3644000,1984,8,12,1923,2203,558,3643442
2020-09-28,2020年10月第1週,40,Tochigi,10,0,0,0,0,11,-13.488279224,2.696504329,-5.076818058,-10.838092156,Neighboring_prefs,19.621428571428574,0,56.20129940724123,28.18010407493069,1978700,1934000,2892,8,21,2895,3012,436,1933564
2020-09-28,2020年10月第1週,40,Yamanashi,12,0,0,100,437,12,1.322564744,2.248008721,-2.23805764,-10.083248116,Yamanashi,17.742857142857144,0,22.14706560426555,23.808212682652695,854678,811000,252,3,2,197,222,194,810806
2020-10-05,2020年10月第2週,41,Gunma,31,0,0,0,0,33,12.950675255,1.233645349,2.821222349,-4.907878851,Neighboring_prefs,17.685714285714287,17.5,66.55583733101217,53.80436795317095,1979616,1942000,1011,15,93,957,2129,759,1941241
2020-10-05,2020年10月第2週,41,Ibaraki,33,0,0,0,0,33,25.213952247,1.391757826,2.597176429,-13.290045579,Neighboring_prefs,17.714285714285715,16.238095238095237,80.49601529286002,63.055873285110216,2863171,2860000,301,19,13,476,139,709,2859291
2020-10-05,2020年10月第2週,41,Nagano,7,0,0,0,0,7,23.816643704,2.505732768,0.503177752,-5.958725051,Neighboring_prefs,15.32857142857143,14.875,24.557664077535332,22.587773199358704,2136609,2049000,740,6,8,988,1193,320,2048680
2020-10-05,2020年10月第2週,41,Shizuoka,8,0,0,0,0,9,28.640662932,1.970080097,-0.996168556,-19.646691964,Neighboring_prefs,19.885714285714286,24.595238095238095,47.56384307554833,34.122185752881435,3726429,3644000,1923,12,14,2203,2104,566,3643434
2020-10-05,2020年10月第2週,41,Tochigi,8,0,0,0,0,7,22.965849055,1.916975205,0.723842959,-7.261670665,Neighboring_prefs,17.29285714285714,14.285714285714286,27.079214323302743,37.70445323421355,1979277,1934000,2895,21,12,3012,3054,444,1933556
2020-10-05,2020年10月第2週,41,Yamanashi,3,0,0,112,549,2,40.546006067,2.364894903,0.249472761,1.550742013,Yamanashi,15.814285714285715,29.642857142857142,22.747506509672167,13.29946442334737,844798,811000,197,2,4,222,207,197,810803
2020-10-12,2020年10月第3週,42,Gunma,15,0,0,0,0,24,1.104964446,2.08429455,3.470224907,-7.796261661,Neighboring_prefs,17.464285714285715,2.7857142857142856,52.49568748763017,111.40946062198132,1984994,1942000,957,93,34,2129,908,774,1941226
2020-10-12,2020年10月第3週,42,Ibaraki,19,1,0,0,0,18,3.396336825,2.358515192,0.532038624,-12.606863037,Neighboring_prefs,16.695238095238096,3.738095238095238,61.59391835312182,42.65048916388883,2865266,2860000,476,13,29,139,417,728,2859272
2020-10-12,2020年10月第3週,42,Nagano,6,3,0,0,0,6,27.043286307,3.083899126,-1.965650365,-10.412893024,Neighboring_prefs,14.532142857142857,2.7857142857142856,20.08026446774863,21.321279891361588,2145807,2049000,988,8,9,1193,977,326,2048674
2020-10-12,2020年10月第3週,42,Shizuoka,12,0,0,0,0,13,3.250927193,3.286111453,-2.469192366,-29.398866489,Neighboring_prefs,19.68095238095238,2.261904761904762,31.2939058491492,37.69055882079977,3734200,3644000,2203,14,68,2104,2754,578,3643422
2020-10-12,2020年10月第3週,42,Tochigi,21,0,0,0,0,22,5.241495777,2.522103743,-2.105555113,-20.133415566,Neighboring_prefs,16.707142857142856,3,36.080337338284735,40.049372982351265,1987228,1934000,3012,12,12,3054,2299,465,1933535
2020-10-12,2020年10月第3週,42,Yamanashi,2,0,0,116,665,2,25.748834456,2.628937064,0.796139886,19.248658888,Yamanashi,15.350000000000001,3.607142857142857,10.742278413718529,11.651965960487246,858806,811000,222,4,13,207,310,199,810801
2020-10-19,2020年10月第4週,43,Gunma,93,0,0,0,0,85,-5.142365125,1.913938996,6.582333358,-6.231817422,Neighboring_prefs,14.942857142857143,1.4642857142857142,111.36966026003982,129.65125523371654,1991543,1942000,2129,34,24,908,872,867,1941133
2020-10-19,2020年10月第4週,43,Ibaraki,13,0,0,0,0,15,-2.451696736,1.496242165,3.908914019,-10.8325108,Neighboring_prefs,15.1,2.119047619047619,42.79480392330685,52.17865595298411,2870848,2860000,139,29,48,417,358,741,2859259
2020-10-19,2020年10月第4週,43,Nagano,8,0,0,0,0,8,11.17281057,2.939104419,1.568257969,-10.447621579,Neighboring_prefs,11.185714285714285,4.892857142857143,21.67919335935791,25.483664067446192,2153355,2049000,1193,9,27,977,1605,334,2048666
2020-10-19,2020年10月第4週,43,Shizuoka,14,0,0,0,0,16,-1.179363097,2.762211028,0.35302362,-21.304282444,Neighboring_prefs,16.752380952380953,3.4761904761904763,37.84983937245674,94.17557247913632,3747119,3644000,2104,68,90,2754,2902,592,3643408
2020-10-19,2020年10月第4週,43,Tochigi,12,0,0,0,0,11,-3.287520279,1.598779329,3.114892324,-6.036720827,Neighboring_prefs,14.535714285714286,2.107142857142857,40.7005710740799,32.408580024768185,1999539,1934000,3054,12,9,2299,2005,477,1933523
2020-10-19,2020年10月第4週,43,Yamanashi,4,0,0,143,808,7,17.93804563,2.871861697,4.267000112,6.323348383,Yamanashi,11.914285714285715,3.142857142857143,11.611599558540831,22.479664632399928,868318,811000,207,13,25,310,308,203,810797
2020-10-26,2020年10月第5週,44,Gunma,34,0,0,0,0,32,-6.936036163,3.206005395,-1.117843037,-14.139155881,Neighboring_prefs,14.392857142857142,0,130.13748598793418,66.35198381167639,1989742,1942000,908,24,31,872,936,901,1941099
2020-10-26,2020年10月第5週,44,Ibaraki,29,0,0,0,0,30,-7.260835187,3.264965939,-3.044159379,-14.954597278,Neighboring_prefs,13.709523809523809,0,53.2131503800362,87.87552245677905,2860666,2860000,417,48,149,358,651,770,2859230
2020-10-26,2020年10月第5週,44,Nagano,9,2,0,0,0,10,3.677401997,3.761267153,-2.554733517,-20.394804749,Neighboring_prefs,9.746428571428572,0,26.43847993541605,47.42133803206578,2146844,2049000,977,27,91,1605,2220,343,2048657
2020-10-26,2020年10月第5週,44,Shizuoka,68,0,0,0,0,65,-3.307058917,3.553326616,-5.142348929,-24.235954419,Neighboring_prefs,16.18095238095238,0,95.51516665732032,173.95822006354777,3746591,3644000,2754,90,132,2902,4456,660,3643340
2020-10-26,2020年10月第5週,44,Tochigi,12,0,0,0,0,13,-11.943200148,3.140214045,-5.648757463,-20.87777366,Neighboring_prefs,13.714285714285715,0,33.70745300133811,32.16986354100614,2003476,1934000,2299,9,18,2005,2403,489,1933511
2020-10-26,2020年10月第5週,44,Yamanashi,13,0,0,104,912,12,6.105343834,3.568706027,-2.393551786,-11.046896002,Yamanashi,11.057142857142857,0,23.666375202954857,45.51041540179977,868347,811000,310,25,42,308,601,216,810784
2020-11-02,2020年11月第1週,45,Gunma,24,1,0,0,0,25,-6.020579674,2.695370845,-0.69536928,-11.219655611,Neighboring_prefs,13.892857142857142,0.2857142857142857,66.82275837126144,69.21463500854271,1987862,1942000,872,31,89,936,1087,925,1941075
2020-11-02,2020年11月第1週,45,Ibaraki,48,0,0,0,0,52,-1.861920108,3.095264253,-2.311426279,-12.564808736,Neighboring_prefs,13.557142857142857,2.119047619047619,87.84841259198123,206.499394711693,2873181,2860000,358,149,285,651,903,818,2859182
2020-11-02,2020年11月第1週,45,Nagano,27,0,0,0,0,40,14.16473108,3.625450202,-5.491369531,-15.031021691,Neighboring_prefs,10.15,1.7321428571428572,47.544332307200634,133.62738905031,2139052,2049000,1605,91,145,2220,2983,370,2048630
2020-11-02,2020年11月第1週,45,Shizuoka,90,0,0,0,0,95,5.237437945,2.940751238,-4.245442576,-22.950459775,Neighboring_prefs,15.50952380952381,2.1904761904761902,174.92836527601634,246.35620534310996,3751095,3644000,2902,132,338,4456,5603,750,3643250
2020-11-02,2020年11月第1週,45,Tochigi,9,0,0,0,0,9,-3.109395481,2.931598384,-6.127219394,-13.052400806,Neighboring_prefs,12.992857142857142,1.25,32.52106597039982,44.044229298042424,2001904,1934000,2005,18,56,2403,3340,498,1933502
2020-11-02,2020年11月第1週,45,Yamanashi,25,0,0,150,1062,25,15.863051434,2.578962594,-2.510846507,-9.868323232,Yamanashi,11.335714285714285,1,46.04371172458901,78.12631218665332,867012,811000,308,42,35,601,428,241,810759
2020-11-09,2020年11月第2週,46,Gunma,31,0,0,0,0,34,-12.28551794,2.249438531,0.269634333,-6.920653108,Neighboring_prefs,10.714285714285714,0,68.85956057055293,139.0957649755796,1988682,1942000,936,89,150,1087,1280,956,1941044
2020-11-09,2020年11月第2週,46,Ibaraki,149,0,0,0,0,152,-10.387973408,3.197229284,-1.680629522,-6.904997719,Neighboring_prefs,10.357142857142858,0,206.970266948104,439.98297830562825,2876286,2860000,651,285,286,903,904,967,2859033
2020-11-09,2020年11月第2週,46,Nagano,91,0,0,0,0,87,1.197440255,3.998662524,-5.717285913,-7.083487015,Neighboring_prefs,6.875,0,132.79049453071497,257.0804716173115,2128967,2049000,2220,145,97,2983,2869,461,2048539
2020-11-09,2020年11月第2週,46,Shizuoka,132,2,0,0,0,138,-5.641824899,2.72495574,-3.461836163,-20.095678577,Neighboring_prefs,13.976190476190476,0,247.12995411742864,502.9247101606927,3746548,3644000,4456,338,406,5603,5483,882,3643118
2020-11-09,2020年11月第2週,46,Tochigi,18,1,0,0,0,18,-4.560282989,2.690254418,-5.202091532,-11.529429893,Neighboring_prefs,10.085714285714285,0,44.114217129809475,99.14292836494704,1991095,1934000,2403,56,62,3340,3072,516,1933484
2020-11-09,2020年11月第2週,46,Yamanashi,42,0,0,124,1186,45,8.40141555,2.138403715,-2.046739264,-3.82586527,Yamanashi,8.557142857142857,0,78.16995101739856,94.5624992983062,859133,811000,601,35,20,428,450,283,810717
2020-11-16,2020年11月第3週,47,Gunma,89,1,0,0,0,92,-11.552796404,1.61809572,2.072153338,-1.716604539,Neighboring_prefs,14.407142857142857,0.07142857142857142,138.52836992081035,255.83067508794576,1988286,1942000,1087,150,193,1280,2139,1045,1940955
2020-11-16,2020年11月第3週,47,Ibaraki,285,1,0,0,0,307,-5.816776563,2.337816164,0.021046095,3.903732329,Neighboring_prefs,15.057142857142857,0,440.8988765785391,575.1479776089188,2876104,2860000,903,286,294,904,804,1252,2858748
2020-11-16,2020年11月第3週,47,Nagano,145,0,0,0,0,147,-0.249151516,3.489733616,-4.408040668,0.197527198,Neighboring_prefs,13.121428571428572,0.6964285714285714,254.85329647302655,265.12316318879243,2141146,2049000,2983,97,100,2869,2994,606,2048394
2020-11-16,2020年11月第3週,47,Shizuoka,338,1,0,0,0,373,-4.169385,2.884434877,-3.375353317,-14.851151533,Neighboring_prefs,17.638095238095236,2.1666666666666665,502.9012873436443,777.5662152703432,3765881,3644000,5603,406,321,5483,8018,1220,3642780
2020-11-16,2020年11月第3週,47,Tochigi,56,0,0,0,0,56,-3.394078317,2.17220521,-2.382858049,-1.02872034,Neighboring_prefs,13.264285714285714,0,98.3734632980374,146.4075407120954,1997633,1934000,3340,62,115,3072,3952,572,1933428
2020-11-16,2020年11月第3週,47,Yamanashi,35,1,0,148,1334,37,18.373313728,2.186354421,-1.568410843,11.607262466,Yamanashi,12.82857142857143,0.17857142857142858,93.28573382928992,75.82154364053756,865326,811000,428,20,84,450,194,318,810682
2020-11-23,2020年11月第4週,48,Gunma,150,0,0,0,0,154,-15.124873044,3.601700652,-6.998680692,-6.687357524,Neighboring_prefs,10.885714285714286,0,256.204722776535,356.98634610133735,1979649,1942000,1280,193,264,2139,2509,1195,1940805
2020-11-23,2020年11月第4週,48,Ibaraki,286,2,0,0,0,277,-15.669715364,4.694547789,-9.430117733,-11.016231762,Neighboring_prefs,10.557142857142857,0.619047619047619,575.5426604395526,585.3488971384749,2881169,2860000,904,294,155,804,477,1538,2858462
2020-11-23,2020年11月第4週,48,Nagano,97,0,0,0,0,100,-10.796363335,4.417240781,-8.784434861,0.581576036,Neighboring_prefs,7.371428571428572,0.32142857142857145,265.20189675810525,222.46038071084752,2122637,2049000,2869,100,154,2994,3574,703,2048297
2020-11-23,2020年11月第4週,48,Shizuoka,406,5,0,0,0,401,-13.868875169,3.736912909,-7.772333333,-11.346425297,Neighboring_prefs,14.457142857142857,0.023809523809523808,780.2245736519429,766.3526125135385,3763551,3644000,5483,321,235,8018,8851,1626,3642374
2020-11-23,2020年11月第4週,48,Tochigi,62,0,0,0,0,65,-9.812546232,3.421373557,-8.201073291,-4.689005662,Neighboring_prefs,10.114285714285714,0.32142857142857145,146.56978488766498,204.6705236947638,1988644,1934000,3072,115,121,3952,4104,634,1933366
2020-11-23,2020年11月第4週,48,Yamanashi,20,1,0,132,1466,19,0.221617332,3.792628102,-6.176640832,11.239000994,Yamanashi,9.835714285714285,0,76.05268761299739,123.3468498690446,859408,811000,450,84,29,194,434,338,810662
2020-11-30,2020年12月第1週,49,Gunma,193,1,0,0,0,194,-25.886712056,2.922681882,-2.666061593,-13.950586054,Neighboring_prefs,7.964285714285714,0,356.0073037854641,469.0546950729603,1973423,1942000,2139,264,281,2509,2769,1388,1940612
2020-11-30,2020年12月第1週,49,Ibaraki,294,2,0,0,0,283,-28.139730946,3.670023992,-3.997238445,-7.40788676,Neighboring_prefs,7.214285714285714,0.8809523809523809,585.8746355078729,467.7943341149437,2872302,2860000,804,155,146,477,317,1832,2858168
2020-11-30,2020年12月第1週,49,Nagano,100,0,0,0,0,105,-20.252378982,3.86784917,-7.077226766,-18.267817971,Neighboring_prefs,4.6535714285714285,0.03571428571428571,221.14948486569935,280.50484356234693,2103961,2049000,2994,154,89,3574,3838,803,2048197
2020-11-30,2020年12月第1週,49,Shizuoka,321,6,0,0,0,314,-23.408115912,3.428662425,-5.645413582,-22.284323574,Neighboring_prefs,11.247619047619049,0.1904761904761905,768.195947568441,607.5182322410154,3743276,3644000,8018,235,188,8851,8356,1947,3642053
2020-11-30,2020年12月第1週,49,Tochigi,115,0,0,0,0,127,-19.684014079,3.122187831,-5.873489923,-15.192947684,Neighboring_prefs,6.8428571428571425,0.07142857142857142,203.88220753389544,263.370912090681,1976303,1934000,3952,121,152,4104,3422,749,1933251
2020-11-30,2020年12月第1週,49,Yamanashi,84,1,0,116,1582,85,-10.937347788,2.830117607,-3.016770104,-0.209258455,Yamanashi,6.114285714285714,0,123.39602910213648,133.46798933382712,846278,811000,194,29,37,434,155,422,810578
2020-12-07,2020年12月第2週,50,Gunma,264,4,0,0,0,282,-13.744087521,3.246608336,-3.478165457,-14.16709402,Neighboring_prefs,8.45,0,466.4549778494139,554.4485187096539,1979357,1942000,2509,281,239,2769,2616,1652,1940348
2020-12-07,2020年12月第2週,50,Ibaraki,155,5,0,0,0,168,-25.356244021,4.088177578,-5.63078895,-8.075848073,Neighboring_prefs,8.30952380952381,0.16666666666666669,466.0424896452233,333.48843249544586,2879249,2860000,477,146,174,317,295,1987,2858013
2020-12-07,2020年12月第2週,50,Nagano,154,0,0,0,0,154,-19.276061669,4.254410885,-6.234724557,-20.535496784,Neighboring_prefs,4.460714285714285,0,273.64667352050435,265.0686037970282,2109783,2049000,3574,89,80,3838,3515,957,2048043
2020-12-07,2020年12月第2週,50,Shizuoka,235,5,0,0,0,227,-24.338028169,4.061860354,-7.172553328,-25.705969956,Neighboring_prefs,11.542857142857143,0,600.8882495531134,477.52284214697835,3742151,3644000,8851,188,199,8356,8345,2182,3641818
2020-12-07,2020年12月第2週,50,Tochigi,121,1,0,0,0,115,-21.208604703,3.853423051,-6.072306108,-16.346448979,Neighboring_prefs,7.942857142857143,0,258.7895471309188,297.5931316171328,1979053,1934000,4104,152,213,3422,4297,870,1933130
2020-12-07,2020年12月第2週,50,Yamanashi,29,0,0,54,1636,25,-16.903880996,3.838965021,-5.112199075,-9.43581458,Yamanashi,6.185714285714286,0,129.6082192045267,86.8980044755818,844473,811000,434,37,37,155,120,451,810549
2020-12-14,2020年12月第3週,51,Gunma,281,6,0,0,0,267,-27.263648242,3.781963808,-4.260213516,-15.999070135,Neighboring_prefs,3.4857142857142858,0,554.7924912083834,537.7558477614459,1978850,1942000,2769,239,240,2616,1819,1933,1940067
2020-12-14,2020年12月第3週,51,Ibaraki,146,6,0,0,0,137,-24.138885403,3.953683913,-5.823012871,-9.139878637,Neighboring_prefs,3.0904761904761906,0,332.63396904293853,361.2814232401192,2875588,2860000,317,174,253,295,417,2133,2857867
2020-12-14,2020年12月第3週,51,Nagano,89,4,0,0,0,73,-24.661704027,4.102045487,-5.739961473,-18.777468245,Neighboring_prefs,-0.15714285714285717,0.8214285714285714,261.88974342302134,191.9625417271157,2117605,2049000,3838,80,116,3515,5249,1046,2047954
2020-12-14,2020年12月第3週,51,Shizuoka,188,7,0,0,0,174,-25.376498631,4.0417225,-6.524150652,-23.806501261,Neighboring_prefs,6.161904761904762,0,472.02208597700746,447.5260754017168,3739145,3644000,8356,199,219,8345,6533,2370,3641630
2020-12-14,2020年12月第3週,51,Tochigi,152,2,0,0,0,159,-24.043908009,3.846837926,-5.367489267,-21.016814524,Neighboring_prefs,2.0214285714285714,0,295.4286430933624,388.7937313878156,1975581,1934000,3422,213,427,4297,4359,1022,1932978
2020-12-14,2020年12月第3週,51,Yamanashi,37,1,0,50,1686,34,-15.176312596,3.561855227,-4.495356924,-9.537838884,Yamanashi,1.65,0,83.66398158936859,95.28511746632805,839774,811000,155,37,63,120,148,488,810512
2020-12-21,2020年12月第4週,52,Gunma,239,3,0,0,0,243,-30.542980839,4.511786757,-3.128512443,-24.559782502,Neighboring_prefs,5.814285714285714,0,538.7957815756703,509.4703983553868,1986151,1942000,2616,240,460,1819,4235,2172,1939828
2020-12-21,2020年12月第4週,52,Ibaraki,174,1,0,0,0,189,-20.988034434,4.401062395,-2.849359901,-16.79696083,Neighboring_prefs,4.8999999999999995,0,361.4872701234963,477.0267553797538,2869245,2860000,295,253,580,417,1104,2307,2857693
2020-12-21,2020年12月第4週,52,Nagano,80,3,0,0,0,79,-25.384641138,3.881363493,-3.320989712,-41.962717815,Neighboring_prefs,1.2321428571428572,0.10714285714285714,193.8521922660179,224.8929971577316,2129002,2049000,3515,116,367,5249,7110,1126,2047874
2020-12-21,2020年12月第4週,52,Shizuoka,199,10,0,0,0,198,-28.031343457,4.540670955,-3.637344184,-38.563082311,Neighboring_prefs,7.076190476190476,0.023809523809523808,446.3081677959329,487.9659476972554,3741007,3644000,8345,219,572,6533,13644,2569,3641431
2020-12-21,2020年12月第4週,52,Tochigi,213,1,0,0,0,227,-24.655304848,4.2607719,-4.199530151,-28.350711428,Neighboring_prefs,3.8142857142857145,0,387.91371973963777,657.6837107787953,1970973,1934000,4297,427,848,4359,905,1235,1932765
2020-12-21,2020年12月第4週,52,Yamanashi,37,1,0,60,1746,49,-19.16679251,3.58989271,-1.6912796939999999,-31.124705898,Yamanashi,1.8857142857142857,0,93.30264341496957,122.93458216371783,836180,811000,120,63,159,148,949,525,810475
2020-12-28,2020年12月第5週,53,Gunma,240,11,0,0,0,256,-30.020944812,6.774151243,-3.253032338,-42.019109576,Neighboring_prefs,4.514285714285714,0,510.2523483105221,752.0365941905279,2021273,1942000,1819,460,418,4235,4121,2412,1939588
2020-12-28,2020年12月第5週,53,Ibaraki,253,3,0,0,0,254,-23.188010102,6.801329063,-3.771928413,-37.467288955,Neighboring_prefs,3.619047619047619,0.11904761904761905,475.0528242921956,899.7988199649919,2888558,2860000,417,580,672,1104,1332,2560,2857440
2020-12-28,2020年12月第5週,53,Nagano,116,3,0,0,0,131,-31.870487053,7.289756685,-6.977783898,-47.407774456,Neighboring_prefs,0.6750000000000002,1.5892857142857142,229.5023184335544,534.0483253172583,2212831,2049000,5249,367,380,7110,9730,1242,2047758
2020-12-28,2020年12月第5週,53,Shizuoka,219,3,0,0,0,241,-30.129106801,7.590084129,-5.386611603,-49.052668356,Neighboring_prefs,6.852380952380952,1.2857142857142856,488.3043468959658,891.7698797143122,3802847,3644000,6533,572,537,13644,12041,2788,3641212
2020-12-28,2020年12月第5週,53,Tochigi,427,0,0,0,0,465,-29.456225016,7.28056062,-8.055162922,-41.777974436,Neighboring_prefs,3.5285714285714285,0,655.0664536325165,1286.2988258897035,1996302,1934000,4359,848,652,905,1635,1662,1932338
2020-12-28,2020年12月第5週,53,Yamanashi,63,0,0,0,1746,68,-25.958729439,6.306528735,1.004990746,-42.804182404,Yamanashi,2.185714285714286,0.21428571428571427,121.06459318892313,253.254145713292,868613,811000,148,159,99,949,742,588,810412
2021-01-04,2021年1月第1週,54,Gunma,460,3,0,0,0,459,-36.099605977,3.435860289,23.905167791,-61.964598011,Neighboring_prefs,2.7357142857142858,0,777.5026407029461,969.5888176837992,1975377,1942000,4235,418,314,4121,3676,2872,1939128
2021-01-04,2021年1月第1週,54,Ibaraki,580,2,0,0,0,615,-32.132284117,5.333325879,15.349483068,-54.382294452,Neighboring_prefs,2.5476190476190474,0,918.327804128754,1345.0131547200026,2884569,2860000,1104,672,550,1332,1298,3140,2856860
2021-01-04,2021年1月第1週,54,Nagano,367,2,0,0,0,422,-43.589941805,6.250057428,-0.330809598,-76.854139314,Neighboring_prefs,-1.032142857142857,0.08928571428571429,590.2608200528169,864.1008163605783,2115767,2049000,7110,380,195,9730,7304,1609,2047391
2021-01-04,2021年1月第1週,54,Shizuoka,572,8,0,0,0,591,-42.136874839,5.406563891,15.471231887,-69.917912731,Neighboring_prefs,4.385714285714285,0,950.9362510240016,1291.7305998672946,3727333,3644000,13644,537,365,12041,11946,3360,3640640
2021-01-04,2021年1月第1週,54,Tochigi,848,4,0,0,0,885,-43.427182055,6.960976877,11.022540604,-62.908528478,Neighboring_prefs,1.8071428571428572,0,1301.772627861479,1538.9872698772954,1970835,1934000,905,652,394,1635,1381,2510,1931490
2021-01-04,2021年1月第1週,54,Yamanashi,159,0,0,40,1786,149,-42.760312603,4.418265667,19.309236212,-71.749305489,Yamanashi,-0.15714285714285717,0,275.47765677292546,321.3790991484236,836965,811000,949,99,38,742,217,747,810253
2021-01-11,2021年1月第2週,55,Gunma,418,11,0,0,0,419,-36.520090445,6.761979889,-10.922189695,-34.023157512,Neighboring_prefs,4.485714285714286,0.14285714285714285,965.0085066635324,812.3302973010741,1980187,1942000,4121,314,263,3676,3428,3290,1938710
2021-01-11,2021年1月第2週,55,Ibaraki,672,4,0,0,0,668,-39.192935544,8.065666158,-14.960739747,-26.761496496,Neighboring_prefs,4.242857142857143,0.21428571428571427,1348.559948871306,1305.0334807623783,2894679,2860000,1332,550,456,1298,1028,3812,2856188
2021-01-11,2021年1月第2週,55,Nagano,380,3,0,0,0,332,-43.413691059,7.08028644,-16.590333363,-52.133110005,Neighboring_prefs,0.8785714285714286,1.0535714285714286,865.9334199898881,683.4555506066844,2107100,2049000,9730,195,104,7304,7027,1989,2047011
2021-01-11,2021年1月第2週,55,Shizuoka,537,14,0,0,0,511,-43.444323577,5.692983655,-10.089506981,-45.002243274,Neighboring_prefs,6.833333333333333,0.5714285714285714,1287.1606700368918,1067.9906482194249,3708530,3644000,12041,365,328,11946,13859,3897,3640103
2021-01-11,2021年1月第2週,55,Tochigi,652,8,1,0,0,630,-49.688171599,7.686021542,-20.865365065,-38.595568462,Neighboring_prefs,3.0785714285714287,0.03571428571428571,1537.0897788332848,1095.7290335946952,1962546,1934000,1635,394,215,1381,393,3162,1930838
2021-01-11,2021年1月第2週,55,Yamanashi,99,0,0,59,1845,101,-39.960922076,7.703988357,-13.140347291,-40.281932709,Yamanashi,1.1214285714285714,0.5357142857142857,319.2966198656252,196.20239257286323,836186,811000,742,38,17,217,296,846,810154
2021-01-18,2021年1月第3週,56,Gunma,314,6,0,0,0,309,-43.847971838,5.28381987,-0.297789345,-35.001424737,Neighboring_prefs,3.5142857142857147,3.5714285714285716,781.523704160335,613.1827129625111,1979009,1942000,3676,263,247,3428,3755,3604,1938396
2021-01-18,2021年1月第3週,56,Ibaraki,550,9,0,0,0,532,-43.950304333,5.703883452,-5.738914917,-31.344692763,Neighboring_prefs,3.757142857142857,2.261904761904762,1290.2239803566772,1055.7259446269709,2881460,2860000,1298,456,324,1028,754,4362,2855638
2021-01-18,2021年1月第3週,56,Nagano,195,7,0,0,0,179,-44.533435554,6.658236673,-8.589531551,-54.233668605,Neighboring_prefs,0.7035714285714286,3.9107142857142856,624.3875406142572,338.65374304517036,2110652,2049000,7304,104,47,7027,5159,2184,2046816
2021-01-18,2021年1月第3週,56,Shizuoka,365,7,0,0,0,370,-47.354179802,4.8038908,-3.737486847,-50.574846382,Neighboring_prefs,7.857142857142858,4.0476190476190474,992.7821863279736,762.9154343141262,3707121,3644000,11946,328,158,13859,11565,4262,3639738
2021-01-18,2021年1月第3週,56,Tochigi,394,18,1,0,0,328,-53.501927865,7.094315867,-13.726038088,-44.053374848,Neighboring_prefs,2.7857142857142856,2.75,1073.5295152871436,638.3027278088061,1960431,1934000,1381,215,110,393,2692,3556,1930444
2021-01-18,2021年1月第3週,56,Yamanashi,38,1,0,78,1923,32,-39.767704019,5.942909893,-3.638058477,-49.185584391,Yamanashi,2.4428571428571426,3.7857142857142856,168.26471862080615,79.42047591779229,832739,811000,217,17,12,296,104,884,810116
2021-01-25,2021年1月第4週,57,Gunma,263,3,0,0,0,256,-26.319842,5.71446902,-2.60390162,-31.647048124,Neighboring_prefs,5.364285714285715,0.03571428571428571,611.2322702267948,530.1421519465829,1983445,1942000,3428,247,151,3755,2925,3867,1938133
2021-01-25,2021年1月第4週,57,Ibaraki,456,9,0,0,0,439,-25.838486289,7.145464297,-9.520398541,-30.465063574,Neighboring_prefs,5.119047619047619,1,1054.3397033752055,809.6475521643372,2887111,2860000,1028,324,228,754,542,4818,2855182
2021-01-25,2021年1月第4週,57,Nagano,104,8,0,0,0,97,-24.333963466,6.842330669,-8.044878525,-51.097816759,Neighboring_prefs,2.4214285714285713,0.8392857142857143,329.9909162495988,172.49613993419402,2112647,2049000,7027,47,10,5159,3828,2288,2046712
2021-01-25,2021年1月第4週,57,Shizuoka,328,6,0,0,0,314,-25.178349781,5.697916205,-7.272408322,-49.691603646,Neighboring_prefs,8.128571428571428,4.595238095238096,748.8853606650622,521.895734501459,3709385,3644000,13859,158,99,11565,10595,4590,3639410
2021-01-25,2021年1月第4週,57,Tochigi,215,10,1,0,0,200,-29.408802654,6.902527022,-13.26715297,-38.964916292,Neighboring_prefs,4.821428571428571,0.14285714285714285,633.4480486556446,346.99864256570737,1964835,1934000,393,110,81,2692,2076,3771,1930229
2021-01-25,2021年1月第4週,57,Yamanashi,17,2,0,54,1977,14,-22.281844683,6.404228697,-5.82045448,-43.570804941,Yamanashi,3.0214285714285714,1.25,75.13832916410331,42.43278766114489,834836,811000,296,12,15,104,137,901,810099
2021-02-01,2021年2月第1週,58,Gunma,247,7,0,0,0,236,-38.259284569,4.955463228,-4.087574859,-28.460695551,Neighboring_prefs,5.857142857142857,0.25,530.976517644193,411.34971672521226,1979860,1942000,3755,151,110,2925,3347,4114,1937886
2021-02-01,2021年2月第1週,58,Ibaraki,324,16,0,0,0,327,-34.734514388,5.462512482,-6.609531843,-22.118768094,Neighboring_prefs,5.914285714285715,0.8333333333333333,808.6536013789927,569.887290161562,2884125,2860000,754,228,211,542,363,5142,2854858
