pref,week,infectious_l1,infectious_l2,sum_pop,pop_resid
Gunma,2020-12-28,510.2523483105221,752.0365941905279,2021273,1942000
Gunma,2021-01-04,777.5026407029461,969.5888176837993,1975377,1942000
Gunma,2021-01-11,965.0085066635324,812.3302973010741,1980187,1942000
Gunma,2021-01-18,781.523704160335,613.1827129625111,1979009,1942000
Gunma,2021-01-25,611.2322702267948,530.1421519465829,1983445,1942000
Gunma,2021-02-01,530.976517644193,411.34971672521226,1979860,1942000
Gunma,2021-02-08,411.91250028500957,272.8980902918556,1990839,1942000
Gunma,2021-02-15,274.0496442446783,247.4637094272255,1989689,1942000
Gunma,2021-02-22,248.50368961572283,236.1548443366207,1987248,1942000
Gunma,2021-03-01,235.7948621624752,203.7443758391085,1985483,1942000
Gunma,2021-03-08,203.41103568938578,231.09085337696996,1979695,1942000
Gunma,2021-03-15,230.56201323337035,262.63557266393707,1984800,1942000
Gunma,2021-03-22,262.9411034961688,307.1391480258489,1978784,1942000
Gunma,2021-03-29,307.72993909533767,336.37254430435996,1977980,1942000
Gunma,2021-04-05,336.1323314130285,389.40118708421227,1974585,1942000
Gunma,2021-04-12,388.62948945587755,484.1291452974878,1979396,1942000
Gunma,2021-04-19,483.6871152275623,709.7467943568261,1974754,1942000
Gunma,2021-04-26,708.0860908769806,983.8136187154346,1990324,1942000
Gunma,2021-05-03,986.9129688523498,1036.469576390496,1998078,1942000
Gunma,2021-05-10,1043.5411492106587,897.7761909862897,1980797,1942000
Gunma,2021-05-17,895.1867899366615,628.809273140041,1978697,1942000
Gunma,2021-05-24,623.6890964213368,352.1221544500865,1973138,1942000
Gunma,2021-05-31,351.19756981461984,183.38346908191636,1971760,1942000
Gunma,2021-06-07,182.40677336351982,101.6032042861028,1975535,1942000
Gunma,2021-06-14,101.99030013211456,0,1974744,1942000
Ibaraki,2019-12-30,0,0,2871890,2860000
