"","週","week","city","population_inflow","agrgt潜在的感染者人流_lag1","agrgt潜在的感染者人流_lag2","in_risk_lag1","in_risk_lag2"
"1053","202009_W4",2020-09-21,"鳴沢村",5258,0.228063320472431,0.278572856181366,3.37715963665426e-08,8.50615407542324e-08
"1054","202010_W1",2020-09-28,"上野原市",23486,0.900753142353537,0.969850950683624,4.79496763038502e-07,5.13922743472986e-07
"1055","202010_W1",2020-09-28,"中央市",31845,0.614186640280121,0.65764768287717,6.49955146961441e-07,6.99114730662949e-07
"1056","202010_W1",2020-09-28,"丹波山村",894,0.0588959647899152,0.0626583932665113,1.2236647541967e-08,1.35004048190648e-08
"1057","202010_W1",2020-09-28,"北杜市",49257,2.0301979715433,2.16722437853571,9.73560826784377e-07,1.03043531109431e-06
"1058","202010_W1",2020-09-28,"南アルプス市",66453,1.30050019119714,1.39063172743687,1.38207485516767e-06,1.4770492593828e-06
"1059","202010_W1",2020-09-28,"南部町",7566,0.151920223202916,0.161681530308943,1.4344172679572e-07,1.54407198981814e-07
"1060","202010_W1",2020-09-28,"大月市",24172,0.824502724065926,0.897517929122407,4.95706766504394e-07,5.38925009821134e-07
"1061","202010_W1",2020-09-28,"富士吉田市",48396,1.20596710434066,1.29330185866527,1.00747480601355e-06,1.08521625311786e-06
"1062","202010_W1",2020-09-28,"富士川町",13725,0.265800090639367,0.282368863330069,2.85314432143494e-07,3.03401389400756e-07
"1063","202010_W1",2020-09-28,"富士河口湖町",33142,1.59116740169506,1.69457926476627,6.44680776091795e-07,6.76284434810081e-07
"1064","202010_W1",2020-09-28,"小菅村",1031,0.0444428412372986,0.0447317130889044,1.86233209551044e-08,1.93690872517888e-08
"1065","202010_W1",2020-09-28,"山中湖村",10201,0.787037626787296,0.841726186088303,1.82064567532832e-07,2.00870550068813e-07
"1066","202010_W1",2020-09-28,"山梨市",32786,0.771604676845146,0.827556617156398,6.74732970949511e-07,7.21227497706016e-07
"1067","202010_W1",2020-09-28,"市川三郷町",13560,0.258574489727054,0.274753509039498,2.90551239333474e-07,3.08617138847739e-07
"1068","202010_W1",2020-09-28,"忍野村",8066,0.191794193485601,0.213874144347408,1.59610136155112e-07,1.77585146090977e-07
"1069","202010_W1",2020-09-28,"早川町",1682,0.0329028802398364,0.0330115128369724,3.07335298188597e-08,3.18954349741349e-08
"1070","202010_W1",2020-09-28,"昭和町",27282,0.534172372794171,0.564501423484568,5.52939159301931e-07,5.81958950532386e-07
"1071","202010_W1",2020-09-28,"甲州市",31291,0.853786342460029,0.910225742578557,6.49912398614315e-07,6.91476832346087e-07
"1072","202010_W1",2020-09-28,"甲府市",201971,4.15370161603158,4.54176100813431,4.06369198256698e-06,4.4467630851606e-06
"1073","202010_W1",2020-09-28,"甲斐市",67083,1.35154361552238,1.42191996526088,1.42465579470483e-06,1.49290601680416e-06
"1074","202010_W1",2020-09-28,"笛吹市",71003,1.73843555787922,1.86671022982342,1.48095843538573e-06,1.58231701533007e-06
"1075","202010_W1",2020-09-28,"西桂町",2753,0.0766661392063523,0.0825959747584989,7.72184595944469e-08,8.30861334259901e-08
"1076","202010_W1",2020-09-28,"身延町",14018,0.293088077536358,0.313569411683924,2.64772125447233e-07,2.81530013027507e-07
"1077","202010_W1",2020-09-28,"道志村",3459,0.311733226663852,0.329679720317979,5.95384766358749e-08,6.05518990447065e-08
"1078","202010_W1",2020-09-28,"都留市",32232,0.772212188921222,0.814256374093429,6.6319133415388e-07,6.95777488338063e-07
"1079","202010_W1",2020-09-28,"韮崎市",33133,0.690918623276488,0.749247827969804,6.71697408613717e-07,7.317907502346e-07
"1080","202010_W1",2020-09-28,"鳴沢村",4191,0.314386677152324,0.343909613330611,8.19188715158007e-08,9.3958087606324e-08
"1081","202010_W2",2020-10-05,"上野原市",23171,0.928668605285552,0.692441399838183,5.07813780668958e-07,2.03230058358923e-07
"1082","202010_W2",2020-10-05,"中央市",31064,0.649540674536326,0.279087961254512,6.97527479309072e-07,2.39905065521427e-07
"1083","202010_W2",2020-10-05,"丹波山村",638,0.0632797446758478,0.0609958689470113,1.31522296049648e-08,7.76316476821714e-09
"1084","202010_W2",2020-10-05,"北杜市",47035,1.89395775667163,1.41664544433034,1.02623622428224e-06,4.23248547576048e-07
"1085","202010_W2",2020-10-05,"南アルプス市",65587,1.37830818882847,0.587561550831709,1.48259334277421e-06,5.07537193247073e-07
"1086","202010_W2",2020-10-05,"南部町",7104,0.15151156671916,0.0631501964604662,1.52485048007577e-07,5.21529135132382e-08
"1087","202010_W2",2020-10-05,"大月市",22729,0.87069029588991,0.624254268954124,5.25948805817652e-07,2.07247451346216e-07
"1088","202010_W2",2020-10-05,"富士吉田市",48350,1.22761336718351,0.675467635949677,1.06730306701753e-06,3.8299830007461e-07
"1089","202010_W2",2020-10-05,"富士川町",13938,0.292034414558449,0.128463807725334,3.06554633406526e-07,1.04931906968357e-07
"1090","202010_W2",2020-10-05,"富士河口湖町",30351,1.5526286620705,1.26623278663069,6.7295653353594e-07,3.00710255299086e-07
"1091","202010_W2",2020-10-05,"小菅村",787,0.0544580715414155,0.0468038689052459,2.01411184892557e-08,8.98649382223535e-09
"1092","202010_W2",2020-10-05,"山中湖村",9965,0.74349322534633,0.686971398261914,1.83748226074523e-07,1.02400168644191e-07
"1093","202010_W2",2020-10-05,"山梨市",32627,0.81390442785221,0.442598498682233,7.23769369922544e-07,2.58803930930881e-07
"1094","202010_W2",2020-10-05,"市川三郷町",13693,0.276789388182953,0.109974447559306,3.10006912142239e-07,1.04341953123718e-07
"1095","202010_W2",2020-10-05,"忍野村",8132,0.208671254092151,0.123051801968268,1.71239400771434e-07,6.38803690237673e-08
"1096","202010_W2",2020-10-05,"早川町",1488,0.0342798435528962,0.0177532586149476,3.27864896309393e-08,1.15450807111298e-08
"1097","202010_W2",2020-10-05,"昭和町",27453,0.56739632641278,0.250383283347668,5.96446313328969e-07,2.07150096300407e-07
"1098","202010_W2",2020-10-05,"甲州市",30299,0.918905184763182,0.569845015216851,6.9468230509071e-07,2.55850050809128e-07
"1099","202010_W2",2020-10-05,"甲府市",204377,4.31735523259261,2.04372107956856,4.35434357572895e-06,1.52824927321375e-06
"1100","202010_W2",2020-10-05,"甲斐市",67608,1.43043017700271,0.620766314623107,1.52427814143079e-06,5.21639255405285e-07
"1101","202010_W2",2020-10-05,"笛吹市",70979,1.80686711400404,0.991535856825512,1.57886895689934e-06,5.63941052429108e-07
"1102","202010_W2",2020-10-05,"西桂町",3843,0.0796203002826606,0.0371618111058584,7.84396219528527e-08,2.5827709918144e-08
"1103","202010_W2",2020-10-05,"身延町",13015,0.304290941666172,0.155028141285339,2.85423067429315e-07,1.0210334988413e-07
"1104","202010_W2",2020-10-05,"道志村",1881,0.296804041056511,0.28602231399597,5.96674247800903e-08,3.68525118638824e-08
"1105","202010_W2",2020-10-05,"都留市",32520,0.81839641341979,0.450619790863344,7.07124179457721e-07,2.50572245662116e-07
"1106","202010_W2",2020-10-05,"韮崎市",32415,0.725203743965783,0.350681852908909,7.19704588454426e-07,2.52182661829419e-07
"1107","202010_W2",2020-10-05,"鳴沢村",3749,0.299666790932033,0.270633550294548,8.09003144774661e-08,4.13064936569624e-08
"1108","202010_W3",2020-10-12,"上野原市",25125,0.547227611655624,0.56353138726131,1.90711340443943e-07,2.22773492293811e-07
"1109","202010_W3",2020-10-12,"中央市",31036,0.252969543811874,0.289269200404994,2.40364354991398e-07,2.85731251503779e-07
"1110","202010_W3",2020-10-12,"丹波山村",636,0.047621591460897,0.0472284975305846,6.75388200368600e-09,7.48156817115861e-09
"1111","202010_W3",2020-10-12,"北杜市",50195,0.963560597034698,1.00271707688592,3.76626903106522e-07,4.37346783930062e-07
"1112","202010_W3",2020-10-12,"南アルプス市",63910,0.53668038263225,0.611871853584538,5.03807072571726e-07,6.00178365608027e-07
"1113","202010_W3",2020-10-12,"南部町",7473,0.048998557120029,0.0575953633526128,5.00438939549561e-08,5.95015741384173e-08
"1114","202010_W3",2020-10-12,"大月市",23435,0.448124380159105,0.464625611408689,1.86776114523802e-07,2.17531118247011e-07
"1115","202010_W3",2020-10-12,"富士吉田市",49496,0.568487223504616,0.62625586023949,3.72965941331196e-07,4.42351834865152e-07
"1116","202010_W3",2020-10-12,"富士川町",13892,0.112421952984172,0.128837727234179,1.04921871959282e-07,1.26045888565297e-07
"1117","202010_W3",2020-10-12,"富士河口湖町",32170,0.864000974012573,0.893907398620152,2.5655469265952e-07,2.95182000481038e-07
"1118","202010_W3",2020-10-12,"小菅村",880,0.0326945497282475,0.033752949668143,7.62552223393733e-09,8.7757059511722e-09
"1119","202010_W3",2020-10-12,"山中湖村",10887,0.428600150968342,0.44130710634807,8.18902984833059e-08,9.38012715328289e-08
"1120","202010_W3",2020-10-12,"山梨市",31729,0.356062048427787,0.395050804904184,2.52587722148586e-07,3.00824883908439e-07
"1121","202010_W3",2020-10-12,"市川三郷町",13994,0.120735847321812,0.135461864173448,1.03614404654467e-07,1.23785332824157e-07
"1122","202010_W3",2020-10-12,"忍野村",9018,0.100124180799998,0.108274303938562,6.27842884493496e-08,7.42678264569284e-08
"1123","202010_W3",2020-10-12,"早川町",1218,0.0231985219301956,0.0249775874939863,1.1586299319136e-08,1.34026977939043e-08
"1124","202010_W3",2020-10-12,"昭和町",27108,0.234285594645007,0.265298035682587,2.0829609645644e-07,2.47192092979086e-07
"1125","202010_W3",2020-10-12,"甲州市",31553,0.432085116543149,0.461981848788612,2.40077162935806e-07,2.82495185371003e-07
"1126","202010_W3",2020-10-12,"甲府市",204371,1.94393775887496,2.17253567551878,1.55693412834873e-06,1.85827486046805e-06
"1127","202010_W3",2020-10-12,"甲斐市",67653,0.572276575422765,0.650980458914094,5.12448328263279e-07,6.12435272310344e-07
"1128","202010_W3",2020-10-12,"笛吹市",72720,0.866764040835321,0.935805091644934,5.48442567618238e-07,6.4878357606531e-07
"1129","202010_W3",2020-10-12,"西桂町",3577,0.0320761376953672,0.0382149142339342,2.45529353140177e-08,3.22163031983725e-08
"1130","202010_W3",2020-10-12,"身延町",13373,0.141724843291064,0.155246057627115,1.01848469172906e-07,1.19123971635103e-07
"1131","202010_W3",2020-10-12,"道志村",2630,0.1508260830494,0.160874395401142,2.31565500879655e-08,2.62557003756975e-08
"1132","202010_W3",2020-10-12,"都留市",33024,0.379426627663112,0.41346816775687,2.45338349716868e-07,2.93056674990676e-07
"1133","202010_W3",2020-10-12,"韮崎市",33376,0.290607730004252,0.32924114585127,2.49866500749658e-07,2.97621277871421e-07
"1134","202010_W3",2020-10-12,"鳴沢村",4327,0.197174576245122,0.198447537161622,3.38925711978871e-08,3.83986913075394e-08
"1135","202010_W4",2020-10-19,"上野原市",25450,0.562490815943735,0.844604775261836,2.26227767952795e-07,5.72204278556107e-07
"1136","202010_W4",2020-10-19,"中央市",31261,0.290607688324593,0.700823145292203,2.82421072952693e-07,7.85961639723711e-07
"1137","202010_W4",2020-10-19,"丹波山村",858,0.037351894386114,0.0420976687855608,6.26911548579074e-09,1.29060284378874e-08
"1138","202010_W4",2020-10-19,"北杜市",51301,1.00432477758103,1.56867174288802,4.46230977806648e-07,1.12519733652184e-06
"1139","202010_W4",2020-10-19,"南アルプス市",65915,0.592916926150449,1.44476225700371,5.8551731851981e-07,1.63219656732918e-06
"1140","202010_W4",2020-10-19,"南部町",7586,0.0630557820567919,0.162605410719122,6.09014128881275e-08,1.72083349482505e-07
"1141","202010_W4",2020-10-19,"大月市",23739,0.429390411575663,0.708215859145144,2.13955502863713e-07,5.57359378634157e-07
"1142","202010_W4",2020-10-19,"富士吉田市",50760,0.669790148723161,1.29920092622985,4.48356974685608e-07,1.1994859033604e-06
"1143","202010_W4",2020-10-19,"富士川町",13990,0.114261724838315,0.300071198183735,1.26100021285664e-07,3.54399108200168e-07
"1144","202010_W4",2020-10-19,"富士河口湖町",34954,0.828263984955638,1.19934926154594,2.87786074196822e-07,6.92757154975683e-07
"1145","202010_W4",2020-10-19,"小菅村",1037,0.0210794920738878,0.0306468904457724,7.85931878956682e-09,1.99787319153778e-08
"1146","202010_W4",2020-10-19,"山中湖村",11176,0.4494227228355,0.548577872548962,9.60834682666589e-08,2.00023169380443e-07
"1147","202010_W4",2020-10-19,"山梨市",33392,0.370400884026772,0.787872967442252,2.92670555791364e-07,8.01515753493487e-07
"1148","202010_W4",2020-10-19,"市川三郷町",14186,0.141698326565504,0.324382178914039,1.25702672689102e-07,3.49745441263581e-07
"1149","202010_W4",2020-10-19,"忍野村",8873,0.122012051339778,0.239851446856651,7.92803396632311e-08,2.13132493892618e-07
"1150","202010_W4",2020-10-19,"早川町",1541,0.0200826013132679,0.0357797148964717,1.18856011722833e-08,3.14301206794418e-08
"1151","202010_W4",2020-10-19,"昭和町",28518,0.278810895361982,0.631215700573596,2.47079898388743e-07,6.77197035860288e-07
"1152","202010_W4",2020-10-19,"甲州市",31311,0.439873351500801,0.83277099836046,2.85541968245159e-07,7.68412329056616e-07
"1153","202010_W4",2020-10-19,"甲府市",202767,2.25797776316686,4.92547745962501,1.87204570515941e-06,5.13255324161675e-06
"1154","202010_W4",2020-10-19,"甲斐市",67429,0.671574265721111,1.56122765255593,6.15379855916477e-07,1.7039029577433e-06
"1155","202010_W4",2020-10-19,"笛吹市",72006,0.975733390029998,1.88427586922779,6.60760619623413e-07,1.77777970687853e-06
"1156","202010_W4",2020-10-19,"西桂町",2678,0.0432709965036023,0.0887626450157999,3.45038795202608e-08,9.08931569041615e-08
"1157","202010_W4",2020-10-19,"身延町",13769,0.156326168804078,0.33095581004052,1.1809389294792e-07,3.22820534456417e-07
"1158","202010_W4",2020-10-19,"道志村",3871,0.110144148203738,0.12825954828117,2.17721302623753e-08,4.27787676517756e-08
"1159","202010_W4",2020-10-19,"都留市",32464,0.431009422041034,0.86113977263308,3.00609954244727e-07,8.19414717418906e-07
"1160","202010_W4",2020-10-19,"韮崎市",32925,0.328162708294319,0.76289064394626,2.99673643402696e-07,8.3213539629053e-07
"1161","202010_W4",2020-10-19,"鳴沢村",4561,0.172502388166938,0.212764389892009,3.79972279938267e-08,8.37302147522482e-08
"1162","202010_W5",2020-10-26,"上野原市",25259,0.96091119360612,1.58981766469159,5.81623990572311e-07,1.24699471479354e-06
"1163","202010_W5",2020-10-26,"中央市",31403,0.707528511072027,1.50235612809016,7.93072806970574e-07,1.75972277277647e-06
"1164","202010_W5",2020-10-26,"丹波山村",847,0.0545633569756775,0.0735572843682567,1.4803331679945e-08,2.893999934845e-08
"1165","202010_W5",2020-10-26,"北杜市",52972,1.72281558050512,2.95087921749481,1.16077971769864e-06,2.48199585620569e-06
"1166","202010_W5",2020-10-26,"南アルプス市",64840,1.47206345386059,3.13608535804904,1.65304799383449e-06,3.67192616940945e-06
"1167","202010_W5",2020-10-26,"南部町",7776,0.16867810870135,0.358328921621997,1.78102152444355e-07,3.94264540699019e-07
"1168","202010_W5",2020-10-26,"大月市",23553,0.78784480574145,1.38620920714965,5.59690258183918e-07,1.21548138460256e-06
"1169","202010_W5",2020-10-26,"富士吉田市",50068,1.37006137125606,2.64496817734094,1.23350676779942e-06,2.70058697087766e-06
"1170","202010_W5",2020-10-26,"富士川町",13554,0.301023911084122,0.658419016688293,3.53519898841148e-07,7.88641877062501e-07
"1171","202010_W5",2020-10-26,"富士河口湖町",35262,1.44361578634691,2.28398424819006,7.19809771096676e-07,1.50535599362078e-06
"1172","202010_W5",2020-10-26,"小菅村",1017,0.0452796418144761,0.0694216552812338,2.1720108168995e-08,4.57438346695765e-08
"1173","202010_W5",2020-10-26,"山中湖村",11785,0.634375370321788,0.889448258627954,2.06896597997849e-07,4.08798066395281e-07
"1174","202010_W5",2020-10-26,"山梨市",32765,0.8288780022675,1.66401368463898,8.22629723236121e-07,1.81277617102841e-06
"1175","202010_W5",2020-10-26,"市川三郷町",13962,0.331056661800967,0.691518359372537,3.53830369529686e-07,7.85823073849517e-07
"1176","202010_W5",2020-10-26,"忍野村",8896,0.259987870492352,0.457050969774624,2.10525136168022e-07,4.55234337369483e-07
"1177","202010_W5",2020-10-26,"早川町",1438,0.0352058258217891,0.0694239253203866,3.41249331216008e-08,7.41272270839396e-08
"1178","202010_W5",2020-10-26,"昭和町",27381,0.656255728158472,1.35906548749155,7.03356016767828e-07,1.54979771784881e-06
"1179","202010_W5",2020-10-26,"甲州市",31652,0.869733851902952,1.66209369715455,7.7045392467138e-07,1.69385305502928e-06
"1180","202010_W5",2020-10-26,"甲府市",202384,4.93259663074045,10.1157833977939,5.09547853578399e-06,1.12921660586626e-05
"1181","202010_W5",2020-10-26,"甲斐市",67305,1.56946802296188,3.29327828398001,1.70113477221046e-06,3.77837646921043e-06
"1182","202010_W5",2020-10-26,"笛吹市",72116,1.91809954100566,3.7344193232341,1.7732672531316e-06,3.90697297726401e-06
"1183","202010_W5",2020-10-26,"西桂町",3349,0.0816146926737371,0.157486590045764,7.23424279239255e-08,1.62134360842435e-07
"1184","202010_W5",2020-10-26,"身延町",13601,0.351009511547213,0.694311565786997,3.27233997674641e-07,7.20734454812332e-07
"1185","202010_W5",2020-10-26,"道志村",3682,0.224669398176138,0.291859738116193,6.0430348277946e-08,1.08875761984186e-07
"1186","202010_W5",2020-10-26,"都留市",32480,0.8788719998895,1.71252237154876,8.13256331336295e-07,1.7957068501878e-06
"1187","202010_W5",2020-10-26,"韮崎市",34006,0.788576454757659,1.62855498528679,8.16989697435549e-07,1.81965529923165e-06
"1188","202010_W5",2020-10-26,"鳴沢村",4994,0.248370655443918,0.351975330309481,8.44984781109674e-08,1.70564116329432e-07
"1189","202011_W1",2020-11-02,"上野原市",24807,1.59706967755663,2.58662390378727,1.24684621564327e-06,2.17919314894147e-06
"1190","202011_W1",2020-11-02,"中央市",31605,1.4903190546495,2.61299509145985,1.7559575075299e-06,3.09812595399508e-06
"1191","202011_W1",2020-11-02,"丹波山村",786,0.0862500144030343,0.127192462297202,2.96932218125798e-08,5.04377396064039e-08
"1192","202011_W1",2020-11-02,"北杜市",51503,3.13212426515234,5.13565632070594,2.52852909496169e-06,4.42094874509238e-06
"1193","202011_W1",2020-11-02,"南アルプス市",65351,3.12471984214644,5.46444698534069,3.67332334441625e-06,6.47926480862647e-06
"1194","202011_W1",2020-11-02,"南部町",7791,0.368523602429427,0.633517031256427,4.05696545745847e-07,7.11419840643827e-07
"1195","202011_W1",2020-11-02,"大月市",24603,1.38018724357687,2.27844787686577,1.2118337132693e-06,2.12308578372701e-06
"1196","202011_W1",2020-11-02,"富士吉田市",50047,2.65033430483137,4.51201591698254,2.6903257554613e-06,4.72792659194985e-06
"1197","202011_W1",2020-11-02,"富士川町",14466,0.647955078411494,1.13877575458664,7.77085900039696e-07,1.37096919041952e-06
"1198","202011_W1",2020-11-02,"富士河口湖町",36481,2.4415819711737,3.8610786651912,1.51163627582451e-06,2.61860807942741e-06
"1199","202011_W1",2020-11-02,"小菅村",1027,0.0773042102039781,0.119560789919278,4.68595020913278e-08,8.12203069866786e-08
"1200","202011_W1",2020-11-02,"山中湖村",11503,0.932701695066843,1.4196544891605,4.08454157542244e-07,6.97681973195854e-07
"1201","202011_W1",2020-11-02,"山梨市",33176,1.68219023998838,2.87509479823454,1.82050742630923e-06,3.20154036951497e-06
"1202","202011_W1",2020-11-02,"市川三郷町",14054,0.692176774207776,1.19864917119652,7.8389602365001e-07,1.38074437561378e-06
"1203","202011_W1",2020-11-02,"忍野村",8500,0.450921673475618,0.765504274811378,4.57273643671414e-07,8.02402582140876e-07
"1204","202011_W1",2020-11-02,"早川町",1387,0.0812005998811899,0.136007269140356,7.26218207269181e-08,1.27648051413501e-07
"1205","202011_W1",2020-11-02,"昭和町",27655,1.33695182525873,2.33417042653022,1.53834545031124e-06,2.71379493019286e-06
"1206","202011_W1",2020-11-02,"甲州市",32109,1.68588385677171,2.84742165543906,1.68818454029929e-06,2.96541065670719e-06
"1207","202011_W1",2020-11-02,"甲府市",200230,10.0395863688114,17.3621572635941,1.12480126962795e-05,1.98070441465098e-05
"1208","202011_W1",2020-11-02,"甲斐市",67334,3.27966650145138,5.69395985450934,3.76700993224093e-06,6.63165902566408e-06
"1209","202011_W1",2020-11-02,"笛吹市",72768,3.74488054912526,6.38860867839668,3.8797612860701e-06,6.82828780089967e-06
"1210","202011_W1",2020-11-02,"西桂町",3393,0.1648521788088,0.277921135540906,1.70826784025155e-07,2.98023889485605e-07
"1211","202011_W1",2020-11-02,"身延町",13833,0.702563501510675,1.19198662443276,7.19513456884263e-07,1.26251798207954e-06
"1212","202011_W1",2020-11-02,"道志村",3194,0.341018233353144,0.501552614685877,1.1581012920105e-07,1.94313528312158e-07
"1213","202011_W1",2020-11-02,"都留市",32452,1.74556923283153,2.96405528489953,1.76888562970171e-06,3.10922848964731e-06
"1214","202011_W1",2020-11-02,"韮崎市",32612,1.67722112057584,2.8955758573825,1.85056644485059e-06,3.25613664734242e-06
"1215","202011_W1",2020-11-02,"鳴沢村",4345,0.387745244941547,0.58794132273644,1.77222917223046e-07,3.02315409236962e-07
"1216","202011_W2",2020-11-09,"上野原市",24132,2.53796573520965,3.17635965383915,2.17303209734499e-06,2.52957068615275e-06
"1217","202011_W2",2020-11-09,"中央市",31079,2.66232505756024,3.11300266863068,3.11239620353307e-06,3.58073292448004e-06
"1218","202011_W2",2020-11-09,"丹波山村",957,0.125458033843628,0.174251881140558,4.26709476031886e-08,5.37005621073817e-08
"1219","202011_W2",2020-11-09,"北杜市",48634,5.18273708047317,6.57624848397925,4.39380588540115e-06,5.16483839154588e-06
"1220","202011_W2",2020-11-09,"南アルプス市",65517,5.46923713960011,6.37184589798192,6.48217828736424e-06,7.45913550899098e-06
"1221","202011_W2",2020-11-09,"南部町",7886,0.638080371678946,0.804487856595222,7.02886064776644e-07,8.30889131874214e-07
"1222","202011_W2",2020-11-09,"大月市",24106,2.30386685860187,2.81796103203145,2.17611645744369e-06,2.50890605674363e-06
"1223","202011_W2",2020-11-09,"富士吉田市",49470,4.49762716076304,5.42817153743906,4.69283792155305e-06,5.42994496979493e-06
"1224","202011_W2",2020-11-09,"富士川町",14976,1.17844897940517,1.36042107906854,1.41180434060606e-06,1.61118603436022e-06
"1225","202011_W2",2020-11-09,"富士河口湖町",35220,4.01009198676535,5.28175937526361,2.6585193132753e-06,3.14248914163768e-06
"1226","202011_W2",2020-11-09,"小菅村",921,0.115592793269766,0.148901643640316,8.1052635359559e-08,9.46424403938862e-08
"1227","202011_W2",2020-11-09,"山中湖村",11237,1.39576783279597,1.94079329199503,6.69673046250504e-07,8.23210674138081e-07
"1228","202011_W2",2020-11-09,"山梨市",32416,2.88924069468344,3.4262160395966,3.18743202007515e-06,3.67675343920705e-06
"1229","202011_W2",2020-11-09,"市川三郷町",13859,1.19746738031272,1.40099747766628,1.38642603442873e-06,1.59386315052339e-06
"1230","202011_W2",2020-11-09,"忍野村",8533,0.76183148731332,0.929952432176647,7.90830288411547e-07,9.23206543199921e-07
"1231","202011_W2",2020-11-09,"早川町",1482,0.137718695201677,0.171115267014507,1.21024670774123e-07,1.40435265101674e-07
"1232","202011_W2",2020-11-09,"昭和町",26898,2.31959985311886,2.73132572209858,2.68722682968456e-06,3.10139969930688e-06
"1233","202011_W2",2020-11-09,"甲州市",31419,2.91208986158208,3.51376942539359,2.98846876840233e-06,3.45149437965091e-06
"1234","202011_W2",2020-11-09,"甲府市",201466,17.2315629964846,20.3649202170604,1.96300904190274e-05,2.27097016763665e-05
"1235","202011_W2",2020-11-09,"甲斐市",66367,5.70896535187059,6.70431989120731,6.62862527720936e-06,7.64628970521053e-06
"1236","202011_W2",2020-11-09,"笛吹市",72332,6.49412811607652,7.79916580140414,6.84639948477666e-06,7.91379589317114e-06
"1237","202011_W2",2020-11-09,"西桂町",3041,0.298799611260882,0.358129209245765,3.21920453499778e-07,3.73131120897181e-07
"1238","202011_W2",2020-11-09,"身延町",13889,1.21648505480357,1.49334597986476,1.25306200278671e-06,1.46055864878554e-06
"1239","202011_W2",2020-11-09,"道志村",2840,0.446303777104731,0.613020838834382,1.83762195458997e-07,2.21712342948083e-07
"1240","202011_W2",2020-11-09,"都留市",32893,2.9433149034852,3.53298080562234,3.09818631192676e-06,3.5752428698837e-06
"1241","202011_W2",2020-11-09,"韮崎市",33744,2.83721507058974,3.38344637811458,3.22311554638354e-06,3.75004243527451e-06
"1242","202011_W2",2020-11-09,"鳴沢村",3819,0.570957190528382,0.788375714320664,2.91814944512386e-07,3.58894630943332e-07
"1243","202011_W3",2020-11-16,"上野原市",24428,3.11270359040658,2.7605954703926,2.47875461106302e-06,1.831168110908e-06
"1244","202011_W3",2020-11-16,"中央市",31314,3.11099752113729,2.3375568570589,3.58492387425376e-06,2.57883844388398e-06
"1245","202011_W3",2020-11-16,"丹波山村",839,0.186568953884883,0.197970653005733,5.40372123484062e-08,4.35529280371584e-08
"1246","202011_W3",2020-11-16,"北杜市",50714,6.15046497165278,5.47712528540298,5.00716198030077e-06,3.71428910014534e-06
"1247","202011_W3",2020-11-16,"南アルプス市",65826,6.4206922575221,4.77267518429429,7.49741285982833e-06,5.38581971455573e-06
"1248","202011_W3",2020-11-16,"南部町",7839,0.806749485186537,0.70566563385545,8.19894213799186e-07,6.17071019419917e-07
"1249","202011_W3",2020-11-16,"大月市",25172,2.91468428137561,2.50372018125932,2.52969988604631e-06,1.86118271535241e-06
"1250","202011_W3",2020-11-16,"富士吉田市",49754,5.3300896751299,4.32111846205113,5.42607861767416e-06,3.95232249816955e-06
"1251","202011_W3",2020-11-16,"富士川町",14916,1.43560392177,1.06437038697455,1.68884500756752e-06,1.21187238151798e-06
"1252","202011_W3",2020-11-16,"富士河口湖町",37002,5.11010554532552,5.03386614962631,3.17089983958665e-06,2.46231268929318e-06
"1253","202011_W3",2020-11-16,"小菅村",1018,0.140638950762179,0.135224229486636,8.90514337512839e-08,6.78379768511959e-08
"1254","202011_W3",2020-11-16,"山中湖村",11504,1.89740330687195,2.01736091967239,8.11253769256791e-07,6.69900265906831e-07
"1255","202011_W3",2020-11-16,"山梨市",31487,3.36391102015728,2.62412546693937,3.65204227657538e-06,2.63964151297674e-06
"1256","202011_W3",2020-11-16,"市川三郷町",13995,1.3935114675883,1.05099924871607,1.59267341463745e-06,1.1464168074562e-06
"1257","202011_W3",2020-11-16,"忍野村",8845,0.902473751182422,0.744942835821926,9.06531228755605e-07,6.64338172251032e-07
"1258","202011_W3",2020-11-16,"早川町",1317,0.15680469935181,0.132361191950768,1.48616161418555e-07,1.07113354571612e-07
"1259","202011_W3",2020-11-16,"昭和町",26869,2.71918360961773,2.07001320568236,3.07416375830126e-06,2.22388204192672e-06
"1260","202011_W3",2020-11-16,"甲州市",31284,3.4690573362244,2.83158787845587,3.45296790828255e-06,2.51207897285409e-06
"1261","202011_W3",2020-11-16,"甲府市",200859,20.3054140087055,15.5338861558883,2.26032376760948e-05,1.62960952416794e-05
"1262","202011_W3",2020-11-16,"甲斐市",65386,6.62934326136056,4.99573324988718,7.61441892147829e-06,5.48624521858392e-06
"1263","202011_W3",2020-11-16,"笛吹市",73512,7.72872717379528,6.2019455441754,7.95553190278428e-06,5.76717470940752e-06
"1264","202011_W3",2020-11-16,"西桂町",3248,0.344598734577876,0.278033911925257,3.53016486244329e-07,2.58225635721698e-07
"1265","202011_W3",2020-11-16,"身延町",13919,1.50277040376863,1.26963827241141,1.46107020068112e-06,1.07770623487486e-06
"1266","202011_W3",2020-11-16,"道志村",2830,0.490840459488479,0.51851416558876,2.11831261353355e-07,1.69066562483475e-07
"1267","202011_W3",2020-11-16,"都留市",32937,3.52798569034604,2.81061591772613,3.59049997928073e-06,2.59643294120167e-06
"1268","202011_W3",2020-11-16,"韮崎市",34028,3.3390734782127,2.54782495594498,3.72348117822321e-06,2.67917176781124e-06
