"","週","week","city","population_inflow","agrgt潜在的感染者人流_lag1","agrgt潜在的感染者人流_lag2","in_risk_lag1","in_risk_lag2"
"482","202004_W5",2020-04-27,"身延町",12723,0.117369933554103,0.0649122838012999,1.30298391628017e-07,7.33591341741717e-08
"483","202004_W5",2020-04-27,"道志村",1400,0.0446329929748966,0.0284173142392729,1.62198119113407e-08,8.90940573142565e-09
"484","202004_W5",2020-04-27,"都留市",31796,0.352941241957866,0.202704080214439,3.39589321336079e-07,1.93904038076221e-07
"485","202004_W5",2020-04-27,"韮崎市",32166,0.320961767655007,0.186950029834433,3.42662258687139e-07,1.94981382953845e-07
"486","202004_W5",2020-04-27,"鳴沢村",4420,0.118161356017862,0.0708198875410453,3.94313741617174e-08,2.24725504495666e-08
"487","202005_W1",2020-05-04,"上野原市",24004,0.174382247014233,0.0609809605015129,1.41179244596376e-07,3.79376852489449e-08
"488","202005_W1",2020-05-04,"中央市",31653,0.171900480741819,0.046223550374607,1.91982608372511e-07,4.79878343512929e-08
"489","202005_W1",2020-05-04,"丹波山村",546,0.00842853703485117,0.00323935108660564,3.17492641552509e-09,7.68517023927084e-10
"490","202005_W1",2020-05-04,"北杜市",47188,0.30294986696595,0.0986326824441568,2.71926684329496e-07,7.21371846737078e-08
"491","202005_W1",2020-05-04,"南アルプス市",68425,0.362793973171238,0.0988392344208705,4.05121293204793e-07,1.02454062516749e-07
"492","202005_W1",2020-05-04,"南部町",7907,0.0399007278553568,0.00965638525844953,4.62604215832186e-08,1.11553086541121e-08
"493","202005_W1",2020-05-04,"大月市",24899,0.173295735506784,0.0579729936020589,1.44681358243839e-07,3.72571533685138e-08
"494","202005_W1",2020-05-04,"富士吉田市",46418,0.251812533143654,0.0710273338913765,2.80874583068461e-07,7.12819414200829e-08
"495","202005_W1",2020-05-04,"富士川町",14429,0.0715897481679186,0.018118514415072,8.54965313425934e-08,2.09406983203586e-08
"496","202005_W1",2020-05-04,"富士河口湖町",27404,0.178526544507229,0.0574617788380481,1.6056724702686e-07,4.15847992951199e-08
"497","202005_W1",2020-05-04,"小菅村",584,0.00683883484357048,0.00234177858513851,4.50138219082563e-09,1.01209401915421e-09
"498","202005_W1",2020-05-04,"山中湖村",6831,0.0841781420927272,0.0333092931850348,4.40007707149786e-08,1.06962050285686e-08
"499","202005_W1",2020-05-04,"山梨市",34821,0.168526233475416,0.0456662273919633,1.9459556298928e-07,5.04091824541358e-08
"500","202005_W1",2020-05-04,"市川三郷町",14033,0.0747401945907741,0.0209746567530953,8.65265730364863e-08,2.22036044672312e-08
"501","202005_W1",2020-05-04,"忍野村",8794,0.0534324445723494,0.0160630164041901,5.28364727272386e-08,1.3397714742329e-08
"502","202005_W1",2020-05-04,"早川町",897,0.0080499497285769,0.00203351998113021,8.22560865693522e-09,1.86445157107953e-09
"503","202005_W1",2020-05-04,"昭和町",23022,0.124340773517189,0.0342618061483117,1.41419238798894e-07,3.55103720674932e-08
"504","202005_W1",2020-05-04,"甲州市",30858,0.167807918751674,0.0476850576994474,1.80376457797196e-07,4.65302760955008e-08
"505","202005_W1",2020-05-04,"甲府市",195796,1.09754437783215,0.297319153116794,1.21065810229579e-06,2.98703542589257e-07
"506","202005_W1",2020-05-04,"甲斐市",71183,0.375445889082516,0.105341733846548,4.17458772511772e-07,1.08177997150619e-07
"507","202005_W1",2020-05-04,"笛吹市",69230,0.386242253422808,0.112173300911613,4.14861570052983e-07,1.06912822852041e-07
"508","202005_W1",2020-05-04,"西桂町",4040,0.0188825568488217,0.00543615497029687,2.18208418589041e-08,6.01753187969935e-09
"509","202005_W1",2020-05-04,"身延町",13220,0.0691090435432453,0.0188951031041128,7.46148960969891e-08,1.87352862850686e-08
"510","202005_W1",2020-05-04,"道志村",1280,0.0229217435908712,0.0111686164721147,9.5997414347334e-09,2.42705689800047e-09
"511","202005_W1",2020-05-04,"都留市",32631,0.20833033356883,0.0629350030787859,1.93614187740266e-07,4.84655835266583e-08
"512","202005_W1",2020-05-04,"韮崎市",31216,0.181047011347811,0.0498592082404928,1.96623971874889e-07,4.89159842513972e-08
"513","202005_W1",2020-05-04,"鳴沢村",4187,0.0846410971175303,0.0382608929469475,2.35842235541539e-08,7.4479840978621e-09
"514","202005_W2",2020-05-11,"上野原市",24172,0.0596939783751474,0.129714827087133,3.70349221277661e-08,1.39011638651594e-07
"515","202005_W2",2020-05-11,"中央市",31774,0.0480299327746648,0.156693984547,4.83173265815631e-08,1.88951297178167e-07
"516","202005_W2",2020-05-11,"丹波山村",584,0.00279287983492373,0.00309190790186833,8.66496101681341e-10,2.70991719775151e-09
"517","202005_W2",2020-05-11,"北杜市",45961,0.114314490539039,0.24538548444627,7.24538078516452e-08,2.68479413451867e-07
"518","202005_W2",2020-05-11,"南アルプス市",66123,0.10257528662461,0.340699792382559,1.04695585848691e-07,4.10221007014215e-07
"519","202005_W2",2020-05-11,"南部町",7766,0.00955141796126287,0.0361766272799596,1.09817245446318e-08,4.39019878280428e-08
"520","202005_W2",2020-05-11,"大月市",24483,0.0748847801394226,0.138050165555239,4.1878815682051e-08,1.4212531912487e-07
"521","202005_W2",2020-05-11,"富士吉田市",48306,0.0725437884406708,0.234341492709443,7.09841224146283e-08,2.78287760768324e-07
"522","202005_W2",2020-05-11,"富士川町",14281,0.0189204281547705,0.0707090607654306,2.19368826047846e-08,8.63514398638506e-08
"523","202005_W2",2020-05-11,"富士河口湖町",26506,0.0733577089224471,0.145557875263017,4.14443494157298e-08,1.53872129694478e-07
"524","202005_W2",2020-05-11,"小菅村",794,0.00150780293939935,0.00317700787789953,8.83406916843809e-10,3.36815514449255e-09
"525","202005_W2",2020-05-11,"山中湖村",7326,0.0324838121012203,0.0416343584646261,1.0267356678815e-08,3.37002129457999e-08
"526","202005_W2",2020-05-11,"山梨市",33115,0.0513786290715313,0.170461329230208,5.2562806116239e-08,2.05488561335284e-07
"527","202005_W2",2020-05-11,"市川三郷町",14241,0.0187779960655352,0.0703919726676178,2.13951498007273e-08,8.5538584538914e-08
"528","202005_W2",2020-05-11,"忍野村",8854,0.0167905332182146,0.0448921221888562,1.3371772524664e-08,5.14297608398466e-08
"529","202005_W2",2020-05-11,"早川町",1539,0.00193922013610547,0.0050583363136411,1.36968971046904e-09,5.75873555637079e-09
"530","202005_W2",2020-05-11,"昭和町",25395,0.0357263107389861,0.114332697605918,3.4752236526132e-08,1.35611345625299e-07
"531","202005_W2",2020-05-11,"甲州市",30038,0.0525280932435928,0.154683255560846,4.68787153113609e-08,1.82680126499105e-07
"532","202005_W2",2020-05-11,"甲府市",199434,0.294945743674606,0.975408974280178,2.9741841795277e-07,1.16974758221622e-06
"533","202005_W2",2020-05-11,"甲斐市",69099,0.103592401280566,0.351925759276206,1.08221271757717e-07,4.24319598725465e-07
"534","202005_W2",2020-05-11,"笛吹市",68773,0.107669213083551,0.350249829785412,1.05923945363505e-07,4.16420684975595e-07
"535","202005_W2",2020-05-11,"西桂町",3922,0.00548357020199294,0.0199265022838474,6.13378318560539e-09,2.42537296010639e-08
"536","202005_W2",2020-05-11,"身延町",12882,0.021641299485103,0.0648375832291037,1.9853667002736e-08,7.65137353106266e-08
"537","202005_W2",2020-05-11,"道志村",1637,0.00813165862005473,0.0103590074218312,2.10635470515617e-09,6.17846170094879e-09
"538","202005_W2",2020-05-11,"都留市",32689,0.0683684357540614,0.166748583382744,4.98190010045211e-08,1.89268109179611e-07
"539","202005_W2",2020-05-11,"韮崎市",31810,0.0484770659158349,0.154747860593149,4.75012583006593e-08,1.85784086003234e-07
"540","202005_W2",2020-05-11,"鳴沢村",3851,0.0343753877189896,0.0318599063916012,7.21098835831927e-09,1.98322095990861e-08
"541","202005_W3",2020-05-18,"上野原市",24038,0.129471610668734,0.206800293859296,1.37563398871405e-07,2.39056745986399e-07
"542","202005_W3",2020-05-18,"中央市",31206,0.157383695575405,0.271227900848398,1.89938989148887e-07,3.31608814197347e-07
"543","202005_W3",2020-05-18,"丹波山村",595,0.00338413175962719,0.00494322346769272,2.90078986738167e-09,4.98115888046057e-09
"544","202005_W3",2020-05-18,"北杜市",44966,0.239382104258992,0.389438680647153,2.65228692571862e-07,4.61817814994977e-07
"545","202005_W3",2020-05-18,"南アルプス市",66993,0.330072213717307,0.57602752744015,4.01347999747774e-07,7.06190219247462e-07
"546","202005_W3",2020-05-18,"南部町",7870,0.03605678431612,0.0628380266961247,4.4087494670199e-08,7.69788405649034e-08
"547","202005_W3",2020-05-18,"大月市",24187,0.136604903978526,0.214331882142249,1.40809235563686e-07,2.43528858877075e-07
"548","202005_W3",2020-05-18,"富士吉田市",47642,0.240863575798972,0.406577117814652,2.83921023989392e-07,4.92918180611723e-07
"549","202005_W3",2020-05-18,"富士川町",14370,0.0706639708509599,0.123339621534758,8.6395334945304e-08,1.51525380636241e-07
"550","202005_W3",2020-05-18,"富士河口湖町",27404,0.143616026250763,0.227729662592311,1.52841215554333e-07,2.64895443883897e-07
"551","202005_W3",2020-05-18,"小菅村",724,0.0039765779202295,0.00612274160826539,4.21231474763991e-09,6.9495295255058e-09
"552","202005_W3",2020-05-18,"山中湖村",7063,0.0454476218577886,0.0601071333267614,3.57699646398102e-08,5.98845031441066e-08
"553","202005_W3",2020-05-18,"山梨市",33298,0.16783728702712,0.289917965431858,2.00540393649391e-07,3.53238943207404e-07
"554","202005_W3",2020-05-18,"市川三郷町",13727,0.0697425637676419,0.121187890324151,8.5327396199033e-08,1.4905897294852e-07
"555","202005_W3",2020-05-18,"忍野村",8675,0.0453103484918148,0.0752869047500561,5.11089266963626e-08,8.91215759289723e-08
"556","202005_W3",2020-05-18,"早川町",1414,0.0065038533677362,0.0105533471013357,7.71810656492032e-09,1.24938253871046e-08
"557","202005_W3",2020-05-18,"昭和町",26456,0.122923220544791,0.205376356745935,1.45516478518082e-07,2.49421384671825e-07
"558","202005_W3",2020-05-18,"甲州市",30325,0.153037016129307,0.260250779538255,1.79913203854634e-07,3.15209018488543e-07
"559","202005_W3",2020-05-18,"甲府市",200674,0.987068286562137,1.69479361426546,1.18427870123098e-06,2.06286742482394e-06
"560","202005_W3",2020-05-18,"甲斐市",68200,0.3444694647079,0.59756976008254,4.15876494438582e-07,7.30376110850423e-07
"561","202005_W3",2020-05-18,"笛吹市",68304,0.343385573505258,0.591574460341906,4.11663372303224e-07,7.20840790982994e-07
"562","202005_W3",2020-05-18,"西桂町",3881,0.0194947133081146,0.0340544604229577,2.36956839217258e-08,4.1723697443471e-08
"563","202005_W3",2020-05-18,"身延町",12999,0.0649648207427394,0.110208931167545,7.60263941156634e-08,1.33296838324333e-07
"564","202005_W3",2020-05-18,"道志村",1692,0.0106060681342435,0.0120937748095061,6.56014986280709e-09,1.05957913097018e-08
"565","202005_W3",2020-05-18,"都留市",32233,0.168275984917895,0.279426321458456,1.90800749483004e-07,3.32303715592533e-07
"566","202005_W3",2020-05-18,"韮崎市",32369,0.156106304643189,0.267016724795521,1.87409185281715e-07,3.25933724867616e-07
"567","202005_W3",2020-05-18,"鳴沢村",3664,0.0278161492960611,0.0350506219138748,1.98746412540057e-08,3.33504539107351e-08
"568","202005_W4",2020-05-25,"上野原市",23643,0.206376157881113,0.209634156786916,2.36837030274833e-07,2.37353495624019e-07
"569","202005_W4",2020-05-25,"中央市",30884,0.269266055948161,0.270910096834275,3.29121486735763e-07,3.30013870061358e-07
"570","202005_W4",2020-05-25,"丹波山村",497,0.00512737045315457,0.00567815622380559,5.26617103987576e-09,5.24573883355647e-09
"571","202005_W4",2020-05-25,"北杜市",46001,0.3807531521017,0.384922715670501,4.52571187358981e-07,4.54408332821124e-07
"572","202005_W4",2020-05-25,"南アルプス市",67255,0.571574387685744,0.572051425790576,6.99155479811281e-07,6.98321682745936e-07
"573","202005_W4",2020-05-25,"南部町",8054,0.0630396145006173,0.0628029945977004,7.72139427450395e-08,7.71749272830484e-08
"574","202005_W4",2020-05-25,"大月市",24347,0.210544192545706,0.21340218047567,2.38052488645576e-07,2.38744708496018e-07
"575","202005_W4",2020-05-25,"富士吉田市",47416,0.410174811415675,0.409395511044978,4.9601897573739e-07,4.96504488874546e-07
"576","202005_W4",2020-05-25,"富士川町",13934,0.12299774280739,0.123017864327452,1.51139619303472e-07,1.51004294135211e-07
"577","202005_W4",2020-05-25,"富士河口湖町",27372,0.227853090981451,0.228697767530151,2.68930351295101e-07,2.67996843597333e-07
"578","202005_W4",2020-05-25,"小菅村",776,0.00649528004696714,0.00681850204261142,7.53693834838248e-09,7.63408929566347e-09
"579","202005_W4",2020-05-25,"山中湖村",8180,0.06078268344215,0.0614380583087913,6.30317277701187e-08,6.27416854039542e-08
"580","202005_W4",2020-05-25,"山梨市",32939,0.285798688324907,0.285541641225378,3.48894959000936e-07,3.48220106846177e-07
"581","202005_W4",2020-05-25,"市川三郷町",13412,0.119412739799679,0.119974360731248,1.46557972962769e-07,1.47284878914712e-07
"582","202005_W4",2020-05-25,"忍野村",8288,0.0747321786952367,0.0761909876505578,8.84600870209111e-08,8.86498873513914e-08
"583","202005_W4",2020-05-25,"早川町",1502,0.0123685574738207,0.0120095419684243,1.46030704181765e-08,1.46070573932142e-08
"584","202005_W4",2020-05-25,"昭和町",25752,0.220194224298343,0.218730789305616,2.66293356545045e-07,2.64720149284322e-07
"585","202005_W4",2020-05-25,"甲州市",30504,0.25884521969179,0.260292182530609,3.12116345838907e-07,3.12266726564554e-07
"586","202005_W4",2020-05-25,"甲府市",200035,1.71465851074599,1.72297153282354,2.08437171043962e-06,2.08338455985322e-06
"587","202005_W4",2020-05-25,"甲斐市",68460,0.585837574315642,0.588225495338693,7.16576432375635e-07,7.1790141613048e-07
"588","202005_W4",2020-05-25,"笛吹市",69154,0.586645459444954,0.589201162788014,7.13864669578815e-07,7.14696341867273e-07
"589","202005_W4",2020-05-25,"西桂町",4280,0.0335302638983079,0.0335847787043588,4.1031547317018e-08,4.10353901864686e-08
"590","202005_W4",2020-05-25,"身延町",13185,0.108759833483611,0.108857437874262,1.31744124592436e-07,1.31718112734456e-07
"591","202005_W4",2020-05-25,"道志村",2090,0.0134881434932808,0.0127661502325283,1.12262982065873e-08,1.11088763822232e-08
"592","202005_W4",2020-05-25,"都留市",32414,0.276332948786737,0.279714842197291,3.31089845529895e-07,3.31649946154231e-07
"593","202005_W4",2020-05-25,"韮崎市",32331,0.272316241863066,0.272994669834991,3.3202329349931e-07,3.31254553274662e-07
"594","202005_W4",2020-05-25,"鳴沢村",4276,0.0320903555066998,0.0341259411396267,3.24282040702016e-08,3.2772505741717e-08
"595","202006_W1",2020-06-01,"上野原市",23414,0.208164368245003,0.211259684963991,2.34685952658514e-07,2.34512919892908e-07
"596","202006_W1",2020-06-01,"中央市",30259,0.267520028745318,0.268309115385005,3.25539072808705e-07,3.25246615814273e-07
"597","202006_W1",2020-06-01,"丹波山村",757,0.00577612581471721,0.00609849206240213,4.77875051160213e-09,4.56613347856138e-09
"598","202006_W1",2020-06-01,"北杜市",47165,0.385299427834169,0.389548867083984,4.49273356308224e-07,4.50055624070734e-07
"599","202006_W1",2020-06-01,"南アルプス市",66465,0.577053564550389,0.578972832528373,7.03381464684582e-07,7.0385999987438e-07
"600","202006_W1",2020-06-01,"南部町",8015,0.063092199142984,0.0632244895739895,7.70937102051164e-08,7.71369971255115e-08
"601","202006_W1",2020-06-01,"大月市",23698,0.211938133230017,0.216230102177875,2.35631766002196e-07,2.35912882908333e-07
"602","202006_W1",2020-06-01,"富士吉田市",47342,0.407497413920478,0.407354069709552,4.93265862011158e-07,4.93136660263062e-07
"603","202006_W1",2020-06-01,"富士川町",14082,0.122048331850233,0.121614064789338,1.49582687264866e-07,1.4892347142215e-07
"604","202006_W1",2020-06-01,"富士河口湖町",27677,0.23372103281891,0.234620373840813,2.70316933378642e-07,2.69794580064944e-07
"605","202006_W1",2020-06-01,"小菅村",802,0.006854460777188,0.00707935574740684,7.37390481807238e-09,7.40226942991987e-09
"606","202006_W1",2020-06-01,"山中湖村",8780,0.0640292665443924,0.0649802456155703,6.55226792445834e-08,6.60485666464946e-08
"607","202006_W1",2020-06-01,"山梨市",32685,0.285163009645551,0.285172421449387,3.48548496211706e-07,3.47853266861544e-07
"608","202006_W1",2020-06-01,"市川三郷町",13606,0.116475003667541,0.116355688422694,1.42868695602981e-07,1.42413261883494e-07
"609","202006_W1",2020-06-01,"忍野村",8145,0.0740811015469479,0.0745719777936746,8.60090625351557e-08,8.53458083925971e-08
"610","202006_W1",2020-06-01,"早川町",1766,0.0120306614073065,0.0120823937528341,1.45339798408496e-08,1.46335520383404e-08
"611","202006_W1",2020-06-01,"昭和町",25974,0.221658133474415,0.221179449243283,2.68179246312528e-07,2.67276303377346e-07
"612","202006_W1",2020-06-01,"甲州市",31007,0.261643786272795,0.26290741058607,3.12333443924307e-07,3.12525620175937e-07
"613","202006_W1",2020-06-01,"甲府市",201434,1.72383563859093,1.73032650267929,2.08484665528569e-06,2.08376259745202e-06
"614","202006_W1",2020-06-01,"甲斐市",68268,0.584150611225343,0.585622578217926,7.12666573069048e-07,7.12754292692156e-07
"615","202006_W1",2020-06-01,"笛吹市",68246,0.589808090734828,0.592873037612554,7.14604824740313e-07,7.15765661568503e-07
"616","202006_W1",2020-06-01,"西桂町",3808,0.0349601218261723,0.0354759174773173,4.27457716972006e-08,4.33183410515162e-08
"617","202006_W1",2020-06-01,"身延町",12635,0.109647776344215,0.110561065856562,1.32886282048312e-07,1.33361017836524e-07
"618","202006_W1",2020-06-01,"道志村",2079,0.016438707969121,0.0163846095723299,1.24138099059238e-08,1.27068344250589e-08
"619","202006_W1",2020-06-01,"都留市",31811,0.27910668235048,0.28155206579901,3.30054253381288e-07,3.3018907648582e-07
"620","202006_W1",2020-06-01,"韮崎市",32785,0.275905921236989,0.277514895400571,3.34383997702885e-07,3.34541925838598e-07
"621","202006_W1",2020-06-01,"鳴沢村",3874,0.0371507576109606,0.0385524133532016,3.1602289493046e-08,3.15236436579984e-08
"622","202006_W2",2020-06-08,"上野原市",23124,0.209485175140407,0.165228092730181,2.30013030333097e-07,1.67076938436434e-07
"623","202006_W2",2020-06-08,"中央市",31418,0.263823606636611,0.192775818221862,3.19841893700241e-07,2.30653689678316e-07
"624","202006_W2",2020-06-08,"丹波山村",675,0.00732712988432877,0.00701387457738431,4.95165464764716e-09,3.20453743744933e-09
"625","202006_W2",2020-06-08,"北杜市",45637,0.397620770613879,0.304079025854878,4.52234182421019e-07,3.24827704489541e-07
"626","202006_W2",2020-06-08,"南アルプス市",65845,0.575326590065614,0.417299979654804,7.00476697282909e-07,5.02961609008484e-07
"627","202006_W2",2020-06-08,"南部町",7906,0.0631156042363619,0.0461074945990095,7.67784301877782e-08,5.52306545453062e-08
"628","202006_W2",2020-06-08,"大月市",24207,0.215728206870764,0.170396114765169,2.31263160327323e-07,1.68556297143087e-07
"629","202006_W2",2020-06-08,"富士吉田市",47361,0.405913885880375,0.296158491216511,4.89446036980178e-07,3.51695084497274e-07
"630","202006_W2",2020-06-08,"富士川町",14007,0.12095401967263,0.0868827905961386,1.47648271491477e-07,1.05213100681784e-07
"631","202006_W2",2020-06-08,"富士河口湖町",27417,0.235739538937752,0.182138871815689,2.65568256574734e-07,1.92137553004501e-07
"632","202006_W2",2020-06-08,"小菅村",774,0.00742643836469273,0.0061259980948498,7.49913534585671e-09,5.40379932051334e-09
"633","202006_W2",2020-06-08,"山中湖村",8352,0.0715578787652985,0.0611574464364395,6.82577878792598e-08,4.95781796002118e-08
"634","202006_W2",2020-06-08,"山梨市",32035,0.28247867577371,0.208424800152451,3.40565141933656e-07,2.46123734532125e-07
"635","202006_W2",2020-06-08,"市川三郷町",14294,0.116332830332047,0.083264855738298,1.42344963171877e-07,1.0109837164931e-07
"636","202006_W2",2020-06-08,"忍野村",8558,0.0705943676150535,0.0520395105722927,8.27486570450903e-08,5.93588219645496e-08
"637","202006_W2",2020-06-08,"早川町",1937,0.0125583900306395,0.00905983278392979,1.51341228653541e-08,1.07676065347163e-08
"638","202006_W2",2020-06-08,"昭和町",27557,0.218861013742185,0.159260120180299,2.64474889116298e-07,1.8930110097974e-07
"639","202006_W2",2020-06-08,"甲州市",30870,0.266998714543209,0.197009352533575,3.15017061213708e-07,2.24621968101359e-07
"640","202006_W2",2020-06-08,"甲府市",201290,1.73526529978938,1.268839232905,2.08131582758469e-06,1.48845111891261e-06
"641","202006_W2",2020-06-08,"甲斐市",68725,0.584912294695836,0.424036566876273,7.10908432403487e-07,5.09219042383939e-07
"642","202006_W2",2020-06-08,"笛吹市",68987,0.592589922220156,0.435525275400231,7.11852457437607e-07,5.12596995769839e-07
"643","202006_W2",2020-06-08,"西桂町",3837,0.0345009023613107,0.0261204762642749,4.19230183634854e-08,3.14244248783818e-08
"644","202006_W2",2020-06-08,"身延町",12755,0.108341990446209,0.0813682027673352,1.29989718720703e-07,9.52609174085777e-08
"645","202006_W2",2020-06-08,"道志村",1837,0.0193602550580938,0.017605959644725,1.43973779910422e-08,1.03597612866077e-08
"646","202006_W2",2020-06-08,"都留市",31869,0.280066925781646,0.211118342050795,3.25978976270383e-07,2.3557298812266e-07
"647","202006_W2",2020-06-08,"韮崎市",32707,0.278579669695681,0.204275003768286,3.3442769807422e-07,2.39502885790891e-07
"648","202006_W2",2020-06-08,"鳴沢村",3848,0.0403740533155613,0.0381433550862362,3.01095322869383e-08,2.27457198544875e-08
"649","202006_W3",2020-06-15,"上野原市",24099,0.169378337572961,0.134925055560104,1.63158499433865e-07,9.9338494528754e-08
"650","202006_W3",2020-06-15,"中央市",31579,0.191047727296113,0.122258313937795,2.27839704109429e-07,1.39027649887992e-07
"651","202006_W3",2020-06-15,"丹波山村",781,0.00837742674708522,0.00944331347652562,4.1999554127714e-09,2.70603403175122e-09
"652","202006_W3",2020-06-15,"北杜市",47450,0.30493457357392,0.220463955011194,3.23289468366154e-07,1.94664285484583e-07
"653","202006_W3",2020-06-15,"南アルプス市",66968,0.412888383451446,0.256451937575506,4.97002649787595e-07,2.97341498683948e-07
"654","202006_W3",2020-06-15,"南部町",7680,0.0453681844097264,0.0272799385212904,5.45639742530472e-08,3.24296035107901e-08
"655","202006_W3",2020-06-15,"大月市",24526,0.167461723530843,0.129009019708346,1.65264916297912e-07,1.03380378680916e-07
"656","202006_W3",2020-06-15,"富士吉田市",47924,0.295800461492447,0.191919245463697,3.48096329912734e-07,2.09964193282075e-07
"657","202006_W3",2020-06-15,"富士川町",13795,0.0874856457921264,0.0538416953646215,1.05804201487515e-07,6.34542785557684e-08
"658","202006_W3",2020-06-15,"富士河口湖町",29566,0.180436422627699,0.134046185281921,1.89337645875516e-07,1.1592729198974e-07
"659","202006_W3",2020-06-15,"小菅村",1016,0.00588659726408838,0.00497145278184981,5.38802504869343e-09,3.30731126198562e-09
"660","202006_W3",2020-06-15,"山中湖村",9113,0.0605751336014631,0.0550883729780967,4.94534477394631e-08,3.09620943097495e-08
"661","202006_W3",2020-06-15,"山梨市",32746,0.206462805327061,0.133752529493407,2.40266439741001e-07,1.43947376700403e-07
"662","202006_W3",2020-06-15,"市川三郷町",13569,0.0854869415322813,0.0537401399802369,1.03520813936429e-07,6.36319280993506e-08
"663","202006_W3",2020-06-15,"忍野村",8204,0.0522490431099219,0.0362678918293964,5.96172673509243e-08,3.68959197313722e-08
"664","202006_W3",2020-06-15,"早川町",1780,0.00973725065603084,0.00674657633325248,1.14547028287518e-08,7.59921231517972e-09
"665","202006_W3",2020-06-15,"昭和町",26911,0.162130113671355,0.107302874783809,1.91535591134988e-07,1.18913643720864e-07
"666","202006_W3",2020-06-15,"甲州市",31215,0.203241618817468,0.138927792254244,2.26476835588513e-07,1.36445606798986e-07
"667","202006_W3",2020-06-15,"甲府市",202427,1.26965968129785,0.820219872132115,1.4900435600397e-06,8.99445543392042e-07
"668","202006_W3",2020-06-15,"甲斐市",68097,0.422841193500461,0.265559987427908,5.08216865505062e-07,3.07185011794014e-07
"669","202006_W3",2020-06-15,"笛吹市",69079,0.435601306479287,0.284892239061599,5.06140643503649e-07,3.0595635281276e-07
"670","202006_W3",2020-06-15,"西桂町",3571,0.023751507839808,0.0150162406098978,2.83936201743073e-08,1.72300784402585e-08
"671","202006_W3",2020-06-15,"身延町",13562,0.0775666152437736,0.0500384760764396,9.0775691376734e-08,5.49633828949818e-08
"672","202006_W3",2020-06-15,"道志村",2599,0.0149949937840749,0.0149179307594863,1.06139751584015e-08,6.82762889699888e-09
"673","202006_W3",2020-06-15,"都留市",31213,0.207797639235733,0.143528070857903,2.31353237961304e-07,1.4028713240013e-07
"674","202006_W3",2020-06-15,"韮崎市",33824,0.206236893015548,0.135910616086888,2.39691309834893e-07,1.45388897961196e-07
"675","202006_W3",2020-06-15,"鳴沢村",3933,0.0366030561916501,0.0394919405463268,2.14880517704033e-08,1.42440441493198e-08
"676","202006_W4",2020-06-22,"上野原市",24080,0.149087655844273,0.20780169622639,1.00544292997811e-07,1.05009354233217e-07
"677","202006_W4",2020-06-22,"中央市",31051,0.123519333111428,0.132039660703804,1.40940615555096e-07,1.41456470066275e-07
"678","202006_W4",2020-06-22,"丹波山村",665,0.0109494417955862,0.0184392300554479,2.63258786059276e-09,3.26913799781006e-09
"679","202006_W4",2020-06-22,"北杜市",48898,0.23813936351936,0.310168556485413,1.9639388962286e-07,2.01576673014815e-07
"680","202006_W4",2020-06-22,"南アルプス市",65453,0.262731801238651,0.28156410102613,2.98589500530574e-07,2.99353426655482e-07
"681","202006_W4",2020-06-22,"南部町",7859,0.0271058884814665,0.0284831221759999,3.19752661836575e-08,3.22825020390315e-08
"682","202006_W4",2020-06-22,"大月市",24654,0.141254085427026,0.190997346802447,1.03753666270436e-07,1.08900416022102e-07
"683","202006_W4",2020-06-22,"富士吉田市",48514,0.20002058444462,0.230753988335155,2.10561820655215e-07,2.13494687668375e-07
"684","202006_W4",2020-06-22,"富士川町",14034,0.0542079671947373,0.0578148250369357,6.24710694467174e-08,6.32141440498502e-08
"685","202006_W4",2020-06-22,"富士河口湖町",29867,0.152771716757607,0.210718627491202,1.17992972462077e-07,1.23275085585469e-07
"686","202006_W4",2020-06-22,"小菅村",771,0.00728838400191655,0.0114526163702931,3.63602716154611e-09,3.92972557590403e-09
"687","202006_W4",2020-06-22,"山中湖村",9588,0.0650882947803402,0.106502763773245,3.11778981624499e-08,3.50303438145288e-08
"688","202006_W4",2020-06-22,"山梨市",33056,0.142687414379043,0.167238806926803,1.44359902729918e-07,1.46234002725607e-07
"689","202006_W4",2020-06-22,"市川三郷町",13468,0.0528864126589021,0.0560758309712574,6.21045984402645e-08,6.36043886667164e-08
"690","202006_W4",2020-06-22,"忍野村",8959,0.0378528241750396,0.0473041069079034,3.5994495607391e-08,3.77199605298054e-08
"691","202006_W4",2020-06-22,"早川町",1674,0.00703575324177177,0.00857175898549871,7.6760596742608e-09,8.04761198573387e-09
"692","202006_W4",2020-06-22,"昭和町",26554,0.107298462609461,0.119372201448127,1.19365334950732e-07,1.21466733296882e-07
"693","202006_W4",2020-06-22,"甲州市",31372,0.145628763750653,0.175605728756227,1.3714709533582e-07,1.39351101586323e-07
"694","202006_W4",2020-06-22,"甲府市",204586,0.837444094355105,0.937292764404738,9.0148444426356e-07,9.10085958375508e-07
"695","202006_W4",2020-06-22,"甲斐市",68057,0.269408958911996,0.29184520674636,3.05385914963273e-07,3.0900414927474e-07
"696","202006_W4",2020-06-22,"笛吹市",70060,0.297184280564967,0.345773273293405,3.05238030695127e-07,3.10694825879025e-07
"697","202006_W4",2020-06-22,"西桂町",4007,0.0145261970839301,0.0159045380027484,1.6490667915945e-08,1.70137637998566e-08
"698","202006_W4",2020-06-22,"身延町",13816,0.0520729962188992,0.0587138840039168,5.65402810135415e-08,5.66572762285974e-08
