"","週","week","都道府県","sum_pop","agrgt潜在的感染者人流_lag1","agrgt潜在的感染者人流_lag2","in_risk_lag1","in_risk_lag2"
"223","202009_W3",2020-09-14,"山梨県",876932,9.7978543604858,8.24723158643954,5.41321529280379e-06,4.15266898229051e-06
"224","202009_W3",2020-09-14,"栃木県",1994766,81.7744516999883,91.3716339583613,3.99945689852317e-05,4.51711877658705e-05
"225","202009_W3",2020-09-14,"群馬県",1991883,180.2071062166,152.136681879856,9.05389194112039e-05,7.626544631028e-05
"226","202009_W3",2020-09-14,"茨城県",2868479,50.2323666296059,35.1989693199499,1.55716328707143e-05,1.04985707130275e-05
"227","202009_W3",2020-09-14,"長野県",2180532,20.5877202275339,14.9753717346483,7.8912346855034e-06,5.33110636489364e-06
"228","202009_W3",2020-09-14,"静岡県",3758287,39.788675357058,38.5675936009192,9.11190602962521e-06,8.94759351725753e-06
"229","202009_W4",2020-09-21,"山梨県",886161,9.63911254126177,20.4177060116041,4.27804107446199e-06,1.73261664669289e-05
"230","202009_W4",2020-09-21,"栃木県",2002683,92.3671987120074,55.1038828790905,4.51409286758648e-05,2.56514339472111e-05
"231","202009_W4",2020-09-21,"群馬県",2000272,152.960981125803,69.8425851614089,7.62010551996636e-05,3.3152028861018e-05
"232","202009_W4",2020-09-21,"茨城県",2880941,36.1684740520511,60.5050984844811,1.06098351127324e-05,1.89333968795088e-05
"233","202009_W4",2020-09-21,"長野県",2188308,17.1698781684837,20.2177160289624,5.64578987250496e-06,7.0706693657234e-06
"234","202009_W4",2020-09-21,"静岡県",3767450,40.4508342127596,48.2976061986234,9.15925063916834e-06,1.14195070435728e-05
"235","202010_W1",2020-09-28,"山梨県",854678,22.1470656042655,23.8082126826527,1.74352829185107e-05,1.8722321692282e-05
"236","202010_W1",2020-09-28,"栃木県",1978700,56.2012994072412,28.1801040749307,2.56464400896296e-05,1.06879911320158e-05
"237","202010_W1",2020-09-28,"群馬県",1984173,71.0435233074605,67.3047405674899,3.3189646084907e-05,3.07314957980511e-05
"238","202010_W1",2020-09-28,"茨城県",2867270,61.594222614019,80.9381076496357,1.90685447000475e-05,2.54175146474372e-05
"239","202010_W1",2020-09-28,"長野県",2134819,22.8048382052569,26.3989430103145,7.40014398399244e-06,8.88837483125081e-06
"240","202010_W1",2020-09-28,"静岡県",3733769,50.7215576711714,49.3779214239432,1.17048007975481e-05,1.12369195142868e-05
"241","202010_W2",2020-10-05,"山梨県",844798,22.7475065096722,13.2994644233474,1.85961300294014e-05,6.79159480237413e-06
"242","202010_W2",2020-10-05,"栃木県",1979277,27.0792143233027,37.7044532342136,1.05750489526032e-05,1.59737167332381e-05
"243","202010_W2",2020-10-05,"群馬県",1979616,66.5558373310122,53.804367953171,3.07078970658839e-05,2.3937155308654e-05
"244","202010_W2",2020-10-05,"茨城県",2863171,80.49601529286,63.0558732851102,2.5398369372235e-05,1.92966364476894e-05
"245","202010_W2",2020-10-05,"長野県",2136609,24.5576640775353,22.5877731993587,8.65167705524357e-06,7.57519291385945e-06
"246","202010_W2",2020-10-05,"静岡県",3726429,47.5638430755483,34.1221857528814,1.10451698198248e-05,7.24018454263499e-06
"247","202010_W3",2020-10-12,"山梨県",858806,10.7422784137185,11.6519659604872,6.57642723611058e-06,7.78349851248284e-06
"248","202010_W3",2020-10-12,"栃木県",1987228,36.0803373382847,40.0493729823513,1.57994762376984e-05,1.79830319516978e-05
"249","202010_W3",2020-10-12,"群馬県",1984994,52.4956874876302,111.409460621981,2.38283226365048e-05,5.42967952276806e-05
"250","202010_W3",2020-10-12,"茨城県",2865266,61.5939183531218,42.6504891638888,1.91314537354964e-05,1.26031999707496e-05
"251","202010_W3",2020-10-12,"長野県",2145807,20.0802644677486,21.3212798913616,7.28401845598298e-06,7.91272336178392e-06
"252","202010_W3",2020-10-12,"静岡県",3734200,31.2939058491492,37.6905588207998,6.91820214681062e-06,8.68523163107086e-06
"253","202010_W4",2020-10-19,"山梨県",868318,11.6115995585408,22.4796646323999,7.80749681377913e-06,2.09845374297854e-05
"254","202010_W4",2020-10-19,"栃木県",1999539,40.7005710740799,32.4085800247682,1.81172911339483e-05,1.37841728903744e-05
"255","202010_W4",2020-10-19,"群馬県",1991543,111.36966026004,129.651255233717,5.41679287445947e-05,6.35927384659789e-05
"256","202010_W4",2020-10-19,"茨城県",2870848,42.7948039233068,52.1786559529841,1.26053135283941e-05,1.58165663426725e-05
"257","202010_W4",2020-10-19,"長野県",2153355,21.6791933593579,25.4836640674462,7.95832416844383e-06,9.64599220277027e-06
"258","202010_W4",2020-10-19,"静岡県",3747119,37.8498393724567,94.1755724791363,8.68216257486175e-06,2.4027000472307e-05
"259","202010_W5",2020-10-26,"山梨県",868347,23.6663752029549,45.5104154017998,2.11294653652549e-05,4.64070189209909e-05
"260","202010_W5",2020-10-26,"栃木県",2003476,33.7074530013381,32.1698635410061,1.39724201273479e-05,1.24996833651144e-05
"261","202010_W5",2020-10-26,"群馬県",1989742,130.137485987934,66.3519838116764,6.35394619318149e-05,3.0031426285482e-05
"262","202010_W5",2020-10-26,"茨城県",2860666,53.2131503800362,87.8755224567791,1.59184331671945e-05,2.76084003044037e-05
"263","202010_W5",2020-10-26,"長野県",2146844,26.4384799354161,47.4213380320658,9.78515501323158e-06,1.93655603636239e-05
"264","202010_W5",2020-10-26,"静岡県",3746591,95.5151666573203,173.958220063548,2.4162511299803e-05,4.52806732595088e-05
"265","202011_W1",2020-11-02,"山梨県",867012,46.043711724589,78.1263121866533,4.6379209706585e-05,8.15132970878065e-05
"266","202011_W1",2020-11-02,"栃木県",2001904,32.5210659703998,44.0442292980424,1.25425477057279e-05,1.65887843109743e-05
"267","202011_W1",2020-11-02,"群馬県",1987862,66.8227583712614,69.2146350085427,3.01079658617131e-05,2.94748483521315e-05
"268","202011_W1",2020-11-02,"茨城県",2873181,87.8484125919812,206.499394711693,2.75671583077537e-05,6.78205029516032e-05
"269","202011_W1",2020-11-02,"長野県",2139052,47.5443323072006,133.62738905031,1.93642257335192e-05,5.9835851449706e-05
"270","202011_W1",2020-11-02,"静岡県",3751095,174.928365276016,246.35620534311,4.54076436621727e-05,6.40805095717112e-05
"271","202011_W2",2020-11-09,"山梨県",859133,78.1699510173986,94.5624992983062,8.12681608990184e-05,9.41861238672928e-05
"272","202011_W2",2020-11-09,"栃木県",1991095,44.1142171298095,99.142928364947,1.65514828588616e-05,4.19194824863626e-05
"273","202011_W2",2020-11-09,"群馬県",1988682,68.8595605705529,139.09576497558,2.94100042045208e-05,6.27930714793211e-05
"274","202011_W2",2020-11-09,"茨城県",2876286,206.970266948104,439.982978305628,6.80880957351151e-05,0.000147732908145061
"275","202011_W2",2020-11-09,"長野県",2128967,132.790494530715,257.080471617312,5.96600292643495e-05,0.00011787684873074
"276","202011_W2",2020-11-09,"静岡県",3746548,247.129954117429,502.924710160693,6.42144529689555e-05,0.000132734904652312
"277","202011_W3",2020-11-16,"山梨県",865326,93.2857338292899,75.8215436405376,9.38740038667949e-05,6.83751259833276e-05
"278","202011_W3",2020-11-16,"栃木県",1997633,98.3734632980374,146.407540712095,4.1740022448711e-05,6.50119377022473e-05
"279","202011_W3",2020-11-16,"群馬県",1988286,138.52836992081,255.830675087946,6.2764164995928e-05,0.000121890748900426
"280","202011_W3",2020-11-16,"茨城県",2876104,440.898876578539,575.147977608919,0.000147975659630752,0.000194128225422961
"281","202011_W3",2020-11-16,"長野県",2141146,254.853296473027,265.123163188792,0.000117571949902509,0.000121219614131313
"282","202011_W3",2020-11-16,"静岡県",3765881,502.901287343644,777.566215270343,0.000132782588012841,0.000207077434191951
"283","202011_W4",2020-11-23,"山梨県",859408,76.0526876129974,123.346849869045,6.82843161620756e-05,0.000126108467035708
"284","202011_W4",2020-11-23,"栃木県",1988644,146.569784887665,204.670523694764,6.49601450593341e-05,9.46959758888829e-05
"285","202011_W4",2020-11-23,"群馬県",1979649,256.204722776535,356.986346101337,0.000121807671634127,0.000173232434558516
"286","202011_W4",2020-11-23,"茨城県",2881169,575.542660439553,585.348897138475,0.000193918130734166,0.000197458422332264
"287","202011_W4",2020-11-23,"長野県",2122637,265.201896758105,222.460380710848,0.000121212923171238,0.000100237940577371
"288","202011_W4",2020-11-23,"静岡県",3763551,780.224573651943,766.352612513538,0.000207297494816356,0.000203719021493074
"289","202012_W1",2020-11-30,"山梨県",846278,123.396029102136,133.467989333827,0.000126982562169925,0.000137234618010126
"290","202012_W1",2020-11-30,"栃木県",1976303,203.882207533895,263.370912090681,9.46206249060931e-05,0.00012440385810506
"291","202012_W1",2020-11-30,"群馬県",1973423,356.007303785464,469.05469507296,0.000173238819855738,0.00023008678760396
"292","202012_W1",2020-11-30,"茨城県",2872302,585.874635507873,467.794334114944,0.000197759193513006,0.000155763846288529
"293","202012_W1",2020-11-30,"長野県",2103961,221.149484865699,280.504843562347,0.000100094936513172,0.000128366934539352
"294","202012_W1",2020-11-30,"静岡県",3743276,768.195947568441,607.518232241015,0.000203945754626991,0.000159367356578696
"295","202012_W2",2020-12-07,"山梨県",844473,129.608219204527,86.8980044755818,0.000137774104987649,8.20094284147087e-05
"296","202012_W2",2020-12-07,"栃木県",1979053,258.789547130919,297.593131617133,0.000124087324120794,0.000142944447584783
"297","202012_W2",2020-12-07,"群馬県",1979357,466.454977849414,554.448518709654,0.000230326306270708,0.000274188932719524
"298","202012_W2",2020-12-07,"茨城県",2879249,466.042489645223,333.488432495446,0.000156030607657924,0.000108379058699669
"299","202012_W2",2020-12-07,"長野県",2109783,273.646673520504,265.068603797028,0.000127566930216083,0.000122371727589643
"300","202012_W2",2020-12-07,"静岡県",3742151,600.888249553113,477.522842146978,0.000158719609041666,0.000123481090837985
"301","202012_W3",2020-12-14,"山梨県",839774,83.6639815893686,95.2851886435332,8.17289197370816e-05,9.15949798704814e-05
"302","202012_W3",2020-12-14,"栃木県",1975581,295.428643093362,388.793810624959,0.000142799155022462,0.000188997172455164
"303","202012_W3",2020-12-14,"群馬県",1978850,554.792491208383,537.755928587873,0.000274598587538559,0.000263510658137094
"304","202012_W3",2020-12-14,"茨城県",2875588,332.633969042939,361.281605099581,0.000108320572092214,0.000116494124078456
"305","202012_W3",2020-12-14,"長野県",2117605,261.889743423021,191.962676589189,0.000122046787503976,8.67935246489528e-05
"306","202012_W3",2020-12-14,"静岡県",3739145,472.022085977007,447.526602135739,0.00012278020064385,0.000114500628521251
"307","202012_W4",2020-12-21,"山梨県",836180,93.3026971100541,122.934653340923,9.15152357092474e-05,0.000123214041551192
"308","202012_W4",2020-12-21,"栃木県",1970973,387.913785581391,657.683790015939,0.000189043554195023,0.000326158749095508
"309","202012_W4",2020-12-21,"群馬県",1986151,538.795857066645,509.470479181814,0.000263963072004198,0.000246318879397133
"310","202012_W4",2020-12-21,"茨城県",2869245,361.487401807002,477.026937239216,0.000116544333562899,0.000155036608988898
"311","202012_W4",2020-12-21,"長野県",2129002,193.852400689221,224.893132019804,8.71713495969879e-05,0.000101095565056683
"312","202012_W4",2020-12-21,"静岡県",3741007,446.30864912185,487.966474431277,0.000114202866980946,0.000124361159640026
"313","202012_W5",2020-12-28,"山梨県",868613,121.064646884008,253.254145713292,0.000122992867611311,0.000271085786223348
"314","202012_W5",2020-12-28,"栃木県",1996302,655.066519474269,1286.2988258897,0.000325589665285614,0.000644790804879385
"315","202012_W5",2020-12-28,"群馬県",2021273,510.252423801497,752.036594190528,0.000246761240292853,0.000363216162975101
"316","202012_W5",2020-12-28,"茨城県",2888558,475.052955975701,899.798819964992,0.000154826035061056,0.00029780139016627
"317","202012_W5",2020-12-28,"長野県",2212831,229.502526856758,534.048325317258,0.000101738971674647,0.000244745672703826
"318","202012_W5",2020-12-28,"静岡県",3802847,488.304828221883,891.769879714312,0.000124475228951066,0.000231098212770195
"319","202101_W1",2021-01-04,"山梨県",836965,275.477656772925,321.379099148424,0.000270326467779076,0.000316253139598472
"320","202101_W1",2021-01-04,"栃木県",1970835,1301.77262786148,1538.9872698773,0.000640853176485592,0.000757988685758139
"321","202101_W1",2021-01-04,"群馬県",1975377,777.502640702946,969.588817683799,0.000364010155201542,0.000456674271280097
"322","202101_W1",2021-01-04,"茨城県",2884569,918.327804128754,1345.01315472,0.000298799753324819,0.000442893874295443
"323","202101_W1",2021-01-04,"長野県",2115767,590.260820052817,864.100816360578,0.000250441200744812,0.000380323622725876
"324","202101_W1",2021-01-04,"静岡県",3727333,950.936251024002,1291.73059986729,0.000238020698282479,0.000327786142191728
"325","202101_W2",2021-01-11,"山梨県",836186,319.296619865625,196.202392572863,0.00031538619656971,0.000170445415421
"326","202101_W2",2021-01-11,"栃木県",1962546,1537.08977883328,1095.7290335947,0.000757496607136257,0.00053199013494105
"327","202101_W2",2021-01-11,"群馬県",1980187,965.008506663532,812.330297301074,0.000455340387681968,0.000379836390661765
"328","202101_W2",2021-01-11,"茨城県",2894679,1348.55994887131,1305.03348076238,0.000444760866962776,0.000430473510142473
"329","202101_W2",2021-01-11,"長野県",2107100,865.933419989888,683.455550606684,0.000379923836218525,0.000294089805870649
"330","202101_W2",2021-01-11,"静岡県",3708530,1287.16067003689,1067.99064821942,0.000327810663357421,0.000268892386063968
"331","202101_W3",2021-01-18,"山梨県",832739,168.264718620806,79.4204759177923,0.00017026770150049,6.99554185559255e-05
"332","202101_W3",2021-01-18,"栃木県",1960431,1073.52951528714,638.302727808806,0.000534742286568281,0.000314193701232939
"333","202101_W3",2021-01-18,"群馬県",1979009,781.523704160335,613.182712962511,0.000378731453691688,0.000297273233472864
"334","202101_W3",2021-01-18,"茨城県",2881460,1290.22398035668,1055.72594462697,0.000432037805370646,0.000353740565852876
"335","202101_W3",2021-01-18,"長野県",2110652,624.387540614257,338.65374304517,0.000287870564236909,0.000152023058047392
"336","202101_W3",2021-01-18,"静岡県",3707121,992.782186327974,762.915434314126,0.000260322613542791,0.000199984024477846
"337","202101_W4",2021-01-25,"山梨県",834836,75.1383291641033,42.4327876611449,6.98333952927262e-05,3.72072960387013e-05
"338","202101_W4",2021-01-25,"栃木県",1964835,633.448048655645,346.998642565707,0.000314029681867234,0.000169888314237838
"339","202101_W4",2021-01-25,"群馬県",1983445,611.232270226795,530.142151946583,0.000297964311515879,0.000260998370086652
"340","202101_W4",2021-01-25,"茨城県",2887111,1054.33970337521,809.647552164337,0.000353843632494874,0.000272591607621292
"341","202101_W4",2021-01-25,"長野県",2112647,329.990916249599,172.496139934194,0.000151548967451101,7.77265223941041e-05
"342","202101_W4",2021-01-25,"静岡県",3709385,748.885360665062,521.895734501459,0.000197805468067326,0.000138269821980834
"343","202102_W1",2021-02-01,"山梨県",837914,42.0252865250748,35.3496666572197,3.71282110324187e-05,3.40279244101001e-05
"344","202102_W1",2021-02-01,"栃木県",1961457,346.982096225065,207.730236626205,0.000170048794809856,0.000100916110914587
"345","202102_W1",2021-02-01,"群馬県",1979860,530.976517644193,411.349716725212,0.000261095107030143,0.000203075932697649
"346","202102_W1",2021-02-01,"茨城県",2884125,808.653601378993,569.887290161562,0.000271996641984593,0.000191952665560894
"347","202102_W1",2021-02-01,"長野県",2114767,172.485735814678,71.504687696811,7.78395088000535e-05,3.0761008383131e-05
"348","202102_W1",2021-02-01,"静岡県",3706041,520.824859246015,280.250029558292,0.000138124552198933,7.39221919619425e-05
"349","202102_W2",2021-02-08,"山梨県",839954,36.3825528246442,29.1347540945121,3.41146422020185e-05,2.77271403998249e-05
"350","202102_W2",2021-02-08,"栃木県",1973315,208.733247037855,168.839598849691,0.000101031447522032,8.20572468876751e-05
"351","202102_W2",2021-02-08,"群馬県",1990839,411.91250028501,272.898090291856,0.000203021228994389,0.000133636872675567
"352","202102_W2",2021-02-08,"茨城県",2883544,571.345772638339,453.60661687614,0.00019204499512669,0.000152607179396999
"353","202102_W2",2021-02-08,"長野県",2140486,71.9436539864933,34.2032713589897,3.08333941279567e-05,1.35115503987548e-05
"354","202102_W2",2021-02-08,"静岡県",3732920,280.43670806648,271.413574613199,7.39380916434055e-05,7.22125318858897e-05
"355","202102_W3",2021-02-15,"山梨県",836037,29.8200933846046,18.0173421503942,2.77792225211079e-05,1.4291374426847e-05
"356","202102_W3",2021-02-15,"栃木県",1970496,169.856177641191,143.242876360816,8.21725880568665e-05,6.92463327884286e-05
"357","202102_W3",2021-02-15,"群馬県",1989689,274.049644244678,247.463709427225,0.000133687800305629,0.000121157605187068
"358","202102_W3",2021-02-15,"茨城県",2879230,453.415305605234,398.519639089484,0.000152404563935136,0.000133822402310495
"359","202102_W3",2021-02-15,"長野県",2134311,36.5669641193945,30.4766226320999,1.395561118694e-05,1.1520893634477e-05
"360","202102_W3",2021-02-15,"静岡県",3738020,274.065308951821,308.946891673233,7.25248393814368e-05,8.23936758862537e-05
"361","202102_W4",2021-02-22,"山梨県",834375,18.5345157623745,12.8377720928366,1.4290614520766e-05,8.15352673554343e-06
"362","202102_W4",2021-02-22,"栃木県",1973593,144.496106051028,141.771954451385,6.94233157159446e-05,6.85129422964214e-05
"363","202102_W4",2021-02-22,"群馬県",1987248,248.503689615723,236.154844336621,0.000121196879154918,0.000115573230052844
"364","202102_W4",2021-02-22,"茨城県",2883923,398.451834452864,418.761711867146,0.00013366386574869,0.00014144621309343
"365","202102_W4",2021-02-22,"長野県",2133706,32.9870012399188,28.4456760122611,1.18926550764454e-05,1.0084519945981e-05
"366","202102_W4",2021-02-22,"静岡県",3736466,312.071687849521,268.626445033008,8.28032285397394e-05,7.11243301616356e-05
"367","202103_W1",2021-03-01,"山梨県",839582,12.9464949276138,18.92195697301,8.14651331477524e-06,1.54161286428872e-05
"368","202103_W1",2021-03-01,"栃木県",1971969,142.136866518253,202.270725629532,6.85677241195513e-05,9.94770819073518e-05
"369","202103_W1",2021-03-01,"群馬県",1985483,235.794862162475,203.744375839108,0.00011538403435682,9.85761755847232e-05
"370","202103_W1",2021-03-01,"茨城県",2883006,418.889685914756,438.674816518291,0.000141441656149682,0.00014851836314069
"371","202103_W1",2021-03-01,"長野県",2119236,28.8033245500479,65.7396430055345,1.01180045094635e-05,2.80764566006918e-05
"372","202103_W1",2021-03-01,"静岡県",3726109,269.093610328217,271.257796350755,7.1204007837517e-05,7.1903704541895e-05
"373","202103_W2",2021-03-08,"山梨県",837743,19.0013127740243,22.5641172572185,1.55214466200012e-05,1.93147371010984e-05
"374","202103_W2",2021-03-08,"栃木県",1976199,202.378236973374,265.742714511078,9.95504618934811e-05,0.000132182693567309
"375","202103_W2",2021-03-08,"群馬県",1979695,203.411035689386,231.09085337697,9.85077432707161e-05,0.000112552922928008
"376","202103_W2",2021-03-08,"茨城県",2882727,438.843810082525,420.390929383723,0.000148598025728268,0.000142370226613875
"377","202103_W2",2021-03-08,"長野県",2138214,65.0370197000546,170.118612208041,2.79285434103435e-05,7.90362904052912e-05
"378","202103_W2",2021-03-08,"静岡県",3731781,270.15825894762,256.232807891901,7.17104290613501e-05,6.79565345228005e-05
"379","202103_W3",2021-03-15,"山梨県",845055,22.5572157377212,19.7527989926238,1.93217205442668e-05,1.48122695927575e-05
"380","202103_W3",2021-03-15,"栃木県",1983230,266.08611656279,273.412059494258,0.000132179343017449,0.000135637600917835
"381","202103_W3",2021-03-15,"群馬県",1984800,230.56201323337,262.635572663937,0.000112360003215052,0.000128677846352266
"382","202103_W3",2021-03-15,"茨城県",2881766,420.384740720484,477.399028103398,0.000142309685634412,0.000162267253540237
"383","202103_W3",2021-03-15,"長野県",2128120,170.348277411974,307.599831951058,7.91500757247013e-05,0.000145635390455863
"384","202103_W3",2021-03-15,"静岡県",3742534,256.423352705638,271.476196000736,6.79026517407378e-05,7.19437470407359e-05
"385","202103_W4",2021-03-22,"山梨県",857223,20.9551230592514,44.4042970252369,1.48824171660519e-05,4.17479152677094e-05
"386","202103_W4",2021-03-22,"栃木県",1987062,275.270433255075,348.436643890712,0.000135971655548016,0.000173082974779424
"387","202103_W4",2021-03-22,"群馬県",1978784,262.941103496169,307.139148025849,0.000128534542235985,0.000150426532524965
"388","202103_W4",2021-03-22,"茨城県",2885783,477.347619919762,491.551200734634,0.000161995662602307,0.000166697018401576
"389","202103_W4",2021-03-22,"長野県",2127371,308.139347562076,420.225586580202,0.000145591552524186,0.000199296375124734
"390","202103_W4",2021-03-22,"静岡県",3749770,274.418226201939,367.407960888607,7.24189315376227e-05,9.77233155495102e-05
"391","202104_W1",2021-03-29,"山梨県",858427,47.5869577558159,82.4134706885039,4.22949757846449e-05,8.23945420269179e-05
"392","202104_W1",2021-03-29,"栃木県",1985355,349.715110796278,398.482287869338,0.000173166444794616,0.000197521049071203
"393","202104_W1",2021-03-29,"群馬県",1977980,307.729939095338,336.37254430436,0.000150113341843259,0.000163913209506044
"394","202104_W1",2021-03-29,"茨城県",2885925,493.019794710485,482.686477641794,0.000166798653294504,0.000162742044552098
"395","202104_W1",2021-03-29,"長野県",2121722,419.72534681087,511.613714105296,0.000198618405703453,0.000242032454074451
"396","202104_W1",2021-03-29,"静岡県",3737247,371.742802652813,368.725804650402,9.84091594409328e-05,9.69570461045547e-05
"397","202104_W2",2021-04-05,"山梨県",851165,84.6843567828475,104.867760996617,8.24730734979095e-05,0.000102347498728155
"398","202104_W2",2021-04-05,"栃木県",1970146,398.542982053484,337.188721442459,0.00019726006148705,0.000163744699742814
"399","202104_W2",2021-04-05,"群馬県",1974585,336.132331413029,389.401187084212,0.000163578249436272,0.000189321383088358
"400","202104_W2",2021-04-05,"茨城県",2881159,484.501398432546,579.538909652361,0.000163344261274486,0.000194906667935233
"401","202104_W2",2021-04-05,"長野県",2115193,509.769622870091,597.915501308761,0.000241307064831478,0.000282261149706806
"402","202104_W2",2021-04-05,"静岡県",3717358,370.29990305228,391.777568285939,9.71789405144981e-05,0.000101436248025569
"403","202104_W3",2021-04-12,"山梨県",844683,103.053219056752,135.659813622589,0.000101786240332294,0.000136004513207877
"404","202104_W3",2021-04-12,"栃木県",1969223,335.028517009413,332.583110887867,0.000163152328101526,0.000159243440306306
"405","202104_W3",2021-04-12,"群馬県",1979396,388.629489455878,484.130101536409,0.00018944197713072,0.00023602127953937
"406","202104_W3",2021-04-12,"茨城県",2888258,578.898272244913,795.590187215591,0.000195193118647699,0.000268857932884529
"407","202104_W3",2021-04-12,"長野県",2108653,594.091374778633,566.444456100818,0.000281896580371085,0.000266442083250858
"408","202104_W3",2021-04-12,"静岡県",3708819,383.778937654226,425.550518462655,0.000100083221604115,0.00011015589290205
"409","202104_W4",2021-04-19,"山梨県",853733,131.269373241791,191.232704083105,0.000135710925589961,0.00020565054753006
"410","202104_W4",2021-04-19,"栃木県",1980182,329.567161170485,368.623863089344,0.000158522610212686,0.000176969431216612
"411","202104_W4",2021-04-19,"群馬県",1974754,483.687651159326,709.747824263459,0.000236477889611663,0.000351089415448553
"412","202104_W4",2021-04-19,"茨城県",2893962,795.768907081436,865.873580512634,0.000268941281203277,0.000292073996074962
"413","202104_W4",2021-04-19,"長野県",2117194,562.59232931367,449.011688315971,0.000266063524899707,0.000209484878979235
"414","202104_W4",2021-04-19,"静岡県",3719797,414.553358887952,462.944406200641,0.000108220425953512,0.000120752506272154
"415","202104_W5",2021-04-26,"山梨県",878235,191.074399868362,200.112577657591,0.000206147697626424,0.000215916518653316
"416","202104_W5",2021-04-26,"栃木県",1996257,368.97049594385,410.6960310052,0.000177262322016117,0.000198642345772507
"417","202104_W5",2021-04-26,"群馬県",1990324,708.086851574632,983.819618914558,0.000350919255218213,0.000492404580480751
"418","202104_W5",2021-04-26,"茨城県",2895146,867.609507933588,720.411094457283,0.000292147911987421,0.000240576964791978
"419","202104_W5",2021-04-26,"長野県",2160789,448.551723262568,416.924826676554,0.000209487650241737,0.000193684724286072
"420","202104_W5",2021-04-26,"静岡県",3753242,459.580335480159,590.066750086257,0.000120079208170553,0.000155620703532016
"421","202105_W1",2021-05-03,"山梨県",890493,209.46515238403,201.276236779873,0.000217373325845619,0.000203820758679688
"422","202105_W1",2021-05-03,"栃木県",2005652,417.831527418395,489.730237031213,0.000199346717327845,0.000235721004799652
"423","202105_W1",2021-05-03,"群馬県",1998078,986.919261141162,1036.47592159786,0.0004920865628904,0.000516607171772066
"424","202105_W1",2021-05-03,"茨城県",2911215,722.791477932279,788.758136848394,0.000240904713032176,0.00026399368766348
"425","202105_W1",2021-05-03,"長野県",2179337,432.007455084754,491.239218153275,0.000196070860324638,0.000223556111964216
"426","202105_W1",2021-05-03,"静岡県",3781934,603.453968677266,1013.58836389599,0.000157171002133725,0.000268875287021915
"427","202105_W2",2021-05-10,"山梨県",843718,212.834862061098,208.227422109956,0.000204638826887431,0.00020126888120735
"428","202105_W2",2021-05-10,"栃木県",1970744,498.990842802547,529.092795864276,0.00023638517259591,0.00025333424682413
"429","202105_W2",2021-05-10,"群馬県",1980797,1043.54740648622,897.776674754163,0.000516747394366315,0.00044306141285477
"430","202105_W2",2021-05-10,"茨城県",2883878,794.712934078612,876.44777471391,0.000264751258273876,0.000294421643633367
"431","202105_W2",2021-05-10,"長野県",2102470,512.751161442889,583.993115951641,0.000226956285102647,0.000262643182539944
"432","202105_W2",2021-05-10,"静岡県",3712931,1036.01373534803,1212.52490952099,0.000272193006450041,0.000320730516389187
"433","202105_W3",2021-05-17,"山梨県",845724,199.685536945529,171.985109047051,0.000199765516840558,0.000173681920810341
"434","202105_W3",2021-05-17,"栃木県",1970774,523.48135887664,511.887714482212,0.000253069673019501,0.000250682941017541
"435","202105_W3",2021-05-17,"群馬県",1978697,895.187366265716,628.810096369057,0.000443735033824838,0.000310267389237864
"436","202105_W3",2021-05-17,"茨城県",2885939,872.904590798728,732.925976471518,0.000293919065996476,0.000247291647546577
"437","202105_W3",2021-05-17,"長野県",2108933,569.372545073945,476.989265766219,0.000260101286429691,0.000218376917316962
"438","202105_W3",2021-05-17,"静岡県",3726843,1197.13550905078,970.969571890572,0.000318506204699908,0.000258400049388704
"439","202105_W4",2021-05-24,"山梨県",849170,159.274348532943,210.528275135958,0.000172317042251727,0.000240186859090878
"440","202105_W4",2021-05-24,"栃木県",1982343,503.333218856069,418.895054842499,0.000250292313131886,0.000208817326000367
"441","202105_W4",2021-05-24,"群馬県",1973138,623.690793835966,352.124950439897,0.000311030967854091,0.000173409290324731
"442","202105_W4",2021-05-24,"茨城県",2893894,725.302384240649,542.857496031944,0.000246207994631648,0.000183626380995928
"443","202105_W4",2021-05-24,"長野県",2114428,455.354043142942,276.139142253942,0.000214719473561226,0.000129234135420796
"444","202105_W4",2021-05-24,"静岡県",3727833,946.780585953487,740.976330614237,0.000254474883733409,0.000199823156689009
"445","202106_W1",2021-05-31,"山梨県",853652,211.097705786668,306.206716165288,0.000239998916551371,0.000360844913178857
"446","202106_W1",2021-05-31,"栃木県",1977871,420.521531681236,351.456463475428,0.000209547814359124,0.000175235796617497
"447","202106_W1",2021-05-31,"群馬県",1971760,351.19889028807,183.38550968756,0.000172967855362533,8.79887168428006e-05
"448","202106_W1",2021-05-31,"茨城県",2886116,543.503057393241,434.18991781291,0.000183707043519005,0.000146346263419251
"449","202106_W1",2021-05-31,"長野県",2113630,277.540316086836,174.384529516898,0.000129835076477533,8.10494252020087e-05
"450","202106_W1",2021-05-31,"静岡県",3725865,742.437320122156,532.90905864251,0.000200058447091082,0.000143982466928793
"451","202106_W2",2021-06-07,"山梨県",852504,307.361852757986,316.225439110438,0.000362082021209311,0.000374648438714883
"452","202106_W2",2021-06-07,"栃木県",1981543,352.123813324582,310.978140954233,0.000175625734890754,0.000154913011398735
"453","202106_W2",2021-06-07,"群馬県",1975535,182.40678437522,101.603324559509,8.7398081099575e-05,4.65497206490617e-05
"454","202106_W2",2021-06-07,"茨城県",2883214,434.139129158844,363.755988177557,0.000146361876953968,0.000121946914796567
