週,都道府県,居住都道府県,sum_pop
202003_W1,10:群馬県,19:山梨県,636
202003_W1,10:群馬県,20:長野県,5713
202003_W1,10:群馬県,21:岐阜県,358
202003_W1,10:群馬県,22:静岡県,986
202003_W1,10:群馬県,23:愛知県,1169
202003_W1,10:群馬県,24:三重県,160
202003_W1,10:群馬県,25:滋賀県,147
202003_W1,10:群馬県,26:京都府,444
202003_W1,10:群馬県,27:大阪府,562
202003_W1,10:群馬県,28:兵庫県,501
202003_W1,10:群馬県,29:奈良県,122
202003_W1,10:群馬県,30:和歌山県,168
202003_W1,10:群馬県,32:島根県,13
202003_W1,10:群馬県,33:岡山県,163
202003_W1,10:群馬県,34:広島県,380
202003_W1,10:群馬県,35:山口県,3
202003_W1,10:群馬県,36:徳島県,16
202003_W1,10:群馬県,37:香川県,0
202003_W1,10:群馬県,38:愛媛県,198
202003_W1,10:群馬県,39:高知県,104
202003_W1,10:群馬県,40:福岡県,211
202003_W1,10:群馬県,41:佐賀県,0
202003_W1,10:群馬県,42:長崎県,23
202003_W1,10:群馬県,43:熊本県,133
202003_W1,10:群馬県,44:大分県,12
202003_W1,10:群馬県,45:宮崎県,0
202003_W1,10:群馬県,47:沖縄県,129
202003_W2,10:群馬県,01:北海道,540
202003_W2,10:群馬県,02:青森県,34
202003_W2,10:群馬県,03:岩手県,52
202003_W2,10:群馬県,04:宮城県,472
202003_W2,10:群馬県,05:秋田県,330
202003_W2,10:群馬県,06:山形県,513
202003_W2,10:群馬県,07:福島県,1242
202003_W2,10:群馬県,08:茨城県,4650
202003_W2,10:群馬県,09:栃木県,23069
202003_W2,10:群馬県,10:群馬県,1851737
202003_W2,10:群馬県,11:埼玉県,43919
202003_W2,10:群馬県,12:千葉県,5404
202003_W2,10:群馬県,13:東京都,17341
202003_W2,10:群馬県,14:神奈川県,7593
202003_W2,10:群馬県,15:新潟県,3696
202003_W2,10:群馬県,16:富山県,643
202003_W2,10:群馬県,17:石川県,295
202003_W2,10:群馬県,18:福井県,56
202003_W2,10:群馬県,19:山梨県,519
202003_W2,10:群馬県,20:長野県,5683
202003_W2,10:群馬県,21:岐阜県,301
202003_W2,10:群馬県,22:静岡県,1139
202003_W2,10:群馬県,23:愛知県,1178
202003_W2,10:群馬県,24:三重県,242
202003_W2,10:群馬県,25:滋賀県,273
202003_W2,10:群馬県,26:京都府,503
202003_W2,10:群馬県,27:大阪府,726
202003_W2,10:群馬県,28:兵庫県,402
202003_W2,10:群馬県,29:奈良県,147
202003_W2,10:群馬県,30:和歌山県,108
202003_W2,10:群馬県,31:鳥取県,32
202003_W2,10:群馬県,32:島根県,11
202003_W2,10:群馬県,33:岡山県,151
202003_W2,10:群馬県,34:広島県,101
202003_W2,10:群馬県,35:山口県,63
202003_W2,10:群馬県,37:香川県,94
202003_W2,10:群馬県,38:愛媛県,98
202003_W2,10:群馬県,39:高知県,81
202003_W2,10:群馬県,40:福岡県,303
202003_W2,10:群馬県,41:佐賀県,63
202003_W2,10:群馬県,42:長崎県,64
202003_W2,10:群馬県,43:熊本県,156
202003_W2,10:群馬県,44:大分県,40
202003_W2,10:群馬県,45:宮崎県,11
202003_W2,10:群馬県,46:鹿児島県,3
202003_W2,10:群馬県,47:沖縄県,296
202003_W3,10:群馬県,01:北海道,486
202003_W3,10:群馬県,02:青森県,198
202003_W3,10:群馬県,03:岩手県,241
202003_W3,10:群馬県,04:宮城県,1009
202003_W3,10:群馬県,05:秋田県,336
202003_W3,10:群馬県,06:山形県,739
202003_W3,10:群馬県,07:福島県,1413
202003_W3,10:群馬県,08:茨城県,5264
202003_W3,10:群馬県,09:栃木県,23069
202003_W3,10:群馬県,10:群馬県,1842818
202003_W3,10:群馬県,11:埼玉県,48202
202003_W3,10:群馬県,12:千葉県,7339
202003_W3,10:群馬県,13:東京都,25238
202003_W3,10:群馬県,14:神奈川県,10722
202003_W3,10:群馬県,15:新潟県,4552
202003_W3,10:群馬県,16:富山県,376
202003_W3,10:群馬県,17:石川県,591
202003_W3,10:群馬県,18:福井県,269
202003_W3,10:群馬県,19:山梨県,672
202003_W3,10:群馬県,20:長野県,5915
202003_W3,10:群馬県,21:岐阜県,403
202003_W3,10:群馬県,22:静岡県,1129
202003_W3,10:群馬県,23:愛知県,1571
202003_W3,10:群馬県,24:三重県,241
202003_W3,10:群馬県,25:滋賀県,237
202003_W3,10:群馬県,26:京都府,671
202003_W3,10:群馬県,27:大阪府,787
202003_W3,10:群馬県,28:兵庫県,685
202003_W3,10:群馬県,29:奈良県,211
202003_W3,10:群馬県,30:和歌山県,136
202003_W3,10:群馬県,31:鳥取県,14
202003_W3,10:群馬県,32:島根県,23
202003_W3,10:群馬県,33:岡山県,43
202003_W3,10:群馬県,34:広島県,246
202003_W3,10:群馬県,35:山口県,21
202003_W3,10:群馬県,36:徳島県,11
202003_W3,10:群馬県,37:香川県,115
202003_W3,10:群馬県,38:愛媛県,43
202003_W3,10:群馬県,39:高知県,12
202003_W3,10:群馬県,40:福岡県,67
202003_W3,10:群馬県,41:佐賀県,57
202003_W3,10:群馬県,42:長崎県,19
202003_W3,10:群馬県,43:熊本県,163
202003_W3,10:群馬県,44:大分県,1
202003_W3,10:群馬県,45:宮崎県,62
202003_W3,10:群馬県,46:鹿児島県,45
202003_W3,10:群馬県,47:沖縄県,87
202003_W4,10:群馬県,01:北海道,395
202003_W4,10:群馬県,02:青森県,67
202003_W4,10:群馬県,03:岩手県,645
202003_W4,10:群馬県,04:宮城県,627
202003_W4,10:群馬県,05:秋田県,92
202003_W4,10:群馬県,06:山形県,402
202003_W4,10:群馬県,07:福島県,1391
202003_W4,10:群馬県,08:茨城県,4199
202003_W4,10:群馬県,09:栃木県,22380
202003_W4,10:群馬県,10:群馬県,1859835
202003_W4,10:群馬県,11:埼玉県,41867
202003_W4,10:群馬県,12:千葉県,5133
202003_W4,10:群馬県,13:東京都,16109
202003_W4,10:群馬県,14:神奈川県,6552
202003_W4,10:群馬県,15:新潟県,3526
202003_W4,10:群馬県,16:富山県,266
202003_W4,10:群馬県,17:石川県,640
202003_W4,10:群馬県,18:福井県,59
202003_W4,10:群馬県,19:山梨県,367
202003_W4,10:群馬県,20:長野県,4155
202003_W4,10:群馬県,21:岐阜県,209
202003_W4,10:群馬県,22:静岡県,1315
202003_W4,10:群馬県,23:愛知県,1530
202003_W4,10:群馬県,24:三重県,522
202003_W4,10:群馬県,25:滋賀県,263
202003_W4,10:群馬県,26:京都府,429
202003_W4,10:群馬県,27:大阪府,660
202003_W4,10:群馬県,28:兵庫県,580
202003_W4,10:群馬県,29:奈良県,84
202003_W4,10:群馬県,30:和歌山県,85
202003_W4,10:群馬県,31:鳥取県,1
202003_W4,10:群馬県,32:島根県,0
202003_W4,10:群馬県,33:岡山県,21
202003_W4,10:群馬県,34:広島県,229
202003_W4,10:群馬県,35:山口県,12
202003_W4,10:群馬県,36:徳島県,13
202003_W4,10:群馬県,37:香川県,32
202003_W4,10:群馬県,38:愛媛県,38
202003_W4,10:群馬県,39:高知県,70
202003_W4,10:群馬県,40:福岡県,177
202003_W4,10:群馬県,41:佐賀県,84
202003_W4,10:群馬県,42:長崎県,177
202003_W4,10:群馬県,43:熊本県,211
202003_W4,10:群馬県,44:大分県,0
202003_W4,10:群馬県,45:宮崎県,43
202003_W4,10:群馬県,46:鹿児島県,8
202003_W4,10:群馬県,47:沖縄県,86
202004_W1,10:群馬県,01:北海道,520
202004_W1,10:群馬県,02:青森県,101
202004_W1,10:群馬県,03:岩手県,503
202004_W1,10:群馬県,04:宮城県,677
202004_W1,10:群馬県,05:秋田県,97
202004_W1,10:群馬県,06:山形県,198
202004_W1,10:群馬県,07:福島県,804
202004_W1,10:群馬県,08:茨城県,3519
202004_W1,10:群馬県,09:栃木県,19840
202004_W1,10:群馬県,10:群馬県,1869174
202004_W1,10:群馬県,11:埼玉県,38360
202004_W1,10:群馬県,12:千葉県,3558
202004_W1,10:群馬県,13:東京都,11924
202004_W1,10:群馬県,14:神奈川県,4509
202004_W1,10:群馬県,15:新潟県,3177
202004_W1,10:群馬県,16:富山県,339
202004_W1,10:群馬県,17:石川県,249
202004_W1,10:群馬県,18:福井県,141
202004_W1,10:群馬県,19:山梨県,477
202004_W1,10:群馬県,20:長野県,4369
202004_W1,10:群馬県,21:岐阜県,264
202004_W1,10:群馬県,22:静岡県,771
202004_W1,10:群馬県,23:愛知県,836
202004_W1,10:群馬県,24:三重県,359
202004_W1,10:群馬県,25:滋賀県,131
202004_W1,10:群馬県,26:京都府,377
202004_W1,10:群馬県,27:大阪府,374
202004_W1,10:群馬県,28:兵庫県,315
202004_W1,10:群馬県,29:奈良県,85
202004_W1,10:群馬県,30:和歌山県,109
202004_W1,10:群馬県,31:鳥取県,13
202004_W1,10:群馬県,32:島根県,9
202004_W1,10:群馬県,33:岡山県,76
202004_W1,10:群馬県,34:広島県,149
202004_W1,10:群馬県,35:山口県,3
202004_W1,10:群馬県,36:徳島県,55
202004_W1,10:群馬県,37:香川県,7
202004_W1,10:群馬県,38:愛媛県,16
202004_W1,10:群馬県,39:高知県,2
202004_W1,10:群馬県,40:福岡県,553
202004_W1,10:群馬県,41:佐賀県,8
202004_W1,10:群馬県,42:長崎県,383
202004_W1,10:群馬県,43:熊本県,126
202004_W1,10:群馬県,44:大分県,14
202004_W1,10:群馬県,45:宮崎県,6
202004_W1,10:群馬県,46:鹿児島県,133
202004_W1,10:群馬県,47:沖縄県,0
202004_W2,10:群馬県,01:北海道,446
202004_W2,10:群馬県,02:青森県,65
202004_W2,10:群馬県,03:岩手県,124
202004_W2,10:群馬県,04:宮城県,437
202004_W2,10:群馬県,05:秋田県,9
202004_W2,10:群馬県,06:山形県,71
202004_W2,10:群馬県,07:福島県,629
202004_W2,10:群馬県,08:茨城県,3832
202004_W2,10:群馬県,09:栃木県,20418
202004_W2,10:群馬県,10:群馬県,1883109
202004_W2,10:群馬県,11:埼玉県,35398
202004_W2,10:群馬県,12:千葉県,3170
202004_W2,10:群馬県,13:東京都,9600
202004_W2,10:群馬県,14:神奈川県,3348
202004_W2,10:群馬県,15:新潟県,3055
202004_W2,10:群馬県,16:富山県,126
202004_W2,10:群馬県,17:石川県,108
202004_W2,10:群馬県,18:福井県,53
202004_W2,10:群馬県,19:山梨県,502
202004_W2,10:群馬県,20:長野県,3704
202004_W2,10:群馬県,21:岐阜県,361
202004_W2,10:群馬県,22:静岡県,500
202004_W2,10:群馬県,23:愛知県,592
202004_W2,10:群馬県,24:三重県,262
202004_W2,10:群馬県,25:滋賀県,37
202004_W2,10:群馬県,26:京都府,332
202004_W2,10:群馬県,27:大阪府,348
202004_W2,10:群馬県,28:兵庫県,301
202004_W2,10:群馬県,29:奈良県,9
202004_W2,10:群馬県,30:和歌山県,26
202004_W2,10:群馬県,32:島根県,1
202004_W2,10:群馬県,33:岡山県,36
202004_W2,10:群馬県,34:広島県,46
202004_W2,10:群馬県,35:山口県,3
202004_W2,10:群馬県,37:香川県,42
202004_W2,10:群馬県,38:愛媛県,25
202004_W2,10:群馬県,39:高知県,0
202004_W2,10:群馬県,40:福岡県,518
202004_W2,10:群馬県,41:佐賀県,195
202004_W2,10:群馬県,42:長崎県,35
202004_W2,10:群馬県,43:熊本県,104
202004_W2,10:群馬県,44:大分県,2
202004_W2,10:群馬県,46:鹿児島県,134
202004_W2,10:群馬県,47:沖縄県,11
202004_W3,10:群馬県,01:北海道,421
202004_W3,10:群馬県,02:青森県,82
202004_W3,10:群馬県,03:岩手県,325
202004_W3,10:群馬県,04:宮城県,160
202004_W3,10:群馬県,05:秋田県,1
202004_W3,10:群馬県,06:山形県,87
202004_W3,10:群馬県,07:福島県,982
202004_W3,10:群馬県,08:茨城県,3529
202004_W3,10:群馬県,09:栃木県,18789
202004_W3,10:群馬県,10:群馬県,1897068
202004_W3,10:群馬県,11:埼玉県,32416
202004_W3,10:群馬県,12:千葉県,2651
202004_W3,10:群馬県,13:東京都,8514
202004_W3,10:群馬県,14:神奈川県,2973
202004_W3,10:群馬県,15:新潟県,2855
202004_W3,10:群馬県,16:富山県,235
202004_W3,10:群馬県,17:石川県,91
202004_W3,10:群馬県,18:福井県,22
202004_W3,10:群馬県,19:山梨県,279
202004_W3,10:群馬県,20:長野県,3094
202004_W3,10:群馬県,21:岐阜県,490
202004_W3,10:群馬県,22:静岡県,578
202004_W3,10:群馬県,23:愛知県,664
202004_W3,10:群馬県,24:三重県,162
202004_W3,10:群馬県,25:滋賀県,33
202004_W3,10:群馬県,26:京都府,259
202004_W3,10:群馬県,27:大阪府,314
202004_W3,10:群馬県,28:兵庫県,354
202004_W3,10:群馬県,29:奈良県,14
202004_W3,10:群馬県,30:和歌山県,31
202004_W3,10:群馬県,31:鳥取県,3
202004_W3,10:群馬県,32:島根県,0
202004_W3,10:群馬県,33:岡山県,3
202004_W3,10:群馬県,34:広島県,69
202004_W3,10:群馬県,35:山口県,10
202004_W3,10:群馬県,36:徳島県,2
202004_W3,10:群馬県,37:香川県,33
202004_W3,10:群馬県,38:愛媛県,9
202004_W3,10:群馬県,40:福岡県,414
202004_W3,10:群馬県,41:佐賀県,43
202004_W3,10:群馬県,42:長崎県,16
202004_W3,10:群馬県,43:熊本県,109
202004_W3,10:群馬県,44:大分県,3
202004_W3,10:群馬県,45:宮崎県,0
202004_W3,10:群馬県,46:鹿児島県,17
202004_W3,10:群馬県,47:沖縄県,140
202004_W4,10:群馬県,01:北海道,396
202004_W4,10:群馬県,02:青森県,42
202004_W4,10:群馬県,03:岩手県,362
202004_W4,10:群馬県,04:宮城県,254
202004_W4,10:群馬県,05:秋田県,53
202004_W4,10:群馬県,06:山形県,4
202004_W4,10:群馬県,07:福島県,606
202004_W4,10:群馬県,08:茨城県,2955
202004_W4,10:群馬県,09:栃木県,17379
202004_W4,10:群馬県,10:群馬県,1899289
202004_W4,10:群馬県,11:埼玉県,30014
202004_W4,10:群馬県,12:千葉県,1934
202004_W4,10:群馬県,13:東京都,8744
202004_W4,10:群馬県,14:神奈川県,3209
202004_W4,10:群馬県,15:新潟県,2460
202004_W4,10:群馬県,16:富山県,56
202004_W4,10:群馬県,17:石川県,70
202004_W4,10:群馬県,18:福井県,6
202004_W4,10:群馬県,19:山梨県,161
202004_W4,10:群馬県,20:長野県,2647
202004_W4,10:群馬県,21:岐阜県,708
202004_W4,10:群馬県,22:静岡県,539
202004_W4,10:群馬県,23:愛知県,531
202004_W4,10:群馬県,24:三重県,128
202004_W4,10:群馬県,25:滋賀県,71
202004_W4,10:群馬県,26:京都府,271
202004_W4,10:群馬県,27:大阪府,301
202004_W4,10:群馬県,28:兵庫県,200
202004_W4,10:群馬県,29:奈良県,28
202004_W4,10:群馬県,30:和歌山県,16
202004_W4,10:群馬県,31:鳥取県,104
202004_W4,10:群馬県,32:島根県,3
202004_W4,10:群馬県,33:岡山県,53
202004_W4,10:群馬県,34:広島県,137
202004_W4,10:群馬県,35:山口県,3
202004_W4,10:群馬県,36:徳島県,16
202004_W4,10:群馬県,37:香川県,20
202004_W4,10:群馬県,38:愛媛県,3
202004_W4,10:群馬県,39:高知県,0
202004_W4,10:群馬県,40:福岡県,381
202004_W4,10:群馬県,41:佐賀県,2
202004_W4,10:群馬県,42:長崎県,4
202004_W4,10:群馬県,43:熊本県,54
202004_W4,10:群馬県,44:大分県,9
202004_W4,10:群馬県,45:宮崎県,5
202004_W4,10:群馬県,46:鹿児島県,4
202004_W4,10:群馬県,47:沖縄県,47
202004_W5,10:群馬県,01:北海道,629
202004_W5,10:群馬県,02:青森県,135
202004_W5,10:群馬県,03:岩手県,434
202004_W5,10:群馬県,04:宮城県,497
202004_W5,10:群馬県,05:秋田県,185
202004_W5,10:群馬県,06:山形県,58
202004_W5,10:群馬県,07:福島県,672
202004_W5,10:群馬県,08:茨城県,3085
202004_W5,10:群馬県,09:栃木県,16462
202004_W5,10:群馬県,10:群馬県,1901459
202004_W5,10:群馬県,11:埼玉県,27839
202004_W5,10:群馬県,12:千葉県,2452
202004_W5,10:群馬県,13:東京都,8878
202004_W5,10:群馬県,14:神奈川県,3361
202004_W5,10:群馬県,15:新潟県,1403
202004_W5,10:群馬県,16:富山県,81
202004_W5,10:群馬県,17:石川県,132
202004_W5,10:群馬県,18:福井県,4
202004_W5,10:群馬県,19:山梨県,268
202004_W5,10:群馬県,20:長野県,2905
202004_W5,10:群馬県,21:岐阜県,415
202004_W5,10:群馬県,22:静岡県,247
202004_W5,10:群馬県,23:愛知県,476
202004_W5,10:群馬県,24:三重県,220
202004_W5,10:群馬県,25:滋賀県,125
202004_W5,10:群馬県,26:京都府,167
202004_W5,10:群馬県,27:大阪府,457
202004_W5,10:群馬県,28:兵庫県,126
202004_W5,10:群馬県,29:奈良県,20
202004_W5,10:群馬県,30:和歌山県,21
202004_W5,10:群馬県,31:鳥取県,122
202004_W5,10:群馬県,33:岡山県,83
202004_W5,10:群馬県,34:広島県,176
202004_W5,10:群馬県,35:山口県,1
202004_W5,10:群馬県,36:徳島県,0
202004_W5,10:群馬県,37:香川県,36
202004_W5,10:群馬県,38:愛媛県,30
202004_W5,10:群馬県,40:福岡県,94
202004_W5,10:群馬県,41:佐賀県,1
202004_W5,10:群馬県,42:長崎県,1
202004_W5,10:群馬県,43:熊本県,76
202004_W5,10:群馬県,44:大分県,10
202004_W5,10:群馬県,46:鹿児島県,79
202005_W1,10:群馬県,01:北海道,365
202005_W1,10:群馬県,02:青森県,186
202005_W1,10:群馬県,03:岩手県,36
202005_W1,10:群馬県,04:宮城県,306
202005_W1,10:群馬県,05:秋田県,2
202005_W1,10:群馬県,06:山形県,12
202005_W1,10:群馬県,07:福島県,736
202005_W1,10:群馬県,08:茨城県,3114
202005_W1,10:群馬県,09:栃木県,13566
202005_W1,10:群馬県,10:群馬県,1905681
202005_W1,10:群馬県,11:埼玉県,24688
202005_W1,10:群馬県,12:千葉県,2184
202005_W1,10:群馬県,13:東京都,9365
202005_W1,10:群馬県,14:神奈川県,3157
202005_W1,10:群馬県,15:新潟県,1776
202005_W1,10:群馬県,16:富山県,36
202005_W1,10:群馬県,17:石川県,89
202005_W1,10:群馬県,18:福井県,5
202005_W1,10:群馬県,19:山梨県,429
202005_W1,10:群馬県,20:長野県,2895
202005_W1,10:群馬県,21:岐阜県,89
202005_W1,10:群馬県,22:静岡県,457
202005_W1,10:群馬県,23:愛知県,686
202005_W1,10:群馬県,24:三重県,229
202005_W1,10:群馬県,25:滋賀県,42
202005_W1,10:群馬県,26:京都府,245
202005_W1,10:群馬県,27:大阪府,279
202005_W1,10:群馬県,28:兵庫県,204
202005_W1,10:群馬県,29:奈良県,7
202005_W1,10:群馬県,30:和歌山県,32
202005_W1,10:群馬県,31:鳥取県,2
202005_W1,10:群馬県,34:広島県,6
202005_W1,10:群馬県,35:山口県,2
202005_W1,10:群馬県,37:香川県,1
202005_W1,10:群馬県,38:愛媛県,63
202005_W1,10:群馬県,40:福岡県,38
202005_W1,10:群馬県,41:佐賀県,0
202005_W1,10:群馬県,42:長崎県,0
202005_W1,10:群馬県,43:熊本県,43
202005_W1,10:群馬県,44:大分県,2
202005_W1,10:群馬県,45:宮崎県,1
202005_W1,10:群馬県,46:鹿児島県,63
202005_W2,10:群馬県,01:北海道,6
202005_W2,10:群馬県,02:青森県,213
202005_W2,10:群馬県,03:岩手県,69
202005_W2,10:群馬県,04:宮城県,278
202005_W2,10:群馬県,05:秋田県,2
202005_W2,10:群馬県,06:山形県,38
202005_W2,10:群馬県,07:福島県,353
202005_W2,10:群馬県,08:茨城県,2445
202005_W2,10:群馬県,09:栃木県,19662
202005_W2,10:群馬県,10:群馬県,1896095
202005_W2,10:群馬県,11:埼玉県,30327
202005_W2,10:群馬県,12:千葉県,2299
202005_W2,10:群馬県,13:東京都,8821
202005_W2,10:群馬県,14:神奈川県,2916
202005_W2,10:群馬県,15:新潟県,1522
202005_W2,10:群馬県,16:富山県,94
202005_W2,10:群馬県,17:石川県,97
202005_W2,10:群馬県,18:福井県,53
202005_W2,10:群馬県,19:山梨県,312
202005_W2,10:群馬県,20:長野県,2847
202005_W2,10:群馬県,21:岐阜県,305
202005_W2,10:群馬県,22:静岡県,451
202005_W2,10:群馬県,23:愛知県,743
202005_W2,10:群馬県,24:三重県,97
202005_W2,10:群馬県,25:滋賀県,109
202005_W2,10:群馬県,26:京都府,139
202005_W2,10:群馬県,27:大阪府,224
202005_W2,10:群馬県,28:兵庫県,85
202005_W2,10:群馬県,29:奈良県,12
202005_W2,10:群馬県,30:和歌山県,36
202005_W2,10:群馬県,31:鳥取県,6
202005_W2,10:群馬県,32:島根県,0
202005_W2,10:群馬県,33:岡山県,8
202005_W2,10:群馬県,34:広島県,8
202005_W2,10:群馬県,35:山口県,22
202005_W2,10:群馬県,37:香川県,11
202005_W2,10:群馬県,38:愛媛県,123
202005_W2,10:群馬県,40:福岡県,57
202005_W2,10:群馬県,41:佐賀県,0
202005_W2,10:群馬県,42:長崎県,2
202005_W2,10:群馬県,43:熊本県,21
202005_W2,10:群馬県,44:大分県,32
202005_W2,10:群馬県,45:宮崎県,3
202005_W2,10:群馬県,46:鹿児島県,162
202005_W2,10:群馬県,47:沖縄県,16
202005_W3,10:群馬県,01:北海道,211
202005_W3,10:群馬県,02:青森県,240
202005_W3,10:群馬県,03:岩手県,646
202005_W3,10:群馬県,04:宮城県,622
202005_W3,10:群馬県,05:秋田県,1
202005_W3,10:群馬県,06:山形県,55
202005_W3,10:群馬県,07:福島県,367
202005_W3,10:群馬県,08:茨城県,3345
202005_W3,10:群馬県,09:栃木県,19988
202005_W3,10:群馬県,10:群馬県,1894248
202005_W3,10:群馬県,11:埼玉県,33044
202005_W3,10:群馬県,12:千葉県,2151
202005_W3,10:群馬県,13:東京都,8616
202005_W3,10:群馬県,14:神奈川県,3963
202005_W3,10:群馬県,15:新潟県,2045
202005_W3,10:群馬県,16:富山県,156
202005_W3,10:群馬県,17:石川県,198
202005_W3,10:群馬県,18:福井県,7
202005_W3,10:群馬県,19:山梨県,385
202005_W3,10:群馬県,20:長野県,2342
202005_W3,10:群馬県,21:岐阜県,212
202005_W3,10:群馬県,22:静岡県,363
202005_W3,10:群馬県,23:愛知県,419
202005_W3,10:群馬県,24:三重県,155
202005_W3,10:群馬県,25:滋賀県,61
202005_W3,10:群馬県,26:京都府,110
202005_W3,10:群馬県,27:大阪府,341
202005_W3,10:群馬県,28:兵庫県,109
202005_W3,10:群馬県,29:奈良県,19
202005_W3,10:群馬県,30:和歌山県,1
202005_W3,10:群馬県,31:鳥取県,9
202005_W3,10:群馬県,33:岡山県,12
202005_W3,10:群馬県,34:広島県,42
202005_W3,10:群馬県,35:山口県,0
202005_W3,10:群馬県,36:徳島県,14
202005_W3,10:群馬県,37:香川県,106
202005_W3,10:群馬県,38:愛媛県,0
202005_W3,10:群馬県,39:高知県,29
202005_W3,10:群馬県,40:福岡県,100
202005_W3,10:群馬県,41:佐賀県,0
202005_W3,10:群馬県,42:長崎県,0
202005_W3,10:群馬県,44:大分県,24
202005_W3,10:群馬県,46:鹿児島県,178
202005_W3,10:群馬県,47:沖縄県,1
202005_W4,10:群馬県,01:北海道,111
202005_W4,10:群馬県,02:青森県,87
202005_W4,10:群馬県,03:岩手県,616
202005_W4,10:群馬県,04:宮城県,544
202005_W4,10:群馬県,05:秋田県,4
202005_W4,10:群馬県,06:山形県,87
202005_W4,10:群馬県,07:福島県,1037
202005_W4,10:群馬県,08:茨城県,2911
202005_W4,10:群馬県,09:栃木県,20821
202005_W4,10:群馬県,10:群馬県,1887351
202005_W4,10:群馬県,11:埼玉県,35726
202005_W4,10:群馬県,12:千葉県,2808
202005_W4,10:群馬県,13:東京都,9388
202005_W4,10:群馬県,14:神奈川県,4061
202005_W4,10:群馬県,15:新潟県,1657
202005_W4,10:群馬県,16:富山県,147
202005_W4,10:群馬県,17:石川県,263
202005_W4,10:群馬県,18:福井県,55
202005_W4,10:群馬県,19:山梨県,228
202005_W4,10:群馬県,20:長野県,2757
202005_W4,10:群馬県,21:岐阜県,355
202005_W4,10:群馬県,22:静岡県,508
202005_W4,10:群馬県,23:愛知県,538
202005_W4,10:群馬県,24:三重県,182
202005_W4,10:群馬県,25:滋賀県,156
202005_W4,10:群馬県,26:京都府,104
202005_W4,10:群馬県,27:大阪府,264
202005_W4,10:群馬県,28:兵庫県,35
202005_W4,10:群馬県,29:奈良県,17
202005_W4,10:群馬県,30:和歌山県,45
202005_W4,10:群馬県,33:岡山県,22
202005_W4,10:群馬県,34:広島県,99
202005_W4,10:群馬県,35:山口県,0
202005_W4,10:群馬県,36:徳島県,0
202005_W4,10:群馬県,38:愛媛県,37
202005_W4,10:群馬県,39:高知県,28
202005_W4,10:群馬県,40:福岡県,121
202005_W4,10:群馬県,41:佐賀県,62
202005_W4,10:群馬県,42:長崎県,2
202005_W4,10:群馬県,43:熊本県,31
202005_W4,10:群馬県,44:大分県,45
202005_W4,10:群馬県,46:鹿児島県,3
202005_W4,10:群馬県,47:沖縄県,0
202006_W1,10:群馬県,01:北海道,166
202006_W1,10:群馬県,02:青森県,74
202006_W1,10:群馬県,03:岩手県,527
202006_W1,10:群馬県,04:宮城県,563
202006_W1,10:群馬県,05:秋田県,3
202006_W1,10:群馬県,06:山形県,154
202006_W1,10:群馬県,07:福島県,489
202006_W1,10:群馬県,08:茨城県,3346
202006_W1,10:群馬県,09:栃木県,21371
202006_W1,10:群馬県,10:群馬県,1879397
202006_W1,10:群馬県,11:埼玉県,37864
202006_W1,10:群馬県,12:千葉県,2924
202006_W1,10:群馬県,13:東京都,11391
202006_W1,10:群馬県,14:神奈川県,4418
202006_W1,10:群馬県,15:新潟県,2193
202006_W1,10:群馬県,16:富山県,139
202006_W1,10:群馬県,17:石川県,96
202006_W1,10:群馬県,18:福井県,10
202006_W1,10:群馬県,19:山梨県,402
202006_W1,10:群馬県,20:長野県,2822
202006_W1,10:群馬県,21:岐阜県,256
202006_W1,10:群馬県,22:静岡県,561
202006_W1,10:群馬県,23:愛知県,545
202006_W1,10:群馬県,24:三重県,193
202006_W1,10:群馬県,25:滋賀県,183
202006_W1,10:群馬県,26:京都府,131
202006_W1,10:群馬県,27:大阪府,294
202006_W1,10:群馬県,28:兵庫県,361
202006_W1,10:群馬県,29:奈良県,62
202006_W1,10:群馬県,30:和歌山県,53
202006_W1,10:群馬県,33:岡山県,172
202006_W1,10:群馬県,34:広島県,88
202006_W1,10:群馬県,35:山口県,1
202006_W1,10:群馬県,36:徳島県,4
202006_W1,10:群馬県,37:香川県,39
202006_W1,10:群馬県,38:愛媛県,0
202006_W1,10:群馬県,40:福岡県,228
202006_W1,10:群馬県,41:佐賀県,3
202006_W1,10:群馬県,42:長崎県,38
202006_W1,10:群馬県,43:熊本県,0
202006_W1,10:群馬県,44:大分県,62
202006_W1,10:群馬県,45:宮崎県,21
202006_W1,10:群馬県,46:鹿児島県,2
202006_W1,10:群馬県,47:沖縄県,15
202006_W2,10:群馬県,01:北海道,315
202006_W2,10:群馬県,02:青森県,42
202006_W2,10:群馬県,03:岩手県,478
202006_W2,10:群馬県,04:宮城県,868
202006_W2,10:群馬県,05:秋田県,7
202006_W2,10:群馬県,06:山形県,95
202006_W2,10:群馬県,07:福島県,642
202006_W2,10:群馬県,08:茨城県,3598
202006_W2,10:群馬県,09:栃木県,20812
202006_W2,10:群馬県,10:群馬県,1877631
202006_W2,10:群馬県,11:埼玉県,36052
202006_W2,10:群馬県,12:千葉県,3248
202006_W2,10:群馬県,13:東京都,11422
202006_W2,10:群馬県,14:神奈川県,4374
202006_W2,10:群馬県,15:新潟県,3120
202006_W2,10:群馬県,16:富山県,295
202006_W2,10:群馬県,17:石川県,45
202006_W2,10:群馬県,18:福井県,8
202006_W2,10:群馬県,19:山梨県,506
