週,都道府県,居住都道府県,sum_pop
202008_W2,22:静岡県,25:滋賀県,2376
202008_W2,22:静岡県,26:京都府,4591
202008_W2,22:静岡県,27:大阪府,7830
202008_W2,22:静岡県,28:兵庫県,4937
202008_W2,22:静岡県,29:奈良県,844
202008_W2,22:静岡県,30:和歌山県,873
202008_W2,22:静岡県,31:鳥取県,377
202008_W2,22:静岡県,32:島根県,144
202008_W2,22:静岡県,33:岡山県,471
202008_W2,22:静岡県,34:広島県,1515
202008_W2,22:静岡県,35:山口県,527
202008_W2,22:静岡県,36:徳島県,293
202008_W2,22:静岡県,37:香川県,650
202008_W2,22:静岡県,38:愛媛県,526
202008_W2,22:静岡県,39:高知県,246
202008_W2,22:静岡県,40:福岡県,1461
202008_W2,22:静岡県,41:佐賀県,579
202008_W2,22:静岡県,42:長崎県,317
202008_W2,22:静岡県,43:熊本県,695
202008_W2,22:静岡県,44:大分県,85
202008_W2,22:静岡県,45:宮崎県,28
202008_W2,22:静岡県,46:鹿児島県,77
202008_W2,22:静岡県,47:沖縄県,882
202008_W3,22:静岡県,01:北海道,1129
202008_W3,22:静岡県,02:青森県,514
202008_W3,22:静岡県,03:岩手県,662
202008_W3,22:静岡県,04:宮城県,2208
202008_W3,22:静岡県,05:秋田県,227
202008_W3,22:静岡県,06:山形県,230
202008_W3,22:静岡県,07:福島県,1141
202008_W3,22:静岡県,08:茨城県,1961
202008_W3,22:静岡県,09:栃木県,1319
202008_W3,22:静岡県,10:群馬県,1400
202008_W3,22:静岡県,11:埼玉県,13170
202008_W3,22:静岡県,12:千葉県,10286
202008_W3,22:静岡県,13:東京都,38380
202008_W3,22:静岡県,14:神奈川県,41096
202008_W3,22:静岡県,15:新潟県,987
202008_W3,22:静岡県,16:富山県,602
202008_W3,22:静岡県,17:石川県,1006
202008_W3,22:静岡県,18:福井県,104
202008_W3,22:静岡県,19:山梨県,6206
202008_W3,22:静岡県,20:長野県,2143
202008_W3,22:静岡県,21:岐阜県,3596
202008_W3,22:静岡県,22:静岡県,3567394
202008_W3,22:静岡県,23:愛知県,33217
202008_W3,22:静岡県,24:三重県,2426
202008_W3,22:静岡県,25:滋賀県,1223
202008_W3,22:静岡県,26:京都府,2910
202008_W3,22:静岡県,27:大阪府,4836
202008_W3,22:静岡県,28:兵庫県,2537
202008_W3,22:静岡県,29:奈良県,1174
202008_W3,22:静岡県,30:和歌山県,764
202008_W3,22:静岡県,31:鳥取県,383
202008_W3,22:静岡県,32:島根県,51
202008_W3,22:静岡県,33:岡山県,554
202008_W3,22:静岡県,34:広島県,1078
202008_W3,22:静岡県,35:山口県,183
202008_W3,22:静岡県,36:徳島県,262
202008_W3,22:静岡県,37:香川県,704
202008_W3,22:静岡県,38:愛媛県,443
202008_W3,22:静岡県,39:高知県,483
202008_W3,22:静岡県,40:福岡県,1221
202008_W3,22:静岡県,41:佐賀県,248
202008_W3,22:静岡県,42:長崎県,327
202008_W3,22:静岡県,43:熊本県,834
202008_W3,22:静岡県,44:大分県,344
202008_W3,22:静岡県,45:宮崎県,305
202008_W3,22:静岡県,46:鹿児島県,229
202008_W3,22:静岡県,47:沖縄県,626
202008_W4,22:静岡県,01:北海道,1267
202008_W4,22:静岡県,02:青森県,315
202008_W4,22:静岡県,03:岩手県,716
202008_W4,22:静岡県,04:宮城県,1508
202008_W4,22:静岡県,05:秋田県,84
202008_W4,22:静岡県,06:山形県,403
202008_W4,22:静岡県,07:福島県,950
202008_W4,22:静岡県,08:茨城県,3046
202008_W4,22:静岡県,09:栃木県,1002
202008_W4,22:静岡県,10:群馬県,1438
202008_W4,22:静岡県,11:埼玉県,11752
202008_W4,22:静岡県,12:千葉県,8410
202008_W4,22:静岡県,13:東京都,31046
202008_W4,22:静岡県,14:神奈川県,38535
202008_W4,22:静岡県,15:新潟県,1087
202008_W4,22:静岡県,16:富山県,519
202008_W4,22:静岡県,17:石川県,1237
202008_W4,22:静岡県,18:福井県,225
202008_W4,22:静岡県,19:山梨県,6127
202008_W4,22:静岡県,20:長野県,1979
202008_W4,22:静岡県,21:岐阜県,3341
202008_W4,22:静岡県,22:静岡県,3574289
202008_W4,22:静岡県,23:愛知県,34526
202008_W4,22:静岡県,24:三重県,2656
202008_W4,22:静岡県,25:滋賀県,1629
202008_W4,22:静岡県,26:京都府,2364
202008_W4,22:静岡県,27:大阪府,4255
202008_W4,22:静岡県,28:兵庫県,2355
202008_W4,22:静岡県,29:奈良県,955
202008_W4,22:静岡県,30:和歌山県,320
202008_W4,22:静岡県,31:鳥取県,81
202008_W4,22:静岡県,32:島根県,19
202008_W4,22:静岡県,33:岡山県,690
202008_W4,22:静岡県,34:広島県,1312
202008_W4,22:静岡県,35:山口県,320
202008_W4,22:静岡県,36:徳島県,184
202008_W4,22:静岡県,37:香川県,376
202008_W4,22:静岡県,38:愛媛県,288
202008_W4,22:静岡県,39:高知県,195
202008_W4,22:静岡県,40:福岡県,1124
202008_W4,22:静岡県,41:佐賀県,116
202008_W4,22:静岡県,42:長崎県,312
202008_W4,22:静岡県,43:熊本県,359
202008_W4,22:静岡県,44:大分県,231
202008_W4,22:静岡県,45:宮崎県,204
202008_W4,22:静岡県,46:鹿児島県,117
202008_W4,22:静岡県,47:沖縄県,280
202009_W1,22:静岡県,01:北海道,621
202009_W1,22:静岡県,02:青森県,648
202009_W1,22:静岡県,03:岩手県,179
202009_W1,22:静岡県,04:宮城県,1078
202009_W1,22:静岡県,05:秋田県,3
202009_W1,22:静岡県,06:山形県,752
202009_W1,22:静岡県,07:福島県,722
202009_W1,22:静岡県,08:茨城県,2737
202009_W1,22:静岡県,09:栃木県,1589
202009_W1,22:静岡県,10:群馬県,1036
202009_W1,22:静岡県,11:埼玉県,9700
202009_W1,22:静岡県,12:千葉県,7007
202009_W1,22:静岡県,13:東京都,26179
202009_W1,22:静岡県,14:神奈川県,34794
202009_W1,22:静岡県,15:新潟県,723
202009_W1,22:静岡県,16:富山県,600
202009_W1,22:静岡県,17:石川県,1399
202009_W1,22:静岡県,18:福井県,644
202009_W1,22:静岡県,19:山梨県,5647
202009_W1,22:静岡県,20:長野県,2458
202009_W1,22:静岡県,21:岐阜県,4048
202009_W1,22:静岡県,22:静岡県,3579959
202009_W1,22:静岡県,23:愛知県,34010
202009_W1,22:静岡県,24:三重県,1824
202009_W1,22:静岡県,25:滋賀県,1118
202009_W1,22:静岡県,26:京都府,1750
202009_W1,22:静岡県,27:大阪府,4448
202009_W1,22:静岡県,28:兵庫県,2365
202009_W1,22:静岡県,29:奈良県,947
202009_W1,22:静岡県,30:和歌山県,503
202009_W1,22:静岡県,31:鳥取県,84
202009_W1,22:静岡県,32:島根県,74
202009_W1,22:静岡県,33:岡山県,664
202009_W1,22:静岡県,34:広島県,954
202009_W1,22:静岡県,35:山口県,272
202009_W1,22:静岡県,36:徳島県,247
202009_W1,22:静岡県,37:香川県,324
202009_W1,22:静岡県,38:愛媛県,496
202009_W1,22:静岡県,39:高知県,294
202009_W1,22:静岡県,40:福岡県,1317
202009_W1,22:静岡県,41:佐賀県,36
202009_W1,22:静岡県,42:長崎県,126
202009_W1,22:静岡県,43:熊本県,350
202009_W1,22:静岡県,44:大分県,272
202009_W1,22:静岡県,45:宮崎県,19
202009_W1,22:静岡県,46:鹿児島県,210
202009_W1,22:静岡県,47:沖縄県,340
202009_W2,22:静岡県,01:北海道,893
202009_W2,22:静岡県,02:青森県,62
202009_W2,22:静岡県,03:岩手県,503
202009_W2,22:静岡県,04:宮城県,1105
202009_W2,22:静岡県,05:秋田県,174
202009_W2,22:静岡県,06:山形県,322
202009_W2,22:静岡県,07:福島県,535
202009_W2,22:静岡県,08:茨城県,2375
202009_W2,22:静岡県,09:栃木県,1637
202009_W2,22:静岡県,10:群馬県,1030
202009_W2,22:静岡県,11:埼玉県,11240
202009_W2,22:静岡県,12:千葉県,7622
202009_W2,22:静岡県,13:東京都,27049
202009_W2,22:静岡県,14:神奈川県,34402
202009_W2,22:静岡県,15:新潟県,766
202009_W2,22:静岡県,16:富山県,616
202009_W2,22:静岡県,17:石川県,733
202009_W2,22:静岡県,18:福井県,282
202009_W2,22:静岡県,19:山梨県,5622
202009_W2,22:静岡県,20:長野県,2857
202009_W2,22:静岡県,21:岐阜県,3332
202009_W2,22:静岡県,22:静岡県,3573241
202009_W2,22:静岡県,23:愛知県,33732
202009_W2,22:静岡県,24:三重県,1990
202009_W2,22:静岡県,25:滋賀県,1546
202009_W2,22:静岡県,26:京都府,2112
202009_W2,22:静岡県,27:大阪府,3956
202009_W2,22:静岡県,28:兵庫県,2353
202009_W2,22:静岡県,29:奈良県,598
202009_W2,22:静岡県,30:和歌山県,579
202009_W2,22:静岡県,31:鳥取県,71
202009_W2,22:静岡県,32:島根県,23
202009_W2,22:静岡県,33:岡山県,522
202009_W2,22:静岡県,34:広島県,1213
202009_W2,22:静岡県,35:山口県,673
202009_W2,22:静岡県,36:徳島県,429
202009_W2,22:静岡県,37:香川県,310
202009_W2,22:静岡県,38:愛媛県,432
202009_W2,22:静岡県,39:高知県,125
202009_W2,22:静岡県,40:福岡県,973
202009_W2,22:静岡県,41:佐賀県,89
202009_W2,22:静岡県,42:長崎県,113
202009_W2,22:静岡県,43:熊本県,341
202009_W2,22:静岡県,44:大分県,481
202009_W2,22:静岡県,45:宮崎県,161
202009_W2,22:静岡県,46:鹿児島県,320
202009_W2,22:静岡県,47:沖縄県,446
202009_W3,22:静岡県,01:北海道,731
202009_W3,22:静岡県,02:青森県,107
202009_W3,22:静岡県,03:岩手県,1142
202009_W3,22:静岡県,04:宮城県,1470
202009_W3,22:静岡県,05:秋田県,41
202009_W3,22:静岡県,06:山形県,539
202009_W3,22:静岡県,07:福島県,971
202009_W3,22:静岡県,08:茨城県,3262
202009_W3,22:静岡県,09:栃木県,1708
202009_W3,22:静岡県,10:群馬県,1698
202009_W3,22:静岡県,11:埼玉県,13898
202009_W3,22:静岡県,12:千葉県,11241
202009_W3,22:静岡県,13:東京都,38932
202009_W3,22:静岡県,14:神奈川県,46476
202009_W3,22:静岡県,15:新潟県,812
202009_W3,22:静岡県,16:富山県,635
202009_W3,22:静岡県,17:石川県,718
202009_W3,22:静岡県,18:福井県,492
202009_W3,22:静岡県,19:山梨県,6177
202009_W3,22:静岡県,20:長野県,3035
202009_W3,22:静岡県,21:岐阜県,4447
202009_W3,22:静岡県,22:静岡県,3551491
202009_W3,22:静岡県,23:愛知県,38832
202009_W3,22:静岡県,24:三重県,3300
202009_W3,22:静岡県,25:滋賀県,2032
202009_W3,22:静岡県,26:京都府,2378
202009_W3,22:静岡県,27:大阪府,6815
202009_W3,22:静岡県,28:兵庫県,3871
202009_W3,22:静岡県,29:奈良県,1412
202009_W3,22:静岡県,30:和歌山県,819
202009_W3,22:静岡県,31:鳥取県,160
202009_W3,22:静岡県,32:島根県,208
202009_W3,22:静岡県,33:岡山県,841
202009_W3,22:静岡県,34:広島県,1567
202009_W3,22:静岡県,35:山口県,421
202009_W3,22:静岡県,36:徳島県,289
202009_W3,22:静岡県,37:香川県,382
202009_W3,22:静岡県,38:愛媛県,593
202009_W3,22:静岡県,39:高知県,65
202009_W3,22:静岡県,40:福岡県,1388
202009_W3,22:静岡県,41:佐賀県,127
202009_W3,22:静岡県,42:長崎県,258
202009_W3,22:静岡県,43:熊本県,421
202009_W3,22:静岡県,44:大分県,373
202009_W3,22:静岡県,45:宮崎県,556
202009_W3,22:静岡県,46:鹿児島県,256
202009_W3,22:静岡県,47:沖縄県,900
202009_W4,22:静岡県,01:北海道,1181
202009_W4,22:静岡県,02:青森県,402
202009_W4,22:静岡県,03:岩手県,882
202009_W4,22:静岡県,04:宮城県,1464
202009_W4,22:静岡県,05:秋田県,59
202009_W4,22:静岡県,06:山形県,591
202009_W4,22:静岡県,07:福島県,797
202009_W4,22:静岡県,08:茨城県,3101
202009_W4,22:静岡県,09:栃木県,1839
202009_W4,22:静岡県,10:群馬県,1745
202009_W4,22:静岡県,11:埼玉県,15453
202009_W4,22:静岡県,12:千葉県,11865
202009_W4,22:静岡県,13:東京都,42769
202009_W4,22:静岡県,14:神奈川県,50704
202009_W4,22:静岡県,15:新潟県,1064
202009_W4,22:静岡県,16:富山県,914
202009_W4,22:静岡県,17:石川県,933
202009_W4,22:静岡県,18:福井県,476
202009_W4,22:静岡県,19:山梨県,7540
202009_W4,22:静岡県,20:長野県,3269
202009_W4,22:静岡県,21:岐阜県,5292
202009_W4,22:静岡県,22:静岡県,3545449
202009_W4,22:静岡県,23:愛知県,40719
202009_W4,22:静岡県,24:三重県,3565
202009_W4,22:静岡県,25:滋賀県,1724
202009_W4,22:静岡県,26:京都府,2447
202009_W4,22:静岡県,27:大阪府,6476
202009_W4,22:静岡県,28:兵庫県,3604
202009_W4,22:静岡県,29:奈良県,1436
202009_W4,22:静岡県,30:和歌山県,977
202009_W4,22:静岡県,31:鳥取県,53
202009_W4,22:静岡県,32:島根県,116
202009_W4,22:静岡県,33:岡山県,947
202009_W4,22:静岡県,34:広島県,1171
202009_W4,22:静岡県,35:山口県,606
202009_W4,22:静岡県,36:徳島県,301
202009_W4,22:静岡県,37:香川県,380
202009_W4,22:静岡県,38:愛媛県,640
202009_W4,22:静岡県,39:高知県,99
202009_W4,22:静岡県,40:福岡県,1594
202009_W4,22:静岡県,41:佐賀県,135
202009_W4,22:静岡県,42:長崎県,435
202009_W4,22:静岡県,43:熊本県,703
202009_W4,22:静岡県,44:大分県,102
202009_W4,22:静岡県,45:宮崎県,510
202009_W4,22:静岡県,46:鹿児島県,188
202009_W4,22:静岡県,47:沖縄県,733
202010_W1,22:静岡県,01:北海道,1905
202010_W1,22:静岡県,02:青森県,367
202010_W1,22:静岡県,03:岩手県,209
202010_W1,22:静岡県,04:宮城県,1243
202010_W1,22:静岡県,05:秋田県,317
202010_W1,22:静岡県,06:山形県,641
202010_W1,22:静岡県,07:福島県,628
202010_W1,22:静岡県,08:茨城県,1479
202010_W1,22:静岡県,09:栃木県,1206
202010_W1,22:静岡県,10:群馬県,910
202010_W1,22:静岡県,11:埼玉県,11527
202010_W1,22:静岡県,12:千葉県,8202
202010_W1,22:静岡県,13:東京都,27612
202010_W1,22:静岡県,14:神奈川県,37119
202010_W1,22:静岡県,15:新潟県,1235
202010_W1,22:静岡県,16:富山県,699
202010_W1,22:静岡県,17:石川県,921
202010_W1,22:静岡県,18:福井県,1035
202010_W1,22:静岡県,19:山梨県,6160
202010_W1,22:静岡県,20:長野県,2720
202010_W1,22:静岡県,21:岐阜県,4117
202010_W1,22:静岡県,22:静岡県,3565149
202010_W1,22:静岡県,23:愛知県,35196
202010_W1,22:静岡県,24:三重県,2783
202010_W1,22:静岡県,25:滋賀県,1449
202010_W1,22:静岡県,26:京都府,1852
202010_W1,22:静岡県,27:大阪府,4130
202010_W1,22:静岡県,28:兵庫県,3198
202010_W1,22:静岡県,29:奈良県,1081
202010_W1,22:静岡県,30:和歌山県,755
202010_W1,22:静岡県,31:鳥取県,186
202010_W1,22:静岡県,32:島根県,106
202010_W1,22:静岡県,33:岡山県,1093
202010_W1,22:静岡県,34:広島県,1132
202010_W1,22:静岡県,35:山口県,556
202010_W1,22:静岡県,36:徳島県,507
202010_W1,22:静岡県,37:香川県,391
202010_W1,22:静岡県,38:愛媛県,526
202010_W1,22:静岡県,39:高知県,189
202010_W1,22:静岡県,40:福岡県,774
202010_W1,22:静岡県,41:佐賀県,309
202010_W1,22:静岡県,42:長崎県,261
202010_W1,22:静岡県,43:熊本県,524
202010_W1,22:静岡県,44:大分県,237
202010_W1,22:静岡県,45:宮崎県,397
202010_W1,22:静岡県,46:鹿児島県,140
202010_W1,22:静岡県,47:沖縄県,596
202010_W2,22:静岡県,01:北海道,1974
202010_W2,22:静岡県,02:青森県,397
202010_W2,22:静岡県,03:岩手県,411
202010_W2,22:静岡県,04:宮城県,1051
202010_W2,22:静岡県,05:秋田県,41
202010_W2,22:静岡県,06:山形県,76
202010_W2,22:静岡県,07:福島県,962
202010_W2,22:静岡県,08:茨城県,1830
202010_W2,22:静岡県,09:栃木県,1093
202010_W2,22:静岡県,10:群馬県,1940
202010_W2,22:静岡県,11:埼玉県,9524
202010_W2,22:静岡県,12:千葉県,9836
202010_W2,22:静岡県,13:東京都,26142
202010_W2,22:静岡県,14:神奈川県,32454
202010_W2,22:静岡県,15:新潟県,710
202010_W2,22:静岡県,16:富山県,507
202010_W2,22:静岡県,17:石川県,835
202010_W2,22:静岡県,18:福井県,684
202010_W2,22:静岡県,19:山梨県,5810
202010_W2,22:静岡県,20:長野県,1672
202010_W2,22:静岡県,21:岐阜県,3548
202010_W2,22:静岡県,22:静岡県,3570532
202010_W2,22:静岡県,23:愛知県,32536
202010_W2,22:静岡県,24:三重県,2736
202010_W2,22:静岡県,25:滋賀県,985
202010_W2,22:静岡県,26:京都府,1913
202010_W2,22:静岡県,27:大阪府,4378
202010_W2,22:静岡県,28:兵庫県,3008
202010_W2,22:静岡県,29:奈良県,1075
202010_W2,22:静岡県,30:和歌山県,425
202010_W2,22:静岡県,31:鳥取県,300
202010_W2,22:静岡県,32:島根県,92
202010_W2,22:静岡県,33:岡山県,583
202010_W2,22:静岡県,34:広島県,859
202010_W2,22:静岡県,35:山口県,401
202010_W2,22:静岡県,36:徳島県,242
202010_W2,22:静岡県,37:香川県,381
202010_W2,22:静岡県,38:愛媛県,428
202010_W2,22:静岡県,39:高知県,320
202010_W2,22:静岡県,40:福岡県,980
202010_W2,22:静岡県,41:佐賀県,339
202010_W2,22:静岡県,42:長崎県,316
202010_W2,22:静岡県,43:熊本県,513
202010_W2,22:静岡県,44:大分県,432
202010_W2,22:静岡県,45:宮崎県,432
202010_W2,22:静岡県,46:鹿児島県,344
202010_W2,22:静岡県,47:沖縄県,382
202010_W3,22:静岡県,01:北海道,1070
202010_W3,22:静岡県,02:青森県,479
202010_W3,22:静岡県,03:岩手県,66
202010_W3,22:静岡県,04:宮城県,914
202010_W3,22:静岡県,05:秋田県,87
202010_W3,22:静岡県,06:山形県,252
202010_W3,22:静岡県,07:福島県,918
202010_W3,22:静岡県,08:茨城県,2196
202010_W3,22:静岡県,09:栃木県,1760
202010_W3,22:静岡県,10:群馬県,2430
202010_W3,22:静岡県,11:埼玉県,10444
202010_W3,22:静岡県,12:千葉県,7489
202010_W3,22:静岡県,13:東京都,31703
202010_W3,22:静岡県,14:神奈川県,35772
202010_W3,22:静岡県,15:新潟県,1372
202010_W3,22:静岡県,16:富山県,795
202010_W3,22:静岡県,17:石川県,929
202010_W3,22:静岡県,18:福井県,1114
202010_W3,22:静岡県,19:山梨県,5480
202010_W3,22:静岡県,20:長野県,3054
202010_W3,22:静岡県,21:岐阜県,3632
202010_W3,22:静岡県,22:静岡県,3563431
202010_W3,22:静岡県,23:愛知県,36575
202010_W3,22:静岡県,24:三重県,2516
202010_W3,22:静岡県,25:滋賀県,1287
202010_W3,22:静岡県,26:京都府,2251
202010_W3,22:静岡県,27:大阪府,4279
202010_W3,22:静岡県,28:兵庫県,3590
202010_W3,22:静岡県,29:奈良県,840
202010_W3,22:静岡県,30:和歌山県,342
202010_W3,22:静岡県,31:鳥取県,74
202010_W3,22:静岡県,32:島根県,88
202010_W3,22:静岡県,33:岡山県,663
202010_W3,22:静岡県,34:広島県,1091
202010_W3,22:静岡県,35:山口県,374
202010_W3,22:静岡県,36:徳島県,130
202010_W3,22:静岡県,37:香川県,619
202010_W3,22:静岡県,38:愛媛県,564
202010_W3,22:静岡県,39:高知県,132
202010_W3,22:静岡県,40:福岡県,921
202010_W3,22:静岡県,41:佐賀県,431
202010_W3,22:静岡県,42:長崎県,466
202010_W3,22:静岡県,43:熊本県,266
202010_W3,22:静岡県,44:大分県,196
202010_W3,22:静岡県,45:宮崎県,330
202010_W3,22:静岡県,46:鹿児島県,306
202010_W3,22:静岡県,47:沖縄県,482
202010_W4,22:静岡県,01:北海道,924
202010_W4,22:静岡県,02:青森県,338
202010_W4,22:静岡県,03:岩手県,299
202010_W4,22:静岡県,04:宮城県,1338
202010_W4,22:静岡県,05:秋田県,335
202010_W4,22:静岡県,06:山形県,158
202010_W4,22:静岡県,07:福島県,1054
202010_W4,22:静岡県,08:茨城県,2677
202010_W4,22:静岡県,09:栃木県,2093
202010_W4,22:静岡県,10:群馬県,2533
202010_W4,22:静岡県,11:埼玉県,10797
202010_W4,22:静岡県,12:千葉県,9421
202010_W4,22:静岡県,13:東京都,35013
202010_W4,22:静岡県,14:神奈川県,43076
202010_W4,22:静岡県,15:新潟県,1028
202010_W4,22:静岡県,16:富山県,336
202010_W4,22:静岡県,17:石川県,818
202010_W4,22:静岡県,18:福井県,901
202010_W4,22:静岡県,19:山梨県,5572
202010_W4,22:静岡県,20:長野県,2472
202010_W4,22:静岡県,21:岐阜県,3841
202010_W4,22:静岡県,22:静岡県,3562144
202010_W4,22:静岡県,23:愛知県,36075
202010_W4,22:静岡県,24:三重県,2765
202010_W4,22:静岡県,25:滋賀県,1526
202010_W4,22:静岡県,26:京都府,2326
202010_W4,22:静岡県,27:大阪府,5324
202010_W4,22:静岡県,28:兵庫県,3197
202010_W4,22:静岡県,29:奈良県,773
202010_W4,22:静岡県,30:和歌山県,441
202010_W4,22:静岡県,31:鳥取県,160
202010_W4,22:静岡県,32:島根県,172
202010_W4,22:静岡県,33:岡山県,509
202010_W4,22:静岡県,34:広島県,1487
202010_W4,22:静岡県,35:山口県,605
202010_W4,22:静岡県,36:徳島県,127
202010_W4,22:静岡県,37:香川県,462
202010_W4,22:静岡県,38:愛媛県,649
202010_W4,22:静岡県,39:高知県,32
202010_W4,22:静岡県,40:福岡県,1067
202010_W4,22:静岡県,41:佐賀県,274
202010_W4,22:静岡県,42:長崎県,411
202010_W4,22:静岡県,43:熊本県,512
202010_W4,22:静岡県,44:大分県,313
202010_W4,22:静岡県,45:宮崎県,145
202010_W4,22:静岡県,46:鹿児島県,143
202010_W4,22:静岡県,47:沖縄県,456
202010_W5,22:静岡県,01:北海道,800
202010_W5,22:静岡県,02:青森県,156
202010_W5,22:静岡県,03:岩手県,739
202010_W5,22:静岡県,04:宮城県,554
202010_W5,22:静岡県,05:秋田県,547
202010_W5,22:静岡県,06:山形県,437
202010_W5,22:静岡県,07:福島県,726
202010_W5,22:静岡県,08:茨城県,2066
202010_W5,22:静岡県,09:栃木県,1841
202010_W5,22:静岡県,10:群馬県,1906
202010_W5,22:静岡県,11:埼玉県,12550
202010_W5,22:静岡県,12:千葉県,9374
202010_W5,22:静岡県,13:東京都,36748
202010_W5,22:静岡県,14:神奈川県,41532
202010_W5,22:静岡県,15:新潟県,591
202010_W5,22:静岡県,16:富山県,282
202010_W5,22:静岡県,17:石川県,1067
202010_W5,22:静岡県,18:福井県,1264
202010_W5,22:静岡県,19:山梨県,6469
202010_W5,22:静岡県,20:長野県,2742
202010_W5,22:静岡県,21:岐阜県,3787
202010_W5,22:静岡県,22:静岡県,3555975
202010_W5,22:静岡県,23:愛知県,38042
202010_W5,22:静岡県,24:三重県,2967
202010_W5,22:静岡県,25:滋賀県,1645
202010_W5,22:静岡県,26:京都府,2715
202010_W5,22:静岡県,27:大阪府,5584
202010_W5,22:静岡県,28:兵庫県,3270
202010_W5,22:静岡県,29:奈良県,913
202010_W5,22:静岡県,30:和歌山県,541
202010_W5,22:静岡県,31:鳥取県,60
202010_W5,22:静岡県,32:島根県,146
202010_W5,22:静岡県,33:岡山県,894
202010_W5,22:静岡県,34:広島県,1471
202010_W5,22:静岡県,35:山口県,444
202010_W5,22:静岡県,36:徳島県,248
202010_W5,22:静岡県,37:香川県,598
202010_W5,22:静岡県,38:愛媛県,786
202010_W5,22:静岡県,39:高知県,81
202010_W5,22:静岡県,40:福岡県,1263
202010_W5,22:静岡県,41:佐賀県,312
202010_W5,22:静岡県,42:長崎県,174
202010_W5,22:静岡県,43:熊本県,1059
202010_W5,22:静岡県,44:大分県,241
202010_W5,22:静岡県,45:宮崎県,53
202010_W5,22:静岡県,46:鹿児島県,164
202010_W5,22:静岡県,47:沖縄県,767
202011_W1,22:静岡県,01:北海道,1002
202011_W1,22:静岡県,02:青森県,483
202011_W1,22:静岡県,03:岩手県,460
202011_W1,22:静岡県,04:宮城県,924
202011_W1,22:静岡県,05:秋田県,120
202011_W1,22:静岡県,06:山形県,293
202011_W1,22:静岡県,07:福島県,830
202011_W1,22:静岡県,08:茨城県,2946
202011_W1,22:静岡県,09:栃木県,1558
202011_W1,22:静岡県,10:群馬県,2136
202011_W1,22:静岡県,11:埼玉県,12033
202011_W1,22:静岡県,12:千葉県,9678
202011_W1,22:静岡県,13:東京都,38610
202011_W1,22:静岡県,14:神奈川県,44288
202011_W1,22:静岡県,15:新潟県,985
202011_W1,22:静岡県,16:富山県,410
202011_W1,22:静岡県,17:石川県,847
202011_W1,22:静岡県,18:福井県,931
202011_W1,22:静岡県,19:山梨県,7308
202011_W1,22:静岡県,20:長野県,2110
202011_W1,22:静岡県,21:岐阜県,4376
202011_W1,22:静岡県,22:静岡県,3557123
202011_W1,22:静岡県,23:愛知県,36500
202011_W1,22:静岡県,24:三重県,3223
202011_W1,22:静岡県,25:滋賀県,1306
202011_W1,22:静岡県,26:京都府,2406
202011_W1,22:静岡県,27:大阪府,6108
202011_W1,22:静岡県,28:兵庫県,3041
202011_W1,22:静岡県,29:奈良県,839
202011_W1,22:静岡県,30:和歌山県,328
202011_W1,22:静岡県,31:鳥取県,156
202011_W1,22:静岡県,32:島根県,77
202011_W1,22:静岡県,33:岡山県,689
202011_W1,22:静岡県,34:広島県,1544
202011_W1,22:静岡県,35:山口県,133
202011_W1,22:静岡県,36:徳島県,359
202011_W1,22:静岡県,37:香川県,550
202011_W1,22:静岡県,38:愛媛県,466
202011_W1,22:静岡県,39:高知県,4
202011_W1,22:静岡県,40:福岡県,1026
202011_W1,22:静岡県,41:佐賀県,521
202011_W1,22:静岡県,42:長崎県,139
202011_W1,22:静岡県,43:熊本県,1024
202011_W1,22:静岡県,44:大分県,125
202011_W1,22:静岡県,45:宮崎県,127
202011_W1,22:静岡県,46:鹿児島県,122
202011_W1,22:静岡県,47:沖縄県,831
202011_W2,22:静岡県,01:北海道,1158
202011_W2,22:静岡県,02:青森県,354
202011_W2,22:静岡県,03:岩手県,103
202011_W2,22:静岡県,04:宮城県,1731
202011_W2,22:静岡県,05:秋田県,242
202011_W2,22:静岡県,06:山形県,108
202011_W2,22:静岡県,07:福島県,674
202011_W2,22:静岡県,08:茨城県,3183
202011_W2,22:静岡県,09:栃木県,2398
202011_W2,22:静岡県,10:群馬県,1913
202011_W2,22:静岡県,11:埼玉県,11820
202011_W2,22:静岡県,12:千葉県,10503
202011_W2,22:静岡県,13:東京都,36102
202011_W2,22:静岡県,14:神奈川県,42462
202011_W2,22:静岡県,15:新潟県,598
202011_W2,22:静岡県,16:富山県,910
202011_W2,22:静岡県,17:石川県,647
202011_W2,22:静岡県,18:福井県,757
202011_W2,22:静岡県,19:山梨県,6370
202011_W2,22:静岡県,20:長野県,2906
202011_W2,22:静岡県,21:岐阜県,4070
202011_W2,22:静岡県,22:静岡県,3552730
202011_W2,22:静岡県,23:愛知県,37129
202011_W2,22:静岡県,24:三重県,2810
202011_W2,22:静岡県,25:滋賀県,1261
202011_W2,22:静岡県,26:京都府,2740
202011_W2,22:静岡県,27:大阪府,6617
202011_W2,22:静岡県,28:兵庫県,3614
202011_W2,22:静岡県,29:奈良県,937
202011_W2,22:静岡県,30:和歌山県,885
202011_W2,22:静岡県,31:鳥取県,419
202011_W2,22:静岡県,32:島根県,177
202011_W2,22:静岡県,33:岡山県,796
202011_W2,22:静岡県,34:広島県,1190
202011_W2,22:静岡県,35:山口県,458
202011_W2,22:静岡県,36:徳島県,271
202011_W2,22:静岡県,37:香川県,268
