Date,Code,Pref,newcaseday,Totalcase,newdeath,totaldeath,Test,Kyugyo,emergency,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Rt,Treat,Post
2020-01-16,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-17,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-18,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-19,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-20,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-21,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-22,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-23,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-24,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-25,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-26,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-27,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-28,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-29,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-30,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-01-31,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-02-01,19,山梨県,0,0,0,0,,0,0,,,,,,,,1,0
2020-02-02,19,山梨県,0,0,0,0,1,0,0,,,,,,,,1,0
2020-02-03,19,山梨県,0,0,0,0,2,0,0,,,,,,,,1,0
2020-02-04,19,山梨県,0,0,0,0,1,0,0,,,,,,,,1,0
2020-02-05,19,山梨県,0,0,0,0,1,0,0,,,,,,,,1,0
2020-02-06,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-07,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-08,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-09,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-10,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-11,19,山梨県,0,0,0,0,1,0,0,,,,,,,,1,0
2020-02-12,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-13,19,山梨県,0,0,0,0,0,0,0,,,,,,,,1,0
2020-02-14,19,山梨県,0,0,0,0,1,0,0,,,,,,,,1,0
2020-02-15,19,山梨県,0,0,0,0,1,0,0,-1,0,5,-5,5,0,,1,0
2020-02-16,19,山梨県,0,0,0,0,0,0,0,-6,-3,-33,-13,-1,2,,1,0
2020-02-17,19,山梨県,0,0,0,0,3,0,0,-1,-2,4,2,0,1,,1,0
2020-02-18,19,山梨県,0,0,0,0,3,0,0,1,2,1,1,0,1,,1,0
2020-02-19,19,山梨県,0,0,0,0,5,0,0,0,2,9,5,0,0,,1,0
2020-02-20,19,山梨県,0,0,0,0,1,0,0,2,6,0,2,1,0,,1,0
2020-02-21,19,山梨県,0,0,0,0,12,0,0,-2,-2,7,3,0,1,,1,0
2020-02-22,19,山梨県,0,0,0,0,1,0,0,-1,4,-8,3,-1,1,,1,0
2020-02-23,19,山梨県,0,0,0,0,0,0,0,12,12,47,30,1,0,,1,0
2020-02-24,19,山梨県,0,0,0,0,2,0,0,28,8,87,33,-53,13,,1,0
2020-02-25,19,山梨県,0,0,0,0,20,0,0,2,6,-9,-1,0,1,,1,0
2020-02-26,19,山梨県,0,0,0,0,11,0,0,-1,2,-14,-6,0,1,,1,0
2020-02-27,19,山梨県,0,0,0,0,3,0,0,1,5,-4,-4,1,1,,1,0
2020-02-28,19,山梨県,0,0,0,0,11,0,0,0,12,-3,-12,1,2,,1,0
2020-02-29,19,山梨県,0,0,0,0,4,0,0,-4,10,-20,-25,5,3,,1,0
2020-03-01,19,山梨県,0,0,0,0,4,0,0,-6,7,-5,-22,5,3,,1,0
2020-03-02,19,山梨県,0,0,0,0,12,0,0,-7,0,-28,-25,-2,4,,1,0
2020-03-03,19,山梨県,0,0,0,0,11,0,0,-2,6,2,-16,0,3,,1,0
2020-03-04,19,山梨県,0,0,0,0,10,0,0,-7,1,-18,-23,-4,4,,1,0
2020-03-05,19,山梨県,0,0,0,0,15,0,0,-6,2,-12,-19,-2,3,,1,0
2020-03-06,19,山梨県,1,1,0,0,15,0,0,-7,-2,6,-15,-3,4,,1,0
2020-03-07,19,山梨県,1,2,0,0,32,0,0,-9,1,-7,-23,-3,4,,1,0
2020-03-08,19,山梨県,0,2,0,0,5,0,0,-20,-4,-57,-38,-7,7,,1,0
2020-03-09,19,山梨県,0,2,0,0,35,0,0,-9,-2,3,-18,-3,4,,1,0
2020-03-10,19,山梨県,0,2,0,0,13,0,0,-10,-2,-35,-25,-5,6,,1,0
2020-03-11,19,山梨県,0,2,0,0,15,0,0,-2,3,9,-11,-5,4,,1,0
2020-03-12,19,山梨県,0,2,0,0,16,0,0,-3,5,7,-11,-3,3,,1,0
2020-03-13,19,山梨県,0,2,0,0,16,0,0,-7,0,9,-15,-3,4,,1,0
2020-03-14,19,山梨県,0,2,0,0,3,0,0,-17,-6,-53,-36,-9,8,,1,0
2020-03-15,19,山梨県,0,2,0,0,7,0,0,-7,5,0,-17,-2,4,,1,0
2020-03-16,19,山梨県,0,2,0,0,22,0,0,-6,-2,-14,-18,-3,4,,1,0
2020-03-17,19,山梨県,0,2,0,0,10,0,0,-2,4,5,-12,-3,3,,1,0
2020-03-18,19,山梨県,0,2,0,0,10,0,0,-3,4,11,-8,-2,3,,1,0
2020-03-19,19,山梨県,0,2,0,0,10,0,0,7,7,12,2,-4,1,,1,0
2020-03-20,19,山梨県,0,2,0,0,1,0,0,19,13,84,25,-52,16,,1,0
2020-03-21,19,山梨県,0,2,0,0,5,0,0,3,11,64,15,-7,3,,1,0
2020-03-22,19,山梨県,0,2,0,0,7,0,0,-3,8,27,8,-2,2,,1,0
2020-03-23,19,山梨県,0,2,0,0,12,0,0,-2,-1,-3,-11,-3,3,,1,0
2020-03-24,19,山梨県,2,4,0,0,13,0,0,1,3,6,-9,-4,3,,1,0
2020-03-25,19,山梨県,0,4,0,0,18,0,0,2,7,27,-1,-3,2,,1,0
2020-03-26,19,山梨県,0,4,0,0,21,0,0,4,12,32,-1,-3,2,,1,0
2020-03-27,19,山梨県,0,4,0,0,15,0,0,-5,2,8,-13,-5,5,,1,0
2020-03-28,19,山梨県,0,4,0,0,12,0,0,-12,2,-23,-35,-5,6,,1,0
2020-03-29,19,山梨県,0,4,0,0,5,0,0,-29,-13,-56,-51,-9,8,,1,0
2020-03-30,19,山梨県,1,5,0,0,18,0,0,-4,0,-15,-23,-6,5,,1,0
2020-03-31,19,山梨県,1,6,0,0,48,0,0,-2,5,-10,-25,-5,5,1,1,0
2020-04-01,19,山梨県,3,9,0,0,57,0,0,-16,-3,-39,-33,-9,6,1.64,1,0
2020-04-02,19,山梨県,0,9,0,0,48,0,0,-11,4,8,-24,-7,5,1.92,1,0
2020-04-03,19,山梨県,2,11,0,0,42,0,0,-12,1,22,-24,-8,6,1.92,1,0
2020-04-04,19,山梨県,1,12,0,0,50,0,0,-15,6,25,-31,-8,7,2.45,1,0
2020-04-05,19,山梨県,2,14,0,0,32,0,0,-19,5,3,-35,-8,7,2.93,1,0
2020-04-06,19,山梨県,5,19,0,0,79,0,0,-10,3,5,-27,-9,6,2.19,1,0
2020-04-07,19,山梨県,3,22,0,0,59,0,0,-12,3,1,-30,-10,6,3.81,1,0
2020-04-08,19,山梨県,3,25,0,0,59,0,0,-17,0,2,-32,-11,6,2.45,1,0
2020-04-09,19,山梨県,2,27,0,0,67,0,0,-19,0,-2,-34,-10,7,2.19,1,0
2020-04-10,19,山梨県,3,30,0,0,53,0,0,-21,-1,-5,-39,-11,9,2.5,1,0
2020-04-11,19,山梨県,3,33,0,0,68,0,0,-26,-1,-18,-52,-17,11,2.19,1,0
2020-04-12,19,山梨県,2,35,0,0,23,0,0,-32,-5,-40,-60,-15,10,1.89,1,0
2020-04-13,19,山梨県,1,36,0,0,48,0,0,-35,-18,-63,-53,-14,12,1.83,1,0
2020-04-14,19,山梨県,1,37,0,0,90,0,0,-16,3,-8,-39,-11,8,1.21,1,0
2020-04-15,19,山梨県,3,40,0,0,72,0,0,-17,5,7,-35,-12,8,1.15,1,0
2020-04-16,19,山梨県,3,43,0,0,68,1,1,-20,2,-15,-40,-12,8,1.18,1,0
2020-04-17,19,山梨県,3,46,0,0,90,1,1,-25,-2,-19,-47,-14,11,1.04,1,0
2020-04-18,19,山梨県,2,48,0,0,91,1,1,-44,-17,-69,-71,-23,16,0.82,1,0
2020-04-19,19,山梨県,1,49,0,0,37,1,1,-33,-1,-4,-52,-16,10,0.72,1,0
2020-04-20,19,山梨県,0,49,0,0,50,1,1,-29,-9,-47,-53,-16,12,0.75,1,0
2020-04-21,19,山梨県,1,50,0,0,110,1,1,-24,-2,-12,-43,-16,10,0.87,1,0
2020-04-22,19,山梨県,1,51,0,0,49,1,1,-26,-5,-13,-44,-18,11,0.78,1,0
2020-04-23,19,山梨県,0,51,0,0,60,1,1,-27,-3,-17,-45,-17,11,0.54,1,0
2020-04-24,19,山梨県,0,51,0,0,57,1,1,-29,-3,-20,-50,-18,13,0.39,1,0
2020-04-25,19,山梨県,1,52,0,0,58,1,1,-35,-7,-35,-62,-22,13,0.3,1,0
2020-04-26,19,山梨県,0,52,0,0,35,1,1,-37,-8,-35,-65,-20,11,0.25,1,0
2020-04-27,19,山梨県,0,52,0,0,45,1,1,-25,-7,-27,-52,-18,12,0.25,1,0
2020-04-28,19,山梨県,1,53,0,0,79,1,1,-19,0,-19,-49,-20,10,0.25,1,0
2020-04-29,19,山梨県,0,53,0,0,96,1,1,-21,-7,-8,-59,-59,19,0.17,1,0
2020-04-30,19,山梨県,0,53,0,0,66,1,1,-21,3,-14,-50,-26,13,0.23,1,0
2020-05-01,19,山梨県,1,54,0,0,115,1,1,-25,-2,-17,-56,-30,17,0.69,1,0
2020-05-02,19,山梨県,1,55,0,0,74,1,1,-37,-8,-38,-66,-26,14,1.23,1,0
2020-05-03,19,山梨県,1,56,0,0,41,1,1,-37,-7,-36,-67,-23,11,1.92,1,0
2020-05-04,19,山梨県,0,56,0,0,48,1,1,-18,-8,-26,-66,-71,28,1.92,1,0
2020-05-05,19,山梨県,0,56,0,0,55,1,1,-15,-2,-4,-61,-71,27,1.64,1,0
2020-05-06,19,山梨県,0,56,0,0,47,1,1,-27,-13,-43,-68,-70,28,2.69,1,0
2020-05-07,19,山梨県,0,56,0,0,68,1,1,-23,-1,-21,-48,-19,11,2.69,1,0
2020-05-08,19,山梨県,0,56,0,0,65,1,1,-27,-5,-12,-50,-20,13,0.75,1,0
2020-05-09,19,山梨県,0,56,0,0,62,1,1,-33,-9,-43,-64,-15,12,0.37,1,0
2020-05-10,19,山梨県,0,56,0,0,48,1,1,-30,-4,-53,-69,-20,11,0,1,0
2020-05-11,19,山梨県,0,56,0,0,46,1,1,-25,-6,-27,-48,-15,10,0,1,0
2020-05-12,19,山梨県,1,57,0,0,81,1,1,-21,-1,-18,-46,-16,10,0,1,0
2020-05-13,19,山梨県,0,57,0,0,54,1,1,-22,-3,-19,-45,-16,10,0.37,1,0
2020-05-14,19,山梨県,0,57,0,0,43,1,1,-22,-3,-17,-44,-15,9,0.37,1,0
2020-05-15,19,山梨県,0,57,0,0,59,1,0,-25,-4,-16,-49,-16,12,0.61,1,0
2020-05-16,19,山梨県,0,57,0,0,54,1,0,-32,-10,-67,-69,-21,13,1,1,0
2020-05-17,19,山梨県,0,57,0,0,19,1,0,-26,-2,-17,-58,-15,8,,1,0
2020-05-18,19,山梨県,1,58,0,0,58,1,0,-21,-8,-28,-48,-13,9,,1,0
2020-05-19,19,山梨県,2,60,0,0,88,1,0,-21,-4,-39,-48,-15,11,,1,0
2020-05-20,19,山梨県,0,60,0,0,66,1,0,-19,1,-23,-45,-14,9,2.19,1,0
2020-05-21,19,山梨県,0,60,0,0,52,1,0,-21,-2,-29,-43,-13,9,2.19,1,0
2020-05-22,19,山梨県,0,60,0,0,49,1,0,-23,-6,-17,-46,-14,11,2.19,1,0
2020-05-23,19,山梨県,0,60,0,0,37,1,0,-24,-5,-34,-59,-16,10,2.19,1,0
2020-05-24,19,山梨県,0,60,0,0,32,1,0,-21,-1,-12,-52,-11,7,2.19,1,0
2020-05-25,19,山梨県,0,60,1,1,32,1,0,-16,-2,-21,-39,-11,7,2.19,1,0
2020-05-26,19,山梨県,0,60,0,1,49,1,0,-16,0,-27,-39,-11,8,1,1,0
2020-05-27,19,山梨県,0,60,0,1,41,1,0,-15,1,-13,-36,-11,7,0,1,0
2020-05-28,19,山梨県,4,64,0,1,35,1,0,-16,0,-14,-34,-10,7,0,1,0
2020-05-29,19,山梨県,0,64,0,1,51,1,0,-19,-3,-14,-38,-11,9,1.23,1,0
2020-05-30,19,山梨県,0,64,0,1,79,1,0,-18,0,-18,-46,-10,8,1.23,1,0
2020-05-31,19,山梨県,0,64,0,1,31,1,0,-18,0,-33,-50,-9,7,1.23,1,0
2020-06-01,19,山梨県,0,64,0,1,50,1,0,-17,-6,-28,-38,-7,7,1.23,1,0
2020-06-02,19,山梨県,1,65,0,1,58,1,0,-14,-1,-12,-33,-8,7,1.64,1,0
2020-06-03,19,山梨県,0,65,0,1,56,1,0,-17,-1,-10,-32,-9,6,,1,0
2020-06-04,19,山梨県,0,65,0,1,57,1,0,-16,-1,-12,-32,-8,6,,1,0
2020-06-05,19,山梨県,0,65,0,1,66,1,0,-17,-3,-9,-30,-11,8,0.37,1,0
2020-06-06,19,山梨県,1,66,0,1,77,1,0,-18,-1,-14,-38,-13,7,0.37,1,0
2020-06-07,19,山梨県,1,67,0,1,32,1,0,-15,2,-7,-35,-10,6,0.37,1,0
2020-06-08,19,山梨県,0,67,0,1,53,1,0,-15,-5,-13,-30,-7,6,0.81,1,0
2020-06-09,19,山梨県,1,68,0,1,90,1,0,-13,0,-4,-25,-8,6,0.81,1,0
2020-06-10,19,山梨県,0,68,0,1,71,1,0,-12,2,-7,-23,-8,5,0.69,1,0
2020-06-11,19,山梨県,1,69,0,1,80,1,0,-15,-4,-35,-31,-8,7,0.69,1,0
2020-06-12,19,山梨県,1,70,0,1,75,1,0,-15,-5,-18,-29,-11,8,2.69,1,0
2020-06-13,19,山梨県,0,70,0,1,74,1,0,-19,-7,-51,-47,-19,9,2.69,1,0
2020-06-14,19,山梨県,1,71,0,1,34,1,0,-14,-1,-42,-41,-11,6,2.69,1,0
2020-06-15,19,山梨県,0,71,0,1,57,1,0,-12,-1,-13,-28,-7,5,1.23,1,0
2020-06-16,19,山梨県,1,72,0,1,82,1,0,-9,2,-4,-22,-7,5,1.23,1,0
2020-06-17,19,山梨県,0,72,0,1,72,1,0,-11,-1,0,-19,-8,5,1.23,1,0
2020-06-18,19,山梨県,0,72,0,1,53,1,0,-14,-2,-22,-25,-7,5,1.23,1,0
2020-06-19,19,山梨県,0,72,0,1,51,1,0,-12,-6,-34,-28,-12,8,0.81,1,0
2020-06-20,19,山梨県,0,72,0,1,48,1,0,-6,7,26,-12,-9,4,0.81,1,0
2020-06-21,19,山梨県,0,72,0,1,43,1,0,-4,6,19,-10,-6,4,0.81,1,0
2020-06-22,19,山梨県,0,72,0,1,34,1,0,-13,-8,-38,-26,-9,7,0.37,1,0
2020-06-23,19,山梨県,0,72,0,1,51,1,0,-8,0,-5,-19,-7,5,0.37,1,0
2020-06-24,19,山梨県,0,72,0,1,46,1,0,-10,-1,2,-15,-7,4,0,1,0
2020-06-25,19,山梨県,0,72,0,1,48,1,0,-9,2,-9,-17,-6,4,0,1,0
2020-06-26,19,山梨県,2,74,0,1,35,1,0,-7,-5,6,-15,-9,6,0,1,1
2020-06-27,19,山梨県,0,74,0,1,58,1,0,-3,2,38,-6,-12,5,0,1,1
2020-06-28,19,山梨県,0,74,0,1,18,1,0,-7,-5,-21,-27,-9,6,0,1,1
2020-06-29,19,山梨県,0,74,0,1,49,1,0,-4,-5,8,-15,-6,4,1.64,1,1
2020-06-30,19,山梨県,0,74,0,1,56,1,0,-7,-5,-27,-28,-6,6,1.64,1,1
2020-07-01,19,山梨県,1,75,0,1,45,1,0,-7,-6,-20,-28,-6,5,,1,1
2020-07-02,19,山梨県,0,75,0,1,59,1,0,-6,-3,16,-16,-5,4,,1,1
2020-07-03,19,山梨県,0,75,0,1,48,1,0,-9,-9,-9,-24,-8,6,,1,1
2020-07-04,19,山梨県,0,75,0,1,62,1,0,-8,-7,-28,-37,-13,8,,1,1
2020-07-05,19,山梨県,0,75,0,1,41,1,0,-6,-3,3,-30,-5,5,,1,1
2020-07-06,19,山梨県,0,75,0,1,46,1,0,-11,-12,-37,-31,-8,6,0.61,1,1
2020-07-07,19,山梨県,0,75,0,1,49,1,0,-5,-5,-16,-26,-8,5,0.61,1,1
2020-07-08,19,山梨県,0,75,0,1,34,1,0,-9,-10,-20,-29,-8,6,0,1,1
2020-07-09,19,山梨県,0,75,0,1,44,1,0,-9,-8,-25,-28,-7,6,0,1,1
2020-07-10,19,山梨県,1,76,0,1,42,1,0,-7,-6,-8,-24,-8,6,0.46,1,1
2020-07-11,19,山梨県,0,76,0,1,33,1,0,-7,-5,-11,-34,-13,7,0.46,1,1
2020-07-12,19,山梨県,0,76,0,1,35,1,0,-3,0,19,-22,-5,4,0.46,1,1
2020-07-13,19,山梨県,0,76,0,1,40,1,0,-7,-8,-17,-25,-6,5,1,1,1
2020-07-14,19,山梨県,0,76,0,1,52,1,0,-4,-6,-14,-25,-8,6,1,1,1
2020-07-15,19,山梨県,0,76,0,1,46,1,0,-3,-4,-2,-20,-7,4,,1,1
2020-07-16,19,山梨県,1,77,0,1,40,1,0,-5,-3,2,-14,-6,4,,1,1
2020-07-17,19,山梨県,0,77,0,1,46,1,0,-8,-9,-18,-25,-10,7,1,1,1
2020-07-18,19,山梨県,0,77,0,1,46,1,0,-6,-5,-12,-34,-9,6,1,1,1
2020-07-19,19,山梨県,1,78,0,1,50,1,0,-6,-3,25,-23,-5,4,1,1,1
2020-07-20,19,山梨県,1,79,0,1,48,1,0,-5,-5,-6,-22,-6,4,1.64,1,1
2020-07-21,19,山梨県,1,80,0,1,64,1,0,-2,-1,2,-17,-6,4,2.19,1,1
2020-07-22,19,山梨県,0,80,0,1,50,1,0,3,1,8,-7,-6,2,2.69,1,1
2020-07-23,19,山梨県,5,85,0,1,74,1,0,27,9,67,10,-53,16,2.69,1,1
2020-07-24,19,山梨県,1,86,0,1,54,1,0,21,6,125,11,-57,19,4.42,1,1
2020-07-25,19,山梨県,0,86,0,1,73,1,0,-6,-5,0,-21,-20,9,4.42,1,1
2020-07-26,19,山梨県,0,86,0,1,36,1,0,-11,-7,-15,-24,-7,6,4.42,1,1
2020-07-27,19,山梨県,2,88,0,1,72,1,0,-5,-6,-8,-19,-7,5,3.16,1,1
2020-07-28,19,山梨県,2,90,0,1,90,1,0,0,-3,1,-19,-8,5,2.19,1,1
2020-07-29,19,山梨県,0,90,0,1,67,1,0,-3,-3,-1,-19,-8,5,1.92,1,1
2020-07-30,19,山梨県,4,94,0,1,63,1,0,-3,0,-1,-17,-7,4,1.92,1,1
2020-07-31,19,山梨県,3,97,0,1,58,1,0,-8,-2,6,-20,-8,6,1.09,1,1
2020-08-01,19,山梨県,4,101,0,1,65,1,0,-9,2,24,-17,-6,5,1.09,1,1
2020-08-02,19,山梨県,2,103,0,1,52,1,0,-7,4,39,-9,-4,4,1.09,1,1
2020-08-03,19,山梨県,4,107,0,1,43,1,0,-2,0,18,-13,-9,5,1.34,1,1
2020-08-04,19,山梨県,2,109,0,1,90,1,0,3,6,38,-6,-10,5,1.71,1,1
2020-08-05,19,山梨県,5,114,0,1,84,1,0,1,3,34,-4,-10,4,1.58,1,1
2020-08-06,19,山梨県,10,124,0,1,126,1,0,3,4,44,0,-10,4,1.87,1,1
2020-08-07,19,山梨県,3,127,0,1,141,1,0,0,2,55,3,-12,5,2.36,1,1
2020-08-08,19,山梨県,2,129,0,1,175,1,0,-4,6,55,3,-9,4,2.36,1,1
2020-08-09,19,山梨県,1,130,0,1,68,1,0,7,14,96,20,-6,3,2.36,1,1
2020-08-10,19,山梨県,2,132,0,1,75,1,0,32,13,157,34,-58,17,1.27,1,1
2020-08-11,19,山梨県,0,132,0,1,57,1,0,24,19,132,23,-29,8,1.22,1,1
2020-08-12,19,山梨県,3,135,0,1,73,1,0,25,22,120,28,-32,9,1.18,1,1
2020-08-13,19,山梨県,1,136,0,1,77,1,0,34,27,140,34,-52,14,0.91,1,1
2020-08-14,19,山梨県,3,139,0,1,63,1,0,22,17,164,30,-57,17,0.52,1,1
2020-08-15,19,山梨県,1,140,0,1,87,1,0,-2,6,80,11,-39,9,0.52,1,1
2020-08-16,19,山梨県,0,140,0,1,83,1,0,-8,3,43,-5,-14,5,0.52,1,1
2020-08-17,19,山梨県,2,142,0,1,54,1,0,2,0,"
",-6,-12,6,0.82,1,1
2020-08-18,19,山梨県,7,149,0,1,94,1,0,2,4,"
",-4,-10,5,0.44,1,1
2020-08-19,19,山梨県,10,159,0,1,108,1,0,-1,0,"
",-3,-9,4,0.75,1,1
2020-08-20,19,山梨県,3,162,0,1,95,1,0,0,3,"
",-3,-7,4,1.1,1,1
2020-08-21,19,山梨県,1,163,0,1,69,1,0,-4,-4,"
",-2,-10,6,1.74,1,1
2020-08-22,19,山梨県,1,164,0,1,34,1,0,-8,-4,20,-14,-10,6,1.74,1,1
2020-08-23,19,山梨県,3,167,0,1,26,1,0,-5,-1,12,-17,-5,5,1.74,1,1
2020-08-24,19,山梨県,1,168,0,1,90,1,0,-3,-5,"
",-11,-7,5,1.45,1,1
2020-08-25,19,山梨県,1,169,0,1,54,1,0,0,1,"
",-8,-7,4,2.45,1,1
2020-08-26,19,山梨県,3,172,0,1,58,1,0,-2,-1,"
",-6,-7,4,1.17,1,1
2020-08-27,19,山梨県,0,172,1,2,56,1,0,-4,-1,"
",-10,-6,4,0.65,1,1
2020-08-28,19,山梨県,0,172,1,3,49,1,0,-5,-3,"
",-7,-9,5,0.51,1,1
2020-08-29,19,山梨県,0,172,0,3,38,1,0,-4,2,48,-6,-9,5,0.51,1,1
2020-08-30,19,山梨県,1,173,0,3,34,1,0,-3,5,49,-3,-4,4,0.51,1,1
2020-08-31,19,山梨県,0,173,1,4,23,1,0,-6,-5,"
",-20,-5,4,0.34,1,1
2020-09-01,19,山梨県,0,173,0,4,57,1,0,-2,0,"
",-19,-6,4,0.29,1,1
2020-09-02,19,山梨県,0,173,0,4,35,1,0,-5,-5,"
",-17,-7,4,0.32,1,1
2020-09-03,19,山梨県,1,174,0,4,42,1,0,-6,-5,"
",-19,-6,4,0.16,1,1
2020-09-04,19,山梨県,0,174,1,5,49,1,0,-4,-5,"
",-10,-9,5,0.19,1,1
2020-09-05,19,山梨県,1,175,0,5,40,1,0,-5,-1,19,-20,-11,5,0.32,1,1
2020-09-06,19,山梨県,1,176,0,5,33,1,0,-7,-3,-6,-32,-7,5,0.32,1,1
2020-09-07,19,山梨県,1,177,0,5,36,1,0,-10,-12,"
",-27,-9,6,0.61,1,1
2020-09-08,19,山梨県,1,178,0,5,39,1,0,-2,-2,"
",-14,-7,4,1,1,1
2020-09-09,19,山梨県,0,178,0,5,37,1,0,-4,-5,"
",-10,-8,4,1.17,1,1
2020-09-10,19,山梨県,1,179,0,5,50,1,0,-1,1,"
",-8,-6,2,3.16,1,1
2020-09-11,19,山梨県,0,179,0,5,20,1,0,-1,-4,35,-5,-9,3,3.6,1,1
2020-09-12,19,山梨県,0,179,0,5,40,1,0,-2,-2,11,-22,-13,4,1.92,1,1
2020-09-13,19,山梨県,0,179,0,5,35,1,0,1,3,34,-4,-5,2,1.92,1,1
2020-09-14,19,山梨県,0,179,0,5,63,1,0,-1,-6,26,-9,-5,2,1,1,1
2020-09-15,19,山梨県,0,179,0,5,51,1,0,4,1,38,-5,-4,2,0.32,1,1
2020-09-16,19,山梨県,1,180,0,5,29,1,0,2,-3,29,-6,-6,2,0.32,1,1
2020-09-17,19,山梨県,0,180,0,5,48,1,0,-1,-4,28,-4,-5,2,0.52,1,1
2020-09-18,19,山梨県,0,180,1,6,31,1,0,2,-2,34,3,-9,3,0.28,1,1
2020-09-19,19,山梨県,0,180,0,6,39,1,0,6,7,55,9,-9,1,0.32,1,1
2020-09-20,19,山梨県,0,180,0,6,23,1,0,19,18,67,30,-4,1,0.32,1,1
2020-09-21,19,山梨県,0,180,0,6,23,1,0,61,24,250,85,-59,12,0.46,1,1
2020-09-22,19,山梨県,0,180,0,6,17,1,0,36,14,138,46,-56,14,1,1,1
2020-09-23,19,山梨県,0,180,0,6,38,1,0,-3,-2,-2,-10,-6,4,1,1,1
2020-09-24,19,山梨県,0,180,0,6,44,1,0,-6,-6,-3,-19,-5,4,0,1,1
2020-09-25,19,山梨県,1,181,0,6,32,1,0,-7,-6,-8,-14,-8,6,0,1,1
2020-09-26,19,山梨県,0,181,0,6,53,1,0,-3,-2,-3,-23,-9,4,0,1,1
2020-09-27,19,山梨県,1,182,0,6,18,1,0,-3,0,21,-11,-2,3,0,1,1
2020-09-28,19,山梨県,1,183,0,6,21,1,0,3,-1,36,0,-6,3,1.64,1,1
2020-09-29,19,山梨県,3,186,0,6,56,1,0,4,2,31,-2,-4,3,2.19,1,1
2020-09-30,19,山梨県,4,190,0,6,46,1,0,5,3,40,-4,-4,2,3.6,1,1
2020-10-01,19,山梨県,3,193,0,6,44,1,0,-2,0,12,-13,-3,2,,1,1
2020-10-02,19,山梨県,0,193,0,6,27,1,0,-3,-5,31,-1,-7,4,,1,1
2020-10-03,19,山梨県,1,194,0,6,33,1,0,1,2,52,-3,-10,3,,1,1
2020-10-04,19,山梨県,0,194,0,6,25,1,0,0,5,38,2,-3,2,,1,1
2020-10-05,19,山梨県,1,195,0,6,13,1,0,-3,-5,22,-8,-5,3,3.6,1,1
2020-10-06,19,山梨県,1,196,0,6,54,1,0,0,-1,32,-3,-5,3,2.69,1,1
2020-10-07,19,山梨県,0,196,0,6,28,1,0,-2,-6,12,-5,-6,3,1.44,1,1
2020-10-08,19,山梨県,0,196,0,6,34,1,0,-9,-8,-25,-18,-6,5,0.69,1,1
2020-10-09,19,山梨県,0,196,0,6,35,1,0,-8,-10,-25,-18,-9,6,0.35,1,1
2020-10-10,19,山梨県,0,196,0,6,22,1,0,-16,-16,-47,-44,-19,10,0.35,1,1
2020-10-11,19,山梨県,1,197,0,6,11,1,0,-1,4,19,-16,-4,3,0.35,1,1
2020-10-12,19,山梨県,0,197,0,6,27,1,0,-2,-5,23,-9,-5,3,0.37,1,1
2020-10-13,19,山梨県,2,199,0,6,40,1,0,1,-1,33,-5,-4,3,0.28,1,1
2020-10-14,19,山梨県,0,199,0,6,42,1,0,0,-4,29,-2,-5,2,0.42,1,1
2020-10-15,19,山梨県,0,199,0,6,34,1,0,2,2,13,-5,-3,2,0.61,1,1
2020-10-16,19,山梨県,0,199,0,6,28,1,0,3,-2,20,0,-8,4,1,1,1
2020-10-17,19,山梨県,0,199,0,6,27,1,0,-3,-6,-26,-20,-13,6,1,1,1
2020-10-18,19,山梨県,0,199,0,6,24,1,0,4,7,37,6,-4,2,1,1,1
2020-10-19,19,山梨県,0,199,0,6,15,1,0,-3,-9,-8,-8,-5,4,0.75,1,1
2020-10-20,19,山梨県,0,199,0,6,34,1,0,6,4,35,-1,-3,2,1,1,1
2020-10-21,19,山梨県,3,202,0,6,37,1,0,4,-2,37,5,-5,2,0,1,1
2020-10-22,19,山梨県,0,202,0,6,35,1,0,0,0,10,-6,-3,2,1,1,1
