Date,Code,Pref,newcaseday,Totalcase,newdeath,totaldeath,Test,Kyugyo,emergency,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,Rt,Treat,Post
2020-05-08,12,千葉県,3,867,0,38,,1,1,-35,0,27,-48,-31,18,1.17,0,0
2020-05-09,12,千葉県,3,870,1,39,,1,1,-41,-6,-1,-53,-23,14,1.17,0,0
2020-05-10,12,千葉県,0,870,1,40,,1,1,-42,-8,-22,-58,-26,13,1.16,0,0
2020-05-11,12,千葉県,3,873,0,40,,1,1,-34,-3,15,-45,-28,16,1.38,0,0
2020-05-12,12,千葉県,3,876,0,40,,1,1,-31,0,21,-47,-30,17,1.32,0,0
2020-05-13,12,千葉県,2,878,0,40,,1,1,-32,0,27,-48,-31,17,1.43,0,0
2020-05-14,12,千葉県,0,878,0,40,,1,1,-30,0,21,-48,-31,16,1.3,0,0
2020-05-15,12,千葉県,2,880,2,42,,1,1,-31,2,19,-47,-30,18,0.35,0,0
2020-05-16,12,千葉県,8,888,0,42,,1,1,-47,-19,-54,-59,-27,16,0.46,0,0
2020-05-17,12,千葉県,0,888,0,42,,1,1,-35,1,23,-52,-22,11,0.47,0,0
2020-05-18,12,千葉県,2,890,0,42,,1,1,-34,-6,-13,-47,-29,16,0.43,0,0
2020-05-19,12,千葉県,0,890,0,42,,1,1,-34,-9,-33,-50,-32,19,0.42,0,0
2020-05-20,12,千葉県,1,891,0,42,,1,1,-28,1,-6,-46,-30,17,0.38,0,0
2020-05-21,12,千葉県,3,894,2,44,,1,1,-30,-2,-8,-47,-30,17,0.47,0,0
2020-05-22,12,千葉県,0,894,0,44,,1,1,-36,-8,-30,-48,-30,19,1,0,0
2020-05-23,12,千葉県,0,894,0,44,,1,1,-33,-2,-14,-50,-23,13,0.44,0,0
2020-05-24,12,千葉県,0,894,0,44,,1,1,-32,-1,29,-49,-20,10,0.46,0,0
2020-05-25,12,千葉県,0,894,0,44,,1,1,-24,2,18,-40,-26,14,0.36,0,0
2020-05-26,12,千葉県,0,894,0,44,,0,0,-23,-1,-2,-41,-26,15,0.39,0,0
2020-05-27,12,千葉県,1,895,0,44,,0,0,-21,4,28,-39,-25,14,0.43,0,0
2020-05-28,12,千葉県,1,896,1,45,,0,0,-20,1,13,-38,-25,14,0.23,0,0
2020-05-29,12,千葉県,0,896,0,45,,0,0,-21,3,21,-37,-23,14,0.25,0,0
2020-05-30,12,千葉県,1,897,0,45,,0,0,-22,2,7,-37,-16,10,0.61,0,0
2020-05-31,12,千葉県,1,898,0,45,,0,0,-24,2,15,-39,-14,8,0.88,0,0
2020-06-01,12,千葉県,0,898,0,45,,0,0,-24,-3,-15,-29,-16,11,1.17,0,0
2020-06-02,12,千葉県,1,899,0,45,,0,0,-16,3,14,-30,-17,11,0.61,0,0
2020-06-03,12,千葉県,1,900,0,45,,0,0,-20,3,22,-30,-18,10,0.61,0,0
2020-06-04,12,千葉県,0,900,0,45,,0,0,-18,3,11,-30,-18,11,0.61,0,0
2020-06-05,12,千葉県,1,901,0,45,,0,0,-20,2,13,-31,-18,12,,0,0
2020-06-06,12,千葉県,0,901,0,45,,0,0,-20,1,4,-34,-15,8,,0,0
2020-06-07,12,千葉県,3,904,0,45,,0,0,-18,3,23,-37,-13,7,,0,0
2020-06-08,12,千葉県,0,904,0,45,,0,0,-19,-1,9,-28,-15,9,,0,0
2020-06-09,12,千葉県,3,907,0,45,,0,0,-15,1,15,-29,-17,10,1.64,0,0
2020-06-10,12,千葉県,2,909,0,45,,0,0,-15,4,20,-28,-17,9,1.92,0,0
2020-06-11,12,千葉県,3,912,0,45,,0,0,-20,-6,-18,-29,-18,11,4.42,0,0
2020-06-12,12,千葉県,3,915,0,45,,0,0,-16,2,3,-30,-18,11,,0,0
2020-06-13,12,千葉県,1,916,0,45,,0,0,-23,-10,-50,-39,-19,10,,0,0
2020-06-14,12,千葉県,0,916,0,45,,0,0,-17,0,-30,-39,-14,8,,0,0
2020-06-15,12,千葉県,0,916,0,45,,0,0,-12,3,6,-27,-14,8,,0,0
2020-06-16,12,千葉県,0,916,0,45,,0,0,-9,5,14,-26,-15,9,1.78,0,0
2020-06-17,12,千葉県,1,917,0,45,,0,0,-11,4,25,-26,-15,8,1.4,0,0
2020-06-18,12,千葉県,2,919,0,45,,0,0,-12,0,2,-26,-15,9,0.91,0,0
2020-06-19,12,千葉県,0,919,0,45,,0,0,-20,-10,-39,-29,-18,12,0.41,0,0
2020-06-20,12,千葉県,2,921,0,45,,0,0,-8,7,18,-25,-11,5,0.46,0,0
2020-06-21,12,千葉県,0,921,0,45,,0,0,-12,2,11,-32,-11,5,0.54,0,0
2020-06-22,12,千葉県,2,923,0,45,,0,0,-23,-14,-38,-26,-16,10,0.68,0,0
2020-06-23,12,千葉県,3,926,0,45,,0,0,-7,4,3,-24,-15,8,1.08,0,0
2020-06-24,12,千葉県,4,930,0,45,,0,0,-11,2,16,-24,-14,8,1.41,0,0
2020-06-25,12,千葉県,4,934,0,45,,0,0,-12,1,-15,-22,-15,9,1.72,0,0
2020-06-26,12,千葉県,4,938,0,45,,0,0,-11,2,8,-24,-15,9,3.04,0,1
2020-06-27,12,千葉県,5,943,0,45,,0,0,-9,4,13,-23,-12,5,2.88,0,1
2020-06-28,12,千葉県,3,946,0,45,,0,0,-18,-5,-34,-36,-14,7,3.16,0,1
2020-06-29,12,千葉県,4,950,0,45,,0,0,-10,1,10,-23,-12,7,2.34,0,1
2020-06-30,12,千葉県,7,957,0,45,,0,0,-11,-2,-18,-23,-12,9,2.24,0,1
2020-07-01,12,千葉県,6,963,0,45,,0,0,-18,-4,-21,-24,-13,9,1.99,0,1
2020-07-02,12,千葉県,11,974,0,45,,0,0,-8,4,8,-21,-13,7,2.05,0,1
2020-07-03,12,千葉県,9,983,0,45,,0,0,-14,-1,-6,-24,-13,9,1.88,0,1
2020-07-04,12,千葉県,15,998,0,45,,0,0,-15,-3,-29,-31,-13,8,1.97,0,1
2020-07-05,12,千葉県,7,1005,0,45,,0,0,-15,1,-9,-34,-11,6,1.89,0,1
2020-07-06,12,千葉県,9,1014,0,45,,0,0,-20,-9,-32,-24,-14,9,2.21,0,1
2020-07-07,12,千葉県,11,1025,1,46,,0,0,-9,2,-7,-23,-14,8,1.79,0,1
2020-07-08,12,千葉県,9,1034,0,46,,0,0,-14,0,0,-25,-14,8,1.73,0,1
2020-07-09,12,千葉県,22,1056,0,46,,0,0,-14,-3,-26,-23,-15,9,1.67,0,1
2020-07-10,12,千葉県,12,1068,0,46,,0,0,-10,4,1,-24,-14,8,1.58,0,1
2020-07-11,12,千葉県,13,1081,0,46,,0,0,-12,2,-8,-28,-13,7,1.33,0,1
2020-07-12,12,千葉県,31,1112,0,46,,0,0,-12,3,10,-32,-11,6,1.51,0,1
2020-07-13,12,千葉県,17,1129,0,46,,0,0,-14,-3,-7,-23,-13,8,1.45,0,1
2020-07-14,12,千葉県,25,1154,0,46,,0,0,-12,-3,-18,-25,-15,9,1.57,0,1
2020-07-15,12,千葉県,29,1183,0,46,,0,0,-10,1,-11,-24,-14,8,1.68,0,1
2020-07-16,12,千葉県,32,1215,0,46,,0,0,-8,4,3,-23,-14,8,1.59,0,1
2020-07-17,12,千葉県,20,1235,0,46,,0,0,-16,-5,-31,-27,-16,10,1.47,0,1
2020-07-18,12,千葉県,32,1267,0,46,,0,0,-18,-5,-41,-34,-13,9,1.76,0,1
2020-07-19,12,千葉県,24,1291,0,46,,0,0,-13,2,10,-36,-10,6,1.44,0,1
2020-07-20,12,千葉県,18,1309,0,46,,0,0,-10,1,2,-24,-12,7,1.36,0,1
2020-07-21,12,千葉県,15,1324,0,46,,0,0,-5,4,6,-24,-13,8,1.2,0,1
2020-07-22,12,千葉県,40,1364,0,46,,0,0,-6,4,-2,-21,-12,6,0.96,0,1
2020-07-23,12,千葉県,33,1397,0,46,,0,0,9,1,-19,-49,-62,22,1.1,0,1
2020-07-24,12,千葉県,26,1423,0,46,,0,0,8,9,56,-48,-62,22,1.27,0,1
2020-07-25,12,千葉県,21,1444,0,46,,0,0,-17,-4,-26,-33,-18,8,0.96,0,1
2020-07-26,12,千葉県,22,1466,0,46,,0,0,-16,0,-6,-33,-12,6,0.98,0,1
2020-07-27,12,千葉県,24,1490,0,46,,0,0,-12,0,-3,-23,-13,7,1,0,1
2020-07-28,12,千葉県,23,1513,2,48,,0,0,-7,2,-4,-24,-14,8,1.07,0,1
2020-07-29,12,千葉県,49,1562,0,48,,0,0,-9,3,13,-25,-15,8,1.45,0,1
2020-07-30,12,千葉県,49,1611,0,48,,0,0,-8,3,1,-25,-15,8,1.12,0,1
2020-07-31,12,千葉県,35,1646,1,49,,0,0,-12,2,1,-26,-14,9,1.05,0,1
2020-08-01,12,千葉県,73,1719,0,49,,0,0,-14,3,8,-30,-9,6,1.1,0,1
2020-08-02,12,千葉県,51,1770,0,49,,0,0,-14,5,22,-33,-9,5,1.49,0,1
2020-08-03,12,千葉県,43,1813,1,50,,0,0,-10,1,9,-26,-15,8,1.52,0,1
2020-08-04,12,千葉県,47,1860,0,50,,0,0,-5,5,11,-26,-17,8,1.55,0,1
2020-08-05,12,千葉県,50,1910,1,51,,0,0,-7,5,18,-27,-17,8,1.31,0,1
2020-08-06,12,千葉県,76,1986,0,51,,0,0,-6,4,8,-27,-18,8,1.5,0,1
2020-08-07,12,千葉県,65,2051,1,52,,0,0,-9,3,9,-29,-18,9,1.53,0,1
2020-08-08,12,千葉県,53,2104,0,52,,0,0,-12,3,5,-29,-12,6,1.79,0,1
2020-08-09,12,千葉県,46,2150,2,54,,0,0,-10,5,22,-29,-12,4,1.18,0,1
2020-08-10,12,千葉県,41,2191,0,54,,0,0,16,6,44,-51,-65,21,1.12,0,1
2020-08-11,12,千葉県,18,2209,1,55,,0,0,6,8,20,-33,-34,12,1.01,0,1
2020-08-12,12,千葉県,34,2243,0,55,,0,0,4,8,28,-35,-38,13,0.98,0,1
2020-08-13,12,千葉県,46,2289,0,55,,0,0,10,9,21,-39,-51,17,0.87,0,1
2020-08-14,12,千葉県,51,2340,1,56,,0,0,7,8,30,-41,-53,19,0.8,0,1
2020-08-15,12,千葉県,60,2400,0,56,,0,0,-11,0,4,-36,-37,10,0.74,0,1
2020-08-16,12,千葉県,48,2448,0,56,,0,0,-16,0,0,-37,-17,6,0.84,0,1
2020-08-17,12,千葉県,32,2480,2,58,,0,0,-9,-1,-3,-30,-21,9,0.82,0,1
2020-08-18,12,千葉県,37,2517,0,58,,0,0,-5,2,4,-29,-19,9,0.83,0,1
2020-08-19,12,千葉県,46,2563,0,58,,0,0,-8,2,12,-29,-19,9,0.96,0,1
2020-08-20,12,千葉県,64,2627,0,58,,0,0,-6,2,-2,-29,-19,9,1.07,0,1
2020-08-21,12,千葉県,54,2681,1,59,,0,0,-11,-1,4,-30,-19,10,1.11,0,1
2020-08-22,12,千葉県,43,2724,0,59,,0,0,-14,-1,-4,-31,-12,7,1.05,0,1
2020-08-23,12,千葉県,36,2760,0,59,,0,0,-18,-5,-21,-38,-11,7,1.03,0,1
2020-08-24,12,千葉県,27,2787,0,59,,0,0,-11,-3,0,-28,-16,8,1.04,0,1
2020-08-25,12,千葉県,33,2820,1,60,,0,0,-4,4,5,-26,-15,8,1.17,0,1
2020-08-26,12,千葉県,43,2863,1,61,,0,0,-8,2,9,-27,-16,8,0.95,0,1
2020-08-27,12,千葉県,45,2908,0,61,,0,0,-10,0,-5,-27,-16,9,0.87,0,1
2020-08-28,12,千葉県,39,2947,0,61,,0,0,-11,0,1,-28,-16,9,0.84,0,1
2020-08-29,12,千葉県,33,2980,0,61,,0,0,-13,0,-3,-30,-11,6,0.85,0,1
2020-08-30,12,千葉県,39,3019,1,62,,0,0,-12,3,4,-33,-9,5,0.88,0,1
2020-08-31,12,千葉県,17,3036,0,62,,0,0,-11,-2,-1,-26,-14,8,0.86,0,1
2020-09-01,12,千葉県,18,3054,1,63,,0,0,-8,1,2,-24,-13,8,0.77,0,1
2020-09-02,12,千葉県,24,3078,0,63,,0,0,-13,-2,-1,-27,-14,8,0.79,0,1
2020-09-03,12,千葉県,33,3111,0,63,,0,0,-11,-1,-5,-26,-14,8,0.79,0,1
2020-09-04,12,千葉県,35,3146,0,63,,0,0,-12,-2,-2,-27,-15,9,0.71,0,1
2020-09-05,12,千葉県,28,3174,0,63,,0,0,-12,0,-8,-31,-11,6,0.82,0,1
2020-09-06,12,千葉県,23,3197,1,64,,0,0,-15,-4,-16,-39,-12,7,0.76,0,1
2020-09-07,12,千葉県,14,3211,0,64,,0,0,-15,-7,-14,-26,-15,8,0.78,0,1
2020-09-08,12,千葉県,32,3243,0,64,,0,0,-7,1,1,-25,-14,8,0.86,0,1
2020-09-09,12,千葉県,23,3266,1,65,,0,0,-10,-1,6,-25,-15,7,0.91,0,1
2020-09-10,12,千葉県,28,3294,1,66,,0,0,-9,0,0,-24,-14,7,0.93,0,1
2020-09-11,12,千葉県,31,3325,0,66,,0,0,-10,0,5,-25,-14,7,1.21,0,1
2020-09-12,12,千葉県,45,3370,1,67,,0,0,-15,-6,-29,-32,-14,7,1.01,0,1
2020-09-13,12,千葉県,20,3390,0,67,,0,0,-11,0,13,-30,-10,4,1.06,0,1
2020-09-14,12,千葉県,11,3401,0,67,,0,0,-10,-3,3,-23,-12,6,1.06,0,1
2020-09-15,12,千葉県,30,3431,0,67,,0,0,-4,3,13,-22,-12,6,0.99,0,1
2020-09-16,12,千葉県,37,3468,0,67,,0,0,-7,0,13,-22,-13,6,1.05,0,1
2020-09-17,12,千葉県,34,3502,0,67,,0,0,-7,-1,7,-22,-13,6,1.09,0,1
2020-09-18,12,千葉県,40,3542,1,68,,0,0,-9,-1,3,-23,-13,7,1.01,0,1
2020-09-19,12,千葉県,46,3588,0,68,,0,0,-10,1,7,-21,-9,3,1.07,0,1
2020-09-20,12,千葉県,35,3623,0,68,,0,0,-5,2,11,-22,-9,2,1.14,0,1
2020-09-21,12,千葉県,14,3637,0,68,,0,0,28,7,62,-39,-64,17,1.16,0,1
2020-09-22,12,千葉県,18,3655,0,68,,0,0,20,9,51,-44,-63,19,1.13,0,1
2020-09-23,12,千葉県,20,3675,0,68,,0,0,-15,-2,-26,-21,-11,7,1.01,0,1
2020-09-24,12,千葉県,26,3701,2,70,,0,0,-20,-13,-42,-29,-16,11,0.97,0,1
2020-09-25,12,千葉県,31,3732,0,70,,0,0,-14,-3,-34,-23,-12,8,0.91,0,1
2020-09-26,12,千葉県,38,3770,0,70,,0,0,-12,-1,-27,-25,-6,6,0.88,0,1
2020-09-27,12,千葉県,21,3791,0,70,,0,0,-9,4,6,-27,-7,4,0.79,0,1
2020-09-28,12,千葉県,16,3807,0,70,,0,0,-7,0,3,-19,-12,6,0.8,0,1
2020-09-29,12,千葉県,40,3847,1,71,,0,0,-2,3,3,-20,-12,6,0.9,0,1
2020-09-30,12,千葉県,34,3881,0,71,,0,0,-2,6,11,-19,-10,5,1,0,1
2020-10-01,12,千葉県,38,3919,0,71,,0,0,-9,0,-19,-21,-11,7,1.07,0,1
2020-10-02,12,千葉県,34,3953,1,72,,0,0,-9,0,5,-23,-11,6,1.12,0,1
2020-10-03,12,千葉県,42,3995,0,72,,0,0,-9,1,10,-22,-8,4,1.17,0,1
2020-10-04,12,千葉県,37,4032,0,72,,0,0,-9,3,18,-26,-8,4,1.3,0,1
2020-10-05,12,千葉県,22,4054,0,72,,0,0,-10,-3,-6,-21,-11,6,1.3,0,1
2020-10-06,12,千葉県,41,4095,0,72,,0,0,-5,2,7,-20,-11,6,1.2,0,1
2020-10-07,12,千葉県,44,4139,0,72,,0,0,-10,-1,-8,-21,-12,6,1.17,0,1
2020-10-08,12,千葉県,39,4178,0,72,,0,0,-16,-10,-46,-24,-14,8,1.13,0,1
2020-10-09,12,千葉県,39,4217,0,72,,0,0,-17,-5,-43,-25,-14,9,1.13,0,1
2020-10-10,12,千葉県,35,4252,0,72,,0,0,-25,-17,-61,-41,-19,11,1.1,0,1
2020-10-11,12,千葉県,43,4295,1,73,,0,0,-9,3,-17,-32,-9,5,1.06,0,1
2020-10-12,12,千葉県,11,4306,0,73,,0,0,-8,-2,-5,-21,-12,6,1.02,0,1
2020-10-13,12,千葉県,24,4330,1,74,,0,0,-5,1,6,-20,-12,6,0.97,0,1
2020-10-14,12,千葉県,31,4361,0,74,,0,0,-6,1,10,-20,-11,5,0.9,0,1
2020-10-15,12,千葉県,54,4415,1,75,,0,0,-8,-2,-36,-20,-12,7,0.94,0,1
2020-10-16,12,千葉県,43,4458,1,76,,0,0,-3,4,-5,-21,-12,6,0.94,0,1
2020-10-17,12,千葉県,32,4490,0,76,,0,0,-15,-10,-55,-29,-12,8,0.94,0,1
2020-10-18,12,千葉県,25,4515,0,76,,0,0,-4,6,11,-24,-7,3,0.88,0,1
2020-10-19,12,千葉県,18,4533,0,76,,0,0,-13,-9,-25,-21,-12,7,0.92,0,1
2020-10-20,12,千葉県,40,4573,0,76,,0,0,0,6,4,-20,-11,6,1.02,0,1
2020-10-21,12,千葉県,49,4622,0,76,,0,0,-4,3,11,-20,-11,5,1.12,0,1
2020-10-22,12,千葉県,43,4665,0,76,,0,0,-5,1,-5,-21,-11,6,1.04,0,1
2020-10-23,12,千葉県,54,4719,0,76,,0,0,-11,-3,-30,-23,-12,8,1.06,0,1
2020-10-24,12,千葉県,41,4760,0,76,,0,0,-4,4,9,-19,-9,3,1.1,0,1
2020-10-25,12,千葉県,36,4796,1,77,,0,0,-3,7,32,-20,-7,2,1.19,0,1
2020-10-26,12,千葉県,25,4821,0,77,,0,0,-6,0,1,-19,-11,5,1.19,0,1
2020-10-27,12,千葉県,44,4865,1,78,,0,0,-2,3,4,-20,-10,5,1.14,0,1
2020-10-28,12,千葉県,40,4905,0,78,,0,0,-2,2,7,-20,-10,5,1.06,0,1
2020-10-29,12,千葉県,43,4948,0,78,,0,0,-3,1,2,-20,-10,5,1.09,0,1
2020-10-30,12,千葉県,34,4982,1,79,,0,0,-5,1,-5,-22,-10,6,1.01,0,1
2020-10-31,12,千葉県,37,5019,1,80,,0,0,-5,2,7,-20,-6,3,0.97,0,1
2020-11-01,12,千葉県,24,5043,1,81,,0,0,-6,3,17,-24,-6,3,0.91,0,1
2020-11-02,12,千葉県,21,5064,0,81,,0,0,-1,-2,-17,-21,-14,6,0.89,0,1
2020-11-03,12,千葉県,40,5104,0,81,,0,0,23,5,0,-47,-61,21,0.87,0,1
2020-11-04,12,千葉県,30,5134,0,81,,0,0,-9,1,4,-20,-8,5,0.86,0,1
2020-11-05,12,千葉県,58,5192,0,81,,0,0,-7,0,-2,-20,-9,5,0.9,0,1
2020-11-06,12,千葉県,42,5234,1,82,,0,0,-10,-1,-7,-23,-9,6,0.97,0,1
2020-11-07,12,千葉県,61,5295,0,82,,0,0,-10,-1,-7,-24,-5,5,1.05,0,1
2020-11-08,12,千葉県,44,5339,0,82,,0,0,-8,2,15,-25,-7,3,1.14,0,1
2020-11-09,12,千葉県,32,5371,0,82,,0,0,-9,-4,-8,-21,-10,6,1.18,0,1
2020-11-10,12,千葉県,48,5419,1,83,,0,0,-2,2,0,-21,-10,6,1.22,0,1
2020-11-11,12,千葉県,65,5484,0,83,,0,0,-5,1,1,-21,-10,6,1.35,0,1
2020-11-12,12,千葉県,74,5558,0,83,,0,0,-6,-1,-12,-22,-11,6,1.34,0,1
2020-11-13,12,千葉県,60,5618,1,84,,0,0,-7,1,0,-22,-11,7,1.35,0,1
2020-11-14,12,千葉県,88,5706,0,84,,0,0,-6,1,5,-22,-9,4,1.33,0,1
2020-11-15,12,千葉県,60,5766,0,84,,0,0,-6,5,23,-24,-7,3,1.3,0,1
2020-11-16,12,千葉県,77,5843,0,84,,0,0,-8,-2,0,-21,-10,5,1.36,0,1
2020-11-17,12,千葉県,79,5922,0,84,,0,0,-4,1,3,-22,-10,6,1.4,0,1
2020-11-18,12,千葉県,66,5988,0,84,,0,0,-7,0,9,-21,-10,6,1.3,0,1
2020-11-19,12,千葉県,106,6094,1,85,,0,0,-7,-1,-1,-22,-10,6,1.31,0,1
2020-11-20,12,千葉県,90,6184,1,86,,0,0,-9,1,-14,-23,-11,7,1.32,0,1
2020-11-21,12,千葉県,109,6293,0,86,,0,0,-10,0,2,-22,-7,4,1.29,0,1
2020-11-22,12,千葉県,80,6373,0,86,,0,0,-5,3,28,-21,-8,2,1.29,0,1
2020-11-23,12,千葉県,59,6432,0,86,,0,0,18,3,44,-47,-63,20,1.17,0,1
2020-11-24,12,千葉県,42,6474,0,86,,0,0,-7,0,-14,-22,-9,6,1.07,0,1
2020-11-25,12,千葉県,73,6547,0,86,,0,0,-9,-2,-29,-22,-9,6,1.08,0,1
2020-11-26,12,千葉県,82,6629,0,86,,0,0,-4,2,-4,-20,-10,6,1,0,1
2020-11-27,12,千葉県,107,6736,0,86,,0,0,-9,-1,-15,-24,-10,7,0.98,0,1
2020-11-28,12,千葉県,113,6849,0,86,,0,0,-8,1,-5,-24,-6,5,0.96,0,1
2020-11-29,12,千葉県,75,6924,0,86,,0,0,-9,3,-2,-30,-7,4,0.93,0,1
2020-11-30,12,千葉県,68,6992,1,87,,0,0,-5,0,-6,-21,-8,6,0.97,0,1
2020-12-01,12,千葉県,74,7066,2,89,,0,0,-3,3,-1,-23,-9,6,1.05,0,1
2020-12-02,12,千葉県,76,7142,1,90,,0,0,-12,-5,-29,-24,-10,7,1.05,0,1
2020-12-03,12,千葉県,82,7224,0,90,,0,0,-7,1,-16,-23,-10,7,1.08,0,1
2020-12-04,12,千葉県,75,7299,0,90,,0,0,-7,1,-5,-24,-10,7,1.01,0,1
2020-12-05,12,千葉県,74,7373,1,91,,0,0,-13,-5,-45,-30,-8,7,0.96,0,1
2020-12-06,12,千葉県,78,7451,1,92,,0,0,-6,4,7,-28,-7,4,0.97,0,1
2020-12-07,12,千葉県,53,7504,1,93,,0,0,-9,-2,-4,-23,-10,6,0.94,0,1
2020-12-08,12,千葉県,80,7584,2,95,,0,0,-4,1,-2,-23,-9,6,0.91,0,1
2020-12-09,12,千葉県,91,7675,0,95,,0,0,-8,-1,-10,-24,-10,7,0.92,0,1
2020-12-10,12,千葉県,150,7825,0,95,,0,0,-6,0,-23,-23,-10,7,1.01,0,1
2020-12-11,12,千葉県,116,7941,2,97,,0,0,-7,0,-8,-24,-10,7,1.1,0,1
2020-12-12,12,千葉県,120,8061,0,97,,0,0,-7,0,-9,-26,-8,5,1.22,0,1
2020-12-13,12,千葉県,110,8171,1,98,,0,0,-7,3,5,-29,-7,4,1.25,0,1
2020-12-14,12,千葉県,80,8251,0,98,,0,0,-10,-5,-18,-23,-10,6,1.32,0,1
2020-12-15,12,千葉県,120,8371,3,101,,0,0,0,5,-8,-22,-10,6,1.35,0,1
2020-12-16,12,千葉県,123,8494,1,102,,0,0,-4,2,-7,-23,-10,6,1.36,0,1
2020-12-17,12,千葉県,148,8642,2,104,,0,0,-5,0,-16,-23,-10,7,1.24,0,1
2020-12-18,12,千葉県,150,8792,0,104,,0,0,-6,2,-11,-24,-10,7,1.22,0,1
2020-12-19,12,千葉県,128,8920,2,106,,0,0,-7,1,-20,-25,-6,5,1.17,0,1
2020-12-20,12,千葉県,119,9039,0,106,,0,0,-5,5,-11,-29,-5,4,1.14,0,1
2020-12-21,12,千葉県,117,9156,0,106,,0,0,-6,0,-14,-23,-10,6,1.14,0,1
2020-12-22,12,千葉県,152,9308,2,108,,0,0,-1,3,-9,-23,-11,6,1.13,0,1
2020-12-23,12,千葉県,141,9449,1,109,,0,0,-2,5,-3,-23,-10,6,1.12,0,1
2020-12-24,12,千葉県,234,9683,2,111,,0,0,3,10,-18,-24,-12,7,1.19,0,1
2020-12-25,12,千葉県,212,9895,1,112,,0,0,-3,7,-10,-25,-12,8,1.21,0,1
2020-12-26,12,千葉県,201,10096,2,114,,0,0,-11,1,-19,-27,-6,6,1.25,0,1
2020-12-27,12,千葉県,105,10201,0,114,,0,0,-11,4,-11,-31,-5,5,1.23,0,1
2020-12-28,12,千葉県,176,10377,0,114,,0,0,11,9,-12,-30,-28,11,1.24,0,1
2020-12-29,12,千葉県,216,10593,1,115,,0,0,24,16,5,-42,-50,18,1.25,0,1
2020-12-30,12,千葉県,220,10813,2,117,,0,0,18,18,-28,-50,-64,23,1.29,0,1
2020-12-31,12,千葉県,250,11063,1,118,,0,0,7,22,-8,-59,-74,28,1.06,0,1
2021-01-01,12,千葉県,145,11208,3,121,,0,0,,,,,,,1.13,0,1
2021-01-02,12,千葉県,235,11443,0,121,,0,0,,,,,,,1.1,0,1
2021-01-03,12,千葉県,225,11668,3,124,,0,0,,,,,,,1.18,0,1
2021-01-04,12,千葉県,195,11863,0,124,,0,0,,,,,,,1.15,0,1
2021-01-05,12,千葉県,265,12128,4,128,,0,0,,,,,,,0.99,0,1
2021-01-06,12,千葉県,314,12442,0,128,,0,0,,,,,,,1.13,0,1
2021-01-07,12,千葉県,453,12895,3,131,,0,0,,,,,,,1.55,0,1
2021-01-08,12,千葉県,463,13358,0,131,,0,1,,,,,,,1.42,0,1
2021-01-09,12,千葉県,483,13841,5,136,,0,1,,,,,,,1.5,0,1
2021-01-10,12,千葉県,391,14232,3,139,,0,1,,,,,,,1.48,0,1
2021-01-11,12,千葉県,340,14572,1,140,,0,1,,,,,,,1.53,0,1
2021-01-12,12,千葉県,423,14995,3,143,,0,1,,,,,,,1.89,0,1
2021-01-13,12,千葉県,423,15418,9,152,,0,1,,,,,,,1.53,0,1
2021-01-14,12,千葉県,491,15909,8,160,,0,1,,,,,,,1.3,0,1
2021-01-15,12,千葉県,505,16414,3,163,,0,1,,,,,,,1.29,0,1
2021-01-16,12,千葉県,506,16920,2,165,,0,1,,,,,,,1.2,0,1
2021-01-17,12,千葉県,429,17349,4,169,,0,1,,,,,,,1.15,0,1
2021-01-18,12,千葉県,363,17712,5,174,,0,1,,,,,,,1.12,0,1
2021-01-19,12,千葉県,491,18203,7,181,,0,1,,,,,,,1.02,0,1
2021-01-20,12,千葉県,398,18601,8,189,,0,1,,,,,,,1.05,0,1
2021-01-21,12,千葉県,482,19083,5,194,,0,1,,,,,,,1.04,0,1
2021-01-22,12,千葉県,466,19549,9,203,,0,1,,,,,,,1.02,0,1
2021-01-23,12,千葉県,411,19960,5,208,,0,1,,,,,,,0.99,0,1
2021-01-24,12,千葉県,329,20289,3,211,,0,1,,,,,,,0.96,0,1
2021-01-25,12,千葉県,290,20579,2,213,,0,1,,,,,,,0.94,0,1
2021-01-26,12,千葉県,340,20919,5,218,,0,1,,,,,,,0.89,0,1
2021-01-27,12,千葉県,259,21178,6,224,,0,1,,,,,,,0.86,0,1
2021-01-28,12,千葉県,314,21492,4,228,,0,1,,,,,,,0.82,0,1
2021-01-29,12,千葉県,341,21833,10,238,,0,1,,,,,,,0.8,0,1
2021-01-30,12,千葉県,320,22153,5,243,,0,1,,,,,,,0.79,0,1
2021-01-31,12,千葉県,212,22365,7,250,,0,1,,,,,,,0.78,0,1
2021-02-01,12,千葉県,193,22558,4,254,,0,1,,,,,,,0.77,0,1
2021-02-02,12,千葉県,223,22781,14,268,,0,1,,,,,,,0.76,0,1
2021-02-03,12,千葉県,223,23004,3,271,,0,1,,,,,,,0.78,0,1
2021-02-04,12,千葉県,205,23209,9,280,,0,1,,,,,,,0.78,0,1
2021-02-05,12,千葉県,237,23446,6,286,,0,1,,,,,,,0.78,0,1
2021-02-06,12,千葉県,226,23672,8,294,,0,1,,,,,,,0.77,0,1
2021-02-07,12,千葉県,121,23793,6,300,,0,1,,,,,,,0.76,0,1
2021-02-08,12,千葉県,156,23949,2,302,,0,1,,,,,,,0.78,0,1
2021-02-09,12,千葉県,98,24047,2,304,,0,1,,,,,,,0.76,0,1
