"","公表日","city","Nofcases"
"721",2020-08-30,"甲府市",2
"722",2020-08-30,"甲斐市",0
"723",2020-08-30,"笛吹市",0
"724",2020-08-30,"西桂町",0
"725",2020-08-30,"身延町",0
"726",2020-08-30,"道志村",0
"727",2020-08-30,"都留市",0
"728",2020-08-30,"韮崎市",0
"729",2020-08-30,"鳴沢村",0
"730",2020-09-06,"上野原市",0
"731",2020-09-06,"中央市",0
"732",2020-09-06,"丹波山村",0
"733",2020-09-06,"北杜市",0
"734",2020-09-06,"南アルプス市",0
"735",2020-09-06,"南部町",0
"736",2020-09-06,"大月市",0
"737",2020-09-06,"富士吉田市",0
"738",2020-09-06,"富士川町",0
"739",2020-09-06,"富士河口湖町",0
"740",2020-09-06,"小菅村",0
"741",2020-09-06,"山中湖村",0
"742",2020-09-06,"山梨市",0
"743",2020-09-06,"市川三郷町",0
"744",2020-09-06,"忍野村",0
"745",2020-09-06,"早川町",0
"746",2020-09-06,"昭和町",0
"747",2020-09-06,"甲州市",0
"748",2020-09-06,"甲府市",3.713
"749",2020-09-06,"甲斐市",0.287
"750",2020-09-06,"笛吹市",0
"751",2020-09-06,"西桂町",0
"752",2020-09-06,"身延町",0
"753",2020-09-06,"道志村",0
"754",2020-09-06,"都留市",0
"755",2020-09-06,"韮崎市",0
"756",2020-09-06,"鳴沢村",0
"757",2020-09-13,"上野原市",0
"758",2020-09-13,"中央市",0
"759",2020-09-13,"丹波山村",0
"760",2020-09-13,"北杜市",0
"761",2020-09-13,"南アルプス市",0
"762",2020-09-13,"南部町",0
"763",2020-09-13,"大月市",0
"764",2020-09-13,"富士吉田市",0.495
"765",2020-09-13,"富士川町",0
"766",2020-09-13,"富士河口湖町",0.272
"767",2020-09-13,"小菅村",0
"768",2020-09-13,"山中湖村",0.059
"769",2020-09-13,"山梨市",0
"770",2020-09-13,"市川三郷町",0
"771",2020-09-13,"忍野村",0.098
"772",2020-09-13,"早川町",0
"773",2020-09-13,"昭和町",0
"774",2020-09-13,"甲州市",0
"775",2020-09-13,"甲府市",0
"776",2020-09-13,"甲斐市",0
"777",2020-09-13,"笛吹市",0
"778",2020-09-13,"西桂町",0.043
"779",2020-09-13,"身延町",0
"780",2020-09-13,"道志村",0
"781",2020-09-13,"都留市",0
"782",2020-09-13,"韮崎市",0
"783",2020-09-13,"鳴沢村",0.032
"784",2020-09-20,"上野原市",0
"785",2020-09-20,"中央市",0
"786",2020-09-20,"丹波山村",0
"787",2020-09-20,"北杜市",0
"788",2020-09-20,"南アルプス市",0.828
"789",2020-09-20,"南部町",0
"790",2020-09-20,"大月市",0
"791",2020-09-20,"富士吉田市",0
"792",2020-09-20,"富士川町",0.172
"793",2020-09-20,"富士河口湖町",0
"794",2020-09-20,"小菅村",0
"795",2020-09-20,"山中湖村",0
"796",2020-09-20,"山梨市",0
"797",2020-09-20,"市川三郷町",0
"798",2020-09-20,"忍野村",0
"799",2020-09-20,"早川町",0
"800",2020-09-20,"昭和町",0
"801",2020-09-20,"甲州市",0
"802",2020-09-20,"甲府市",0
"803",2020-09-20,"甲斐市",0
"804",2020-09-20,"笛吹市",0
"805",2020-09-20,"西桂町",0
"806",2020-09-20,"身延町",0
"807",2020-09-20,"道志村",0
"808",2020-09-20,"都留市",0
"809",2020-09-20,"韮崎市",0
"810",2020-09-20,"鳴沢村",0
"811",2020-09-27,"上野原市",0.288
"812",2020-09-27,"中央市",0.142
"813",2020-09-27,"丹波山村",0.007
"814",2020-09-27,"北杜市",0
"815",2020-09-27,"南アルプス市",0
"816",2020-09-27,"南部町",0
"817",2020-09-27,"大月市",0.297
"818",2020-09-27,"富士吉田市",0.495
"819",2020-09-27,"富士川町",0
"820",2020-09-27,"富士河口湖町",0.272
"821",2020-09-27,"小菅村",0.009
"822",2020-09-27,"山中湖村",0.059
"823",2020-09-27,"山梨市",0.526
"824",2020-09-27,"市川三郷町",0
"825",2020-09-27,"忍野村",0.098
"826",2020-09-27,"早川町",0
"827",2020-09-27,"昭和町",0
"828",2020-09-27,"甲州市",0.474
"829",2020-09-27,"甲府市",9.858
"830",2020-09-27,"甲斐市",0
"831",2020-09-27,"笛吹市",0
"832",2020-09-27,"西桂町",0.043
"833",2020-09-27,"身延町",0
"834",2020-09-27,"道志村",0.021
"835",2020-09-27,"都留市",0.378
"836",2020-09-27,"韮崎市",0
"837",2020-09-27,"鳴沢村",0.032
"838",2020-10-04,"上野原市",0
"839",2020-10-04,"中央市",0
"840",2020-10-04,"丹波山村",0
"841",2020-10-04,"北杜市",0
"842",2020-10-04,"南アルプス市",0
"843",2020-10-04,"南部町",0
"844",2020-10-04,"大月市",0
"845",2020-10-04,"富士吉田市",0
"846",2020-10-04,"富士川町",0
"847",2020-10-04,"富士河口湖町",0
"848",2020-10-04,"小菅村",0
"849",2020-10-04,"山中湖村",0
"850",2020-10-04,"山梨市",0
"851",2020-10-04,"市川三郷町",0
"852",2020-10-04,"忍野村",0
"853",2020-10-04,"早川町",0
"854",2020-10-04,"昭和町",0
"855",2020-10-04,"甲州市",0
"856",2020-10-04,"甲府市",2
"857",2020-10-04,"甲斐市",0
"858",2020-10-04,"笛吹市",0
"859",2020-10-04,"西桂町",0
"860",2020-10-04,"身延町",0
"861",2020-10-04,"道志村",0
"862",2020-10-04,"都留市",0
"863",2020-10-04,"韮崎市",0
"864",2020-10-04,"鳴沢村",0
"865",2020-10-11,"上野原市",0
"866",2020-10-11,"中央市",0.067
"867",2020-10-11,"丹波山村",0
"868",2020-10-11,"北杜市",1.101
"869",2020-10-11,"南アルプス市",0.155
"870",2020-10-11,"南部町",0
"871",2020-10-11,"大月市",0
"872",2020-10-11,"富士吉田市",0
"873",2020-10-11,"富士川町",0
"874",2020-10-11,"富士河口湖町",0
"875",2020-10-11,"小菅村",0
"876",2020-10-11,"山中湖村",0
"877",2020-10-11,"山梨市",0
"878",2020-10-11,"市川三郷町",0
"879",2020-10-11,"忍野村",0
"880",2020-10-11,"早川町",0
"881",2020-10-11,"昭和町",0.044
"882",2020-10-11,"甲州市",0
"883",2020-10-11,"甲府市",1.406
"884",2020-10-11,"甲斐市",0.164
"885",2020-10-11,"笛吹市",0
"886",2020-10-11,"西桂町",0
"887",2020-10-11,"身延町",0
"888",2020-10-11,"道志村",0
"889",2020-10-11,"都留市",0
"890",2020-10-11,"韮崎市",0.063
"891",2020-10-11,"鳴沢村",0
"892",2020-10-18,"上野原市",0.577
"893",2020-10-18,"中央市",0
"894",2020-10-18,"丹波山村",0.014
"895",2020-10-18,"北杜市",0
"896",2020-10-18,"南アルプス市",0
"897",2020-10-18,"南部町",0
"898",2020-10-18,"大月市",0.595
"899",2020-10-18,"富士吉田市",0
"900",2020-10-18,"富士川町",0
"901",2020-10-18,"富士河口湖町",0
"902",2020-10-18,"小菅村",0.018
"903",2020-10-18,"山中湖村",0
"904",2020-10-18,"山梨市",0
"905",2020-10-18,"市川三郷町",0
"906",2020-10-18,"忍野村",0
"907",2020-10-18,"早川町",0
"908",2020-10-18,"昭和町",0
"909",2020-10-18,"甲州市",0
"910",2020-10-18,"甲府市",1
"911",2020-10-18,"甲斐市",0
"912",2020-10-18,"笛吹市",0
"913",2020-10-18,"西桂町",0
"914",2020-10-18,"身延町",0
"915",2020-10-18,"道志村",0.042
"916",2020-10-18,"都留市",0.755
"917",2020-10-18,"韮崎市",0
"918",2020-10-18,"鳴沢村",0
"919",2020-10-25,"上野原市",0
"920",2020-10-25,"中央市",0.174
"921",2020-10-25,"丹波山村",0
"922",2020-10-25,"北杜市",2.107
"923",2020-10-25,"南アルプス市",2.007
"924",2020-10-25,"南部町",0
"925",2020-10-25,"大月市",0
"926",2020-10-25,"富士吉田市",0.495
"927",2020-10-25,"富士川町",0
"928",2020-10-25,"富士河口湖町",0.272
"929",2020-10-25,"小菅村",0
"930",2020-10-25,"山中湖村",0.059
"931",2020-10-25,"山梨市",0
"932",2020-10-25,"市川三郷町",0
"933",2020-10-25,"忍野村",0.098
"934",2020-10-25,"早川町",0
"935",2020-10-25,"昭和町",0.213
"936",2020-10-25,"甲州市",0
"937",2020-10-25,"甲府市",5
"938",2020-10-25,"甲斐市",0.425
"939",2020-10-25,"笛吹市",0
"940",2020-10-25,"西桂町",0.043
"941",2020-10-25,"身延町",0
"942",2020-10-25,"道志村",0
"943",2020-10-25,"都留市",0
"944",2020-10-25,"韮崎市",1.075
"945",2020-10-25,"鳴沢村",0.032
"946",2020-11-01,"上野原市",0.576
"947",2020-11-01,"中央市",0.39
"948",2020-11-01,"丹波山村",0.014
"949",2020-11-01,"北杜市",0.404
"950",2020-11-01,"南アルプス市",0.62
"951",2020-11-01,"南部町",0
"952",2020-11-01,"大月市",0.594
"953",2020-11-01,"富士吉田市",0
"954",2020-11-01,"富士川町",0.059
"955",2020-11-01,"富士河口湖町",0
"956",2020-11-01,"小菅村",0.018
"957",2020-11-01,"山中湖村",0
"958",2020-11-01,"山梨市",0.619
"959",2020-11-01,"市川三郷町",0
"960",2020-11-01,"忍野村",0
"961",2020-11-01,"早川町",0
"962",2020-11-01,"昭和町",0.356
"963",2020-11-01,"甲州市",0.558
"964",2020-11-01,"甲府市",9.846
"965",2020-11-01,"甲斐市",0.656
"966",2020-11-01,"笛吹市",1.24
"967",2020-11-01,"西桂町",0
"968",2020-11-01,"身延町",0
"969",2020-11-01,"道志村",0.042
"970",2020-11-01,"都留市",0.756
"971",2020-11-01,"韮崎市",0.252
"972",2020-11-01,"鳴沢村",0
"973",2020-11-08,"上野原市",0.864
"974",2020-11-08,"中央市",1.071
"975",2020-11-08,"丹波山村",0.021
"976",2020-11-08,"北杜市",1.41
"977",2020-11-08,"南アルプス市",4.385
"978",2020-11-08,"南部町",0
"979",2020-11-08,"大月市",0.891
"980",2020-11-08,"富士吉田市",0
"981",2020-11-08,"富士川町",0
"982",2020-11-08,"富士河口湖町",0
"983",2020-11-08,"小菅村",0.027
"984",2020-11-08,"山中湖村",0
"985",2020-11-08,"山梨市",0.952
"986",2020-11-08,"市川三郷町",0
"987",2020-11-08,"忍野村",0
"988",2020-11-08,"早川町",0
"989",2020-11-08,"昭和町",0.706
"990",2020-11-08,"甲州市",0.558
"991",2020-11-08,"甲府市",19.084
"992",2020-11-08,"甲斐市",3.293
"993",2020-11-08,"笛吹市",12.657
"994",2020-11-08,"西桂町",0
"995",2020-11-08,"身延町",0
"996",2020-11-08,"道志村",0.063
"997",2020-11-08,"都留市",1.134
"998",2020-11-08,"韮崎市",0.885
"999",2020-11-08,"鳴沢村",0
"1000",2020-11-15,"上野原市",0
"1001",2020-11-15,"中央市",1.125
"1002",2020-11-15,"丹波山村",0
"1003",2020-11-15,"北杜市",0
"1004",2020-11-15,"南アルプス市",2.243
"1005",2020-11-15,"南部町",0.3
"1006",2020-11-15,"大月市",0
"1007",2020-11-15,"富士吉田市",0
"1008",2020-11-15,"富士川町",0.59
"1009",2020-11-15,"富士河口湖町",0
"1010",2020-11-15,"小菅村",0
"1011",2020-11-15,"山中湖村",0
"1012",2020-11-15,"山梨市",1.478
"1013",2020-11-15,"市川三郷町",0.62
"1014",2020-11-15,"忍野村",0
"1015",2020-11-15,"早川町",0.04
"1016",2020-11-15,"昭和町",0.361
"1017",2020-11-15,"甲州市",0.431
"1018",2020-11-15,"甲府市",14.906
"1019",2020-11-15,"甲斐市",5.117
"1020",2020-11-15,"笛吹市",6.221
"1021",2020-11-15,"西桂町",0
"1022",2020-11-15,"身延町",0.45
"1023",2020-11-15,"道志村",0
"1024",2020-11-15,"都留市",0
"1025",2020-11-15,"韮崎市",1.118
"1026",2020-11-15,"鳴沢村",0
"1027",2020-11-22,"上野原市",0.157
"1028",2020-11-22,"中央市",0.105
"1029",2020-11-22,"丹波山村",0.004
"1030",2020-11-22,"北杜市",0.298
"1031",2020-11-22,"南アルプス市",0.616
"1032",2020-11-22,"南部町",0.611
"1033",2020-11-22,"大月市",0.162
"1034",2020-11-22,"富士吉田市",0.332
"1035",2020-11-22,"富士川町",1.276
"1036",2020-11-22,"富士河口湖町",0.182
"1037",2020-11-22,"小菅村",0.005
"1038",2020-11-22,"山中湖村",0.04
"1039",2020-11-22,"山梨市",1.042
"1040",2020-11-22,"市川三郷町",1.259
"1041",2020-11-22,"忍野村",0.066
"1042",2020-11-22,"早川町",0.082
"1043",2020-11-22,"昭和町",0.131
"1044",2020-11-22,"甲州市",0.038
"1045",2020-11-22,"甲府市",6.068
"1046",2020-11-22,"甲斐市",1.889
"1047",2020-11-22,"笛吹市",0.084
"1048",2020-11-22,"西桂町",0.029
"1049",2020-11-22,"身延町",0.912
"1050",2020-11-22,"道志村",0.011
"1051",2020-11-22,"都留市",0.205
"1052",2020-11-22,"韮崎市",7.376
"1053",2020-11-22,"鳴沢村",0.022
"1054",2020-11-29,"上野原市",5.362
"1055",2020-11-29,"中央市",0.704
"1056",2020-11-29,"丹波山村",0.127
"1057",2020-11-29,"北杜市",0.395
"1058",2020-11-29,"南アルプス市",1.607
"1059",2020-11-29,"南部町",0.065
"1060",2020-11-29,"大月市",5.531
"1061",2020-11-29,"富士吉田市",17.214
"1062",2020-11-29,"富士川町",0.126
"1063",2020-11-29,"富士河口湖町",9.461
"1064",2020-11-29,"小菅村",0.168
"1065",2020-11-29,"山中湖村",2.007
"1066",2020-11-29,"山梨市",0.694
"1067",2020-11-29,"市川三郷町",0.133
"1068",2020-11-29,"忍野村",3.327
"1069",2020-11-29,"早川町",0.009
"1070",2020-11-29,"昭和町",0.334
"1071",2020-11-29,"甲州市",1.326
"1072",2020-11-29,"甲府市",7.16
"1073",2020-11-29,"甲斐市",0.642
"1074",2020-11-29,"笛吹市",5.014
"1075",2020-11-29,"西桂町",1.47
"1076",2020-11-29,"身延町",0.096
"1077",2020-11-29,"道志村",0.388
"1078",2020-11-29,"都留市",7.307
"1079",2020-11-29,"韮崎市",0.248
"1080",2020-11-29,"鳴沢村",1.085
"1081",2020-12-06,"上野原市",1.735
"1082",2020-12-06,"中央市",0.246
"1083",2020-12-06,"丹波山村",0.042
"1084",2020-12-06,"北杜市",0.156
"1085",2020-12-06,"南アルプス市",0.24
"1086",2020-12-06,"南部町",0.012
"1087",2020-12-06,"大月市",1.789
"1088",2020-12-06,"富士吉田市",3.97
"1089",2020-12-06,"富士川町",0.023
"1090",2020-12-06,"富士河口湖町",2.182
"1091",2020-12-06,"小菅村",0.054
"1092",2020-12-06,"山中湖村",0.474
"1093",2020-12-06,"山梨市",1.643
"1094",2020-12-06,"市川三郷町",0.025
"1095",2020-12-06,"忍野村",0.786
"1096",2020-12-06,"早川町",0.002
"1097",2020-12-06,"昭和町",0.069
"1098",2020-12-06,"甲州市",1.28
"1099",2020-12-06,"甲府市",14.193
"1100",2020-12-06,"甲斐市",2.254
"1101",2020-12-06,"笛吹市",1.703
"1102",2020-12-06,"西桂町",0.347
"1103",2020-12-06,"身延町",0.018
"1104",2020-12-06,"道志村",0.126
"1105",2020-12-06,"都留市",2.274
"1106",2020-12-06,"韮崎市",1.098
"1107",2020-12-06,"鳴沢村",0.258
"1108",2020-12-13,"上野原市",3.099
"1109",2020-12-13,"中央市",0
"1110",2020-12-13,"丹波山村",0.074
"1111",2020-12-13,"北杜市",0
"1112",2020-12-13,"南アルプス市",0.428
"1113",2020-12-13,"南部町",0
"1114",2020-12-13,"大月市",3.195
"1115",2020-12-13,"富士吉田市",6.674
"1116",2020-12-13,"富士川町",0
"1117",2020-12-13,"富士河口湖町",3.668
"1118",2020-12-13,"小菅村",0.097
"1119",2020-12-13,"山中湖村",0.744
"1120",2020-12-13,"山梨市",0
"1121",2020-12-13,"市川三郷町",0
"1122",2020-12-13,"忍野村",1.233
"1123",2020-12-13,"早川町",0
"1124",2020-12-13,"昭和町",0
"1125",2020-12-13,"甲州市",0
"1126",2020-12-13,"甲府市",7.554
"1127",2020-12-13,"甲斐市",0.452
"1128",2020-12-13,"笛吹市",0.269
"1129",2020-12-13,"西桂町",0.544
"1130",2020-12-13,"身延町",0
"1131",2020-12-13,"道志村",0.225
"1132",2020-12-13,"都留市",4.342
"1133",2020-12-13,"韮崎市",0
"1134",2020-12-13,"鳴沢村",0.403
"1135",2020-12-20,"上野原市",1.442
"1136",2020-12-20,"中央市",0
"1137",2020-12-20,"丹波山村",0.034
"1138",2020-12-20,"北杜市",0
"1139",2020-12-20,"南アルプス市",0.201
"1140",2020-12-20,"南部町",0
"1141",2020-12-20,"大月市",1.487
"1142",2020-12-20,"富士吉田市",7.97
"1143",2020-12-20,"富士川町",0
"1144",2020-12-20,"富士河口湖町",4.38
"1145",2020-12-20,"小菅村",0.045
"1146",2020-12-20,"山中湖村",0.956
"1147",2020-12-20,"山梨市",0
"1148",2020-12-20,"市川三郷町",0
"1149",2020-12-20,"忍野村",1.583
"1150",2020-12-20,"早川町",0
"1151",2020-12-20,"昭和町",1.058
"1152",2020-12-20,"甲州市",0.241
"1153",2020-12-20,"甲府市",6.185
"1154",2020-12-20,"甲斐市",1.213
"1155",2020-12-20,"笛吹市",0
"1156",2020-12-20,"西桂町",0.699
"1157",2020-12-20,"身延町",0
"1158",2020-12-20,"道志村",0.105
"1159",2020-12-20,"都留市",1.888
"1160",2020-12-20,"韮崎市",4
"1161",2020-12-20,"鳴沢村",0.516
"1162",2020-12-27,"上野原市",1.495
"1163",2020-12-27,"中央市",0.613
"1164",2020-12-27,"丹波山村",0.036
"1165",2020-12-27,"北杜市",1.169
"1166",2020-12-27,"南アルプス市",3.996
"1167",2020-12-27,"南部町",0.09
"1168",2020-12-27,"大月市",1.542
"1169",2020-12-27,"富士吉田市",16.773
"1170",2020-12-27,"富士川町",0.176
"1171",2020-12-27,"富士河口湖町",8.538
"1172",2020-12-27,"小菅村",0.047
"1173",2020-12-27,"山中湖村",1.862
"1174",2020-12-27,"山梨市",0.261
"1175",2020-12-27,"市川三郷町",0.185
"1176",2020-12-27,"忍野村",3.086
"1177",2020-12-27,"早川町",0.012
"1178",2020-12-27,"昭和町",0.202
"1179",2020-12-27,"甲州市",0.878
"1180",2020-12-27,"甲府市",10.454
"1181",2020-12-27,"甲斐市",0.483
"1182",2020-12-27,"笛吹市",6.349
"1183",2020-12-27,"西桂町",1.363
"1184",2020-12-27,"身延町",0.134
"1185",2020-12-27,"道志村",0.108
"1186",2020-12-27,"都留市",1.957
"1187",2020-12-27,"韮崎市",0.186
"1188",2020-12-27,"鳴沢村",1.006
"1189",2021-01-03,"上野原市",3.344
"1190",2021-01-03,"中央市",5
"1191",2021-01-03,"丹波山村",0.068
"1192",2021-01-03,"北杜市",8.199
"1193",2021-01-03,"南アルプス市",7.257
"1194",2021-01-03,"南部町",0.182
"1195",2021-01-03,"大月市",3.856
"1196",2021-01-03,"富士吉田市",23.183
"1197",2021-01-03,"富士川町",0.425
"1198",2021-01-03,"富士河口湖町",11.679
"1199",2021-01-03,"小菅村",0.089
"1200",2021-01-03,"山中湖村",2.257
"1201",2021-01-03,"山梨市",0.927
"1202",2021-01-03,"市川三郷町",0.376
"1203",2021-01-03,"忍野村",4.023
"1204",2021-01-03,"早川町",0.025
"1205",2021-01-03,"昭和町",1.535
"1206",2021-01-03,"甲州市",3.31
"1207",2021-01-03,"甲府市",39.569
"1208",2021-01-03,"甲斐市",16.643
"1209",2021-01-03,"笛吹市",9.357
"1210",2021-01-03,"西桂町",1.654
"1211",2021-01-03,"身延町",0.272
"1212",2021-01-03,"道志村",0.207
"1213",2021-01-03,"都留市",5.118
"1214",2021-01-03,"韮崎市",0.221
"1215",2021-01-03,"鳴沢村",1.221
"1216",2021-01-10,"上野原市",2.493
"1217",2021-01-10,"中央市",3.369
"1218",2021-01-10,"丹波山村",0.06
"1219",2021-01-10,"北杜市",1.199
"1220",2021-01-10,"南アルプス市",6.936
"1221",2021-01-10,"南部町",0.15
"1222",2021-01-10,"大月市",2.571
"1223",2021-01-10,"富士吉田市",21.778
"1224",2021-01-10,"富士川町",0.341
"1225",2021-01-10,"富士河口湖町",8.728
"1226",2021-01-10,"小菅村",0.078
"1227",2021-01-10,"山中湖村",1.855
"1228",2021-01-10,"山梨市",0.136
"1229",2021-01-10,"市川三郷町",0.537
"1230",2021-01-10,"忍野村",3.651
"1231",2021-01-10,"早川町",0.02
"1232",2021-01-10,"昭和町",0.505
"1233",2021-01-10,"甲州市",0.343
"1234",2021-01-10,"甲府市",43.09
"1235",2021-01-10,"甲斐市",1.43
"1236",2021-01-10,"笛吹市",1.309
"1237",2021-01-10,"西桂町",1.279
"1238",2021-01-10,"身延町",0.324
"1239",2021-01-10,"道志村",0.181
"1240",2021-01-10,"都留市",3.265
"1241",2021-01-10,"韮崎市",0.177
"1242",2021-01-10,"鳴沢村",1.191
"1243",2021-01-17,"上野原市",2.403
"1244",2021-01-17,"中央市",0.038
"1245",2021-01-17,"丹波山村",0.057
"1246",2021-01-17,"北杜市",0.056
"1247",2021-01-17,"南アルプス市",3.14
"1248",2021-01-17,"南部町",0.159
"1249",2021-01-17,"大月市",2.478
"1250",2021-01-17,"富士吉田市",6.557
"1251",2021-01-17,"富士川町",0.313
"1252",2021-01-17,"富士河口湖町",2.954
"1253",2021-01-17,"小菅村",0.075
"1254",2021-01-17,"山中湖村",0.348
"1255",2021-01-17,"山梨市",1.08
"1256",2021-01-17,"市川三郷町",0.329
"1257",2021-01-17,"忍野村",0.578
"1258",2021-01-17,"早川町",0.021
"1259",2021-01-17,"昭和町",1.461
"1260",2021-01-17,"甲州市",1.265
"1261",2021-01-17,"甲府市",9.381
"1262",2021-01-17,"甲斐市",3.815
"1263",2021-01-17,"笛吹市",2.319
"1264",2021-01-17,"西桂町",0.254
"1265",2021-01-17,"身延町",0.239
"1266",2021-01-17,"道志村",0.174
"1267",2021-01-17,"都留市",3.147
"1268",2021-01-17,"韮崎市",1.17
"1269",2021-01-17,"鳴沢村",0.189
"1270",2021-01-24,"上野原市",0
"1271",2021-01-24,"中央市",0
"1272",2021-01-24,"丹波山村",0
"1273",2021-01-24,"北杜市",0
"1274",2021-01-24,"南アルプス市",1.524
"1275",2021-01-24,"南部町",0
"1276",2021-01-24,"大月市",0
"1277",2021-01-24,"富士吉田市",1.485
"1278",2021-01-24,"富士川町",0
"1279",2021-01-24,"富士河口湖町",0.816
"1280",2021-01-24,"小菅村",0
"1281",2021-01-24,"山中湖村",0.178
"1282",2021-01-24,"山梨市",0.118
"1283",2021-01-24,"市川三郷町",0
"1284",2021-01-24,"忍野村",0.295
"1285",2021-01-24,"早川町",0
"1286",2021-01-24,"昭和町",0
"1287",2021-01-24,"甲州市",0
"1288",2021-01-24,"甲府市",9.019
"1289",2021-01-24,"甲斐市",0
"1290",2021-01-24,"笛吹市",2.237
"1291",2021-01-24,"西桂町",0.13
"1292",2021-01-24,"身延町",0
"1293",2021-01-24,"道志村",0
"1294",2021-01-24,"都留市",0
"1295",2021-01-24,"韮崎市",0.101
"1296",2021-01-24,"鳴沢村",0.096
"1297",2021-01-31,"上野原市",0
"1298",2021-01-31,"中央市",0
"1299",2021-01-31,"丹波山村",0
"1300",2021-01-31,"北杜市",2
"1301",2021-01-31,"南アルプス市",0
"1302",2021-01-31,"南部町",0.029
"1303",2021-01-31,"大月市",0
"1304",2021-01-31,"富士吉田市",0.495
"1305",2021-01-31,"富士川町",0.058
"1306",2021-01-31,"富士河口湖町",0.272
"1307",2021-01-31,"小菅村",0
"1308",2021-01-31,"山中湖村",0.059
"1309",2021-01-31,"山梨市",0
"1310",2021-01-31,"市川三郷町",0.06
"1311",2021-01-31,"忍野村",0.098
"1312",2021-01-31,"早川町",0.004
"1313",2021-01-31,"昭和町",0.178
"1314",2021-01-31,"甲州市",2.31
"1315",2021-01-31,"甲府市",2.627
"1316",2021-01-31,"甲斐市",0
"1317",2021-01-31,"笛吹市",0.69
"1318",2021-01-31,"西桂町",0.043
"1319",2021-01-31,"身延町",0.044
"1320",2021-01-31,"道志村",0
"1321",2021-01-31,"都留市",0
"1322",2021-01-31,"韮崎市",0
"1323",2021-01-31,"鳴沢村",0.032
"1324",2021-02-07,"上野原市",0.158
"1325",2021-02-07,"中央市",4.127
"1326",2021-02-07,"丹波山村",0.004
"1327",2021-02-07,"北杜市",2
"1328",2021-02-07,"南アルプス市",0
"1329",2021-02-07,"南部町",0
"1330",2021-02-07,"大月市",0.163
"1331",2021-02-07,"富士吉田市",1.485
"1332",2021-02-07,"富士川町",0
"1333",2021-02-07,"富士河口湖町",0.816
"1334",2021-02-07,"小菅村",0.005
"1335",2021-02-07,"山中湖村",0.178
"1336",2021-02-07,"山梨市",0.238
"1337",2021-02-07,"市川三郷町",0
"1338",2021-02-07,"忍野村",0.295
"1339",2021-02-07,"早川町",0
"1340",2021-02-07,"昭和町",0.398
"1341",2021-02-07,"甲州市",0
"1342",2021-02-07,"甲府市",3
"1343",2021-02-07,"甲斐市",1
"1344",2021-02-07,"笛吹市",2.69
"1345",2021-02-07,"西桂町",0.13
"1346",2021-02-07,"身延町",0
"1347",2021-02-07,"道志村",0.011
"1348",2021-02-07,"都留市",0.207
"1349",2021-02-07,"韮崎市",0
"1350",2021-02-07,"鳴沢村",0.096
"1351",2021-02-14,"上野原市",0
"1352",2021-02-14,"中央市",0
"1353",2021-02-14,"丹波山村",0
"1354",2021-02-14,"北杜市",1
"1355",2021-02-14,"南アルプス市",1
"1356",2021-02-14,"南部町",0.301
"1357",2021-02-14,"大月市",0
"1358",2021-02-14,"富士吉田市",0
"1359",2021-02-14,"富士川町",0.59
"1360",2021-02-14,"富士河口湖町",0
"1361",2021-02-14,"小菅村",0
"1362",2021-02-14,"山中湖村",0
"1363",2021-02-14,"山梨市",0
"1364",2021-02-14,"市川三郷町",0.62
"1365",2021-02-14,"忍野村",0
"1366",2021-02-14,"早川町",0.04
"1367",2021-02-14,"昭和町",0
"1368",2021-02-14,"甲州市",0
"1369",2021-02-14,"甲府市",3
"1370",2021-02-14,"甲斐市",0
"1371",2021-02-14,"笛吹市",0
"1372",2021-02-14,"西桂町",0
"1373",2021-02-14,"身延町",0.449
"1374",2021-02-14,"道志村",0
"1375",2021-02-14,"都留市",0
"1376",2021-02-14,"韮崎市",0
"1377",2021-02-14,"鳴沢村",0
"1378",2021-02-21,"上野原市",0.604
"1379",2021-02-21,"中央市",0.038
"1380",2021-02-21,"丹波山村",0.015
"1381",2021-02-21,"北杜市",0.056
"1382",2021-02-21,"南アルプス市",0.087
"1383",2021-02-21,"南部町",0.009
"1384",2021-02-21,"大月市",0.623
"1385",2021-02-21,"富士吉田市",0.059
"1386",2021-02-21,"富士川町",0.018
"1387",2021-02-21,"富士河口湖町",0.032
"1388",2021-02-21,"小菅村",0.019
"1389",2021-02-21,"山中湖村",0.007
"1390",2021-02-21,"山梨市",0.042
"1391",2021-02-21,"市川三郷町",0.019
"1392",2021-02-21,"忍野村",0.012
"1393",2021-02-21,"早川町",0.001
"1394",2021-02-21,"昭和町",0.025
"1395",2021-02-21,"甲州市",0.038
"1396",2021-02-21,"甲府市",0.228
"1397",2021-02-21,"甲斐市",0.092
"1398",2021-02-21,"笛吹市",2.084
"1399",2021-02-21,"西桂町",0.005
"1400",2021-02-21,"身延町",0.014
"1401",2021-02-21,"道志村",0.044
"1402",2021-02-21,"都留市",0.792
"1403",2021-02-21,"韮崎市",0.035
"1404",2021-02-21,"鳴沢村",0.004
"1405",2021-02-28,"上野原市",0
"1406",2021-02-28,"中央市",0
"1407",2021-02-28,"丹波山村",0
"1408",2021-02-28,"北杜市",0
"1409",2021-02-28,"南アルプス市",0.214
"1410",2021-02-28,"南部町",0
"1411",2021-02-28,"大月市",0
"1412",2021-02-28,"富士吉田市",0
"1413",2021-02-28,"富士川町",0
"1414",2021-02-28,"富士河口湖町",0
"1415",2021-02-28,"小菅村",0
"1416",2021-02-28,"山中湖村",0
"1417",2021-02-28,"山梨市",0
