"","公表日","city","Nofcases"
"1418",2021-02-28,"市川三郷町",0
"1419",2021-02-28,"忍野村",0
"1420",2021-02-28,"早川町",0
"1421",2021-02-28,"昭和町",1
"1422",2021-02-28,"甲州市",0
"1423",2021-02-28,"甲府市",0.56
"1424",2021-02-28,"甲斐市",0.226
"1425",2021-02-28,"笛吹市",0
"1426",2021-02-28,"西桂町",0
"1427",2021-02-28,"身延町",0
"1428",2021-02-28,"道志村",0
"1429",2021-02-28,"都留市",0
"1430",2021-02-28,"韮崎市",0
"1431",2021-02-28,"鳴沢村",0
"1432",2021-03-07,"上野原市",0.129
"1433",2021-03-07,"中央市",2.445
"1434",2021-03-07,"丹波山村",0.003
"1435",2021-03-07,"北杜市",0
"1436",2021-03-07,"南アルプス市",0.697
"1437",2021-03-07,"南部町",0
"1438",2021-03-07,"大月市",0.133
"1439",2021-03-07,"富士吉田市",0.273
"1440",2021-03-07,"富士川町",0
"1441",2021-03-07,"富士河口湖町",0.15
"1442",2021-03-07,"小菅村",0.004
"1443",2021-03-07,"山中湖村",0.033
"1444",2021-03-07,"山梨市",0
"1445",2021-03-07,"市川三郷町",0
"1446",2021-03-07,"忍野村",0.054
"1447",2021-03-07,"早川町",0
"1448",2021-03-07,"昭和町",0
"1449",2021-03-07,"甲州市",0
"1450",2021-03-07,"甲府市",4.571
"1451",2021-03-07,"甲斐市",0.287
"1452",2021-03-07,"笛吹市",0
"1453",2021-03-07,"西桂町",0.024
"1454",2021-03-07,"身延町",0
"1455",2021-03-07,"道志村",0.009
"1456",2021-03-07,"都留市",0.169
"1457",2021-03-07,"韮崎市",0
"1458",2021-03-07,"鳴沢村",0.018
"1459",2021-03-14,"上野原市",0.028
"1460",2021-03-14,"中央市",1.135
"1461",2021-03-14,"丹波山村",0.001
"1462",2021-03-14,"北杜市",1.056
"1463",2021-03-14,"南アルプス市",0.311
"1464",2021-03-14,"南部町",0.009
"1465",2021-03-14,"大月市",0.029
"1466",2021-03-14,"富士吉田市",0.059
"1467",2021-03-14,"富士川町",0.018
"1468",2021-03-14,"富士河口湖町",0.032
"1469",2021-03-14,"小菅村",0.001
"1470",2021-03-14,"山中湖村",0.007
"1471",2021-03-14,"山梨市",0.042
"1472",2021-03-14,"市川三郷町",0.019
"1473",2021-03-14,"忍野村",0.012
"1474",2021-03-14,"早川町",0.001
"1475",2021-03-14,"昭和町",0.025
"1476",2021-03-14,"甲州市",0.038
"1477",2021-03-14,"甲府市",1.815
"1478",2021-03-14,"甲斐市",0.814
"1479",2021-03-14,"笛吹市",0.084
"1480",2021-03-14,"西桂町",0.005
"1481",2021-03-14,"身延町",0.014
"1482",2021-03-14,"道志村",0.002
"1483",2021-03-14,"都留市",0.036
"1484",2021-03-14,"韮崎市",0.404
"1485",2021-03-14,"鳴沢村",0.004
"1486",2021-03-21,"上野原市",0.129
"1487",2021-03-21,"中央市",0
"1488",2021-03-21,"丹波山村",0.003
"1489",2021-03-21,"北杜市",0
"1490",2021-03-21,"南アルプス市",0
"1491",2021-03-21,"南部町",0
"1492",2021-03-21,"大月市",0.133
"1493",2021-03-21,"富士吉田市",0.273
"1494",2021-03-21,"富士川町",0
"1495",2021-03-21,"富士河口湖町",0.15
"1496",2021-03-21,"小菅村",0.004
"1497",2021-03-21,"山中湖村",0.033
"1498",2021-03-21,"山梨市",0
"1499",2021-03-21,"市川三郷町",0
"1500",2021-03-21,"忍野村",0.054
"1501",2021-03-21,"早川町",0
"1502",2021-03-21,"昭和町",0
"1503",2021-03-21,"甲州市",0
"1504",2021-03-21,"甲府市",0.731
"1505",2021-03-21,"甲斐市",0
"1506",2021-03-21,"笛吹市",0.269
"1507",2021-03-21,"西桂町",0.024
"1508",2021-03-21,"身延町",0
"1509",2021-03-21,"道志村",0.009
"1510",2021-03-21,"都留市",0.169
"1511",2021-03-21,"韮崎市",0
"1512",2021-03-21,"鳴沢村",0.018
"1513",2021-03-28,"上野原市",8.217
"1514",2021-03-28,"中央市",0.038
"1515",2021-03-28,"丹波山村",0.123
"1516",2021-03-28,"北杜市",0.056
"1517",2021-03-28,"南アルプス市",0.087
"1518",2021-03-28,"南部町",0.009
"1519",2021-03-28,"大月市",5.381
"1520",2021-03-28,"富士吉田市",3.704
"1521",2021-03-28,"富士川町",0.018
"1522",2021-03-28,"富士河口湖町",0.665
"1523",2021-03-28,"小菅村",0.163
"1524",2021-03-28,"山中湖村",0.007
"1525",2021-03-28,"山梨市",0.042
"1526",2021-03-28,"市川三郷町",0.019
"1527",2021-03-28,"忍野村",0.012
"1528",2021-03-28,"早川町",0.001
"1529",2021-03-28,"昭和町",0.025
"1530",2021-03-28,"甲州市",0.038
"1531",2021-03-28,"甲府市",3.228
"1532",2021-03-28,"甲斐市",0.092
"1533",2021-03-28,"笛吹市",1.806
"1534",2021-03-28,"西桂町",0.005
"1535",2021-03-28,"身延町",0.014
"1536",2021-03-28,"道志村",0.378
"1537",2021-03-28,"都留市",6.833
"1538",2021-03-28,"韮崎市",0.035
"1539",2021-03-28,"鳴沢村",0.004
"1540",2021-04-04,"上野原市",3.227
"1541",2021-04-04,"中央市",0.24
"1542",2021-04-04,"丹波山村",0.076
"1543",2021-04-04,"北杜市",0.213
"1544",2021-04-04,"南アルプス市",1.973
"1545",2021-04-04,"南部町",0.018
"1546",2021-04-04,"大月市",3.329
"1547",2021-04-04,"富士吉田市",0.613
"1548",2021-04-04,"富士川町",0.036
"1549",2021-04-04,"富士河口湖町",0.336
"1550",2021-04-04,"小菅村",0.101
"1551",2021-04-04,"山中湖村",0.073
"1552",2021-04-04,"山梨市",1.071
"1553",2021-04-04,"市川三郷町",0.038
"1554",2021-04-04,"忍野村",0.122
"1555",2021-04-04,"早川町",0.002
"1556",2021-04-04,"昭和町",0.094
"1557",2021-04-04,"甲州市",0.076
"1558",2021-04-04,"甲府市",10.449
"1559",2021-04-04,"甲斐市",3.348
"1560",2021-04-04,"笛吹市",4.15
"1561",2021-04-04,"西桂町",0.053
"1562",2021-04-04,"身延町",0.028
"1563",2021-04-04,"道志村",0.234
"1564",2021-04-04,"都留市",4.226
"1565",2021-04-04,"韮崎市",0.805
"1566",2021-04-04,"鳴沢村",0.07
"1567",2021-04-11,"上野原市",1.576
"1568",2021-04-11,"中央市",0.269
"1569",2021-04-11,"丹波山村",0.014
"1570",2021-04-11,"北杜市",0.481
"1571",2021-04-11,"南アルプス市",7.155
"1572",2021-04-11,"南部町",0.3
"1573",2021-04-11,"大月市",0.594
"1574",2021-04-11,"富士吉田市",0.495
"1575",2021-04-11,"富士川町",0.59
"1576",2021-04-11,"富士河口湖町",0.272
"1577",2021-04-11,"小菅村",0.018
"1578",2021-04-11,"山中湖村",0.059
"1579",2021-04-11,"山梨市",0.256
"1580",2021-04-11,"市川三郷町",0.722
"1581",2021-04-11,"忍野村",0.098
"1582",2021-04-11,"早川町",0.04
"1583",2021-04-11,"昭和町",1.47
"1584",2021-04-11,"甲州市",0.433
"1585",2021-04-11,"甲府市",14.831
"1586",2021-04-11,"甲斐市",10.869
"1587",2021-04-11,"笛吹市",1.513
"1588",2021-04-11,"西桂町",0.043
"1589",2021-04-11,"身延町",0.45
"1590",2021-04-11,"道志村",0.042
"1591",2021-04-11,"都留市",0.756
"1592",2021-04-11,"韮崎市",0.62
"1593",2021-04-11,"鳴沢村",0.032
"1594",2021-04-18,"上野原市",0.316
"1595",2021-04-18,"中央市",0.609
"1596",2021-04-18,"丹波山村",0.008
"1597",2021-04-18,"北杜市",3.459
"1598",2021-04-18,"南アルプス市",18.285
"1599",2021-04-18,"南部町",0.522
"1600",2021-04-18,"大月市",0.326
"1601",2021-04-18,"富士吉田市",5.019
"1602",2021-04-18,"富士川町",1.025
"1603",2021-04-18,"富士河口湖町",2.208
"1604",2021-04-18,"小菅村",0.01
"1605",2021-04-18,"山中湖村",0.481
"1606",2021-04-18,"山梨市",0.042
"1607",2021-04-18,"市川三郷町",1.077
"1608",2021-04-18,"忍野村",0.797
"1609",2021-04-18,"早川町",0.07
"1610",2021-04-18,"昭和町",0.425
"1611",2021-04-18,"甲州市",0.038
"1612",2021-04-18,"甲府市",18.3
"1613",2021-04-18,"甲斐市",5.29
"1614",2021-04-18,"笛吹市",2.575
"1615",2021-04-18,"西桂町",0.351
"1616",2021-04-18,"身延町",0.781
"1617",2021-04-18,"道志村",0.023
"1618",2021-04-18,"都留市",0.414
"1619",2021-04-18,"韮崎市",2.288
"1620",2021-04-18,"鳴沢村",0.26
"1621",2021-04-25,"上野原市",0.445
"1622",2021-04-25,"中央市",1.105
"1623",2021-04-25,"丹波山村",0.011
"1624",2021-04-25,"北杜市",2.157
"1625",2021-04-25,"南アルプス市",25.436
"1626",2021-04-25,"南部町",0.611
"1627",2021-04-25,"大月市",0.459
"1628",2021-04-25,"富士吉田市",3.332
"1629",2021-04-25,"富士川町",1.198
"1630",2021-04-25,"富士河口湖町",0.182
"1631",2021-04-25,"小菅村",0.014
"1632",2021-04-25,"山中湖村",0.04
"1633",2021-04-25,"山梨市",5.298
"1634",2021-04-25,"市川三郷町",1.259
"1635",2021-04-25,"忍野村",0.066
"1636",2021-04-25,"早川町",0.081
"1637",2021-04-25,"昭和町",0.737
"1638",2021-04-25,"甲州市",1.269
"1639",2021-04-25,"甲府市",27.096
"1640",2021-04-25,"甲斐市",2.256
"1641",2021-04-25,"笛吹市",5.135
"1642",2021-04-25,"西桂町",0.029
"1643",2021-04-25,"身延町",1.049
"1644",2021-04-25,"道志村",0.032
"1645",2021-04-25,"都留市",0.583
"1646",2021-04-25,"韮崎市",0.098
"1647",2021-04-25,"鳴沢村",0.022
