"","city","公表日","Nofcases","cum_cases"
"3010","中央市",2020-06-25,0,3.563
"3011","市川三郷町",2020-06-25,0,1.359
"3012","早川町",2020-06-25,0,0.031
"3013","身延町",2020-06-25,0,1.371
"3014","南部町",2020-06-25,0,0.246
"3015","富士川町",2020-06-25,0,1.048
"3016","昭和町",2020-06-25,0,1.182
"3017","道志村",2020-06-25,0,0.018
"3018","西桂町",2020-06-25,0,0.045
"3019","忍野村",2020-06-25,0,0.106
"3020","山中湖村",2020-06-25,0,0.063
"3021","鳴沢村",2020-06-25,0,0.076
"3022","富士河口湖町",2020-06-25,0,0.985
"3023","小菅村",2020-06-25,0,0.009
"3024","丹波山村",2020-06-25,0,0.007
"3025","甲府市",2020-06-26,0.228,26.339
"3026","富士吉田市",2020-06-26,0.059,3.266
"3027","都留市",2020-06-26,0.036,0.362
"3028","山梨市",2020-06-26,0.042,2.634
"3029","大月市",2020-06-26,0.029,0.288
"3030","韮崎市",2020-06-26,0.035,0.886
"3031","南アルプス市",2020-06-26,0.087,8.623
"3032","北杜市",2020-06-26,0.056,2.961
"3033","甲斐市",2020-06-26,0.092,3.656
"3034","笛吹市",2020-06-26,0.084,3.616
"3035","上野原市",2020-06-26,0.028,6.278
"3036","甲州市",2020-06-26,0.038,3.804
"3037","中央市",2020-06-26,0.038,3.601
"3038","市川三郷町",2020-06-26,0.019,1.378
"3039","早川町",2020-06-26,0.001,0.032
"3040","身延町",2020-06-26,0.014,1.385
"3041","南部町",2020-06-26,0.009,0.255
"3042","富士川町",2020-06-26,0.018,1.066
"3043","昭和町",2020-06-26,1.025,2.207
"3044","道志村",2020-06-26,0.002,0.02
"3045","西桂町",2020-06-26,0.005,0.05
"3046","忍野村",2020-06-26,0.012,0.118
"3047","山中湖村",2020-06-26,0.007,0.07
"3048","鳴沢村",2020-06-26,0.004,0.08
"3049","富士河口湖町",2020-06-26,0.032,1.017
"3050","小菅村",2020-06-26,0.001,0.01
"3051","丹波山村",2020-06-26,0.001,0.008
"3052","甲府市",2020-06-27,0,26.339
"3053","富士吉田市",2020-06-27,0,3.266
"3054","都留市",2020-06-27,0,0.362
"3055","山梨市",2020-06-27,0,2.634
"3056","大月市",2020-06-27,0,0.288
"3057","韮崎市",2020-06-27,0,0.886
"3058","南アルプス市",2020-06-27,0,8.623
"3059","北杜市",2020-06-27,0,2.961
"3060","甲斐市",2020-06-27,0,3.656
"3061","笛吹市",2020-06-27,0,3.616
"3062","上野原市",2020-06-27,0,6.278
"3063","甲州市",2020-06-27,0,3.804
"3064","中央市",2020-06-27,0,3.601
"3065","市川三郷町",2020-06-27,0,1.378
"3066","早川町",2020-06-27,0,0.032
"3067","身延町",2020-06-27,0,1.385
"3068","南部町",2020-06-27,0,0.255
"3069","富士川町",2020-06-27,0,1.066
"3070","昭和町",2020-06-27,0,2.207
"3071","道志村",2020-06-27,0,0.02
"3072","西桂町",2020-06-27,0,0.05
"3073","忍野村",2020-06-27,0,0.118
"3074","山中湖村",2020-06-27,0,0.07
"3075","鳴沢村",2020-06-27,0,0.08
"3076","富士河口湖町",2020-06-27,0,1.017
"3077","小菅村",2020-06-27,0,0.01
"3078","丹波山村",2020-06-27,0,0.008
"3079","甲府市",2020-06-28,0,26.339
"3080","富士吉田市",2020-06-28,0,3.266
"3081","都留市",2020-06-28,0,0.362
"3082","山梨市",2020-06-28,0,2.634
"3083","大月市",2020-06-28,0,0.288
"3084","韮崎市",2020-06-28,0,0.886
"3085","南アルプス市",2020-06-28,0,8.623
"3086","北杜市",2020-06-28,0,2.961
"3087","甲斐市",2020-06-28,0,3.656
"3088","笛吹市",2020-06-28,0,3.616
"3089","上野原市",2020-06-28,0,6.278
"3090","甲州市",2020-06-28,0,3.804
"3091","中央市",2020-06-28,0,3.601
"3092","市川三郷町",2020-06-28,0,1.378
"3093","早川町",2020-06-28,0,0.032
"3094","身延町",2020-06-28,0,1.385
"3095","南部町",2020-06-28,0,0.255
"3096","富士川町",2020-06-28,0,1.066
"3097","昭和町",2020-06-28,0,2.207
"3098","道志村",2020-06-28,0,0.02
"3099","西桂町",2020-06-28,0,0.05
"3100","忍野村",2020-06-28,0,0.118
"3101","山中湖村",2020-06-28,0,0.07
"3102","鳴沢村",2020-06-28,0,0.08
"3103","富士河口湖町",2020-06-28,0,1.017
"3104","小菅村",2020-06-28,0,0.01
"3105","丹波山村",2020-06-28,0,0.008
"3106","甲府市",2020-06-29,0,26.339
"3107","富士吉田市",2020-06-29,0,3.266
"3108","都留市",2020-06-29,0,0.362
"3109","山梨市",2020-06-29,0,2.634
"3110","大月市",2020-06-29,0,0.288
"3111","韮崎市",2020-06-29,0,0.886
"3112","南アルプス市",2020-06-29,0,8.623
"3113","北杜市",2020-06-29,0,2.961
"3114","甲斐市",2020-06-29,0,3.656
"3115","笛吹市",2020-06-29,0,3.616
"3116","上野原市",2020-06-29,0,6.278
"3117","甲州市",2020-06-29,0,3.804
"3118","中央市",2020-06-29,0,3.601
"3119","市川三郷町",2020-06-29,0,1.378
"3120","早川町",2020-06-29,0,0.032
"3121","身延町",2020-06-29,0,1.385
"3122","南部町",2020-06-29,0,0.255
"3123","富士川町",2020-06-29,0,1.066
"3124","昭和町",2020-06-29,0,2.207
"3125","道志村",2020-06-29,0,0.02
"3126","西桂町",2020-06-29,0,0.05
"3127","忍野村",2020-06-29,0,0.118
"3128","山中湖村",2020-06-29,0,0.07
"3129","鳴沢村",2020-06-29,0,0.08
"3130","富士河口湖町",2020-06-29,0,1.017
"3131","小菅村",2020-06-29,0,0.01
"3132","丹波山村",2020-06-29,0,0.008
"3133","甲府市",2020-06-30,0,26.339
"3134","富士吉田市",2020-06-30,0,3.266
"3135","都留市",2020-06-30,0,0.362
"3136","山梨市",2020-06-30,0,2.634
"3137","大月市",2020-06-30,0,0.288
"3138","韮崎市",2020-06-30,0,0.886
"3139","南アルプス市",2020-06-30,0,8.623
"3140","北杜市",2020-06-30,0,2.961
"3141","甲斐市",2020-06-30,0,3.656
"3142","笛吹市",2020-06-30,0,3.616
"3143","上野原市",2020-06-30,0,6.278
"3144","甲州市",2020-06-30,0,3.804
"3145","中央市",2020-06-30,0,3.601
"3146","市川三郷町",2020-06-30,0,1.378
"3147","早川町",2020-06-30,0,0.032
"3148","身延町",2020-06-30,0,1.385
"3149","南部町",2020-06-30,0,0.255
"3150","富士川町",2020-06-30,0,1.066
"3151","昭和町",2020-06-30,0,2.207
"3152","道志村",2020-06-30,0,0.02
"3153","西桂町",2020-06-30,0,0.05
"3154","忍野村",2020-06-30,0,0.118
"3155","山中湖村",2020-06-30,0,0.07
"3156","鳴沢村",2020-06-30,0,0.08
"3157","富士河口湖町",2020-06-30,0,1.017
"3158","小菅村",2020-06-30,0,0.01
"3159","丹波山村",2020-06-30,0,0.008
"3160","甲府市",2020-07-01,0.652,26.991
"3161","富士吉田市",2020-07-01,0,3.266
"3162","都留市",2020-07-01,0,0.362
"3163","山梨市",2020-07-01,0,2.634
"3164","大月市",2020-07-01,0,0.288
"3165","韮崎市",2020-07-01,0,0.886
"3166","南アルプス市",2020-07-01,0,8.623
"3167","北杜市",2020-07-01,0,2.961
"3168","甲斐市",2020-07-01,0,3.656
"3169","笛吹市",2020-07-01,0.24,3.856
"3170","上野原市",2020-07-01,0,6.278
"3171","甲州市",2020-07-01,0,3.804
"3172","中央市",2020-07-01,0.108,3.709
"3173","市川三郷町",2020-07-01,0,1.378
"3174","早川町",2020-07-01,0,0.032
"3175","身延町",2020-07-01,0,1.385
"3176","南部町",2020-07-01,0,0.255
"3177","富士川町",2020-07-01,0,1.066
"3178","昭和町",2020-07-01,0,2.207
"3179","道志村",2020-07-01,0,0.02
"3180","西桂町",2020-07-01,0,0.05
"3181","忍野村",2020-07-01,0,0.118
"3182","山中湖村",2020-07-01,0,0.07
"3183","鳴沢村",2020-07-01,0,0.08
"3184","富士河口湖町",2020-07-01,0,1.017
"3185","小菅村",2020-07-01,0,0.01
"3186","丹波山村",2020-07-01,0,0.008
"3187","甲府市",2020-07-02,0,26.991
"3188","富士吉田市",2020-07-02,0,3.266
"3189","都留市",2020-07-02,0,0.362
"3190","山梨市",2020-07-02,0,2.634
"3191","大月市",2020-07-02,0,0.288
"3192","韮崎市",2020-07-02,0,0.886
"3193","南アルプス市",2020-07-02,0,8.623
"3194","北杜市",2020-07-02,0,2.961
"3195","甲斐市",2020-07-02,0,3.656
"3196","笛吹市",2020-07-02,0,3.856
"3197","上野原市",2020-07-02,0,6.278
"3198","甲州市",2020-07-02,0,3.804
"3199","中央市",2020-07-02,0,3.709
"3200","市川三郷町",2020-07-02,0,1.378
"3201","早川町",2020-07-02,0,0.032
"3202","身延町",2020-07-02,0,1.385
"3203","南部町",2020-07-02,0,0.255
"3204","富士川町",2020-07-02,0,1.066
"3205","昭和町",2020-07-02,0,2.207
"3206","道志村",2020-07-02,0,0.02
"3207","西桂町",2020-07-02,0,0.05
"3208","忍野村",2020-07-02,0,0.118
"3209","山中湖村",2020-07-02,0,0.07
"3210","鳴沢村",2020-07-02,0,0.08
"3211","富士河口湖町",2020-07-02,0,1.017
"3212","小菅村",2020-07-02,0,0.01
"3213","丹波山村",2020-07-02,0,0.008
"3214","甲府市",2020-07-03,0,26.991
"3215","富士吉田市",2020-07-03,0,3.266
"3216","都留市",2020-07-03,0,0.362
"3217","山梨市",2020-07-03,0,2.634
"3218","大月市",2020-07-03,0,0.288
"3219","韮崎市",2020-07-03,0,0.886
"3220","南アルプス市",2020-07-03,0,8.623
"3221","北杜市",2020-07-03,0,2.961
"3222","甲斐市",2020-07-03,0,3.656
"3223","笛吹市",2020-07-03,0,3.856
"3224","上野原市",2020-07-03,0,6.278
"3225","甲州市",2020-07-03,0,3.804
"3226","中央市",2020-07-03,0,3.709
"3227","市川三郷町",2020-07-03,0,1.378
"3228","早川町",2020-07-03,0,0.032
"3229","身延町",2020-07-03,0,1.385
"3230","南部町",2020-07-03,0,0.255
"3231","富士川町",2020-07-03,0,1.066
"3232","昭和町",2020-07-03,0,2.207
"3233","道志村",2020-07-03,0,0.02
"3234","西桂町",2020-07-03,0,0.05
"3235","忍野村",2020-07-03,0,0.118
"3236","山中湖村",2020-07-03,0,0.07
"3237","鳴沢村",2020-07-03,0,0.08
"3238","富士河口湖町",2020-07-03,0,1.017
"3239","小菅村",2020-07-03,0,0.01
"3240","丹波山村",2020-07-03,0,0.008
"3241","甲府市",2020-07-04,0,26.991
"3242","富士吉田市",2020-07-04,0,3.266
"3243","都留市",2020-07-04,0,0.362
"3244","山梨市",2020-07-04,0,2.634
"3245","大月市",2020-07-04,0,0.288
"3246","韮崎市",2020-07-04,0,0.886
"3247","南アルプス市",2020-07-04,0,8.623
"3248","北杜市",2020-07-04,0,2.961
"3249","甲斐市",2020-07-04,0,3.656
"3250","笛吹市",2020-07-04,0,3.856
"3251","上野原市",2020-07-04,0,6.278
"3252","甲州市",2020-07-04,0,3.804
"3253","中央市",2020-07-04,0,3.709
"3254","市川三郷町",2020-07-04,0,1.378
"3255","早川町",2020-07-04,0,0.032
"3256","身延町",2020-07-04,0,1.385
"3257","南部町",2020-07-04,0,0.255
"3258","富士川町",2020-07-04,0,1.066
"3259","昭和町",2020-07-04,0,2.207
"3260","道志村",2020-07-04,0,0.02
"3261","西桂町",2020-07-04,0,0.05
"3262","忍野村",2020-07-04,0,0.118
"3263","山中湖村",2020-07-04,0,0.07
"3264","鳴沢村",2020-07-04,0,0.08
"3265","富士河口湖町",2020-07-04,0,1.017
"3266","小菅村",2020-07-04,0,0.01
"3267","丹波山村",2020-07-04,0,0.008
"3268","甲府市",2020-07-05,0,26.991
"3269","富士吉田市",2020-07-05,0,3.266
"3270","都留市",2020-07-05,0,0.362
"3271","山梨市",2020-07-05,0,2.634
"3272","大月市",2020-07-05,0,0.288
"3273","韮崎市",2020-07-05,0,0.886
"3274","南アルプス市",2020-07-05,0,8.623
"3275","北杜市",2020-07-05,0,2.961
"3276","甲斐市",2020-07-05,0,3.656
"3277","笛吹市",2020-07-05,0,3.856
"3278","上野原市",2020-07-05,0,6.278
"3279","甲州市",2020-07-05,0,3.804
"3280","中央市",2020-07-05,0,3.709
"3281","市川三郷町",2020-07-05,0,1.378
"3282","早川町",2020-07-05,0,0.032
"3283","身延町",2020-07-05,0,1.385
"3284","南部町",2020-07-05,0,0.255
"3285","富士川町",2020-07-05,0,1.066
"3286","昭和町",2020-07-05,0,2.207
"3287","道志村",2020-07-05,0,0.02
"3288","西桂町",2020-07-05,0,0.05
"3289","忍野村",2020-07-05,0,0.118
"3290","山中湖村",2020-07-05,0,0.07
"3291","鳴沢村",2020-07-05,0,0.08
"3292","富士河口湖町",2020-07-05,0,1.017
"3293","小菅村",2020-07-05,0,0.01
"3294","丹波山村",2020-07-05,0,0.008
"3295","甲府市",2020-07-06,0,26.991
"3296","富士吉田市",2020-07-06,0,3.266
"3297","都留市",2020-07-06,0,0.362
"3298","山梨市",2020-07-06,0,2.634
"3299","大月市",2020-07-06,0,0.288
"3300","韮崎市",2020-07-06,0,0.886
"3301","南アルプス市",2020-07-06,0,8.623
"3302","北杜市",2020-07-06,0,2.961
"3303","甲斐市",2020-07-06,0,3.656
"3304","笛吹市",2020-07-06,0,3.856
"3305","上野原市",2020-07-06,0,6.278
"3306","甲州市",2020-07-06,0,3.804
"3307","中央市",2020-07-06,0,3.709
"3308","市川三郷町",2020-07-06,0,1.378
"3309","早川町",2020-07-06,0,0.032
"3310","身延町",2020-07-06,0,1.385
"3311","南部町",2020-07-06,0,0.255
"3312","富士川町",2020-07-06,0,1.066
"3313","昭和町",2020-07-06,0,2.207
"3314","道志村",2020-07-06,0,0.02
"3315","西桂町",2020-07-06,0,0.05
"3316","忍野村",2020-07-06,0,0.118
"3317","山中湖村",2020-07-06,0,0.07
"3318","鳴沢村",2020-07-06,0,0.08
"3319","富士河口湖町",2020-07-06,0,1.017
"3320","小菅村",2020-07-06,0,0.01
"3321","丹波山村",2020-07-06,0,0.008
"3322","甲府市",2020-07-07,0,26.991
"3323","富士吉田市",2020-07-07,0,3.266
"3324","都留市",2020-07-07,0,0.362
"3325","山梨市",2020-07-07,0,2.634
"3326","大月市",2020-07-07,0,0.288
"3327","韮崎市",2020-07-07,0,0.886
"3328","南アルプス市",2020-07-07,0,8.623
"3329","北杜市",2020-07-07,0,2.961
"3330","甲斐市",2020-07-07,0,3.656
"3331","笛吹市",2020-07-07,0,3.856
"3332","上野原市",2020-07-07,0,6.278
"3333","甲州市",2020-07-07,0,3.804
"3334","中央市",2020-07-07,0,3.709
"3335","市川三郷町",2020-07-07,0,1.378
"3336","早川町",2020-07-07,0,0.032
"3337","身延町",2020-07-07,0,1.385
"3338","南部町",2020-07-07,0,0.255
"3339","富士川町",2020-07-07,0,1.066
"3340","昭和町",2020-07-07,0,2.207
"3341","道志村",2020-07-07,0,0.02
"3342","西桂町",2020-07-07,0,0.05
"3343","忍野村",2020-07-07,0,0.118
"3344","山中湖村",2020-07-07,0,0.07
"3345","鳴沢村",2020-07-07,0,0.08
"3346","富士河口湖町",2020-07-07,0,1.017
"3347","小菅村",2020-07-07,0,0.01
"3348","丹波山村",2020-07-07,0,0.008
"3349","甲府市",2020-07-08,0,26.991
"3350","富士吉田市",2020-07-08,0,3.266
"3351","都留市",2020-07-08,0,0.362
"3352","山梨市",2020-07-08,0,2.634
"3353","大月市",2020-07-08,0,0.288
"3354","韮崎市",2020-07-08,0,0.886
"3355","南アルプス市",2020-07-08,0,8.623
"3356","北杜市",2020-07-08,0,2.961
"3357","甲斐市",2020-07-08,0,3.656
"3358","笛吹市",2020-07-08,0,3.856
"3359","上野原市",2020-07-08,0,6.278
"3360","甲州市",2020-07-08,0,3.804
"3361","中央市",2020-07-08,0,3.709
"3362","市川三郷町",2020-07-08,0,1.378
"3363","早川町",2020-07-08,0,0.032
"3364","身延町",2020-07-08,0,1.385
"3365","南部町",2020-07-08,0,0.255
"3366","富士川町",2020-07-08,0,1.066
"3367","昭和町",2020-07-08,0,2.207
"3368","道志村",2020-07-08,0,0.02
"3369","西桂町",2020-07-08,0,0.05
"3370","忍野村",2020-07-08,0,0.118
"3371","山中湖村",2020-07-08,0,0.07
"3372","鳴沢村",2020-07-08,0,0.08
"3373","富士河口湖町",2020-07-08,0,1.017
"3374","小菅村",2020-07-08,0,0.01
"3375","丹波山村",2020-07-08,0,0.008
"3376","甲府市",2020-07-09,0,26.991
"3377","富士吉田市",2020-07-09,0,3.266
"3378","都留市",2020-07-09,0,0.362
"3379","山梨市",2020-07-09,0,2.634
"3380","大月市",2020-07-09,0,0.288
"3381","韮崎市",2020-07-09,0,0.886
"3382","南アルプス市",2020-07-09,0,8.623
"3383","北杜市",2020-07-09,0,2.961
"3384","甲斐市",2020-07-09,0,3.656
"3385","笛吹市",2020-07-09,0,3.856
"3386","上野原市",2020-07-09,0,6.278
"3387","甲州市",2020-07-09,0,3.804
"3388","中央市",2020-07-09,0,3.709
"3389","市川三郷町",2020-07-09,0,1.378
"3390","早川町",2020-07-09,0,0.032
"3391","身延町",2020-07-09,0,1.385
"3392","南部町",2020-07-09,0,0.255
"3393","富士川町",2020-07-09,0,1.066
"3394","昭和町",2020-07-09,0,2.207
"3395","道志村",2020-07-09,0,0.02
"3396","西桂町",2020-07-09,0,0.05
"3397","忍野村",2020-07-09,0,0.118
"3398","山中湖村",2020-07-09,0,0.07
"3399","鳴沢村",2020-07-09,0,0.08
"3400","富士河口湖町",2020-07-09,0,1.017
"3401","小菅村",2020-07-09,0,0.01
"3402","丹波山村",2020-07-09,0,0.008
"3403","甲府市",2020-07-10,1,27.991
"3404","富士吉田市",2020-07-10,0,3.266
"3405","都留市",2020-07-10,0,0.362
"3406","山梨市",2020-07-10,0,2.634
"3407","大月市",2020-07-10,0,0.288
"3408","韮崎市",2020-07-10,0,0.886
"3409","南アルプス市",2020-07-10,0,8.623
"3410","北杜市",2020-07-10,0,2.961
"3411","甲斐市",2020-07-10,0,3.656
"3412","笛吹市",2020-07-10,0,3.856
"3413","上野原市",2020-07-10,0,6.278
"3414","甲州市",2020-07-10,0,3.804
"3415","中央市",2020-07-10,0,3.709
"3416","市川三郷町",2020-07-10,0,1.378
"3417","早川町",2020-07-10,0,0.032
"3418","身延町",2020-07-10,0,1.385
"3419","南部町",2020-07-10,0,0.255
"3420","富士川町",2020-07-10,0,1.066
"3421","昭和町",2020-07-10,0,2.207
"3422","道志村",2020-07-10,0,0.02
"3423","西桂町",2020-07-10,0,0.05
"3424","忍野村",2020-07-10,0,0.118
"3425","山中湖村",2020-07-10,0,0.07
"3426","鳴沢村",2020-07-10,0,0.08
"3427","富士河口湖町",2020-07-10,0,1.017
"3428","小菅村",2020-07-10,0,0.01
"3429","丹波山村",2020-07-10,0,0.008
"3430","甲府市",2020-07-11,0,27.991
"3431","富士吉田市",2020-07-11,0,3.266
"3432","都留市",2020-07-11,0,0.362
"3433","山梨市",2020-07-11,0,2.634
"3434","大月市",2020-07-11,0,0.288
"3435","韮崎市",2020-07-11,0,0.886
"3436","南アルプス市",2020-07-11,0,8.623
"3437","北杜市",2020-07-11,0,2.961
"3438","甲斐市",2020-07-11,0,3.656
"3439","笛吹市",2020-07-11,0,3.856
"3440","上野原市",2020-07-11,0,6.278
"3441","甲州市",2020-07-11,0,3.804
"3442","中央市",2020-07-11,0,3.709
"3443","市川三郷町",2020-07-11,0,1.378
"3444","早川町",2020-07-11,0,0.032
"3445","身延町",2020-07-11,0,1.385
"3446","南部町",2020-07-11,0,0.255
"3447","富士川町",2020-07-11,0,1.066
"3448","昭和町",2020-07-11,0,2.207
"3449","道志村",2020-07-11,0,0.02
"3450","西桂町",2020-07-11,0,0.05
"3451","忍野村",2020-07-11,0,0.118
"3452","山中湖村",2020-07-11,0,0.07
"3453","鳴沢村",2020-07-11,0,0.08
"3454","富士河口湖町",2020-07-11,0,1.017
"3455","小菅村",2020-07-11,0,0.01
"3456","丹波山村",2020-07-11,0,0.008
"3457","甲府市",2020-07-12,0,27.991
"3458","富士吉田市",2020-07-12,0,3.266
"3459","都留市",2020-07-12,0,0.362
"3460","山梨市",2020-07-12,0,2.634
"3461","大月市",2020-07-12,0,0.288
"3462","韮崎市",2020-07-12,0,0.886
"3463","南アルプス市",2020-07-12,0,8.623
"3464","北杜市",2020-07-12,0,2.961
"3465","甲斐市",2020-07-12,0,3.656
"3466","笛吹市",2020-07-12,0,3.856
"3467","上野原市",2020-07-12,0,6.278
"3468","甲州市",2020-07-12,0,3.804
"3469","中央市",2020-07-12,0,3.709
"3470","市川三郷町",2020-07-12,0,1.378
"3471","早川町",2020-07-12,0,0.032
"3472","身延町",2020-07-12,0,1.385
"3473","南部町",2020-07-12,0,0.255
"3474","富士川町",2020-07-12,0,1.066
"3475","昭和町",2020-07-12,0,2.207
"3476","道志村",2020-07-12,0,0.02
"3477","西桂町",2020-07-12,0,0.05
"3478","忍野村",2020-07-12,0,0.118
"3479","山中湖村",2020-07-12,0,0.07
"3480","鳴沢村",2020-07-12,0,0.08
"3481","富士河口湖町",2020-07-12,0,1.017
"3482","小菅村",2020-07-12,0,0.01
"3483","丹波山村",2020-07-12,0,0.008
"3484","甲府市",2020-07-13,0,27.991
"3485","富士吉田市",2020-07-13,0,3.266
"3486","都留市",2020-07-13,0,0.362
"3487","山梨市",2020-07-13,0,2.634
"3488","大月市",2020-07-13,0,0.288
"3489","韮崎市",2020-07-13,0,0.886
"3490","南アルプス市",2020-07-13,0,8.623
"3491","北杜市",2020-07-13,0,2.961
"3492","甲斐市",2020-07-13,0,3.656
"3493","笛吹市",2020-07-13,0,3.856
"3494","上野原市",2020-07-13,0,6.278
"3495","甲州市",2020-07-13,0,3.804
"3496","中央市",2020-07-13,0,3.709
"3497","市川三郷町",2020-07-13,0,1.378
"3498","早川町",2020-07-13,0,0.032
"3499","身延町",2020-07-13,0,1.385
"3500","南部町",2020-07-13,0,0.255
"3501","富士川町",2020-07-13,0,1.066
"3502","昭和町",2020-07-13,0,2.207
"3503","道志村",2020-07-13,0,0.02
"3504","西桂町",2020-07-13,0,0.05
"3505","忍野村",2020-07-13,0,0.118
"3506","山中湖村",2020-07-13,0,0.07
"3507","鳴沢村",2020-07-13,0,0.08
"3508","富士河口湖町",2020-07-13,0,1.017
"3509","小菅村",2020-07-13,0,0.01
"3510","丹波山村",2020-07-13,0,0.008
"3511","甲府市",2020-07-14,0,27.991
"3512","富士吉田市",2020-07-14,0,3.266
"3513","都留市",2020-07-14,0,0.362
"3514","山梨市",2020-07-14,0,2.634
"3515","大月市",2020-07-14,0,0.288
"3516","韮崎市",2020-07-14,0,0.886
"3517","南アルプス市",2020-07-14,0,8.623
"3518","北杜市",2020-07-14,0,2.961
"3519","甲斐市",2020-07-14,0,3.656
"3520","笛吹市",2020-07-14,0,3.856
"3521","上野原市",2020-07-14,0,6.278
"3522","甲州市",2020-07-14,0,3.804
"3523","中央市",2020-07-14,0,3.709
"3524","市川三郷町",2020-07-14,0,1.378
"3525","早川町",2020-07-14,0,0.032
"3526","身延町",2020-07-14,0,1.385
"3527","南部町",2020-07-14,0,0.255
"3528","富士川町",2020-07-14,0,1.066
"3529","昭和町",2020-07-14,0,2.207
"3530","道志村",2020-07-14,0,0.02
"3531","西桂町",2020-07-14,0,0.05
"3532","忍野村",2020-07-14,0,0.118
"3533","山中湖村",2020-07-14,0,0.07
"3534","鳴沢村",2020-07-14,0,0.08
"3535","富士河口湖町",2020-07-14,0,1.017
"3536","小菅村",2020-07-14,0,0.01
"3537","丹波山村",2020-07-14,0,0.008
"3538","甲府市",2020-07-15,0,27.991
"3539","富士吉田市",2020-07-15,0,3.266
"3540","都留市",2020-07-15,0,0.362
"3541","山梨市",2020-07-15,0,2.634
"3542","大月市",2020-07-15,0,0.288
"3543","韮崎市",2020-07-15,0,0.886
"3544","南アルプス市",2020-07-15,0,8.623
"3545","北杜市",2020-07-15,0,2.961
"3546","甲斐市",2020-07-15,0,3.656
"3547","笛吹市",2020-07-15,0,3.856
"3548","上野原市",2020-07-15,0,6.278
"3549","甲州市",2020-07-15,0,3.804
"3550","中央市",2020-07-15,0,3.709
"3551","市川三郷町",2020-07-15,0,1.378
"3552","早川町",2020-07-15,0,0.032
"3553","身延町",2020-07-15,0,1.385
"3554","南部町",2020-07-15,0,0.255
"3555","富士川町",2020-07-15,0,1.066
"3556","昭和町",2020-07-15,0,2.207
"3557","道志村",2020-07-15,0,0.02
"3558","西桂町",2020-07-15,0,0.05
"3559","忍野村",2020-07-15,0,0.118
"3560","山中湖村",2020-07-15,0,0.07
"3561","鳴沢村",2020-07-15,0,0.08
"3562","富士河口湖町",2020-07-15,0,1.017
"3563","小菅村",2020-07-15,0,0.01
"3564","丹波山村",2020-07-15,0,0.008
"3565","甲府市",2020-07-16,1,28.991
"3566","富士吉田市",2020-07-16,0,3.266
"3567","都留市",2020-07-16,0,0.362
"3568","山梨市",2020-07-16,0,2.634
"3569","大月市",2020-07-16,0,0.288
"3570","韮崎市",2020-07-16,0,0.886
"3571","南アルプス市",2020-07-16,0,8.623
"3572","北杜市",2020-07-16,0,2.961
"3573","甲斐市",2020-07-16,0,3.656
"3574","笛吹市",2020-07-16,0,3.856
"3575","上野原市",2020-07-16,0,6.278
"3576","甲州市",2020-07-16,0,3.804
"3577","中央市",2020-07-16,0,3.709
"3578","市川三郷町",2020-07-16,0,1.378
"3579","早川町",2020-07-16,0,0.032
"3580","身延町",2020-07-16,0,1.385
"3581","南部町",2020-07-16,0,0.255
"3582","富士川町",2020-07-16,0,1.066
"3583","昭和町",2020-07-16,0,2.207
"3584","道志村",2020-07-16,0,0.02
"3585","西桂町",2020-07-16,0,0.05
"3586","忍野村",2020-07-16,0,0.118
"3587","山中湖村",2020-07-16,0,0.07
"3588","鳴沢村",2020-07-16,0,0.08
"3589","富士河口湖町",2020-07-16,0,1.017
"3590","小菅村",2020-07-16,0,0.01
"3591","丹波山村",2020-07-16,0,0.008
"3592","甲府市",2020-07-17,0,28.991
"3593","富士吉田市",2020-07-17,0,3.266
"3594","都留市",2020-07-17,0,0.362
"3595","山梨市",2020-07-17,0,2.634
"3596","大月市",2020-07-17,0,0.288
"3597","韮崎市",2020-07-17,0,0.886
"3598","南アルプス市",2020-07-17,0,8.623
"3599","北杜市",2020-07-17,0,2.961
"3600","甲斐市",2020-07-17,0,3.656
"3601","笛吹市",2020-07-17,0,3.856
"3602","上野原市",2020-07-17,0,6.278
"3603","甲州市",2020-07-17,0,3.804
"3604","中央市",2020-07-17,0,3.709
"3605","市川三郷町",2020-07-17,0,1.378
"3606","早川町",2020-07-17,0,0.032
"3607","身延町",2020-07-17,0,1.385
"3608","南部町",2020-07-17,0,0.255
"3609","富士川町",2020-07-17,0,1.066
"3610","昭和町",2020-07-17,0,2.207
"3611","道志村",2020-07-17,0,0.02
"3612","西桂町",2020-07-17,0,0.05
"3613","忍野村",2020-07-17,0,0.118
"3614","山中湖村",2020-07-17,0,0.07
"3615","鳴沢村",2020-07-17,0,0.08
"3616","富士河口湖町",2020-07-17,0,1.017
"3617","小菅村",2020-07-17,0,0.01
"3618","丹波山村",2020-07-17,0,0.008
"3619","甲府市",2020-07-18,0,28.991
"3620","富士吉田市",2020-07-18,0,3.266
"3621","都留市",2020-07-18,0,0.362
"3622","山梨市",2020-07-18,0,2.634
"3623","大月市",2020-07-18,0,0.288
"3624","韮崎市",2020-07-18,0,0.886
"3625","南アルプス市",2020-07-18,0,8.623
"3626","北杜市",2020-07-18,0,2.961
"3627","甲斐市",2020-07-18,0,3.656
"3628","笛吹市",2020-07-18,0,3.856
"3629","上野原市",2020-07-18,0,6.278
"3630","甲州市",2020-07-18,0,3.804
"3631","中央市",2020-07-18,0,3.709
"3632","市川三郷町",2020-07-18,0,1.378
