"","city","公表日","Nofcases","cum_cases"
"5583","西桂町",2020-09-28,0,0.494
"5584","忍野村",2020-09-28,0,1.125
"5585","山中湖村",2020-09-28,0,0.677
"5586","鳴沢村",2020-09-28,0,0.409
"5587","富士河口湖町",2020-09-28,0,3.805
"5588","小菅村",2020-09-28,0,0.037
"5589","丹波山村",2020-09-28,0,0.029
"5590","甲府市",2020-09-29,2,90.769
"5591","富士吉田市",2020-09-29,0,8.34
"5592","都留市",2020-09-29,0,2.067
"5593","山梨市",2020-09-29,0.526,4.599
"5594","大月市",2020-09-29,0,1.184
"5595","韮崎市",2020-09-29,0,2.721
"5596","南アルプス市",2020-09-29,0,17.323
"5597","北杜市",2020-09-29,0,4.398
"5598","甲斐市",2020-09-29,0,10.714
"5599","笛吹市",2020-09-29,0,5.915
"5600","上野原市",2020-09-29,0,7.58
"5601","甲州市",2020-09-29,0.474,5.437
"5602","中央市",2020-09-29,0,5.497
"5603","市川三郷町",2020-09-29,0,1.49
"5604","早川町",2020-09-29,0,0.039
"5605","身延町",2020-09-29,0,1.467
"5606","南部町",2020-09-29,0,0.309
"5607","富士川町",2020-09-29,0,1.344
"5608","昭和町",2020-09-29,0,4.161
"5609","道志村",2020-09-29,0,0.083
"5610","西桂町",2020-09-29,0,0.494
"5611","忍野村",2020-09-29,0,1.125
"5612","山中湖村",2020-09-29,0,0.677
"5613","鳴沢村",2020-09-29,0,0.409
"5614","富士河口湖町",2020-09-29,0,3.805
"5615","小菅村",2020-09-29,0,0.037
"5616","丹波山村",2020-09-29,0,0.029
"5617","甲府市",2020-09-30,3,93.769
"5618","富士吉田市",2020-09-30,0.495,8.835
"5619","都留市",2020-09-30,0,2.067
"5620","山梨市",2020-09-30,0,4.599
"5621","大月市",2020-09-30,0,1.184
"5622","韮崎市",2020-09-30,0,2.721
"5623","南アルプス市",2020-09-30,0,17.323
"5624","北杜市",2020-09-30,0,4.398
"5625","甲斐市",2020-09-30,0,10.714
"5626","笛吹市",2020-09-30,0,5.915
"5627","上野原市",2020-09-30,0,7.58
"5628","甲州市",2020-09-30,0,5.437
"5629","中央市",2020-09-30,0,5.497
"5630","市川三郷町",2020-09-30,0,1.49
"5631","早川町",2020-09-30,0,0.039
"5632","身延町",2020-09-30,0,1.467
"5633","南部町",2020-09-30,0,0.309
"5634","富士川町",2020-09-30,0,1.344
"5635","昭和町",2020-09-30,0,4.161
"5636","道志村",2020-09-30,0,0.083
"5637","西桂町",2020-09-30,0.043,0.537
"5638","忍野村",2020-09-30,0.098,1.223
"5639","山中湖村",2020-09-30,0.059,0.736
"5640","鳴沢村",2020-09-30,0.032,0.441
"5641","富士河口湖町",2020-09-30,0.272,4.077
"5642","小菅村",2020-09-30,0,0.037
"5643","丹波山村",2020-09-30,0,0.029
"5644","甲府市",2020-10-01,3,96.769
"5645","富士吉田市",2020-10-01,0,8.835
"5646","都留市",2020-10-01,0,2.067
"5647","山梨市",2020-10-01,0,4.599
"5648","大月市",2020-10-01,0,1.184
"5649","韮崎市",2020-10-01,0,2.721
"5650","南アルプス市",2020-10-01,0,17.323
"5651","北杜市",2020-10-01,0,4.398
"5652","甲斐市",2020-10-01,0,10.714
"5653","笛吹市",2020-10-01,0,5.915
"5654","上野原市",2020-10-01,0,7.58
"5655","甲州市",2020-10-01,0,5.437
"5656","中央市",2020-10-01,0,5.497
"5657","市川三郷町",2020-10-01,0,1.49
"5658","早川町",2020-10-01,0,0.039
"5659","身延町",2020-10-01,0,1.467
"5660","南部町",2020-10-01,0,0.309
"5661","富士川町",2020-10-01,0,1.344
"5662","昭和町",2020-10-01,0,4.161
"5663","道志村",2020-10-01,0,0.083
"5664","西桂町",2020-10-01,0,0.537
"5665","忍野村",2020-10-01,0,1.223
"5666","山中湖村",2020-10-01,0,0.736
"5667","鳴沢村",2020-10-01,0,0.441
"5668","富士河口湖町",2020-10-01,0,4.077
"5669","小菅村",2020-10-01,0,0.037
"5670","丹波山村",2020-10-01,0,0.029
"5671","甲府市",2020-10-02,0,96.769
"5672","富士吉田市",2020-10-02,0,8.835
"5673","都留市",2020-10-02,0,2.067
"5674","山梨市",2020-10-02,0,4.599
"5675","大月市",2020-10-02,0,1.184
"5676","韮崎市",2020-10-02,0,2.721
"5677","南アルプス市",2020-10-02,0,17.323
"5678","北杜市",2020-10-02,0,4.398
"5679","甲斐市",2020-10-02,0,10.714
"5680","笛吹市",2020-10-02,0,5.915
"5681","上野原市",2020-10-02,0,7.58
"5682","甲州市",2020-10-02,0,5.437
"5683","中央市",2020-10-02,0,5.497
"5684","市川三郷町",2020-10-02,0,1.49
"5685","早川町",2020-10-02,0,0.039
"5686","身延町",2020-10-02,0,1.467
"5687","南部町",2020-10-02,0,0.309
"5688","富士川町",2020-10-02,0,1.344
"5689","昭和町",2020-10-02,0,4.161
"5690","道志村",2020-10-02,0,0.083
"5691","西桂町",2020-10-02,0,0.537
"5692","忍野村",2020-10-02,0,1.223
"5693","山中湖村",2020-10-02,0,0.736
"5694","鳴沢村",2020-10-02,0,0.441
"5695","富士河口湖町",2020-10-02,0,4.077
"5696","小菅村",2020-10-02,0,0.037
"5697","丹波山村",2020-10-02,0,0.029
"5698","甲府市",2020-10-03,0,96.769
"5699","富士吉田市",2020-10-03,0,8.835
"5700","都留市",2020-10-03,0.378,2.445
"5701","山梨市",2020-10-03,0,4.599
"5702","大月市",2020-10-03,0.297,1.481
"5703","韮崎市",2020-10-03,0,2.721
"5704","南アルプス市",2020-10-03,0,17.323
"5705","北杜市",2020-10-03,0,4.398
"5706","甲斐市",2020-10-03,0,10.714
"5707","笛吹市",2020-10-03,0,5.915
"5708","上野原市",2020-10-03,0.288,7.868
"5709","甲州市",2020-10-03,0,5.437
"5710","中央市",2020-10-03,0,5.497
"5711","市川三郷町",2020-10-03,0,1.49
"5712","早川町",2020-10-03,0,0.039
"5713","身延町",2020-10-03,0,1.467
"5714","南部町",2020-10-03,0,0.309
"5715","富士川町",2020-10-03,0,1.344
"5716","昭和町",2020-10-03,0,4.161
"5717","道志村",2020-10-03,0.021,0.104
"5718","西桂町",2020-10-03,0,0.537
"5719","忍野村",2020-10-03,0,1.223
"5720","山中湖村",2020-10-03,0,0.736
"5721","鳴沢村",2020-10-03,0,0.441
"5722","富士河口湖町",2020-10-03,0,4.077
"5723","小菅村",2020-10-03,0.009,0.046
"5724","丹波山村",2020-10-03,0.007,0.036
"5725","甲府市",2020-10-04,0,96.769
"5726","富士吉田市",2020-10-04,0,8.835
"5727","都留市",2020-10-04,0,2.445
"5728","山梨市",2020-10-04,0,4.599
"5729","大月市",2020-10-04,0,1.481
"5730","韮崎市",2020-10-04,0,2.721
"5731","南アルプス市",2020-10-04,0,17.323
"5732","北杜市",2020-10-04,0,4.398
"5733","甲斐市",2020-10-04,0,10.714
"5734","笛吹市",2020-10-04,0,5.915
"5735","上野原市",2020-10-04,0,7.868
"5736","甲州市",2020-10-04,0,5.437
"5737","中央市",2020-10-04,0,5.497
"5738","市川三郷町",2020-10-04,0,1.49
"5739","早川町",2020-10-04,0,0.039
"5740","身延町",2020-10-04,0,1.467
"5741","南部町",2020-10-04,0,0.309
"5742","富士川町",2020-10-04,0,1.344
"5743","昭和町",2020-10-04,0,4.161
"5744","道志村",2020-10-04,0,0.104
"5745","西桂町",2020-10-04,0,0.537
"5746","忍野村",2020-10-04,0,1.223
"5747","山中湖村",2020-10-04,0,0.736
"5748","鳴沢村",2020-10-04,0,0.441
"5749","富士河口湖町",2020-10-04,0,4.077
"5750","小菅村",2020-10-04,0,0.046
"5751","丹波山村",2020-10-04,0,0.036
"5752","甲府市",2020-10-05,1,97.769
"5753","富士吉田市",2020-10-05,0,8.835
"5754","都留市",2020-10-05,0,2.445
"5755","山梨市",2020-10-05,0,4.599
"5756","大月市",2020-10-05,0,1.481
"5757","韮崎市",2020-10-05,0,2.721
"5758","南アルプス市",2020-10-05,0,17.323
"5759","北杜市",2020-10-05,0,4.398
"5760","甲斐市",2020-10-05,0,10.714
"5761","笛吹市",2020-10-05,0,5.915
"5762","上野原市",2020-10-05,0,7.868
"5763","甲州市",2020-10-05,0,5.437
"5764","中央市",2020-10-05,0,5.497
"5765","市川三郷町",2020-10-05,0,1.49
"5766","早川町",2020-10-05,0,0.039
"5767","身延町",2020-10-05,0,1.467
"5768","南部町",2020-10-05,0,0.309
"5769","富士川町",2020-10-05,0,1.344
"5770","昭和町",2020-10-05,0,4.161
"5771","道志村",2020-10-05,0,0.104
"5772","西桂町",2020-10-05,0,0.537
"5773","忍野村",2020-10-05,0,1.223
"5774","山中湖村",2020-10-05,0,0.736
"5775","鳴沢村",2020-10-05,0,0.441
"5776","富士河口湖町",2020-10-05,0,4.077
"5777","小菅村",2020-10-05,0,0.046
"5778","丹波山村",2020-10-05,0,0.036
"5779","甲府市",2020-10-06,1,98.769
"5780","富士吉田市",2020-10-06,0,8.835
"5781","都留市",2020-10-06,0,2.445
"5782","山梨市",2020-10-06,0,4.599
"5783","大月市",2020-10-06,0,1.481
"5784","韮崎市",2020-10-06,0,2.721
"5785","南アルプス市",2020-10-06,0,17.323
"5786","北杜市",2020-10-06,0,4.398
"5787","甲斐市",2020-10-06,0,10.714
"5788","笛吹市",2020-10-06,0,5.915
"5789","上野原市",2020-10-06,0,7.868
"5790","甲州市",2020-10-06,0,5.437
"5791","中央市",2020-10-06,0,5.497
"5792","市川三郷町",2020-10-06,0,1.49
"5793","早川町",2020-10-06,0,0.039
"5794","身延町",2020-10-06,0,1.467
"5795","南部町",2020-10-06,0,0.309
"5796","富士川町",2020-10-06,0,1.344
"5797","昭和町",2020-10-06,0,4.161
"5798","道志村",2020-10-06,0,0.104
"5799","西桂町",2020-10-06,0,0.537
"5800","忍野村",2020-10-06,0,1.223
"5801","山中湖村",2020-10-06,0,0.736
"5802","鳴沢村",2020-10-06,0,0.441
"5803","富士河口湖町",2020-10-06,0,4.077
"5804","小菅村",2020-10-06,0,0.046
"5805","丹波山村",2020-10-06,0,0.036
"5806","甲府市",2020-10-07,0,98.769
"5807","富士吉田市",2020-10-07,0,8.835
"5808","都留市",2020-10-07,0,2.445
"5809","山梨市",2020-10-07,0,4.599
"5810","大月市",2020-10-07,0,1.481
"5811","韮崎市",2020-10-07,0,2.721
"5812","南アルプス市",2020-10-07,0,17.323
"5813","北杜市",2020-10-07,0,4.398
"5814","甲斐市",2020-10-07,0,10.714
"5815","笛吹市",2020-10-07,0,5.915
"5816","上野原市",2020-10-07,0,7.868
"5817","甲州市",2020-10-07,0,5.437
"5818","中央市",2020-10-07,0,5.497
"5819","市川三郷町",2020-10-07,0,1.49
"5820","早川町",2020-10-07,0,0.039
"5821","身延町",2020-10-07,0,1.467
"5822","南部町",2020-10-07,0,0.309
"5823","富士川町",2020-10-07,0,1.344
"5824","昭和町",2020-10-07,0,4.161
"5825","道志村",2020-10-07,0,0.104
"5826","西桂町",2020-10-07,0,0.537
"5827","忍野村",2020-10-07,0,1.223
"5828","山中湖村",2020-10-07,0,0.736
"5829","鳴沢村",2020-10-07,0,0.441
"5830","富士河口湖町",2020-10-07,0,4.077
"5831","小菅村",2020-10-07,0,0.046
"5832","丹波山村",2020-10-07,0,0.036
"5833","甲府市",2020-10-08,0,98.769
"5834","富士吉田市",2020-10-08,0,8.835
"5835","都留市",2020-10-08,0,2.445
"5836","山梨市",2020-10-08,0,4.599
"5837","大月市",2020-10-08,0,1.481
"5838","韮崎市",2020-10-08,0,2.721
"5839","南アルプス市",2020-10-08,0,17.323
"5840","北杜市",2020-10-08,0,4.398
"5841","甲斐市",2020-10-08,0,10.714
"5842","笛吹市",2020-10-08,0,5.915
"5843","上野原市",2020-10-08,0,7.868
"5844","甲州市",2020-10-08,0,5.437
"5845","中央市",2020-10-08,0,5.497
"5846","市川三郷町",2020-10-08,0,1.49
"5847","早川町",2020-10-08,0,0.039
"5848","身延町",2020-10-08,0,1.467
"5849","南部町",2020-10-08,0,0.309
"5850","富士川町",2020-10-08,0,1.344
"5851","昭和町",2020-10-08,0,4.161
"5852","道志村",2020-10-08,0,0.104
"5853","西桂町",2020-10-08,0,0.537
"5854","忍野村",2020-10-08,0,1.223
"5855","山中湖村",2020-10-08,0,0.736
"5856","鳴沢村",2020-10-08,0,0.441
"5857","富士河口湖町",2020-10-08,0,4.077
"5858","小菅村",2020-10-08,0,0.046
"5859","丹波山村",2020-10-08,0,0.036
"5860","甲府市",2020-10-09,0,98.769
"5861","富士吉田市",2020-10-09,0,8.835
"5862","都留市",2020-10-09,0,2.445
"5863","山梨市",2020-10-09,0,4.599
"5864","大月市",2020-10-09,0,1.481
"5865","韮崎市",2020-10-09,0,2.721
"5866","南アルプス市",2020-10-09,0,17.323
"5867","北杜市",2020-10-09,0,4.398
"5868","甲斐市",2020-10-09,0,10.714
"5869","笛吹市",2020-10-09,0,5.915
"5870","上野原市",2020-10-09,0,7.868
"5871","甲州市",2020-10-09,0,5.437
"5872","中央市",2020-10-09,0,5.497
"5873","市川三郷町",2020-10-09,0,1.49
"5874","早川町",2020-10-09,0,0.039
"5875","身延町",2020-10-09,0,1.467
"5876","南部町",2020-10-09,0,0.309
"5877","富士川町",2020-10-09,0,1.344
"5878","昭和町",2020-10-09,0,4.161
"5879","道志村",2020-10-09,0,0.104
"5880","西桂町",2020-10-09,0,0.537
"5881","忍野村",2020-10-09,0,1.223
"5882","山中湖村",2020-10-09,0,0.736
"5883","鳴沢村",2020-10-09,0,0.441
"5884","富士河口湖町",2020-10-09,0,4.077
"5885","小菅村",2020-10-09,0,0.046
"5886","丹波山村",2020-10-09,0,0.036
"5887","甲府市",2020-10-10,0,98.769
"5888","富士吉田市",2020-10-10,0,8.835
"5889","都留市",2020-10-10,0,2.445
"5890","山梨市",2020-10-10,0,4.599
"5891","大月市",2020-10-10,0,1.481
"5892","韮崎市",2020-10-10,0,2.721
"5893","南アルプス市",2020-10-10,0,17.323
"5894","北杜市",2020-10-10,0,4.398
"5895","甲斐市",2020-10-10,0,10.714
"5896","笛吹市",2020-10-10,0,5.915
"5897","上野原市",2020-10-10,0,7.868
"5898","甲州市",2020-10-10,0,5.437
"5899","中央市",2020-10-10,0,5.497
"5900","市川三郷町",2020-10-10,0,1.49
"5901","早川町",2020-10-10,0,0.039
"5902","身延町",2020-10-10,0,1.467
"5903","南部町",2020-10-10,0,0.309
"5904","富士川町",2020-10-10,0,1.344
"5905","昭和町",2020-10-10,0,4.161
"5906","道志村",2020-10-10,0,0.104
"5907","西桂町",2020-10-10,0,0.537
"5908","忍野村",2020-10-10,0,1.223
"5909","山中湖村",2020-10-10,0,0.736
"5910","鳴沢村",2020-10-10,0,0.441
"5911","富士河口湖町",2020-10-10,0,4.077
"5912","小菅村",2020-10-10,0,0.046
"5913","丹波山村",2020-10-10,0,0.036
"5914","甲府市",2020-10-11,0,98.769
"5915","富士吉田市",2020-10-11,0,8.835
"5916","都留市",2020-10-11,0,2.445
"5917","山梨市",2020-10-11,0,4.599
"5918","大月市",2020-10-11,0,1.481
"5919","韮崎市",2020-10-11,0,2.721
"5920","南アルプス市",2020-10-11,0,17.323
"5921","北杜市",2020-10-11,1,5.398
"5922","甲斐市",2020-10-11,0,10.714
"5923","笛吹市",2020-10-11,0,5.915
"5924","上野原市",2020-10-11,0,7.868
"5925","甲州市",2020-10-11,0,5.437
"5926","中央市",2020-10-11,0,5.497
"5927","市川三郷町",2020-10-11,0,1.49
"5928","早川町",2020-10-11,0,0.039
"5929","身延町",2020-10-11,0,1.467
"5930","南部町",2020-10-11,0,0.309
"5931","富士川町",2020-10-11,0,1.344
"5932","昭和町",2020-10-11,0,4.161
"5933","道志村",2020-10-11,0,0.104
"5934","西桂町",2020-10-11,0,0.537
"5935","忍野村",2020-10-11,0,1.223
"5936","山中湖村",2020-10-11,0,0.736
"5937","鳴沢村",2020-10-11,0,0.441
"5938","富士河口湖町",2020-10-11,0,4.077
"5939","小菅村",2020-10-11,0,0.046
"5940","丹波山村",2020-10-11,0,0.036
"5941","甲府市",2020-10-12,0,98.769
"5942","富士吉田市",2020-10-12,0,8.835
"5943","都留市",2020-10-12,0,2.445
"5944","山梨市",2020-10-12,0,4.599
"5945","大月市",2020-10-12,0,1.481
"5946","韮崎市",2020-10-12,0,2.721
"5947","南アルプス市",2020-10-12,0,17.323
"5948","北杜市",2020-10-12,0,5.398
"5949","甲斐市",2020-10-12,0,10.714
"5950","笛吹市",2020-10-12,0,5.915
"5951","上野原市",2020-10-12,0,7.868
"5952","甲州市",2020-10-12,0,5.437
"5953","中央市",2020-10-12,0,5.497
"5954","市川三郷町",2020-10-12,0,1.49
"5955","早川町",2020-10-12,0,0.039
"5956","身延町",2020-10-12,0,1.467
"5957","南部町",2020-10-12,0,0.309
"5958","富士川町",2020-10-12,0,1.344
"5959","昭和町",2020-10-12,0,4.161
"5960","道志村",2020-10-12,0,0.104
"5961","西桂町",2020-10-12,0,0.537
"5962","忍野村",2020-10-12,0,1.223
"5963","山中湖村",2020-10-12,0,0.736
"5964","鳴沢村",2020-10-12,0,0.441
"5965","富士河口湖町",2020-10-12,0,4.077
"5966","小菅村",2020-10-12,0,0.046
"5967","丹波山村",2020-10-12,0,0.036
"5968","甲府市",2020-10-13,1.406,100.175
"5969","富士吉田市",2020-10-13,0,8.835
"5970","都留市",2020-10-13,0,2.445
"5971","山梨市",2020-10-13,0,4.599
"5972","大月市",2020-10-13,0,1.481
"5973","韮崎市",2020-10-13,0.063,2.784
"5974","南アルプス市",2020-10-13,0.155,17.478
"5975","北杜市",2020-10-13,0.101,5.499
"5976","甲斐市",2020-10-13,0.164,10.878
"5977","笛吹市",2020-10-13,0,5.915
"5978","上野原市",2020-10-13,0,7.868
"5979","甲州市",2020-10-13,0,5.437
"5980","中央市",2020-10-13,0.067,5.564
"5981","市川三郷町",2020-10-13,0,1.49
"5982","早川町",2020-10-13,0,0.039
"5983","身延町",2020-10-13,0,1.467
"5984","南部町",2020-10-13,0,0.309
"5985","富士川町",2020-10-13,0,1.344
"5986","昭和町",2020-10-13,0.044,4.205
"5987","道志村",2020-10-13,0,0.104
"5988","西桂町",2020-10-13,0,0.537
"5989","忍野村",2020-10-13,0,1.223
"5990","山中湖村",2020-10-13,0,0.736
"5991","鳴沢村",2020-10-13,0,0.441
"5992","富士河口湖町",2020-10-13,0,4.077
"5993","小菅村",2020-10-13,0,0.046
"5994","丹波山村",2020-10-13,0,0.036
"5995","甲府市",2020-10-14,0,100.175
"5996","富士吉田市",2020-10-14,0,8.835
"5997","都留市",2020-10-14,0,2.445
"5998","山梨市",2020-10-14,0,4.599
"5999","大月市",2020-10-14,0,1.481
"6000","韮崎市",2020-10-14,0,2.784
"6001","南アルプス市",2020-10-14,0,17.478
"6002","北杜市",2020-10-14,0,5.499
"6003","甲斐市",2020-10-14,0,10.878
"6004","笛吹市",2020-10-14,0,5.915
"6005","上野原市",2020-10-14,0,7.868
"6006","甲州市",2020-10-14,0,5.437
"6007","中央市",2020-10-14,0,5.564
"6008","市川三郷町",2020-10-14,0,1.49
"6009","早川町",2020-10-14,0,0.039
"6010","身延町",2020-10-14,0,1.467
"6011","南部町",2020-10-14,0,0.309
"6012","富士川町",2020-10-14,0,1.344
"6013","昭和町",2020-10-14,0,4.205
"6014","道志村",2020-10-14,0,0.104
"6015","西桂町",2020-10-14,0,0.537
"6016","忍野村",2020-10-14,0,1.223
"6017","山中湖村",2020-10-14,0,0.736
"6018","鳴沢村",2020-10-14,0,0.441
"6019","富士河口湖町",2020-10-14,0,4.077
"6020","小菅村",2020-10-14,0,0.046
"6021","丹波山村",2020-10-14,0,0.036
"6022","甲府市",2020-10-15,0,100.175
"6023","富士吉田市",2020-10-15,0,8.835
"6024","都留市",2020-10-15,0,2.445
"6025","山梨市",2020-10-15,0,4.599
"6026","大月市",2020-10-15,0,1.481
"6027","韮崎市",2020-10-15,0,2.784
"6028","南アルプス市",2020-10-15,0,17.478
"6029","北杜市",2020-10-15,0,5.499
"6030","甲斐市",2020-10-15,0,10.878
"6031","笛吹市",2020-10-15,0,5.915
"6032","上野原市",2020-10-15,0,7.868
"6033","甲州市",2020-10-15,0,5.437
"6034","中央市",2020-10-15,0,5.564
"6035","市川三郷町",2020-10-15,0,1.49
"6036","早川町",2020-10-15,0,0.039
"6037","身延町",2020-10-15,0,1.467
"6038","南部町",2020-10-15,0,0.309
"6039","富士川町",2020-10-15,0,1.344
"6040","昭和町",2020-10-15,0,4.205
"6041","道志村",2020-10-15,0,0.104
"6042","西桂町",2020-10-15,0,0.537
"6043","忍野村",2020-10-15,0,1.223
"6044","山中湖村",2020-10-15,0,0.736
"6045","鳴沢村",2020-10-15,0,0.441
"6046","富士河口湖町",2020-10-15,0,4.077
"6047","小菅村",2020-10-15,0,0.046
"6048","丹波山村",2020-10-15,0,0.036
"6049","甲府市",2020-10-16,0,100.175
"6050","富士吉田市",2020-10-16,0,8.835
"6051","都留市",2020-10-16,0,2.445
"6052","山梨市",2020-10-16,0,4.599
"6053","大月市",2020-10-16,0,1.481
"6054","韮崎市",2020-10-16,0,2.784
"6055","南アルプス市",2020-10-16,0,17.478
"6056","北杜市",2020-10-16,0,5.499
"6057","甲斐市",2020-10-16,0,10.878
"6058","笛吹市",2020-10-16,0,5.915
"6059","上野原市",2020-10-16,0,7.868
"6060","甲州市",2020-10-16,0,5.437
"6061","中央市",2020-10-16,0,5.564
"6062","市川三郷町",2020-10-16,0,1.49
"6063","早川町",2020-10-16,0,0.039
"6064","身延町",2020-10-16,0,1.467
"6065","南部町",2020-10-16,0,0.309
"6066","富士川町",2020-10-16,0,1.344
"6067","昭和町",2020-10-16,0,4.205
"6068","道志村",2020-10-16,0,0.104
"6069","西桂町",2020-10-16,0,0.537
"6070","忍野村",2020-10-16,0,1.223
"6071","山中湖村",2020-10-16,0,0.736
"6072","鳴沢村",2020-10-16,0,0.441
"6073","富士河口湖町",2020-10-16,0,4.077
"6074","小菅村",2020-10-16,0,0.046
"6075","丹波山村",2020-10-16,0,0.036
"6076","甲府市",2020-10-17,0,100.175
"6077","富士吉田市",2020-10-17,0,8.835
"6078","都留市",2020-10-17,0,2.445
"6079","山梨市",2020-10-17,0,4.599
"6080","大月市",2020-10-17,0,1.481
"6081","韮崎市",2020-10-17,0,2.784
"6082","南アルプス市",2020-10-17,0,17.478
"6083","北杜市",2020-10-17,0,5.499
"6084","甲斐市",2020-10-17,0,10.878
"6085","笛吹市",2020-10-17,0,5.915
"6086","上野原市",2020-10-17,0,7.868
"6087","甲州市",2020-10-17,0,5.437
"6088","中央市",2020-10-17,0,5.564
"6089","市川三郷町",2020-10-17,0,1.49
"6090","早川町",2020-10-17,0,0.039
"6091","身延町",2020-10-17,0,1.467
"6092","南部町",2020-10-17,0,0.309
"6093","富士川町",2020-10-17,0,1.344
"6094","昭和町",2020-10-17,0,4.205
"6095","道志村",2020-10-17,0,0.104
"6096","西桂町",2020-10-17,0,0.537
"6097","忍野村",2020-10-17,0,1.223
"6098","山中湖村",2020-10-17,0,0.736
"6099","鳴沢村",2020-10-17,0,0.441
"6100","富士河口湖町",2020-10-17,0,4.077
"6101","小菅村",2020-10-17,0,0.046
"6102","丹波山村",2020-10-17,0,0.036
"6103","甲府市",2020-10-18,0,100.175
"6104","富士吉田市",2020-10-18,0,8.835
"6105","都留市",2020-10-18,0,2.445
"6106","山梨市",2020-10-18,0,4.599
"6107","大月市",2020-10-18,0,1.481
"6108","韮崎市",2020-10-18,0,2.784
"6109","南アルプス市",2020-10-18,0,17.478
"6110","北杜市",2020-10-18,0,5.499
"6111","甲斐市",2020-10-18,0,10.878
"6112","笛吹市",2020-10-18,0,5.915
"6113","上野原市",2020-10-18,0,7.868
"6114","甲州市",2020-10-18,0,5.437
"6115","中央市",2020-10-18,0,5.564
"6116","市川三郷町",2020-10-18,0,1.49
"6117","早川町",2020-10-18,0,0.039
"6118","身延町",2020-10-18,0,1.467
"6119","南部町",2020-10-18,0,0.309
"6120","富士川町",2020-10-18,0,1.344
"6121","昭和町",2020-10-18,0,4.205
"6122","道志村",2020-10-18,0,0.104
"6123","西桂町",2020-10-18,0,0.537
"6124","忍野村",2020-10-18,0,1.223
"6125","山中湖村",2020-10-18,0,0.736
"6126","鳴沢村",2020-10-18,0,0.441
"6127","富士河口湖町",2020-10-18,0,4.077
"6128","小菅村",2020-10-18,0,0.046
"6129","丹波山村",2020-10-18,0,0.036
"6130","甲府市",2020-10-19,0,100.175
"6131","富士吉田市",2020-10-19,0,8.835
"6132","都留市",2020-10-19,0,2.445
"6133","山梨市",2020-10-19,0,4.599
"6134","大月市",2020-10-19,0,1.481
"6135","韮崎市",2020-10-19,0,2.784
"6136","南アルプス市",2020-10-19,0,17.478
"6137","北杜市",2020-10-19,0,5.499
"6138","甲斐市",2020-10-19,0,10.878
"6139","笛吹市",2020-10-19,0,5.915
"6140","上野原市",2020-10-19,0,7.868
"6141","甲州市",2020-10-19,0,5.437
"6142","中央市",2020-10-19,0,5.564
"6143","市川三郷町",2020-10-19,0,1.49
"6144","早川町",2020-10-19,0,0.039
"6145","身延町",2020-10-19,0,1.467
"6146","南部町",2020-10-19,0,0.309
"6147","富士川町",2020-10-19,0,1.344
"6148","昭和町",2020-10-19,0,4.205
"6149","道志村",2020-10-19,0,0.104
"6150","西桂町",2020-10-19,0,0.537
"6151","忍野村",2020-10-19,0,1.223
"6152","山中湖村",2020-10-19,0,0.736
"6153","鳴沢村",2020-10-19,0,0.441
"6154","富士河口湖町",2020-10-19,0,4.077
"6155","小菅村",2020-10-19,0,0.046
"6156","丹波山村",2020-10-19,0,0.036
"6157","甲府市",2020-10-20,0,100.175
"6158","富士吉田市",2020-10-20,0,8.835
"6159","都留市",2020-10-20,0,2.445
"6160","山梨市",2020-10-20,0,4.599
"6161","大月市",2020-10-20,0,1.481
"6162","韮崎市",2020-10-20,0,2.784
"6163","南アルプス市",2020-10-20,0,17.478
"6164","北杜市",2020-10-20,0,5.499
"6165","甲斐市",2020-10-20,0,10.878
"6166","笛吹市",2020-10-20,0,5.915
"6167","上野原市",2020-10-20,0,7.868
"6168","甲州市",2020-10-20,0,5.437
"6169","中央市",2020-10-20,0,5.564
"6170","市川三郷町",2020-10-20,0,1.49
"6171","早川町",2020-10-20,0,0.039
"6172","身延町",2020-10-20,0,1.467
"6173","南部町",2020-10-20,0,0.309
"6174","富士川町",2020-10-20,0,1.344
"6175","昭和町",2020-10-20,0,4.205
"6176","道志村",2020-10-20,0,0.104
"6177","西桂町",2020-10-20,0,0.537
"6178","忍野村",2020-10-20,0,1.223
"6179","山中湖村",2020-10-20,0,0.736
"6180","鳴沢村",2020-10-20,0,0.441
"6181","富士河口湖町",2020-10-20,0,4.077
"6182","小菅村",2020-10-20,0,0.046
"6183","丹波山村",2020-10-20,0,0.036
"6184","甲府市",2020-10-21,1,101.175
"6185","富士吉田市",2020-10-21,0,8.835
"6186","都留市",2020-10-21,0.755,3.2
"6187","山梨市",2020-10-21,0,4.599
"6188","大月市",2020-10-21,0.595,2.076
"6189","韮崎市",2020-10-21,0,2.784
"6190","南アルプス市",2020-10-21,0,17.478
"6191","北杜市",2020-10-21,0,5.499
"6192","甲斐市",2020-10-21,0,10.878
"6193","笛吹市",2020-10-21,0,5.915
"6194","上野原市",2020-10-21,0.577,8.445
"6195","甲州市",2020-10-21,0,5.437
"6196","中央市",2020-10-21,0,5.564
"6197","市川三郷町",2020-10-21,0,1.49
"6198","早川町",2020-10-21,0,0.039
"6199","身延町",2020-10-21,0,1.467
"6200","南部町",2020-10-21,0,0.309
"6201","富士川町",2020-10-21,0,1.344
"6202","昭和町",2020-10-21,0,4.205
"6203","道志村",2020-10-21,0.042,0.146
"6204","西桂町",2020-10-21,0,0.537
"6205","忍野村",2020-10-21,0,1.223
