date,state,value
2021/2/1,沖縄県,0.477252
2021/2/1,東京都,0.565365
2021/2/1,鹿児島県,0.481954
2021/2/1,宮崎県,0.547983
2021/2/1,長崎県,0.520041
2021/2/1,熊本県,0.536995
2021/2/1,佐賀県,0.402824
2021/2/1,福岡県,0.485045
2021/2/1,大分県,0.382033
2021/2/1,高知県,0.509315
2021/2/1,愛媛県,0.401971
2021/2/1,山口県,0.358231
2021/2/1,徳島県,0.510237
2021/2/1,和歌山県,0.368662
2021/2/1,三重県,0.371218
2021/2/1,奈良県,0.381948
2021/2/1,島根県,0.395869
2021/2/1,広島県,0.379754
2021/2/1,香川県,0.266024
2021/2/1,岡山県,0.346787
2021/2/1,兵庫県,0.463105
2021/2/1,大阪府,0.49019
2021/2/1,愛知県,0.364897
2021/2/1,静岡県,0.325153
2021/2/1,鳥取県,0.293442
2021/2/1,京都府,0.451258
2021/2/1,滋賀県,0.266926
2021/2/1,岐阜県,0.440725
2021/2/1,長野県,0.37999
2021/2/1,山梨県,0.346078
2021/2/1,千葉県,0.505014
2021/2/1,神奈川県,0.529095
2021/2/1,福井県,0.335976
2021/2/1,埼玉県,0.478561
2021/2/1,茨城県,0.404885
2021/2/1,石川県,0.356017
2021/2/1,富山県,0.322322
2021/2/1,群馬県,0.299382
2021/2/1,栃木県,0.396904
2021/2/1,新潟県,0.337575
2021/2/1,福島県,0.440064
2021/2/1,山形県,0.379973
2021/2/1,宮城県,0.367097
2021/2/1,秋田県,0.471407
2021/2/1,岩手県,0.323218
2021/2/1,青森県,0.477396
2021/2/1,北海道,0.401845
2021/2/2,沖縄県,0.495938
2021/2/2,東京都,0.591279
2021/2/2,鹿児島県,0.522502
2021/2/2,宮崎県,0.648277
2021/2/2,長崎県,0.645218
2021/2/2,熊本県,0.527838
2021/2/2,佐賀県,0.549512
2021/2/2,福岡県,0.545718
2021/2/2,大分県,0.526364
2021/2/2,高知県,0.477983
2021/2/2,愛媛県,0.509997
2021/2/2,山口県,0.426872
2021/2/2,徳島県,0.48049
2021/2/2,和歌山県,0.539793
2021/2/2,三重県,0.474908
2021/2/2,奈良県,0.526338
2021/2/2,島根県,0.604012
2021/2/2,広島県,0.482801
2021/2/2,香川県,0.357366
2021/2/2,岡山県,0.434594
2021/2/2,兵庫県,0.551992
2021/2/2,大阪府,0.562899
2021/2/2,愛知県,0.484782
2021/2/2,静岡県,0.432319
2021/2/2,鳥取県,0.498442
2021/2/2,京都府,0.542561
2021/2/2,滋賀県,0.461543
2021/2/2,岐阜県,0.526423
2021/2/2,長野県,0.50915
2021/2/2,山梨県,0.432188
2021/2/2,千葉県,0.566233
2021/2/2,神奈川県,0.584155
2021/2/2,福井県,0.40022
2021/2/2,埼玉県,0.538175
2021/2/2,茨城県,0.51803
2021/2/2,石川県,0.432235
2021/2/2,富山県,0.428973
2021/2/2,群馬県,0.467554
2021/2/2,栃木県,0.538404
2021/2/2,新潟県,0.443576
2021/2/2,福島県,0.585983
2021/2/2,山形県,0.504567
2021/2/2,宮城県,0.456378
2021/2/2,秋田県,0.527406
2021/2/2,岩手県,0.5798
2021/2/2,青森県,0.525998
2021/2/2,北海道,0.476405
2021/2/3,沖縄県,0.451201
2021/2/3,東京都,0.574187
2021/2/3,鹿児島県,0.454804
2021/2/3,宮崎県,0.559761
2021/2/3,長崎県,0.607907
2021/2/3,熊本県,0.505143
2021/2/3,佐賀県,0.52896
2021/2/3,福岡県,0.505227
2021/2/3,大分県,0.435024
2021/2/3,高知県,0.498254
2021/2/3,愛媛県,0.394963
2021/2/3,山口県,0.368706
2021/2/3,徳島県,0.447591
2021/2/3,和歌山県,0.444617
2021/2/3,三重県,0.458354
2021/2/3,奈良県,0.426327
2021/2/3,島根県,0.487287
2021/2/3,広島県,0.451238
2021/2/3,香川県,0.354826
2021/2/3,岡山県,0.39498
2021/2/3,兵庫県,0.511466
2021/2/3,大阪府,0.50318
2021/2/3,愛知県,0.483671
2021/2/3,静岡県,0.38048
2021/2/3,鳥取県,0.392051
2021/2/3,京都府,0.485059
2021/2/3,滋賀県,0.343435
2021/2/3,岐阜県,0.499279
2021/2/3,長野県,0.467558
2021/2/3,山梨県,0.458135
2021/2/3,千葉県,0.549657
2021/2/3,神奈川県,0.569621
2021/2/3,福井県,0.421666
2021/2/3,埼玉県,0.543714
2021/2/3,茨城県,0.474046
2021/2/3,石川県,0.414388
2021/2/3,富山県,0.424389
2021/2/3,群馬県,0.448608
2021/2/3,栃木県,0.536149
2021/2/3,新潟県,0.502514
2021/2/3,福島県,0.549212
2021/2/3,山形県,0.528659
2021/2/3,宮城県,0.440759
2021/2/3,秋田県,0.642967
2021/2/3,岩手県,0.554141
2021/2/3,青森県,0.590538
2021/2/3,北海道,0.450657
2021/2/4,沖縄県,0.551124
2021/2/4,東京都,0.560266
2021/2/4,鹿児島県,0.506985
2021/2/4,宮崎県,0.653618
2021/2/4,長崎県,0.55091
2021/2/4,熊本県,0.510711
2021/2/4,佐賀県,0.626279
2021/2/4,福岡県,0.594254
2021/2/4,大分県,0.490336
2021/2/4,高知県,0.480025
2021/2/4,愛媛県,0.415862
2021/2/4,山口県,0.355323
2021/2/4,徳島県,0.427226
2021/2/4,和歌山県,0.381866
2021/2/4,三重県,0.41127
2021/2/4,奈良県,0.386886
2021/2/4,島根県,0.527686
2021/2/4,広島県,0.430845
2021/2/4,香川県,0.332759
2021/2/4,岡山県,0.31753
2021/2/4,兵庫県,0.480121
2021/2/4,大阪府,0.492343
2021/2/4,愛知県,0.464114
2021/2/4,静岡県,0.394275
2021/2/4,鳥取県,0.364267
2021/2/4,京都府,0.496565
2021/2/4,滋賀県,0.337308
2021/2/4,岐阜県,0.476378
2021/2/4,長野県,0.486345
2021/2/4,山梨県,0.364863
2021/2/4,千葉県,0.537666
2021/2/4,神奈川県,0.546078
2021/2/4,福井県,0.333549
2021/2/4,埼玉県,0.527519
2021/2/4,茨城県,0.492641
2021/2/4,石川県,0.41354
2021/2/4,富山県,0.398851
2021/2/4,群馬県,0.389265
2021/2/4,栃木県,0.520429
2021/2/4,新潟県,0.489657
2021/2/4,福島県,0.630225
2021/2/4,山形県,0.662627
2021/2/4,宮城県,0.523563
2021/2/4,秋田県,0.714325
2021/2/4,岩手県,0.524902
2021/2/4,青森県,0.664775
2021/2/4,北海道,0.45016
2021/2/5,沖縄県,0.352609
2021/2/5,東京都,0.476417
2021/2/5,鹿児島県,0.413748
2021/2/5,宮崎県,0.521978
2021/2/5,長崎県,0.443636
2021/2/5,熊本県,0.481018
2021/2/5,佐賀県,0.510661
2021/2/5,福岡県,0.461089
2021/2/5,大分県,0.26524
2021/2/5,高知県,0.355057
2021/2/5,愛媛県,0.316651
2021/2/5,山口県,0.248108
2021/2/5,徳島県,0.293633
2021/2/5,和歌山県,0.262788
2021/2/5,三重県,0.273558
2021/2/5,奈良県,0.339225
2021/2/5,島根県,0.397002
2021/2/5,広島県,0.337006
2021/2/5,香川県,0.162446
2021/2/5,岡山県,0.217348
