date,state,value
2020/10/1,沖縄県,0.28273
2020/10/1,東京都,0.290336
2020/10/1,鹿児島県,0.282778
2020/10/1,宮崎県,0.305556
2020/10/1,長崎県,0.336876
2020/10/1,熊本県,0.306733
2020/10/1,佐賀県,0.325312
2020/10/1,福岡県,0.291205
2020/10/1,大分県,0.375078
2020/10/1,高知県,0.346495
2020/10/1,愛媛県,0.254451
2020/10/1,山口県,0.256205
2020/10/1,徳島県,0.215733
2020/10/1,和歌山県,0.266648
2020/10/1,三重県,0.233827
2020/10/1,奈良県,0.226169
2020/10/1,島根県,0.35363
2020/10/1,広島県,0.201213
2020/10/1,香川県,0.277416
2020/10/1,岡山県,0.254329
2020/10/1,兵庫県,0.246109
2020/10/1,大阪府,0.224846
2020/10/1,愛知県,0.222072
2020/10/1,静岡県,0.23217
2020/10/1,鳥取県,0.266319
2020/10/1,京都府,0.27408
2020/10/1,滋賀県,0.234801
2020/10/1,岐阜県,0.219287
2020/10/1,長野県,0.34396
2020/10/1,山梨県,0.291302
2020/10/1,千葉県,0.300808
2020/10/1,神奈川県,0.285834
2020/10/1,福井県,0.227768
2020/10/1,埼玉県,0.282987
2020/10/1,茨城県,0.25631
2020/10/1,石川県,0.336346
2020/10/1,富山県,0.34338
2020/10/1,群馬県,0.309591
2020/10/1,栃木県,0.273664
2020/10/1,新潟県,0.354087
2020/10/1,福島県,0.318931
2020/10/1,山形県,0.313834
2020/10/1,宮城県,0.2666
2020/10/1,秋田県,0.374861
2020/10/1,岩手県,0.391473
2020/10/1,青森県,0.284641
2020/10/1,北海道,0.308035
2020/10/2,沖縄県,-0.002109
2020/10/2,東京都,0.080015
2020/10/2,鹿児島県,0.177808
2020/10/2,宮崎県,0.084417
2020/10/2,長崎県,0.174538
2020/10/2,熊本県,0.098447
2020/10/2,佐賀県,0.107258
2020/10/2,福岡県,0.054816
2020/10/2,大分県,0.095191
2020/10/2,高知県,0.272334
2020/10/2,愛媛県,0.101784
2020/10/2,山口県,0.067125
2020/10/2,徳島県,0.125064
2020/10/2,和歌山県,0.092289
2020/10/2,三重県,0.050139
2020/10/2,奈良県,0.087914
2020/10/2,島根県,0.251847
2020/10/2,広島県,0.075627
2020/10/2,香川県,-0.062057
2020/10/2,岡山県,0.050333
2020/10/2,兵庫県,0.044592
2020/10/2,大阪府,0.032834
2020/10/2,愛知県,0.001563
2020/10/2,静岡県,0.03996
2020/10/2,鳥取県,0.089901
2020/10/2,京都府,0.039773
2020/10/2,滋賀県,0.035095
2020/10/2,岐阜県,0.080206
2020/10/2,長野県,0.172625
2020/10/2,山梨県,0.120885
2020/10/2,千葉県,0.111922
2020/10/2,神奈川県,0.094139
2020/10/2,福井県,-0.020682
2020/10/2,埼玉県,0.101335
2020/10/2,茨城県,0.075474
2020/10/2,石川県,0.221526
2020/10/2,富山県,0.143015
2020/10/2,群馬県,0.12552
2020/10/2,栃木県,0.101337
2020/10/2,新潟県,0.154779
2020/10/2,福島県,0.129321
2020/10/2,山形県,0.149223
2020/10/2,宮城県,0.147971
2020/10/2,秋田県,0.174913
2020/10/2,岩手県,0.220271
2020/10/2,青森県,0.107855
2020/10/2,北海道,0.148485
2020/10/3,沖縄県,0.18073
2020/10/3,東京都,0.122083
2020/10/3,鹿児島県,0.242192
2020/10/3,宮崎県,0.252086
2020/10/3,長崎県,0.233996
2020/10/3,熊本県,0.283859
2020/10/3,佐賀県,0.311039
2020/10/3,福岡県,0.168683
2020/10/3,大分県,0.296672
2020/10/3,高知県,0.264248
2020/10/3,愛媛県,0.164572
2020/10/3,山口県,0.30034
2020/10/3,徳島県,0.368549
2020/10/3,和歌山県,0.237348
2020/10/3,三重県,0.216933
2020/10/3,奈良県,0.192778
2020/10/3,島根県,0.449482
2020/10/3,広島県,0.236778
2020/10/3,香川県,0.226985
2020/10/3,岡山県,0.269195
2020/10/3,兵庫県,0.205818
2020/10/3,大阪府,0.169722
2020/10/3,愛知県,0.203369
2020/10/3,静岡県,0.247405
2020/10/3,鳥取県,0.33276
2020/10/3,京都府,0.136207
2020/10/3,滋賀県,0.256186
2020/10/3,岐阜県,0.292186
2020/10/3,長野県,0.360964
2020/10/3,山梨県,0.35505
2020/10/3,千葉県,0.21719
2020/10/3,神奈川県,0.168618
2020/10/3,福井県,0.177934
2020/10/3,埼玉県,0.167968
2020/10/3,茨城県,0.214327
2020/10/3,石川県,0.241358
2020/10/3,富山県,0.238588
2020/10/3,群馬県,0.295888
2020/10/3,栃木県,0.317721
2020/10/3,新潟県,0.266383
2020/10/3,福島県,0.383819
2020/10/3,山形県,0.344152
2020/10/3,宮城県,0.247266
2020/10/3,秋田県,0.302095
2020/10/3,岩手県,0.385479
2020/10/3,青森県,0.22345
2020/10/3,北海道,0.258827
2020/10/4,沖縄県,0.370799
2020/10/4,東京都,0.419155
2020/10/4,鹿児島県,0.487756
2020/10/4,宮崎県,0.492656
2020/10/4,長崎県,0.469307
2020/10/4,熊本県,0.444034
2020/10/4,佐賀県,0.475392
2020/10/4,福岡県,0.474074
2020/10/4,大分県,0.433293
2020/10/4,高知県,0.536082
2020/10/4,愛媛県,0.362051
2020/10/4,山口県,0.54275
2020/10/4,徳島県,0.406957
2020/10/4,和歌山県,0.323714
2020/10/4,三重県,0.341901
2020/10/4,奈良県,0.35473
2020/10/4,島根県,0.383609
2020/10/4,広島県,0.506994
2020/10/4,香川県,0.433101
2020/10/4,岡山県,0.478076
2020/10/4,兵庫県,0.352555
2020/10/4,大阪府,0.375168
2020/10/4,愛知県,0.409682
2020/10/4,静岡県,0.341608
2020/10/4,鳥取県,0.313427
2020/10/4,京都府,0.387383
2020/10/4,滋賀県,0.303525
2020/10/4,岐阜県,0.294332
2020/10/4,長野県,0.429567
2020/10/4,山梨県,0.087205
2020/10/4,千葉県,0.366045
2020/10/4,神奈川県,0.35569
2020/10/4,福井県,0.15594
2020/10/4,埼玉県,0.410961
2020/10/4,茨城県,0.35301
2020/10/4,石川県,0.326854
2020/10/4,富山県,0.418688
2020/10/4,群馬県,0.43446
2020/10/4,栃木県,0.329248
2020/10/4,新潟県,0.334734
2020/10/4,福島県,0.422766
2020/10/4,山形県,0.396743
2020/10/4,宮城県,0.430326
2020/10/4,秋田県,0.439164
2020/10/4,岩手県,0.407059
2020/10/4,青森県,0.474261
2020/10/4,北海道,0.570471
2020/10/5,沖縄県,0.263056
2020/10/5,東京都,0.337475
2020/10/5,鹿児島県,0.295449
2020/10/5,宮崎県,0.381893
2020/10/5,長崎県,0.350274
2020/10/5,熊本県,0.298339
2020/10/5,佐賀県,0.29657
2020/10/5,福岡県,0.253676
2020/10/5,大分県,0.335119
2020/10/5,高知県,0.422603
2020/10/5,愛媛県,0.236298
2020/10/5,山口県,0.258062
2020/10/5,徳島県,0.25386
2020/10/5,和歌山県,0.22339
2020/10/5,三重県,0.199597
2020/10/5,奈良県,0.204691
2020/10/5,島根県,0.370129
2020/10/5,広島県,0.223522
2020/10/5,香川県,0.271318
2020/10/5,岡山県,0.238658
2020/10/5,兵庫県,0.246398
2020/10/5,大阪府,0.256145
2020/10/5,愛知県,0.180065
2020/10/5,静岡県,0.198209
2020/10/5,鳥取県,0.190167
2020/10/5,京都府,0.274526
2020/10/5,滋賀県,0.222885
2020/10/5,岐阜県,0.189329
2020/10/5,長野県,0.272147
2020/10/5,山梨県,0.265575
2020/10/5,千葉県,0.294304
2020/10/5,神奈川県,0.33034
2020/10/5,福井県,0.349405
2020/10/5,埼玉県,0.287089
2020/10/5,茨城県,0.283474
2020/10/5,石川県,0.388856
2020/10/5,富山県,0.270848
2020/10/5,群馬県,0.282151
2020/10/5,栃木県,0.215785
2020/10/5,新潟県,0.34057
