date,state,value
2020/4/1,沖縄県,0.2498
2020/4/1,東京都,0.541742
2020/4/1,鹿児島県,0.343175
2020/4/1,宮崎県,0.397302
2020/4/1,長崎県,0.37831
2020/4/1,熊本県,0.482825
2020/4/1,佐賀県,0.323028
2020/4/1,福岡県,0.395664
2020/4/1,大分県,0.403438
2020/4/1,高知県,0.475941
2020/4/1,愛媛県,0.375374
2020/4/1,山口県,0.341716
2020/4/1,徳島県,0.401586
2020/4/1,和歌山県,0.306146
2020/4/1,三重県,0.363208
2020/4/1,奈良県,0.453106
2020/4/1,島根県,0.558258
2020/4/1,広島県,0.318602
2020/4/1,香川県,0.302315
2020/4/1,岡山県,0.355386
2020/4/1,兵庫県,0.442996
2020/4/1,大阪府,0.452974
2020/4/1,愛知県,0.399243
2020/4/1,静岡県,0.410777
2020/4/1,鳥取県,0.373528
2020/4/1,京都府,0.444511
2020/4/1,滋賀県,0.348476
2020/4/1,岐阜県,0.394695
2020/4/1,長野県,0.413653
2020/4/1,山梨県,0.425734
2020/4/1,千葉県,0.530724
2020/4/1,神奈川県,0.527993
2020/4/1,福井県,0.411999
2020/4/1,埼玉県,0.513681
2020/4/1,茨城県,0.430095
2020/4/1,石川県,0.412761
2020/4/1,富山県,0.504036
2020/4/1,群馬県,0.459514
2020/4/1,栃木県,0.417737
2020/4/1,新潟県,0.431287
2020/4/1,福島県,0.383723
2020/4/1,山形県,0.328053
2020/4/1,宮城県,0.472833
2020/4/1,秋田県,0.309551
2020/4/1,岩手県,0.414232
2020/4/1,青森県,0.419663
2020/4/1,北海道,0.384929
2020/4/2,沖縄県,0.269946
2020/4/2,東京都,0.466809
2020/4/2,鹿児島県,0.328759
2020/4/2,宮崎県,0.348426
2020/4/2,長崎県,0.275391
2020/4/2,熊本県,0.458191
2020/4/2,佐賀県,0.328858
2020/4/2,福岡県,0.384792
2020/4/2,大分県,0.455878
2020/4/2,高知県,0.475334
2020/4/2,愛媛県,0.353268
2020/4/2,山口県,0.256371
2020/4/2,徳島県,0.289118
2020/4/2,和歌山県,0.27571
2020/4/2,三重県,0.312815
2020/4/2,奈良県,0.337923
2020/4/2,島根県,0.32774
2020/4/2,広島県,0.284268
2020/4/2,香川県,0.246229
2020/4/2,岡山県,0.296457
2020/4/2,兵庫県,0.331147
2020/4/2,大阪府,0.348055
2020/4/2,愛知県,0.302865
2020/4/2,静岡県,0.336756
2020/4/2,鳥取県,0.211727
2020/4/2,京都府,0.371832
2020/4/2,滋賀県,0.279775
2020/4/2,岐阜県,0.374925
2020/4/2,長野県,0.475082
2020/4/2,山梨県,0.38191
2020/4/2,千葉県,0.439696
2020/4/2,神奈川県,0.453789
2020/4/2,福井県,0.491652
2020/4/2,埼玉県,0.409842
2020/4/2,茨城県,0.330736
2020/4/2,石川県,0.374356
2020/4/2,富山県,0.518276
2020/4/2,群馬県,0.360668
2020/4/2,栃木県,0.31639
2020/4/2,新潟県,0.353855
2020/4/2,福島県,0.443741
2020/4/2,山形県,0.361907
2020/4/2,宮城県,0.402601
2020/4/2,秋田県,0.425689
2020/4/2,岩手県,0.380996
2020/4/2,青森県,0.363834
2020/4/2,北海道,0.405302
2020/4/3,沖縄県,0.102243
2020/4/3,東京都,0.354414
2020/4/3,鹿児島県,0.280764
2020/4/3,宮崎県,0.23911
2020/4/3,長崎県,0.270791
2020/4/3,熊本県,0.385349
2020/4/3,佐賀県,0.291427
2020/4/3,福岡県,0.313285
2020/4/3,大分県,0.358636
2020/4/3,高知県,0.345833
2020/4/3,愛媛県,0.225313
2020/4/3,山口県,0.193652
2020/4/3,徳島県,0.294464
2020/4/3,和歌山県,0.251109
2020/4/3,三重県,0.201284
2020/4/3,奈良県,0.262435
2020/4/3,島根県,0.1914
2020/4/3,広島県,0.191157
2020/4/3,香川県,0.21057
2020/4/3,岡山県,0.212711
2020/4/3,兵庫県,0.234159
2020/4/3,大阪府,0.257191
2020/4/3,愛知県,0.188595
2020/4/3,静岡県,0.234396
2020/4/3,鳥取県,0.119223
2020/4/3,京都府,0.224742
2020/4/3,滋賀県,0.200537
2020/4/3,岐阜県,0.236376
2020/4/3,長野県,0.243476
2020/4/3,山梨県,0.312232
2020/4/3,千葉県,0.344815
2020/4/3,神奈川県,0.345942
2020/4/3,福井県,0.406757
2020/4/3,埼玉県,0.302664
2020/4/3,茨城県,0.235987
2020/4/3,石川県,0.304553
2020/4/3,富山県,0.345493
2020/4/3,群馬県,0.274364
2020/4/3,栃木県,0.225194
