"date","Sales","type","week"
2019-06-24,71310.1231655948,"fitted",2019-06-24
2019-06-25,86729.7777777778,"actual",2019-06-24
2019-06-25,167957.418901814,"counterfactual",2019-06-24
2019-06-25,94422.7152988552,"fitted",2019-06-24
2019-06-26,92215.7222222222,"actual",2019-06-24
2019-06-26,203636.76627092,"counterfactual",2019-06-24
2019-06-26,104581.349690368,"fitted",2019-06-24
2019-06-27,101677.555555556,"actual",2019-06-24
2019-06-27,119992.888494923,"counterfactual",2019-06-24
2019-06-27,98443.1545992377,"fitted",2019-06-24
2019-06-28,163147.611111111,"actual",2019-06-24
2019-06-28,71310.1231655957,"counterfactual",2019-06-24
2019-06-28,179091.913381509,"fitted",2019-06-24
2019-06-29,191474.111111111,"actual",2019-06-24
2019-06-29,94422.7152988564,"counterfactual",2019-06-24
2019-06-29,214031.683229255,"fitted",2019-06-24
2019-06-30,125859.333333333,"actual",2019-06-24
2019-06-30,104581.349690369,"counterfactual",2019-06-24
2019-06-30,124156.478105035,"fitted",2019-06-24
2019-07-01,73125.9444444444,"actual",2019-07-01
2019-07-01,98443.1545992389,"counterfactual",2019-07-01
2019-07-01,67318.3383854607,"fitted",2019-07-01
2019-07-02,82353,"actual",2019-07-01
2019-07-02,179091.913381512,"counterfactual",2019-07-01
2019-07-02,80866.0540697463,"fitted",2019-07-01
2019-07-03,75768.1111111111,"actual",2019-07-01
2019-07-03,214031.683229259,"counterfactual",2019-07-01
2019-07-03,86184.7631442605,"fitted",2019-07-01
2019-07-04,93374.2222222222,"actual",2019-07-01
2019-07-04,124156.478105037,"counterfactual",2019-07-01
2019-07-04,89315.9830524919,"fitted",2019-07-01
2019-07-05,148836.222222222,"actual",2019-07-01
2019-07-05,67318.3383854613,"counterfactual",2019-07-01
2019-07-05,160881.675672648,"fitted",2019-07-01
2019-07-06,192408.055555556,"actual",2019-07-01
2019-07-06,80866.0540697468,"counterfactual",2019-07-01
2019-07-06,202589.73953278,"fitted",2019-07-01
2019-07-07,115474,"actual",2019-07-01
2019-07-07,86184.7631442611,"counterfactual",2019-07-01
2019-07-07,118119.125453317,"fitted",2019-07-01
2019-07-08,72445.0555555556,"actual",2019-07-08
2019-07-08,89315.983052493,"counterfactual",2019-07-08
2019-07-08,70619.4955965557,"fitted",2019-07-08
2019-07-09,72709.3333333333,"actual",2019-07-08
2019-07-09,160881.675672651,"counterfactual",2019-07-08
2019-07-09,83589.6675582777,"fitted",2019-07-08
2019-07-10,91936.8888888889,"actual",2019-07-08
2019-07-10,202589.739532781,"counterfactual",2019-07-08
2019-07-10,96480.857813875,"fitted",2019-07-08
2019-07-11,88631.3888888889,"actual",2019-07-08
2019-07-11,118119.125453318,"counterfactual",2019-07-08
2019-07-11,92704.840559418,"fitted",2019-07-08
2019-07-12,124835.611111111,"actual",2019-07-08
2019-07-12,70619.4955965565,"counterfactual",2019-07-08
2019-07-12,163258.786043533,"fitted",2019-07-08
2019-07-13,205802.388888889,"actual",2019-07-08
2019-07-13,83589.6675582788,"counterfactual",2019-07-08
2019-07-13,208928.43540098,"fitted",2019-07-08
2019-07-14,181620.166666667,"actual",2019-07-08
2019-07-14,96480.8578138764,"counterfactual",2019-07-08
2019-07-14,186787.931653287,"fitted",2019-07-08
2019-07-15,117026.555555556,"actual",2019-07-15
2019-07-15,92704.8405594185,"counterfactual",2019-07-15
2019-07-15,107046.320298004,"fitted",2019-07-15
2019-07-16,64683.4444444444,"actual",2019-07-15
2019-07-16,163258.786043535,"counterfactual",2019-07-15
2019-07-16,72659.0187062128,"fitted",2019-07-15
2019-07-17,89185.3333333333,"actual",2019-07-15
2019-07-17,208928.435400982,"counterfactual",2019-07-15
2019-07-17,94743.3051324397,"fitted",2019-07-15
2019-07-18,98918.9444444444,"actual",2019-07-15
2019-07-18,186787.931653289,"counterfactual",2019-07-15
2019-07-18,90328.4776520065,"fitted",2019-07-15
2019-07-19,145586.444444444,"actual",2019-07-15
2019-07-19,107046.320298005,"counterfactual",2019-07-15
2019-07-19,173268.508737236,"fitted",2019-07-15
2019-07-20,195596.166666667,"actual",2019-07-15
2019-07-20,72659.0187062136,"counterfactual",2019-07-15
2019-07-20,201521.783288809,"fitted",2019-07-15
2019-07-21,118790.222222222,"actual",2019-07-15
2019-07-21,94743.3051324399,"counterfactual",2019-07-15
2019-07-21,121605.008139695,"fitted",2019-07-15
2019-07-22,90193.7777777778,"actual",2019-07-22
2019-07-22,90328.4776520079,"counterfactual",2019-07-22
2019-07-22,76656.5135629571,"fitted",2019-07-22
2019-07-23,102216.777777778,"actual",2019-07-22
2019-07-23,173268.508737238,"counterfactual",2019-07-22
2019-07-23,96298.1521090407,"fitted",2019-07-22
2019-07-24,91987.5,"actual",2019-07-22
2019-07-24,201521.783288812,"counterfactual",2019-07-22
2019-07-24,112161.131532863,"fitted",2019-07-22
2019-07-25,112293,"actual",2019-07-22
2019-07-25,121605.008139696,"counterfactual",2019-07-22
2019-07-25,109512.064942607,"fitted",2019-07-22
2019-07-26,178521.333333333,"actual",2019-07-22
2019-07-26,76656.513562958,"counterfactual",2019-07-22
2019-07-26,186880.41497834,"fitted",2019-07-22
2019-07-27,181576.388888889,"actual",2019-07-22
2019-07-27,96298.1521090416,"counterfactual",2019-07-22
2019-07-27,194959.052430356,"fitted",2019-07-22
2019-07-28,126844.5,"actual",2019-07-22
2019-07-28,112161.131532864,"counterfactual",2019-07-22
2019-07-28,126351.638395993,"fitted",2019-07-22
2019-07-29,127499.222222222,"actual",2019-07-29
2019-07-29,109512.064942609,"counterfactual",2019-07-29
2019-07-29,87553.9629543967,"fitted",2019-07-29
2019-07-30,87661.0555555556,"actual",2019-07-29
2019-07-30,186880.414978343,"counterfactual",2019-07-29
2019-07-30,99395.3289075962,"fitted",2019-07-29
2019-07-31,98065.8333333333,"actual",2019-07-29
2019-07-31,194959.052430359,"counterfactual",2019-07-29
2019-07-31,103315.457394081,"fitted",2019-07-29
2019-08-01,94711.6666666667,"actual",2019-07-29
2019-08-01,126351.638395994,"counterfactual",2019-07-29
2019-08-01,100202.980760515,"fitted",2019-07-29
2019-08-02,144500.277777778,"actual",2019-07-29
2019-08-02,87553.9629543974,"counterfactual",2019-07-29
2019-08-02,166150.873356748,"fitted",2019-07-29
2019-08-03,180014.333333333,"actual",2019-07-29
2019-08-03,99395.3289075978,"counterfactual",2019-07-29
2019-08-03,185516.525378299,"fitted",2019-07-29
2019-08-04,143640.5,"actual",2019-07-29
2019-08-04,103315.457394082,"counterfactual",2019-07-29
2019-08-04,128821.771674323,"fitted",2019-07-29
2019-08-05,81912.7222222222,"actual",2019-08-05
2019-08-05,100202.980760516,"counterfactual",2019-08-05
2019-08-05,83040.0797644939,"fitted",2019-08-05
2019-08-06,103525.722222222,"actual",2019-08-05
2019-08-06,166150.87335675,"counterfactual",2019-08-05
2019-08-06,101415.083626542,"fitted",2019-08-05
2019-08-07,100131.666666667,"actual",2019-08-05
2019-08-07,185516.525378304,"counterfactual",2019-08-05
2019-08-07,112479.912411599,"fitted",2019-08-05
2019-08-08,146989.777777778,"actual",2019-08-05
2019-08-08,128821.771674324,"counterfactual",2019-08-05
2019-08-08,119324.541982937,"fitted",2019-08-05
2019-08-09,164295.388888889,"actual",2019-08-05
2019-08-09,83040.0797644948,"counterfactual",2019-08-05
2019-08-09,176434.080849024,"fitted",2019-08-05
2019-08-10,190443.5,"actual",2019-08-05
2019-08-10,101415.083626544,"counterfactual",2019-08-05
2019-08-10,203343.013318392,"fitted",2019-08-05
2019-08-11,226957.333333333,"actual",2019-08-05
2019-08-11,112479.912411601,"counterfactual",2019-08-05
2019-08-11,201144.495372028,"fitted",2019-08-05
2019-08-12,194820.555555556,"actual",2019-08-12
2019-08-12,119324.541982938,"counterfactual",2019-08-12
2019-08-12,182708.68824468,"fitted",2019-08-12
2019-08-13,206548.055555556,"actual",2019-08-12
2019-08-13,176434.080849026,"counterfactual",2019-08-12
2019-08-13,171110.179768861,"fitted",2019-08-12
2019-08-14,188433.166666667,"actual",2019-08-12
2019-08-14,203343.013318394,"counterfactual",2019-08-12
2019-08-14,169673.460764077,"fitted",2019-08-12
2019-08-15,165791.833333333,"actual",2019-08-12
2019-08-15,201144.49537203,"counterfactual",2019-08-12
2019-08-15,160066.877242591,"fitted",2019-08-12
2019-08-16,183256.944444444,"actual",2019-08-12
2019-08-16,182708.688244682,"counterfactual",2019-08-12
2019-08-16,175551.002369654,"fitted",2019-08-12
2019-08-17,182692.166666667,"actual",2019-08-12
2019-08-17,171110.179768863,"counterfactual",2019-08-12
2019-08-17,192487.370793197,"fitted",2019-08-12
2019-08-18,141685.777777778,"actual",2019-08-12
2019-08-18,169673.460764076,"counterfactual",2019-08-12
2019-08-18,116806.492535397,"fitted",2019-08-12
2019-08-19,95082.9444444444,"actual",2019-08-19
2019-08-19,160066.877242592,"counterfactual",2019-08-19
2019-08-19,76208.687243255,"fitted",2019-08-19
2019-08-20,103570.111111111,"actual",2019-08-19
2019-08-20,175551.002369657,"counterfactual",2019-08-19
2019-08-20,93004.1697074565,"fitted",2019-08-19
2019-08-21,92147.8888888889,"actual",2019-08-19
2019-08-21,192487.370793199,"counterfactual",2019-08-19
2019-08-21,97912.1487448807,"fitted",2019-08-19
2019-08-22,106084.777777778,"actual",2019-08-19
2019-08-22,116806.492535399,"counterfactual",2019-08-19
2019-08-22,99572.2821337447,"fitted",2019-08-19
2019-08-23,157809.055555556,"actual",2019-08-19
2019-08-23,76208.6872432565,"counterfactual",2019-08-19
2019-08-23,167699.943401229,"fitted",2019-08-19
2019-08-24,193755.777777778,"actual",2019-08-19
2019-08-24,93004.1697074584,"counterfactual",2019-08-19
2019-08-24,197681.830097841,"fitted",2019-08-19
2019-08-25,140634.166666667,"actual",2019-08-19
2019-08-25,97912.1487448817,"counterfactual",2019-08-19
2019-08-25,125568.155290778,"fitted",2019-08-19
2019-08-26,87136.7777777778,"actual",2019-08-26
2019-08-26,99572.2821337456,"counterfactual",2019-08-26
2019-08-26,83582.5732634193,"fitted",2019-08-26
2019-08-27,96010.1666666667,"actual",2019-08-26
2019-08-27,167699.943401231,"counterfactual",2019-08-26
2019-08-27,97962.3124738929,"fitted",2019-08-26
2019-08-28,111548.222222222,"actual",2019-08-26
2019-08-28,197681.830097844,"counterfactual",2019-08-26
2019-08-28,103449.947594821,"fitted",2019-08-26
2019-08-29,114367.5,"actual",2019-08-26
2019-08-29,125568.155290779,"counterfactual",2019-08-26
2019-08-29,100437.704159448,"fitted",2019-08-26
2019-08-30,148830.166666667,"actual",2019-08-26
2019-08-30,83582.5732634204,"counterfactual",2019-08-26
2019-08-30,162039.853544068,"fitted",2019-08-26
2019-08-31,187734.666666667,"actual",2019-08-26
2019-08-31,97962.312473894,"counterfactual",2019-08-26
2019-08-31,194513.832478855,"fitted",2019-08-26
2019-09-01,142321.722222222,"actual",2019-08-26
2019-09-01,103449.947594822,"counterfactual",2019-08-26
2019-09-01,121557.677437625,"fitted",2019-08-26
2019-09-02,71893.6111111111,"actual",2019-09-02
2019-09-02,100437.70415945,"counterfactual",2019-09-02
2019-09-02,67789.0999644501,"fitted",2019-09-02
2019-09-03,87142.4444444444,"actual",2019-09-02
2019-09-03,162039.85354407,"counterfactual",2019-09-02
2019-09-03,81210.2833705323,"fitted",2019-09-02
2019-09-04,122660.5,"actual",2019-09-02
2019-09-04,194513.832478855,"counterfactual",2019-09-02
2019-09-04,91645.1575848257,"fitted",2019-09-02
2019-09-05,115405.388888889,"actual",2019-09-02
2019-09-05,121557.677437628,"counterfactual",2019-09-02
2019-09-05,88876.8584079082,"fitted",2019-09-02
2019-09-06,147411.888888889,"actual",2019-09-02
2019-09-06,67789.0999644509,"counterfactual",2019-09-02
2019-09-06,143302.426905203,"fitted",2019-09-02
2019-09-07,169612.611111111,"actual",2019-09-02
2019-09-07,81210.2833705332,"counterfactual",2019-09-02
2019-09-07,180980.583465957,"fitted",2019-09-02
2019-09-08,128038.222222222,"actual",2019-09-02
2019-09-08,91645.1575848277,"counterfactual",2019-09-02
2019-09-08,104390.355119679,"fitted",2019-09-02
2019-09-09,85298.6111111111,"actual",2019-09-09
2019-09-09,88876.8584079093,"counterfactual",2019-09-09
2019-09-09,68964.7517389103,"fitted",2019-09-09
2019-09-10,88751.8333333333,"actual",2019-09-09
2019-09-10,143302.426905203,"counterfactual",2019-09-09
2019-09-10,84930.5049358696,"fitted",2019-09-09
2019-09-11,88485.6666666667,"actual",2019-09-09
2019-09-11,180980.583465959,"counterfactual",2019-09-09
2019-09-11,90919.975259003,"fitted",2019-09-09
2019-09-12,107356.333333333,"actual",2019-09-09
2019-09-12,104390.35511968,"counterfactual",2019-09-09
2019-09-12,91529.9992427142,"fitted",2019-09-09
2019-09-13,121528.388888889,"actual",2019-09-09
2019-09-13,68964.7517389116,"counterfactual",2019-09-09
2019-09-13,143114.696422716,"fitted",2019-09-09
2019-09-14,189494.444444444,"actual",2019-09-09
2019-09-14,84930.5049358707,"counterfactual",2019-09-09
2019-09-14,196697.832077749,"fitted",2019-09-09
2019-09-15,190278.055555556,"actual",2019-09-09
2019-09-15,90919.9752590041,"counterfactual",2019-09-09
2019-09-15,173450.1898171,"fitted",2019-09-09
2019-09-16,118005.055555556,"actual",2019-09-16
2019-09-16,91529.9992427156,"counterfactual",2019-09-16
2019-09-16,102883.641178902,"fitted",2019-09-16
2019-09-17,92312.8888888889,"actual",2019-09-16
2019-09-17,143114.696422717,"counterfactual",2019-09-16
2019-09-17,75098.8916587494,"fitted",2019-09-16
2019-09-18,114877.055555556,"actual",2019-09-16
2019-09-18,196697.832077751,"counterfactual",2019-09-16
2019-09-18,92627.5162829553,"fitted",2019-09-16
2019-09-19,92733.9444444444,"actual",2019-09-16
2019-09-19,173450.189817102,"counterfactual",2019-09-16
2019-09-19,88982.2384015809,"fitted",2019-09-16
2019-09-20,156797.111111111,"actual",2019-09-16
2019-09-20,102883.641178903,"counterfactual",2019-09-16
2019-09-20,147551.265120815,"fitted",2019-09-16
2019-09-21,166675.166666667,"actual",2019-09-16
2019-09-21,75098.8916587501,"counterfactual",2019-09-16
2019-09-21,183877.597096066,"fitted",2019-09-16
2019-09-22,182341,"actual",2019-09-16
2019-09-22,92627.5162829566,"counterfactual",2019-09-16
2019-09-22,168272.183115127,"fitted",2019-09-16
2019-09-23,115253.611111111,"actual",2019-09-23
2019-09-23,88982.2384015817,"counterfactual",2019-09-23
2019-09-23,97977.1303773542,"fitted",2019-09-23
2019-09-24,100012.222222222,"actual",2019-09-23
2019-09-24,147551.265120817,"counterfactual",2019-09-23
2019-09-24,80397.7157688145,"fitted",2019-09-23
2019-09-25,96343.3333333333,"actual",2019-09-23
2019-09-25,183877.597096068,"counterfactual",2019-09-23
2019-09-25,94099.6141027309,"fitted",2019-09-23
2019-09-26,116919,"actual",2019-09-23
2019-09-26,168272.183115129,"counterfactual",2019-09-23
2019-09-26,100633.295404674,"fitted",2019-09-23
2019-09-27,132353.833333333,"actual",2019-09-23
2019-09-27,97977.1303773559,"counterfactual",2019-09-23
2019-09-27,155932.367838825,"fitted",2019-09-23
2019-09-28,212688.5,"actual",2019-09-23
2019-09-28,80397.7157688155,"counterfactual",2019-09-23
2019-09-28,204102.283326987,"fitted",2019-09-23
2019-09-29,122880.888888889,"actual",2019-09-23
2019-09-29,94099.6141027326,"counterfactual",2019-09-23
2019-09-29,120292.14796396,"fitted",2019-09-23
2019-09-30,73399.4444444444,"actual",2019-09-30
2019-09-30,100633.295404676,"counterfactual",2019-09-30
2019-09-30,80794.046308267,"fitted",2019-09-30
2019-10-01,79090.5,"actual",2019-09-30
2019-10-01,155932.367838826,"counterfactual",2019-09-30
2019-10-01,80541.6883379967,"fitted",2019-09-30
2019-10-02,84692.4444444444,"actual",2019-09-30
2019-10-02,204102.283326991,"counterfactual",2019-09-30
2019-10-02,86380.7693888191,"fitted",2019-09-30
2019-10-03,105060.222222222,"actual",2019-09-30
2019-10-03,120292.147963962,"counterfactual",2019-09-30
2019-10-03,91090.6801183863,"fitted",2019-09-30
2019-10-04,138185.555555556,"actual",2019-09-30
2019-10-04,80794.0463082679,"counterfactual",2019-09-30
2019-10-04,142345.640113042,"fitted",2019-09-30
2019-10-05,166929.888888889,"actual",2019-09-30
2019-10-05,80541.6883379978,"counterfactual",2019-09-30
2019-10-05,183745.389517957,"fitted",2019-09-30
2019-10-06,130757.666666667,"actual",2019-09-30
2019-10-06,86380.7693888197,"counterfactual",2019-09-30
2019-10-06,118724.226076118,"fitted",2019-09-30
2019-10-07,86106.2222222222,"actual",2019-10-07
2019-10-07,91090.6801183872,"counterfactual",2019-10-07
2019-10-07,70052.4785603459,"fitted",2019-10-07
2019-10-08,85434.5,"actual",2019-10-07
2019-10-08,142345.640113044,"counterfactual",2019-10-07
2019-10-08,82459.9499889398,"fitted",2019-10-07
2019-10-09,98457.6666666667,"actual",2019-10-07
2019-10-09,183745.389517958,"counterfactual",2019-10-07
2019-10-09,92891.2240224192,"fitted",2019-10-07
2019-10-10,97574,"actual",2019-10-07
2019-10-10,118724.22607612,"counterfactual",2019-10-07
2019-10-10,96887.3009261409,"fitted",2019-10-07
2019-10-11,93221.8333333333,"actual",2019-10-07
2019-10-11,70052.4785603465,"counterfactual",2019-10-07
2019-10-11,115410.040016612,"fitted",2019-10-07
2019-10-12,9860.5,"actual",2019-10-07
2019-10-12,82459.9499889404,"counterfactual",2019-10-07
2019-10-12,13292.4489540266,"fitted",2019-10-07
2019-10-13,120904.833333333,"actual",2019-10-07
2019-10-13,92891.2240224203,"counterfactual",2019-10-07
2019-10-13,127254.232970698,"fitted",2019-10-07
2019-10-14,115381.388888889,"actual",2019-10-14
2019-10-14,96887.3009261424,"counterfactual",2019-10-14
2019-10-14,93762.5001647253,"fitted",2019-10-14
2019-10-15,65563.7777777778,"actual",2019-10-14
2019-10-15,115410.040016614,"counterfactual",2019-10-14
2019-10-15,70717.7517907427,"fitted",2019-10-14
2019-10-16,64743.1666666667,"actual",2019-10-14
2019-10-16,13292.4489540267,"counterfactual",2019-10-14
2019-10-16,81242.3026845474,"fitted",2019-10-14
2019-10-17,95946.1666666667,"actual",2019-10-14
2019-10-17,127254.232970699,"counterfactual",2019-10-14
2019-10-17,87016.264176187,"fitted",2019-10-14
2019-10-18,119316.5,"actual",2019-10-14
2019-10-18,93762.500164727,"counterfactual",2019-10-14
2019-10-18,132202.784103485,"fitted",2019-10-14
2019-10-19,180590.5,"actual",2019-10-14
2019-10-19,70717.7517907435,"counterfactual",2019-10-14
2019-10-19,186156.811475457,"fitted",2019-10-14
2019-10-20,125400.611111111,"actual",2019-10-14
2019-10-20,81242.3026845482,"counterfactual",2019-10-14
2019-10-20,123538.656202934,"fitted",2019-10-14
2019-10-21,122005.833333333,"actual",2019-10-21
2019-10-21,87016.2641761879,"counterfactual",2019-10-21
2019-10-21,121228.384304507,"fitted",2019-10-21
2019-10-22,102246.944444444,"actual",2019-10-21
2019-10-22,132202.784103487,"counterfactual",2019-10-21
2019-10-22,94466.9449016992,"fitted",2019-10-21
2019-10-23,86449.2222222222,"actual",2019-10-21
2019-10-23,186156.811475461,"counterfactual",2019-10-21
2019-10-23,80282.9042635407,"fitted",2019-10-21
2019-10-24,79579.0555555556,"actual",2019-10-21
2019-10-24,123538.656202935,"counterfactual",2019-10-21
2019-10-24,88698.4302835167,"fitted",2019-10-21
2019-10-25,137012.888888889,"actual",2019-10-21
2019-10-25,121228.384304508,"counterfactual",2019-10-21
2019-10-25,131802.027341657,"fitted",2019-10-21
2019-10-26,210631.777777778,"actual",2019-10-21
2019-10-26,94466.9449016999,"counterfactual",2019-10-21
2019-10-26,199086.383684234,"fitted",2019-10-21
2019-10-27,141177.944444444,"actual",2019-10-21
2019-10-27,80282.9042635414,"counterfactual",2019-10-21
2019-10-27,124136.184969718,"fitted",2019-10-21
2019-10-28,82536.3888888889,"actual",2019-10-28
2019-10-28,88698.4302835175,"counterfactual",2019-10-28
2019-10-28,75789.5806751115,"fitted",2019-10-28
2019-10-29,93682.4444444444,"actual",2019-10-28
2019-10-29,131802.027341659,"counterfactual",2019-10-28
2019-10-29,82183.7671820468,"fitted",2019-10-28
2019-10-30,101958.833333333,"actual",2019-10-28
2019-10-30,199086.383684237,"counterfactual",2019-10-28
2019-10-30,94946.4543228744,"fitted",2019-10-28
2019-10-31,96945.6666666667,"actual",2019-10-28
2019-10-31,124136.184969719,"counterfactual",2019-10-28
2019-10-31,94326.0044275694,"fitted",2019-10-28
2019-11-01,113255.888888889,"actual",2019-10-28
2019-11-01,75789.5806751122,"counterfactual",2019-10-28
2019-11-01,133935.936777324,"fitted",2019-10-28
2019-11-02,190563.388888889,"actual",2019-10-28
2019-11-02,82183.7671820478,"counterfactual",2019-10-28
2019-11-02,195676.719203878,"fitted",2019-10-28
2019-11-03,185245.833333333,"actual",2019-10-28
2019-11-03,94946.4543228751,"counterfactual",2019-10-28
2019-11-03,175360.440732922,"fitted",2019-10-28
2019-11-04,126113.555555556,"actual",2019-11-04
2019-11-04,94326.0044275706,"counterfactual",2019-11-04
2019-11-04,110715.989291357,"fitted",2019-11-04
2019-11-05,84734.8888888889,"actual",2019-11-04
2019-11-05,133935.936777325,"counterfactual",2019-11-04
2019-11-05,68781.4673363553,"fitted",2019-11-04
2019-11-06,86420.7777777778,"actual",2019-11-04
2019-11-06,195676.71920388,"counterfactual",2019-11-04
2019-11-06,85809.9096258589,"fitted",2019-11-04
2019-11-07,97047.2222222222,"actual",2019-11-04
2019-11-07,175360.440732923,"counterfactual",2019-11-04
2019-11-07,87819.9192117098,"fitted",2019-11-04
2019-11-08,122057.388888889,"actual",2019-11-04
2019-11-08,110715.989291358,"counterfactual",2019-11-04
2019-11-08,135350.690060063,"fitted",2019-11-04
2019-11-09,197748.222222222,"actual",2019-11-04
2019-11-09,68781.4673363558,"counterfactual",2019-11-04
2019-11-09,192733.5247284,"fitted",2019-11-04
2019-11-10,159229.222222222,"actual",2019-11-04
2019-11-10,85809.9096258592,"counterfactual",2019-11-04
2019-11-10,129206.394444031,"fitted",2019-11-04
2019-11-11,94085.7222222222,"actual",2019-11-11
2019-11-11,87819.9192117104,"counterfactual",2019-11-11
2019-11-11,72176.7127763591,"fitted",2019-11-11
2019-11-12,79532.1666666667,"actual",2019-11-11
2019-11-12,135350.690060066,"counterfactual",2019-11-11
2019-11-12,83031.7079965258,"fitted",2019-11-11
2019-11-13,87146.1111111111,"actual",2019-11-11
2019-11-13,192733.524728402,"counterfactual",2019-11-11
2019-11-13,89280.4367734173,"fitted",2019-11-11
2019-11-14,117298.833333333,"actual",2019-11-11
2019-11-14,129206.394444032,"counterfactual",2019-11-11
2019-11-14,96208.1460806469,"fitted",2019-11-11
2019-11-15,124334.666666667,"actual",2019-11-11
2019-11-15,72176.7127763596,"counterfactual",2019-11-11
2019-11-15,139801.327011017,"fitted",2019-11-11
2019-11-16,212684.111111111,"actual",2019-11-11
2019-11-16,83031.707996527,"counterfactual",2019-11-11
2019-11-16,212985.732042991,"fitted",2019-11-11
2019-11-17,157717.888888889,"actual",2019-11-11
2019-11-17,89280.4367734184,"counterfactual",2019-11-11
2019-11-17,126890.202811642,"fitted",2019-11-11
2019-11-18,96214,"actual",2019-11-18
2019-11-18,96208.1460806473,"counterfactual",2019-11-18
2019-11-18,72415.3863548622,"fitted",2019-11-18
2019-11-19,90260.8333333333,"actual",2019-11-18
2019-11-19,139801.327011019,"counterfactual",2019-11-18
2019-11-19,87023.6488051045,"fitted",2019-11-18
2019-11-20,110163.444444444,"actual",2019-11-18
2019-11-20,212985.732042996,"counterfactual",2019-11-18
2019-11-20,95707.9444662538,"fitted",2019-11-18
2019-11-21,120498.666666667,"actual",2019-11-18
2019-11-21,126890.202811644,"counterfactual",2019-11-18
2019-11-21,97630.489371686,"fitted",2019-11-18
2019-11-22,145907.277777778,"actual",2019-11-18
2019-11-22,72415.3863548632,"counterfactual",2019-11-18
2019-11-22,161281.160554322,"fitted",2019-11-18
2019-11-23,248904.555555556,"actual",2019-11-18
2019-11-23,87023.6488051056,"counterfactual",2019-11-18
2019-11-23,228235.961903935,"fitted",2019-11-18
2019-11-24,126603.111111111,"actual",2019-11-18
2019-11-24,95707.9444662546,"counterfactual",2019-11-18
2019-11-24,122574.189924714,"fitted",2019-11-18
2019-11-25,100164.5,"actual",2019-11-25
2019-11-25,97630.4893716874,"counterfactual",2019-11-25
2019-11-25,75937.8326273923,"fitted",2019-11-25
2019-11-26,86095.4444444444,"actual",2019-11-25
2019-11-26,161281.160554323,"counterfactual",2019-11-25
2019-11-26,86771.2065287969,"fitted",2019-11-25
2019-11-27,83165.4444444444,"actual",2019-11-25
2019-11-27,228235.961903939,"counterfactual",2019-11-25
2019-11-27,92668.9853122807,"fitted",2019-11-25
2019-11-28,114608.888888889,"actual",2019-11-25
2019-11-28,122574.189924716,"counterfactual",2019-11-25
2019-11-28,93298.9575245711,"fitted",2019-11-25
2019-11-29,143261.611111111,"actual",2019-11-25
2019-11-29,75937.8326273929,"counterfactual",2019-11-25
2019-11-29,167596.5153572,"fitted",2019-11-25
2019-11-30,260995.222222222,"actual",2019-11-25
2019-11-30,86771.2065287982,"counterfactual",2019-11-25
2019-11-30,232884.607640264,"fitted",2019-11-25
2019-12-01,123025,"actual",2019-11-25
2019-12-01,92668.9853122817,"counterfactual",2019-11-25
2019-12-01,119268.099760566,"fitted",2019-11-25
2019-12-02,79401.5,"actual",2019-12-02
2019-12-02,93298.9575245719,"counterfactual",2019-12-02
2019-12-02,67625.460531983,"fitted",2019-12-02
2019-12-03,68080.0555555556,"actual",2019-12-02
2019-12-03,167596.515357201,"counterfactual",2019-12-02
2019-12-03,82438.5770368222,"fitted",2019-12-02
2019-12-04,89556.2222222222,"actual",2019-12-02
2019-12-04,232884.607640266,"counterfactual",2019-12-02
2019-12-04,91236.430119495,"fitted",2019-12-02
2019-12-05,103923.888888889,"actual",2019-12-02
2019-12-05,119268.099760567,"counterfactual",2019-12-02
2019-12-05,95530.1614036474,"fitted",2019-12-02
2019-12-06,165456.666666667,"actual",2019-12-02
2019-12-06,67625.460531984,"counterfactual",2019-12-02
2019-12-06,194146.49658544,"fitted",2019-12-02
2019-12-07,233797.611111111,"actual",2019-12-02
2019-12-07,82438.5770368236,"counterfactual",2019-12-02
2019-12-07,247227.611047821,"fitted",2019-12-02
2019-12-08,149142.5,"actual",2019-12-02
2019-12-08,91236.4301194954,"counterfactual",2019-12-02
2019-12-08,130591.682981454,"fitted",2019-12-02
2019-12-09,103616.777777778,"actual",2019-12-09
2019-12-09,95530.1614036481,"counterfactual",2019-12-09
2019-12-09,79973.0401540442,"fitted",2019-12-09
2019-12-10,100300.833333333,"actual",2019-12-09
2019-12-10,194146.496585444,"counterfactual",2019-12-09
2019-12-10,102670.907643308,"fitted",2019-12-09
2019-12-11,106844.555555556,"actual",2019-12-09
2019-12-11,247227.611047826,"counterfactual",2019-12-09
2019-12-11,115108.630081858,"fitted",2019-12-09
2019-12-12,89930.3888888889,"actual",2019-12-09
2019-12-12,130591.682981453,"counterfactual",2019-12-09
2019-12-12,108469.43102146,"fitted",2019-12-09
2019-12-13,207367.277777778,"actual",2019-12-09
2019-12-13,79973.040154045,"counterfactual",2019-12-09
2019-12-13,225307.117312735,"fitted",2019-12-09
2019-12-14,235904.444444444,"actual",2019-12-09
2019-12-14,102670.907643308,"counterfactual",2019-12-09
2019-12-14,261974.388701955,"fitted",2019-12-09
2019-12-15,144332.111111111,"actual",2019-12-09
2019-12-15,115108.630081859,"counterfactual",2019-12-09
2019-12-15,138113.877864342,"fitted",2019-12-09
2019-12-16,88533.2777777778,"actual",2019-12-16
2019-12-16,108469.431021462,"counterfactual",2019-12-16
2019-12-16,93982.6537069575,"fitted",2019-12-16
