"date","Sales","type","week"
2019-12-17,117191.833333333,"actual",2019-12-16
2019-12-17,225307.117312735,"counterfactual",2019-12-16
2019-12-17,114428.631392821,"fitted",2019-12-16
2019-12-18,131176.166666667,"actual",2019-12-16
2019-12-18,261974.388701957,"counterfactual",2019-12-16
2019-12-18,132235.389453881,"fitted",2019-12-16
2019-12-19,127922.166666667,"actual",2019-12-16
2019-12-19,138113.877864344,"counterfactual",2019-12-16
2019-12-19,127002.993031235,"fitted",2019-12-16
2019-12-20,212482.777777778,"actual",2019-12-16
2019-12-20,93982.6537069585,"counterfactual",2019-12-16
2019-12-20,225068.831524934,"fitted",2019-12-16
2019-12-21,251020.5,"actual",2019-12-16
2019-12-21,114428.631392822,"counterfactual",2019-12-16
2019-12-21,254747.542132306,"fitted",2019-12-16
2019-12-22,144580.944444444,"actual",2019-12-16
2019-12-22,132235.389453883,"counterfactual",2019-12-16
2019-12-22,130967.483398813,"fitted",2019-12-16
2019-12-23,115929.833333333,"actual",2019-12-23
2019-12-23,127002.993031235,"counterfactual",2019-12-23
2019-12-23,103528.937510176,"fitted",2019-12-23
2019-12-24,105932.666666667,"actual",2019-12-23
2019-12-24,225068.831524938,"counterfactual",2019-12-23
2019-12-24,111665.651214245,"fitted",2019-12-23
2019-12-25,137973.666666667,"actual",2019-12-23
2019-12-25,254747.542132307,"counterfactual",2019-12-23
2019-12-25,125588.188767267,"fitted",2019-12-23
2019-12-26,132099.777777778,"actual",2019-12-23
2019-12-26,130967.483398815,"counterfactual",2019-12-23
2019-12-26,146729.220144361,"fitted",2019-12-23
2019-12-27,180573,"actual",2019-12-23
2019-12-27,103528.937510177,"counterfactual",2019-12-23
2019-12-27,233071.11296091,"fitted",2019-12-23
2019-12-28,245947.222222222,"actual",2019-12-23
2019-12-28,111665.651214246,"counterfactual",2019-12-23
2019-12-28,255824.086425856,"fitted",2019-12-23
2019-12-29,255201.055555556,"actual",2019-12-23
2019-12-29,125588.188767269,"counterfactual",2019-12-23
2019-12-29,232342.504560455,"fitted",2019-12-23
2019-12-30,218418.611111111,"actual",2019-12-30
2019-12-30,146729.220144364,"counterfactual",2019-12-30
2019-12-30,228464.485306433,"fitted",2019-12-30
2019-12-31,103586.777777778,"actual",2019-12-30
2019-12-31,233071.112960914,"counterfactual",2019-12-30
2019-12-31,88506.719364092,"fitted",2019-12-30
2020-01-01,87528.2777777778,"actual",2019-12-30
2020-01-01,255824.08642586,"counterfactual",2019-12-30
2020-01-01,46825.9913189411,"fitted",2019-12-30
2020-01-02,189260.5,"actual",2019-12-30
2020-01-02,232342.504560457,"counterfactual",2019-12-30
2020-01-02,163331.633399758,"fitted",2019-12-30
2020-01-03,189119.888888889,"actual",2019-12-30
2020-01-03,228464.485306435,"counterfactual",2019-12-30
2020-01-03,185790.674548227,"fitted",2019-12-30
2020-01-04,158220.777777778,"actual",2019-12-30
2020-01-04,88506.7193640934,"counterfactual",2019-12-30
2020-01-04,187769.163640175,"fitted",2019-12-30
2020-01-05,98980.2777777778,"actual",2019-12-30
2020-01-05,46825.9913189418,"counterfactual",2019-12-30
2020-01-05,101927.614407172,"fitted",2019-12-30
2020-01-06,64080.8333333333,"actual",2020-01-06
2020-01-06,163331.63339976,"counterfactual",2020-01-06
2020-01-06,68539.4636976303,"fitted",2020-01-06
2020-01-07,54773.1666666667,"actual",2020-01-06
2020-01-07,185790.67454823,"counterfactual",2020-01-06
2020-01-07,65542.4756752323,"fitted",2020-01-06
2020-01-08,76449,"actual",2020-01-06
2020-01-08,187769.163640179,"counterfactual",2020-01-06
2020-01-08,71091.5358428,"fitted",2020-01-06
2020-01-09,65027.5,"actual",2020-01-06
2020-01-09,101927.614407172,"counterfactual",2020-01-06
2020-01-09,77049.1060957054,"fitted",2020-01-06
2020-01-10,104011.888888889,"actual",2020-01-06
2020-01-10,68539.4636976311,"counterfactual",2020-01-06
2020-01-10,134304.342852933,"fitted",2020-01-06
2020-01-11,152195.666666667,"actual",2020-01-06
2020-01-11,65542.4756752328,"counterfactual",2020-01-06
2020-01-11,184513.348259688,"fitted",2020-01-06
2020-01-12,172231.388888889,"actual",2020-01-06
2020-01-12,71091.5358428014,"counterfactual",2020-01-06
2020-01-12,183269.633379799,"fitted",2020-01-06
2020-01-13,92965.5555555556,"actual",2020-01-13
2020-01-13,77049.1060957065,"counterfactual",2020-01-13
2020-01-13,95991.6967458125,"fitted",2020-01-13
2020-01-14,60144.1111111111,"actual",2020-01-13
2020-01-14,134304.342852933,"counterfactual",2020-01-13
2020-01-14,70822.2682115677,"fitted",2020-01-13
2020-01-15,96263.8333333333,"actual",2020-01-13
2020-01-15,184513.348259689,"counterfactual",2020-01-13
2020-01-15,92337.6584882934,"fitted",2020-01-13
2020-01-16,85769.4444444444,"actual",2020-01-13
2020-01-16,183269.633379799,"counterfactual",2020-01-13
2020-01-16,87115.1049229794,"fitted",2020-01-13
2020-01-17,133552.611111111,"actual",2020-01-13
2020-01-17,95991.6967458137,"counterfactual",2020-01-13
2020-01-17,151512.874252422,"fitted",2020-01-13
2020-01-18,181554.5,"actual",2020-01-13
2020-01-18,70822.268211568,"counterfactual",2020-01-13
2020-01-18,198649.666245271,"fitted",2020-01-13
2020-01-19,112207,"actual",2020-01-13
2020-01-19,92337.6584882945,"counterfactual",2020-01-13
2020-01-19,116341.471573276,"fitted",2020-01-13
2020-01-20,74600.5,"actual",2020-01-20
2020-01-20,87115.1049229805,"counterfactual",2020-01-20
2020-01-20,71232.7082476333,"fitted",2020-01-20
2020-01-21,76288.5,"actual",2020-01-20
2020-01-21,151512.874252422,"counterfactual",2020-01-20
2020-01-21,83599.684899424,"fitted",2020-01-20
2020-01-22,96105.5,"actual",2020-01-20
2020-01-22,198649.666245274,"counterfactual",2020-01-20
2020-01-22,91662.6498941605,"fitted",2020-01-20
2020-01-23,78174.3888888889,"actual",2020-01-20
2020-01-23,116341.471573277,"counterfactual",2020-01-20
2020-01-23,88918.4029630336,"fitted",2020-01-20
2020-01-24,145082.388888889,"actual",2020-01-20
2020-01-24,71232.7082476338,"counterfactual",2020-01-20
2020-01-24,167710.992074846,"fitted",2020-01-20
2020-01-25,217492.222222222,"actual",2020-01-20
2020-01-25,83599.6848994243,"counterfactual",2020-01-20
2020-01-25,223416.086158845,"fitted",2020-01-20
2020-01-26,98261.2777777778,"actual",2020-01-20
2020-01-26,91662.6498941614,"counterfactual",2020-01-20
2020-01-26,113093.580536637,"fitted",2020-01-20
2020-01-27,78624.3888888889,"actual",2020-01-27
2020-01-27,88918.4029630347,"counterfactual",2020-01-27
2020-01-27,70091.7910561914,"fitted",2020-01-27
2020-01-28,56241.2222222222,"actual",2020-01-27
2020-01-28,167710.992074847,"counterfactual",2020-01-27
2020-01-28,78619.2677767107,"fitted",2020-01-27
2020-01-29,77910.0555555556,"actual",2020-01-27
2020-01-29,223416.086158847,"counterfactual",2020-01-27
2020-01-29,93698.6903411258,"fitted",2020-01-27
2020-01-30,85462.2777777778,"actual",2020-01-27
2020-01-30,113093.580536639,"counterfactual",2020-01-27
2020-01-30,90389.1501445454,"fitted",2020-01-27
2020-01-31,124855.888888889,"actual",2020-01-27
2020-01-31,70091.7910561923,"counterfactual",2020-01-27
2020-01-31,157716.016098045,"fitted",2020-01-27
2020-02-01,151660.444444444,"actual",2020-01-27
2020-02-01,78619.2677767128,"counterfactual",2020-01-27
2020-02-01,192598.064927487,"fitted",2020-01-27
2020-02-02,113713.166666667,"actual",2020-01-27
2020-02-02,93698.6903411273,"counterfactual",2020-01-27
2020-02-02,112525.554712639,"fitted",2020-01-27
2020-02-03,66047.3888888889,"actual",2020-02-03
2020-02-03,90389.150144546,"counterfactual",2020-02-03
2020-02-03,66779.6632859184,"fitted",2020-02-03
2020-02-04,65525.0555555556,"actual",2020-02-03
2020-02-04,157716.016098049,"counterfactual",2020-02-03
2020-02-04,76890.1275122778,"fitted",2020-02-03
2020-02-05,71679.8888888889,"actual",2020-02-03
2020-02-05,192598.064927489,"counterfactual",2020-02-03
2020-02-05,84312.8147386485,"fitted",2020-02-03
2020-02-06,75217.8333333333,"actual",2020-02-03
2020-02-06,112525.55471264,"counterfactual",2020-02-03
2020-02-06,83741.3195672772,"fitted",2020-02-03
2020-02-07,117915.944444444,"actual",2020-02-03
2020-02-07,66779.663285919,"counterfactual",2020-02-03
2020-02-07,140713.213469453,"fitted",2020-02-03
2020-02-08,211291.666666667,"actual",2020-02-03
2020-02-08,76890.1275122792,"counterfactual",2020-02-03
2020-02-08,203436.142146734,"fitted",2020-02-03
2020-02-09,129599.333333333,"actual",2020-02-03
2020-02-09,84312.8147386499,"counterfactual",2020-02-03
2020-02-09,120229.145234241,"fitted",2020-02-03
2020-02-10,114618.111111111,"actual",2020-02-10
2020-02-10,83741.3195672783,"counterfactual",2020-02-10
2020-02-10,118026.413808572,"fitted",2020-02-10
2020-02-11,96088.2222222222,"actual",2020-02-10
2020-02-11,140713.213469455,"counterfactual",2020-02-10
2020-02-11,102076.220735937,"fitted",2020-02-10
2020-02-12,95625.2777777778,"actual",2020-02-10
2020-02-12,203436.142146737,"counterfactual",2020-02-10
2020-02-12,84757.9225299932,"fitted",2020-02-10
2020-02-13,83321.5,"actual",2020-02-10
2020-02-13,120229.145234241,"counterfactual",2020-02-10
2020-02-13,88010.6658859821,"fitted",2020-02-10
2020-02-14,117926.055555556,"actual",2020-02-10
2020-02-14,118026.413808572,"counterfactual",2020-02-10
2020-02-14,138926.885562134,"fitted",2020-02-10
2020-02-15,168970.444444444,"actual",2020-02-10
2020-02-15,102076.220735938,"counterfactual",2020-02-10
2020-02-15,193656.321158116,"fitted",2020-02-10
2020-02-16,91624.3888888889,"actual",2020-02-10
2020-02-16,84757.9225299944,"counterfactual",2020-02-10
2020-02-16,105360.362591722,"fitted",2020-02-10
2020-02-17,75105.0555555556,"actual",2020-02-17
2020-02-17,88010.6658859827,"counterfactual",2020-02-17
2020-02-17,67888.1491841167,"fitted",2020-02-17
2020-02-18,72524.5,"actual",2020-02-17
2020-02-18,138926.885562137,"counterfactual",2020-02-17
2020-02-18,84391.0019334329,"fitted",2020-02-17
2020-02-19,86890.3888888889,"actual",2020-02-17
2020-02-19,193656.321158117,"counterfactual",2020-02-17
2020-02-19,91394.4694772789,"fitted",2020-02-17
2020-02-20,77384.7222222222,"actual",2020-02-17
2020-02-20,105360.362591724,"counterfactual",2020-02-17
2020-02-20,91762.0000295131,"fitted",2020-02-17
2020-02-21,116190.611111111,"actual",2020-02-17
2020-02-21,67888.1491841177,"counterfactual",2020-02-17
2020-02-21,144980.87117407,"fitted",2020-02-17
2020-02-22,165627.722222222,"actual",2020-02-17
2020-02-22,84391.0019334341,"counterfactual",2020-02-17
2020-02-22,199572.812021721,"fitted",2020-02-17
2020-02-23,165128.277777778,"actual",2020-02-17
2020-02-23,91394.4694772797,"counterfactual",2020-02-17
2020-02-23,172568.298038757,"fitted",2020-02-17
2020-02-24,110636.666666667,"actual",2020-02-24
2020-02-24,91762.0000295138,"counterfactual",2020-02-24
2020-02-24,99801.918698976,"fitted",2020-02-24
2020-02-25,89984,"actual",2020-02-24
2020-02-25,144980.871174072,"counterfactual",2020-02-24
2020-02-25,78543.9732529423,"fitted",2020-02-24
2020-02-26,93474.1666666667,"actual",2020-02-24
2020-02-26,199572.812021723,"counterfactual",2020-02-24
2020-02-26,91706.4687768084,"fitted",2020-02-24
2020-02-27,58717.1111111111,"actual",2020-02-24
2020-02-27,172568.298038758,"counterfactual",2020-02-24
2020-02-27,78455.1301518689,"fitted",2020-02-24
2020-02-28,120452.444444444,"actual",2020-02-24
2020-02-28,99801.9186989769,"counterfactual",2020-02-24
2020-02-28,127559.510101829,"fitted",2020-02-24
2020-02-29,151924,"actual",2020-02-24
2020-02-29,78543.973252943,"counterfactual",2020-02-24
2020-02-29,167366.864940257,"fitted",2020-02-24
2020-03-01,104749.833333333,"actual",2020-02-24
2020-03-01,91706.46877681,"counterfactual",2020-02-24
2020-03-01,102203.717146919,"fitted",2020-02-24
2020-03-02,59092.1111111111,"actual",2020-03-02
2020-03-02,78455.1301518702,"counterfactual",2020-03-02
2020-03-02,57107.2730762302,"fitted",2020-03-02
2020-03-03,67424.7222222222,"actual",2020-03-02
2020-03-03,127559.51010183,"counterfactual",2020-03-02
2020-03-03,69530.9590280955,"fitted",2020-03-02
2020-03-04,59549.3333333333,"actual",2020-03-02
2020-03-04,167366.864940259,"counterfactual",2020-03-02
2020-03-04,66419.0652338986,"fitted",2020-03-02
2020-03-05,88346.1111111111,"actual",2020-03-02
2020-03-05,102203.71714692,"counterfactual",2020-03-02
2020-03-05,75454.7527892554,"fitted",2020-03-02
2020-03-06,85978.5,"actual",2020-03-02
2020-03-06,57107.2730762308,"counterfactual",2020-03-02
2020-03-06,107752.332706802,"fitted",2020-03-02
2020-03-07,127074.666666667,"actual",2020-03-02
2020-03-07,69530.9590280962,"counterfactual",2020-03-02
2020-03-07,154559.575366799,"fitted",2020-03-02
2020-03-08,95214.6111111111,"actual",2020-03-02
2020-03-08,66419.0652338994,"counterfactual",2020-03-02
2020-03-08,92691.0407423572,"fitted",2020-03-02
2020-03-09,64780.0555555556,"actual",2020-03-09
2020-03-09,75454.7527892559,"counterfactual",2020-03-09
2020-03-09,60601.8523815318,"fitted",2020-03-09
2020-03-10,43667.8888888889,"actual",2020-03-09
2020-03-10,107752.332706803,"counterfactual",2020-03-09
2020-03-10,67375.1524808816,"fitted",2020-03-09
2020-03-11,66147.7777777778,"actual",2020-03-09
2020-03-11,154559.575366801,"counterfactual",2020-03-09
2020-03-11,78664.8795074273,"fitted",2020-03-09
2020-03-12,77834.0555555556,"actual",2020-03-09
2020-03-12,92691.0407423584,"counterfactual",2020-03-09
2020-03-12,80937.8784336898,"fitted",2020-03-09
2020-03-13,91839.8333333333,"actual",2020-03-09
2020-03-13,60601.8523815328,"counterfactual",2020-03-09
2020-03-13,126350.646569651,"fitted",2020-03-09
2020-03-14,174282.388888889,"actual",2020-03-09
2020-03-14,67375.1524808819,"counterfactual",2020-03-09
2020-03-14,165898.601915587,"fitted",2020-03-09
2020-03-15,114387.833333333,"actual",2020-03-09
2020-03-15,78664.8795074287,"counterfactual",2020-03-09
2020-03-15,109727.934361865,"fitted",2020-03-09
2020-03-16,74935.4444444444,"actual",2020-03-16
2020-03-16,80937.8784336914,"counterfactual",2020-03-16
2020-03-16,65804.3778421808,"fitted",2020-03-16
2020-03-17,81880.9444444444,"actual",2020-03-16
2020-03-17,126350.646569652,"counterfactual",2020-03-16
2020-03-17,81718.7850128843,"fitted",2020-03-16
2020-03-18,77525.5,"actual",2020-03-16
2020-03-18,165898.601915587,"counterfactual",2020-03-16
2020-03-18,88165.4899946027,"fitted",2020-03-16
2020-03-19,133974.444444444,"actual",2020-03-16
2020-03-19,109727.934361865,"counterfactual",2020-03-16
2020-03-19,135883.787226769,"fitted",2020-03-16
2020-03-20,177545.055555556,"actual",2020-03-16
2020-03-20,65804.3778421813,"counterfactual",2020-03-16
2020-03-20,163065.157671983,"fitted",2020-03-16
2020-03-21,169557.611111111,"actual",2020-03-16
2020-03-21,81718.7850128853,"counterfactual",2020-03-16
2020-03-21,182244.026990531,"fitted",2020-03-16
2020-03-22,113698.555555556,"actual",2020-03-16
2020-03-22,88165.4899946037,"counterfactual",2020-03-16
2020-03-22,110724.324919081,"fitted",2020-03-16
2020-03-23,74017.1666666667,"actual",2020-03-23
2020-03-23,135883.78722677,"counterfactual",2020-03-23
2020-03-23,69934.3515512248,"fitted",2020-03-23
2020-03-24,69289.1666666667,"actual",2020-03-23
2020-03-24,163065.157671983,"counterfactual",2020-03-23
2020-03-24,86607.1022442857,"fitted",2020-03-23
2020-03-25,98927.4444444444,"actual",2020-03-23
2020-03-25,182244.026990533,"counterfactual",2020-03-23
2020-03-25,98151.7389121938,"fitted",2020-03-23
2020-03-26,114374.888888889,"actual",2020-03-23
2020-03-26,110724.324919083,"counterfactual",2020-03-23
2020-03-26,97430.2139279076,"fitted",2020-03-23
2020-03-27,125945.111111111,"actual",2020-03-23
2020-03-27,69934.3515512256,"counterfactual",2020-03-23
2020-03-27,136618.005608452,"fitted",2020-03-23
2020-03-28,135634.222222222,"actual",2020-03-23
2020-03-28,86607.1022442859,"counterfactual",2020-03-23
2020-03-28,153026.547113037,"fitted",2020-03-23
2020-03-29,81604.3888888889,"actual",2020-03-23
2020-03-29,98151.7389121947,"counterfactual",2020-03-23
2020-03-29,78277.3192639985,"fitted",2020-03-23
2020-03-30,71915.6111111111,"actual",2020-03-30
2020-03-30,97430.2139279091,"counterfactual",2020-03-30
2020-03-30,62285.4401941083,"fitted",2020-03-30
2020-03-31,51650.0555555556,"actual",2020-03-30
2020-03-31,136618.005608453,"counterfactual",2020-03-30
2020-03-31,65458.329757894,"fitted",2020-03-30
2020-04-01,35336.5,"actual",2020-03-30
2020-04-01,153026.547113041,"counterfactual",2020-03-30
2020-04-01,47378.575078196,"fitted",2020-03-30
2020-04-02,34929.9444444444,"actual",2020-03-30
2020-04-02,78277.3192639995,"counterfactual",2020-03-30
2020-04-02,47895.3740050466,"fitted",2020-03-30
2020-04-03,52285.3333333333,"actual",2020-03-30
2020-04-03,62285.4401941087,"counterfactual",2020-03-30
2020-04-03,67618.0741228342,"fitted",2020-03-30
2020-04-04,75030.6111111111,"actual",2020-03-30
2020-04-04,65458.3297578942,"counterfactual",2020-03-30
2020-04-04,90189.2751124302,"fitted",2020-03-30
2020-04-05,46465.9444444444,"actual",2020-03-30
2020-04-05,47378.575078196,"counterfactual",2020-03-30
2020-04-05,57210.6238994613,"fitted",2020-03-30
2020-04-06,32615.6666666667,"actual",2020-04-06
2020-04-06,47895.3740050469,"counterfactual",2020-04-06
2020-04-06,35225.2997802519,"fitted",2020-04-06
2020-04-07,27481.0555555556,"actual",2020-04-06
2020-04-07,67618.0741228342,"counterfactual",2020-04-06
2020-04-07,38221.4063515628,"fitted",2020-04-06
2020-04-08,43212.6666666667,"actual",2020-04-06
2020-04-08,90189.2751124308,"counterfactual",2020-04-06
2020-04-08,41084.6757215284,"fitted",2020-04-06
2020-04-09,28825,"actual",2020-04-06
2020-04-09,57210.6238994616,"counterfactual",2020-04-06
2020-04-09,35091.9541550187,"fitted",2020-04-06
2020-04-10,35439.9444444444,"actual",2020-04-06
2020-04-10,35225.299780252,"counterfactual",2020-04-06
2020-04-10,52106.1490627763,"fitted",2020-04-06
2020-04-11,46572.8888888889,"actual",2020-04-06
2020-04-11,38221.4063515629,"counterfactual",2020-04-06
2020-04-11,62446.8371166624,"fitted",2020-04-06
2020-04-12,49301.7777777778,"actual",2020-04-06
2020-04-12,41084.6757215285,"counterfactual",2020-04-06
2020-04-12,39639.5573414131,"fitted",2020-04-06
2020-04-13,24287.3333333333,"actual",2020-04-13
2020-04-13,35091.9541550187,"counterfactual",2020-04-13
2020-04-13,20419.0761316676,"fitted",2020-04-13
2020-04-14,21471.8333333333,"actual",2020-04-13
2020-04-14,52106.1490627764,"counterfactual",2020-04-13
2020-04-14,28505.481098003,"fitted",2020-04-13
2020-04-15,33470.5555555556,"actual",2020-04-13
2020-04-15,62446.8371166629,"counterfactual",2020-04-13
2020-04-15,34989.9971547966,"fitted",2020-04-13
2020-04-16,26151.5,"actual",2020-04-13
2020-04-16,39639.5573414135,"counterfactual",2020-04-13
2020-04-16,31249.4607220531,"fitted",2020-04-13
2020-04-17,29514.3333333333,"actual",2020-04-13
2020-04-17,20419.0761316677,"counterfactual",2020-04-13
2020-04-17,39074.7492695751,"fitted",2020-04-13
2020-04-18,43342.5,"actual",2020-04-13
2020-04-18,28505.4810980032,"counterfactual",2020-04-13
2020-04-18,45222.7385480491,"fitted",2020-04-13
2020-04-19,33731.3888888889,"actual",2020-04-13
2020-04-19,34989.9971547966,"counterfactual",2020-04-13
2020-04-19,37648.9583654758,"fitted",2020-04-13
2020-04-20,17713.8333333333,"actual",2020-04-20
2020-04-20,31249.4607220535,"counterfactual",2020-04-20
2020-04-20,18991.741724144,"fitted",2020-04-20
2020-04-21,19500.8888888889,"actual",2020-04-20
2020-04-21,39074.7492695757,"counterfactual",2020-04-20
2020-04-21,23742.537027941,"fitted",2020-04-20
2020-04-22,27455.6666666667,"actual",2020-04-20
2020-04-22,45222.7385480497,"counterfactual",2020-04-20
2020-04-22,27396.3690324572,"fitted",2020-04-20
2020-04-23,33510.9444444444,"actual",2020-04-20
2020-04-23,37648.9583654765,"counterfactual",2020-04-20
2020-04-23,29910.9784790923,"fitted",2020-04-20
2020-04-24,51832.5,"actual",2020-04-20
2020-04-24,18991.7417241444,"counterfactual",2020-04-20
2020-04-24,40515.7222741067,"fitted",2020-04-20
2020-04-25,47893.7222222222,"actual",2020-04-20
2020-04-25,23742.5370279415,"counterfactual",2020-04-20
2020-04-25,50293.2325085702,"fitted",2020-04-20
2020-04-26,58393.8333333333,"actual",2020-04-20
2020-04-26,27396.3690324577,"counterfactual",2020-04-20
2020-04-26,37965.5242071558,"fitted",2020-04-20
2020-04-27,28247.8888888889,"actual",2020-04-27
2020-04-27,29910.9784790929,"counterfactual",2020-04-27
2020-04-27,21175.268795465,"fitted",2020-04-27
2020-04-28,23289.5,"actual",2020-04-27
2020-04-28,40515.7222741075,"counterfactual",2020-04-27
2020-04-28,29045.4611239803,"fitted",2020-04-27
2020-04-29,50917.3333333333,"actual",2020-04-27
2020-04-29,50293.2325085709,"counterfactual",2020-04-27
2020-04-29,36665.3374514387,"fitted",2020-04-27
2020-04-30,34174.9444444444,"actual",2020-04-27
2020-04-30,37965.5242071566,"counterfactual",2020-04-27
2020-04-30,29456.0602573537,"fitted",2020-04-27
2020-05-01,34781.2222222222,"actual",2020-04-27
2020-05-01,21175.2687954654,"counterfactual",2020-04-27
2020-05-01,37605.4421176116,"fitted",2020-04-27
2020-05-02,50861.2777777778,"actual",2020-04-27
2020-05-02,29045.4611239809,"counterfactual",2020-04-27
2020-05-02,47691.4938470298,"fitted",2020-04-27
2020-05-03,48906.5555555556,"actual",2020-04-27
2020-05-03,36665.3374514396,"counterfactual",2020-04-27
2020-05-03,44827.5883749788,"fitted",2020-04-27
2020-05-04,67501.5,"actual",2020-05-04
2020-05-04,29456.0602573543,"counterfactual",2020-05-04
2020-05-04,45555.7179570038,"fitted",2020-05-04
2020-05-05,54257.3888888889,"actual",2020-05-04
2020-05-05,37605.4421176123,"counterfactual",2020-05-04
2020-05-05,53166.4934449203,"fitted",2020-05-04
2020-05-06,42655.1111111111,"actual",2020-05-04
2020-05-06,47691.4938470308,"counterfactual",2020-05-04
2020-05-06,37827.5134024422,"fitted",2020-05-04
2020-05-07,33009.7777777778,"actual",2020-05-04
2020-05-07,44827.5883749795,"counterfactual",2020-05-04
2020-05-07,29243.8399659809,"fitted",2020-05-04
2020-05-08,31810.1111111111,"actual",2020-05-04
2020-05-08,45555.7179570047,"counterfactual",2020-05-04
2020-05-08,41315.1580171186,"fitted",2020-05-04
2020-05-09,53064.2222222222,"actual",2020-05-04
2020-05-09,53166.4934449214,"counterfactual",2020-05-04
2020-05-09,60468.1650887315,"fitted",2020-05-04
2020-05-10,61942,"actual",2020-05-04
2020-05-10,37827.513402443,"counterfactual",2020-05-04
2020-05-10,58660.2750078884,"fitted",2020-05-04
2020-05-11,28239,"actual",2020-05-11
2020-05-11,29243.8399659815,"counterfactual",2020-05-11
2020-05-11,26572.5142204018,"fitted",2020-05-11
2020-05-12,17426.7777777778,"actual",2020-05-11
2020-05-12,41315.1580171195,"counterfactual",2020-05-11
2020-05-12,28322.2382528261,"fitted",2020-05-11
2020-05-13,34074.7777777778,"actual",2020-05-11
2020-05-13,60468.1650887327,"counterfactual",2020-05-11
2020-05-13,33794.9073854415,"fitted",2020-05-11
2020-05-14,31197.7222222222,"actual",2020-05-11
2020-05-14,58660.2750078898,"counterfactual",2020-05-11
2020-05-14,38250.0521161872,"fitted",2020-05-11
2020-05-15,43217.7222222222,"actual",2020-05-11
2020-05-15,26572.5142204023,"counterfactual",2020-05-11
2020-05-15,52670.1211681551,"fitted",2020-05-11
2020-05-16,77171.4444444444,"actual",2020-05-11
2020-05-16,28322.2382528267,"counterfactual",2020-05-11
2020-05-16,75949.9562430413,"fitted",2020-05-11
2020-05-17,61241.7222222222,"actual",2020-05-11
2020-05-17,33794.9073854421,"counterfactual",2020-05-11
2020-05-17,58108.4749432059,"fitted",2020-05-11
2020-05-18,37684.1111111111,"actual",2020-05-18
2020-05-18,38250.052116188,"counterfactual",2020-05-18
2020-05-18,31357.2664430947,"fitted",2020-05-18
2020-05-19,18873.9444444444,"actual",2020-05-18
2020-05-19,52670.1211681556,"counterfactual",2020-05-18
2020-05-19,34683.6299740671,"fitted",2020-05-18
2020-05-20,35611.3888888889,"actual",2020-05-18
2020-05-20,75949.9562430421,"counterfactual",2020-05-18
2020-05-20,39561.8829123368,"fitted",2020-05-18
2020-05-21,34022.8888888889,"actual",2020-05-18
2020-05-21,58108.4749432067,"counterfactual",2020-05-18
2020-05-21,40880.959155371,"fitted",2020-05-18
2020-05-22,34715.3888888889,"actual",2020-05-18
2020-05-22,31357.2664430952,"counterfactual",2020-05-18
2020-05-22,57725.9412798886,"fitted",2020-05-18
2020-05-23,68619.8333333333,"actual",2020-05-18
2020-05-23,34683.6299740672,"counterfactual",2020-05-18
2020-05-23,88144.3949945057,"fitted",2020-05-18
2020-05-24,71508.1111111111,"actual",2020-05-18
2020-05-24,39561.8829123372,"counterfactual",2020-05-18
2020-05-24,65152.9905920569,"fitted",2020-05-18
2020-05-25,42222.0555555556,"actual",2020-05-25
2020-05-25,40880.9591553713,"counterfactual",2020-05-25
2020-05-25,36938.5428287982,"fitted",2020-05-25
2020-05-26,26326.1111111111,"actual",2020-05-25
2020-05-26,57725.9412798894,"counterfactual",2020-05-25
2020-05-26,41106.46838122,"fitted",2020-05-25
2020-05-27,36629.1666666667,"actual",2020-05-25
2020-05-27,88144.3949945066,"counterfactual",2020-05-25
2020-05-27,48056.8279178227,"fitted",2020-05-25
2020-05-28,46144.7222222222,"actual",2020-05-25
2020-05-28,65152.9905920576,"counterfactual",2020-05-25
2020-05-28,50591.0838179119,"fitted",2020-05-25
2020-05-29,55358.8888888889,"actual",2020-05-25
2020-05-29,36938.5428287987,"counterfactual",2020-05-25
2020-05-29,78018.2885661914,"fitted",2020-05-25
2020-05-30,100022,"actual",2020-05-25
2020-05-30,41106.4683812204,"counterfactual",2020-05-25
2020-05-30,115947.987833027,"fitted",2020-05-25
2020-05-31,65858.8333333333,"actual",2020-05-25
2020-05-31,48056.827917823,"counterfactual",2020-05-25
2020-05-31,71058.839189842,"fitted",2020-05-25
2020-06-01,35916.5555555556,"actual",2020-06-01
2020-06-01,50591.083817912,"counterfactual",2020-06-01
2020-06-01,40018.1925914294,"fitted",2020-06-01
2020-06-02,39914.1111111111,"actual",2020-06-01
2020-06-02,78018.2885661923,"counterfactual",2020-06-01
2020-06-02,46884.6489048033,"fitted",2020-06-01
2020-06-03,49424.5,"actual",2020-06-01
2020-06-03,115947.987833028,"counterfactual",2020-06-01
2020-06-03,51956.7002718143,"fitted",2020-06-01
2020-06-04,52364.2222222222,"actual",2020-06-01
2020-06-04,71058.8391898431,"counterfactual",2020-06-01
2020-06-04,55409.5280517526,"fitted",2020-06-01
2020-06-05,62007.8888888889,"actual",2020-06-01
2020-06-05,40018.1925914297,"counterfactual",2020-06-01
2020-06-05,88456.3097950339,"fitted",2020-06-01
2020-06-06,117555.111111111,"actual",2020-06-01
2020-06-06,46884.648904804,"counterfactual",2020-06-01
2020-06-06,128270.568545648,"fitted",2020-06-01
2020-06-07,79256.1111111111,"actual",2020-06-01
2020-06-07,51956.7002718149,"counterfactual",2020-06-01
2020-06-07,82254.1142302999,"fitted",2020-06-01
