mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53382409,19,19201,2019,02,0,0,14
53382409,19,19201,2019,02,2,0,10
53382419,19,19201,2019,02,0,0,32
53382419,19,19201,2019,02,0,2,26
53382419,19,19201,2019,02,1,0,23
53382419,19,19201,2019,02,1,2,16
53382419,19,19201,2019,02,2,0,26
53382419,19,19201,2019,02,2,2,19
53382429,19,19201,2019,02,0,0,52
53382429,19,19201,2019,02,0,1,20
53382429,19,19201,2019,02,0,2,41
53382429,19,19201,2019,02,1,0,24
53382429,19,19201,2019,02,1,1,13
53382429,19,19201,2019,02,1,2,21
53382429,19,19201,2019,02,2,0,33
53382429,19,19201,2019,02,2,1,15
53382429,19,19201,2019,02,2,2,27
53382438,19,19201,2019,02,0,0,57
53382438,19,19201,2019,02,0,1,27
53382438,19,19201,2019,02,0,2,44
53382438,19,19201,2019,02,1,0,142
53382438,19,19201,2019,02,1,2,57
53382438,19,19201,2019,02,2,0,115
53382438,19,19201,2019,02,2,1,10
53382438,19,19201,2019,02,2,2,53
53382439,19,19201,2019,02,0,0,69
53382439,19,19201,2019,02,0,1,13
53382439,19,19201,2019,02,0,2,46
53382439,19,19201,2019,02,1,0,64
53382439,19,19201,2019,02,1,2,36
53382439,19,19201,2019,02,2,0,66
53382439,19,19201,2019,02,2,2,39
53382447,19,19201,2019,02,0,0,41
53382447,19,19201,2019,02,0,2,27
53382447,19,19201,2019,02,1,0,96
53382447,19,19201,2019,02,1,2,37
53382447,19,19201,2019,02,2,0,78
53382447,19,19201,2019,02,2,2,34
53382448,19,19201,2019,02,0,0,19
53382448,19,19201,2019,02,0,2,16
53382448,19,19201,2019,02,1,0,10
53382448,19,19201,2019,02,2,0,13
53382448,19,19201,2019,02,2,2,10
53382467,19,19201,2019,02,0,0,13
53382467,19,19201,2019,02,0,1,16
53382467,19,19201,2019,02,0,2,14
53382467,19,19201,2019,02,1,0,13
53382467,19,19201,2019,02,1,2,10
53382467,19,19201,2019,02,2,0,13
53382467,19,19201,2019,02,2,1,11
53382467,19,19201,2019,02,2,2,11
53382477,19,19201,2019,02,0,0,23
53382477,19,19201,2019,02,0,2,20
53382477,19,19201,2019,02,1,0,32
53382477,19,19201,2019,02,1,1,14
53382477,19,19201,2019,02,1,2,19
53382477,19,19201,2019,02,2,0,29
53382477,19,19201,2019,02,2,1,11
53382477,19,19201,2019,02,2,2,19
53382486,19,19201,2019,02,0,0,499
53382486,19,19201,2019,02,0,1,560
53382486,19,19201,2019,02,0,2,538
53382486,19,19201,2019,02,1,0,304
