mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53382419,19,19201,2019,12,0,0,55
53382419,19,19201,2019,12,0,1,19
53382419,19,19201,2019,12,0,2,49
53382419,19,19201,2019,12,1,0,26
53382419,19,19201,2019,12,1,1,19
53382419,19,19201,2019,12,1,2,23
53382419,19,19201,2019,12,2,0,35
53382419,19,19201,2019,12,2,1,19
53382419,19,19201,2019,12,2,2,30
53382429,19,19201,2019,12,0,0,30
53382429,19,19201,2019,12,0,2,20
53382429,19,19201,2019,12,1,0,18
53382429,19,19201,2019,12,1,2,14
53382429,19,19201,2019,12,2,0,21
53382429,19,19201,2019,12,2,2,16
53382438,19,19201,2019,12,0,0,46
53382438,19,19201,2019,12,0,2,27
53382438,19,19201,2019,12,1,0,48
53382438,19,19201,2019,12,1,1,19
53382438,19,19201,2019,12,1,2,35
53382438,19,19201,2019,12,2,0,47
53382438,19,19201,2019,12,2,1,14
53382438,19,19201,2019,12,2,2,33
53382439,19,19201,2019,12,0,0,49
53382439,19,19201,2019,12,0,2,34
53382439,19,19201,2019,12,1,0,89
53382439,19,19201,2019,12,1,1,19
53382439,19,19201,2019,12,1,2,48
53382439,19,19201,2019,12,2,0,77
53382439,19,19201,2019,12,2,1,14
53382439,19,19201,2019,12,2,2,44
53382447,19,19201,2019,12,0,0,44
53382447,19,19201,2019,12,0,1,19
53382447,19,19201,2019,12,0,2,29
53382447,19,19201,2019,12,1,0,24
53382447,19,19201,2019,12,1,1,18
53382447,19,19201,2019,12,1,2,23
53382447,19,19201,2019,12,2,0,30
53382447,19,19201,2019,12,2,1,18
53382447,19,19201,2019,12,2,2,25
53382477,19,19201,2019,12,0,0,52
53382477,19,19201,2019,12,0,1,34
53382477,19,19201,2019,12,0,2,34
53382477,19,19201,2019,12,1,0,68
53382477,19,19201,2019,12,1,1,35
53382477,19,19201,2019,12,1,2,44
53382477,19,19201,2019,12,2,0,63
53382477,19,19201,2019,12,2,1,35
53382477,19,19201,2019,12,2,2,41
53382486,19,19201,2019,12,0,0,620
53382486,19,19201,2019,12,0,1,680
53382486,19,19201,2019,12,0,2,663
53382486,19,19201,2019,12,1,0,474
53382486,19,19201,2019,12,1,1,663
53382486,19,19201,2019,12,1,2,570
53382486,19,19201,2019,12,2,0,517
53382486,19,19201,2019,12,2,1,668
53382486,19,19201,2019,12,2,2,597
53382487,19,19201,2019,12,0,0,462
53382487,19,19201,2019,12,0,1,455
53382487,19,19201,2019,12,0,2,471
53382487,19,19201,2019,12,1,0,397
53382487,19,19201,2019,12,1,1,426
53382487,19,19201,2019,12,1,2,408
53382487,19,19201,2019,12,2,0,416
53382487,19,19201,2019,12,2,1,434
53382487,19,19201,2019,12,2,2,426
53382488,19,19201,2019,12,0,0,34
53382488,19,19201,2019,12,0,1,24
53382488,19,19201,2019,12,0,2,27
53382488,19,19201,2019,12,1,0,35
53382488,19,19201,2019,12,1,1,52
53382488,19,19201,2019,12,1,2,41
53382488,19,19201,2019,12,2,0,35
53382488,19,19201,2019,12,2,1,44
53382488,19,19201,2019,12,2,2,37
53382496,19,19201,2019,12,0,0,146
53382496,19,19201,2019,12,0,1,252
53382496,19,19201,2019,12,0,2,207
53382496,19,19201,2019,12,1,0,94
53382496,19,19201,2019,12,1,1,265
53382496,19,19201,2019,12,1,2,192
53382496,19,19201,2019,12,2,0,109
53382496,19,19201,2019,12,2,1,261
53382496,19,19201,2019,12,2,2,196
53382497,19,19201,2019,12,0,0,229
53382497,19,19201,2019,12,0,1,289
53382497,19,19201,2019,12,0,2,265
53382497,19,19201,2019,12,1,0,192
53382497,19,19201,2019,12,1,1,308
53382497,19,19201,2019,12,1,2,242
53382497,19,19201,2019,12,2,0,203
53382497,19,19201,2019,12,2,1,303
53382497,19,19201,2019,12,2,2,248
53383405,19,19201,2019,12,0,0,34
53383405,19,19201,2019,12,0,1,99
53383405,19,19201,2019,12,0,2,85
53383405,19,19201,2019,12,1,0,79
53383405,19,19201,2019,12,1,1,113
53383405,19,19201,2019,12,1,2,88
53383405,19,19201,2019,12,2,0,66
53383405,19,19201,2019,12,2,1,109
53383405,19,19201,2019,12,2,2,87
53383406,19,19201,2019,12,0,0,67
53383406,19,19201,2019,12,0,1,66
53383406,19,19201,2019,12,0,2,63
53383406,19,19201,2019,12,1,0,108
53383406,19,19201,2019,12,1,1,60
53383406,19,19201,2019,12,1,2,73
53383406,19,19201,2019,12,2,0,96
53383406,19,19201,2019,12,2,1,62
53383406,19,19201,2019,12,2,2,70
53383415,19,19201,2019,12,0,0,567
53383415,19,19201,2019,12,0,1,360
53383415,19,19201,2019,12,0,2,424
53383415,19,19201,2019,12,1,0,1099
53383415,19,19201,2019,12,1,1,497
53383415,19,19201,2019,12,1,2,795
53383415,19,19201,2019,12,2,0,945
53383415,19,19201,2019,12,2,1,457
53383415,19,19201,2019,12,2,2,687
53383416,19,19201,2019,12,0,0,664
53383416,19,19201,2019,12,0,1,362
53383416,19,19201,2019,12,0,2,493
53383416,19,19201,2019,12,1,0,598
53383416,19,19201,2019,12,1,1,265
