mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53382409,19,19201,2019,01,0,0,14
53382409,19,19201,2019,01,0,2,14
53382409,19,19201,2019,01,1,2,10
53382409,19,19201,2019,01,2,0,11
53382409,19,19201,2019,01,2,2,11
53382419,19,19201,2019,01,0,0,27
53382419,19,19201,2019,01,0,2,22
53382419,19,19201,2019,01,1,0,31
53382419,19,19201,2019,01,1,2,16
53382419,19,19201,2019,01,2,0,30
53382419,19,19201,2019,01,2,2,18
53382429,19,19201,2019,01,0,0,40
53382429,19,19201,2019,01,0,2,26
53382429,19,19201,2019,01,1,0,24
53382429,19,19201,2019,01,1,1,10
53382429,19,19201,2019,01,1,2,22
53382429,19,19201,2019,01,2,0,29
53382429,19,19201,2019,01,2,2,23
53382438,19,19201,2019,01,0,0,61
53382438,19,19201,2019,01,0,1,14
53382438,19,19201,2019,01,0,2,43
53382438,19,19201,2019,01,1,0,158
53382438,19,19201,2019,01,1,1,14
53382438,19,19201,2019,01,1,2,76
53382438,19,19201,2019,01,2,0,127
53382438,19,19201,2019,01,2,1,14
53382438,19,19201,2019,01,2,2,65
53382439,19,19201,2019,01,0,0,62
53382439,19,19201,2019,01,0,1,11
53382439,19,19201,2019,01,0,2,39
53382439,19,19201,2019,01,1,0,43
53382439,19,19201,2019,01,1,2,30
53382439,19,19201,2019,01,2,0,49
53382439,19,19201,2019,01,2,1,10
53382439,19,19201,2019,01,2,2,33
53382447,19,19201,2019,01,0,0,41
53382447,19,19201,2019,01,0,2,20
53382447,19,19201,2019,01,1,0,31
53382447,19,19201,2019,01,1,2,19
53382447,19,19201,2019,01,2,0,34
53382447,19,19201,2019,01,2,2,20
53382448,19,19201,2019,01,0,0,12
53382467,19,19201,2019,01,0,0,10
53382467,19,19201,2019,01,0,1,11
53382467,19,19201,2019,01,0,2,13
53382467,19,19201,2019,01,1,0,12
53382467,19,19201,2019,01,1,1,19
53382467,19,19201,2019,01,1,2,14
53382467,19,19201,2019,01,2,0,11
53382467,19,19201,2019,01,2,1,16
53382467,19,19201,2019,01,2,2,14
53382477,19,19201,2019,01,0,0,33
53382477,19,19201,2019,01,0,1,14
53382477,19,19201,2019,01,0,2,24
53382477,19,19201,2019,01,1,0,16
53382477,19,19201,2019,01,1,1,15
53382477,19,19201,2019,01,1,2,15
53382477,19,19201,2019,01,2,0,22
53382477,19,19201,2019,01,2,1,14
53382477,19,19201,2019,01,2,2,18
53382486,19,19201,2019,01,0,0,481
53382486,19,19201,2019,01,0,1,502
53382486,19,19201,2019,01,0,2,510
53382486,19,19201,2019,01,1,0,340
53382486,19,19201,2019,01,1,1,499
53382486,19,19201,2019,01,1,2,408
53382486,19,19201,2019,01,2,0,385
53382486,19,19201,2019,01,2,1,500
53382486,19,19201,2019,01,2,2,441
53382487,19,19201,2019,01,0,0,453
53382487,19,19201,2019,01,0,1,446
53382487,19,19201,2019,01,0,2,441
53382487,19,19201,2019,01,1,0,348
53382487,19,19201,2019,01,1,1,429
53382487,19,19201,2019,01,1,2,370
53382487,19,19201,2019,01,2,0,382
53382487,19,19201,2019,01,2,1,434
53382487,19,19201,2019,01,2,2,393
53382488,19,19201,2019,01,0,0,19
53382488,19,19201,2019,01,0,1,18
53382488,19,19201,2019,01,0,2,20
53382488,19,19201,2019,01,1,0,36
53382488,19,19201,2019,01,1,1,38
53382488,19,19201,2019,01,1,2,41
53382488,19,19201,2019,01,2,0,30
53382488,19,19201,2019,01,2,1,31
53382488,19,19201,2019,01,2,2,35
53382496,19,19201,2019,01,0,0,167
53382496,19,19201,2019,01,0,1,320
53382496,19,19201,2019,01,0,2,241
53382496,19,19201,2019,01,1,0,93
53382496,19,19201,2019,01,1,1,250
53382496,19,19201,2019,01,1,2,173
53382496,19,19201,2019,01,2,0,117
53382496,19,19201,2019,01,2,1,272
53382496,19,19201,2019,01,2,2,195
53382497,19,19201,2019,01,0,0,347
53382497,19,19201,2019,01,0,1,307
53382497,19,19201,2019,01,0,2,297
53382497,19,19201,2019,01,1,0,278
53382497,19,19201,2019,01,1,1,292
53382497,19,19201,2019,01,1,2,264
53382497,19,19201,2019,01,2,0,300
53382497,19,19201,2019,01,2,1,297
53382497,19,19201,2019,01,2,2,275
53383405,19,19201,2019,01,0,0,69
53383405,19,19201,2019,01,0,1,13
53383405,19,19201,2019,01,0,2,53
53383405,19,19201,2019,01,1,0,92
53383405,19,19201,2019,01,1,1,41
53383405,19,19201,2019,01,1,2,76
53383405,19,19201,2019,01,2,0,85
53383405,19,19201,2019,01,2,1,32
53383405,19,19201,2019,01,2,2,68
53383406,19,19201,2019,01,0,0,103
53383406,19,19201,2019,01,0,1,141
53383406,19,19201,2019,01,0,2,98
53383406,19,19201,2019,01,1,0,74
53383406,19,19201,2019,01,1,1,93
53383406,19,19201,2019,01,1,2,72
53383406,19,19201,2019,01,2,0,83
53383406,19,19201,2019,01,2,1,108
53383406,19,19201,2019,01,2,2,80
53383415,19,19201,2019,01,0,0,844
53383415,19,19201,2019,01,0,1,578
53383415,19,19201,2019,01,0,2,666
53383415,19,19201,2019,01,1,0,1257
53383415,19,19201,2019,01,1,1,761
53383415,19,19201,2019,01,1,2,964
53383415,19,19201,2019,01,2,0,1124
53383415,19,19201,2019,01,2,1,702
53383415,19,19201,2019,01,2,2,868
53383416,19,19201,2019,01,0,0,806
53383416,19,19201,2019,01,0,1,688
53383416,19,19201,2019,01,0,2,746
53383416,19,19201,2019,01,1,0,841
53383416,19,19201,2019,01,1,1,698
53383416,19,19201,2019,01,1,2,798
53383416,19,19201,2019,01,2,0,829
53383416,19,19201,2019,01,2,1,694
53383416,19,19201,2019,01,2,2,781
53383425,19,19201,2019,01,0,0,1419
53383425,19,19201,2019,01,0,1,730
53383425,19,19201,2019,01,0,2,963
53383425,19,19201,2019,01,1,0,2844
53383425,19,19201,2019,01,1,1,976
53383425,19,19201,2019,01,1,2,1800
53383425,19,19201,2019,01,2,0,2385
53383425,19,19201,2019,01,2,1,896
53383425,19,19201,2019,01,2,2,1530
53383426,19,19201,2019,01,0,0,316
53383426,19,19201,2019,01,0,1,101
53383426,19,19201,2019,01,0,2,198
53383426,19,19201,2019,01,1,0,518
53383426,19,19201,2019,01,1,1,176
53383426,19,19201,2019,01,1,2,341
53383426,19,19201,2019,01,2,0,453
53383426,19,19201,2019,01,2,1,152
53383426,19,19201,2019,01,2,2,295
53383427,19,19201,2019,01,0,0,863
53383427,19,19201,2019,01,0,1,835
53383427,19,19201,2019,01,0,2,816
53383427,19,19201,2019,01,1,0,1074
53383427,19,19201,2019,01,1,1,742
53383427,19,19201,2019,01,1,2,893
53383427,19,19201,2019,01,2,0,1006
53383427,19,19201,2019,01,2,1,772
53383427,19,19201,2019,01,2,2,868
53383428,19,19201,2019,01,0,0,1037
53383428,19,19201,2019,01,0,1,1274
53383428,19,19201,2019,01,0,2,1157
53383428,19,19201,2019,01,1,0,1089
53383428,19,19201,2019,01,1,1,1214
53383428,19,19201,2019,01,1,2,1128
53383428,19,19201,2019,01,2,0,1072
53383428,19,19201,2019,01,2,1,1234
53383428,19,19201,2019,01,2,2,1137
53383434,19,19201,2019,01,0,0,1710
53383434,19,19201,2019,01,0,1,1765
53383434,19,19201,2019,01,0,2,1793
53383434,19,19201,2019,01,1,0,3863
53383434,19,19201,2019,01,1,1,2323
53383434,19,19201,2019,01,1,2,2974
53383434,19,19201,2019,01,2,0,3168
53383434,19,19201,2019,01,2,1,2143
53383434,19,19201,2019,01,2,2,2593
53383435,19,19201,2019,01,0,0,2269
53383435,19,19201,2019,01,0,1,2852
53383435,19,19201,2019,01,0,2,2695
53383435,19,19201,2019,01,1,0,1634
53383435,19,19201,2019,01,1,1,2716
53383435,19,19201,2019,01,1,2,2318
53383435,19,19201,2019,01,2,0,1839
53383435,19,19201,2019,01,2,1,2760
53383435,19,19201,2019,01,2,2,2440
53383436,19,19201,2019,01,0,0,1355
53383436,19,19201,2019,01,0,1,1591
53383436,19,19201,2019,01,0,2,1441
53383436,19,19201,2019,01,1,0,881
53383436,19,19201,2019,01,1,1,1749
53383436,19,19201,2019,01,1,2,1367
53383436,19,19201,2019,01,2,0,1034
53383436,19,19201,2019,01,2,1,1698
53383436,19,19201,2019,01,2,2,1391
53383437,19,19201,2019,01,0,0,420
53383437,19,19201,2019,01,0,1,488
53383437,19,19201,2019,01,0,2,474
53383437,19,19201,2019,01,1,0,414
53383437,19,19201,2019,01,1,1,523
53383437,19,19201,2019,01,1,2,487
53383437,19,19201,2019,01,2,0,416
53383437,19,19201,2019,01,2,1,512
53383437,19,19201,2019,01,2,2,483
53383438,19,19201,2019,01,0,0,553
53383438,19,19201,2019,01,0,1,649
53383438,19,19201,2019,01,0,2,628
53383438,19,19201,2019,01,1,0,464
53383438,19,19201,2019,01,1,1,713
53383438,19,19201,2019,01,1,2,602
53383438,19,19201,2019,01,2,0,493
53383438,19,19201,2019,01,2,1,692
53383438,19,19201,2019,01,2,2,610
53383444,19,19201,2019,01,0,0,3010
53383444,19,19201,2019,01,0,1,3328
53383444,19,19201,2019,01,0,2,3171
53383444,19,19201,2019,01,1,0,4797
53383444,19,19201,2019,01,1,1,3510
53383444,19,19201,2019,01,1,2,4091
53383444,19,19201,2019,01,2,0,4220
53383444,19,19201,2019,01,2,1,3451
53383444,19,19201,2019,01,2,2,3794
53383445,19,19201,2019,01,0,0,3676
53383445,19,19201,2019,01,0,1,4681
