mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53382409,19,19201,2020,09,0,0,42
53382409,19,19201,2020,09,0,2,16
53382409,19,19201,2020,09,2,0,17
53382419,19,19201,2020,09,0,0,46
53382419,19,19201,2020,09,0,2,26
53382419,19,19201,2020,09,1,0,39
53382419,19,19201,2020,09,1,1,10
53382419,19,19201,2020,09,1,2,22
53382419,19,19201,2020,09,2,0,41
53382419,19,19201,2020,09,2,2,24
53382429,19,19201,2020,09,0,0,51
53382429,19,19201,2020,09,0,1,19
53382429,19,19201,2020,09,0,2,34
53382429,19,19201,2020,09,1,0,17
53382429,19,19201,2020,09,1,2,11
53382429,19,19201,2020,09,2,0,28
53382429,19,19201,2020,09,2,2,19
53382438,19,19201,2020,09,0,0,53
53382438,19,19201,2020,09,0,1,26
53382438,19,19201,2020,09,0,2,36
53382438,19,19201,2020,09,1,0,54
53382438,19,19201,2020,09,1,2,29
53382438,19,19201,2020,09,2,0,54
53382438,19,19201,2020,09,2,1,12
53382438,19,19201,2020,09,2,2,31
53382439,19,19201,2020,09,0,0,110
53382439,19,19201,2020,09,0,1,28
53382439,19,19201,2020,09,0,2,62
53382439,19,19201,2020,09,1,0,180
53382439,19,19201,2020,09,1,2,69
53382439,19,19201,2020,09,2,0,156
53382439,19,19201,2020,09,2,1,14
53382439,19,19201,2020,09,2,2,67
53382447,19,19201,2020,09,0,0,48
53382447,19,19201,2020,09,0,2,28
53382447,19,19201,2020,09,1,0,16
53382447,19,19201,2020,09,1,1,13
53382447,19,19201,2020,09,1,2,16
53382447,19,19201,2020,09,2,0,26
53382447,19,19201,2020,09,2,1,10
53382447,19,19201,2020,09,2,2,20
53382448,19,19201,2020,09,0,0,27
53382448,19,19201,2020,09,0,2,16
53382448,19,19201,2020,09,2,0,15
53382448,19,19201,2020,09,2,2,11
53382467,19,19201,2020,09,0,0,18
53382467,19,19201,2020,09,0,2,14
53382467,19,19201,2020,09,1,0,11
