mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53382409,19,19201,2020,04,1,0,11
53382419,19,19201,2020,04,0,0,24
53382419,19,19201,2020,04,0,2,11
53382419,19,19201,2020,04,1,0,14
53382419,19,19201,2020,04,2,0,17
53382429,19,19201,2020,04,0,0,14
53382429,19,19201,2020,04,1,0,15
53382429,19,19201,2020,04,2,0,14
53382438,19,19201,2020,04,0,0,26
53382438,19,19201,2020,04,1,0,16
53382438,19,19201,2020,04,2,0,19
53382439,19,19201,2020,04,0,0,50
53382439,19,19201,2020,04,0,2,25
53382439,19,19201,2020,04,1,0,28
53382439,19,19201,2020,04,1,2,15
53382439,19,19201,2020,04,2,0,35
53382439,19,19201,2020,04,2,2,18
53382447,19,19201,2020,04,0,0,22
53382447,19,19201,2020,04,1,0,13
53382447,19,19201,2020,04,1,2,10
53382447,19,19201,2020,04,2,0,16
53382447,19,19201,2020,04,2,2,10
53382448,19,19201,2020,04,0,0,39
53382448,19,19201,2020,04,0,1,21
53382448,19,19201,2020,04,0,2,26
53382448,19,19201,2020,04,2,0,15
53382448,19,19201,2020,04,2,2,10
53382477,19,19201,2020,04,0,0,12
53382477,19,19201,2020,04,2,0,10
53382486,19,19201,2020,04,0,0,828
53382486,19,19201,2020,04,0,1,770
53382486,19,19201,2020,04,0,2,799
53382486,19,19201,2020,04,1,0,638
53382486,19,19201,2020,04,1,1,716
53382486,19,19201,2020,04,1,2,684
53382486,19,19201,2020,04,2,0,695
53382486,19,19201,2020,04,2,1,732
53382486,19,19201,2020,04,2,2,719
53382487,19,19201,2020,04,0,0,663
53382487,19,19201,2020,04,0,1,689
53382487,19,19201,2020,04,0,2,679
53382487,19,19201,2020,04,1,0,529
53382487,19,19201,2020,04,1,1,685
53382487,19,19201,2020,04,1,2,612
53382487,19,19201,2020,04,2,0,569
53382487,19,19201,2020,04,2,1,686
53382487,19,19201,2020,04,2,2,632
53382488,19,19201,2020,04,0,0,36
53382488,19,19201,2020,04,0,1,27
53382488,19,19201,2020,04,0,2,29
53382488,19,19201,2020,04,1,0,23
53382488,19,19201,2020,04,1,1,33
53382488,19,19201,2020,04,1,2,26
53382488,19,19201,2020,04,2,0,27
53382488,19,19201,2020,04,2,1,31
53382488,19,19201,2020,04,2,2,27
53382496,19,19201,2020,04,0,0,233
53382496,19,19201,2020,04,0,1,373
53382496,19,19201,2020,04,0,2,321
53382496,19,19201,2020,04,1,0,217
53382496,19,19201,2020,04,1,1,339
53382496,19,19201,2020,04,1,2,280
53382496,19,19201,2020,04,2,0,222
53382496,19,19201,2020,04,2,1,349
53382496,19,19201,2020,04,2,2,292
53382497,19,19201,2020,04,0,0,193
53382497,19,19201,2020,04,0,1,244
53382497,19,19201,2020,04,0,2,204
53382497,19,19201,2020,04,1,0,125
53382497,19,19201,2020,04,1,1,217
53382497,19,19201,2020,04,1,2,158
53382497,19,19201,2020,04,2,0,145
53382497,19,19201,2020,04,2,1,225
53382497,19,19201,2020,04,2,2,172
53383405,19,19201,2020,04,0,0,138
53383405,19,19201,2020,04,0,1,206
53383405,19,19201,2020,04,0,2,181
53383405,19,19201,2020,04,1,0,77
53383405,19,19201,2020,04,1,1,115
53383405,19,19201,2020,04,1,2,106
53383405,19,19201,2020,04,2,0,95
53383405,19,19201,2020,04,2,1,142
53383405,19,19201,2020,04,2,2,129
53383406,19,19201,2020,04,0,0,57
53383406,19,19201,2020,04,0,2,25
53383406,19,19201,2020,04,1,0,82
53383406,19,19201,2020,04,1,1,42
53383406,19,19201,2020,04,1,2,50
53383406,19,19201,2020,04,2,0,74
53383406,19,19201,2020,04,2,1,29
53383406,19,19201,2020,04,2,2,43
53383415,19,19201,2020,04,0,0,525
53383415,19,19201,2020,04,0,1,236
53383415,19,19201,2020,04,0,2,397
53383415,19,19201,2020,04,1,0,1388
53383415,19,19201,2020,04,1,1,611
53383415,19,19201,2020,04,1,2,943
53383415,19,19201,2020,04,2,0,1129
53383415,19,19201,2020,04,2,1,499
53383415,19,19201,2020,04,2,2,779
53383416,19,19201,2020,04,0,0,639
53383416,19,19201,2020,04,0,1,353
53383416,19,19201,2020,04,0,2,483
53383416,19,19201,2020,04,1,0,654
53383416,19,19201,2020,04,1,1,358
53383416,19,19201,2020,04,1,2,501
53383416,19,19201,2020,04,2,0,649
53383416,19,19201,2020,04,2,1,356
53383416,19,19201,2020,04,2,2,495
53383425,19,19201,2020,04,0,0,932
53383425,19,19201,2020,04,0,1,852
53383425,19,19201,2020,04,0,2,894
53383425,19,19201,2020,04,1,0,1865
53383425,19,19201,2020,04,1,1,1034
53383425,19,19201,2020,04,1,2,1428
53383425,19,19201,2020,04,2,0,1585
53383425,19,19201,2020,04,2,1,980
53383425,19,19201,2020,04,2,2,1268
53383426,19,19201,2020,04,0,0,300
53383426,19,19201,2020,04,0,1,120
53383426,19,19201,2020,04,0,2,207
53383426,19,19201,2020,04,1,0,605
53383426,19,19201,2020,04,1,1,133
53383426,19,19201,2020,04,1,2,347
53383426,19,19201,2020,04,2,0,513
53383426,19,19201,2020,04,2,1,130
53383426,19,19201,2020,04,2,2,305
53383427,19,19201,2020,04,0,0,720
53383427,19,19201,2020,04,0,1,694
53383427,19,19201,2020,04,0,2,708
53383427,19,19201,2020,04,1,0,923
53383427,19,19201,2020,04,1,1,615
53383427,19,19201,2020,04,1,2,744
53383427,19,19201,2020,04,2,0,862
53383427,19,19201,2020,04,2,1,639
53383427,19,19201,2020,04,2,2,733
53383428,19,19201,2020,04,0,0,1294
53383428,19,19201,2020,04,0,1,1152
53383428,19,19201,2020,04,0,2,1193
53383428,19,19201,2020,04,1,0,1230
53383428,19,19201,2020,04,1,1,1247
53383428,19,19201,2020,04,1,2,1204
53383428,19,19201,2020,04,2,0,1250
53383428,19,19201,2020,04,2,1,1219
53383428,19,19201,2020,04,2,2,1201
53383434,19,19201,2020,04,0,0,1590
53383434,19,19201,2020,04,0,1,1343
53383434,19,19201,2020,04,0,2,1476
53383434,19,19201,2020,04,1,0,3856
53383434,19,19201,2020,04,1,1,1459
53383434,19,19201,2020,04,1,2,2495
53383434,19,19201,2020,04,2,0,3177
53383434,19,19201,2020,04,2,1,1424
53383434,19,19201,2020,04,2,2,2189
53383435,19,19201,2020,04,0,0,2926
53383435,19,19201,2020,04,0,1,3691
53383435,19,19201,2020,04,0,2,3415
53383435,19,19201,2020,04,1,0,1984
53383435,19,19201,2020,04,1,1,3404
53383435,19,19201,2020,04,1,2,2781
53383435,19,19201,2020,04,2,0,2266
53383435,19,19201,2020,04,2,1,3490
53383435,19,19201,2020,04,2,2,2971
53383436,19,19201,2020,04,0,0,1844
53383436,19,19201,2020,04,0,1,1730
53383436,19,19201,2020,04,0,2,1758
53383436,19,19201,2020,04,1,0,1362
53383436,19,19201,2020,04,1,1,1857
53383436,19,19201,2020,04,1,2,1638
53383436,19,19201,2020,04,2,0,1507
53383436,19,19201,2020,04,2,1,1819
53383436,19,19201,2020,04,2,2,1674
53383437,19,19201,2020,04,0,0,583
53383437,19,19201,2020,04,0,1,601
53383437,19,19201,2020,04,0,2,608
53383437,19,19201,2020,04,1,0,608
53383437,19,19201,2020,04,1,1,707
53383437,19,19201,2020,04,1,2,675
53383437,19,19201,2020,04,2,0,601
53383437,19,19201,2020,04,2,1,675
53383437,19,19201,2020,04,2,2,655
53383438,19,19201,2020,04,0,0,433
53383438,19,19201,2020,04,0,1,404
53383438,19,19201,2020,04,0,2,412
53383438,19,19201,2020,04,1,0,452
53383438,19,19201,2020,04,1,1,496
53383438,19,19201,2020,04,1,2,484
53383438,19,19201,2020,04,2,0,447
53383438,19,19201,2020,04,2,1,468
53383438,19,19201,2020,04,2,2,462
53383444,19,19201,2020,04,0,0,4001
53383444,19,19201,2020,04,0,1,3976
53383444,19,19201,2020,04,0,2,4000
53383444,19,19201,2020,04,1,0,6275
53383444,19,19201,2020,04,1,1,4008
53383444,19,19201,2020,04,1,2,5176
53383444,19,19201,2020,04,2,0,5593
53383444,19,19201,2020,04,2,1,3998
53383444,19,19201,2020,04,2,2,4823
53383445,19,19201,2020,04,0,0,5100
53383445,19,19201,2020,04,0,1,6591
53383445,19,19201,2020,04,0,2,6004
53383445,19,19201,2020,04,1,0,3643
53383445,19,19201,2020,04,1,1,6332
53383445,19,19201,2020,04,1,2,5100
53383445,19,19201,2020,04,2,0,4080
53383445,19,19201,2020,04,2,1,6409
53383445,19,19201,2020,04,2,2,5371
53383446,19,19201,2020,04,0,0,2332
53383446,19,19201,2020,04,0,1,2782
53383446,19,19201,2020,04,0,2,2587
53383446,19,19201,2020,04,1,0,1605
53383446,19,19201,2020,04,1,1,2712
53383446,19,19201,2020,04,1,2,2182
53383446,19,19201,2020,04,2,0,1823
53383446,19,19201,2020,04,2,1,2733
53383446,19,19201,2020,04,2,2,2304
53383447,19,19201,2020,04,0,0,858
53383447,19,19201,2020,04,0,1,742
53383447,19,19201,2020,04,0,2,824
53383447,19,19201,2020,04,1,0,1190
53383447,19,19201,2020,04,1,1,846
53383447,19,19201,2020,04,1,2,1017
53383447,19,19201,2020,04,2,0,1090
53383447,19,19201,2020,04,2,1,814
53383447,19,19201,2020,04,2,2,959
53383454,19,19201,2020,04,0,0,4988
53383454,19,19201,2020,04,0,1,5565
53383454,19,19201,2020,04,0,2,5319
53383454,19,19201,2020,04,1,0,4574
53383454,19,19201,2020,04,1,1,5407
53383454,19,19201,2020,04,1,2,5022
53383454,19,19201,2020,04,2,0,4698
53383454,19,19201,2020,04,2,1,5454
53383454,19,19201,2020,04,2,2,5111
53383455,19,19201,2020,04,0,0,3886
53383455,19,19201,2020,04,0,1,3192
53383455,19,19201,2020,04,0,2,3478
53383455,19,19201,2020,04,1,0,4320
53383455,19,19201,2020,04,1,1,3454
53383455,19,19201,2020,04,1,2,3800
53383455,19,19201,2020,04,2,0,4190
53383455,19,19201,2020,04,2,1,3376
53383455,19,19201,2020,04,2,2,3703
53383456,19,19201,2020,04,0,0,3248
53383456,19,19201,2020,04,0,1,4210
53383456,19,19201,2020,04,0,2,3952
53383456,19,19201,2020,04,1,0,2283
53383456,19,19201,2020,04,1,1,4150
53383456,19,19201,2020,04,1,2,3347
53383456,19,19201,2020,04,2,0,2572
53383456,19,19201,2020,04,2,1,4168
53383456,19,19201,2020,04,2,2,3529
53383457,19,19201,2020,04,0,0,1828
53383457,19,19201,2020,04,0,1,1858
53383457,19,19201,2020,04,0,2,1818
53383457,19,19201,2020,04,1,0,1876
53383457,19,19201,2020,04,1,1,1828
53383457,19,19201,2020,04,1,2,1903
53383457,19,19201,2020,04,2,0,1861
53383457,19,19201,2020,04,2,1,1837
53383457,19,19201,2020,04,2,2,1877
53383464,19,19201,2020,04,0,0,5737
53383464,19,19201,2020,04,0,1,4513
53383464,19,19201,2020,04,0,2,5056
53383464,19,19201,2020,04,1,0,4786
53383464,19,19201,2020,04,1,1,4731
53383464,19,19201,2020,04,1,2,4730
53383464,19,19201,2020,04,2,0,5071
53383464,19,19201,2020,04,2,1,4665
53383464,19,19201,2020,04,2,2,4828
53383465,19,19201,2020,04,0,0,2891
53383465,19,19201,2020,04,0,1,2567
53383465,19,19201,2020,04,0,2,2660
53383465,19,19201,2020,04,1,0,5315
53383465,19,19201,2020,04,1,1,2494
53383465,19,19201,2020,04,1,2,3768
53383465,19,19201,2020,04,2,0,4588
53383465,19,19201,2020,04,2,1,2516
53383465,19,19201,2020,04,2,2,3436
53383466,19,19201,2020,04,0,0,5002
53383466,19,19201,2020,04,0,1,4168
53383466,19,19201,2020,04,0,2,4499
53383466,19,19201,2020,04,1,0,4636
53383466,19,19201,2020,04,1,1,4215
53383466,19,19201,2020,04,1,2,4628
53383466,19,19201,2020,04,2,0,4746
53383466,19,19201,2020,04,2,1,4201
53383466,19,19201,2020,04,2,2,4589
53383467,19,19201,2020,04,0,0,2669
53383467,19,19201,2020,04,0,1,2405
53383467,19,19201,2020,04,0,2,2552
53383467,19,19201,2020,04,1,0,2709
53383467,19,19201,2020,04,1,1,2552
53383467,19,19201,2020,04,1,2,2651
53383467,19,19201,2020,04,2,0,2697
53383467,19,19201,2020,04,2,1,2508
53383467,19,19201,2020,04,2,2,2621
53383468,19,19201,2020,04,0,0,2033
53383468,19,19201,2020,04,0,1,2599
53383468,19,19201,2020,04,0,2,2376
53383468,19,19201,2020,04,1,0,1372
53383468,19,19201,2020,04,1,1,2369
53383468,19,19201,2020,04,1,2,2004
53383468,19,19201,2020,04,2,0,1570
