week,week_JP,weeknum,pref,newcase_day,newdeath_day,emergency,GZnew,cumGZ,newcaseday14,resview,in_city,in_pref,out_pref
2020-11-02,2020年11月第1週,45,Tochigi,9,0,0,0,912,9,-3.109395481,2.931598384,-6.127219394,-13.052400806
2020-11-02,2020年11月第1週,45,Yamanashi,25,0,0,150,1062,25,15.863051434,2.578962594,-2.510846507,-9.868323232
2020-11-09,2020年11月第2週,46,Gunma,31,0,0,0,1062,34,-12.28551794,2.249438531,0.269634333,-6.920653108
2020-11-09,2020年11月第2週,46,Ibaraki,149,0,0,0,1062,152,-10.387973408,3.197229284,-1.680629522,-6.904997719
2020-11-09,2020年11月第2週,46,Nagano,91,0,0,0,1062,87,1.197440255,3.998662524,-5.717285913,-7.083487015
2020-11-09,2020年11月第2週,46,Shizuoka,132,2,0,0,1062,138,-5.641824899,2.72495574,-3.461836163,-20.095678577
2020-11-09,2020年11月第2週,46,Tochigi,18,1,0,0,1062,18,-4.560282989,2.690254418,-5.202091532,-11.529429893
2020-11-09,2020年11月第2週,46,Yamanashi,42,0,0,124,1186,45,8.40141555,2.138403715,-2.046739264,-3.82586527
2020-11-16,2020年11月第3週,47,Gunma,89,1,0,0,1186,92,-11.552796404,1.61809572,2.072153338,-1.716604539
2020-11-16,2020年11月第3週,47,Ibaraki,285,1,0,0,1186,307,-5.816776563,2.337816164,0.021046095,3.903732329
2020-11-16,2020年11月第3週,47,Nagano,145,0,0,0,1186,147,-0.249151516,3.489733616,-4.408040668,0.197527198
2020-11-16,2020年11月第3週,47,Shizuoka,338,1,0,0,1186,373,-4.169385,2.884434877,-3.375353317,-14.851151533
2020-11-16,2020年11月第3週,47,Tochigi,56,0,0,0,1186,56,-3.394078317,2.17220521,-2.382858049,-1.02872034
2020-11-16,2020年11月第3週,47,Yamanashi,35,1,0,148,1334,37,18.373313728,2.186354421,-1.568410843,11.607262466
2020-11-23,2020年11月第4週,48,Gunma,150,0,0,0,1334,154,-15.124873044,3.601700652,-6.998680692,-6.687357524
2020-11-23,2020年11月第4週,48,Ibaraki,286,2,0,0,1334,277,-15.669715364,4.694547789,-9.430117733,-11.016231762
2020-11-23,2020年11月第4週,48,Nagano,97,0,0,0,1334,100,-10.796363335,4.417240781,-8.784434861,0.581576036
2020-11-23,2020年11月第4週,48,Shizuoka,406,5,0,0,1334,401,-13.868875169,3.736912909,-7.772333333,-11.346425297
2020-11-23,2020年11月第4週,48,Tochigi,62,0,0,0,1334,65,-9.812546232,3.421373557,-8.201073291,-4.689005662
2020-11-23,2020年11月第4週,48,Yamanashi,20,1,0,132,1466,19,0.221617332,3.792628102,-6.176640832,11.239000994
2020-11-30,2020年12月第1週,49,Gunma,193,1,0,0,1466,194,-25.886712056,2.922681882,-2.666061593,-13.950586054
2020-11-30,2020年12月第1週,49,Ibaraki,294,2,0,0,1466,283,-28.139730946,3.670023992,-3.997238445,-7.40788676
2020-11-30,2020年12月第1週,49,Nagano,100,0,0,0,1466,105,-20.252378982,3.86784917,-7.077226766,-18.267817971
2020-11-30,2020年12月第1週,49,Shizuoka,321,6,0,0,1466,314,-23.408115912,3.428662425,-5.645413582,-22.284323574
2020-11-30,2020年12月第1週,49,Tochigi,115,0,0,0,1466,127,-19.684014079,3.122187831,-5.873489923,-15.192947684
2020-11-30,2020年12月第1週,49,Yamanashi,84,1,0,116,1582,85,-10.937347788,2.830117607,-3.016770104,-0.209258455
2020-12-07,2020年12月第2週,50,Gunma,264,4,0,0,1582,282,-13.744087521,3.246608336,-3.478165457,-14.16709402
2020-12-07,2020年12月第2週,50,Ibaraki,155,5,0,0,1582,168,-25.356244021,4.088177578,-5.63078895,-8.075848073
2020-12-07,2020年12月第2週,50,Nagano,154,0,0,0,1582,154,-19.276061669,4.254410885,-6.234724557,-20.535496784
2020-12-07,2020年12月第2週,50,Shizuoka,235,5,0,0,1582,227,-24.338028169,4.061860354,-7.172553328,-25.705969956
2020-12-07,2020年12月第2週,50,Tochigi,121,1,0,0,1582,115,-21.208604703,3.853423051,-6.072306108,-16.346448979
2020-12-07,2020年12月第2週,50,Yamanashi,29,0,0,54,1636,25,-16.903880996,3.838965021,-5.112199075,-9.43581458
2020-12-14,2020年12月第3週,51,Gunma,281,6,0,0,1636,267,-27.263648242,3.781963808,-4.260213516,-15.999070135
2020-12-14,2020年12月第3週,51,Ibaraki,146,6,0,0,1636,137,-24.138885403,3.953683913,-5.823012871,-9.139878637
2020-12-14,2020年12月第3週,51,Nagano,89,4,0,0,1636,73,-24.661704027,4.102045487,-5.739961473,-18.777468245
2020-12-14,2020年12月第3週,51,Shizuoka,188,7,0,0,1636,174,-25.376498631,4.0417225,-6.524150652,-23.806501261
2020-12-14,2020年12月第3週,51,Tochigi,152,2,0,0,1636,159,-24.043908009,3.846837926,-5.367489267,-21.016814524
2020-12-14,2020年12月第3週,51,Yamanashi,37,1,0,50,1686,34,-15.176312596,3.561855227,-4.495356924,-9.537838884
2020-12-21,2020年12月第4週,52,Gunma,239,3,0,0,1686,243,-30.542980839,4.511786757,-3.128512443,-24.559782502
2020-12-21,2020年12月第4週,52,Ibaraki,174,1,0,0,1686,189,-20.988034434,4.401062395,-2.849359901,-16.79696083
2020-12-21,2020年12月第4週,52,Nagano,80,3,0,0,1686,79,-25.384641138,3.881363493,-3.320989712,-41.962717815
2020-12-21,2020年12月第4週,52,Shizuoka,199,10,0,0,1686,198,-28.031343457,4.540670955,-3.637344184,-38.563082311
2020-12-21,2020年12月第4週,52,Tochigi,213,1,0,0,1686,227,-24.655304848,4.2607719,-4.199530151,-28.350711428
2020-12-21,2020年12月第4週,52,Yamanashi,37,1,0,60,1746,49,-19.16679251,3.58989271,-1.6912796939999999,-31.124705898
2020-12-28,2020年12月第5週,53,Gunma,240,11,0,0,1746,256,-30.020944812,6.774151243,-3.253032338,-42.019109576
2020-12-28,2020年12月第5週,53,Ibaraki,253,3,0,0,1746,254,-23.188010102,6.801329063,-3.771928413,-37.467288955
2020-12-28,2020年12月第5週,53,Nagano,116,3,0,0,1746,131,-31.870487053,7.289756685,-6.977783898,-47.407774456
2020-12-28,2020年12月第5週,53,Shizuoka,219,3,0,0,1746,241,-30.129106801,7.590084129,-5.386611603,-49.052668356
2020-12-28,2020年12月第5週,53,Tochigi,427,0,0,0,1746,465,-29.456225016,7.28056062,-8.055162922,-41.777974436
2020-12-28,2020年12月第5週,53,Yamanashi,63,0,0,0,1746,68,-25.958729439,6.306528735,1.004990746,-42.804182404
2021-01-04,2021年1月第1週,54,Gunma,460,3,0,0,1746,459,-36.099605977,3.435860289,23.905167791,-61.964598011
2021-01-04,2021年1月第1週,54,Ibaraki,580,2,0,0,1746,615,-32.132284117,5.333325879,15.349483068,-54.382294452
2021-01-04,2021年1月第1週,54,Nagano,367,2,0,0,1746,422,-43.589941805,6.250057428,-0.330809598,-76.854139314
2021-01-04,2021年1月第1週,54,Shizuoka,572,8,0,0,1746,591,-42.136874839,5.406563891,15.471231887,-69.917912731
2021-01-04,2021年1月第1週,54,Tochigi,848,4,0,0,1746,885,-43.427182055,6.960976877,11.022540604,-62.908528478
2021-01-04,2021年1月第1週,54,Yamanashi,159,0,0,40,1786,149,-42.760312603,4.418265667,19.309236212,-71.749305489
2021-01-11,2021年1月第2週,55,Gunma,418,11,0,0,1786,419,-36.520090445,6.761979889,-10.922189695,-34.023157512
2021-01-11,2021年1月第2週,55,Ibaraki,672,4,0,0,1786,668,-39.192935544,8.065666158,-14.960739747,-26.761496496
2021-01-11,2021年1月第2週,55,Nagano,380,3,0,0,1786,332,-43.413691059,7.08028644,-16.590333363,-52.133110005
2021-01-11,2021年1月第2週,55,Shizuoka,537,14,0,0,1786,511,-43.444323577,5.692983655,-10.089506981,-45.002243274
2021-01-11,2021年1月第2週,55,Tochigi,652,8,1,0,1786,630,-49.688171599,7.686021542,-20.865365065,-38.595568462
2021-01-11,2021年1月第2週,55,Yamanashi,99,0,0,59,1845,101,-39.960922076,7.703988357,-13.140347291,-40.281932709
2021-01-18,2021年1月第3週,56,Gunma,314,6,0,0,1845,309,-43.847971838,5.28381987,-0.297789345,-35.001424737
2021-01-18,2021年1月第3週,56,Ibaraki,550,9,0,0,1845,532,-43.950304333,5.703883452,-5.738914917,-31.344692763
2021-01-18,2021年1月第3週,56,Nagano,195,7,0,0,1845,179,-44.533435554,6.658236673,-8.589531551,-54.233668605
2021-01-18,2021年1月第3週,56,Shizuoka,365,7,0,0,1845,370,-47.354179802,4.8038908,-3.737486847,-50.574846382
2021-01-18,2021年1月第3週,56,Tochigi,394,18,1,0,1845,328,-53.501927865,7.094315867,-13.726038088,-44.053374848
2021-01-18,2021年1月第3週,56,Yamanashi,38,1,0,78,1923,32,-39.767704019,5.942909893,-3.638058477,-49.185584391
2021-01-25,2021年1月第4週,57,Gunma,263,3,0,0,1923,256,-26.319842,5.71446902,-2.60390162,-31.647048124
2021-01-25,2021年1月第4週,57,Ibaraki,456,9,0,0,1923,439,-25.838486289,7.145464297,-9.520398541,-30.465063574
2021-01-25,2021年1月第4週,57,Nagano,104,8,0,0,1923,97,-24.333963466,6.842330669,-8.044878525,-51.097816759
2021-01-25,2021年1月第4週,57,Shizuoka,328,6,0,0,1923,314,-25.178349781,5.697916205,-7.272408322,-49.691603646
2021-01-25,2021年1月第4週,57,Tochigi,215,10,1,0,1923,200,-29.408802654,6.902527022,-13.26715297,-38.964916292
2021-01-25,2021年1月第4週,57,Yamanashi,17,2,0,54,1977,14,-22.281844683,6.404228697,-5.82045448,-43.570804941
2021-02-01,2021年2月第1週,58,Gunma,247,7,0,0,1977,236,-38.259284569,4.955463228,-4.087574859,-28.460695551
2021-02-01,2021年2月第1週,58,Ibaraki,324,16,0,0,1977,327,-34.734514388,5.462512482,-6.609531843,-22.118768094
2021-02-01,2021年2月第1週,58,Nagano,47,3,0,0,1977,48,-34.294536658,5.30160309,-7.815474683,-49.356800236
2021-02-01,2021年2月第1週,58,Shizuoka,158,10,0,0,1977,147,-33.594660418,4.664558103,-6.359250596,-45.002013314
2021-02-01,2021年2月第1週,58,Tochigi,110,9,1,0,1977,110,-39.729669818,5.609611292,-11.767156382,-34.970664691
2021-02-01,2021年2月第1週,58,Yamanashi,12,1,0,38,2015,13,-31.832375024,5.207795498,-5.563168808,-34.466572398
2021-02-08,2021年2月第2週,59,Gunma,151,3,0,0,2015,154,-37.464259064,5.651893318,-8.037942387,-30.348315545
2021-02-08,2021年2月第2週,59,Ibaraki,228,16,0,0,2015,216,-29.827327516,6.088768685,-9.576924231,-19.294321051
2021-02-08,2021年2月第2週,59,Nagano,10,0,0,0,2015,9,-32.382350993,6.503057106,-12.536885387,-46.126449307
2021-02-08,2021年2月第2週,59,Shizuoka,99,6,0,0,2015,102,-38.008879902,5.271674396,-7.841691323,-41.954925788
2021-02-08,2021年2月第2週,59,Tochigi,81,3,0,0,2015,87,-38.140660461,5.962883307,-12.965714198,-31.076597926
2021-02-08,2021年2月第2週,59,Yamanashi,15,1,0,152,2167,15,-32.718564209,6.359963441,-9.860106003,-35.205392672
2021-02-15,2021年2月第3週,60,Gunma,110,4,0,0,2167,99,-37.473926465,4.004465504,0.627851882,-28.406122688
2021-02-15,2021年2月第3週,60,Ibaraki,211,9,0,0,2167,206,-28.442976376,4.033567909,-1.773517746,-20.946989265
2021-02-15,2021年2月第3週,60,Nagano,13,2,0,0,2167,11,-26.966546441,5.049121662,-5.616471622,-44.76889509
2021-02-15,2021年2月第3週,60,Shizuoka,156,0,0,0,2167,158,-32.81528152,3.951162257,-2.41864786,-39.067158235
2021-02-15,2021年2月第3週,60,Tochigi,75,7,0,0,2167,66,-36.766630042,4.959536118,-7.658431787,-30.363163811
2021-02-15,2021年2月第3週,60,Yamanashi,7,0,0,163,2330,7,-25.394902381,4.53235361,-3.191928856,-35.878086902
2021-02-22,2021年2月第4週,61,Gunma,127,1,0,0,2330,136,-32.926469272,5.769157139,-6.966047349,-29.55825664
2021-02-22,2021年2月第4週,61,Ibaraki,174,6,0,0,2330,213,-25.00966534,7.063432825,-12.403324516,-24.017046442
2021-02-22,2021年2月第4週,61,Nagano,6,0,0,0,2330,6,-20.069584609,6.263982688,-10.567574251,-38.486831643
2021-02-22,2021年2月第4週,61,Shizuoka,138,1,0,0,2330,136,-34.254206256,5.281189095,-7.63755224,-41.46214425
2021-02-22,2021年2月第4週,61,Tochigi,56,1,0,0,2330,64,-31.39731002,6.443014393,-13.988794093,-29.51736985
2021-02-22,2021年2月第4週,61,Yamanashi,4,1,0,168,2498,3,-22.77757274,7.037318878,-10.531688847,-33.391499524
2021-03-01,2021年3月第1週,62,Gunma,99,3,0,0,2498,94,-33.00407758,4.264822897,-2.79937624,-22.756350567
2021-03-01,2021年3月第1週,62,Ibaraki,235,7,0,0,2498,204,-28.431356708,4.874875763,-5.574037436,-18.964314484
2021-03-01,2021年3月第1週,62,Nagano,10,0,0,0,2498,10,-22.592312844,4.456167583,-6.927009259,-37.995536542
2021-03-01,2021年3月第1週,62,Shizuoka,114,5,0,0,2498,116,-33.010702287,3.792489837,-4.172218946,-40.082336197
2021-03-01,2021年3月第1週,62,Tochigi,73,2,0,0,2498,71,-36.272091033,4.808406296,-9.345352667,-27.329672528
2021-03-01,2021年3月第1週,62,Yamanashi,2,0,0,187,2685,2,-25.239154268,4.876005265,-4.970535618,-30.506732269
2021-03-08,2021年3月第2週,63,Gunma,92,3,0,0,2685,94,-26.290443505,3.924926989,-3.132530748,-23.009646187
2021-03-08,2021年3月第2週,63,Ibaraki,194,5,0,0,2685,182,-27.85871709,4.332535204,-5.093018427,-16.901069898
2021-03-08,2021年3月第2週,63,Nagano,43,0,0,0,2685,57,-22.864082324,3.55915467,-3.256778056,-24.632094822
2021-03-08,2021年3月第2週,63,Shizuoka,140,4,0,0,2685,136,-29.637569387,3.193770098,-3.67483305,-30.948774133
2021-03-08,2021年3月第2週,63,Tochigi,118,0,0,0,2685,116,-33.184854085,4.585356946,-9.981657452,-24.351566143
2021-03-08,2021年3月第2週,63,Yamanashi,10,1,0,192,2877,12,-22.356736308,4.138088944,-3.603988878,-30.524868028
2021-03-15,2021年3月第3週,64,Gunma,126,4,0,0,2877,126,-29.422262973,4.431136892,-4.91530283,-20.454312825
2021-03-15,2021年3月第3週,64,Ibaraki,215,2,0,0,2877,224,-27.985939558,4.461418987,-5.304878899,-16.290764792
2021-03-15,2021年3月第3週,64,Nagano,115,0,0,0,2877,111,-25.91868555,4.049815562,-4.462164407,-25.037388494000002
2021-03-15,2021年3月第3週,64,Shizuoka,99,8,0,0,2877,97,-30.205079433,3.795997068,-5.770878072,-26.082402075
2021-03-15,2021年3月第3週,64,Tochigi,138,2,0,0,2877,143,-31.278282049,4.92514704,-11.002139288,-20.19688985
2021-03-15,2021年3月第3週,64,Yamanashi,5,0,0,194,3071,3,-21.966143345,4.704758633,-5.03993995,-19.698674243
2021-03-22,2021年3月第4週,65,Gunma,124,5,0,0,3071,132,-29.028042677,2.871529846,0.516935497,-21.573016186
2021-03-22,2021年3月第4週,65,Ibaraki,252,3,0,0,3071,256,-25.806427017,3.63415535,-0.850393494,-14.689105607
2021-03-22,2021年3月第4週,65,Nagano,179,0,0,0,3071,189,-29.182858949,4.227832126,-1.740316101,-28.629730364
2021-03-22,2021年3月第4週,65,Shizuoka,152,5,0,0,3071,166,-30.013302392,2.958131834,-0.084358038,-25.235755201
2021-03-22,2021年3月第4週,65,Tochigi,123,0,0,0,3071,130,-31.431997364,4.161466119,-6.614958072,-23.465264945
2021-03-22,2021年3月第4週,65,Yamanashi,6,1,0,204,3275,9,-21.470764287,3.639459602,-1.101030324,-18.097768507
2021-03-29,2021年4月第1週,66,Gunma,168,0,0,0,3275,155,-29.713787571,4.038674819,-2.858947047,-20.415967589
2021-03-29,2021年4月第1週,66,Ibaraki,225,1,0,0,3275,218,-23.663576553,4.995887886,-4.840867821,-14.429182277
2021-03-29,2021年4月第1週,66,Nagano,223,0,0,0,3275,226,-26.435698643,5.11199417,-8.366761798,-23.365466522
2021-03-29,2021年4月第1週,66,Shizuoka,185,3,0,0,3275,174,-24.031523639,3.707964432,-3.919468049,-30.355948086
2021-03-29,2021年4月第1週,66,Tochigi,211,0,0,0,3275,216,-31.250801659,5.052096586,-7.813222178,-21.189112722
2021-03-29,2021年4月第1週,66,Yamanashi,27,0,0,107,3382,27,-15.661614474,5.054349775,-5.588400793,-15.245733219
2021-04-05,2021年4月第2週,67,Gunma,150,2,0,0,3382,171,-29.579972766,2.869600318,-2.560767842,-11.778705037
2021-04-05,2021年4月第2週,67,Ibaraki,237,1,0,0,3382,238,-23.660380107,3.2432339,-5.141867243,-6.820341452
2021-04-05,2021年4月第2週,67,Nagano,266,2,0,0,3382,264,-27.546651395,2.781767551,-5.945211922,-11.391582523
2021-04-05,2021年4月第2週,67,Shizuoka,136,3,0,0,3382,138,-24.722133405,1.94357788,-1.57461198,-26.084164909
2021-04-05,2021年4月第2週,67,Tochigi,171,0,0,0,3382,164,-32.722467942,3.17108861,-6.08190339,-17.153571796
2021-04-05,2021年4月第2週,67,Yamanashi,39,0,0,200,3582,37,-27.324668705,2.408396146,-3.725422143,-16.387620255
2021-04-12,2021年4月第3週,68,Gunma,220,1,0,0,3582,NA,-29.547103365,2.872929663,0.544615316,-14.659676572
2021-04-12,2021年4月第3週,68,Ibaraki,319,1,0,0,3582,NA,-14.923356677,3.613882477,-3.530977562,-8.953155248
2021-04-12,2021年4月第3週,68,Nagano,305,9,0,0,3582,NA,-35.303039892,4.348666851,-8.070909017,-26.666534103
2021-04-12,2021年4月第3週,68,Shizuoka,190,0,0,0,3582,NA,-31.521225915,3.549134121,-4.179072975,-31.50516905
2021-04-12,2021年4月第3週,68,Tochigi,141,0,0,0,3582,NA,-32.313201221,3.879638813,-6.987136621,-21.045269219
2021-04-12,2021年4月第3週,68,Yamanashi,43,0,0,201,3783,NA,-26.594197846,2.961629111,-3.27141528,-27.751980804
2021-04-19,2021年4月第4週,69,Gunma,243,1,0,0,3783,NA,-37.26315055,3.913227991,-1.841801778,-19.869773709
2021-04-19,2021年4月第4週,69,Ibaraki,455,3,0,0,3783,NA,-28.199638606,4.446182658,-3.96168559,-14.559675388
2021-04-19,2021年4月第4週,69,Nagano,230,10,0,0,3783,NA,-44.512055366,5.220860881,-10.053164479,-34.250450215
2021-04-19,2021年4月第4週,69,Shizuoka,161,0,0,0,3783,NA,-35.383611137,3.765532329,-2.092303549,-33.914532892
2021-04-19,2021年4月第4週,69,Tochigi,159,0,0,0,3783,NA,-32.794529003,4.382039541,-5.306749513,-22.729182785
2021-04-19,2021年4月第4週,69,Yamanashi,67,0,0,153,3936,NA,-33.093498571,4.087830531,-2.49658079,-22.386428937
2021-04-26,2021年4月第5週,70,Gunma,290,1,0,0,3936,NA,-26.151647769,6.001487347,-9.489424526,-18.265853223
2021-04-26,2021年4月第5週,70,Ibaraki,256,1,0,0,3936,NA,-25.518216019,6.993716927,-12.178989657,-20.367509153
2021-04-26,2021年4月第5週,70,Nagano,119,6,0,0,3936,NA,-35.861365549,7.220966948,-15.692278894,-24.196725203
2021-04-26,2021年4月第5週,70,Shizuoka,143,0,0,0,3936,NA,-29.263660695,5.545742353,-7.322367605,-30.167891005
2021-04-26,2021年4月第5週,70,Tochigi,122,1,0,0,3936,NA,-30.823299787,6.165171357,-12.965218305,-21.166077857
2021-04-26,2021年4月第5週,70,Yamanashi,74,0,0,86,4022,NA,-28.464240759,6.759836588,-9.665613849,-15.484056047
