"date","pref","Sales","customers","Rt","Ymns","Rt.lag7","Rt.lag14"
2020-07-23,"和歌山県",5608908,2170,1.26,0,1.22,0.96
2020-07-23,"鳥取県",3072878,1128,0,0,NA,1.44
2020-07-23,"島根県",2023095,691,1,0,2.19,0
2020-07-23,"岡山県",9340363,3737,2.32,0,1.86,0.91
2020-07-23,"広島県",17087471,8190,1.44,0,1.76,1.06
2020-07-23,"山口県",9751136,2890,4.8,0,0.75,1.54
2020-07-23,"徳島県",1589754,769,0,0,NA,1.82
2020-07-23,"香川県",5870940,3085,0.33,0,0.46,4.01
2020-07-23,"愛媛県",7827417,4443,NA,0,3.6,1.54
2020-07-23,"高知県",3715047,1704,0.61,0,2.19,0.75
2020-07-23,"福岡県",28322042,10661,3.63,0,1.61,1.54
2020-07-23,"佐賀県",2895430,1296,NA,0,1.52,2.31
2020-07-23,"長崎県",3986394,1896,1.11,0,1.18,2.74
2020-07-23,"熊本県",9030308,3695,NA,0,6.07,1.43
2020-07-23,"大分県",6808751,2945,NA,0,NA,2.19
2020-07-23,"宮崎県",3793436,1468,1.34,0,10.71,1.05
2020-07-23,"鹿児島県",5315609,2289,0.42,0,3.08,0.68
2020-07-23,"沖縄県",22716808,8197,2.32,0,6.06,2.11
2020-07-24,"北海道",33333344,15223,1.26,0,1,1.62
2020-07-24,"青森県",4464142,1651,0.61,0,1,0
2020-07-24,"岩手県",5060400,2245,NA,0,NA,NA
2020-07-24,"宮城県",12451931,4173,0.64,0,1.2,1.15
2020-07-24,"秋田県",2359257,795,NA,0,NA,4.01
2020-07-24,"山形県",3758258,1433,0,0,NA,0
2020-07-24,"福島県",5996341,2678,1.64,0,1.34,1.64
2020-07-24,"茨城県",12847094,4823,1.18,0,1.47,1.73
2020-07-24,"栃木県",10013358,4962,1.39,0,1.25,0.8
2020-07-24,"群馬県",12508871,3475,1,0,1.13,1.41
2020-07-24,"埼玉県",23457232,9764,1.15,0,0.96,1.24
2020-07-24,"千葉県",28072530,9748,1.27,0,1.05,1.53
2020-07-24,"東京都",138451226,46356,1.16,0,1.11,1.14
2020-07-24,"神奈川県",47024616,19160,1.1,0,1.07,1.6
2020-07-24,"新潟県",8642306,3413,1,0,3.74,0.84
2020-07-24,"山梨県",3208071,1379,4.42,1,1.09,2.36
2020-07-24,"長野県",9757218,4826,0.75,0,2.93,1.15
2020-07-24,"富山県",4559797,2021,NA,0,0.69,5.18
2020-07-24,"石川県",7516694,2901,4.8,0,1.15,0.93
2020-07-24,"福井県",2806851,1276,0.37,0,5.9,1.12
2020-07-24,"岐阜県",8909312,3993,2.88,0,1.99,0.93
2020-07-24,"静岡県",12997959,6128,1.46,0,4.74,0.62
2020-07-24,"愛知県",41557506,16262,3.58,0,1.9,1.04
2020-07-24,"三重県",9212769,4453,0.75,0,3.16,2.33
2020-07-24,"滋賀県",11125923,3747,4.57,0,0.59,3.2
2020-07-24,"京都府",23560245,9384,1.25,0,1.52,0.97
2020-07-24,"大阪府",58611637,25879,1.87,0,1.46,1.12
2020-07-24,"兵庫県",36981819,17060,1.58,0,1.63,1.09
2020-07-24,"奈良県",7786156,3371,1.3,0,0.83,1.45
2020-07-24,"和歌山県",5094368,2098,1.38,0,1.35,0.7
2020-07-24,"鳥取県",2313089,806,0,0,NA,0.69
2020-07-24,"島根県",1936857,650,1,0,2.19,0
2020-07-24,"岡山県",8543349,3569,1.92,0,1.64,0.95
2020-07-24,"広島県",15605992,7162,1.55,0,1.32,1.13
2020-07-24,"山口県",8951762,2655,1.34,0,1,1.54
2020-07-24,"徳島県",1695177,752,NA,0,NA,1.64
2020-07-24,"香川県",5644225,3032,0.33,0,0.46,5.54
2020-07-24,"愛媛県",7693627,4565,NA,0,1.92,1.76
2020-07-24,"高知県",2949612,1456,1,0,1,1.34
2020-07-24,"福岡県",28243826,10984,3.44,0,1.52,1.44
2020-07-24,"佐賀県",2515399,1117,NA,0,1.13,2.25
2020-07-24,"長崎県",4222002,2012,1.11,0,1.52,2.07
2020-07-24,"熊本県",7841782,3264,4.01,0,8.24,1.04
2020-07-24,"大分県",6188602,2678,NA,0,NA,1.64
2020-07-24,"宮崎県",3543145,1249,2.45,0,6.39,0.95
2020-07-24,"鹿児島県",4313867,1814,1.06,0,0.86,1.09
2020-07-24,"沖縄県",22224126,8002,4.28,0,5.07,1.75
2020-07-25,"北海道",34987828,15595,0.97,0,1.19,1.39
2020-07-25,"青森県",4772211,1675,1,0,1,0
2020-07-25,"岩手県",5549841,2282,NA,0,NA,NA
2020-07-25,"宮城県",13028351,3784,0.5,0,1.53,1.04
2020-07-25,"秋田県",2652311,867,NA,0,1,7.25
2020-07-25,"山形県",3662479,1413,0,0,NA,0
2020-07-25,"福島県",6646714,2604,1.64,0,1.34,1.83
2020-07-25,"茨城県",13881476,4930,0.85,0,2.14,1.38
2020-07-25,"栃木県",10156555,5035,1.22,0,1.23,1.06
2020-07-25,"群馬県",15644151,4079,1,0,1,1.92
2020-07-25,"埼玉県",24897145,9722,1.37,0,0.97,1.16
2020-07-25,"千葉県",27428009,9250,0.96,0,1.1,1.79
2020-07-25,"東京都",142001309,45059,1.12,0,1.17,1.06
2020-07-25,"神奈川県",47117542,18290,0.97,0,1.28,1.59
2020-07-25,"新潟県",9511728,3364,1.34,0,4.15,0.72
2020-07-25,"山梨県",3077182,1249,4.42,1,1.09,2.36
2020-07-25,"長野県",9661395,4751,0.67,0,3.49,0.77
2020-07-25,"富山県",4399708,1980,2.69,0,1.64,2.69
2020-07-25,"石川県",7497115,2801,1.83,0,1.47,1.44
2020-07-25,"福井県",2668406,1120,0.37,0,5.9,1.12
2020-07-25,"岐阜県",9160902,3616,2.82,0,2,0.89
2020-07-25,"静岡県",13863337,6252,1.17,0,5.18,0.62
2020-07-25,"愛知県",46729876,17683,3.28,0,1.76,1.02
2020-07-25,"三重県",10041068,4383,1,0,3.04,2.15
2020-07-25,"滋賀県",10355950,3473,4.65,0,0.72,2.62
2020-07-25,"京都府",22114889,8479,1.25,0,1.52,0.97
2020-07-25,"大阪府",60871443,25123,1.72,0,1.45,1.07
2020-07-25,"兵庫県",40519759,17989,1.55,0,1.57,1.12
2020-07-25,"奈良県",7488500,2971,1.22,0,1.1,1.08
2020-07-25,"和歌山県",5281211,2094,1.6,0,1.49,0.35
2020-07-25,"鳥取県",2865748,933,1,0,5.18,0.61
2020-07-25,"島根県",1984485,732,2.19,0,0.46,0
2020-07-25,"岡山県",10034860,3748,2.13,0,1.12,0.92
2020-07-25,"広島県",18812237,8307,1.37,0,1.49,0.9
2020-07-25,"山口県",10558786,3230,1,0,1.76,1.06
2020-07-25,"徳島県",1759933,705,NA,0,4.01,1.76
2020-07-25,"香川県",5587501,3078,0.35,0,0.46,5.9
2020-07-25,"愛媛県",8396222,4529,NA,0,2.69,1.09
2020-07-25,"高知県",3756215,1679,1,0,1,1.34
2020-07-25,"福岡県",31053385,11974,3.16,0,1.3,1.73
2020-07-25,"佐賀県",2766364,1168,NA,0,1.18,1.81
2020-07-25,"長崎県",4489350,1969,1.11,0,2.09,1.44
2020-07-25,"熊本県",9489785,3963,4.42,0,8.46,0.84
2020-07-25,"大分県",7407207,3150,NA,0,NA,1.34
2020-07-25,"宮崎県",4566513,1591,4.42,0,3.3,1.07
2020-07-25,"鹿児島県",5855257,2276,1.15,0,1.18,0.58
2020-07-25,"沖縄県",24001550,8628,13.19,0,4.1,1.6
2020-07-26,"北海道",21140150,11457,0.85,0,1.33,1.35
2020-07-26,"青森県",1587012,870,1,0,1,0
2020-07-26,"岩手県",2653699,1392,NA,0,NA,NA
2020-07-26,"宮城県",6732117,2505,0.41,0,2.26,0.76
2020-07-26,"秋田県",667427,461,NA,0,0,NA
2020-07-26,"山形県",1281157,648,0,0,NA,0
2020-07-26,"福島県",3392050,1799,1.64,0,1.34,1.83
2020-07-26,"茨城県",8421763,3460,0.74,0,3.02,0.95
2020-07-26,"栃木県",7284681,3803,1.09,0,1.02,1.28
2020-07-26,"群馬県",6878963,2523,1,0,1.06,1.99
2020-07-26,"埼玉県",17153790,7895,1.05,0,1.17,1.04
2020-07-26,"千葉県",20631218,7736,0.98,0,1.49,1.18
2020-07-26,"東京都",106155959,37364,1.15,0,1.17,1.05
2020-07-26,"神奈川県",33008145,14711,0.96,0,1.37,1.48
2020-07-26,"新潟県",4586252,2206,1.34,0,4.42,0.61
2020-07-26,"山梨県",1944475,1001,4.42,1,1.09,2.36
2020-07-26,"長野県",6328849,3600,1.23,0,2.26,0.66
2020-07-26,"富山県",2526244,1504,2.69,0,1.78,2.95
2020-07-26,"石川県",5023449,1894,2.36,0,1,2.74
2020-07-26,"福井県",2269671,1088,1,0,2.53,1.19
2020-07-26,"岐阜県",6023890,2685,2.5,0,1.77,0.96
2020-07-26,"静岡県",7013157,4023,1.34,0,5.18,0.62
2020-07-26,"愛知県",28700676,13702,3.02,0,1.76,0.93
2020-07-26,"三重県",6785073,3624,1.09,0,3.26,1.92
2020-07-26,"滋賀県",7180402,2604,5.45,0,0.79,2.42
2020-07-26,"京都府",15595930,6347,1.25,0,1.52,0.97
2020-07-26,"大阪府",47938890,22645,1.61,0,1.42,1.04
2020-07-26,"兵庫県",30944653,15614,1.56,0,1.43,1.06
2020-07-26,"奈良県",5594032,2497,1.31,0,1.11,1.08
2020-07-26,"和歌山県",3551194,1399,2.53,0,1.25,0.39
2020-07-26,"鳥取県",1439384,664,NA,0,5.9,0.37
2020-07-26,"島根県",939424,351,2.19,0,0.46,1.64
2020-07-26,"岡山県",6167088,2814,1.36,0,1.24,0.89
2020-07-26,"広島県",11812238,6354,1.48,0,1.52,0.74
2020-07-26,"山口県",5071678,1925,1.27,0,1.2,1.64
2020-07-26,"徳島県",919181,521,NA,0,4.42,1.57
2020-07-26,"香川県",4059387,2603,0.14,0,1,6.25
2020-07-26,"愛媛県",5391119,3693,NA,0,2.36,0.78
2020-07-26,"高知県",2455107,1402,1.34,0,0.75,1
2020-07-26,"福岡県",19559874,8319,2.87,0,1.66,1.15
2020-07-26,"佐賀県",1862511,951,NA,0,1.27,1.7
2020-07-26,"長崎県",2079134,1395,0.67,0,3.16,0.93
2020-07-26,"熊本県",6575145,3272,9.1,0,3.85,0.96
2020-07-26,"大分県",4818809,2443,NA,0,NA,1.85
2020-07-26,"宮崎県",2612898,1077,8.8,0,1.79,0.81
2020-07-26,"鹿児島県",3745602,1856,1.81,0,0.98,0.58
2020-07-26,"沖縄県",14948053,6063,6.47,0,4.39,1.57
2020-07-27,"北海道",17168708,7996,0.87,0,1.54,1.04
2020-07-27,"青森県",1968042,724,1,0,1,0
2020-07-27,"岩手県",1832668,866,NA,0,NA,NA
2020-07-27,"宮城県",5524551,2003,0.51,0,1.98,0.64
2020-07-27,"秋田県",738345,281,NA,0,0,NA
2020-07-27,"山形県",903158,317,0,0,NA,0
2020-07-27,"福島県",2231199,1052,1.64,0,1.34,2.19
2020-07-27,"茨城県",4995879,2012,0.81,0,2.98,0.94
2020-07-27,"栃木県",3081237,1638,0.84,0,1.21,1.14
2020-07-27,"群馬県",3768692,1214,1.06,0,1.17,2.01
2020-07-27,"埼玉県",10332002,4885,1.03,0,1.25,0.98
2020-07-27,"千葉県",10880213,4110,1,0,1.52,1.12
2020-07-27,"東京都",84570940,33720,1.11,0,1.23,0.99
2020-07-27,"神奈川県",20992149,9370,0.98,0,1.45,1.38
2020-07-27,"新潟県",2558347,1198,1.23,0,3.7,0.48
2020-07-27,"山梨県",1454104,678,3.16,1,1.34,1.27
2020-07-27,"長野県",3896638,2162,1.4,0,2.38,0.59
2020-07-27,"富山県",1537150,786,3.16,0,1.87,2.28
2020-07-27,"石川県",2011878,797,2.36,0,1,3.29
2020-07-27,"福井県",861178,442,1.34,0,2.85,0.94
2020-07-27,"岐阜県",2803387,1269,2.36,0,1.66,0.93
2020-07-27,"静岡県",4348681,2077,3.62,0,1.14,0.45
2020-07-27,"愛知県",19685481,9053,2.75,0,1.65,0.84
2020-07-27,"三重県",3731468,2066,1.56,0,2.77,1.71
2020-07-27,"滋賀県",3322985,1373,4.73,0,1.05,1.67
2020-07-27,"京都府",9329957,3876,1.19,0,1.29,0.67
2020-07-27,"大阪府",33501425,16869,1.58,0,1.37,1.06
2020-07-27,"兵庫県",16486073,9376,1.53,0,1.46,1.02
2020-07-27,"奈良県",3440314,1603,1.4,0,1.13,1.01
2020-07-27,"和歌山県",1936517,781,2.55,0,1.04,0.46
2020-07-27,"鳥取県",561433,243,NA,0,5.9,0.37
2020-07-27,"島根県",805731,227,2.19,0,0.46,25.67
2020-07-27,"岡山県",3043423,1473,1.27,0,1.2,0.86
2020-07-27,"広島県",6490302,3376,1.48,0,1.55,0.65
2020-07-27,"山口県",2836170,979,1.4,0,1,1.92
2020-07-27,"徳島県",462733,309,NA,0,1.64,2.01
2020-07-27,"香川県",2259420,1362,0.14,0,1,6.59
2020-07-27,"愛媛県",2937471,1709,2.69,0,2.19,0.75
2020-07-27,"高知県",1328954,664,2.19,0,1,0.46
2020-07-27,"福岡県",11628290,5279,2.6,0,1.57,1.06
2020-07-27,"佐賀県",932528,449,8.19,0,1.55,1.38
2020-07-27,"長崎県",1379623,659,0.95,0,3.12,0.84
2020-07-27,"熊本県",3649464,1495,16.35,0,2.12,0.85
2020-07-27,"大分県",2567405,1402,NA,0,NA,2.19
2020-07-27,"宮崎県",1543164,636,NA,0,1.39,0.94
2020-07-27,"鹿児島県",2255235,960,1.81,0,0.9,0.63
2020-07-27,"沖縄県",10516106,4118,5.69,0,3.61,1.53
2020-07-28,"北海道",17925141,8326,0.75,0,1.85,1
2020-07-28,"青森県",2285331,801,1,0,1,0
2020-07-28,"岩手県",2410685,1045,NA,0,NA,NA
2020-07-28,"宮城県",6002801,2065,0.51,0,1.9,0.42
2020-07-28,"秋田県",706491,233,NA,0,0,NA
2020-07-28,"山形県",1023136,377,0,0,NA,0
2020-07-28,"福島県",2533645,1109,NA,0,1.34,2.19
2020-07-28,"茨城県",5219985,2178,0.94,0,2.36,0.93
2020-07-28,"栃木県",4083493,2111,0.86,0,1.09,1.23
2020-07-28,"群馬県",6872988,1921,1,0,1.11,2.05
2020-07-28,"埼玉県",12467939,5304,1.04,0,1.21,0.97
2020-07-28,"千葉県",12260185,4507,1.07,0,1.55,1.01
2020-07-28,"東京都",97168896,37293,1.07,0,1.23,0.95
2020-07-28,"神奈川県",22430046,9782,0.98,0,1.57,1.17
2020-07-28,"新潟県",2979234,1308,1.83,0,2.34,0.47
2020-07-28,"山梨県",1068553,540,2.19,1,1.71,1.22
2020-07-28,"長野県",4044840,2361,1.47,0,1.64,0.61
2020-07-28,"富山県",1552397,777,1,0,3.6,1.74
2020-07-28,"石川県",2511860,953,1.23,0,1.17,3.85
2020-07-28,"福井県",663820,320,1.34,0,3.31,0.66
2020-07-28,"岐阜県",3445631,1481,1.9,0,1.4,0.88
2020-07-28,"静岡県",5548842,2460,4.01,0,1.23,0.57
2020-07-28,"愛知県",25017307,10269,2.45,0,1.41,0.77
2020-07-28,"三重県",4156433,2084,1.64,0,2.87,1.34
2020-07-28,"滋賀県",3891727,1520,2.51,0,1.17,1.58
2020-07-28,"京都府",9668435,4058,1.01,0,1.4,0.83
2020-07-28,"大阪府",38351196,18302,1.56,0,1.3,0.99
2020-07-28,"兵庫県",18526608,10285,1.53,0,1.35,1.02
2020-07-28,"奈良県",2629791,1238,1.28,0,1.13,1
2020-07-28,"和歌山県",2270399,947,2.28,0,0.96,0.51
2020-07-28,"鳥取県",1245315,418,NA,0,3.6,0.28
2020-07-28,"島根県",758608,221,2.69,0,0,NA
2020-07-28,"岡山県",3691050,1556,1.26,0,1.19,0.81
2020-07-28,"広島県",8233782,3925,1.53,0,1.59,0.49
2020-07-28,"山口県",4120999,1440,1.52,0,0.92,1.85
2020-07-28,"徳島県",813357,411,NA,0,1.83,1.76
2020-07-28,"香川県",2485464,1446,0.15,0,1,6.59
2020-07-28,"愛媛県",3773950,2255,3.6,0,1.54,0.72
2020-07-28,"高知県",1629685,896,2.69,0,0.61,0.61
2020-07-28,"福岡県",14080097,5480,2.24,0,1.56,1.02
2020-07-28,"佐賀県",1381209,515,5.18,0,1.7,1.15
2020-07-28,"長崎県",1776472,903,1.05,0,3.19,0.57
2020-07-28,"熊本県",3357467,1630,11.75,0,2,0.6
2020-07-28,"大分県",2869661,1411,NA,0,3.38,1.53
2020-07-28,"宮崎県",1676569,615,NA,0,1.26,0.8
2020-07-28,"鹿児島県",3092235,1455,2.07,0,0.94,0.47
2020-07-28,"沖縄県",9965830,3948,5.44,0,3.35,1.33
2020-07-29,"北海道",19232465,8482,0.81,0,2.02,0.86
2020-07-29,"青森県",2740404,907,0,0,NA,0
2020-07-29,"岩手県",2607090,1208,NA,0,NA,NA
2020-07-29,"宮城県",7404760,2813,0.61,0,1.69,0.34
2020-07-29,"秋田県",1192843,369,NA,0,0,NA
2020-07-29,"山形県",1748630,638,0,0,NA,0
2020-07-29,"福島県",3271608,1385,1.64,0,1.64,1.78
2020-07-29,"茨城県",5898280,2448,1.13,0,1.93,0.94
2020-07-29,"栃木県",4568445,2452,0.88,0,1.18,1.29
2020-07-29,"群馬県",6676135,1893,0.77,0,1.71,1.76
2020-07-29,"埼玉県",12730765,5631,0.97,0,1.26,0.92
2020-07-29,"千葉県",14894300,5400,1.45,0,1.31,0.98
2020-07-29,"東京都",106664912,41206,1.04,0,1.23,0.93
2020-07-29,"神奈川県",25266700,10738,0.92,0,1.59,1.13
2020-07-29,"新潟県",3074809,1214,1.83,0,2.19,0.55
2020-07-29,"山梨県",1166141,557,1.92,1,1.58,1.18
2020-07-29,"長野県",3803654,2112,2.01,0,1.3,0.7
2020-07-29,"富山県",1346157,678,0.61,0,6.07,1.19
2020-07-29,"石川県",2736103,1101,1.44,0,0.85,4.95
2020-07-29,"福井県",1286106,472,4.8,0,1.37,0.48
2020-07-29,"岐阜県",3769712,1660,2.08,0,1.07,0.85
2020-07-29,"静岡県",6209110,2876,3.26,0,0.87,0.67
2020-07-29,"愛知県",23908760,10756,2.11,0,1.31,0.72
2020-07-29,"三重県",4136164,1886,1.85,0,2.74,1.14
2020-07-29,"滋賀県",4517178,1862,1.44,0,1.69,1.02
2020-07-29,"京都府",9487982,4095,1.02,0,1.26,0.81
2020-07-29,"大阪府",41274674,19007,1.55,0,1.19,1
2020-07-29,"兵庫県",20497479,11020,1.52,0,1.29,0.97
2020-07-29,"奈良県",3976296,1965,1.17,0,1.21,0.89
2020-07-29,"和歌山県",2001913,850,1.92,0,0.87,0.51
2020-07-29,"鳥取県",1196120,461,NA,0,1.52,0.34
2020-07-29,"島根県",574790,240,2.19,0,0,NA
2020-07-29,"岡山県",3618677,1571,1.6,0,1.08,0.64
2020-07-29,"広島県",8581662,4104,1.54,0,1.25,0.63
2020-07-29,"山口県",4707735,1572,1.44,0,0.78,1.96
2020-07-29,"徳島県",649037,348,NA,0,2.26,0.82
2020-07-29,"香川県",2475203,1619,0.26,0,0,NA
2020-07-29,"愛媛県",4447905,2516,3.6,0,1.54,0.72
2020-07-29,"高知県",1684032,876,1.34,0,0.75,0.61
2020-07-29,"福岡県",15134250,6680,1.8,0,1.48,1.13
2020-07-29,"佐賀県",1073694,525,1.71,0,2.13,1.06
2020-07-29,"長崎県",1591943,750,0.91,0,3.44,0.5
2020-07-29,"熊本県",3204612,1561,12.67,0,1.38,0.42
2020-07-29,"大分県",3086276,1206,NA,0,3.6,1.39
2020-07-29,"宮崎県",1511676,541,NA,0,0.96,0.77
2020-07-29,"鹿児島県",3184038,1232,2.83,0,0.61,0.61
2020-07-29,"沖縄県",9766092,4124,6.25,0,2.58,1.24
2020-07-30,"北海道",19307675,8807,0.91,0,1.87,0.84
2020-07-30,"青森県",2517247,926,0,0,NA,0
2020-07-30,"岩手県",2464641,958,NA,0,NA,NA
2020-07-30,"宮城県",6894710,2380,0.68,0,1.4,0.41
2020-07-30,"秋田県",1025648,370,NA,0,0,NA
2020-07-30,"山形県",1729387,688,0,0,NA,0
2020-07-30,"福島県",3021419,1315,0.61,0,2.69,1.92
2020-07-30,"茨城県",5884334,2392,1.13,0,2.11,0.89
2020-07-30,"栃木県",4356756,2243,0.96,0,1.02,1.04
2020-07-30,"群馬県",7019746,1951,0.83,0,1.7,1.75
2020-07-30,"埼玉県",12843400,5768,0.92,0,1.29,0.89
2020-07-30,"千葉県",12816341,4685,1.12,0,1.5,0.87
2020-07-30,"東京都",108643324,41482,1.01,0,1.23,0.88
2020-07-30,"神奈川県",25354424,11354,0.97,0,1.59,1.07
2020-07-30,"新潟県",3409721,1475,2.53,0,1.48,0.49
2020-07-30,"山梨県",1280761,613,1.92,1,1.87,0.91
2020-07-30,"長野県",3462578,2007,2.4,0,1.24,0.7
2020-07-30,"富山県",1622106,790,0.69,0,4.93,1.1
2020-07-30,"石川県",2672573,1004,1.56,0,0.83,4.49
2020-07-30,"福井県",1202539,546,3.16,0,1.34,0.24
2020-07-30,"岐阜県",3921146,1701,1.98,0,0.89,1.03
2020-07-30,"静岡県",5332939,2610,3.49,0,0.96,0.54
2020-07-30,"愛知県",22321787,10065,2.02,0,1.15,0.69
2020-07-30,"三重県",4390448,2279,2.89,0,2.12,0.95
2020-07-30,"滋賀県",4294568,1748,0.71,0,2.3,1.01
2020-07-30,"京都府",9728577,3930,1.33,0,0.96,0.85
2020-07-30,"大阪府",38672515,18168,1.57,0,1.15,0.95
2020-07-30,"兵庫県",20217622,10285,1.46,0,1.24,0.92
2020-07-30,"奈良県",3679681,1731,0.97,0,1.32,0.92
2020-07-30,"和歌山県",2629886,1077,1.22,0,0.96,0.62
2020-07-30,"鳥取県",1226849,431,NA,0,1.44,0
2020-07-30,"島根県",573708,239,2.19,0,0,NA
2020-07-30,"岡山県",4335933,1788,1.86,0,0.91,0.69
2020-07-30,"広島県",8629219,4237,1.76,0,1.06,0.57
2020-07-30,"山口県",4227339,1475,0.75,0,1.54,1.36
2020-07-30,"徳島県",616373,317,NA,0,1.82,0.67
2020-07-30,"香川県",2748053,1561,0.46,0,4.01,1
2020-07-30,"愛媛県",4207072,2546,3.6,0,1.54,0.8
2020-07-30,"高知県",1712072,899,2.19,0,0.75,0.61
2020-07-30,"福岡県",13915451,5886,1.61,0,1.54,0.91
2020-07-30,"佐賀県",1245864,628,1.52,0,2.31,0.79
2020-07-30,"長崎県",1892002,964,1.18,0,2.74,0.49
2020-07-30,"熊本県",3392655,1730,6.07,0,1.43,0.47
2020-07-30,"大分県",2999396,1467,NA,0,2.19,1.28
2020-07-30,"宮崎県",1505153,521,10.71,0,1.05,0.69
2020-07-30,"鹿児島県",3109485,1452,3.08,0,0.68,0.45
2020-07-30,"沖縄県",8218936,3674,6.06,0,2.11,1.24
2020-07-31,"北海道",28573525,11999,1,0,1.62,0.83
2020-07-31,"青森県",4253550,1265,1,0,0,NA
2020-07-31,"岩手県",4461271,1216,NA,0,NA,0.75
2020-07-31,"宮城県",10842234,3784,1.2,0,1.15,0.3
2020-07-31,"秋田県",1673758,552,NA,0,4.01,0.55
2020-07-31,"山形県",2631728,829,NA,0,0,NA
2020-07-31,"福島県",4961468,1793,1.34,0,1.64,1.12
2020-07-31,"茨城県",9096039,3108,1.47,0,1.73,0.89
2020-07-31,"栃木県",6656116,3084,1.25,0,0.8,1.08
2020-07-31,"群馬県",11114415,2844,1.13,0,1.41,2.09
2020-07-31,"埼玉県",18610426,7479,0.96,0,1.24,0.91
2020-07-31,"千葉県",19070336,6402,1.05,0,1.53,0.8
2020-07-31,"東京都",147080597,50129,1.11,0,1.14,0.86
2020-07-31,"神奈川県",38650031,14827,1.07,0,1.6,1.01
2020-07-31,"新潟県",5725136,1965,3.74,0,0.84,0.32
2020-07-31,"山梨県",1734447,758,1.09,1,2.36,0.52
2020-07-31,"長野県",5935267,2834,2.93,0,1.15,0.87
2020-07-31,"富山県",2761865,1175,0.69,0,5.18,1.07
2020-07-31,"石川県",4004299,1403,1.15,0,0.93,4.96
2020-07-31,"福井県",1960120,690,5.9,0,1.12,0.15
2020-07-31,"岐阜県",5474177,1903,1.99,0,0.93,0.71
2020-07-31,"静岡県",8844061,3408,4.74,0,0.62,0.77
2020-07-31,"愛知県",30917481,12519,1.9,0,1.04,0.62
2020-07-31,"三重県",5902367,2759,3.16,0,2.33,0.86
2020-07-31,"滋賀県",7452382,2510,0.59,0,3.2,0.61
2020-07-31,"京都府",17024165,5604,1.52,0,0.97,0.88
2020-07-31,"大阪府",53427765,22729,1.46,0,1.12,0.9
2020-07-31,"兵庫県",27752664,13053,1.63,0,1.09,0.91
2020-07-31,"奈良県",5357799,2202,0.83,0,1.45,0.95
2020-07-31,"和歌山県",3127306,1189,1.35,0,0.7,0.81
2020-07-31,"鳥取県",1681061,427,NA,0,0.69,0
2020-07-31,"島根県",1286236,418,2.19,0,0,NA
2020-07-31,"岡山県",6499682,2207,1.64,0,0.95,0.67
2020-07-31,"広島県",12025760,5090,1.32,0,1.13,0.57
2020-07-31,"山口県",7159660,2160,1,0,1.54,1.42
2020-07-31,"徳島県",824629,380,NA,0,1.64,0.9
2020-07-31,"香川県",3604301,1932,0.46,0,5.54,0.49
2020-07-31,"愛媛県",5821267,2870,1.92,0,1.76,0.87
2020-07-31,"高知県",3414456,1174,1,0,1.34,0
2020-07-31,"福岡県",19588236,7497,1.52,0,1.44,0.9
2020-07-31,"佐賀県",1999581,831,1.13,0,2.25,0.74
2020-07-31,"長崎県",2621702,1065,1.52,0,2.07,0.51
2020-07-31,"熊本県",4771232,2000,8.24,0,1.04,0.46
2020-07-31,"大分県",4812560,2024,NA,0,1.64,1.23
2020-07-31,"宮崎県",2168613,715,6.39,0,0.95,0.62
2020-07-31,"鹿児島県",4632858,1848,0.86,0,1.09,0.33
2020-07-31,"沖縄県",10651905,4214,5.07,0,1.75,1.19
2020-08-01,"北海道",32073646,13945,1.19,0,1.39,0.87
2020-08-01,"青森県",4922416,1696,1,0,0,NA
2020-08-01,"岩手県",3363073,1442,NA,0,NA,0.46
2020-08-01,"宮城県",11818254,3649,1.53,0,1.04,0.25
2020-08-01,"秋田県",1990224,679,1,0,7.25,0.5
2020-08-01,"山形県",3235782,1214,NA,0,0,NA
2020-08-01,"福島県",5795757,2125,1.34,0,1.83,1.2
2020-08-01,"茨城県",10933209,4277,2.14,0,1.38,0.86
2020-08-01,"栃木県",8517089,4059,1.23,0,1.06,0.65
2020-08-01,"群馬県",14428915,3874,1,0,1.92,1.6
2020-08-01,"埼玉県",23590321,9906,0.97,0,1.16,0.84
2020-08-01,"千葉県",24819755,8702,1.1,0,1.79,0.74
2020-08-01,"東京都",150772847,50475,1.17,0,1.06,0.86
2020-08-01,"神奈川県",47061212,18542,1.28,0,1.59,0.94
2020-08-01,"新潟県",7656668,2770,4.15,0,0.72,0.15
2020-08-01,"山梨県",2561730,1049,1.09,1,2.36,0.52
2020-08-01,"長野県",8782026,4184,3.49,0,0.77,1.21
2020-08-01,"富山県",3248664,1430,1.64,0,2.69,1
2020-08-01,"石川県",5831135,1910,1.47,0,1.44,3.07
2020-08-01,"福井県",2033552,895,5.9,0,1.12,0.15
2020-08-01,"岐阜県",6628543,2644,2,0,0.89,0.67
2020-08-01,"静岡県",10349215,4753,5.18,0,0.62,0.77
2020-08-01,"愛知県",36594709,14826,1.76,0,1.02,0.46
2020-08-01,"三重県",8070987,3787,3.04,0,2.15,0.61
2020-08-01,"滋賀県",9928230,3475,0.72,0,2.62,0.58
2020-08-01,"京都府",18587761,7296,1.52,0,0.97,0.88
2020-08-01,"大阪府",60111663,26824,1.45,0,1.07,0.89
2020-08-01,"兵庫県",38205689,17838,1.57,0,1.12,0.86
2020-08-01,"奈良県",6573194,2815,1.1,0,1.08,0.87
