"date","pref","Sales","customers","Rt","Ymns","Rt.lag7","Rt.lag14"
2019-08-03,"静岡県",17942842,8261,NA,0,NA,NA
2019-08-03,"愛知県",65206591,25406,NA,0,NA,NA
2019-08-03,"三重県",11537775,5650,NA,0,NA,NA
2019-08-03,"滋賀県",12030465,4204,NA,0,NA,NA
2019-08-03,"京都府",34080195,11593,NA,0,NA,NA
2019-08-03,"大阪府",85597215,39429,NA,0,NA,NA
2019-08-03,"兵庫県",49753349,25038,NA,0,NA,NA
2019-08-03,"奈良県",9193755,4057,NA,0,NA,NA
2019-08-03,"和歌山県",6079010,2381,NA,0,NA,NA
2019-08-03,"鳥取県",2898829,1034,NA,0,NA,NA
2019-08-03,"島根県",1912102,768,NA,0,NA,NA
2019-08-03,"岡山県",12229208,4790,NA,0,NA,NA
2019-08-03,"広島県",22654746,10662,NA,0,NA,NA
2019-08-03,"山口県",12136961,4034,NA,0,NA,NA
2019-08-03,"徳島県",2922596,1115,NA,0,NA,NA
2019-08-03,"香川県",6881995,3839,NA,0,NA,NA
2019-08-03,"愛媛県",7368190,4521,NA,0,NA,NA
2019-08-03,"高知県",3789937,1889,NA,0,NA,NA
2019-08-03,"福岡県",43020823,17690,NA,0,NA,NA
2019-08-03,"佐賀県",3360502,1526,NA,0,NA,NA
2019-08-03,"長崎県",5035092,2559,NA,0,NA,NA
2019-08-03,"熊本県",10664298,4278,NA,0,NA,NA
2019-08-03,"大分県",6784290,2855,NA,0,NA,NA
2019-08-03,"宮崎県",5151430,2338,NA,0,NA,NA
2019-08-03,"鹿児島県",9958374,3895,NA,0,NA,NA
2019-08-03,"沖縄県",27206211,10280,NA,0,NA,NA
2019-08-04,"北海道",31204560,15868,NA,0,NA,NA
2019-08-04,"青森県",4284762,1973,NA,0,NA,NA
2019-08-04,"岩手県",5122436,2413,NA,0,NA,NA
2019-08-04,"宮城県",8938292,3161,NA,0,NA,NA
2019-08-04,"秋田県",1447967,713,NA,0,NA,NA
2019-08-04,"山形県",2257645,1041,NA,0,NA,NA
2019-08-04,"福島県",3913597,2306,NA,0,NA,NA
2019-08-04,"茨城県",10061022,4269,NA,0,NA,NA
2019-08-04,"栃木県",9850218,5620,NA,0,NA,NA
2019-08-04,"群馬県",9110721,3453,NA,0,NA,NA
2019-08-04,"埼玉県",23297667,11509,NA,0,NA,NA
2019-08-04,"千葉県",26802795,10918,NA,0,NA,NA
2019-08-04,"東京都",164596216,66433,NA,0,NA,NA
2019-08-04,"神奈川県",44818667,21288,NA,0,NA,NA
2019-08-04,"新潟県",6014312,2809,NA,0,NA,NA
2019-08-04,"山梨県",2585529,1106,NA,1,NA,NA
2019-08-04,"長野県",8413399,5094,NA,0,NA,NA
2019-08-04,"富山県",4119489,2153,NA,0,NA,NA
2019-08-04,"石川県",6114366,2761,NA,0,NA,NA
2019-08-04,"福井県",2986856,1538,NA,0,NA,NA
2019-08-04,"岐阜県",8244139,4515,NA,0,NA,NA
2019-08-04,"静岡県",11881942,6773,NA,0,NA,NA
2019-08-04,"愛知県",43487603,20366,NA,0,NA,NA
2019-08-04,"三重県",8478285,5142,NA,0,NA,NA
2019-08-04,"滋賀県",10487853,3705,NA,0,NA,NA
2019-08-04,"京都府",23815215,10463,NA,0,NA,NA
2019-08-04,"大阪府",72248436,37073,NA,0,NA,NA
2019-08-04,"兵庫県",42910124,23850,NA,0,NA,NA
2019-08-04,"奈良県",7323967,3631,NA,0,NA,NA
2019-08-04,"和歌山県",4247291,1947,NA,0,NA,NA
2019-08-04,"鳥取県",1781637,927,NA,0,NA,NA
2019-08-04,"島根県",1341838,580,NA,0,NA,NA
2019-08-04,"岡山県",8103416,3908,NA,0,NA,NA
2019-08-04,"広島県",17986351,10078,NA,0,NA,NA
2019-08-04,"山口県",7024138,2837,NA,0,NA,NA
2019-08-04,"徳島県",1732386,870,NA,0,NA,NA
2019-08-04,"香川県",5818107,3969,NA,0,NA,NA
2019-08-04,"愛媛県",6822209,4485,NA,0,NA,NA
2019-08-04,"高知県",2741922,1570,NA,0,NA,NA
2019-08-04,"福岡県",32175874,14984,NA,0,NA,NA
2019-08-04,"佐賀県",2974371,1500,NA,0,NA,NA
2019-08-04,"長崎県",3866029,2175,NA,0,NA,NA
2019-08-04,"熊本県",8000456,3730,NA,0,NA,NA
2019-08-04,"大分県",4399384,2503,NA,0,NA,NA
2019-08-04,"宮崎県",3302989,1590,NA,0,NA,NA
2019-08-04,"鹿児島県",5672751,2866,NA,0,NA,NA
2019-08-04,"沖縄県",20815206,8877,NA,0,NA,NA
2019-08-05,"北海道",25936866,12787,NA,0,NA,NA
2019-08-05,"青森県",4279762,1657,NA,0,NA,NA
2019-08-05,"岩手県",3325270,1637,NA,0,NA,NA
2019-08-05,"宮城県",8430527,3148,NA,0,NA,NA
2019-08-05,"秋田県",1325703,478,NA,0,NA,NA
2019-08-05,"山形県",2595372,1156,NA,0,NA,NA
2019-08-05,"福島県",3716667,1674,NA,0,NA,NA
2019-08-05,"茨城県",8625737,3267,NA,0,NA,NA
2019-08-05,"栃木県",4381943,2861,NA,0,NA,NA
2019-08-05,"群馬県",5304337,1885,NA,0,NA,NA
2019-08-05,"埼玉県",14954399,7195,NA,0,NA,NA
2019-08-05,"千葉県",15929725,6363,NA,0,NA,NA
2019-08-05,"東京都",163905174,65722,NA,0,NA,NA
2019-08-05,"神奈川県",33489916,14999,NA,0,NA,NA
2019-08-05,"新潟県",3925608,1648,NA,0,NA,NA
2019-08-05,"山梨県",1474429,649,NA,1,NA,NA
2019-08-05,"長野県",6650848,3449,NA,0,NA,NA
2019-08-05,"富山県",2718633,1198,NA,0,NA,NA
2019-08-05,"石川県",3253677,1428,NA,0,NA,NA
2019-08-05,"福井県",1397108,752,NA,0,NA,NA
2019-08-05,"岐阜県",4971966,2493,NA,0,NA,NA
2019-08-05,"静岡県",8523003,4260,NA,0,NA,NA
2019-08-05,"愛知県",32442973,13700,NA,0,NA,NA
2019-08-05,"三重県",5996599,3332,NA,0,NA,NA
2019-08-05,"滋賀県",5087132,2254,NA,0,NA,NA
2019-08-05,"京都府",18128249,7622,NA,0,NA,NA
2019-08-05,"大阪府",54665792,27484,NA,0,NA,NA
2019-08-05,"兵庫県",26056473,14777,NA,0,NA,NA
2019-08-05,"奈良県",5561042,2466,NA,0,NA,NA
2019-08-05,"和歌山県",2991762,1252,NA,0,NA,NA
2019-08-05,"鳥取県",1473913,605,NA,0,NA,NA
2019-08-05,"島根県",1086010,402,NA,0,NA,NA
2019-08-05,"岡山県",6583471,2824,NA,0,NA,NA
2019-08-05,"広島県",11833505,6156,NA,0,NA,NA
2019-08-05,"山口県",4381816,1563,NA,0,NA,NA
2019-08-05,"徳島県",942687,539,NA,0,NA,NA
2019-08-05,"香川県",4364219,2613,NA,0,NA,NA
2019-08-05,"愛媛県",4568825,2783,NA,0,NA,NA
2019-08-05,"高知県",2124508,1025,NA,0,NA,NA
2019-08-05,"福岡県",23705486,10774,NA,0,NA,NA
2019-08-05,"佐賀県",1368330,761,NA,0,NA,NA
2019-08-05,"長崎県",3032823,1594,NA,0,NA,NA
2019-08-05,"熊本県",5059220,2464,NA,0,NA,NA
2019-08-05,"大分県",3245615,1693,NA,0,NA,NA
2019-08-05,"宮崎県",2339890,1035,NA,0,NA,NA
2019-08-05,"鹿児島県",4062792,1914,NA,0,NA,NA
2019-08-05,"沖縄県",19295227,7387,NA,0,NA,NA
2019-08-06,"北海道",28368571,13113,NA,0,NA,NA
2019-08-06,"青森県",4650528,1639,NA,0,NA,NA
2019-08-06,"岩手県",3624659,1683,NA,0,NA,NA
2019-08-06,"宮城県",11431142,3577,NA,0,NA,NA
2019-08-06,"秋田県",1674406,577,NA,0,NA,NA
2019-08-06,"山形県",2892477,1158,NA,0,NA,NA
2019-08-06,"福島県",3740371,1656,NA,0,NA,NA
2019-08-06,"茨城県",8229931,3381,NA,0,NA,NA
2019-08-06,"栃木県",5434335,3233,NA,0,NA,NA
2019-08-06,"群馬県",8858205,2599,NA,0,NA,NA
2019-08-06,"埼玉県",16938451,8040,NA,0,NA,NA
2019-08-06,"千葉県",18004290,7083,NA,0,NA,NA
2019-08-06,"東京都",188387457,72306,NA,0,NA,NA
2019-08-06,"神奈川県",36750827,16431,NA,0,NA,NA
2019-08-06,"新潟県",5504576,2177,NA,0,NA,NA
2019-08-06,"山梨県",1863463,655,NA,1,NA,NA
2019-08-06,"長野県",7428813,3627,NA,0,NA,NA
2019-08-06,"富山県",2475338,1005,NA,0,NA,NA
2019-08-06,"石川県",4157809,1786,NA,0,NA,NA
2019-08-06,"福井県",1368559,660,NA,0,NA,NA
2019-08-06,"岐阜県",6198349,2915,NA,0,NA,NA
2019-08-06,"静岡県",10224247,4877,NA,0,NA,NA
2019-08-06,"愛知県",37135012,15199,NA,0,NA,NA
2019-08-06,"三重県",5807786,2828,NA,0,NA,NA
2019-08-06,"滋賀県",6638960,2604,NA,0,NA,NA
2019-08-06,"京都府",19388559,7716,NA,0,NA,NA
2019-08-06,"大阪府",62061798,29791,NA,0,NA,NA
2019-08-06,"兵庫県",27838064,15381,NA,0,NA,NA
2019-08-06,"奈良県",3982075,1759,NA,0,NA,NA
2019-08-06,"和歌山県",3269435,1480,NA,0,NA,NA
2019-08-06,"鳥取県",1878927,710,NA,0,NA,NA
2019-08-06,"島根県",830949,330,NA,0,NA,NA
2019-08-06,"岡山県",7040011,2845,NA,0,NA,NA
2019-08-06,"広島県",12437843,6300,NA,0,NA,NA
2019-08-06,"山口県",5277351,1946,NA,0,NA,NA
2019-08-06,"徳島県",1278605,583,NA,0,NA,NA
2019-08-06,"香川県",4696417,2491,NA,0,NA,NA
2019-08-06,"愛媛県",4716956,2888,NA,0,NA,NA
2019-08-06,"高知県",1938566,1018,NA,0,NA,NA
2019-08-06,"福岡県",20510170,8659,NA,0,NA,NA
2019-08-06,"佐賀県",1103346,558,NA,0,NA,NA
2019-08-06,"長崎県",1743289,777,NA,0,NA,NA
2019-08-06,"熊本県",3865758,1637,NA,0,NA,NA
2019-08-06,"大分県",3443804,1485,NA,0,NA,NA
2019-08-06,"宮崎県",2434945,1007,NA,0,NA,NA
2019-08-06,"鹿児島県",5904148,2740,NA,0,NA,NA
2019-08-06,"沖縄県",17756849,7237,NA,0,NA,NA
2019-08-07,"北海道",29015429,13654,NA,0,NA,NA
2019-08-07,"青森県",3884507,1333,NA,0,NA,NA
2019-08-07,"岩手県",4932890,2154,NA,0,NA,NA
2019-08-07,"宮城県",11772475,3884,NA,0,NA,NA
2019-08-07,"秋田県",1917415,566,NA,0,NA,NA
2019-08-07,"山形県",3238208,1275,NA,0,NA,NA
2019-08-07,"福島県",5178623,2245,NA,0,NA,NA
2019-08-07,"茨城県",9926343,3958,NA,0,NA,NA
2019-08-07,"栃木県",7103528,3863,NA,0,NA,NA
2019-08-07,"群馬県",10734973,3237,NA,0,NA,NA
2019-08-07,"埼玉県",19069855,8755,NA,0,NA,NA
2019-08-07,"千葉県",20136761,7576,NA,0,NA,NA
2019-08-07,"東京都",202760016,76250,NA,0,NA,NA
2019-08-07,"神奈川県",43547728,18376,NA,0,NA,NA
2019-08-07,"新潟県",7057792,2566,NA,0,NA,NA
2019-08-07,"山梨県",1802370,713,NA,1,NA,NA
2019-08-07,"長野県",6796853,3578,NA,0,NA,NA
2019-08-07,"富山県",2280243,1001,NA,0,NA,NA
2019-08-07,"石川県",4652306,1977,NA,0,NA,NA
2019-08-07,"福井県",1543821,664,NA,0,NA,NA
2019-08-07,"岐阜県",5971329,2755,NA,0,NA,NA
2019-08-07,"静岡県",11146081,5384,NA,0,NA,NA
2019-08-07,"愛知県",44974364,17810,NA,0,NA,NA
2019-08-07,"三重県",5425265,2417,NA,0,NA,NA
2019-08-07,"滋賀県",9069405,3195,NA,0,NA,NA
2019-08-07,"京都府",19327306,7607,NA,0,NA,NA
2019-08-07,"大阪府",67283194,31833,NA,0,NA,NA
2019-08-07,"兵庫県",32814383,17390,NA,0,NA,NA
2019-08-07,"奈良県",5396219,2359,NA,0,NA,NA
2019-08-07,"和歌山県",3268664,1426,NA,0,NA,NA
2019-08-07,"鳥取県",1681803,512,NA,0,NA,NA
2019-08-07,"島根県",2631255,553,NA,0,NA,NA
2019-08-07,"岡山県",7136153,3002,NA,0,NA,NA
2019-08-07,"広島県",15005764,7423,NA,0,NA,NA
2019-08-07,"山口県",6900801,2572,NA,0,NA,NA
2019-08-07,"徳島県",1348498,626,NA,0,NA,NA
2019-08-07,"香川県",4221276,2576,NA,0,NA,NA
2019-08-07,"愛媛県",6384742,3657,NA,0,NA,NA
2019-08-07,"高知県",2279743,1154,NA,0,NA,NA
2019-08-07,"福岡県",29512681,11912,NA,0,NA,NA
2019-08-07,"佐賀県",1668591,766,NA,0,NA,NA
2019-08-07,"長崎県",3243373,1659,NA,0,NA,NA
2019-08-07,"熊本県",6460043,2709,NA,0,NA,NA
2019-08-07,"大分県",3796285,1369,NA,0,NA,NA
2019-08-07,"宮崎県",2732087,1044,NA,0,NA,NA
2019-08-07,"鹿児島県",5777778,2639,NA,0,NA,NA
2019-08-07,"沖縄県",19101895,7451,NA,0,NA,NA
2019-08-08,"北海道",31521029,14736,NA,0,NA,NA
2019-08-08,"青森県",4387244,1551,NA,0,NA,NA
2019-08-08,"岩手県",4538587,2027,NA,0,NA,NA
2019-08-08,"宮城県",12092433,3702,NA,0,NA,NA
2019-08-08,"秋田県",1801143,554,NA,0,NA,NA
2019-08-08,"山形県",2897766,973,NA,0,NA,NA
2019-08-08,"福島県",4371103,2011,NA,0,NA,NA
2019-08-08,"茨城県",9667027,3754,NA,0,NA,NA
2019-08-08,"栃木県",6976706,3563,NA,0,NA,NA
2019-08-08,"群馬県",10087437,2935,NA,0,NA,NA
2019-08-08,"埼玉県",18546707,8760,NA,0,NA,NA
2019-08-08,"千葉県",19961329,7600,NA,0,NA,NA
2019-08-08,"東京都",207070587,77472,NA,0,NA,NA
2019-08-08,"神奈川県",42493607,18473,NA,0,NA,NA
2019-08-08,"新潟県",5830840,2197,NA,0,NA,NA
2019-08-08,"山梨県",2645816,1159,NA,1,NA,NA
2019-08-08,"長野県",7418359,3727,NA,0,NA,NA
2019-08-08,"富山県",2844120,1213,NA,0,NA,NA
2019-08-08,"石川県",4830237,1934,NA,0,NA,NA
2019-08-08,"福井県",1999661,931,NA,0,NA,NA
2019-08-08,"岐阜県",5957816,2800,NA,0,NA,NA
2019-08-08,"静岡県",11015421,5592,NA,0,NA,NA
2019-08-08,"愛知県",44599183,18031,NA,0,NA,NA
2019-08-08,"三重県",6966090,3610,NA,0,NA,NA
2019-08-08,"滋賀県",7948536,3354,NA,0,NA,NA
2019-08-08,"京都府",20134500,8328,NA,0,NA,NA
2019-08-08,"大阪府",68202742,31785,NA,0,NA,NA
2019-08-08,"兵庫県",31747076,16895,NA,0,NA,NA
2019-08-08,"奈良県",5236057,2454,NA,0,NA,NA
2019-08-08,"和歌山県",3987188,1634,NA,0,NA,NA
2019-08-08,"鳥取県",2025357,796,NA,0,NA,NA
2019-08-08,"島根県",1219393,428,NA,0,NA,NA
2019-08-08,"岡山県",8756477,3521,NA,0,NA,NA
2019-08-08,"広島県",16627451,7576,NA,0,NA,NA
2019-08-08,"山口県",7432916,2782,NA,0,NA,NA
2019-08-08,"徳島県",1453823,667,NA,0,NA,NA
2019-08-08,"香川県",4490629,2589,NA,0,NA,NA
2019-08-08,"愛媛県",5734063,3512,NA,0,NA,NA
2019-08-08,"高知県",2713777,1311,NA,0,NA,NA
2019-08-08,"福岡県",28962280,11718,NA,0,NA,NA
2019-08-08,"佐賀県",2142519,1067,NA,0,NA,NA
2019-08-08,"長崎県",3414528,1706,NA,0,NA,NA
2019-08-08,"熊本県",6181373,2570,NA,0,NA,NA
2019-08-08,"大分県",5126972,2231,NA,0,NA,NA
2019-08-08,"宮崎県",3121837,1190,NA,0,NA,NA
2019-08-08,"鹿児島県",7353925,3120,NA,0,NA,NA
2019-08-08,"沖縄県",14474960,6003,NA,0,NA,NA
2019-08-09,"北海道",43176865,18738,NA,0,NA,NA
2019-08-09,"青森県",6536740,2054,NA,0,NA,NA
2019-08-09,"岩手県",6184503,2603,NA,0,NA,NA
2019-08-09,"宮城県",16163246,5207,NA,0,NA,NA
2019-08-09,"秋田県",2627233,834,NA,0,NA,NA
2019-08-09,"山形県",5738227,1923,NA,0,NA,NA
2019-08-09,"福島県",7647253,2820,NA,0,NA,NA
2019-08-09,"茨城県",14952478,5040,NA,0,NA,NA
2019-08-09,"栃木県",11469564,5202,NA,0,NA,NA
2019-08-09,"群馬県",17199380,4622,NA,0,NA,NA
2019-08-09,"埼玉県",30007192,11803,NA,0,NA,NA
2019-08-09,"千葉県",28775504,9980,NA,0,NA,NA
2019-08-09,"東京都",266407015,91823,NA,0,NA,NA
2019-08-09,"神奈川県",59119155,23584,NA,0,NA,NA
2019-08-09,"新潟県",10672963,3689,NA,0,NA,NA
2019-08-09,"山梨県",2957317,1034,NA,1,NA,NA
2019-08-09,"長野県",10348678,4631,NA,0,NA,NA
2019-08-09,"富山県",4941917,1874,NA,0,NA,NA
2019-08-09,"石川県",7731634,2832,NA,0,NA,NA
2019-08-09,"福井県",2256543,997,NA,0,NA,NA
2019-08-09,"岐阜県",10464393,4169,NA,0,NA,NA
2019-08-09,"静岡県",17765713,7064,NA,0,NA,NA
2019-08-09,"愛知県",66674483,23753,NA,0,NA,NA
2019-08-09,"三重県",9640006,4206,NA,0,NA,NA
2019-08-09,"滋賀県",13971456,4383,NA,0,NA,NA
2019-08-09,"京都府",28652662,11306,NA,0,NA,NA
2019-08-09,"大阪府",92479467,38932,NA,0,NA,NA
2019-08-09,"兵庫県",44642115,21373,NA,0,NA,NA
2019-08-09,"奈良県",8658703,3524,NA,0,NA,NA
2019-08-09,"和歌山県",5050233,1917,NA,0,NA,NA
2019-08-09,"鳥取県",3268026,1028,NA,0,NA,NA
2019-08-09,"島根県",1990664,665,NA,0,NA,NA
2019-08-09,"岡山県",13093412,4610,NA,0,NA,NA
2019-08-09,"広島県",21471456,9567,NA,0,NA,NA
2019-08-09,"山口県",11949646,3547,NA,0,NA,NA
2019-08-09,"徳島県",2602388,987,NA,0,NA,NA
2019-08-09,"香川県",6526253,3210,NA,0,NA,NA
2019-08-09,"愛媛県",7672019,4064,NA,0,NA,NA
2019-08-09,"高知県",3595727,1753,NA,0,NA,NA
2019-08-09,"福岡県",41556968,15761,NA,0,NA,NA
2019-08-09,"佐賀県",2973770,1283,NA,0,NA,NA
2019-08-09,"長崎県",4721820,2154,NA,0,NA,NA
2019-08-09,"熊本県",9536654,3620,NA,0,NA,NA
2019-08-09,"大分県",6655482,2773,NA,0,NA,NA
2019-08-09,"宮崎県",5056170,1886,NA,0,NA,NA
2019-08-09,"鹿児島県",9337792,3882,NA,0,NA,NA
2019-08-09,"沖縄県",23411026,8832,NA,0,NA,NA
2019-08-10,"北海道",48329620,21488,NA,0,NA,NA
2019-08-10,"青森県",7667763,2559,NA,0,NA,NA
2019-08-10,"岩手県",7716838,3191,NA,0,NA,NA
2019-08-10,"宮城県",18090097,5449,NA,0,NA,NA
2019-08-10,"秋田県",3466712,1040,NA,0,NA,NA
2019-08-10,"山形県",6207755,2167,NA,0,NA,NA
2019-08-10,"福島県",9664007,3436,NA,0,NA,NA
2019-08-10,"茨城県",16341140,6113,NA,0,NA,NA
2019-08-10,"栃木県",12685581,6196,NA,0,NA,NA
2019-08-10,"群馬県",18961471,5050,NA,0,NA,NA
2019-08-10,"埼玉県",32793806,13416,NA,0,NA,NA
2019-08-10,"千葉県",35479989,13004,NA,0,NA,NA
2019-08-10,"東京都",224000820,81065,NA,0,NA,NA
2019-08-10,"神奈川県",64807774,27099,NA,0,NA,NA
2019-08-10,"新潟県",12348073,4128,NA,0,NA,NA
2019-08-10,"山梨県",3427983,1227,NA,1,NA,NA
2019-08-10,"長野県",12703559,6288,NA,0,NA,NA
2019-08-10,"富山県",6537410,2554,NA,0,NA,NA
2019-08-10,"石川県",10231378,3608,NA,0,NA,NA
2019-08-10,"福井県",3260632,1504,NA,0,NA,NA
2019-08-10,"岐阜県",13017924,5858,NA,0,NA,NA
2019-08-10,"静岡県",21062603,9577,NA,0,NA,NA
2019-08-10,"愛知県",65117787,25331,NA,0,NA,NA
2019-08-10,"三重県",11982761,5462,NA,0,NA,NA
2019-08-10,"滋賀県",15125678,4827,NA,0,NA,NA
2019-08-10,"京都府",31552446,12563,NA,0,NA,NA
2019-08-10,"大阪府",91689310,41145,NA,0,NA,NA
2019-08-10,"兵庫県",52048787,24878,NA,0,NA,NA
2019-08-10,"奈良県",10451490,4474,NA,0,NA,NA
2019-08-10,"和歌山県",6451362,2572,NA,0,NA,NA
2019-08-10,"鳥取県",3913427,1319,NA,0,NA,NA
2019-08-10,"島根県",2251177,836,NA,0,NA,NA
2019-08-10,"岡山県",15251439,5835,NA,0,NA,NA
2019-08-10,"広島県",26481453,12180,NA,0,NA,NA
2019-08-10,"山口県",14029227,4701,NA,0,NA,NA
2019-08-10,"徳島県",3027379,1167,NA,0,NA,NA
2019-08-10,"香川県",8111866,4272,NA,0,NA,NA
2019-08-10,"愛媛県",9630228,5316,NA,0,NA,NA
2019-08-10,"高知県",4677218,2329,NA,0,NA,NA
2019-08-10,"福岡県",45486242,18163,NA,0,NA,NA
2019-08-10,"佐賀県",3712307,1791,NA,0,NA,NA
2019-08-10,"長崎県",6258376,2795,NA,0,NA,NA
2019-08-10,"熊本県",11488300,4521,NA,0,NA,NA
2019-08-10,"大分県",8446966,3537,NA,0,NA,NA
2019-08-10,"宮崎県",6687165,2200,NA,0,NA,NA
2019-08-10,"鹿児島県",11177822,4753,NA,0,NA,NA
2019-08-10,"沖縄県",28590164,10707,NA,0,NA,NA
2019-08-11,"北海道",44705241,21214,NA,0,NA,NA
2019-08-11,"青森県",6806718,2480,NA,0,NA,NA
2019-08-11,"岩手県",6730749,3322,NA,0,NA,NA
2019-08-11,"宮城県",17479344,5747,NA,0,NA,NA
2019-08-11,"秋田県",3179798,1077,NA,0,NA,NA
2019-08-11,"山形県",6377966,2248,NA,0,NA,NA
2019-08-11,"福島県",8251618,3838,NA,0,NA,NA
2019-08-11,"茨城県",15788115,6280,NA,0,NA,NA
2019-08-11,"栃木県",12612856,6311,NA,0,NA,NA
2019-08-11,"群馬県",15040254,5048,NA,0,NA,NA
2019-08-11,"埼玉県",31656433,13511,NA,0,NA,NA
2019-08-11,"千葉県",35541439,13694,NA,0,NA,NA
2019-08-11,"東京都",203164582,74180,NA,0,NA,NA
2019-08-11,"神奈川県",59542320,25939,NA,0,NA,NA
2019-08-11,"新潟県",13094579,4690,NA,0,NA,NA
2019-08-11,"山梨県",4085232,1568,NA,1,NA,NA
2019-08-11,"長野県",13816359,7301,NA,0,NA,NA
2019-08-11,"富山県",6705539,3004,NA,0,NA,NA
2019-08-11,"石川県",10598490,4153,NA,0,NA,NA
2019-08-11,"福井県",3985758,1779,NA,0,NA,NA
2019-08-11,"岐阜県",13215756,6433,NA,0,NA,NA
2019-08-11,"静岡県",20188644,10127,NA,0,NA,NA
2019-08-11,"愛知県",58946732,24536,NA,0,NA,NA
2019-08-11,"三重県",11796055,5906,NA,0,NA,NA
2019-08-11,"滋賀県",15501063,5085,NA,0,NA,NA
2019-08-11,"京都府",33267823,13538,NA,0,NA,NA
2019-08-11,"大阪府",93998034,44237,NA,0,NA,NA
2019-08-11,"兵庫県",56644919,27386,NA,0,NA,NA
2019-08-11,"奈良県",11170152,4990,NA,0,NA,NA
2019-08-11,"和歌山県",6896910,2767,NA,0,NA,NA
2019-08-11,"鳥取県",3918291,1378,NA,0,NA,NA
2019-08-11,"島根県",2503502,914,NA,0,NA,NA
2019-08-11,"岡山県",13799669,5963,NA,0,NA,NA
2019-08-11,"広島県",27369346,13040,NA,0,NA,NA
2019-08-11,"山口県",13805050,4724,NA,0,NA,NA
2019-08-11,"徳島県",3511079,1542,NA,0,NA,NA
2019-08-11,"香川県",8915269,4941,NA,0,NA,NA
2019-08-11,"愛媛県",10159109,5710,NA,0,NA,NA
2019-08-11,"高知県",5244916,2454,NA,0,NA,NA
2019-08-11,"福岡県",48488086,18862,NA,0,NA,NA
2019-08-11,"佐賀県",4043143,1972,NA,0,NA,NA
2019-08-11,"長崎県",6407922,3132,NA,0,NA,NA
2019-08-11,"熊本県",11589179,4851,NA,0,NA,NA
2019-08-11,"大分県",7485303,3530,NA,0,NA,NA
2019-08-11,"宮崎県",5710350,2255,NA,0,NA,NA
2019-08-11,"鹿児島県",11714930,5010,NA,0,NA,NA
2019-08-11,"沖縄県",27694450,10704,NA,0,NA,NA
2019-08-12,"北海道",38463022,19398,NA,0,NA,NA
2019-08-12,"青森県",5962018,2301,NA,0,NA,NA
2019-08-12,"岩手県",7149645,3238,NA,0,NA,NA
2019-08-12,"宮城県",14824732,4689,NA,0,NA,NA
2019-08-12,"秋田県",3275696,1083,NA,0,NA,NA
2019-08-12,"山形県",6682235,2444,NA,0,NA,NA
2019-08-12,"福島県",7319696,3597,NA,0,NA,NA
2019-08-12,"茨城県",14541425,5785,NA,0,NA,NA
2019-08-12,"栃木県",13336854,6864,NA,0,NA,NA
2019-08-12,"群馬県",11278541,3851,NA,0,NA,NA
2019-08-12,"埼玉県",25665254,11269,NA,0,NA,NA
2019-08-12,"千葉県",30234599,12082,NA,0,NA,NA
2019-08-12,"東京都",169423332,66293,NA,0,NA,NA
2019-08-12,"神奈川県",50446066,22844,NA,0,NA,NA
2019-08-12,"新潟県",12597809,4641,NA,0,NA,NA
2019-08-12,"山梨県",3506770,1426,NA,1,NA,NA
2019-08-12,"長野県",12912387,6904,NA,0,NA,NA
2019-08-12,"富山県",5436742,2721,NA,0,NA,NA
2019-08-12,"石川県",8472056,3408,NA,0,NA,NA
2019-08-12,"福井県",3840607,1863,NA,0,NA,NA
2019-08-12,"岐阜県",12292467,5961,NA,0,NA,NA
2019-08-12,"静岡県",19183976,9549,NA,0,NA,NA
2019-08-12,"愛知県",53110514,22993,NA,0,NA,NA
2019-08-12,"三重県",11208379,5678,NA,0,NA,NA
2019-08-12,"滋賀県",13968312,4920,NA,0,NA,NA
2019-08-12,"京都府",31785479,13307,NA,0,NA,NA
2019-08-12,"大阪府",83560201,40414,NA,0,NA,NA
2019-08-12,"兵庫県",54152381,26861,NA,0,NA,NA
2019-08-12,"奈良県",10241873,4621,NA,0,NA,NA
2019-08-12,"和歌山県",6725201,2842,NA,0,NA,NA
2019-08-12,"鳥取県",3364949,1329,NA,0,NA,NA
2019-08-12,"島根県",2591952,942,NA,0,NA,NA
2019-08-12,"岡山県",13565232,5830,NA,0,NA,NA
2019-08-12,"広島県",22967742,12309,NA,0,NA,NA
2019-08-12,"山口県",13337611,4608,NA,0,NA,NA
2019-08-12,"徳島県",4210341,1947,NA,0,NA,NA
2019-08-12,"香川県",9024975,5088,NA,0,NA,NA
2019-08-12,"愛媛県",9177776,5421,NA,0,NA,NA
2019-08-12,"高知県",4741449,2199,NA,0,NA,NA
2019-08-12,"福岡県",41663734,17069,NA,0,NA,NA
2019-08-12,"佐賀県",3720248,1815,NA,0,NA,NA
2019-08-12,"長崎県",5515627,2842,NA,0,NA,NA
2019-08-12,"熊本県",11668709,4687,NA,0,NA,NA
2019-08-12,"大分県",6885617,3282,NA,0,NA,NA
2019-08-12,"宮崎県",5396740,2295,NA,0,NA,NA
2019-08-12,"鹿児島県",9571983,4155,NA,0,NA,NA
2019-08-12,"沖縄県",23787496,9086,NA,0,NA,NA
2019-08-13,"北海道",38360005,18328,NA,0,NA,NA
2019-08-13,"青森県",5699707,1956,NA,0,NA,NA
2019-08-13,"岩手県",7689481,3428,NA,0,NA,NA
