date,prefcode,pref,newcase_day,total_case,newdeath_day,total_death,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,emergency
2020-07-28,20,Nagano,6,98,0,0,-2,2,-3,-18,-6,4,0
2020-07-29,20,Nagano,4,102,0,0,-6,2,15,-16,-6,4,0
2020-07-30,20,Nagano,1,103,0,0,-5,2,12,-16,-6,4,0
2020-07-31,20,Nagano,2,105,0,0,-8,3,13,-21,-7,5,0
2020-08-01,20,Nagano,6,111,0,0,-13,3,26,-22,-5,4,0
2020-08-02,20,Nagano,6,117,0,0,-12,4,25,-19,-5,4,0
2020-08-03,20,Nagano,2,119,0,0,-4,2,24,-14,-7,4,0
2020-08-04,20,Nagano,3,122,0,0,1,8,31,-12,-7,4,0
2020-08-05,20,Nagano,3,125,0,0,-1,8,33,-10,-8,4,0
2020-08-06,20,Nagano,1,126,0,0,0,6,34,-8,-8,4,0
2020-08-07,20,Nagano,1,127,0,0,-1,6,32,-10,-10,5,0
2020-08-08,20,Nagano,0,127,0,0,-8,7,34,-8,-5,4,0
2020-08-09,20,Nagano,4,131,0,0,0,10,55,3,-5,3,0
2020-08-10,20,Nagano,1,132,0,0,31,15,115,7,-59,17,0
2020-08-11,20,Nagano,2,134,0,0,24,22,86,5,-28,8,0
2020-08-12,20,Nagano,5,139,0,0,26,25,86,7,-33,10,0
2020-08-13,20,Nagano,1,140,0,0,29,28,99,4,-58,16,0
2020-08-14,20,Nagano,5,145,0,0,21,17,110,2,-62,19,0
2020-08-15,20,Nagano,3,148,0,0,-7,7,59,0,-41,8,0
2020-08-16,20,Nagano,0,148,0,0,-11,5,22,-10,-16,4,0
2020-08-17,20,Nagano,1,149,0,0,1,3,32,-13,-12,5,0
2020-08-18,20,Nagano,1,150,0,0,1,5,34,-12,-8,4,0
2020-08-19,20,Nagano,2,152,0,0,-3,4,33,-13,-8,4,0
2020-08-20,20,Nagano,2,154,0,0,-2,4,28,-11,-7,4,0
2020-08-21,20,Nagano,9,163,0,0,-8,0,22,-18,-9,6,0
2020-08-22,20,Nagano,6,169,0,0,-13,-1,8,-25,-8,6,0
2020-08-23,20,Nagano,3,172,0,0,-10,1,4,-25,-6,5,0
2020-08-24,20,Nagano,11,183,0,0,-7,-1,17,-15,-6,4,0
2020-08-25,20,Nagano,2,185,0,0,-1,6,21,-13,-6,4,0
2020-08-26,20,Nagano,9,194,0,0,-5,5,23,-11,-6,4,0
2020-08-27,20,Nagano,6,200,0,0,-6,2,17,-12,-6,4,0
2020-08-28,20,Nagano,19,219,0,0,-7,3,19,-16,-7,5,0
2020-08-29,20,Nagano,18,237,0,0,-10,4,31,-15,-8,5,0
2020-08-30,20,Nagano,12,249,0,0,-9,4,12,-19,-5,4,0
2020-08-31,20,Nagano,7,256,0,0,-8,-1,8,-19,-5,4,0
2020-09-01,20,Nagano,5,261,1,1,-6,2,11,-19,-5,4,0
2020-09-02,20,Nagano,7,268,0,1,-8,1,14,-17,-6,4,0
2020-09-03,20,Nagano,12,280,0,1,-9,-1,6,-17,-6,4,0
2020-09-04,20,Nagano,4,284,0,1,-10,0,6,-22,-8,6,0
2020-09-05,20,Nagano,2,286,0,1,-12,1,12,-26,-9,5,0
2020-09-06,20,Nagano,1,287,0,1,-9,1,3,-25,-7,4,0
2020-09-07,20,Nagano,3,290,0,1,-9,-4,3,-22,-7,4,0
2020-09-08,20,Nagano,2,292,0,1,-5,2,16,-17,-6,3,0
2020-09-09,20,Nagano,1,293,0,1,-8,-1,13,-14,-6,3,0
2020-09-10,20,Nagano,2,295,0,1,-5,1,10,-13,-6,3,0
2020-09-11,20,Nagano,1,296,0,1,-7,1,18,-19,-8,4,0
2020-09-12,20,Nagano,0,296,0,1,-8,3,18,-21,-12,3,0
2020-09-13,20,Nagano,0,296,0,1,-8,2,-3,-25,-7,3,0
2020-09-14,20,Nagano,0,296,0,1,-5,-2,28,-13,-5,2,0
2020-09-15,20,Nagano,1,297,0,1,0,4,32,-9,-4,1,0
2020-09-16,20,Nagano,2,299,0,1,-3,3,31,-6,-5,2,0
2020-09-17,20,Nagano,0,299,0,1,-4,-1,21,-8,-5,2,0
2020-09-18,20,Nagano,0,299,0,1,-6,1,3,-12,-7,4,0
2020-09-19,20,Nagano,2,301,0,1,-1,9,49,12,-5,1,0
2020-09-20,20,Nagano,0,301,0,1,13,16,76,31,-4,0,0
2020-09-21,20,Nagano,2,303,0,1,51,22,185,48,-61,13,0
2020-09-22,20,Nagano,0,303,0,1,28,14,100,15,-57,15,0
2020-09-23,20,Nagano,0,303,0,1,-6,5,21,-5,-4,2,0
2020-09-24,20,Nagano,0,303,0,1,-7,0,6,-11,-4,3,0
2020-09-25,20,Nagano,0,303,0,1,-12,-3,-22,-19,-6,6,0
2020-09-26,20,Nagano,0,303,0,1,-9,3,2,-19,-3,4,0
2020-09-27,20,Nagano,2,305,0,1,-4,5,16,-9,-4,3,0
2020-09-28,20,Nagano,0,305,0,1,-1,2,25,-5,-5,2,0
2020-09-29,20,Nagano,0,305,0,1,1,5,28,-5,-4,2,0
2020-09-30,20,Nagano,4,309,0,1,-1,8,27,-3,-3,2,0
2020-10-01,20,Nagano,1,310,0,1,-5,0,5,-7,-4,3,0
2020-10-02,20,Nagano,1,311,0,1,-6,1,24,-9,-6,3,0
2020-10-03,20,Nagano,1,312,0,1,-6,4,32,-4,-7,2,0
2020-10-04,20,Nagano,1,313,0,1,-3,6,19,-5,-4,2,0
2020-10-05,20,Nagano,0,313,0,1,-4,-1,15,-8,-5,2,0
2020-10-06,20,Nagano,0,313,0,1,-1,4,23,-5,-4,2,0
2020-10-07,20,Nagano,3,316,0,1,-5,-1,18,-1,-4,2,0
2020-10-08,20,Nagano,1,317,0,1,-7,-2,-21,-9,-5,4,0
2020-10-09,20,Nagano,1,318,0,1,-9,-1,-9,-14,-6,5,0
2020-10-10,20,Nagano,2,320,0,1,-10,-1,-27,-28,-13,7,0
2020-10-11,20,Nagano,0,320,0,1,-3,7,28,-2,-3,2,0
2020-10-12,20,Nagano,0,320,0,1,-5,-1,24,-4,-5,2,0
2020-10-13,20,Nagano,0,320,1,2,-2,3,27,-3,-3,2,0
2020-10-14,20,Nagano,0,320,1,3,-3,3,36,2,-4,2,0
2020-10-15,20,Nagano,0,320,0,3,-1,5,16,2,-4,2,0
2020-10-16,20,Nagano,3,323,0,3,-2,4,22,-4,-6,3,0
2020-10-17,20,Nagano,3,326,1,4,-7,1,-28,-13,-9,5,0
2020-10-18,20,Nagano,0,326,0,4,2,9,34,11,-5,1,0
2020-10-19,20,Nagano,0,326,0,4,-3,-1,11,-2,-5,3,0
2020-10-20,20,Nagano,0,326,0,4,2,5,32,1,-3,2,0
2020-10-21,20,Nagano,1,327,0,4,-1,4,38,5,-4,2,0
2020-10-22,20,Nagano,2,329,0,4,-3,1,5,-2,-4,2,0
2020-10-23,20,Nagano,1,330,0,4,-4,2,-12,-7,-6,5,0
2020-10-24,20,Nagano,1,331,0,4,2,9,40,9,-10,2,0
2020-10-25,20,Nagano,3,334,0,4,6,11,54,20,-4,1,0
2020-10-26,20,Nagano,0,334,0,4,0,2,33,2,-4,2,0
2020-10-27,20,Nagano,0,334,0,4,2,6,31,1,-3,2,0
2020-10-28,20,Nagano,1,335,0,4,1,5,28,4,-3,2,0
2020-10-29,20,Nagano,3,338,0,4,0,2,27,2,-4,2,0
2020-10-30,20,Nagano,1,339,0,4,-1,4,21,-4,-4,3,0
2020-10-31,20,Nagano,2,341,0,4,0,8,48,10,-5,1,0
2020-11-01,20,Nagano,2,343,2,6,4,8,47,12,-4,1,0
2020-11-02,20,Nagano,1,344,0,6,6,2,1,-6,-9,4,0
2020-11-03,20,Nagano,5,349,0,6,30,10,77,-2,-51,15,0
2020-11-04,20,Nagano,1,350,0,6,-6,2,23,-1,-2,2,0
2020-11-05,20,Nagano,0,350,0,6,-3,0,23,-2,-3,2,0
2020-11-06,20,Nagano,1,351,0,6,-6,-1,15,-10,-4,4,0
2020-11-07,20,Nagano,18,369,0,6,-6,1,8,-14,-2,4,0
2020-11-08,20,Nagano,1,370,0,6,-1,5,36,-1,-4,2,0
2020-11-09,20,Nagano,14,384,0,6,-4,-3,17,-8,-4,3,0
2020-11-10,20,Nagano,3,387,0,6,0,4,11,-8,-3,3,0
2020-11-11,20,Nagano,6,393,0,6,-1,0,16,-3,-4,3,0
2020-11-12,20,Nagano,13,406,0,6,-2,1,12,-4,-4,3,0
2020-11-13,20,Nagano,23,429,0,6,-4,0,13,-8,-5,4,0
2020-11-14,20,Nagano,19,448,0,6,-3,4,20,-8,-10,4,0
2020-11-15,20,Nagano,13,461,0,6,-1,6,20,-6,-5,3,0
2020-11-16,20,Nagano,10,471,0,6,-5,-2,8,-9,-4,3,0
2020-11-17,20,Nagano,24,495,0,6,-2,2,11,-9,-3,3,0
2020-11-18,20,Nagano,30,525,0,6,-4,1,12,-5,-4,3,0
2020-11-19,20,Nagano,20,545,0,6,-4,-1,6,-6,-4,3,0
2020-11-20,20,Nagano,22,567,0,6,-7,1,-18,-14,-5,5,0
2020-11-21,20,Nagano,25,592,0,6,-5,5,16,-5,-4,3,0
2020-11-22,20,Nagano,14,606,0,6,4,7,24,2,-4,3,0
2020-11-23,20,Nagano,12,618,0,6,23,5,34,-8,-58,18,0
2020-11-24,20,Nagano,11,629,0,6,-5,1,1,-13,-2,3,0
2020-11-25,20,Nagano,9,638,0,6,-4,3,1,-9,-2,3,0
2020-11-26,20,Nagano,16,654,0,6,-5,0,-3,-10,-3,3,0
2020-11-27,20,Nagano,16,670,0,6,-8,1,-6,-19,-4,4,0
2020-11-28,20,Nagano,21,691,0,6,-9,2,-19,-29,-6,5,0
2020-11-29,20,Nagano,12,703,0,6,-7,4,-8,-27,-5,4,0
2020-11-30,20,Nagano,15,718,0,6,-8,0,-9,-20,-3,3,0
2020-12-01,20,Nagano,18,736,0,6,-7,2,-6,-21,-2,3,0
2020-12-02,20,Nagano,12,748,0,6,-9,1,-6,-18,-2,4,0
2020-12-03,20,Nagano,12,760,0,6,-8,-1,-7,-18,-3,4,0
2020-12-04,20,Nagano,14,774,0,6,-8,-1,-12,-24,-4,5,0
2020-12-05,20,Nagano,12,786,0,6,-8,1,-16,-31,-3,5,0
2020-12-06,20,Nagano,17,803,0,6,-6,2,-10,-30,-6,4,0
2020-12-07,20,Nagano,20,823,0,6,-9,-3,-10,-22,-4,3,0
2020-12-08,20,Nagano,15,838,0,6,-7,0,-11,-22,-2,3,0
2020-12-09,20,Nagano,25,863,0,6,-8,0,-8,-18,-3,3,0
2020-12-10,20,Nagano,29,892,0,6,-6,1,-9,-17,-3,3,0
2020-12-11,20,Nagano,17,909,0,6,-8,-1,-11,-23,-5,4,0
2020-12-12,20,Nagano,32,941,0,6,-7,0,-19,-33,-8,5,0
2020-12-13,20,Nagano,16,957,0,6,-5,2,-29,-34,-6,4,0
2020-12-14,20,Nagano,20,977,0,6,-11,-6,-28,-22,-5,4,0
2020-12-15,20,Nagano,14,991,1,7,-2,4,-21,-21,-4,3,0
2020-12-16,20,Nagano,15,1006,0,7,-7,0,-18,-18,-4,4,0
2020-12-17,20,Nagano,7,1013,0,7,-6,-1,-22,-16,-4,3,0
2020-12-18,20,Nagano,10,1023,2,9,-6,2,-20,-21,-4,4,0
2020-12-19,20,Nagano,10,1033,0,9,-8,2,-34,-35,-4,5,0
2020-12-20,20,Nagano,13,1046,1,10,-7,2,-32,-38,-7,5,0
2020-12-21,20,Nagano,4,1050,1,11,-5,0,-18,-22,-4,3,0
2020-12-22,20,Nagano,3,1053,0,11,-1,3,-15,-20,-3,3,0
2020-12-23,20,Nagano,8,1061,0,11,-1,5,-13,-16,-3,3,0
2020-12-24,20,Nagano,10,1071,1,12,3,11,-20,-18,-3,3,0
2020-12-25,20,Nagano,17,1088,1,13,-6,6,-24,-23,-4,5,0
2020-12-26,20,Nagano,17,1105,0,13,-11,1,-32,-29,0,5,0
2020-12-27,20,Nagano,21,1126,0,13,-8,4,-29,-29,-5,5,0
2020-12-28,20,Nagano,3,1129,0,13,15,11,-13,-20,-22,8,0
2020-12-29,20,Nagano,11,1140,1,14,29,26,-6,-20,-45,14,0
2020-12-30,20,Nagano,23,1163,1,15,17,22,-36,-27,-64,22,0
2020-12-31,20,Nagano,20,1183,0,15,-3,18,-31,-44,-75,26,0
2021-01-01,20,Nagano,23,1206,0,15,-45,-38,-24,-61,-83,33,0
2021-01-02,20,Nagano,11,1217,1,16,-25,-16,-39,-41,-56,14,0
2021-01-03,20,Nagano,25,1242,0,16,-22,-9,-44,-34,-25,8,0
2021-01-04,20,Nagano,18,1260,0,16,10,3,-14,-30,-45,16,0
2021-01-05,20,Nagano,44,1304,2,18,-2,3,-22,-33,-22,10,0
2021-01-06,20,Nagano,50,1354,0,18,-10,0,-17,-27,-10,7,0
2021-01-07,20,Nagano,79,1433,0,18,-18,-5,-30,-28,-7,7,0
2021-01-08,20,Nagano,67,1500,0,18,-25,-9,-33,-36,-6,8,0
2021-01-09,20,Nagano,41,1541,0,18,-25,-8,-39,-47,-7,9,0
2021-01-10,20,Nagano,68,1609,0,18,-18,-5,-29,-48,-11,7,0
2021-01-11,20,Nagano,73,1682,0,18,-1,-5,-15,-46,-59,22,0
2021-01-12,20,Nagano,51,1733,0,18,-24,-7,-33,-34,-5,6,0
2021-01-13,20,Nagano,35,1768,1,19,-20,-5,-20,-28,-5,5,0
2021-01-14,20,Nagano,51,1819,2,21,-19,-6,-19,-29,-7,5,0
2021-01-15,20,Nagano,57,1876,0,21,-22,-6,-19,-36,-8,6,0
2021-01-16,20,Nagano,61,1937,0,21,-30,-11,-47,-52,-7,8,0
2021-01-17,20,Nagano,52,1989,0,21,-25,-8,-43,-53,-15,8,0
2021-01-18,20,Nagano,25,2014,0,21,-22,-10,-21,-34,-8,5,0
2021-01-19,20,Nagano,14,2028,2,23,-21,-8,-23,-34,-8,5,0
2021-01-20,20,Nagano,49,2077,0,23,-18,-3,-16,-29,-8,5,0
2021-01-21,20,Nagano,25,2102,3,26,-19,-7,-13,-31,-8,5,0
2021-01-22,20,Nagano,27,2129,0,26,-23,-8,-28,-38,-9,7,0
2021-01-23,20,Nagano,26,2155,2,28,-27,-9,-52,-53,-15,10,0
2021-01-24,20,Nagano,29,2184,0,28,-31,-16,-59,-57,-15,9,0
2021-01-25,20,Nagano,9,2193,0,28,-20,-8,-20,-34,-8,5,0
2021-01-26,20,Nagano,23,2216,1,29,-16,-5,-17,-33,-7,5,0
2021-01-27,20,Nagano,23,2239,3,32,-19,-6,-22,-30,-8,5,0
2021-01-28,20,Nagano,17,2256,2,34,-18,-8,-25,-31,-7,5,0
2021-01-29,20,Nagano,12,2268,1,35,-23,-9,-31,-39,-8,7,0
2021-01-30,20,Nagano,12,2280,1,36,-20,-5,-33,-46,-10,7,0
2021-01-31,20,Nagano,8,2288,0,36,-20,-5,-35,-46,-10,6,0
2021-02-01,20,Nagano,2,2290,0,36,-22,-9,-23,-34,-6,5,0
2021-02-02,20,Nagano,8,2298,2,38,-17,6,-26,-35,-6,5,0
2021-02-03,20,Nagano,16,2314,0,38,-20,-8,-19,-30,-7,5,0
2021-02-04,20,Nagano,5,2319,1,39,-20,-9,-27,-31,-7,5,0
2021-02-05,20,Nagano,9,2328,0,39,-19,-6,-17,-36,-8,6,0
2021-02-06,20,Nagano,1,2329,0,39,-18,-4,-18,-41,-11,6,0
2021-02-07,20,Nagano,6,2335,0,39,-17,-5,-30,-45,-12,6,0
2021-02-08,20,Nagano,3,2338,0,39,-20,-10,-27,-34,-8,5,0
2021-02-09,20,Nagano,2,2340,0,39,-15,-5,-20,-30,-7,4,0
2021-02-10,20,Nagano,5,2345,0,39,-10,0,-13,-24,-6,3,0
2021-02-11,20,Nagano,0,2345,0,39,5,-2,-3,-37,-52,18,0
2021-02-12,20,Nagano,0,2345,0,39,-15,-3,-14,-33,-10,6,0
2021-02-13,20,Nagano,0,2345,0,39,-16,-3,-12,-34,-10,5,0
2021-02-14,20,Nagano,0,2345,0,39,-15,-2,-11,-34,-10,4,0
2021-02-15,20,Nagano,2,2347,2,41,-20,-8,-37,-31,-8,5,0
2021-02-16,20,Nagano,2,2349,0,41,-11,-1,-22,-29,-7,4,0
2021-02-17,20,Nagano,0,2349,0,41,-18,-8,-30,-28,-9,5,0
2021-02-18,20,Nagano,3,2352,0,41,-15,-5,-27,-27,-7,4,0
2021-02-19,20,Nagano,2,2354,0,41,-15,-2,-19,-30,-7,4,0
2021-02-20,20,Nagano,4,2358,0,41,-13,1,-14,-29,-9,4,0
2021-02-21,20,Nagano,0,2358,0,41,-10,1,-5,-27,-8,3,0
2021-02-22,20,Nagano,0,2358,0,41,-3,-1,-1,-25,-10,3,0
2021-02-23,20,Nagano,0,2358,0,41,9,2,1,-35,-52,17,0
2021-02-24,20,Nagano,1,2359,0,41,-14,-3,-15,-23,-6,3,0
2021-02-25,20,Nagano,0,2359,0,41,-10,-2,-13,-23,-6,3,0
2021-02-26,20,Nagano,4,2363,0,41,-15,-3,-27,-32,-6,4,0
2021-02-27,20,Nagano,1,2364,0,41,-13,-1,-27,-35,-7,4,0
2021-02-28,20,Nagano,0,2364,0,41,-10,2,-12,-33,-5,3,0
2021-03-01,20,Nagano,0,2364,0,41,-15,-5,-13,-29,-5,3,0
2021-03-02,20,Nagano,0,2364,0,41,-18,-6,-34,-33,-7,5,0
2021-03-03,20,Nagano,0,2364,0,41,-10,1,-14,-25,-7,3,0
2021-03-04,20,Nagano,0,2364,0,41,-11,-5,-12,-25,-7,3,0
2021-03-05,20,Nagano,4,2368,0,41,-13,-4,-22,-30,-7,5,0
2021-03-06,20,Nagano,1,2369,0,41,-11,-1,-24,-33,-9,4,0
2021-03-07,20,Nagano,5,2374,0,41,-9,0,-13,-29,-7,3,0
2021-03-08,20,Nagano,0,2374,0,41,-12,-5,-18,-28,-8,3,0
2021-03-09,20,Nagano,5,2379,0,41,-6,-1,-4,-27,-7,3,0
2021-03-10,20,Nagano,6,2385,0,41,-6,1,-3,-22,-8,3,0
2021-03-11,20,Nagano,4,2389,0,41,-7,-2,-2,-23,-7,3,0
2021-03-12,20,Nagano,10,2399,0,41,-11,-2,-17,-27,-8,4,0
2021-03-13,20,Nagano,8,2407,0,41,-11,-2,-43,-35,-12,5,0
2021-03-14,20,Nagano,10,2417,0,41,-5,4,1,-24,-5,2,0
2021-03-15,20,Nagano,14,2431,0,41,-8,-1,-3,-24,-7,3,0
2021-03-16,20,Nagano,8,2439,0,41,-7,1,-8,-25,-6,3,0
2021-03-17,20,Nagano,25,2464,0,41,-5,1,-5,-20,-9,3,0
2021-03-18,20,Nagano,14,2478,0,41,-3,-1,-1,-19,-9,3,0
2021-03-19,20,Nagano,18,2496,0,41,-5,3,-1,-22,-10,4,0
2021-03-20,20,Nagano,17,2513,0,41,-6,5,5,-19,-23,3,0
2021-03-21,20,Nagano,19,2532,0,41,-15,-6,-42,-31,-8,4,0
2021-03-22,20,Nagano,10,2542,0,41,-7,-1,-5,-21,-9,3,0
2021-03-23,20,Nagano,10,2552,0,41,-1,3,5,-22,-8,2,0
2021-03-24,20,Nagano,29,2581,0,41,-2,3,12,-17,-10,2,0
2021-03-25,20,Nagano,33,2614,0,41,-2,2,-5,-19,-9,3,0
2021-03-26,20,Nagano,37,2651,0,41,-5,1,1,-19,-11,4,0
2021-03-27,20,Nagano,28,2679,0,41,-6,5,10,-16,-11,2,0
2021-03-28,20,Nagano,32,2711,0,41,-8,2,-30,-22,-7,3,0
2021-03-29,20,Nagano,20,2731,0,41,-1,1,19,-17,-11,3,0
2021-03-30,20,Nagano,22,2753,0,41,1,5,21,-20,-10,3,0
2021-03-31,20,Nagano,43,2796,0,41,1,5,31,-17,-9,2,0
2021-04-01,20,Nagano,32,2828,0,41,-5,-1,33,-21,-10,2,0
2021-04-02,20,Nagano,27,2855,0,41,-9,0,41,-24,-12,4,0
2021-04-03,20,Nagano,46,2901,0,41,-8,4,59,-21,-11,3,0
2021-04-04,20,Nagano,33,2934,0,41,-12,0,-3,-32,-10,4,0
2021-04-05,20,Nagano,23,2957,0,41,-8,-1,6,-25,-11,3,0
2021-04-06,20,Nagano,25,2982,1,42,-4,2,25,-20,-14,3,0
2021-04-07,20,Nagano,48,3030,0,42,-8,1,26,-17,-11,2,0
2021-04-08,20,Nagano,39,3069,0,42,-11,-2,12,-18,-10,3,0
2021-04-09,20,Nagano,48,3117,0,42,-13,0,5,-23,-10,4,0
2021-04-10,20,Nagano,38,3155,0,42,-10,3,21,-25,-15,4,0
2021-04-11,20,Nagano,45,3200,1,43,-8,4,30,-22,-10,3,0
2021-04-12,20,Nagano,21,3221,1,44,-12,-2,9,-21,-10,2,0
2021-04-13,20,Nagano,29,3250,3,47,-12,0,-14,-24,-10,3,0
2021-04-14,20,Nagano,62,3312,0,47,-13,0,-12,-20,-11,4,0
2021-04-15,20,Nagano,39,3351,2,49,-8,3,5,-18,-9,2,0
2021-04-16,20,Nagano,62,3413,1,50,-13,1,-5,-23,-10,4,0
2021-04-17,20,Nagano,57,3470,2,52,-19,-4,-49,-42,-12,7,0
2021-04-18,20,Nagano,35,3505,0,52,-11,2,-12,-32,-10,4,0
2021-04-19,20,Nagano,20,3525,1,53,-12,-2,5,-20,-9,2,0
2021-04-20,20,Nagano,20,3545,0,53,-7,4,11,-19,-8,2,0
2021-04-21,20,Nagano,35,3580,1,54,-8,3,10,-15,-9,2,0
2021-04-22,20,Nagano,55,3635,0,54,-9,0,8,-17,-8,2,0
2021-04-23,20,Nagano,40,3675,0,54,-11,3,8,-22,-9,3,0
2021-04-24,20,Nagano,40,3715,4,58,-11,4,14,-25,-11,3,0
2021-04-25,20,Nagano,20,3735,4,62,-8,5,6,-27,-8,3,0
2021-04-26,20,Nagano,6,3741,0,62,-11,0,-1,-20,-8,2,0
2021-04-27,20,Nagano,21,3762,4,66,-8,4,7,-18,-7,2,0
2021-04-28,20,Nagano,42,3804,2,68,-4,6,-6,-15,-8,2,0
2021-04-29,20,Nagano,21,3825,0,68,5,-1,-37,-37,-55,20,0
2021-04-30,20,Nagano,29,3854,0,68,-1,12,10,-20,-21,7,0
2020-01-16,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-17,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-18,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-19,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-20,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-21,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-22,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-23,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-24,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-25,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-26,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-27,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-28,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-29,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-30,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-01-31,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-01,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-02,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-03,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-04,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-05,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-06,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-07,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-08,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-09,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-10,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-11,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-12,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-13,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-14,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0
2020-02-15,22,Shizuoka,0,0,0,0,-1,6,16,2,4,0,0
2020-02-16,22,Shizuoka,0,0,0,0,-10,-8,-45,-11,-2,3,0
2020-02-17,22,Shizuoka,0,0,0,0,1,0,9,6,1,0,0
2020-02-18,22,Shizuoka,0,0,0,0,5,3,13,3,1,1,0
2020-02-19,22,Shizuoka,0,0,0,0,0,1,14,2,1,0,0
2020-02-20,22,Shizuoka,0,0,0,0,3,6,14,3,0,0,0
2020-02-21,22,Shizuoka,0,0,0,0,0,2,21,4,1,0,0
2020-02-22,22,Shizuoka,0,0,0,0,-5,1,-7,2,-2,2,0
2020-02-23,22,Shizuoka,0,0,0,0,7,10,48,21,-1,0,0
2020-02-24,22,Shizuoka,0,0,0,0,28,3,76,6,-44,12,0
2020-02-25,22,Shizuoka,0,0,0,0,4,8,7,2,2,1,0
2020-02-26,22,Shizuoka,0,0,0,0,-3,2,-10,-4,1,1,0
2020-02-27,22,Shizuoka,0,0,0,0,1,5,1,-4,1,1,0
2020-02-28,22,Shizuoka,1,1,0,0,0,13,1,-13,1,1,0
2020-02-29,22,Shizuoka,0,1,0,0,-8,12,-24,-29,3,4,0
2020-03-01,22,Shizuoka,0,1,0,0,-7,9,-2,-27,1,4,0
2020-03-02,22,Shizuoka,0,1,0,0,-5,2,-19,-19,-1,3,0
2020-03-03,22,Shizuoka,0,1,0,0,0,8,9,-18,0,3,0
2020-03-04,22,Shizuoka,0,1,0,0,-8,-3,-16,-21,-2,4,0
2020-03-05,22,Shizuoka,0,1,0,0,-2,4,0,-18,-3,3,0
2020-03-06,22,Shizuoka,0,1,0,0,-5,3,14,-20,-2,4,0
2020-03-07,22,Shizuoka,0,1,0,0,-8,5,4,-27,-3,4,0
2020-03-08,22,Shizuoka,0,1,0,0,-20,-13,-64,-40,-8,8,0
2020-03-09,22,Shizuoka,0,1,0,0,0,2,17,-16,-2,3,0
2020-03-10,22,Shizuoka,1,2,0,0,-6,-5,-34,-23,-3,6,0
2020-03-11,22,Shizuoka,0,2,0,0,1,3,10,-16,-2,3,0
2020-03-12,22,Shizuoka,1,3,0,0,3,5,20,-15,-3,3,0
2020-03-13,22,Shizuoka,0,3,0,0,-1,3,16,-18,-3,4,0
2020-03-14,22,Shizuoka,0,3,0,0,-12,-4,-50,-34,-7,7,0
2020-03-15,22,Shizuoka,0,3,0,0,-1,8,14,-20,-2,3,0
2020-03-16,22,Shizuoka,0,3,0,0,0,1,2,-15,-1,3,0
2020-03-17,22,Shizuoka,0,3,0,0,3,3,11,-15,-2,3,0
2020-03-18,22,Shizuoka,0,3,0,0,2,1,16,-14,-3,3,0
2020-03-19,22,Shizuoka,0,3,0,0,9,3,10,-8,-5,2,0
2020-03-20,22,Shizuoka,0,3,0,0,19,10,54,-13,-43,14,0
2020-03-21,22,Shizuoka,0,3,0,0,0,7,37,-10,-7,3,0
2020-03-22,22,Shizuoka,0,3,0,0,-3,4,23,-7,-2,2,0
