date,prefcode,pref,newcase_day,total_case,newdeath_day,total_death,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,emergency,GZnew,cumGZ,date14,newcaseday14,date1,newcaseday1,avg_temp,avg_rain,week,weeknum,treat
2020-01-16,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-30,0,2020-01-17,0,40.22,0,2020-01-13,3,Neighboring_prefs
2020-01-16,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-30,0,2020-01-17,0,39.65,0,2020-01-13,3,Neighboring_prefs
2020-01-16,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-30,0,2020-01-17,0,41.9,0,2020-01-13,3,Neighboring_prefs
2020-01-16,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-30,0,2020-01-17,0,36.32,0,2020-01-13,3,Yamanashi
2020-01-16,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-30,0,2020-01-17,0,32.9,0,2020-01-13,3,Neighboring_prefs
2020-01-16,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-30,0,2020-01-17,0,44.42,0,2020-01-13,3,Neighboring_prefs
2020-01-17,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-31,0,2020-01-18,0,42.92,0,2020-01-13,3,Neighboring_prefs
2020-01-17,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-31,0,2020-01-18,0,40.91,0,2020-01-13,3,Neighboring_prefs
2020-01-17,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-31,0,2020-01-18,0,42.35,0,2020-01-13,3,Neighboring_prefs
2020-01-17,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-31,0,2020-01-18,0,37.85,0.25,2020-01-13,3,Yamanashi
2020-01-17,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-31,0,2020-01-18,0,34.25,0,2020-01-13,3,Neighboring_prefs
2020-01-17,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-01-31,0,2020-01-18,0,45.56,3.6666666666666665,2020-01-13,3,Neighboring_prefs
2020-01-18,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-01,0,2020-01-19,0,40.34,0,2020-01-13,3,Neighboring_prefs
2020-01-18,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-01,0,2020-01-19,0,39.38,0,2020-01-13,3,Neighboring_prefs
2020-01-18,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-01,0,2020-01-19,0,39.29,0,2020-01-13,3,Neighboring_prefs
2020-01-18,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-01,0,2020-01-19,0,34.07,4.75,2020-01-13,3,Yamanashi
2020-01-18,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-01,0,2020-01-19,0,34.97,0,2020-01-13,3,Neighboring_prefs
2020-01-18,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-01,0,2020-01-19,0,43.04,3.6666666666666665,2020-01-13,3,Neighboring_prefs
2020-01-19,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-02,0,2020-01-20,0,41.54,0,2020-01-13,3,Neighboring_prefs
2020-01-19,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-02,0,2020-01-20,0,40.28,0,2020-01-13,3,Neighboring_prefs
2020-01-19,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-02,0,2020-01-20,0,42.8,0,2020-01-13,3,Neighboring_prefs
2020-01-19,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-02,0,2020-01-20,0,34.97,0,2020-01-13,3,Yamanashi
2020-01-19,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-02,0,2020-01-20,0,37.76,0,2020-01-13,3,Neighboring_prefs
2020-01-19,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-02,0,2020-01-20,0,44.84,0,2020-01-13,3,Neighboring_prefs
2020-01-20,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-03,0,2020-01-21,0,44.120000000000005,0,2020-01-20,4,Neighboring_prefs
2020-01-20,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-03,0,2020-01-21,0,42.71,0,2020-01-20,4,Neighboring_prefs
2020-01-20,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-03,0,2020-01-21,0,45.230000000000004,0,2020-01-20,4,Neighboring_prefs
2020-01-20,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-03,0,2020-01-21,0,36.68,0,2020-01-20,4,Yamanashi
2020-01-20,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-03,0,2020-01-21,0,39.875,0,2020-01-20,4,Neighboring_prefs
2020-01-20,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-03,0,2020-01-21,0,47,0,2020-01-20,4,Neighboring_prefs
2020-01-21,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-04,0,2020-01-22,0,40.94,0,2020-01-20,4,Neighboring_prefs
2020-01-21,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-04,0,2020-01-22,0,40.1,0,2020-01-20,4,Neighboring_prefs
2020-01-21,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-04,0,2020-01-22,0,42.08,0,2020-01-20,4,Neighboring_prefs
2020-01-21,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-04,0,2020-01-22,0,39.2,0,2020-01-20,4,Yamanashi
2020-01-21,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-04,0,2020-01-22,0,35.87,0,2020-01-20,4,Neighboring_prefs
2020-01-21,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-04,0,2020-01-22,0,47.18,0,2020-01-20,4,Neighboring_prefs
2020-01-22,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-05,0,2020-01-23,0,37.82,0,2020-01-20,4,Neighboring_prefs
2020-01-22,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-05,0,2020-01-23,0,35.87,0,2020-01-20,4,Neighboring_prefs
2020-01-22,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-05,0,2020-01-23,0,38.93,0,2020-01-20,4,Neighboring_prefs
2020-01-22,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-05,0,2020-01-23,0,37.67,0,2020-01-20,4,Yamanashi
2020-01-22,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-05,0,2020-01-23,0,36.635,0,2020-01-20,4,Neighboring_prefs
2020-01-22,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-05,0,2020-01-23,0,48.62,0,2020-01-20,4,Neighboring_prefs
2020-01-23,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-06,0,2020-01-24,0,43.46,2.8333333333333335,2020-01-20,4,Neighboring_prefs
2020-01-23,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-06,0,2020-01-24,0,41.18,0.5,2020-01-20,4,Neighboring_prefs
2020-01-23,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-06,0,2020-01-24,0,42.35,0.5,2020-01-20,4,Neighboring_prefs
2020-01-23,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-06,0,2020-01-24,0,40.730000000000004,3.75,2020-01-20,4,Yamanashi
2020-01-23,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-06,0,2020-01-24,0,40.46,8.375,2020-01-20,4,Neighboring_prefs
2020-01-23,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-06,0,2020-01-24,0,49.7,21.5,2020-01-20,4,Neighboring_prefs
2020-01-24,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-07,0,2020-01-25,0,47.24,0,2020-01-20,4,Neighboring_prefs
2020-01-24,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-07,0,2020-01-25,0,47.57,0,2020-01-20,4,Neighboring_prefs
2020-01-24,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-07,0,2020-01-25,0,46.49,0,2020-01-20,4,Neighboring_prefs
2020-01-24,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-07,0,2020-01-25,0,44.6,0,2020-01-20,4,Yamanashi
2020-01-24,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-07,0,2020-01-25,0,42.71,0,2020-01-20,4,Neighboring_prefs
2020-01-24,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-07,0,2020-01-25,0,54.38,0,2020-01-20,4,Neighboring_prefs
2020-01-25,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-08,0,2020-01-26,0,41.480000000000004,0,2020-01-20,4,Neighboring_prefs
2020-01-25,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-08,0,2020-01-26,0,40.46,0,2020-01-20,4,Neighboring_prefs
2020-01-25,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-08,0,2020-01-26,0,43.79,0,2020-01-20,4,Neighboring_prefs
2020-01-25,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-08,0,2020-01-26,0,40.1,0,2020-01-20,4,Yamanashi
2020-01-25,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-08,0,2020-01-26,0,36.41,0,2020-01-20,4,Neighboring_prefs
2020-01-25,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-08,0,2020-01-26,0,50.78,0.5,2020-01-20,4,Neighboring_prefs
2020-01-26,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-09,0,2020-01-27,0,40.76,0,2020-01-20,4,Neighboring_prefs
2020-01-26,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-09,0,2020-01-27,0,39.74,0,2020-01-20,4,Neighboring_prefs
2020-01-26,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-09,0,2020-01-27,0,41.81,0,2020-01-20,4,Neighboring_prefs
2020-01-26,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-09,0,2020-01-27,0,35.6,3.5,2020-01-20,4,Yamanashi
2020-01-26,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-09,0,2020-01-27,0,37.31,0.125,2020-01-20,4,Neighboring_prefs
2020-01-26,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-09,0,2020-01-27,0,44.54,11.333333333333334,2020-01-20,4,Neighboring_prefs
2020-01-27,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-10,0,2020-01-28,0,39.8,1.6666666666666667,2020-01-27,5,Neighboring_prefs
2020-01-27,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-10,0,2020-01-28,0,38.57,0.5,2020-01-27,5,Neighboring_prefs
2020-01-27,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-10,0,2020-01-28,0,39.38,1.75,2020-01-27,5,Neighboring_prefs
2020-01-27,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-10,0,2020-01-28,0,33.62,12,2020-01-27,5,Yamanashi
2020-01-27,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-10,0,2020-01-28,0,35.51,2.625,2020-01-27,5,Neighboring_prefs
2020-01-27,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-10,0,2020-01-28,0,44.480000000000004,9.666666666666666,2020-01-27,5,Neighboring_prefs
2020-01-28,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-11,0,2020-01-29,0,45.019999999999996,46,2020-01-27,5,Neighboring_prefs
2020-01-28,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-11,0,2020-01-29,0,40.730000000000004,12.5,2020-01-27,5,Neighboring_prefs
2020-01-28,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-11,0,2020-01-29,0,38.03,24.75,2020-01-27,5,Neighboring_prefs
2020-01-28,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-11,0,2020-01-29,0,35.06,36.5,2020-01-27,5,Yamanashi
2020-01-28,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-11,0,2020-01-29,0,40.28,6.25,2020-01-27,5,Neighboring_prefs
2020-01-28,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-11,0,2020-01-29,0,50.84,13.666666666666666,2020-01-27,5,Neighboring_prefs
2020-01-29,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-12,0,2020-01-30,0,53.6,62.166666666666664,2020-01-27,5,Neighboring_prefs
2020-01-29,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-12,0,2020-01-30,0,50.629999999999995,44.25,2020-01-27,5,Neighboring_prefs
2020-01-29,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-12,0,2020-01-30,0,52.879999999999995,25.75,2020-01-27,5,Neighboring_prefs
2020-01-29,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-12,0,2020-01-30,0,44.33,10.75,2020-01-27,5,Yamanashi
2020-01-29,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-12,0,2020-01-30,0,44.42,2.25,2020-01-27,5,Neighboring_prefs
2020-01-29,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-12,0,2020-01-30,0,54.92,1.6666666666666667,2020-01-27,5,Neighboring_prefs
2020-01-30,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-13,0,2020-01-31,0,51.2,0,2020-01-27,5,Neighboring_prefs
2020-01-30,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-13,0,2020-01-31,0,49.64,0,2020-01-27,5,Neighboring_prefs
2020-01-30,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-13,0,2020-01-31,0,50.45,0,2020-01-27,5,Neighboring_prefs
2020-01-30,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-13,0,2020-01-31,0,43.519999999999996,0,2020-01-27,5,Yamanashi
2020-01-30,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-13,0,2020-01-31,0,42.17,0,2020-01-27,5,Neighboring_prefs
2020-01-30,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-13,0,2020-01-31,0,51.56,0,2020-01-27,5,Neighboring_prefs
2020-01-31,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-14,0,2020-02-01,0,44.24,0,2020-01-27,5,Neighboring_prefs
2020-01-31,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-14,0,2020-02-01,0,41.09,0,2020-01-27,5,Neighboring_prefs
2020-01-31,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-14,0,2020-02-01,0,42.89,0,2020-01-27,5,Neighboring_prefs
2020-01-31,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-14,0,2020-02-01,0,40.1,0,2020-01-27,5,Yamanashi
2020-01-31,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-14,0,2020-02-01,0,35.42,0,2020-01-27,5,Neighboring_prefs
2020-01-31,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-14,0,2020-02-01,0,47.120000000000005,0,2020-01-27,5,Neighboring_prefs
2020-02-01,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-15,0,2020-02-02,0,42.8,0,2020-01-27,5,Neighboring_prefs
2020-02-01,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-15,0,2020-02-02,0,39.56,0,2020-01-27,5,Neighboring_prefs
2020-02-01,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-15,0,2020-02-02,0,42.17,0,2020-01-27,5,Neighboring_prefs
2020-02-01,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-15,0,2020-02-02,0,36.86,0,2020-01-27,5,Yamanashi
2020-02-01,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-15,0,2020-02-02,0,34.16,0,2020-01-27,5,Neighboring_prefs
2020-02-01,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-15,0,2020-02-02,0,46.1,0,2020-01-27,5,Neighboring_prefs
2020-02-02,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-16,0,2020-02-03,0,41.84,0,2020-01-27,5,Neighboring_prefs
2020-02-02,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-16,0,2020-02-03,0,40.370000000000005,0,2020-01-27,5,Neighboring_prefs
2020-02-02,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-16,0,2020-02-03,0,42.35,0,2020-01-27,5,Neighboring_prefs
2020-02-02,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-16,0,2020-02-03,0,38.03,0,2020-01-27,5,Yamanashi
2020-02-02,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-16,0,2020-02-03,0,34.295,0,2020-01-27,5,Neighboring_prefs
2020-02-02,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-16,0,2020-02-03,0,47.120000000000005,0,2020-01-27,5,Neighboring_prefs
2020-02-03,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-17,0,2020-02-04,0,46.16,0,2020-02-03,6,Neighboring_prefs
2020-02-03,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-17,0,2020-02-04,0,44.51,0,2020-02-03,6,Neighboring_prefs
2020-02-03,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-17,0,2020-02-04,0,44.78,0,2020-02-03,6,Neighboring_prefs
2020-02-03,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-17,0,2020-02-04,0,41.629999999999995,0,2020-02-03,6,Yamanashi
2020-02-03,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-17,0,2020-02-04,0,39.245000000000005,0,2020-02-03,6,Neighboring_prefs
2020-02-03,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-17,0,2020-02-04,0,48.5,0,2020-02-03,6,Neighboring_prefs
2020-02-04,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-18,0,2020-02-05,0,43.64,0.3333333333333333,2020-02-03,6,Neighboring_prefs
2020-02-04,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-18,0,2020-02-05,0,42.53,0,2020-02-03,6,Neighboring_prefs
2020-02-04,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-18,0,2020-02-05,0,45.68,0,2020-02-03,6,Neighboring_prefs
2020-02-04,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-18,0,2020-02-05,0,39.38,0,2020-02-03,6,Yamanashi
2020-02-04,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-18,0,2020-02-05,0,37.58,0,2020-02-03,6,Neighboring_prefs
2020-02-04,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-18,0,2020-02-05,0,46.94,0,2020-02-03,6,Neighboring_prefs
2020-02-05,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-19,0,2020-02-06,0,43.16,0,2020-02-03,6,Neighboring_prefs
2020-02-05,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-19,0,2020-02-06,0,41.27,0,2020-02-03,6,Neighboring_prefs
2020-02-05,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-19,0,2020-02-06,0,41.18,0,2020-02-03,6,Neighboring_prefs
2020-02-05,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-19,0,2020-02-06,0,36.86,0,2020-02-03,6,Yamanashi
2020-02-05,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-19,0,2020-02-06,0,34.52,0,2020-02-03,6,Neighboring_prefs
2020-02-05,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-19,0,2020-02-06,0,45.68,0,2020-02-03,6,Neighboring_prefs
2020-02-06,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-20,0,2020-02-07,0,33.92,0,2020-02-03,6,Neighboring_prefs
2020-02-06,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-20,0,2020-02-07,0,32.54,0,2020-02-03,6,Neighboring_prefs
2020-02-06,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-20,0,2020-02-07,0,33.08,0,2020-02-03,6,Neighboring_prefs
2020-02-06,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-20,0,2020-02-07,0,31.46,0,2020-02-03,6,Yamanashi
2020-02-06,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-20,0,2020-02-07,0,26.915,0,2020-02-03,6,Neighboring_prefs
2020-02-06,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-20,0,2020-02-07,0,40.64,0,2020-02-03,6,Neighboring_prefs
2020-02-07,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-21,0,2020-02-08,0,33.32,0,2020-02-03,6,Neighboring_prefs
2020-02-07,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-21,0,2020-02-08,0,31.01,0,2020-02-03,6,Neighboring_prefs
2020-02-07,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-21,0,2020-02-08,0,32.9,0,2020-02-03,6,Neighboring_prefs
2020-02-07,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-21,0,2020-02-08,0,30.56,0,2020-02-03,6,Yamanashi
2020-02-07,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-21,0,2020-02-08,0,28.085,0,2020-02-03,6,Neighboring_prefs
2020-02-07,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-21,0,2020-02-08,0,40.46,0,2020-02-03,6,Neighboring_prefs
2020-02-08,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-22,0,2020-02-09,0,39.08,0,2020-02-03,6,Neighboring_prefs
2020-02-08,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-22,0,2020-02-09,0,37.13,0,2020-02-03,6,Neighboring_prefs
2020-02-08,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-22,0,2020-02-09,0,39.56,0,2020-02-03,6,Neighboring_prefs
2020-02-08,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-22,0,2020-02-09,0,37.04,0,2020-02-03,6,Yamanashi
2020-02-08,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-22,0,2020-02-09,0,33.26,0,2020-02-03,6,Neighboring_prefs
2020-02-08,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-22,0,2020-02-09,0,45.8,0,2020-02-03,6,Neighboring_prefs
2020-02-09,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-23,0,2020-02-10,0,35.18,0,2020-02-03,6,Neighboring_prefs
2020-02-09,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-23,0,2020-02-10,0,34.25,0,2020-02-03,6,Neighboring_prefs
2020-02-09,10,Gunma,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-23,0,2020-02-10,0,35.24,0,2020-02-03,6,Neighboring_prefs
2020-02-09,19,Yamanashi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-23,0,2020-02-10,0,33.89,0,2020-02-03,6,Yamanashi
2020-02-09,20,Nagano,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-23,0,2020-02-10,0,28.625,0.875,2020-02-03,6,Neighboring_prefs
2020-02-09,22,Shizuoka,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-23,0,2020-02-10,0,42.08,0,2020-02-03,6,Neighboring_prefs
2020-02-10,08,Ibaraki,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-24,0,2020-02-11,0,35.78,0,2020-02-10,7,Neighboring_prefs
2020-02-10,09,Tochigi,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2020-02-24,0,2020-02-11,0,34.61,0,2020-02-10,7,Neighboring_prefs
