"city","week","infected","newGZ","avg_temp","avg_rainfall","週.x","mobility","cuminfected","cumGZ","infected_2w","infected_1w","infected_yest","pop","mobility_per","susceptible","SOE","週.y","population_inflow","agrgt_potecovid_lag1","agrgt_potecovid_lag2","in_risk_lag1","in_risk_lag2","X1"
"中央市",2020-03-23,0.075,0,10.9428571428571,8.35714285714286,"202003_W4",30579,0.151,0,1.341,0.475,1.341,30978,0.987119891535929,30977.849,0,"202003_W4",30578,0.0909099166570712,0.479474725241053,9.19716340312253e-08,5.45037949238041e-07,326
"丹波山村",2020-03-23,0.001,0,9.94285714285714,7.85714285714286,"202003_W4",515,0.003,0,0.001,0.001,0.001,540,0.953703703703704,539.997,0,"202003_W4",515,0.00566033951698429,0.017589563646772,1.72295166766812e-09,8.96545927636259e-09,327
"北杜市",2020-03-23,0.113,0,6.8,8.71428571428571,"202003_W4",47396,0.225,0,0.056,1.113,0.056,46421,1.02100342517395,46420.775,0,"202003_W4",47394,0.225816633863616,0.90766286193043,1.40514583226729e-07,7.95392517554794e-07,328
"南アルプス市",2020-03-23,0.174,0,9.2,8.5,"202003_W4",65554,0.348,0,2.293,4.581,2.293,71370,0.918509177525571,71369.652,0,"202003_W4",65554,0.179902838791668,0.98978729471338,1.95040229131678e-07,1.15845478970816e-06,329
"南部町",2020-03-23,0.018,0,10.8857142857143,13.9285714285714,"202003_W4",7930,0.036,0,0.159,0.018,0.159,7569,1.04769454353283,7568.964,0,"202003_W4",7929,0.0214285114527563,0.114527652373117,2.13458383675275e-08,1.27235796054896e-07,330
"大月市",2020-03-23,0.057,0,8.97142857142857,7.78571428571429,"202003_W4",23532,0.115,0,0.029,0.057,0.029,23516,1.00068038782106,23515.885,0,"202003_W4",23532,0.105121849177119,0.434974195032937,6.77174508681314e-08,3.89545531987755e-07,331
"富士吉田市",2020-03-23,0.118,0,6.54285714285714,7.35714285714286,"202003_W4",48328,0.236,0,0.059,0.118,0.059,48331,0.999937928037905,48330.764,0,"202003_W4",48327,0.16017571272281,0.784065235822897,1.4224803382378e-07,8.36717474554275e-07,332
"富士川町",2020-03-23,0.036,0,9.84285714285714,8.78571428571429,"202003_W4",14861,0.072,0,0.875,0.036,0.875,14855,1.00040390440929,14854.928,0,"202003_W4",14858,0.0385881313144536,0.219820228853462,4.37507153298689e-08,2.62407539404451e-07,333
"富士河口湖町",2020-03-23,0.065,0,6.54285714285714,7.35714285714286,"202003_W4",30177,0.129,0,0.032,0.065,0.032,26562,1.13609667946691,26561.871,0,"202003_W4",30181,0.172162820179739,0.624633063282262,8.81036567836003e-08,4.84859626323008e-07,334
"小菅村",2020-03-23,0.002,0,9.94285714285714,7.85714285714286,"202003_W4",630,0.004,0,0.001,0.002,0.001,715,0.881118881118881,714.996,0,"202003_W4",628,0.00539769847933618,0.0157803047519646,1.48985694508329e-09,7.92731061065298e-09,335
"山中湖村",2020-03-23,0.014,0,5.2,10.5,"202003_W4",8941,0.028,0,0.007,0.014,0.007,5789,1.54448091207462,5788.972,0,"202003_W4",8938,0.0735500991501728,0.227440785897072,2.44630203041292e-08,1.23090939463262e-07,336
"山梨市",2020-03-23,0.084,0,9.94285714285714,7.85714285714286,"202003_W4",31304,0.168,0,2.042,0.084,2.042,34357,0.911138923654568,34356.832,0,"202003_W4",31305,0.101211081847232,0.513335150026252,9.57523581210282e-08,5.62642592748219e-07,337
"市川三郷町",2020-03-23,0.038,0,9.84285714285714,8.78571428571429,"202003_W4",13482,0.076,0,0.841,0.038,0.841,15604,0.864009228402974,15603.924,0,"202003_W4",13482,0.0367294089639787,0.20180190475181,3.9203912764004e-08,2.34407976831436e-07,338
"忍野村",2020-03-23,0.023,0,5.2,10.5,"202003_W4",9026,0.047,0,0.012,0.023,0.012,9595,0.940698280354351,9594.953,0,"202003_W4",9024,0.0361933772519363,0.157109870471976,2.60515021546628e-08,1.50439811018747e-07,339
"早川町",2020-03-23,0.002,0,9.84285714285714,8.78571428571429,"202003_W4",1307,0.004,0,0.021,0.002,0.021,1018,1.28388998035363,1017.996,0,"202003_W4",1306,0.00555423824941178,0.0237917966583542,3.93911569287894e-09,2.25755725346589e-08,340
"昭和町",2020-03-23,0.05,0,10.9428571428571,8.35714285714286,"202003_W4",26416,0.1,0,0.025,0.05,0.025,20452,1.2916096225308,20451.9,0,"202003_W4",26414,0.0760007512752408,0.404181208916422,7.80909859354737e-08,4.59973262657968e-07,341
"甲州市",2020-03-23,0.075,0,9.94285714285714,7.85714285714286,"202003_W4",30060,0.151,0,3.464,0.075,3.464,30990,0.96999031945789,30989.849,0,"202003_W4",30060,0.0987677890681452,0.492566970107509,8.92691144863531e-08,5.27597054246541e-07,342
"甲府市",2020-03-23,0.455,0,10.9428571428571,8.35714285714286,"202003_W4",202801,0.911,0,7.728,1.773,7.728,187171,1.08350652611783,187170.089,0,"202003_W4",202799,0.588448928317778,3.12033865445,5.92638910757767e-07,3.52367940982575e-06,343
"甲斐市",2020-03-23,0.184,0,10.9428571428571,8.35714285714286,"202003_W4",68489,0.368,0,0.092,0.698,0.092,75522,0.906874817933847,75521.632,0,"202003_W4",68490,0.192322650218158,1.04515587448145,2.02763811408567e-07,1.20542449751138e-06,344
"笛吹市",2020-03-23,0.168,0,8.48571428571429,7.85714285714286,"202003_W4",70933,0.336,0,1.575,0.437,1.575,68924,1.02914804712437,68923.664,0,"202003_W4",70935,0.234021952920081,1.15921630214038,2.10147256818277e-07,1.23528323614503e-06,345
"西桂町",2020-03-23,0.01,0,6.54285714285714,7.35714285714286,"202003_W4",3797,0.02,0,0.005,0.01,0.005,4238,0.895941481831052,4237.98,0,"202003_W4",3795,0.0107236137742819,0.0585541543255521,1.13991842888483e-08,6.78420052794123e-08,346
"身延町",2020-03-23,0.027,0,9.84285714285714,8.78571428571429,"202003_W4",13483,0.055,0,0.239,0.027,0.239,11306,1.19255262692376,11305.945,0,"202003_W4",13481,0.0477292936883782,0.222340654387137,3.91374973663776e-08,2.27256005847865e-07,347
"道志村",2020-03-23,0.004,0,8.97142857142857,7.78571428571429,"202003_W4",1271,0.008,0,0.002,0.004,0.002,1652,0.769370460048426,1651.992,0,"202003_W4",1273,0.0249279596021351,0.06880113244711,6.04472950795386e-09,2.91569583652636e-08,348
