"city","week","infected","newGZ","avg_temp","avg_rainfall","週","mobility","cuminfected","cumGZ","infected_2w","infected_1w","infected_yest","pop","mobility_per","susceptible","SOE"
"上野原市",2020-03-02,0.056,0,6,2.66666666666667,"202003_W1",23570,0.056,0,0,0,0,22799,1.0338172726874,22798.944,0
"中央市",2020-03-02,0.076,0,8,3,"202003_W1",31433,0.076,0,0,0,0,30978,1.01468784298534,30977.924,0
"丹波山村",2020-03-02,0.002,0,6.56666666666667,2.66666666666667,"202003_W1",638,0.002,0,0,0,0,540,1.18148148148148,539.998,0
"北杜市",2020-03-02,0.112,0,3.63333333333333,1.66666666666667,"202003_W1",47607,0.112,0,0,0,0,46421,1.02554878180134,46420.888,0
"南アルプス市",2020-03-02,0.174,0,6.63333333333333,2.66666666666667,"202003_W1",63799,0.174,0,0,0,0,71370,0.893919013591145,71369.826,0
"南部町",2020-03-02,0.018,0,8.06666666666667,13.6666666666667,"202003_W1",8208,0.018,0,0,0,0,7569,1.08442330558859,7568.982,0
"大月市",2020-03-02,0.058,0,6,2.66666666666667,"202003_W1",22491,0.058,0,0,0,0,23516,0.956412655213472,23515.942,0
"富士吉田市",2020-03-02,0.118,0,2.76666666666667,3,"202003_W1",47247,0.118,0,0,0,0,48331,0.977571331029774,48330.882,0
"富士川町",2020-03-02,0.036,0,6.83333333333333,5.5,"202003_W1",14178,0.036,0,0,0,0,14855,0.954426119151801,14854.964,0
"富士河口湖町",2020-03-02,0.064,0,2.76666666666667,3,"202003_W1",27947,0.064,0,0,0,0,26562,1.05214215797003,26561.936,0
"小菅村",2020-03-02,0.002,0,6.56666666666667,2.66666666666667,"202003_W1",729,0.002,0,0,0,0,715,1.01958041958042,714.998,0
"山中湖村",2020-03-02,0.014,0,1.66666666666667,4.83333333333333,"202003_W1",7953,0.014,0,0,0,0,5789,1.37381240283296,5788.986,0
"山梨市",2020-03-02,0.084,0,6.56666666666667,2.66666666666667,"202003_W1",31548,0.084,0,0,0,0,34357,0.918240824286172,34356.916,0
"市川三郷町",2020-03-02,0.038,0,6.83333333333333,5.5,"202003_W1",13241,0.038,0,0,0,0,15604,0.848564470648552,15603.962,0
"忍野村",2020-03-02,0.024,0,1.66666666666667,4.83333333333333,"202003_W1",9617,0.024,0,0,0,0,9595,1.00229286086503,9594.976,0
"早川町",2020-03-02,0.002,0,6.83333333333333,5.5,"202003_W1",1408,0.002,0,0,0,0,1018,1.38310412573674,1017.998,0
"昭和町",2020-03-02,0.05,0,8,3,"202003_W1",25917,0.05,0,0,0,0,20452,1.26721103070604,20451.95,0
"甲州市",2020-03-02,0.076,0,6.56666666666667,2.66666666666667,"202003_W1",30253,0.076,0,0,0,0,30990,0.97621813488222,30989.924,0
"甲府市",2020-03-02,0.456,0,8,3,"202003_W1",205231,0.456,0,0,0,0,187171,1.09648930656993,187170.544,0
"甲斐市",2020-03-02,0.184,0,8,3,"202003_W1",68423,0.184,0,0,0,0,75522,0.906000900399883,75521.816,0
"笛吹市",2020-03-02,0.168,0,5.03333333333333,4.5,"202003_W1",69489,0.168,0,0,0,0,68924,1.00819743485578,68923.832,0
"西桂町",2020-03-02,0.01,0,2.76666666666667,3,"202003_W1",3983,0.01,0,0,0,0,4238,0.939830108541765,4237.99,0
"身延町",2020-03-02,0.028,0,6.83333333333333,5.5,"202003_W1",12851,0.028,0,0,0,0,11306,1.13665310454626,11305.972,0
"道志村",2020-03-02,0.004,0,6,2.66666666666667,"202003_W1",1395,0.004,0,0,0,0,1652,0.844430992736077,1651.996,0
"都留市",2020-03-02,0.072,0,6,2.66666666666667,"202003_W1",31150,0.072,0,0,0,0,29859,1.04323654509528,29858.928,0
"韮崎市",2020-03-02,0.07,0,6.63333333333333,2.66666666666667,"202003_W1",33457,0.07,0,0,0,0,29124,1.14877764043401,29123.93,0
"鳴沢村",2020-03-02,0.008,0,2.76666666666667,3,"202003_W1",3681,0.008,0,0,0,0,3133,1.17491222470476,3132.992,0
"上野原市",2020-03-09,0,0,8.45714285714286,5.57142857142857,"202003_W2",23280,0.056,0,0.055,0,0.055,22799,1.02109741655336,22798.944,0
"中央市",2020-03-09,0,0,10.2714285714286,5.42857142857143,"202003_W2",30971,0.076,0,0.075,0,0.075,30978,0.999774033184841,30977.924,0
"丹波山村",2020-03-09,0,0,9.28571428571428,4.92857142857143,"202003_W2",599,0.002,0,0.001,0,0.001,540,1.10925925925926,539.998,0
"北杜市",2020-03-09,0,0,6.7,4.5,"202003_W2",48313,0.112,0,0.113,0,0.113,46421,1.04075741582473,46420.888,0
"南アルプス市",2020-03-09,0,0,8.5,5.14285714285714,"202003_W2",63912,0.174,0,0.174,0,0.174,71370,0.895502311895754,71369.826,0
"南部町",2020-03-09,0,0,10.2571428571429,7.64285714285714,"202003_W2",8106,0.018,0,0.018,0,0.018,7569,1.0709472849782,7568.982,0
"大月市",2020-03-09,0,0,8.45714285714286,5.57142857142857,"202003_W2",24187,0.058,0,0.057,0,0.057,23516,1.02853376424562,23515.942,0
"富士吉田市",2020-03-09,0,0,5.84285714285714,5.28571428571429,"202003_W2",47097,0.118,0,0.118,0,0.118,48331,0.974467732925038,48330.882,0
"富士川町",2020-03-09,0,0,9,5.92857142857143,"202003_W2",14887,0.036,0,0.036,0,0.036,14855,1.00215415684955,14854.964,0
"富士河口湖町",2020-03-09,0,0,5.84285714285714,5.28571428571429,"202003_W2",29561,0.064,0,0.065,0,0.065,26562,1.11290565469468,26561.936,0
"小菅村",2020-03-09,0,0,9.28571428571428,4.92857142857143,"202003_W2",672,0.002,0,0.002,0,0.002,715,0.93986013986014,714.998,0
"山中湖村",2020-03-09,0,0,4.81428571428571,7.21428571428571,"202003_W2",8592,0.014,0,0.014,0,0.014,5789,1.48419416134047,5788.986,0
"山梨市",2020-03-09,0,0,9.28571428571428,4.92857142857143,"202003_W2",31392,0.084,0,0.084,0,0.084,34357,0.913700264865966,34356.916,0
"市川三郷町",2020-03-09,0,0,9,5.92857142857143,"202003_W2",13354,0.038,0,0.038,0,0.038,15604,0.855806203537554,15603.962,0
"忍野村",2020-03-09,0,0,4.81428571428571,7.21428571428571,"202003_W2",9411,0.024,0,0.023,0,0.023,9595,0.980823345492444,9594.976,0
"早川町",2020-03-09,0,0,9,5.92857142857143,"202003_W2",1357,0.002,0,0.002,0,0.002,1018,1.33300589390963,1017.998,0
"昭和町",2020-03-09,0,0,10.2714285714286,5.42857142857143,"202003_W2",26085,0.05,0,0.05,0,0.05,20452,1.27542538627029,20451.95,0
"甲州市",2020-03-09,0,0,9.28571428571428,4.92857142857143,"202003_W2",30707,0.076,0,0.075,0,0.075,30990,0.990868021942562,30989.924,0
"甲府市",2020-03-09,0,0,10.2714285714286,5.42857142857143,"202003_W2",203444,0.456,0,0.455,0,0.455,187171,1.08694188736503,187170.544,0
"甲斐市",2020-03-09,0,0,10.2714285714286,5.42857142857143,"202003_W2",68566,0.184,0,0.184,0,0.184,75522,0.907894388390138,75521.816,0
"笛吹市",2020-03-09,0,0,7.44285714285714,5.28571428571429,"202003_W2",70861,0.168,0,0.168,0,0.168,68924,1.02810341825779,68923.832,0
"西桂町",2020-03-09,0,0,5.84285714285714,5.28571428571429,"202003_W2",3781,0.01,0,0.01,0,0.01,4238,0.892166116092496,4237.99,0
"身延町",2020-03-09,0,0,9,5.92857142857143,"202003_W2",13106,0.028,0,0.027,0,0.027,11306,1.15920750044224,11305.972,0
"道志村",2020-03-09,0,0,8.45714285714286,5.57142857142857,"202003_W2",2041,0.004,0,0.004,0,0.004,1652,1.23547215496368,1651.996,0
"都留市",2020-03-09,0,0,8.45714285714286,5.57142857142857,"202003_W2",31527,0.072,0,0.073,0,0.073,29859,1.05586255400382,29858.928,0
"韮崎市",2020-03-09,0,0,8.5,5.14285714285714,"202003_W2",33395,0.07,0,0.071,0,0.071,29124,1.14664881197638,29123.93,0
"鳴沢村",2020-03-09,0,0,5.84285714285714,5.28571428571429,"202003_W2",4030,0.008,0,0.008,0,0.008,3133,1.28630705394191,3132.992,0
"上野原市",2020-03-16,0,0,9.4,0,"202003_W3",25415,0.056,0,0.055,0.055,0.055,22799,1.11474187464362,22798.944,0
"中央市",2020-03-16,0,0,10.8571428571429,0.214285714285714,"202003_W3",30965,0.076,0,0.475,0.075,0.475,30978,0.999580347343276,30977.924,0
"丹波山村",2020-03-16,0,0,9.62857142857143,0.0714285714285714,"202003_W3",766,0.002,0,0.001,0.001,0.001,540,1.41851851851852,539.998,0
"北杜市",2020-03-16,0,0,6.85714285714286,0.142857142857143,"202003_W3",52312,0.112,0,1.113,0.113,1.113,46421,1.12690377199974,46420.888,0
"南アルプス市",2020-03-16,0,0,8.67142857142857,0.357142857142857,"202003_W3",65155,0.174,0,4.581,0.174,4.581,71370,0.912918593246462,71369.826,0
"南部町",2020-03-16,0,0,10.7285714285714,0.428571428571429,"202003_W3",7944,0.018,0,0.018,0.018,0.018,7569,1.04954419342053,7568.982,0
"大月市",2020-03-16,0,0,9.4,0,"202003_W3",24450,0.058,0,0.057,0.057,0.057,23516,1.03971763905426,23515.942,0
"富士吉田市",2020-03-16,0,0,6.45714285714286,0,"202003_W3",49726,0.118,0,0.118,0.118,0.118,48331,1.02886346237405,48330.882,0
"富士川町",2020-03-16,0,0,9.64285714285714,0.0714285714285714,"202003_W3",14674,0.036,0,0.036,0.036,0.036,14855,0.987815550319758,14854.964,0
"富士河口湖町",2020-03-16,0,0,6.45714285714286,0,"202003_W3",34508,0.064,0,0.065,0.065,0.065,26562,1.29914916045479,26561.936,0
"小菅村",2020-03-16,0,0,9.62857142857143,0.0714285714285714,"202003_W3",620,0.002,0,0.002,0.002,0.002,715,0.867132867132867,714.998,0
"山中湖村",2020-03-16,0,0,4.8,0.214285714285714,"202003_W3",11069,0.014,0,0.014,0.014,0.014,5789,1.91207462428744,5788.986,0
"山梨市",2020-03-16,0,0,9.62857142857143,0.0714285714285714,"202003_W3",32728,0.084,0,0.084,0.084,0.084,34357,0.952586081439008,34356.916,0
"市川三郷町",2020-03-16,0,0,9.64285714285714,0.0714285714285714,"202003_W3",13229,0.038,0,0.038,0.038,0.038,15604,0.847795437067419,15603.962,0
"忍野村",2020-03-16,0,0,4.8,0.214285714285714,"202003_W3",9176,0.024,0,0.023,0.023,0.023,9595,0.956331422615946,9594.976,0
"早川町",2020-03-16,0,0,9.64285714285714,0.0714285714285714,"202003_W3",1492,0.002,0,0.002,0.002,0.002,1018,1.46561886051081,1017.998,0
"昭和町",2020-03-16,0,0,10.8571428571429,0.214285714285714,"202003_W3",26454,0.05,0,0.05,0.05,0.05,20452,1.29346763152748,20451.95,0
"甲州市",2020-03-16,0,0,9.62857142857143,0.0714285714285714,"202003_W3",30784,0.076,0,0.075,0.075,0.075,30990,0.993352694417554,30989.924,0
"甲府市",2020-03-16,0,0,10.8571428571429,0.214285714285714,"202003_W3",201128,0.456,0,1.773,0.455,1.773,187171,1.0745681756255,187170.544,0
"甲斐市",2020-03-16,0,0,10.8571428571429,0.214285714285714,"202003_W3",68313,0.184,0,0.698,0.184,0.698,75522,0.904544371176611,75521.816,0
"笛吹市",2020-03-16,0,0,8.21428571428571,0.0714285714285714,"202003_W3",72129,0.168,0,0.437,0.168,0.437,68924,1.04650049329696,68923.832,0
"西桂町",2020-03-16,0,0,6.45714285714286,0,"202003_W3",3830,0.01,0,0.01,0.01,0.01,4238,0.903728173666824,4237.99,0
"身延町",2020-03-16,0,0,9.64285714285714,0.0714285714285714,"202003_W3",14374,0.028,0,0.027,0.027,0.027,11306,1.27136033964267,11305.972,0
"道志村",2020-03-16,0,0,9.4,0,"202003_W3",2982,0.004,0,0.004,0.004,0.004,1652,1.80508474576271,1651.996,0
"都留市",2020-03-16,0,0,9.4,0,"202003_W3",31799,0.072,0,0.073,0.073,0.073,29859,1.06497203523226,29858.928,0
"韮崎市",2020-03-16,0,0,8.67142857142857,0.357142857142857,"202003_W3",33308,0.07,0,0.162,0.071,0.162,29124,1.14366158494712,29123.93,0
"鳴沢村",2020-03-16,0,0,6.45714285714286,0,"202003_W3",4968,0.008,0,0.008,0.008,0.008,3133,1.58570060644749,3132.992,0
"上野原市",2020-03-23,0.055,0,8.97142857142857,7.78571428571429,"202003_W4",23571,0.111,0,0.028,0.055,0.028,22799,1.03386113426027,22798.889,0
"中央市",2020-03-23,0.075,0,10.9428571428571,8.35714285714286,"202003_W4",30579,0.151,0,1.341,0.475,1.341,30978,0.987119891535929,30977.849,0
"丹波山村",2020-03-23,0.001,0,9.94285714285714,7.85714285714286,"202003_W4",515,0.003,0,0.001,0.001,0.001,540,0.953703703703704,539.997,0
"北杜市",2020-03-23,0.113,0,6.8,8.71428571428571,"202003_W4",47396,0.225,0,0.056,1.113,0.056,46421,1.02100342517395,46420.775,0
"南アルプス市",2020-03-23,0.174,0,9.2,8.5,"202003_W4",65554,0.348,0,2.293,4.581,2.293,71370,0.918509177525571,71369.652,0
"南部町",2020-03-23,0.018,0,10.8857142857143,13.9285714285714,"202003_W4",7930,0.036,0,0.159,0.018,0.159,7569,1.04769454353283,7568.964,0
"大月市",2020-03-23,0.057,0,8.97142857142857,7.78571428571429,"202003_W4",23532,0.115,0,0.029,0.057,0.029,23516,1.00068038782106,23515.885,0
"富士吉田市",2020-03-23,0.118,0,6.54285714285714,7.35714285714286,"202003_W4",48328,0.236,0,0.059,0.118,0.059,48331,0.999937928037905,48330.764,0
"富士川町",2020-03-23,0.036,0,9.84285714285714,8.78571428571429,"202003_W4",14861,0.072,0,0.875,0.036,0.875,14855,1.00040390440929,14854.928,0
"富士河口湖町",2020-03-23,0.065,0,6.54285714285714,7.35714285714286,"202003_W4",30177,0.129,0,0.032,0.065,0.032,26562,1.13609667946691,26561.871,0
"小菅村",2020-03-23,0.002,0,9.94285714285714,7.85714285714286,"202003_W4",630,0.004,0,0.001,0.002,0.001,715,0.881118881118881,714.996,0
"山中湖村",2020-03-23,0.014,0,5.2,10.5,"202003_W4",8941,0.028,0,0.007,0.014,0.007,5789,1.54448091207462,5788.972,0
"山梨市",2020-03-23,0.084,0,9.94285714285714,7.85714285714286,"202003_W4",31304,0.168,0,2.042,0.084,2.042,34357,0.911138923654568,34356.832,0
"市川三郷町",2020-03-23,0.038,0,9.84285714285714,8.78571428571429,"202003_W4",13482,0.076,0,0.841,0.038,0.841,15604,0.864009228402974,15603.924,0
"忍野村",2020-03-23,0.023,0,5.2,10.5,"202003_W4",9026,0.047,0,0.012,0.023,0.012,9595,0.940698280354351,9594.953,0
"早川町",2020-03-23,0.002,0,9.84285714285714,8.78571428571429,"202003_W4",1307,0.004,0,0.021,0.002,0.021,1018,1.28388998035363,1017.996,0
"昭和町",2020-03-23,0.05,0,10.9428571428571,8.35714285714286,"202003_W4",26416,0.1,0,0.025,0.05,0.025,20452,1.2916096225308,20451.9,0
"甲州市",2020-03-23,0.075,0,9.94285714285714,7.85714285714286,"202003_W4",30060,0.151,0,3.464,0.075,3.464,30990,0.96999031945789,30989.849,0
"甲府市",2020-03-23,0.455,0,10.9428571428571,8.35714285714286,"202003_W4",202801,0.911,0,7.728,1.773,7.728,187171,1.08350652611783,187170.089,0
"甲斐市",2020-03-23,0.184,0,10.9428571428571,8.35714285714286,"202003_W4",68489,0.368,0,0.092,0.698,0.092,75522,0.906874817933847,75521.632,0
"笛吹市",2020-03-23,0.168,0,8.48571428571429,7.85714285714286,"202003_W4",70933,0.336,0,1.575,0.437,1.575,68924,1.02914804712437,68923.664,0
"西桂町",2020-03-23,0.01,0,6.54285714285714,7.35714285714286,"202003_W4",3797,0.02,0,0.005,0.01,0.005,4238,0.895941481831052,4237.98,0
"身延町",2020-03-23,0.027,0,9.84285714285714,8.78571428571429,"202003_W4",13483,0.055,0,0.239,0.027,0.239,11306,1.19255262692376,11305.945,0
"道志村",2020-03-23,0.004,0,8.97142857142857,7.78571428571429,"202003_W4",1271,0.008,0,0.002,0.004,0.002,1652,0.769370460048426,1651.992,0
"都留市",2020-03-23,0.073,0,8.97142857142857,7.78571428571429,"202003_W4",31000,0.145,0,0.036,0.073,0.036,29859,1.03821293412371,29858.855,0
"韮崎市",2020-03-23,0.071,0,9.2,8.5,"202003_W4",34255,0.141,0,0.035,0.162,0.035,29124,1.17617772284027,29123.859,0
"鳴沢村",2020-03-23,0.008,0,6.54285714285714,7.35714285714286,"202003_W4",3916,0.016,0,0.004,0.008,0.004,3133,1.24992020427705,3132.984,0
"上野原市",2020-03-30,0.055,0,8.88571428571429,2.5,"202004_W1",23995,0.166,0,5.028,0.028,5.028,22799,1.0524584411597,22798.834,0
"中央市",2020-03-30,0.475,0,11.7,2.07142857142857,"202004_W1",31083,0.626,0,0.038,1.341,0.038,30978,1.00338950222739,30977.374,0
"丹波山村",2020-03-30,0.001,0,10.5142857142857,1.57142857142857,"202004_W1",588,0.004,0,0.001,0.001,0.001,540,1.08888888888889,539.996,0
"北杜市",2020-03-30,1.113,0,7.21428571428571,2.07142857142857,"202004_W1",46618,1.338,0,0.67,0.056,0.67,46421,1.00424376898387,46419.662,0
"南アルプス市",2020-03-30,4.581,0,10.0428571428571,2.42857142857143,"202004_W1",65619,4.929,0,1.087,2.293,1.087,71370,0.919419924337957,71365.071,0
"南部町",2020-03-30,0.018,0,11.6571428571429,6.28571428571429,"202004_W1",8017,0.054,0,0.009,0.159,0.009,7569,1.05918879640639,7568.946,0
"大月市",2020-03-30,0.057,0,8.88571428571429,2.5,"202004_W1",24112,0.172,0,0.029,0.029,0.029,23516,1.02534444633441,23515.828,0
"富士吉田市",2020-03-30,0.118,0,6.47142857142857,3.21428571428571,"202004_W1",47943,0.354,0,0.059,0.059,0.059,48331,0.991972026235749,48330.646,0
"富士川町",2020-03-30,0.036,0,10.4857142857143,3.21428571428571,"202004_W1",14132,0.108,0,0.018,0.875,0.018,14855,0.951329518680579,14854.892,0
"富士河口湖町",2020-03-30,0.065,0,6.47142857142857,3.21428571428571,"202004_W1",28544,0.194,0,0.032,0.032,0.032,26562,1.07461787516,26561.806,0
"小菅村",2020-03-30,0.002,0,10.5142857142857,1.57142857142857,"202004_W1",581,0.006,0,0.001,0.001,0.001,715,0.812587412587413,714.994,0
"山中湖村",2020-03-30,0.014,0,5.41428571428571,5.78571428571429,"202004_W1",7916,0.042,0,0.007,0.007,0.007,5789,1.3674209708067,5788.958,0
"山梨市",2020-03-30,0.084,0,10.5142857142857,1.57142857142857,"202004_W1",31562,0.252,0,0.042,2.042,0.042,34357,0.918648310387985,34356.748,0
"市川三郷町",2020-03-30,0.038,0,10.4857142857143,3.21428571428571,"202004_W1",13424,0.114,0,0.019,0.841,0.019,15604,0.860292232760831,15603.886,0
"忍野村",2020-03-30,0.023,0,5.41428571428571,5.78571428571429,"202004_W1",9021,0.07,0,0.012,0.012,0.012,9595,0.940177175612298,9594.93,0
"早川町",2020-03-30,0.002,0,10.4857142857143,3.21428571428571,"202004_W1",1379,0.006,0,0.001,0.021,0.001,1018,1.35461689587426,1017.994,0
"昭和町",2020-03-30,0.05,0,11.7,2.07142857142857,"202004_W1",25266,0.15,0,0.238,0.025,0.238,20452,1.23538040289458,20451.85,0
"甲州市",2020-03-30,0.075,0,10.5142857142857,1.57142857142857,"202004_W1",30219,0.226,0,0.038,3.464,0.038,30990,0.975121006776379,30989.774,0
"甲府市",2020-03-30,1.773,0,11.7,2.07142857142857,"202004_W1",204207,2.684,0,4.941,7.728,4.941,187171,1.09101837357283,187168.316,0
"甲斐市",2020-03-30,0.698,0,11.7,2.07142857142857,"202004_W1",67628,1.066,0,1.166,0.092,1.166,75522,0.895474166468049,75520.934,0
"笛吹市",2020-03-30,0.437,0,8.87142857142857,2.92857142857143,"202004_W1",70034,0.773,0,0.084,1.575,0.084,68924,1.01610469502641,68923.227,0
"西桂町",2020-03-30,0.01,0,6.47142857142857,3.21428571428571,"202004_W1",4155,0.03,0,0.005,0.005,0.005,4238,0.980415290231241,4237.97,0
"身延町",2020-03-30,0.027,0,10.4857142857143,3.21428571428571,"202004_W1",13214,0.082,0,0.014,0.239,0.014,11306,1.16875995046878,11305.918,0
"道志村",2020-03-30,0.004,0,8.88571428571429,2.5,"202004_W1",2013,0.012,0,0.002,0.002,0.002,1652,1.21852300242131,1651.988,0
"都留市",2020-03-30,0.073,0,8.88571428571429,2.5,"202004_W1",33418,0.218,0,0.036,0.036,0.036,29859,1.11919354298536,29858.782,0
"韮崎市",2020-03-30,0.162,0,10.0428571428571,2.42857142857143,"202004_W1",33709,0.303,0,0.421,0.035,0.421,29124,1.15743029803598,29123.697,0
"鳴沢村",2020-03-30,0.008,0,6.47142857142857,3.21428571428571,"202004_W1",3974,0.024,0,0.004,0.004,0.004,3133,1.26843281200128,3132.976,0
"上野原市",2020-04-06,0.028,0,9.5,0.714285714285714,"202004_W2",24068,0.194,0,1,5.028,1,22799,1.05566033597965,22798.806,0
"中央市",2020-04-06,1.341,0,11.9428571428571,0.785714285714286,"202004_W2",31893,1.967,0,0,0.038,0,30978,1.02953709083866,30976.033,0
"丹波山村",2020-04-06,0.001,0,10.8428571428571,0.571428571428571,"202004_W2",569,0.005,0,0,0.001,0,540,1.0537037037037,539.995,0
"北杜市",2020-04-06,0.056,0,7.41428571428571,1.71428571428571,"202004_W2",46072,1.394,0,0,0.67,0,46421,0.992481850886452,46419.606,0
"南アルプス市",2020-04-06,2.293,0,10.4857142857143,0.857142857142857,"202004_W2",65621,7.222,0,0,1.087,0,71370,0.9194479473168,71362.778,0
"南部町",2020-04-06,0.159,0,10.9428571428571,2.5,"202004_W2",7685,0.213,0,0,0.009,0,7569,1.01532567049808,7568.787,0
"大月市",2020-04-06,0.029,0,9.5,0.714285714285714,"202004_W2",24198,0.201,0,0,0.029,0,23516,1.0290015308726,23515.799,0
"富士吉田市",2020-04-06,0.059,0,6.78571428571429,1.28571428571429,"202004_W2",47437,0.413,0,0,0.059,0,48331,0.981502555295773,48330.587,0
"富士川町",2020-04-06,0.875,0,10.4571428571429,1.42857142857143,"202004_W2",14158,0.983,0,0,0.018,0,14855,0.953079771120835,14854.017,0
"富士河口湖町",2020-04-06,0.032,0,6.78571428571429,1.28571428571429,"202004_W2",26897,0.226,0,0,0.032,0,26562,1.01261200210827,26561.774,0
"小菅村",2020-04-06,0.001,0,10.8428571428571,0.571428571428571,"202004_W2",503,0.007,0,0,0.001,0,715,0.703496503496504,714.993,0
"山中湖村",2020-04-06,0.007,0,5.14285714285714,1.5,"202004_W2",7840,0.049,0,0,0.007,0,5789,1.35429262394196,5788.951,0
"山梨市",2020-04-06,2.042,0,10.8428571428571,0.571428571428571,"202004_W2",32253,2.294,0,0,0.042,0,34357,0.938760660127485,34354.706,0
"市川三郷町",2020-04-06,0.841,0,10.4571428571429,1.42857142857143,"202004_W2",13548,0.955,0,0,0.019,0,15604,0.868238913099205,15603.045,0
"忍野村",2020-04-06,0.012,0,5.14285714285714,1.5,"202004_W2",8618,0.082,0,0,0.012,0,9595,0.898176133402814,9594.918,0
"早川町",2020-04-06,0.021,0,10.4571428571429,1.42857142857143,"202004_W2",1305,0.027,0,0,0.001,0,1018,1.28192534381139,1017.973,0
"昭和町",2020-04-06,0.025,0,11.9428571428571,0.785714285714286,"202004_W2",25426,0.175,0,0,0.238,0,20452,1.24320359867006,20451.825,0
"甲州市",2020-04-06,3.464,0,10.8428571428571,0.571428571428571,"202004_W2",30219,3.69,0,0,0.038,0,30990,0.975121006776379,30986.31,0
"甲府市",2020-04-06,7.728,0,11.9428571428571,0.785714285714286,"202004_W2",204354,10.412,0,2,4.941,2,187171,1.09180375164956,187160.588,0
"甲斐市",2020-04-06,0.092,0,11.9428571428571,0.785714285714286,"202004_W2",68611,1.158,0,0,1.166,0,75522,0.908490241254204,75520.842,0
"笛吹市",2020-04-06,1.575,0,8.82857142857143,0.785714285714286,"202004_W2",68886,2.348,0,0,0.084,0,68924,0.999448668098195,68921.652,0
"西桂町",2020-04-06,0.005,0,6.78571428571429,1.28571428571429,"202004_W2",3923,0.035,0,0,0.005,0,4238,0.92567248702218,4237.965,0
"身延町",2020-04-06,0.239,0,10.4571428571429,1.42857142857143,"202004_W2",12520,0.321,0,0,0.014,0,11306,1.10737661418716,11305.679,0
"道志村",2020-04-06,0.002,0,9.5,0.714285714285714,"202004_W2",2284,0.014,0,0,0.002,0,1652,1.38256658595642,1651.986,0
"都留市",2020-04-06,0.036,0,9.5,0.714285714285714,"202004_W2",32938,0.254,0,0,0.036,0,29859,1.10311798787635,29858.746,0
"韮崎市",2020-04-06,0.035,0,10.4857142857143,0.857142857142857,"202004_W2",31996,0.338,0,0,0.421,0,29124,1.09861282790825,29123.662,0
"鳴沢村",2020-04-06,0.004,0,6.78571428571429,1.28571428571429,"202004_W2",3934,0.028,0,0,0.004,0,3133,1.2556654963294,3132.972,0
"上野原市",2020-04-13,5.028,0,9.8,17,"202004_W3",24049,5.222,0,0,1,0,22799,1.054826966095,22793.778,1
"中央市",2020-04-13,0.038,0,11.9857142857143,13.0714285714286,"202004_W3",32554,2.005,0,0,0,0,30978,1.0508748143844,30975.995,1
"丹波山村",2020-04-13,0.001,0,10.7,10.4285714285714,"202004_W3",591,0.006,0,0,0,0,540,1.09444444444444,539.994,1
"北杜市",2020-04-13,0.67,0,8.14285714285714,9,"202004_W3",46859,2.064,0,0,0,0,46421,1.00943538484738,46418.936,1
"南アルプス市",2020-04-13,1.087,0,10.5714285714286,13,"202004_W3",66314,8.309,0,0,0,0,71370,0.929157909485778,71361.691,1
"南部町",2020-04-13,0.009,0,11.4714285714286,24.2142857142857,"202004_W3",7737,0.222,0,0,0,0,7569,1.0221957986524,7568.778,1
"大月市",2020-04-13,0.029,0,9.8,17,"202004_W3",23463,0.23,0,0,0,0,23516,0.997746215342745,23515.77,1
"富士吉田市",2020-04-13,0.059,0,6.85714285714286,18.5714285714286,"202004_W3",47029,0.472,0,1.031,0,1.031,48331,0.973060768450891,48330.528,1
"富士川町",2020-04-13,0.018,0,10.4714285714286,18.0714285714286,"202004_W3",14023,1.001,0,0,0,0,14855,0.943991921911814,14853.999,1
"富士河口湖町",2020-04-13,0.032,0,6.85714285714286,18.5714285714286,"202004_W3",26852,0.258,0,0.34,0,0.34,26562,1.01091785257134,26561.742,1
"小菅村",2020-04-13,0.001,0,10.7,10.4285714285714,"202004_W3",683,0.008,0,0,0,0,715,0.955244755244755,714.992,1
"山中湖村",2020-04-13,0.007,0,6,25.3571428571429,"202004_W3",7817,0.056,0,0,0,0,5789,1.35031957160131,5788.944,1
"山梨市",2020-04-13,0.042,0,10.7,10.4285714285714,"202004_W3",32466,2.336,0,0,0,0,34357,0.944960270105073,34354.664,1
"市川三郷町",2020-04-13,0.019,0,10.4714285714286,18.0714285714286,"202004_W3",13984,0.974,0,0,0,0,15604,0.896180466547039,15603.026,1
"忍野村",2020-04-13,0.012,0,6,25.3571428571429,"202004_W3",9028,0.094,0,0,0,0,9595,0.940906722251172,9594.906,1
"早川町",2020-04-13,0.001,0,10.4714285714286,18.0714285714286,"202004_W3",1246,0.028,0,0,0,0,1018,1.22396856581532,1017.972,1
"昭和町",2020-04-13,0.238,0,11.9857142857143,13.0714285714286,"202004_W3",24219,0.413,0,0,0,0,20452,1.18418736553882,20451.587,1
"甲州市",2020-04-13,0.038,0,10.7,10.4285714285714,"202004_W3",29931,3.728,0,0,0,0,30990,0.965827686350436,30986.272,1
"甲府市",2020-04-13,4.941,0,11.9857142857143,13.0714285714286,"202004_W3",203738,15.353,0,2,2,2,187171,1.08851264351849,187155.647,1
"甲斐市",2020-04-13,1.166,0,11.9857142857143,13.0714285714286,"202004_W3",69013,2.324,0,0,0,0,75522,0.913813193506528,75519.676,1
"笛吹市",2020-04-13,0.084,0,8.71428571428571,19.5,"202004_W3",68473,2.432,0,0.588,0,0.588,68924,0.993456560849632,68921.568,1
