"city","week","infected","newGZ","avg_temp","avg_rainfall","週","mobility","cuminfected","cumGZ","infected_2w","infected_1w","infected_yest","pop","mobility_per","susceptible","SOE"
"忍野村",2020-09-21,0,1,15.6714285714286,4.64285714285714,"202009_W4",8311,1.125,1,0,0.098,0,9595,0.86618030224075,9593.875,0
"早川町",2020-09-21,0,1,20.4714285714286,7.57142857142857,"202009_W4",1482,0.039,1,0,0,0,1018,1.45579567779961,1017.961,0
"昭和町",2020-09-21,0,2,21.6428571428571,3.57142857142857,"202009_W4",27255,4.161,7,0,0,0,20452,1.33263250537845,20447.839,0
"甲州市",2020-09-21,0,2,20.7285714285714,1.78571428571429,"202009_W4",33482,4.963,6,0,0.474,0,30990,1.08041303646338,30985.037,0
"甲府市",2020-09-21,0.858,27,21.6428571428571,3.57142857142857,"202009_W4",197525,87.769,53,2,9,2,187171,1.05531839868356,187083.231,0
"甲斐市",2020-09-21,0,1,21.6428571428571,3.57142857142857,"202009_W4",69479,10.714,1,0,0,0,75522,0.919983580943301,75511.286,0
"笛吹市",2020-09-21,0,5,18.6571428571429,4.21428571428571,"202009_W4",74187,5.915,17,0,0,0,68924,1.07635946839998,68918.085,0
"西桂町",2020-09-21,0,0,16.0714285714286,7.64285714285714,"202009_W4",3796,0.494,0,0,0.043,0,4238,0.895705521472393,4237.506,0
"身延町",2020-09-21,0,1,20.4714285714286,7.57142857142857,"202009_W4",13519,1.467,2,0,0,0,11306,1.1957367769326,11304.533,0
"道志村",2020-09-21,0,0,18.4857142857143,8.64285714285714,"202009_W4",4440,0.083,0,0,0.021,0,1652,2.68765133171913,1651.917,0
"都留市",2020-09-21,0,1,18.4857142857143,8.64285714285714,"202009_W4",33092,2.067,4,0,0.378,0,29859,1.10827556180716,29856.933,0
"韮崎市",2020-09-21,0,0,19.6571428571429,5.64285714285714,"202009_W4",32826,2.721,2,0,0,0,29124,1.1271116604862,29121.279,0
"鳴沢村",2020-09-21,0,0,16.0714285714286,7.64285714285714,"202009_W4",5258,0.409,6,0,0.032,0,3133,1.67826364506862,3132.591,0
"上野原市",2020-09-28,0.288,0,17.8714285714286,0,"202010_W1",23488,7.868,2,0,0,0,22799,1.03022062371157,22791.132,0
"中央市",2020-09-28,0,0,20.2,0,"202010_W1",31847,5.497,2,0.067,0,0.067,30978,1.02805216605333,30972.503,0
"丹波山村",2020-09-28,0.007,0,19.4428571428571,0,"202010_W1",893,0.036,0,0,0,0,540,1.6537037037037,539.964,0
"北杜市",2020-09-28,0,0,15.8428571428571,0,"202010_W1",49257,4.398,12,0.101,1,0.101,46421,1.06109303978803,46416.602,0
"南アルプス市",2020-09-28,0,0,17.9428571428571,0,"202010_W1",66452,17.323,3,0.155,0,0.155,71370,0.931091495025921,71352.677,0
"南部町",2020-09-28,0,0,20.3285714285714,0,"202010_W1",7565,0.309,0,0,0,0,7569,0.999471528603514,7568.691,0
"大月市",2020-09-28,0.297,0,17.8714285714286,0,"202010_W1",24173,1.481,1,0,0,0,23516,1.02793842490219,23514.519,0
"富士吉田市",2020-09-28,0.495,0,15.2857142857143,0,"202010_W1",48393,8.835,7,0,0,0,48331,1.00128282054996,48322.165,0
"富士川町",2020-09-28,0,0,18.8571428571429,0,"202010_W1",13724,1.344,6,0,0,0,14855,0.923864018848872,14853.656,0
"富士河口湖町",2020-09-28,0.272,0,15.2857142857143,0,"202010_W1",33142,4.077,20,0,0,0,26562,1.24772231006701,26557.923,0
"小菅村",2020-09-28,0.009,0,19.4428571428571,0,"202010_W1",1031,0.046,0,0,0,0,715,1.44195804195804,714.954,0
"山中湖村",2020-09-28,0.059,0,14.3142857142857,0,"202010_W1",10202,0.736,6,0,0,0,5789,1.7623078251857,5788.264,0
"山梨市",2020-09-28,0.526,0,19.4428571428571,0,"202010_W1",32786,4.599,3,0,0,0,34357,0.95427423814652,34352.401,0
"市川三郷町",2020-09-28,0,0,18.8571428571429,0,"202010_W1",13562,1.49,2,0,0,0,15604,0.869136118943861,15602.51,0
"忍野村",2020-09-28,0.098,0,14.3142857142857,0,"202010_W1",8069,1.223,1,0,0,0,9595,0.840958832725378,9593.777,0
"早川町",2020-09-28,0,0,18.8571428571429,0,"202010_W1",1683,0.039,1,0,0,0,1018,1.6532416502947,1017.961,0
"昭和町",2020-09-28,0,0,20.2,0,"202010_W1",27284,4.161,7,0.044,0,0.044,20452,1.33405045961275,20447.839,0
"甲州市",2020-09-28,0.474,0,19.4428571428571,0,"202010_W1",31292,5.437,6,0,0,0,30990,1.00974507905776,30984.563,0
"甲府市",2020-09-28,9,0,20.2,0,"202010_W1",201974,96.769,53,1.406,2,1.406,187171,1.07908810659771,187074.231,0
"甲斐市",2020-09-28,0,0,20.2,0,"202010_W1",67083,10.714,1,0.164,0,0.164,75522,0.888257726225471,75511.286,0
"笛吹市",2020-09-28,0,0,16.9285714285714,0,"202010_W1",71002,5.915,17,0,0,0,68924,1.03014914978817,68918.085,0
"西桂町",2020-09-28,0.043,0,15.2857142857143,0,"202010_W1",2757,0.537,0,0,0,0,4238,0.650542708824917,4237.463,0
"身延町",2020-09-28,0,0,18.8571428571429,0,"202010_W1",14018,1.467,2,0,0,0,11306,1.23987263399965,11304.533,0
"道志村",2020-09-28,0.021,0,17.8714285714286,0,"202010_W1",3460,0.104,0,0,0,0,1652,2.09443099273608,1651.896,0
"都留市",2020-09-28,0.378,0,17.8714285714286,0,"202010_W1",32233,2.445,4,0,0,0,29859,1.07950701630999,29856.555,0
"韮崎市",2020-09-28,0,0,17.9428571428571,0,"202010_W1",33135,2.721,2,0.063,0,0.063,29124,1.13772146683148,29121.279,0
"鳴沢村",2020-09-28,0.032,0,15.2857142857143,0,"202010_W1",4192,0.441,6,0,0,0,3133,1.33801468241302,3132.559,0
"上野原市",2020-10-05,0,0,15.8714285714286,31.7857142857143,"202010_W2",23173,7.868,2,0.577,0,0.577,22799,1.01640422825563,22791.132,0
"中央市",2020-10-05,0,0,17.6714285714286,26.5714285714286,"202010_W2",31063,5.497,2,0,0.067,0,30978,1.0027438827555,30972.503,0
"丹波山村",2020-10-05,0,0,16.7857142857143,23.9285714285714,"202010_W2",639,0.036,0,0.014,0,0.014,540,1.18333333333333,539.964,0
"北杜市",2020-10-05,1,0,14.2,22.2142857142857,"202010_W2",47034,5.398,12,0,0.101,0,46421,1.01320523039142,46415.602,0
"南アルプス市",2020-10-05,0,0,16.1714285714286,25.9285714285714,"202010_W2",65584,17.323,3,0,0.155,0,71370,0.918929522208211,71352.677,0
"南部町",2020-10-05,0,0,18.1857142857143,28.7857142857143,"202010_W2",7108,0.309,0,0,0,0,7569,0.939093671555027,7568.691,0
"大月市",2020-10-05,0,0,15.8714285714286,31.7857142857143,"202010_W2",22729,1.481,1,0.595,0,0.595,23516,0.966533424051709,23514.519,0
"富士吉田市",2020-10-05,0,0,13.9571428571429,32.7142857142857,"202010_W2",48351,8.835,7,0,0,0,48331,1.00041381308063,48322.165,0
"富士川町",2020-10-05,0,0,16.7,31.2142857142857,"202010_W2",13938,1.344,6,0,0,0,14855,0.938269942780209,14853.656,0
"富士河口湖町",2020-10-05,0,0,13.9571428571429,32.7142857142857,"202010_W2",30355,4.077,20,0,0,0,26562,1.14279798207966,26557.923,0
"小菅村",2020-10-05,0,0,16.7857142857143,23.9285714285714,"202010_W2",788,0.046,0,0.018,0,0.018,715,1.1020979020979,714.954,0
"山中湖村",2020-10-05,0,0,13.1428571428571,36.7142857142857,"202010_W2",9967,0.736,6,0,0,0,5789,1.72171359474866,5788.264,0
"山梨市",2020-10-05,0,0,16.7857142857143,23.9285714285714,"202010_W2",32629,4.599,3,0,0,0,34357,0.949704572576185,34352.401,0
"市川三郷町",2020-10-05,0,0,16.7,31.2142857142857,"202010_W2",13692,1.49,2,0,0,0,15604,0.877467316072802,15602.51,0
"忍野村",2020-10-05,0,0,13.1428571428571,36.7142857142857,"202010_W2",8132,1.223,1,0,0,0,9595,0.847524752475248,9593.777,0
"早川町",2020-10-05,0,0,16.7,31.2142857142857,"202010_W2",1489,0.039,1,0,0,0,1018,1.46267190569745,1017.961,0
"昭和町",2020-10-05,0,0,17.6714285714286,26.5714285714286,"202010_W2",27455,4.161,7,0,0.044,0,20452,1.34241150009779,20447.839,0
"甲州市",2020-10-05,0,0,16.7857142857143,23.9285714285714,"202010_W2",30299,5.437,6,0,0,0,30990,0.977702484672475,30984.563,0
"甲府市",2020-10-05,2,0,17.6714285714286,26.5714285714286,"202010_W2",204379,98.769,53,1,1.406,1,187171,1.09193731934969,187072.231,0
"甲斐市",2020-10-05,0,0,17.6714285714286,26.5714285714286,"202010_W2",67610,10.714,1,0,0.164,0,75522,0.895235825322423,75511.286,0
"笛吹市",2020-10-05,0,0,14.9285714285714,30.4285714285714,"202010_W2",70979,5.915,17,0,0,0,68924,1.02981544890024,68918.085,0
"西桂町",2020-10-05,0,0,13.9571428571429,32.7142857142857,"202010_W2",3843,0.537,0,0,0,0,4238,0.906795658329401,4237.463,0
"身延町",2020-10-05,0,0,16.7,31.2142857142857,"202010_W2",13014,1.467,2,0,0,0,11306,1.15107022819742,11304.533,0
"道志村",2020-10-05,0,0,15.8714285714286,31.7857142857143,"202010_W2",1881,0.104,0,0.042,0,0.042,1652,1.13861985472155,1651.896,0
"都留市",2020-10-05,0,0,15.8714285714286,31.7857142857143,"202010_W2",32521,2.445,4,0.755,0,0.755,29859,1.0891523493754,29856.555,0
"韮崎市",2020-10-05,0,0,16.1714285714286,25.9285714285714,"202010_W2",32414,2.721,2,0,0.063,0,29124,1.11296525202582,29121.279,0
"鳴沢村",2020-10-05,0,0,13.9571428571429,32.7142857142857,"202010_W2",3751,0.441,6,0,0,0,3133,1.19725502713055,3132.559,0
"上野原市",2020-10-12,0,0,15.1571428571429,3.42857142857143,"202010_W3",25127,7.868,2,0,0.577,0,22799,1.10210974165534,22791.132,0
"中央市",2020-10-12,0.067,0,18.0857142857143,3.07142857142857,"202010_W3",31036,5.564,2,0.174,0,0.174,30978,1.00187229646846,30972.436,0
"丹波山村",2020-10-12,0,0,16.9285714285714,3.21428571428571,"202010_W3",637,0.036,0,0,0.014,0,540,1.17962962962963,539.964,0
"北杜市",2020-10-12,0.101,0,13.9714285714286,4.42857142857143,"202010_W3",50196,5.499,12,2.107,0,2.107,46421,1.08132095387863,46415.501,0
"南アルプス市",2020-10-12,0.155,0,16.2428571428571,3.07142857142857,"202010_W3",63911,17.478,3,2.007,0,2.007,71370,0.895488300406333,71352.522,0
"南部町",2020-10-12,0,0,18.1857142857143,2.57142857142857,"202010_W3",7474,0.309,0,0,0,0,7569,0.987448804333465,7568.691,0
"大月市",2020-10-12,0,0,15.1571428571429,3.42857142857143,"202010_W3",23432,1.481,1,0,0.595,0,23516,0.996427963939445,23514.519,0
"富士吉田市",2020-10-12,0,0,12.6142857142857,4.14285714285714,"202010_W3",49495,8.835,7,0.495,0,0.495,48331,1.02408392129275,48322.165,0
"富士川町",2020-10-12,0,0,16.7285714285714,3,"202010_W3",13892,1.344,6,0,0,0,14855,0.935173342308987,14853.656,0
"富士河口湖町",2020-10-12,0,0,12.6142857142857,4.14285714285714,"202010_W3",32171,4.077,20,0.272,0,0.272,26562,1.21116632783676,26557.923,0
"小菅村",2020-10-12,0,0,16.9285714285714,3.21428571428571,"202010_W3",880,0.046,0,0,0.018,0,715,1.23076923076923,714.954,0
"山中湖村",2020-10-12,0,0,11.8142857142857,3.71428571428571,"202010_W3",10886,0.736,6,0.059,0,0.059,5789,1.88046294696839,5788.264,0
"山梨市",2020-10-12,0,0,16.9285714285714,3.21428571428571,"202010_W3",31730,4.599,3,0,0,0,34357,0.923538143609745,34352.401,0
"市川三郷町",2020-10-12,0,0,16.7285714285714,3,"202010_W3",13996,1.49,2,0,0,0,15604,0.896949500128172,15602.51,0
"忍野村",2020-10-12,0,0,11.8142857142857,3.71428571428571,"202010_W3",9018,1.223,1,0.098,0,0.098,9595,0.939864512767066,9593.777,0
"早川町",2020-10-12,0,0,16.7285714285714,3,"202010_W3",1218,0.039,1,0,0,0,1018,1.19646365422397,1017.961,0
"昭和町",2020-10-12,0.044,0,18.0857142857143,3.07142857142857,"202010_W3",27108,4.205,7,0.213,0,0.213,20452,1.32544494425973,20447.795,0
"甲州市",2020-10-12,0,0,16.9285714285714,3.21428571428571,"202010_W3",31552,5.437,6,0,0,0,30990,1.01813488222007,30984.563,0
"甲府市",2020-10-12,1.406,0,18.0857142857143,3.07142857142857,"202010_W3",204374,100.175,53,5,1,5,187171,1.09191060580966,187070.825,0
"甲斐市",2020-10-12,0.164,0,18.0857142857143,3.07142857142857,"202010_W3",67653,10.878,1,0.425,0,0.425,75522,0.895805195836975,75511.122,0
"笛吹市",2020-10-12,0,0,14.8571428571429,3.42857142857143,"202010_W3",72724,5.915,17,0,0,0,68924,1.05513319018049,68918.085,0
"西桂町",2020-10-12,0,0,12.6142857142857,4.14285714285714,"202010_W3",3578,0.537,0,0.043,0,0.043,4238,0.844266163284568,4237.463,0
"身延町",2020-10-12,0,0,16.7285714285714,3,"202010_W3",13372,1.467,2,0,0,0,11306,1.18273483106315,11304.533,0
"道志村",2020-10-12,0,0,15.1571428571429,3.42857142857143,"202010_W3",2629,0.104,0,0,0.042,0,1652,1.59140435835351,1651.896,0
"都留市",2020-10-12,0,0,15.1571428571429,3.42857142857143,"202010_W3",33025,2.445,4,0,0.755,0,29859,1.10603168223986,29856.555,0
"韮崎市",2020-10-12,0.063,0,16.2428571428571,3.07142857142857,"202010_W3",33378,2.784,2,1.075,0,1.075,29124,1.14606510094767,29121.216,0
"鳴沢村",2020-10-12,0,0,12.6142857142857,4.14285714285714,"202010_W3",4328,0.441,6,0.032,0,0.032,3133,1.38142355569741,3132.559,0
"上野原市",2020-10-19,0.577,0,11.9857142857143,2.42857142857143,"202010_W4",25451,8.445,2,0.576,0,0.576,22799,1.11632089126716,22790.555,0
"中央市",2020-10-19,0,0,13.8571428571429,3.14285714285714,"202010_W4",31263,5.564,2,0.789,0.174,0.789,30978,1.00920007747434,30972.436,0
"丹波山村",2020-10-19,0.014,0,12.7285714285714,3.28571428571429,"202010_W4",858,0.05,0,0.014,0,0.014,540,1.58888888888889,539.95,0
"北杜市",2020-10-19,0,0,10.4714285714286,1.64285714285714,"202010_W4",51303,5.499,12,0.807,2.107,0.807,46421,1.10516791969152,46415.501,0
"南アルプス市",2020-10-19,0,0,11.9857142857143,3.21428571428571,"202010_W4",65918,17.478,3,1.239,2.007,1.239,71370,0.923609359674933,71352.522,0
"南部町",2020-10-19,0,0,14.2428571428571,3.92857142857143,"202010_W4",7585,0.309,0,0,0,0,7569,1.00211388558594,7568.691,0
"大月市",2020-10-19,0.595,0,11.9857142857143,2.42857142857143,"202010_W4",23737,2.076,1,0.594,0,0.594,23516,1.00939785677836,23513.924,0
"富士吉田市",2020-10-19,0,0,9.97142857142857,3.14285714285714,"202010_W4",50761,8.835,7,0,0.495,0,48331,1.05027828929672,48322.165,0
"富士川町",2020-10-19,0,0,12.6,3.5,"202010_W4",13991,1.344,6,0.059,0,0.059,14855,0.941837765062269,14853.656,0
"富士河口湖町",2020-10-19,0,0,9.97142857142857,3.14285714285714,"202010_W4",34956,4.077,20,0,0.272,0,26562,1.31601536028913,26557.923,0
"小菅村",2020-10-19,0.018,0,12.7285714285714,3.28571428571429,"202010_W4",1037,0.064,0,0.018,0,0.018,715,1.45034965034965,714.936,0
"山中湖村",2020-10-19,0,0,8.91428571428571,4.85714285714286,"202010_W4",11175,0.736,6,0,0.059,0,5789,1.93038521333564,5788.264,0
"山梨市",2020-10-19,0,0,12.7285714285714,3.28571428571429,"202010_W4",33390,4.599,3,0.619,0,0.619,34357,0.971854352824752,34352.401,0
"市川三郷町",2020-10-19,0,0,12.6,3.5,"202010_W4",14187,1.49,2,0,0,0,15604,0.90918995129454,15602.51,0
"忍野村",2020-10-19,0,0,8.91428571428571,4.85714285714286,"202010_W4",8873,1.223,1,0,0.098,0,9595,0.924752475247525,9593.777,0
"早川町",2020-10-19,0,0,12.6,3.5,"202010_W4",1543,0.039,1,0,0,0,1018,1.51571709233792,1017.961,0
"昭和町",2020-10-19,0,0,13.8571428571429,3.14285714285714,"202010_W4",28522,4.205,7,0.619,0.213,0.619,20452,1.39458243692548,20447.795,0
"甲州市",2020-10-19,0,0,12.7285714285714,3.28571428571429,"202010_W4",31313,5.437,6,0.558,0,0.558,30990,1.01042271700549,30984.563,0
"甲府市",2020-10-19,1,0,13.8571428571429,3.14285714285714,"202010_W4",202768,101.175,53,15.254,5,15.254,187171,1.08333021675366,187069.825,0
"甲斐市",2020-10-19,0,0,13.8571428571429,3.14285714285714,"202010_W4",67431,10.878,1,1.311,0.425,1.311,75522,0.892865655040915,75511.122,0
"笛吹市",2020-10-19,0,0,10.7714285714286,4,"202010_W4",72007,5.915,17,1.24,0,1.24,68924,1.04473042771749,68918.085,0
"西桂町",2020-10-19,0,0,9.97142857142857,3.14285714285714,"202010_W4",2680,0.537,0,0,0.043,0,4238,0.632373761208117,4237.463,0
"身延町",2020-10-19,0,0,12.6,3.5,"202010_W4",13769,1.467,2,0,0,0,11306,1.2178489297718,11304.533,0
"道志村",2020-10-19,0.042,0,11.9857142857143,2.42857142857143,"202010_W4",3871,0.146,0,0.042,0,0.042,1652,2.34322033898305,1651.854,0
"都留市",2020-10-19,0.755,0,11.9857142857143,2.42857142857143,"202010_W4",32465,3.2,4,0.756,0,0.756,29859,1.08727686794601,29855.8,0
"韮崎市",2020-10-19,0,0,11.9857142857143,3.21428571428571,"202010_W4",32927,2.784,2,0.505,1.075,0.505,29124,1.13057959071556,29121.216,0
"鳴沢村",2020-10-19,0,0,9.97142857142857,3.14285714285714,"202010_W4",4558,0.441,6,0,0.032,0,3133,1.45483562081072,3132.559,0
"上野原市",2020-10-26,0,0,11.3285714285714,0,"202010_W5",25258,8.445,2,0.864,0.576,0.864,22799,1.10785560770209,22790.555,0
"中央市",2020-10-26,0.174,0,13.0428571428571,0,"202010_W5",31406,5.738,2,0.672,0.789,0.672,30978,1.0138162566983,30972.262,0
"丹波山村",2020-10-26,0,0,11.9428571428571,0,"202010_W5",848,0.05,0,0.021,0.014,0.021,540,1.57037037037037,539.95,0
"北杜市",2020-10-26,2.107,0,9.15714285714286,0,"202010_W5",52972,7.606,12,1.007,0.807,1.007,46421,1.14112147519442,46413.394,0
"南アルプス市",2020-10-26,2.007,0,11.0428571428571,0,"202010_W5",64842,19.485,3,3.766,1.239,3.766,71370,0.908532997057587,71350.515,0
"南部町",2020-10-26,0,0,13.6714285714286,0,"202010_W5",7775,0.309,0,0,0,0,7569,1.02721627691901,7568.691,0
"大月市",2020-10-26,0,0,11.3285714285714,0,"202010_W5",23555,2.076,1,0.891,0.594,0.891,23516,1.00165844531383,23513.924,0
"富士吉田市",2020-10-26,0.495,0,9.07142857142857,0,"202010_W5",50069,9.33,7,0,0,0,48331,1.03596035670688,48321.67,0
"富士川町",2020-10-26,0,0,11.4571428571429,0,"202010_W5",13556,1.344,6,0,0.059,0,14855,0.912554695388758,14853.656,0
"富士河口湖町",2020-10-26,0.272,0,9.07142857142857,0,"202010_W5",35259,4.349,20,0,0,0,26562,1.32742263383781,26557.651,0
"小菅村",2020-10-26,0,0,11.9428571428571,0,"202010_W5",1017,0.064,0,0.027,0.018,0.027,715,1.42237762237762,714.936,0
"山中湖村",2020-10-26,0.059,0,7.87142857142857,0,"202010_W5",11787,0.795,6,0,0,0,5789,2.03610295387804,5788.205,0
"山梨市",2020-10-26,0,0,11.9428571428571,0,"202010_W5",32763,4.599,3,0.952,0.619,0.952,34357,0.953604796693541,34352.401,0
"市川三郷町",2020-10-26,0,0,11.4571428571429,0,"202010_W5",13964,1.49,2,0,0,0,15604,0.894898743911817,15602.51,0
"忍野村",2020-10-26,0.098,0,7.87142857142857,0,"202010_W5",8896,1.321,1,0,0,0,9595,0.927149557060969,9593.679,0
"早川町",2020-10-26,0,0,11.4571428571429,0,"202010_W5",1437,0.039,1,0,0,0,1018,1.41159135559921,1017.961,0
"昭和町",2020-10-26,0.213,0,13.0428571428571,0,"202010_W5",27382,4.418,7,0.443,0.619,0.443,20452,1.33884216702523,20447.582,0
"甲州市",2020-10-26,0,0,11.9428571428571,0,"202010_W5",31654,5.437,6,0.558,0.558,0.558,30990,1.02142626653759,30984.563,0
"甲府市",2020-10-26,5,0,13.0428571428571,0,"202010_W5",202382,106.175,53,15.676,15.254,15.676,187171,1.08126793146374,187064.825,0
"甲斐市",2020-10-26,0.425,0,13.0428571428571,0,"202010_W5",67306,11.303,1,2.638,1.311,2.638,75522,0.891210508196287,75510.697,0
"笛吹市",2020-10-26,0,0,9.85714285714286,0,"202010_W5",72117,5.915,17,12.657,1.24,12.657,68924,1.04632638848587,68918.085,0
"西桂町",2020-10-26,0.043,0,9.07142857142857,0,"202010_W5",3351,0.58,0,0,0,0,4238,0.790703161868806,4237.42,0
"身延町",2020-10-26,0,0,11.4571428571429,0,"202010_W5",13601,1.467,2,0,0,0,11306,1.20298956306386,11304.533,0
"道志村",2020-10-26,0,0,11.3285714285714,0,"202010_W5",3681,0.146,0,0.063,0.042,0.063,1652,2.22820823244552,1651.854,0
"都留市",2020-10-26,0,0,11.3285714285714,0,"202010_W5",32481,3.2,4,1.134,0.756,1.134,29859,1.08781271978298,29855.8,0
"韮崎市",2020-10-26,1.075,0,11.0428571428571,0,"202010_W5",34008,3.859,2,0.632,0.505,0.632,29124,1.16769674495262,29120.141,0
"鳴沢村",2020-10-26,0.032,0,9.07142857142857,0,"202010_W5",4996,0.473,6,0,0,0,3133,1.59463772741781,3132.527,0
"上野原市",2020-11-02,0.576,6,11.4428571428571,0.857142857142857,"202011_W1",24810,9.021,8,0,0.864,0,22799,1.08820562305364,22789.979,0
"中央市",2020-11-02,0.789,4,12.5142857142857,0.642857142857143,"202011_W1",31607,6.527,6,1.125,0.672,1.125,30978,1.02030473239073,30971.473,0
"丹波山村",2020-11-02,0.014,0,11.2428571428571,1.14285714285714,"202011_W1",786,0.064,0,0,0.021,0,540,1.45555555555556,539.936,0
"北杜市",2020-11-02,0.807,13,9.88571428571429,1.78571428571429,"202011_W1",51506,8.413,25,0.141,1.007,0.141,46421,1.10954094052261,46412.587,0
"南アルプス市",2020-11-02,1.239,9,10.6285714285714,2.14285714285714,"202011_W1",65352,20.724,12,2.243,3.766,2.243,71370,0.915678856662463,71349.276,0
"南部町",2020-11-02,0,2,12.7428571428571,1.78571428571429,"202011_W1",7791,0.309,2,0.601,0,0.601,7569,1.02933016250495,7568.691,0
"大月市",2020-11-02,0.594,5,11.4428571428571,0.857142857142857,"202011_W1",24604,2.67,6,0,0.891,0,23516,1.04626637183194,23513.33,0
"富士吉田市",2020-11-02,0,7,10.1571428571429,1.35714285714286,"202011_W1",50048,9.33,14,0,0,0,48331,1.03552585297221,48321.67,0
"富士川町",2020-11-02,0.059,0,10.9428571428571,1.64285714285714,"202011_W1",14470,1.403,6,1.18,0,1.18,14855,0.974082800403904,14853.597,0
"富士河口湖町",2020-11-02,0,9,10.1571428571429,1.35714285714286,"202011_W1",36480,4.349,29,0,0,0,26562,1.37339055793991,26557.651,0
"小菅村",2020-11-02,0.018,0,11.2428571428571,1.14285714285714,"202011_W1",1027,0.082,0,0,0.027,0,715,1.43636363636364,714.918,0
"山中湖村",2020-11-02,0,5,8.85714285714286,1.71428571428571,"202011_W1",11503,0.795,11,0,0,0,5789,1.98704439454137,5788.205,0
"山梨市",2020-11-02,0.619,6,11.2428571428571,1.14285714285714,"202011_W1",33174,5.218,9,1.478,0.952,1.478,34357,0.965567424396775,34351.782,0
"市川三郷町",2020-11-02,0,2,10.9428571428571,1.64285714285714,"202011_W1",14052,1.49,4,1.24,0,1.24,15604,0.900538323506793,15602.51,0
"忍野村",2020-11-02,0,2,8.85714285714286,1.71428571428571,"202011_W1",8503,1.321,3,0,0,0,9595,0.886190724335591,9593.679,0
"早川町",2020-11-02,0,0,10.9428571428571,1.64285714285714,"202011_W1",1386,0.039,1,0.08,0,0.08,1018,1.3614931237721,1017.961,0
"昭和町",2020-11-02,0.619,14,12.5142857142857,0.642857142857143,"202011_W1",27655,5.037,21,0.423,0.443,0.423,20452,1.35219049481713,20446.963,0
"甲州市",2020-11-02,0.558,5,11.2428571428571,1.14285714285714,"202011_W1",32108,5.995,11,0.431,0.558,0.431,30990,1.03607615359793,30984.005,0
"甲府市",2020-11-02,15.254,40,12.5142857142857,0.642857142857143,"202011_W1",200231,121.429,93,13.474,15.676,13.474,187171,1.06977576654503,187049.571,0
"甲斐市",2020-11-02,1.311,8,12.5142857142857,0.642857142857143,"202011_W1",67332,12.614,9,5.346,2.638,5.346,75522,0.89155477873997,75509.386,0
"笛吹市",2020-11-02,1.24,10,9.61428571428571,1.28571428571429,"202011_W1",72769,7.155,27,6.221,12.657,6.221,68924,1.0557860832221,68916.845,0
"西桂町",2020-11-02,0,0,10.1571428571429,1.35714285714286,"202011_W1",3393,0.58,0,0,0,0,4238,0.800613496932515,4237.42,0
"身延町",2020-11-02,0,0,10.9428571428571,1.64285714285714,"202011_W1",13833,1.467,2,0.899,0,0.899,11306,1.22350964089864,11304.533,0
"道志村",2020-11-02,0.042,0,11.4428571428571,0.857142857142857,"202011_W1",3192,0.188,0,0,0.063,0,1652,1.93220338983051,1651.812,0
"都留市",2020-11-02,0.756,3,11.4428571428571,0.857142857142857,"202011_W1",32453,3.956,7,0,1.134,0,29859,1.08687497906829,29855.044,0
"韮崎市",2020-11-02,0.505,0,10.6285714285714,2.14285714285714,"202011_W1",32611,4.364,2,1.118,0.632,1.118,29124,1.11972943277022,29119.636,0
"鳴沢村",2020-11-02,0,0,10.1571428571429,1.35714285714286,"202011_W1",4344,0.473,6,0,0,0,3133,1.38653048196617,3132.527,0
"上野原市",2020-11-09,0.864,6,8.42857142857143,0,"202011_W2",24135,9.885,14,0.157,0,0.157,22799,1.05859906136234,22789.115,0
"中央市",2020-11-09,0.672,2,10.3428571428571,0,"202011_W2",31078,7.199,8,0.105,1.125,0.105,30978,1.00322809735942,30970.801,0
"丹波山村",2020-11-09,0.021,0,9.27142857142857,0,"202011_W2",956,0.085,0,0.004,0,0.004,540,1.77037037037037,539.915,0
"北杜市",2020-11-09,1.007,3,7.11428571428571,0,"202011_W2",48631,9.42,28,0.157,0.141,0.157,46421,1.04760776372762,46411.58,0
"南アルプス市",2020-11-09,3.766,3,8.54285714285714,0,"202011_W2",65519,24.49,15,0.616,2.243,0.616,71370,0.918018775395825,71345.51,0
"南部町",2020-11-09,0,0,11.1,0,"202011_W2",7885,0.309,2,0.31,0.601,0.31,7569,1.04174924032237,7568.691,0
"大月市",2020-11-09,0.891,12,8.42857142857143,0,"202011_W2",24105,3.561,18,0.162,0,0.162,23516,1.0250467766627,23512.439,0
"富士吉田市",2020-11-09,0,2,6.77142857142857,0,"202011_W2",49471,9.33,16,0.332,0,0.332,48331,1.02358734559599,48321.67,0
"富士川町",2020-11-09,0,1,8.68571428571429,0,"202011_W2",14977,1.403,7,0.686,1.18,0.686,14855,1.00821272298889,14853.597,0
"富士河口湖町",2020-11-09,0,12,6.77142857142857,0,"202011_W2",35223,4.349,41,0.182,0,0.182,26562,1.32606731420827,26557.651,0
"小菅村",2020-11-09,0.027,0,9.27142857142857,0,"202011_W2",920,0.109,0,0.005,0,0.005,715,1.28671328671329,714.891,0
"山中湖村",2020-11-09,0,4,4.95714285714286,0,"202011_W2",11237,0.795,15,0.04,0,0.04,5789,1.94109518051477,5788.205,0
"山梨市",2020-11-09,0.952,3,9.27142857142857,0,"202011_W2",32418,6.17,12,1.042,1.478,1.042,34357,0.943563174898856,34350.83,0
